mogert,	মগের্ট,	মোজার্ট,	
macho,	মাচ,	মাছও,	
nickeel,	নিকেল,	নিকেল,	
dhila,	ঢিলা,	ঢিলা,	
madal,	মাল,	মাদল,	
daver,	দেভার,	ডোভার,	
forid,	ফরীদ,	ফরিদ,	
chanje,	চাঁজে,	চেঞ্জ,	
proshikkhone,	প্রশিক্ষণে,	প্রশিক্ষণে,	
embed,	এমবিডে,	এম্বেড,	
neerbachoker,	নির্বাচকের,	নির্বাচকের,	
risort,	রিসর্ট,	রিসোর্ট,	
dines,	ডাইনেস,	দীনেশ,	
ponchasjon,	পঞ্চাশজন,	পঞ্চাশজন,	
durgotsave,	দুর্গততাভে,	দুর্গোৎসবে,	
swapod,	স্বপদ,	শ্বাপদ,	
pathkram,	পাঠক্রম,	পাঠক্রম,	
makhmoley,	মাখ্মলে,	মখমলে,	
istoniya,	ইস্টোনিয়া,	এস্তোনিয়া,	
neelabh,	নিলাভ,	নীলাভ,	
daltagi,	দলত্যাগি,	দলত্যাগী,	
marmader,	মারমমাদের,	মারমাদের,	
karmosansthaner,	কর্মসংখ্যানের,	কর্মসংস্থানের,	
choopi,	চুপি,	চুপি,	
toranganj,	তরঙ্গঞ্জ,	তোরাবগঞ্জ,	
sphincter,	স্ফিন্টের,	স্ফিংটার,	
dijijer,	দিজিজের,	ডিজিজের,	
ralafa,	রলফা,	রালফ,	
baarnish,	বার্নিস,	বার্নিশ,	
depootee,	দিপুটি,	ডেপুটি,	
showtey,	শটটে,	শোতে,	
satthik,	সাথিক,	সঠিক,	
kyathlik,	ক্যাথলিক,	ক্যাথলিক,	
streegan,	স্ত্রীগান,	স্ত্রীগণ,	
alaol,	আলোল,	আলাওল,	
byatikromdhormi,	ব্যাতিক্রমধ্র্মী,	ব্যতিক্রমধর্মী,	
palteche,	পালেটে,	পাল্টেছে,	
joubanboti,	যৌবনবততি,	যৌবনবতী,	
sanghar,	সংঘর,	সংহার,	
plain,	প্লেযান,	প্লেন,	
akmat,	একমাত,	একমত,	
fuda,	ফুদা,	ফুড,	
japanira,	জাপানীরা,	জাপানিরা,	
puzita,	পুজিত,	পূজিতা,	
daebug,	দেববুগ,	ডিবাগ,	
wolapuk,	ওলাপুক,	ভোলাপুক,	
nirikho,	নীরীখ,	নিরিখ,	
chalechi,	চলেছি,	চলেছি,	
kommandar,	কমান্ডার,	কমাণ্ডার,	
yuqeliptas,	ইউক্লিপিটেস,	ইউক্যালিপ্টাস,	
eenameel,	ইনামেল,	এনামেল,	
kampita,	কম্পিত,	কম্পিত,	
paitey,	পাতে,	পাইতে,	
juktarashtre,	যুক্তরাস্ট্রে,	যুক্তরাষ্ট্রে,	
ponjeekar,	পঞ্জিকার,	পঞ্জিকার,	
goteerodh,	গতিরোধ,	গতিরোধ,	
ibhil,	ইভিল,	ইভিল,	
abdune,	আবদুনে,	আবদুন,	
cannel,	ক্যানেল,	ক্যানেল,	
hazarer,	হাজারের,	হাজারের,	
bbs,	বিএিএিএ,	বিবিএস,	
soundarjyo,	সৌন্দর্য্য,	সৌর্ন্দয্য,	
bedey,	বেদে,	বেদে,	
byke,	বাইকে,	বাইক,	
rabeta,	রবেটা,	রাবেতা,	
dhhabi,	ঢবি,	ঢাবি,	
grambasio,	গ্রাম্বাসিও,	গ্রামবাসীও,	
khambaa,	খাম্বো,	খাম্বা,	
hepatetisa,	হেপটিটিস,	হেপাটাইটিস,	
harriser,	হারিসের,	হ্যারিসের,	
ja,	জা,	জ্যা,	
pothnirdeshona,	পথনির্দেশনা,	পথনির্দেশনা,	
shaater,	সাতের,	শ্যুটার,	
nortoki,	নর্তকী,	নর্তকী,	
uddhrito,	উদ্ধৃত,	উদ্ধৃত,	
aedipus,	আইডিপুস,	ইডিপাস,	
bandhubhaabaapanna,	বন্ধুবন্পবূন্,	বন্ধুভাবাপন্ন,	
abheedhanic,	অভিধানিক,	অভিধানিক,	
aminar,	আমিনার,	আমিনার,	
loker,	লোকের,	লকের,	
antarktikar,	অন্তর্কটিকার,	অ্যান্টার্কটিকার,	
daja,	দজ,	ডোজো,	
laga,	লাগো,	লগ,	
oncholshomuher,	অঞ্চলসমূহের,	অঞ্চলসমূহের,	
shansthagulo,	সংস্থাগগুলো,	সংস্থাগুলো,	
purohitder,	পুরহিদদের,	পুরোহিতদের,	
laiseensee,	লেসেন্স,	লাইসেন্স,	
noitikata,	নৈতিকতা,	নৈতিকতা,	
vooter,	ভুটের,	ভোটার,	
sibraj,	শিবরাজ,	শিবরাজ,	
holding,	হলদিং,	হোল্ডিং,	
afzol,	আফজল,	আফজল,	
bhugten,	ভুগতেন,	ভুগতেন,	
sidharther,	সিধার্থের,	সিদ্ধার্থের,	
toruner,	তরুণের,	তরুণের,	
bongobondhu,	বন্গবন্ধু,	বঙ্গবন্ধু,	
byboshthar,	ব্যবস্থার,	ব্যাবস্থার,	
bordhitangso,	বর্ধিতাংশ,	বর্ধিতাংশ,	
tap,	টাপ,	ট্যাপ,	
fatakeshto,	ফটকেষ্ট,	ফাটাকেষ্ট,	
konan,	কোন,	কোনান,	
iviem,	ইভিএম,	ইভিএম,	
akkharkey,	এক্ষরকে,	অক্ষরকে,	
nirarthak,	নিরার্থক,	নিরর্থক,	
recondishon,	রেকন্ডিশন,	রিকন্ডিশন,	
sthapanar,	স্থাপনার,	স্থাপনার,	
chhuti,	ছুটি,	ছুটি,	
ooipokar,	উইপকার,	উইপোকার,	
chai,	চাই,	ছাই,	
jarul,	জরুল,	জারুল,	
koushalgato,	কৌশলগত,	কৌশলগত,	
manzurul,	মনযুজুরুল,	মনজুরুল,	
mukkho,	মুক্ষ,	মুখ্য,	
golakriti,	গোলাকৃতি,	গোলাকৃতি,	
dam,	দম,	ডং,	
pluck,	প্লক,	প্ল্যাক,	
aborto,	আবর্ত,	আবর্ত,	
koordider,	কুর্দিদের,	কুর্দিদের,	
jyaqa,	জ্যাক,	জ্যাক,	
shtonahenja,	স্টনহান্জ,	স্টোনহেঞ্জ,	
granthaty,	গ্রন্থাটি,	গ্রন্থটি,	
skolarsip,	স্কলারশিপ,	স্কলারশিপ,	
palbongser,	পালবংসের,	পালবংশের,	
parishkaran,	পরিষ্কারণ,	পরিষ্করণ,	
mozlishpoor,	মজলিস্পুর,	মজলিশপুর,	
chhattroraai,	ছাত্ররাই,	ছাত্ররাই,	
porissrom,	পরিষ্রম,	পরিশ্রম,	
snipar,	স্নিপার,	স্নাইপার,	
lesens,	লেসেন্স,	লাইসেন্স,	
venicey,	ভেনিজে,	ভেনিসে,	
shaaroker,	সারকের,	স্মারকের,	
senabahineekey,	সেনাবাহিনীকে,	সেনাবাহিনীকে,	
shov,	শব,	শো,	
karmoi,	কর্মই,	কর্মই,	
hoonayin,	হুনাইন,	হুনাইন,	
deeyenes,	ডিএনেস,	ডিএনএস,	
shekarone,	সেকারণে,	সেকারণে,	
feemalee,	ফেমালী,	ফিমেল,	
bossontoke,	বসন্তকে,	বসন্তকে,	
engrezder,	ইংরেজদের,	ইংরেজদের,	
taunashipa,	টনওশিপ,	টাউনশিপ,	
joki,	জকি,	জকি,	
moshjidti,	মসজিদটি,	মসজিদটি,	
vageri,	ভাগেরি,	ভাগেরই,	
kanda,	কান্ড,	কাণ্ড,	
doorger,	দুর্গের,	দুর্গের,	
panchasjan,	পঞ্চাশজন,	পঞ্চাশজন,	
paschimey,	পশ্চিমে,	পশ্চিমে,	
grambaaseeder,	গ্রামবাসীদের,	গ্রামবাসীদের,	
soya,	সোয়া,	সোয়া,	
nathivukteer,	নথিভূক্তির,	নথিভুক্তির,	
ponni,	পন্যি,	পন্নী,	
mangolik,	মাঙ্গলিক,	মাঙ্গলিক,	
bhadaqa,	ভাদাকা,	ভদকা,	
proteemar,	প্রতিমার,	প্রতিমার,	
daawn,	ডাউন,	ডাউন,	
kathmaandu,	কাঠমান্ডু,	কাঠমান্ডু,	
sahazlabhbhotar,	সহজ্লভভতর,	সহজলভ্যতার,	
longhon,	লঙ্ঘন,	লংঘন,	
phokskon,	ফক্ষণ,	ফক্সকন,	
notti,	নটি,	নোটটি,	
drishyotir,	দৃশ্যতির,	দৃশ্যটির,	
mulgato,	মুলগত,	মূলগত,	
cholochchitraeeo,	চলচিত্রেই,	চলচ্চিত্রেও,	
amitrakkhor,	অমিত্রক্ষর,	অমিত্রাক্ষর,	
ceramicer,	সেরামিকের,	সিরামিকের,	
patochitra,	পততিচ্র,	পটচিত্র,	
basakey,	বাসাকে,	বাসাকে,	
mononitoder,	মননীতদের,	মনোনীতদের,	
reshidensha,	রেসিডেন্স,	রেসিডেন্স,	
estoniya,	এস্টোনিয়া,	এস্তোনিয়া,	
soundarja,	সৌন্দর্য,	সৌর্ন্দয্য,	
naditike,	নাদিতিকে,	নদীটিকে,	
bonbhumi,	বনভূমি,	বনভূমি,	
taki,	টাকি,	তকি,	
asbab,	আসবাব,	আসবাব,	
antarktika,	অন্তার্কটিক,	অ্যান্টার্কটিকা,	
bishwashke,	বিশ্বাসকে,	বিশ্বাসকে,	
arbeet,	আর্বিট,	অরবিট,	
uddhritto,	উদ্ধ্রিত্ব,	উদ্ধৃত,	
mmadhuri,	মাধুরি,	মাধুরী,	
phormat,	ফরমেট,	ফরম্যাট,	
hena,	হেন,	হেনা,	
somraat,	সম্রাত,	সম্রাট,	
zins,	জিনস,	জিন্স,	
lesensim,	লেসেন্সিং,	লাইসেন্সিং,	
siramikasa,	সিরামিকাস,	সিরামিকস,	
pravura,	প্রভূর,	প্রভুরা,	
residensa,	রেসিডেন্স,	রেসিডেন্স,	
saseza,	সসেজ,	সসেজ,	
carzito,	চার্জিত,	চার্জিত,	
jeten,	যেটেন,	যেতেন,	
cbi,	সিবি,	সিবিআই,	
basaake,	বাসাকে,	বাসাকে,	
tarani,	তররণী,	তরণী,	
sahazlabhbhatar,	সহজ্লভভতার,	সহজলভ্যতার,	
rayyaleti,	রয়্যালটি,	রয়্যালটি,	
uttar,	উত্তর,	উওর,	
tennise,	টেনিজি,	টেনিসে,	
bikargrasto,	বিকারগ্রস্ত,	বিকারগ্রস্ত,	
siddhanto,	সিদ্বান্ত,	সিদ্ধান্তও,	
chorban,	চর্বান,	চর্বন,	
maile,	মেলে,	মাইল,	
kaleo,	কলেও,	কালেও,	
aieesha,	আইএস,	আইএএস,	
dwibidh,	দ্বিবিধ,	দ্বিবিধ,	
zubokti,	যুবক্তি,	যুবকটি,	
ayadabhansada,	অ্যাভভান্ডস,	অ্যাডভান্সড,	
bayi,	বাই,	বাঈ,	
badana,	বাদনা,	বদনা,	
hosne,	হসনে,	হোসনে,	
gosthyti,	গোস্ঠিতি,	গোষ্ঠীটি,	
pillai,	পিল্লাই,	পিল্লাই,	
choudhurider,	চৌধুরিদের,	চৌধুরীদের,	
hoole,	হোলে,	হোল,	
shiter,	সীটের,	শীতের,	
swajan,	স্বজন,	স্বজন,	
ghoshito,	ঘোষিত,	ঘোষিত,	
marjito,	মর্জিত,	মার্জিত,	
paikar,	পাইকার,	পাইকার,	
paira,	পাইরা,	পাইরা,	
seekkhokbrindo,	শিক্ষাবৃন্দ,	শিক্ষকবৃন্দ,	
dweepgoolo,	দ্বীপুলো,	দ্বীপগুলো,	
hooldim,	হোল্ডিং,	হোল্ডিং,	
soommitrar,	সুম্মিত্রার,	সুমিত্রার,	
neemeette,	নিমেটিতে,	নিমিত্তে,	
madrasi,	মাদরাসী,	মাদ্রাজি,	
chon,	চন,	ছোঁ,	
phareksa,	ফরেক্স,	ফরেক্স,	
militaryte,	মিলিটারিতে,	মিলিটারিতে,	
utsahamulak,	উত্তামূহলক,	উৎসাহমূলক,	
bonnopraan,	বন্যপ্রাণ,	বন্যপ্রাণ,	
sollallhu,	সল্লাল্লু,	সল্লাল্লাহু,	
daakticket,	ডাক্তিকেট,	ডাকটিকিট,	
skyirt,	স্কার়েট,	স্কার্ট,	
oholyar,	অহল্যর,	অহল্যার,	
dadar,	দাদার,	দাদার,	
deejijer,	ডিজিজের,	ডিজিজের,	
graameroi,	গ্রামেরও,	গ্রামেরই,	
suhasini,	সুহাহিনী,	সুহাসিনী,	
duma,	দুমা,	দুমা,	
elaakatir,	এলাকাতির,	এলাকাটির,	
sofier,	সফির,	সোফির,	
brindaaboner,	বৃন্দাবনের,	বৃন্দাবনের,	
baaraakpur,	বারাকপুর,	বারাকপুর,	
kadarer,	কাদারের,	কদরের,	
nodiigulir,	নদিগুলির,	নদীগুলির,	
mile,	মিলে,	মাইল,	
uposhthit,	উপস্থিত,	উপস্থিত,	
sahosikotar,	সহসিকতার,	সাহসিকতার,	
ssumi,	সুমি,	সুমি,	
biplabeer,	বিপ্লবির,	বিপ্লবীর,	
madhoori,	মধুরি,	মাধুরী,	
mojuter,	মজুটের,	মজুতের,	
