digrike,	ডিগ্রীকে,	ডিগ্রিকে,	
thaakte,	থাকতে,	থাকতে,	
shaamiijiir,	স্বামীজীর,	স্বামীজীর,	
shaluk,	শালুক,	শালুক,	
somonnitobhabe,	সমানীতভাবে,	সমন্বিতভাবে,	
mosjidti,	মসশিদিতি,	মসজিদটি,	
bonnopraan,	বন্যপ্রাণ,	বন্যপ্রাণ,	
karuna,	করুনা,	করুণা,	
aalkatraa,	আলকাত্রা,	আলকাতরা,	
baharamapurer,	বহরামাপুরের,	বহরমপুরের,	
bisshaskey,	বিশ্বাসকে,	বিশ্বাসকে,	
khudey,	খুদে,	ক্ষুদে,	
sqalarashipa,	স্কলারশিপ,	স্কলারশিপ,	
prokalpati,	প্রকালপীতা,	প্রকল্পটি,	
uthane,	উঠানে,	উঠানে,	
transformaarer,	ট্রান্সমার্মের,	ট্রান্সফরমারের,	
korechi,	করেছি,	করেছি,	
konroop,	কনরুপ,	কোনরূপ,	
antarcticar,	অন্তর্্াক্তিকার,	অ্যান্টার্কটিকার,	
shiramikasha,	শিরামিকাশা,	সিরামিকস,	
melborroner,	মেযাবরেরনের,	মেলবোর্নের,	
chalachchitra,	চলচিত্র,	চলচ্চিত্র,	
mayily,	মেলি,	মাইলি,	
stonahenza,	স্টানাইহেন্জ,	স্টোনহেঞ্জ,	
sunagarik,	সানগারিক,	সুনাগরিক,	
baharamporer,	বহরামপুরের,	বহরমপুরের,	
prosadhani,	প্রসাধানী,	প্রসাধনী,	
chasee,	চাষই,	চেস,	
black,	ব্লক,	ব্ল্যাক,	
sorbopori,	সর্বোপরি,	সর্বোপরী,	
barnish,	বার্নিস,	বার্নিশ,	
aameenar,	আমেনার,	আমিনার,	
soomi,	সুমী,	সুমি,	
moshleh,	মোস্লেহ,	মোসলেহ,	
dacop,	ডাকাপ,	দাকোপ,	
bhumija,	ভূমিজা,	ভূমিজ,	
bhotara,	ভোটারা,	ভোটার,	
odoore,	অদূরে,	অদুরে,	
grovth,	গ্রবহ,	গ্রোথ,	
thelyanda,	থেল্যান্ড,	থাইল্যান্ড,	
digreeke,	ডিগ্রীকে,	ডিগ্রিকে,	
zerusalem,	জেরুশামেল,	জেরুসালেম,	
jubokshoho,	যুবক্ষ,	যুবকসহ,	
nabatamo,	নবাতম,	নবতম,	
rajtantrey,	রাজটন্ত্রে,	রাজতন্ত্রে,	
cooling,	কোলিং,	কুলিং,	
tribhuj,	ত্রিভুজ,	ত্রিভূজ,	
oparogota,	অপরাগত,	অপারগতা,	
haila,	হইল,	হইল,	
drishyake,	দৃশ্যকে,	দৃশ্যকে,	
ganokantha,	গণকণ্ঠ,	গণকণ্ঠ,	
firoza,	ফিরোজ,	ফিরোজা,	
pratiyogira,	প্রতিযোগীরা,	প্রতিযোগীরা,	
bonnypran,	বণ্যপূর্ণ,	বন্যপ্রাণ,	
gobeshana,	গবেষণা,	গবেষনা,	
lambatey,	লম্বাতে,	লম্বাটে,	
overveu,	ওভারভওউভ,	ওভারভিউ,	
sardar,	সর্দার,	সরদার,	
poste,	পোসতে,	পোষ্টে,	
bujhechhila,	বুঝেছিল,	বুঝেছিল,	
dhhalur,	ঢালুর,	ঢালুর,	
sanyal,	সন্যাল,	সান্যাল,	
suparheiro,	সুপারহেরও,	সুপারহিরো,	
deefinishion,	ডেফিনিশন,	ডেফিনেশন,	
ishpredshheet,	ইস্প্রেডসিট,	স্প্রেডশীট,	
jolorong,	জলারং,	জলরঙ,	
toder,	তোদের,	তদের,	
kuery,	কারী,	কোয়েরি,	
queri,	কারী,	কোয়েরি,	
chalochchitrake,	চলচিতিত্রকে,	চলচ্চিত্রকে,	
alankaran,	অলংকরণ,	অলঙ্করণ,	
tukrowti,	টুকরতি,	টুকরোটি,	
tuning,	ত্নাইং,	টিউনিং,	
konflikt,	কনফিল্ক্ট,	কনফ্লিক্ট,	
bu,	বি,	বু,	
lyand,	ল্যান্ড,	ল্যান্ড,	
manbe,	মানবে,	মানবে,	
chalai,	চালাই,	চালাবে,	
ateetkaale,	অতীতকালে,	অতীতকালে,	
hitoishi,	হিটোসি,	হিতৈষী,	
neck,	নেক,	নেক,	
prajanankal,	প্রজননকাল,	প্রজননকাল,	
kemoney,	কেমনে,	কেমনে,	
oshtader,	অস্তদের,	ওস্তাদের,	
proshadhoner,	প্রধাধনের,	প্রসাধনের,	
granthati,	গ্রন্থাটি,	গ্রন্থটি,	
choddo,	চৌদ্দ,	চোদ্দো,	
bhejaano,	ভেজানো,	ভেজানো,	
chalachchitroke,	চলচিত্রকে,	চলচ্চিত্রকে,	
reejur,	রুজুর,	রিজুর,	
elaakatite,	এলাকাতে,	এলাকাটিকে,	
charger,	চার্জার,	চার্জের,	
aamude,	আমুদে,	আমুদে,	
benke,	বেনকে,	বেঁকে,	
nagarikra,	নাগীরককা,	নাগরিকরা,	
nariikeyi,	নারীকে,	নারীকেই,	
bhaibonera,	ভ্যাবেরা,	ভাইবোনেরা,	
gadhaa,	গাধা,	গাধা,	
degreeke,	ডিগ্রীকে,	ডিগ্রিকে,	
aiisa,	আইএস,	আইএএস,	
danab,	দানাব,	দানব,	
lotharan,	লতঠারন,	লুথেরান,	
aalkaatraa,	আলকাত্রা,	আলকাতরা,	
bishashke,	বিশ্বাককে,	বিশ্বাসকে,	
taresa,	তারেসা,	টেরেসা,	
ponnee,	পন্যে,	পন্নী,	
ganaporibahan,	গণপরিবহণ,	গণপরিবহন,	
sadena,	সাদেনা,	সাডেন,	
mangalik,	মঙ্গলিক,	মাঙ্গলিক,	
poste,	পোসতে,	পোস্টে,	
marpit,	মারপিত,	মারপিট,	
charjer,	চার্যের,	চার্জার,	
chalaabi,	চালাবি,	চালাবে,	
bbonyopran,	বন্যপ্রাণ,	বন্যপ্রাণ,	
baipasa,	বাইপাস,	বাইপাস,	
sharoker,	শরকের,	স্মারকের,	
vittitei,	ভিতিতেই,	ভিত্তিতেই,	
naditi,	নদীতী,	নদীটি,	
satarka,	সাতরাক,	সতর্ক,	
pothnirdeshona,	পথির্দেশনা,	পথনির্দেশনা,	
aaireesh,	আইরিশ,	আইরিস,	
fotanor,	ফতানোর,	ফোটানোর,	
dhani,	ধ্বনি,	ধানি,	
wictor,	ভিক্টর,	ভিক্টর,	
balroom,	বালুম,	বলরুম,	
shasheja,	শাসেজা,	সসেজ,	
swapad,	স্বাদ,	শ্বাপদ,	
teamothy,	টেমাথি,	টিমোথি,	
mangolic,	মাঙ্গলিক,	মাঙ্গলিক,	
upobaaser,	উপববাশের,	উপবাসের,	
armeenian,	আরমিনিয়ান,	আর্মেনিয়ান,	
moshzid,	মস্জিদ,	মসজিদ,	
sombhobonao,	সম্ভাবানও,	সম্ভবনাও,	
bhogiroth,	ভযগীরথ,	ভগীরথ,	
taoonsheep,	টাউনসীপ,	টাউনশিপ,	
khanankaj,	খননজকাঁ,	খননকাজ,	
metropolitan,	মেট্রোপলিটান,	মেট্রোপলিটন,	
obe,	ওবে,	ওবিই,	
elakatite,	এলাকাতে,	এলাকাটিকে,	
bongsho,	বংশ,	বংশ,	
itastatoh,	ইতস্তাস,	ইতস্ততঃ,	
uruu,	ঊরু,	উরু,	
vageri,	ভাগেরি,	ভাগেরই,	
anisha,	অনিশা,	আনিস,	
gauge,	গৌে,	গেজ,	
dweepgoolotey,	দ্বিপগতলে,	দ্বীপগুলোতে,	
hariner,	হারিনের,	হরিণের,	
cholochchitro,	চলচিত্র,	চলচ্চিত্র,	
marketim,	মার্কমেটিং,	মার্কেটিং,	
jacqson,	জ্যাকসন,	জ্যাকসন,	
torup,	ত্রুপ,	ট্রুপ,	
licencing,	লিসেসিং,	লাইসেন্সিং,	
drissogoolote,	দৃশ্যগুলোতে,	দৃশ্যগুলোতে,	
athar,	আঠার,	আতহার,	
oshamonjosshoporno,	অসমানপস্যারন্থ,	অসামঞ্জস্যপূর্ণ,	
pravritir,	প্রভৃতির,	প্রভৃতির,	
lyaand,	ল্যান্ড,	ল্যান্ড,	
istoon,	ইস্টুন,	স্টোন,	
cocaine,	কোকেন,	কোকেইন,	
porishkoron,	পরিষ্কারণ,	পরিষ্করণ,	
phirth,	ফার্থ,	ফার্থ,	
barak,	বারক,	বারাক,	
ruby,	রুবি,	রুবী,	
leta,	লেট,	ল্যাটা,	
obharbheeu,	ওভারবভী,	ওভারভিউ,	
jommoo,	জম্যুমো,	জম্মু,	
steen,	স্টিন,	স্টেন,	
nagarikkey,	নাগারকে,	নাগরিককে,	
notey,	নটে,	নোটে,	
soorsa,	সুর্স,	সোর্স,	
chalochchitrer,	চলচিত্রের,	চলচ্চিত্রের,	
potengar,	পতেনগর,	পতেঙ্গার,	
baasake,	বাষাকে,	বাসাকে,	
depp,	ডিপ,	ডেপ,	
bhittimool,	ভিত্তমুল,	ভিত্তিমূল,	
superheiroo,	সুপেরিহুরা,	সুপারহিরো,	
ajijur,	আজিজুর,	আজিজুর,	
dokkhinangsho,	দক্ষিণাংশ,	দক্ষিণাংশ,	
kartona,	কর্তনা,	করতনা,	
upostheetir,	উপস্থিতির,	উপস্থিতির,	
query,	কুরি,	কোয়েরি,	
qanasarabheshana,	কনসারেশন,	কনসারভেশন,	
cholochchitraeei,	চলচিত্রী,	চলচ্চিত্রেই,	
porijoner,	পরিজনের,	পরিজনের,	
laatimer,	লাটিমের,	লাটিমের,	
abheedhanick,	অভিধনিক,	অভিধানিক,	
teereesa,	তেরিস,	টেরেসা,	
ias,	আয়াশ,	আইএএস,	
mautke,	মৌতকে,	মতকে,	
dephinesana,	ডেফিনেশন,	ডেফিনেশন,	
sotteo,	সত্ত্বেও,	সত্ত্বেও,	
pala,	পাল,	পোলো,	
naitikatabodh,	নেতিকাবাধ,	নৈতিকতাবোধ,	
hoj,	হজ,	হয,	
prothati,	প্রথাটি,	প্রথাটি,	
tochnochh,	তচ্ছন,	তছনছ,	
beenis,	বিনিস,	ভেনিস,	
daily,	ডেইলি,	ডেইলি,	
pooloo,	পুলু,	পোলো,	
taalgaachh,	তালগাচা,	তালগাছ,	
bisheshshyer,	বিশেষ্যের,	বিশেষ্যের,	
chirokoomari,	চিকোমরারী,	চিরকুমারী,	
plane,	প্লেন,	প্লেন,	
shilabhara,	সিলভার,	সিলভার,	
sangosthatir,	সংস্থাটির,	সংস্থাটির,	
shuter,	শুটার,	শ্যুটার,	
dearas,	ডিরা,	ডিআরএস,	
phutbolarder,	ফুটোরবলাদের,	ফুটবলারদের,	
ghursen,	ঘুরসেন,	ঘুরেছেন,	
songbadmadhyome,	সংবাধমাধ্মমে,	সংবাদমাধ্যমে,	
padee,	পাদে,	পাড়ে,	
ovizojon,	অভিযোজন,	অভিযোজন,	
badei,	বাদে,	বাদেই,	
oncholgoolote,	অঞ্চলগুলোতে,	অঞ্চলগুলোতে,	
saholobhyotar,	সহলভ্যতার,	সহজলভ্যতার,	
cheesa,	চিস,	চেস,	
alsaar,	আলসার,	আলসার,	
taki,	টাকি,	তকি,	
poricchonnota,	পরিচ্ছান্নতা,	পরিচ্ছন্নতা,	
doneta,	ডোনাতা,	ডোনাট,	
itostato,	ইতস্তত,	ইতস্ততঃ,	
sainyader,	সৈন্যদের,	সৈন্যদের,	
shombhobonaao,	সম্ভাবনা,	সম্ভবনাও,	
soochonakal,	সূচনাকলা,	সূচনাকাল,	
helloin,	হেল্ল,	হ্যালোইন,	
prity,	প্রীতি,	প্রিটি,	
bota,	বোঁটা,	বটা,	
ganjana,	গাঁজানা,	গঞ্জনা,	
gazee,	গাজী,	গেজ,	
atak,	অ্যাট,	আটক,	
hul,	হুল,	হুল,	
kanuner,	কানুনের,	কানুনের,	
porishkaran,	পরিষ্কারণ,	পরিষ্করণ,	
dipke,	দীপকে,	দ্বীপকে,	
jansa,	জাস,	জন্স,	
plain,	প্লেন,	প্লেন,	
natsi,	নাটসি,	নাত্সি,	
sangbadmadhyamer,	সংবাধমাধ্যমের,	সংবাদমাধ্যমের,	
azan,	আজান,	আজান,	
ekpase,	একপাশে,	একপাশে,	
karpet,	করপেট,	কার্পেট,	
gatirodh,	গতীরোধ,	গতিরোধ,	
atyacharito,	অত্যাচচরিত,	অত্যাচারিত,	
barbaadoj,	বার্বাদাজ,	বার্বাডোজ,	
sotorkotar,	সতর্কতার,	সতর্কতার,	
soommo,	শুমম,	সুমো,	
shektara,	শেক্টার,	সেক্টর,	
cholochchitreei,	চলচিত্রী,	চলচ্চিত্রেই,	
samudratatey,	সমুদ্রতাতে,	সমুদ্রতটে,	
sikkhakder,	শিক্ষাদকদের,	শিক্ষকদের,	
august,	আগাস্ট,	আগষ্ট,	
korleo,	করলেও,	করলেও,	
madhobeer,	মাধবীর,	মাধবীর,	
