laisensim,	লেইসেং্সিং,	লাইসেন্সিং,	
prabhura,	প্রভূরা,	প্রভুরা,	
shkarta,	স্কার্ট,	স্কার্ট,	
artilery,	অর্টিলারি,	আর্টিলারি,	
rockibul,	রকিবুল,	রকিবুল,	
babylone,	বেবললনে,	ব্যাবিলনে,	
sabhanetree,	সভবানেত্রী,	সভানেত্রী,	
sampadankaree,	সম্পাদনাকারী,	সম্পাদনকারী,	
homeske,	হোমেসকে,	হোমসকে,	
naraphooka,	নরফুকা,	নরফোক,	
bandhuke,	বন্ধুকে,	বন্ধুকে,	
dam,	দম,	ডং,	
foster,	ফোস্টার,	ফস্টার,	
candy,	চ্যান্ডি,	ক্যান্ডি,	
aashirbad,	আশীর্বাদ,	আশির্বাদ,	
phoster,	ফোস্টার,	ফস্টার,	
sahabah,	সহহবা,	সাহাবাহ,	
hurricanee,	হারিকেন,	হ্যারিকেন,	
uindoos,	উইন্ডোজ,	উইন্ডোস,	
noditikey,	নদীতীকে,	নদীটিকে,	
ancholtite,	অঞ্চলটিতে,	অঞ্চলটিতে,	
shomostigoto,	সমস্তিগত,	সমষ্টিগত,	
pratisthan,	প্রতিষ্ঠান,	প্রতিষ্টান,	
soomo,	সুম,	সুমো,	
ispredsiit,	ইস্পরেডসিট,	স্প্রেডশীট,	
deeares,	ডিয়ের্স,	ডিআরএস,	
militaryte,	মিলিটারীতে,	মিলিটারিতে,	
peterkey,	পিটারকে,	পিটারকে,	
torkareer,	তরকারির,	তরকারীর,	
govornorer,	গভর্নরের,	গভর্ণরের,	
masjidsaha,	মসজিদদসহ,	মসজিদসহ,	
pare,	পারে,	পাড়ে,	
karmopantha,	কর্মপন্থা,	কর্মপন্থা,	
shcholarshhip,	স্কলারশিপ,	স্কলারশিপ,	
chalochchitragulor,	চলচ্চিত্রগুলোর,	চলচ্চিত্রগুলোর,	
direqtareta,	ডিরেক্টরেট,	ডিরেক্টরেট,	
solil,	সলীল,	সলিল,	
peeth,	পিঠ,	পীঠ,	
hugheke,	হুঘকে,	হিউজকে,	
huka,	হুক,	হুক,	
chhintayikari,	ছিন্তাইকারী,	ছিনতাইকারী,	
abheedhaneeck,	অভিধানিক,	অভিধানিক,	
ishpredshhiit,	ইস্পরেডশিত,	স্প্রেডশীট,	
palestinea,	প্যালেস্টিনে,	প্যালেস্টাইনে,	
wedanta,	বেদান্ত,	বেদান্ত,	
skalastik,	স্কলস্টিক,	স্কলাস্টিক,	
mekong,	মেকন,	মেকং,	
gandhikey,	গান্ধিকে,	গান্ধীকে,	
nagnyo,	নগ্ন,	নগণ্য,	
hajirhat,	হজিরহাট,	হাজিরহাট,	
reshidensha,	রেসিডেন্স,	রেসিডেন্স,	
paaree,	পারি,	পাড়ে,	
dephinition,	ডেফিনিশন,	ডেফিনেশন,	
nabam,	নাবাম,	নবম,	
pooshteer,	পুষ্টির,	পুষ্টির,	
karlei,	করলেই,	করলেই,	
dinifition,	ডিনিফিশন,	ডেফিনেশন,	
whole,	ভোলে,	হোল,	
pure,	পুরে,	পিওর,	
foksher,	ফক্ষের,	ফক্সের,	
mukhobandha,	মুখবন্ধ,	মুখবন্ধ,	
arthonitike,	অর্থনিটিকে,	অর্থনীতিকে,	
logic,	লোগিক,	লজিক,	
badei,	ব্যাদিই,	বাদেই,	
poripakey,	পরিপাকে,	পরিপাকে,	
shhcholashtic,	স্কোস্টিক,	স্কলাস্টিক,	
dayna,	ডাইন,	ডায়না,	
dephineshana,	ডেফিনেশন,	ডেফিনেশন,	
sotorkota,	সর্তকতা,	সতর্কতা,	
melobborne,	মেলববর্ণে,	মেলবোর্নে,	
laagto,	লাগত,	লাগতো,	
bikaargrasta,	বিকারগ্রস্ত,	বিকারগ্রস্ত,	
aakkaash,	আককাশ,	আককাস,	
balokarok,	বলোকারক,	বলকারক,	
gandhariir,	গান্ধারীর,	গান্ধারীর,	
abhidhanic,	অভিধানিক,	অভিধানিক,	
jaj,	জজ,	জাজ,	
kodom,	কদম,	কদম,	
ummool,	উম্মুল,	উম্মুল,	
shansthatir,	সংস্থাটির,	সংস্থাটির,	
spredsheet,	স্প্রডেস,	স্প্রেডশীট,	
padarthabid,	পদার্থবিদ,	পদার্থবিদ,	
geja,	গেজ,	গেজ,	
roktokkhon,	রক্তক্ষণ,	রক্তক্ষরণের,	
routine,	রোটিন,	রুটিন,	
moreecha,	মরিচা,	মরিচা,	
bayii,	বাই,	বাঈ,	
sommoteer,	সম্মতির,	সম্মতির,	
canton,	ক্যান্টন,	ক্যান্টন,	
cs,	সিএস,	সিএস,	
manushi,	মানুষী,	মানুষী,	
gobeshanagar,	গবেষণাগার,	গবেষনাগার,	
jater,	যাতের,	জাতের,	
bishnoo,	বিষ্ণু,	বিষ্ণু,	
ashocheton,	অসচেতন,	অসচেতন,	
cholochchitrotike,	চলচ্চিত্রকে,	চলচ্চিত্রটিকে,	
shanstha,	সংস্থ,	সংস্থা,	
oncoleo,	অঞ্চলেও,	অঞ্চলেও,	
muhmmoder,	মুহম্মদের,	মুহম্মদের,	
ekpase,	একপাশে,	একপাশে,	
taimash,	টাইমস,	টাইমস্,	
eenasiyeenta,	ইন্সাইয়েন্ট,	এনসিয়েন্ট,	
itastatah,	ইতাস্তত,	ইতস্ততঃ,	
safiin,	সফীন,	সাফিন,	
chetonagoto,	চেতনাগত,	চেতনাগত,	
pooroheetke,	পুরোহীতকে,	পুরোহিতকে,	
ojuhat,	অজুহাত,	অজুহাত,	
potochitro,	পতচিত্র,	পটচিত্র,	
sangrahok,	সংগ্রহক,	সংগ্রাহক,	
prottokhobhabe,	প্রত্যক্ভাবে,	প্রত্যক্ষভাবে,	
aameenar,	আমিনার,	আমিনার,	
songkulan,	সংকুলন,	সংকুলান,	
angsogrohone,	অংশগ্রহণে,	অংশগ্রহনের,	
ddebet,	ডিবেত,	ডিবেট,	
chalachchitreo,	চলচিত্রেও,	চলচ্চিত্রেও,	
proshtotto,	প্রস্তত্ত,	প্রস্ত্তত,	
retasa,	রেটস,	রাইটস,	
chenza,	চেঞ্জা,	চেঞ্জ,	
leder,	লিডার,	লিডার,	
pchok,	প্চক,	পাচক,	
selina,	সেলিন,	সেলিনা,	
karpeta,	কর্পেত,	কার্পেট,	
bondhubhabapanno,	বন্ধুবন্পন্ন,	বন্ধুভাবাপন্ন,	
toroonke,	তরুণকে,	তরুণকে,	
udvaboker,	উদ্ভবকের,	উদ্ভাবকের,	
ganachiner,	গণচিনের,	গণচীনের,	
sanbadmadhyame,	সংবাদধ্যামে,	সংবাদমাধ্যমে,	
koilash,	কৈলাশ,	কৈলাস,	
mandander,	মানদন্ডের,	মানদণ্ডের,	
wault,	ওয়ল্ট,	ভল্ট,	
noitikvabe,	নৈতিকভাবে,	নৈতিকভাবে,	
sosar,	সসার,	সকার,	
shatokei,	শতকেই,	শতকেই,	
nischoy,	নিশ্চোই,	নিশ্চয়,	
dhaleshwari,	ধালেশ্বরী,	ধলেশ্বরী,	
adorsho,	আদর্শ,	আর্দশ,	
shhikha,	শিখ,	শিখ,	
vittitei,	ভিত্তিতেই,	ভিত্তিতেই,	
karpet,	কর্পেট,	কার্পেট,	
durgatsober,	দুর্গত্বসের,	দুর্গোৎসবে,	
augustine,	অগস্টিন,	অগাস্টিন,	
loukeekota,	লৌকিকতা,	লৌকিকতা,	
favourite,	ফাউরিতে,	ফেভারিট,	
sector,	সেক্টর,	সেক্টর,	
olympik,	অলিম্পিক,	অলিম্পিক,	
prothake,	প্রথাকে,	প্রথাকে,	
jatotaa,	যতটা,	যতোটা,	
paschater,	পাশ্চাতের,	পশ্চাতের,	
manonitader,	মনোনীতদের,	মনোনীতদের,	
brindaabane,	ব্রিন্দবানে,	বৃন্দাবনে,	
srimati,	শ্রীমতী,	শ্রীমতি,	
kaalniir,	কালনীর,	কালনীর,	
shrishri,	শ্রীশরি,	শ্রীশ্রী,	
dharabahikotitey,	ধারাবাহিকতে,	ধারাবাহিকটিতে,	
shikhar,	শিখর,	শিকার,	
wool,	উুল,	উল,	
notey,	নটে,	নোটে,	
sombhobonaao,	সম্ভাবনাও,	সম্ভবনাও,	
jeelyand,	জিল্যান্ড,	জিল্যান্ড,	
koreem,	করিম,	করিম,	
ganachin,	গণাচিন,	গণচীন,	
jhijhi,	ঝিঝই,	ঝিঝি,	
qyanela,	ক্যানেল,	ক্যানেল,	
evereste,	ইভারেস্টে,	এভারেস্টে,	
patterne,	পটার্নে,	প্যাটার্নে,	
chamski,	চামককি,	চমস্কি,	
ptolemir,	প্টেমির,	টলেমির,	
kabutarer,	কব্বুরের,	কবুতরের,	
tafaat,	তফফাট,	তফাৎ,	
seekkhaou,	শিক্ষাও,	শিক্ষাও,	
bonshoke,	বংশকে,	বংশকে,	
baruklin,	ব্যারুক্লিন,	ব্রুকলিন,	
khaambaa,	খাম্বা,	খাম্বা,	
shikkhakrom,	শিক্ষাক্রম,	শিক্ষাক্রম,	
abhidhanik,	আভিধানিক,	অভিধানিক,	
russad,	রুশসদ,	রুশদ,	
joistho,	জৈষ্ঠ্য,	জ্যৈষ্ঠ,	
rabo,	রব,	রব,	
nilabha,	নীলভা,	নীলাভ,	
oncholgoolir,	অঞ্চলগুলির,	অঞ্চলগুলির,	
aabarte,	আবর্তে,	আবর্তে,	
idipasa,	ইডিপস,	ইডিপাস,	
kortaa,	করত,	করতা,	
rudroke,	রুদ্রকে,	রুদ্রকে,	
sachetanotamulok,	স্যাতেতনামূলক,	সচেতনতামূলক,	
nikel,	নিকেল,	নিকেল,	
madhyastha,	মধ্যস্থ,	মধ্যস্থ,	
paakshenara,	পাক্সেনার,	পাকসেনারা,	
durger,	দুর্গের,	দুর্গের,	
dhyanostho,	ধ্যানস্থ,	ধ্যানস্থ,	
beshirvagei,	বেশীরভাগই,	বেশিরভাগেই,	
ruteen,	রুটিন,	রুটিন,	
sastra,	সাস্ত্র,	শাস্ত্র,	
gatre,	গোত্রে,	গাত্রে,	
shangkalone,	সংকললনে,	সংকলনে,	
daakticket,	ডাক্টিকেট,	ডাকটিকিট,	
ponchaashjon,	পঞ্চাশজন,	পঞ্চাশজন,	
duncan,	ডাঙ্কান,	ডানকান,	
khilaphat,	খিলাফাত,	খিলাফত,	
stana,	স্টন,	স্টোন,	
shaartho,	স্বার্থ,	স্বার্থ,	
tokey,	তোকে,	ত্বকেই,	
zojyota,	যোজ্যতা,	যোজ্যতা,	
oncholtee,	অঞ্চলটি,	অঞ্চলটি,	
aalkaatraa,	আলকাত্রা,	আলকাতরা,	
temoni,	তেমনই,	তেমনই,	
maarmaader,	মার্মাদের,	মারমাদের,	
chutite,	ছুটিতে,	ছুটিতে,	
iviem,	এভিএম,	ইভিএম,	
swalpo,	স্বল্প,	স্বল্প,	
onker,	অঙ্কের,	ওঙ্কার,	
dhyanostha,	ধ্যানস্থা,	ধ্যানস্থ,	
deepon,	ডিপন,	দীপন,	
jonogononar,	জনগণনার,	জনগণনার,	
mosjidke,	মসজিদদে,	মসজিদকে,	
rena,	রেন,	রেনো,	
soccer,	সক্সার,	সকার,	
sepha,	সেফ,	শেফ,	
kanasarabheeshana,	কনসারভেশন,	কনসারভেশন,	
bissashe,	বিশ্বাসে,	বিশ্বাসে,	
cyanide,	স্যানিডে,	সায়ানাইড,	
ajibon,	অজীবন,	আজীবন,	
sarolyo,	সরলো,	সারল্য,	
jaater,	যাতের,	জাতের,	
juboke,	যুবকে,	যুবকে,	
faltu,	ফল্টু,	ফালতু,	
durg,	ডার্গ,	দুর্গ,	
gobhornorer,	গভর্নরের,	গভর্ণরের,	
chittronatyokar,	চিত্রনাট্যকর,	চিত্রনাট্যকার,	
keo,	কিও,	কেউ,	
grameroi,	গ্রামেরই,	গ্রামেরই,	
lakkhero,	লক্ষেরও,	লক্ষেরও,	
byaaran,	ব্যারন,	ব্যারন,	
sahochorjo,	সহচর্য,	সাহচর্য,	
tovnship,	তানশিপী,	টাউনশিপ,	
tanight,	টানিটট,	টুনাইট,	
pack,	প্যাক,	প্ল্যাক,	
aashanka,	আশঙ্কা,	আশংকা,	
jaruri,	জরুরি,	জরূরী,	
bohoodin,	বহুদিদীন,	বহুদিন,	
atyachari,	অত্যাচারী,	অত্যাচারী,	
longhaner,	লঙ্ঘনের,	লংঘনের,	
cholche,	চলছে,	চলছে,	
jonsa,	জনসা,	জোন্স,	
koyeeri,	কওয়েরি,	কোয়েরি,	
futanta,	ফুটান্ট,	ফুটন্ত,	
paitey,	পাইতে,	পাইতে,	
parbatmala,	পর্বতত্মল,	পর্বতমালা,	
shcholastiq,	স্কোস্টাকিক,	স্কলাস্টিক,	
ajimpoor,	আজিম্পুর,	আজিমপুর,	
anchalgulote,	অঞ্চলগুলোতে,	অঞ্চলগুলোতে,	
obodamoner,	অবদামনের,	অবদমনের,	
rajbondi,	রাজবন্দী,	রাজবন্দী,	
alpai,	আল্পাই,	অল্পই,	
anupater,	অনুপতের,	অনুপাতের,	
korimkey,	করিমকে,	করিমকে,	
