vedke,	ভেদকে,	বেদকে,	
siddhantao,	সিদ্ধান্তও,	সিদ্ধান্তও,	
nariiderke,	নারীদেরকে,	নারীদেরকে,	
somoodrotote,	সমুদ্রতে,	সমুদ্রতটে,	
shanta,	শান্ত,	সান্তা,	
saccar,	সক্চার,	সকার,	
macbeth,	ম্যাকথ,	ম্যাকবেথ,	
shangsthatikey,	সংস্থাতিকে,	সংস্থাটিকে,	
jinsha,	জিনস,	জিন্স,	
marathi,	মারাঠি,	মরাঠি,	
dibidh,	দিবিধ,	দ্বিবিধ,	
muhmmoder,	মুহমদের,	মুহম্মদের,	
chalchhe,	চলছে,	চলছে,	
porbotmala,	পর্বত্বলা,	পর্বতমালা,	
ongshograhon,	অংশগ্রহণ,	অংশগ্রহন,	
kompekt,	কম্পেক্ট,	কমপ্যাক্ট,	
grambashee,	গ্রমবাসী,	গ্রামবাসী,	
popeke,	পপেকে,	পোপকে,	
otitkaley,	অতিতকালে,	অতীতকালে,	
rot,	রোট,	রত,	
khappar,	খাপপার,	খপ্পর,	
dalee,	দলি,	ডালে,	
deeputi,	দিপুতি,	ডেপুটি,	
informeshon,	ইনফর্মেশন,	ইনফরমেশন,	
chidrapathe,	চিদ্রাপথে,	ছিদ্রপথে,	
mahajote,	মহাজতে,	মহাজোট,	
baharampurer,	বহরামপুরের,	বহরমপুরের,	
sompadoner,	সম্পাদনের,	সম্পাদনের,	
turkii,	টুর্কি,	তুর্কি,	
loukeekota,	লৌকিকতা,	লৌকিকতা,	
phikshim,	ফিক্সিং,	ফিক্সিং,	
abasarer,	আবসারের,	অবসরের,	
satjon,	সৎজন,	সাতজন,	
koda,	কোড,	কোডা,	
rudrer,	রুদ্রের,	রুদ্রের,	
porinoti,	পরিনটি,	পরিণতি,	
madrasakey,	মদ্রশাকে,	মাদ্রাসাকে,	
koreem,	করিম,	করিম,	
tate,	তাটে,	তাতে,	
diyi,	ডিই,	দিই,	
snipper,	স্নিপার,	স্নাইপার,	
shhkolashtic,	স্কোলাস্টিক,	স্কলাস্টিক,	
kanasarabheshana,	কনসারভেশন,	কনসারভেশন,	
isan,	ইসান,	ঈশান,	
daktikiter,	দাক্তিকেতের,	ডাকটিকিটের,	
shelina,	সেলিন,	সেলিনা,	
paner,	পানের,	পানের,	
bbiswashe,	বিশ্বাসে,	বিশ্বাসে,	
abhidhanick,	অভিধানিক,	অভিধানিক,	
gronther,	গ্রন্থের,	গ্রন্থের,	
bhaandare,	ভান্ডারে,	ভাণ্ডারে,	
gadhaa,	গাধা,	গাধা,	
kyathalika,	ক্যাথলিক,	ক্যাথলিক,	
pragresha,	প্রগ্রেস,	প্রগ্রেস,	
gezeteda,	গেজেটেড,	গেজেটেড,	
tarkareer,	তরকারীর,	তরকারীর,	
lajiqa,	লাজিক,	লজিক,	
ekshor,	একশর,	একশোর,	
economeeks,	ইকোনমিক্স,	ইকোনমিকস,	
chhootochhuti,	ছোটোছুটি,	ছুটোছুটি,	
khanankaj,	খননকাজ,	খননকাজ,	
phartha,	ফোর্থ,	ফার্থ,	
konisttha,	কনিষ্ঠ,	কনিষ্ঠ,	
shorifpur,	শরীফুর,	শরিফপুর,	
hoeel,	হইল,	হইল,	
korley,	করলে,	করলে,	
jaandrel,	জান্ড্রেল,	জাঁদরেল,	
ketechhilo,	কেটেছিল,	কেটেছিল,	
valobase,	ভালবাসে,	ভালোবাসে,	
motabolombira,	মতাবলম্বীরা,	মতাবলম্বীরা,	
thor,	থোর,	থর,	
bonnopran,	বন্যপ্রাণ,	বন্যপ্রাণ,	
manur,	মানুর,	মনুর,	
thesiser,	থেসিসের,	থিসিসের,	
eenjil,	এঞ্জিল,	ইঞ্জিল,	
fotanor,	ফতানোর,	ফোটানোর,	
aziza,	আজিজ,	আজিজা,	
ganaparibahaner,	গণপরিবহণের,	গণপরিবহনের,	
pathkrom,	পাঠক্রম,	পাঠক্রম,	
gardena,	গার্ডেন,	গার্ডেন,	
tintir,	তিনটির,	তিনটির,	
mukhomaundoley,	মুখমন্ডলে,	মুখমণ্ডলে,	
kanasharabheshhana,	কনসারভেশন,	কনসারভেশন,	
faltir,	ফালটির,	ফলটির,	
kodti,	কদটি,	কোডটি,	
ajouno,	অজৌন,	অযৌন,	
charrjer,	চার্জের,	চার্জের,	
torkarir,	তরকারীর,	তরকারীর,	
hilser,	হিলসের,	হিলসের,	
bagdadi,	বাগদাদি,	বাগদাদী,	
noiteekota,	নৈতিকতা,	নৈতিকতা,	
ajauno,	অজাওন,	অযৌন,	
dokaangoolote,	দোকানগুলোতে,	দোকানগুলোতে,	
ancholgoolir,	আঞচলগুলির,	অঞ্চলগুলির,	
shikshagata,	শিক্ষাগত,	শিক্ষাগত,	
rokshonbhag,	রক্ষণভাগ,	রক্ষণভাগ,	
hostantor,	হোস্তান্তর,	হস্তান্তর,	
rephlex,	রেফলেক্স,	রিফ্লেক্স,	
poschimey,	পশ্চিমে,	পশ্চিমে,	
krantee,	ক্রান্তি,	ক্রান্তি,	
okkhor,	অক্ষর,	অক্ষর,	
taala,	তালা,	তালা,	
nikela,	নিকেল,	নিকেল,	
huqar,	হুকার,	হুকার,	
atma,	আত্ম,	আত্ম,	
grambaasio,	গ্রামবাসীও,	গ্রামবাসীও,	
everest,	এভারেস্ট,	এভারেস্টে,	
mahakabi,	মহাকাবি,	মহাকবি,	
scoore,	স্কুর,	স্কোর,	
reliance,	রিলিয়েন্স,	রিলায়েন্স,	
paira,	পাইরো,	পাইরা,	
asovo,	অসভ,	অসভ্য,	
nodiigulir,	নদীগুলির,	নদীগুলির,	
butha,	বুঠা,	বুথ,	
rakhtokkharoner,	রক্তকারণের,	রক্তক্ষরণের,	
heerani,	হেরানি,	হিরানি,	
parishromi,	পরিশ্রমি,	পরিশ্রমী,	
rajnaitik,	রাজনৈতিক,	রাজনৈতীক,	
pitthe,	পিঠে,	পীঠে,	
mehonoti,	মেহনটি,	মেহনতি,	
dhnoka,	ঢোকা,	ধোঁকা,	
abhishangsan,	অভিসংসন,	অভিশংসন,	
rajatta,	রাজত্ব,	রাজত্ব,	
bhogirath,	ভোগিরথ,	ভগীরথ,	
machsoho,	মাসসহ,	মাছসহ,	
uchchataro,	উচ্চতর,	উচ্চতর,	
uponishod,	উপনিষদ,	উপনিষদ,	
pleta,	প্লেট,	প্লেটো,	
mahasava,	মহাসবা,	মহাসভা,	
thake,	থাকে,	থাকে,	
kk,	কিক,	কেকে,	
vabotarini,	ভবতারিণী,	ভবতারিণী,	
phake,	ফোকে,	ফাকে,	
eura,	ইউরা,	ইউরো,	
haridwar,	হরিদ্বর,	হরিদ্বার,	
lutharana,	লুঠারনা,	লুথেরান,	
sakar,	সকার,	সাকার,	
chikittsar,	চিকিৎসার,	চিকিত্সার,	
nironjan,	নিরঞ্জন,	নিরঞ্জন,	
deep,	ডীপ,	দীপ,	
letara,	লেটার,	লেটার,	
naraphooka,	নরফুকো,	নরফোক,	
caramics,	ক্যারামিক্স,	সিরামিকস,	
skalastika,	স্কালসস্টিক,	স্কলাস্টিক,	
naditike,	নদীতিকে,	নদীটিকে,	
vimshen,	ভিমসেন,	ভীমসেন,	
madrajer,	মাদ্রাজের,	মাদ্রাজের,	
soommo,	সুম্ম,	সুমো,	
sangbadmadhyomgulote,	সংবাদমোধ্যমুলোতে,	সংবাদমাধ্যমগুলোতে,	
duplee,	ডুপ্লি,	ডুপ্লে,	
chaaka,	চাকা,	চাকা,	
jhankar,	ঝংকার,	ঝঙ্কার,	
mojuter,	মজুতের,	মজুতের,	
saaed,	সাইড,	সাইদ,	
manhputo,	মানপুত,	মনঃপুত,	
qonflict,	কনফলিক্ট,	কনফ্লিক্ট,	
nariikeyi,	নারীকেই,	নারীকেই,	
seemaa,	সেমা,	সীমা,	
nirmaankaaj,	নির্মাণকাজ,	নির্মাণকাজ,	
asamorthito,	অসারম্থিত,	অসমর্থিত,	
konphlict,	কনফলিক্ট,	কনফ্লিক্ট,	
swarthe,	স্বর্থে,	স্বার্থে,	
prochondo,	প্রচন্ড,	প্রচণ্ড,	
mojdoor,	মজদদুর,	মজদুর,	
nesons,	নেসনস,	নেশনস,	
dece,	ডিসে,	ডেকে,	
tamplate,	টম্পলেট,	টেম্পলেট,	
kanai,	কানা,	কানাই,	
diaraesha,	ডায়ারেস,	ডিআরএস,	
senabahinike,	সেনাবাহিনীকে,	সেনাবাহিনীকে,	
aswastikar,	আস্বস্তিকার,	অস্বস্তিকর,	
maunjiley,	মঞ্জিলে,	মঞ্জিলে,	
bulano,	বুলানো,	বুলান,	
shekend,	সেকেন্ড,	সেকেণ্ড,	
ishpredshhiit,	ইস্প্রদেষ্ঠিত,	স্প্রেডশীট,	
babylon,	বাযাবিলোন,	ব্যাবিলন,	
musharraf,	মুশারফফ,	মশাররফ,	
vaticaner,	ভ্যাটিকানের,	ভ্যাটিকানের,	
madaspushto,	মাদসসপুষ্ট,	মদদপুষ্ট,	
oporeeshodhito,	অপরিষোধিত,	অপরিশোধিত,	
moshzid,	মস্িদ,	মসজিদ,	
khalidkay,	খলিদকে,	খালিদকে,	
choudhoorider,	চৌধুরিদের,	চৌধুরীদের,	
horas,	হরাস,	হোরাস,	
paaree,	পারী,	পাড়ে,	
chaalaabi,	চালাবি,	চালাবে,	
palashir,	পালসীর,	পলাশীর,	
chakti,	চক্তি,	চাকতি,	
prachuryer,	প্রচচুরের,	প্রাচুর্যের,	
alngkoron,	অলংকরণ,	অলঙ্করণ,	
bhangle,	ভাঙলে,	ভাঙলে,	
bhalobasake,	ভালবাসাকে,	ভালোবাসাকে,	
advanced,	অ্যাডভান্ডেস,	অ্যাডভান্সড,	
danobder,	দানবদের,	দানবদের,	
jatook,	জাতুক,	জাতক,	
maheendra,	মহীন্দ্র,	মাহিন্দ্রা,	
bongsho,	বংশ,	বংশ,	
wul,	ভুল,	উল,	
baarakpur,	বারাকপুর,	বারাকপুর,	
archimedeser,	আর্চিমেদের,	আর্কিমিডিসের,	
maudelti,	মাউডেলটি,	মডেলটি,	
elakate,	এলাকাতে,	এলাকাতে,	
songhitar,	সংঘীতার,	সংহিতার,	
chalachchitragulor,	চলচ্চিত্রগুলোর,	চলচ্চিত্রগুলোর,	
puzito,	পুজিত,	পুজিত,	
raitasha,	রাইটাস,	রাইটস,	
nothibhukteer,	নথিভুক্তির,	নথিভুক্তির,	
phoxkon,	ফক্কন,	ফক্সকন,	
aairis,	আইরিস,	আইরিস,	
gosti,	গোস্তি,	গোষ্ঠী,	
gaddafi,	গদ্াফী,	গাদ্দাফী,	
noteti,	নটটটি,	নোটটি,	
mahibur,	মহিবুর,	মহিবুর,	
archimedes,	আর্চিমেদেস,	আর্কিমিডিস,	
chapol,	চাপল,	চপল,	
hori,	হরি,	হরি,	
chesa,	চেসা,	চেস,	
boarana,	বোরানা,	বোরন,	
manushey,	মানুষে,	মানুষে,	
promotioney,	প্রমোশনে,	প্রোমোশনে,	
plain,	প্লেইন,	প্লেন,	
muhammader,	মুহম্মাদের,	মুহম্মদের,	
porikhar,	পরীক্ষার,	পরিখার,	
uponisod,	উপনিষদ,	উপনিষদ,	
prastutkarak,	প্রস্তুতকারক,	প্রস্তুতকারক,	
sachetonbhabe,	সচেতনভাবে,	সচেতনভাবে,	
gazeetteed,	গাজেটিদ,	গেজেটেড,	
elakaao,	এলাকাও,	এলাকাও,	
chetnagato,	চেতনাগত,	চেতনাগত,	
nirmolota,	নির্মলতা,	নির্মলতা,	
tochnochh,	তোচনাচ,	তছনছ,	
tukrotey,	টুক্রতে,	টুকরোতে,	
shikkhagato,	শিক্ষাগত,	শিক্ষাগত,	
krema,	ক্রেম,	ক্রাইম,	
laisense,	লেইসেন্স,	লাইসেন্স,	
gonna,	গন্যা,	গননা,	
jivjontu,	জীবজন্তু,	জীবজন্তু,	
jonoika,	জনিকা,	জনৈকা,	
ankita,	অংকিত,	অঙ্কিতা,	
sikar,	সিকার,	শিকার,	
vobotarini,	ভবতারিনী,	ভবতারিণী,	
karim,	কারিম,	করিম,	
sinakey,	সিনাকে,	সিনাকে,	
kaamla,	কামলা,	কামলা,	
utshahomulok,	উৎসাহমূলক,	উৎসাহমূলক,	
inapharamesana,	ইনফারমেশন,	ইনফরমেশন,	
shilver,	সিলভের,	সিলভার,	
matthew,	মাঠেভ,	ম্যাথিউ,	
fala,	ফালা,	পোলো,	
aakaabar,	আকাবার,	আকাবার,	
akkharke,	অক্ষারকে,	অক্ষরকে,	
garden,	গার্ডেন,	গার্ডেন,	
inshtol,	ইনস্টল,	ইন্সটল,	
chhooteer,	ছুটির,	ছুটির,	
vabanipur,	ভবনীপুর,	ভবানীপুর,	
