zete,	জেতে,	যেতে,	
chhanara,	ছানারা,	ছানারা,	
embir,	এম্বির,	এমবির,	
fis,	ফিশ,	ফিস,	
tra,	ট্রা,	ট্রে,	
sharokgrontho,	শারকগ্রন্থ,	স্মারকগ্রন্থ,	
dam,	দাম,	ড্যাম,	
birodhdhey,	বিরোধ্যে,	বিরোদ্ধে,	
shannaler,	সান্নালের,	সান্যালের,	
mofidul,	মফিদুল,	মফিদুল,	
granthagulor,	গ্রন্থগুলোর,	গ্রন্থগুলোর,	
erpurbey,	এরপূর্বে,	এরপূর্বে,	
mizanur,	মিজানুর,	মীজানুর,	
dayitwe,	দৈত্যে,	দায়িত্বে,	
gazipurer,	গাজীপুরের,	গাজীপুরের,	
satarkotamulak,	সতারকতামূলক,	সতর্কতামূলক,	
molli,	মলি,	মলি,	
somratke,	সমরাতকে,	সম্রাটকে,	
sangeetkar,	সঙ্গীতকার,	সঙ্গীতকার,	
rajer,	রাজের,	রাজের,	
kobji,	কবজি,	কবজি,	
bhaio,	ভাইও,	ভাইও,	
roktokharan,	রক্তকারাণ,	রক্তক্ষরণ,	
dastana,	দস্তানা,	দস্তানা,	
gosthyder,	গোষ্ঠীদের,	গোষ্ঠীদের,	
chaalachhilo,	চালাচ্ছিল,	চালাচ্ছিল,	
ameje,	আমেজে,	আমেজে,	
nadiyi,	নাদীই,	নদীই,	
nabhojaan,	নভোজন,	নভোযান,	
koneestha,	কনিষ্ঠা,	কনিষ্ঠা,	
udwigno,	উদ্বিগ্ন,	উদ্বিগ্ন,	
milei,	মিলেই,	মিলেই,	
obohito,	অবিহিত,	অবহিত,	
shpot,	স্পট,	স্পট,	
bandhu,	বাঁধু,	বন্ধু,	
navajaaner,	নভাজানের,	নভোযানের,	
spiich,	স্পিচ,	স্পিচ,	
moshzidgulo,	মশজিদগুলো,	মসজিদগুলো,	
elekshon,	ইলেকশন,	ইলেকশন,	
gamesh,	গেমস,	জেমস,	
aparimito,	অপরিমিত,	অপরিমিত,	
somotulyo,	সমতুল্য,	সমতুল্য,	
dokangooli,	দোকানগুলি,	দোকানগুলি,	
shekhe,	শেখে,	শেখে,	
gouree,	গৌরী,	গৌরি,	
scleerosis,	স্ক্লারোসিস,	স্ক্লেরোসিস,	
saodagarer,	সাদাগারের,	সওদাগরের,	
lisar,	লিশার,	লিসার,	
bitee,	বিটি,	বিটি,	
winslate,	ভিনসলেট,	উইন্সলেট,	
osaho,	ওসহ,	অসহ,	
prajanma,	প্রজন্ম,	প্রজন্ম,	
dwipti,	দ্বীপ্তি,	দ্বীপটি,	
submariner,	সাবমারীনের,	সাবমেরিনের,	
horogonga,	হরাগঞ,	হরগঙ্গা,	
pun,	পান,	পান,	
dum,	ডাম,	ড্যাম,	
khaskhase,	খাস্যাসে,	খসখসে,	
utkonthita,	উৎকন্ঠিতা,	উৎকণ্ঠিত,	
uththapan,	উত্থাপন,	উত্থাপন,	
ulamara,	উলামার,	উলামারা,	
niropekshbhabe,	নিরোপেক্ষাবে,	নিরপেক্ষভাবে,	
ojantei,	ওজানতেই,	অজান্তেই,	
poriniito,	পরিনীত,	পরিণীত,	
miji,	মিজি,	মিজি,	
protimagoolo,	প্রতিমাগুলো,	প্রতিমাগুলো,	
dnate,	ডানাতে,	ডিএনএতে,	
ashamartha,	অসমর্থ,	অসমর্থ,	
phaaibar,	ফাইবার,	ফাইবার,	
kormira,	কর্মিরা,	কর্মীরা,	
steema,	স্টেম,	স্টেম,	
dimbacritir,	ডিম্বাকৃতির,	ডিম্বাকৃতির,	
gosthigulor,	গোষ্ঠিগুলোর,	গোষ্ঠীগুলোর,	
roover,	রুভার,	রোভার,	
chaitir,	চাইটির,	চৈতির,	
gini,	গিনি,	গিনি,	
dicision,	ডিশিশন,	ডিসিশন,	
ayadaministresana,	অ্যাডামিনিস্ট্রেশন,	অ্যাডমিনিস্ট্রেশন,	
voterder,	ভোটারদের,	ভোটারদের,	
processor,	প্রসেসর,	প্রসেসর,	
jointa,	জৈনতা,	জৈন্তা,	
shettee,	সেটটি,	সেটি,	
shthapottyobid,	স্থাপত্যবিদ,	স্থাপত্যবিদ,	
vishnur,	বিষ্ণুর,	বিষ্ণুর,	
boonpart,	বোনপার্ট,	বোনাপার্ট,	
bahubrihi,	বহুবৃহি,	বহুব্রীহি,	
chhana,	ছানা,	ছানা,	
jamatar,	জমতার,	জামাতার,	
cheekitsaaroto,	চিকিৎসারত,	চিকিৎসারত,	
traicqball,	ট্রাইকবাল,	ট্র্যাকবল,	
arjagon,	অর্জাগন,	আর্যগণ,	
chale,	চাে,	চালে,	
silmohar,	সিলমহার,	সিলমোহর,	
siddhanta,	সিদ্ধান্ত,	সিদ্ধান্ত,	
bohorompurey,	বহরমপুরে,	বহরমপুরে,	
odhikrita,	অধিকৃতা,	অধিকৃত,	
ichhemoto,	ইচ্ছেমত,	ইচ্ছেমত,	
dipe,	ডিপে,	দ্বীপে,	
teacher,	তিচের,	টিচার,	
bondukdhaariider,	বন্দুকধারীদের,	বন্দুকধারীদের,	
mautou,	মতৌ,	মতও,	
visheshagyo,	বিশেষজ্ঞ,	বিষেশজ্ঞ,	
rajes,	রাজেস,	রাজেশ,	
submarine,	সাবমারিন,	সাবমেরিন,	
beershreshtho,	বীরশ্ষেষ্ঠ,	বীরশ্রেষ্ঠ,	
elakata,	এলাকটা,	এলাকাটা,	
songsthasamuher,	সংস্থাসমূহের,	সংস্থাসমূহের,	
nudulsh,	নুডুলস,	নুডলস,	
sadasyagan,	সদস্যগণ,	সদস্যগন,	
dibyi,	দিবই,	দিব্যি,	
resortte,	রেসর্তে,	রিসোর্টটি,	
udorer,	উদরের,	উদরের,	
sunnota,	সুন্নতা,	শুন্যতা,	
sadore,	সদরে,	সাদরে,	
meter,	মেটার,	মিটার,	
chargin,	চার্গিন,	চার্জিং,	
prokalpa,	প্রকল্প,	প্রকল্প,	
shangsthagulor,	সংস্গগুলোর,	সংস্থাগুলোর,	
parishromey,	পরিশ্রমে,	পরিশ্রমে,	
somonnito,	সমন্নিত,	সমন্বিত,	
bhasharo,	ভাষারও,	ভাষারও,	
shoubhaggyobosoto,	সোভাগ্যবস,	সৌভাগ্যবশত,	
niskasito,	নিষ্কাশিত,	নিষ্কাশিত,	
shlelshmar,	স্লেলস্মার,	শ্লেষ্মার,	
hoteeler,	হটিলের,	হোটেলের,	
proshikkhaner,	প্রশিক্ষনের,	প্রশিক্ষণের,	
songasthar,	সংস্থার,	সংস্থার,	
teish,	তেশ,	তেইশ,	
uthalpathal,	উঠলপথল,	উথালপাথাল,	
suri,	সুরি,	সুরই,	
ashamatal,	আসমতাল,	অসমতল,	
estrogener,	এস্ট্রোজেনের,	ইস্ট্রোজেনের,	
dranage,	ড্রানেজ,	ড্রেনেজ,	
teachar,	টিচার,	টিচার,	
sathigon,	সাথিগণ,	সাথীগণ,	
kodke,	কদকে,	কোডকে,	
obhedda,	ওভেদ্য,	অভেদ্য,	
atite,	আতিতে,	অতীতে,	
shaapholloke,	সাফল্কে,	সাফল্যকে,	
paradee,	প্যারেড,	প্যারেড,	
abasthatei,	অবস্থাতেই,	অবস্থাতেই,	
bhobossot,	ভবসস,	ভবিষ্যৎ,	
juboktir,	যুবক্তির,	যুবকটির,	
bhyatikane,	ভ্যাতিকানে,	ভ্যাটিকানে,	
hraswo,	হ্রশ্ব,	হ্রস্ব,	
shekond,	সেকন্ড,	সেকেন্ড,	
komppo,	কম্প,	কম্প,	
chitroroop,	চিত্ররূপ,	চিত্ররূপ,	
ekkosee,	এককশী,	এককোষী,	
kashtokar,	কষ্টকার,	কষ্টকর,	
fans,	ফাঁস,	ফাঁস,	
khunno,	খুন্ন,	ক্ষুণ্ণ,	
sadare,	সদারে,	সাদরে,	
zames,	জেমস,	জেমস,	
gogoi,	গগই,	গগৈ,	
karmey,	কার্মে,	কর্মে,	
sangosthaguli,	সংস্থাগুলি,	সংস্থাগুলি,	
komeo,	কমেও,	কমেও,	
atyachar,	অত্যাচার,	অত্যাচার,	
twoker,	তোকের,	ত্বকের,	
khapporey,	খাপপোরে,	খপ্পরে,	
recorded,	রেকর্ডেড,	রেকর্ডেড,	
pujja,	পুজ্জা,	পূজ্য,	
bhojohori,	ভজহরী,	ভজহরি,	
elakaasomuho,	এলাকাসমূহ,	এলাকাসমূহ,	
manushra,	মানুসরা,	মানুষরা,	
unitke,	উনিতকে,	ইউনিটকে,	
harborer,	হারবরের,	হারবারের,	
bisshonather,	বিশ্ননাথের,	বিশ্বনাথের,	
categoryte,	ক্যাটেগরিতে,	ক্যাটাগরিতে,	
gronthokey,	গ্রন্থকে,	গ্রন্থকে,	
chirontoni,	চিরন্তনী,	চিরন্তনী,	
moshzido,	মস্দিদ,	মসজিদও,	
shankha,	সাঁখা,	শঙ্খ,	
hari,	হ্যারি,	হারি,	
chhathker,	ছাঠকের,	ছাতকের,	
porjotokder,	পর্জতকদের,	পর্যটকদের,	
boudhhik,	বৌদ্ধিক,	বৌদ্ধিক,	
dicison,	ডিসিসন,	ডিসিশন,	
bhajohari,	ভাজহারী,	ভজহরি,	
asarti,	আসর্তি,	আসরটি,	
shiksha,	শিক্ষা,	শিক্ষা,	
asomajik,	অসমাজিক,	অসামাজিক,	
milesh,	মিলেস,	মাইলস,	
auditar,	অদিতার,	অডিটর,	
last,	লস্ট,	লাস্ট,	
greenpis,	গ্রিনপিস,	গ্রিনপিস,	
aaishlaander,	আইললান্ডের,	আইসল্যান্ডের,	
eyaraqraphata,	এয়ারক্রাফট,	এয়ারক্রাফট,	
nootapyada,	নোটাপ্যাদা,	নোটপ্যাড,	
jekhankar,	যেখানকার,	যেখানকার,	
oncoli,	অঙ্কলী,	অঞ্চলই,	
mohishy,	মহিসী,	মহিষী,	
cheeken,	চিকেন,	চিকেন,	
auddhatta,	অদ্ধত্ব,	ঔদ্ধত্য,	
pravuke,	প্রভূকে,	প্রভুকে,	
ganobiddhongsi,	গণবিদ্ধাংসী,	গণবিধ্বংসী,	
ekkhando,	একখান্ড,	একখণ্ড,	
bareen,	বারিন,	বারীণ,	
shasanbhar,	শাসনভার,	শাসনভার,	
bandir,	বাঁদির,	বন্দীর,	
juktorastrokey,	যুক্তরাস্ট্রকে,	যুক্তরাষ্ট্রকে,	
vau,	ভাউ,	ভাউ,	
fander,	ফ্যান্ডার,	ফান্ডের,	
jerujalemer,	জেরুজালেমের,	জেরুসালেমের,	
aatoker,	আতকের,	আটকের,	
taleemi,	তালিমি,	টলেমি,	
olimpas,	ওলিমপাস,	অলিম্পাস,	
kanabharshana,	কনভর্ষন,	কনভার্সন,	
letershh,	লিটার্স,	লেটারস,	
tarika,	তারিকা,	তরিকা,	
agomon,	আগমন,	আগমণ,	
meesopateemiya,	মেসোপাটেমিয়া,	মেসোপটেমিয়া,	
parjataki,	পর্জাটাকি,	পর্যটকই,	
rashidke,	রাশিদকে,	রশিদকে,	
adolbadol,	আদলবাদল,	অদলবদল,	
firozaar,	ফিরজার,	ফিরোজার,	
machtir,	মাচটির,	মাছটির,	
stabdho,	স্তব্ধ,	স্তব্ধ,	
kay,	কা,	কে,	
aatmobishwaser,	আত্মবিশ্বাসের,	আত্মবিশ্বাসের,	
neerbhorotaa,	নির্ভরতা,	নির্ভরতা,	
arthoniti,	অর্থনীতি,	অর্থনীতি,	
projanmer,	প্রজন্মের,	প্রজন্মের,	
warden,	ওয়ার্ডেন,	ওয়ার্ডেন,	
rager,	রাগের,	রজার,	
cikitsharoto,	চিকিৎসারত,	চিকিৎসারত,	
neirajyer,	নিরাজ্যের,	নৈরাজ্যের,	
neirajjo,	নিরাজ্য,	নৈরাজ্য,	
pachali,	পাচলি,	পাঁচালী,	
tamasha,	তমস,	তামাশা,	
elakaagulo,	এলাকাগুলো,	এলাকাগুলো,	
letersh,	লিটার্স,	লেটারস,	
atarkito,	অতর্কিত,	অতর্কিত,	
pitivi,	পিটিভি,	পিটিভি,	
parjatako,	পার্জাটক,	পর্যটকও,	
bhromon,	ভ্রমণ,	ভ্রমন,	
ghatigulo,	ঘটিগুলো,	ঘাঁটিগুলো,	
chanir,	চানির,	ছানির,	
tivisi,	টিভিসি,	টিভিসি,	
harmonika,	হার্মনিকা,	হারমোনিকা,	
komdamee,	কমদামী,	কমদামি,	
akhandota,	আখন্দতা,	অখন্ডতা,	
guinee,	গুইন,	গিনি,	
songhita,	সংঘিতা,	সংহিতা,	
majar,	মজার,	মাযার,	
sothikvabe,	সথিকভাবে,	সঠিকভাবে,	
nanoor,	নানুর,	নানুর,	
