santoshe,	সান্ত্ষে,	সন্তোষে,	
besharkarikarone,	বেসরকারীকরণ,	বেসরকারিকরণ,	
pancbaar,	পাঁচবার,	পাঁচবার,	
sachetanatamulok,	সচেতনাতনূলক,	সচেতনতামূলক,	
parkim,	পার্কিং,	পার্কিং,	
sompadoner,	সম্পাদনের,	সম্পাদনের,	
farider,	ফরিদের,	ফরিদের,	
charger,	চর্গের,	চার্জার,	
temanti,	টেমানটি,	তেমনটি,	
dwipke,	দ্বীপকে,	দ্বীপকে,	
mailkhanek,	মেলখ্নেক,	মাইলখানেক,	
yuqeliptas,	ইউক্যালিপ্টাস,	ইউক্যালিপ্টাস,	
enjineerinj,	এঞ্জিনিং,	ইঞ্জিনিয়ারিং,	
abhidhaneeck,	আভিধানিক,	অভিধানিক,	
siqhar,	শিখর,	শিকার,	
utsahe,	উত্সাহে,	উৎসাহে,	
saom,	সাম,	সাওম,	
vobanir,	ভবানীর,	ভবানীর,	
madhobike,	মাধবিকে,	মাধবীকে,	
shikarer,	স্বীকার,	শিকারের,	
hajarer,	হজরের,	হাজারের,	
kolahal,	কলাহাল,	কোলাহল,	
hari,	হ্যারি,	হরি,	
haitasha,	হাইটস,	হাইটস,	
satthikata,	সাত্যিকতা,	সঠিকতা,	
krantikale,	ক্রান্তিকালে,	ক্রান্তিকালে,	
deenesh,	ডিনেস,	দীনেশ,	
dharabahiker,	ধারাবাকিকের,	ধারাবাহিকের,	
bibhonno,	বিভন্ন,	বিভন্ন,	
zesh,	জেস,	জেস,	
dweegulotey,	দ্বিগুলোতে,	দ্বীপগুলোতে,	
muzibur,	মুজিবর,	মুজিবুর,	
akkharkey,	অক্ষারকে,	অক্ষরকে,	
bhittio,	ভিত্যিও,	ভিত্তিও,	
shansthatikey,	সংস্থাটিকে,	সংস্থাটিকে,	
vaticaner,	ভাতিকের,	ভ্যাটিকানের,	
ekla,	একলা,	একলা,	
hajeerhatt,	হাজিরহাট,	হাজিরহাট,	
porishrom,	পরিশ্রম,	পরিশ্রম,	
anchalsamuha,	অঞ্চলসমূহ,	অঞ্চলসমূহ,	
bondhuderkey,	বন্ধুদেরকে,	বন্ধুদেরকে,	
aalaaoler,	আলালের,	আলাওলের,	
janake,	জনকে,	জানাতে,	
crime,	ক্রিম,	ক্রাইম,	
firoj,	ফিরজ,	ফিরোজ,	
antarctika,	আন্টার্কটিক,	অ্যান্টার্কটিকা,	
shamooker,	শামুকের,	শামুকের,	
shrichaitanyadev,	শ্রীচতৈতন্যেব,	শ্রীচৈতন্যদেব,	
lutharen,	লুথারেন,	লুথেরান,	
ahollar,	আহলার,	অহল্যার,	
nikater,	নিকতের,	নিকটের,	
udbodhone,	উদ্বোধনে,	উদ্বোধনে,	
sperm,	স্পার্ম,	স্পার্ম,	
peengnaa,	পিঙ্না,	পিংনা,	
prakalpogulor,	প্রকালগুলোর,	প্রকল্পগুলোর,	
musalmanera,	মুসল্নেরা,	মুসলমানেরা,	
jolatongko,	জলাত্যক,	জলাতঙ্ক,	
mukherjee,	মুখার্জি,	মুখার্জী,	
songasthaner,	সংস্ঠানের,	সংস্থানের,	
joluk,	জলুক,	জ্বলুক,	
jahora,	জাহরা,	যাহরা,	
chaaktir,	চাক্তির,	চাকতির,	
phareksa,	ফরেক্স,	ফরেক্স,	
akhaate,	আখততে,	একহাতে,	
rubala,	রুবল,	রুবল,	
kushumba,	কুশুম্ব,	কুশুম্বা,	
silbhee,	সিলভি,	সিলভি,	
sanbadmadhyamgulote,	সংবাধমাধগুলে,	সংবাদমাধ্যমগুলোতে,	
soccer,	সক্সের,	সকার,	
shahocharje,	শহচর্যে,	সাহচর্যে,	
arke,	আরকে,	আরকে,	
ghese,	ঘেসে,	ঘেঁষে,	
gabhaaskaar,	গভাষ্কার,	গাভাস্কার,	
directarate,	ডিরেক্টরেট,	ডিরেক্টরেট,	
hugheske,	হুঘেসকে,	হিউজকে,	
jemser,	জেমসের,	জেমসের,	
gunaman,	গুনমান,	গুণমান,	
silwer,	সিলভার,	সিলভার,	
gajano,	গাজানো,	গজানো,	
basaalt,	ব্যাল্ট,	ব্যাসল্ট,	
gobeshokgon,	গবেষকণ,	গবেষকগণ,	
battery,	ব্যাটারি,	ব্যাটারী,	
bekey,	বেকে,	বেঁকে,	
jonmato,	জন্মাত,	জন্মাত,	
fatakesto,	ফটোক্ষ,	ফাটাকেষ্ট,	
jhalkathee,	ঝালকাঠি,	ঝালকাঠী,	
plete,	প্লেট,	প্লেট,	
sthaponatir,	স্থাপনতির,	স্থাপনাটির,	
wenom,	ভাইন,	ভেনম,	
engineersh,	এঞ্গিন্স,	ইঞ্জিনিয়ার্স,	
natniike,	নাতনীকে,	নাতনীকে,	
elakatikey,	এলাকাতিকে,	এলাকাটিকে,	
logic,	লোগিক,	লজিক,	
neerbaho,	নির্বাহ,	নির্বাহ,	
oteeteo,	অতিতেও,	অতীতেও,	
laat,	লাত,	লাট,	
pyatarne,	প্যাটার্ন,	প্যাটার্নে,	
sangkulan,	সংকুলন,	সংকুলান,	
elakaate,	এলাকাতে,	এলাকাতে,	
shiniyara,	সিনিয়ার,	সিনিয়র,	
ballrum,	বললুম,	বলরুম,	
hosheyin,	হোসেইন,	হোসেইন,	
estaniya,	ইস্টোনিয়া,	এস্তোনিয়া,	
gaadhaa,	গাধা,	গাধা,	
dayraa,	ডাইরা,	ডেরা,	
gobhornorer,	গভর্নরের,	গভর্ণরের,	
sikkhagato,	শিক্ষাগত,	শিক্ষাগত,	
suraaropeeto,	সুরাপোিত,	সুরারোপিত,	
silvar,	সিলভার,	সিলভার,	
machhe,	মাছে,	মাছে,	
playtey,	প্লেটে,	প্লেটে,	
bosontokke,	বসন্তকে,	বসন্তকে,	
bayshorkarikarone,	বেসরকারীকরণ,	বেসরকারিকরণ,	
chetonagato,	চেতনাগত,	চেতনাগত,	
noitikvabe,	নৈতিকভাবে,	নৈতিকভাবে,	
kattar,	কত্তর,	কট্টর,	
cholchhee,	চলছি,	চলছে,	
se,	সে,	সে,	
aziboner,	আজিবনের,	আজীবনের,	
machsoho,	মাছসহ,	মাছসহ,	
gonocheener,	গণছিনের,	গণচীনের,	
thishisher,	থিইসিসের,	থিসিসের,	
shikh,	শিখ,	শিখ,	
rajnaiteek,	রাজনৈতিক,	রাজনৈতীক,	
tali,	টালি,	তালি,	
byaboshtha,	ব্যবস্থা,	ব্যাবস্থা,	
asamonjoshopurno,	অসাময্পসূর্ণ,	অসামঞ্জস্যপূর্ণ,	
saahosikotar,	সাহসিকতার,	সাহসিকতার,	
torabgonj,	তরাবগঞ্জ,	তোরাবগঞ্জ,	
phutbolarder,	ফুটবালদের,	ফুটবলারদের,	
nodiitir,	নদীতীর,	নদীটির,	
ahang,	আংহ,	অহং,	
nisader,	নিশাদের,	নিষাদের,	
zealand,	জিল্যান্ড,	জিল্যান্ড,	
chalaabi,	চালাবি,	চালাবে,	
teter,	টেটের,	টেটের,	
shotoker,	শতকের,	শতকের,	
bota,	বোঁটা,	বটা,	
marodeho,	মারদেহ,	মরদেহ,	
koreempur,	করিমপুর,	করিমপুর,	
ekkoghore,	একঘরে,	একঘরে,	
pratishthanikbhabe,	প্রতিষ্ঠানিকভাবে,	প্রাতিষ্ঠানিকভাবে,	
sammatite,	সম্মতিতে,	সম্মতিতে,	
saphalyar,	সাফল্যার,	সাফল্যের,	
muktume,	মুকতিমে,	মাকতুম,	
mauhajote,	মহাজতে,	মহাজোট,	
cheekitsar,	চিকিৎসার,	চিকিত্সার,	
kokein,	কোকেইন,	কোকেইন,	
sabaner,	সবনের,	সাবানের,	
maaktoome,	মাক্তমে,	মাকতুম,	
bijito,	বিজিত,	বিজিত,	
iran,	আইরন,	ইরান,	
agrodoot,	আগ্রদূত,	অগ্রদূত,	
hamburger,	হাম্ববার্গের,	হামবুর্গের,	
patiganiter,	পতিগতিতের,	পাটিগণিতের,	
bahya,	বহ্য,	বাহ্য,	
jamkaalo,	জামকালো,	জমকালো,	
suparheiro,	সুপারহাই,	সুপারহিরো,	
durg,	ডার্গ,	দুর্গ,	
edmeeral,	এডমারাল,	এডমিরাল,	
qlauda,	ক্লাউড,	ক্লাউড,	
pragresha,	প্রগ্রেস,	প্রগ্রেস,	
pathanirdeshana,	পথানির্দেশন,	পথনির্দেশনা,	
jatti,	জাতটি,	জাতটি,	
salapheta,	সলফেট,	সালফেট,	
govornorer,	গভর্নরের,	গভর্ণরের,	
orthat,	অর্থাত,	অর্থাৎ,	
bhaibonder,	ভাইবন্ডের,	ভাইবোনদের,	
jestha,	জেষ্ঠ্য,	জ্যেষ্ঠা,	
nuhash,	নুহাস,	নুহাশ,	
herisoner,	হিরিশনের,	হ্যারিসনের,	
lesensa,	লিসেন্স,	লাইসেন্স,	
karle,	করলে,	করলে,	
silwar,	সিলভার,	সিলভার,	
anekeri,	অনেকেরি,	অনেকেরই,	
aakaabaar,	আকাবার,	আকাবার,	
pounchute,	পৌঁছুতে,	পৌঁছুতে,	
zoojyota,	যুজ্যতা,	যোজ্যতা,	
jahar,	জাহর,	জহর,	
chaktir,	চক্তির,	চাকতির,	
patrol,	পাত্রল,	পেট্রোল,	
sahab,	সাহাব,	সাহাব,	
kishti,	কিশটি,	কিস্তি,	
restaurant,	রেস্টোরেন্ট,	রেষ্টুরেন্ট,	
xpresion,	এক্সপ্রেশন,	এক্সপ্রেশন,	
keyuyi,	কেইই,	কেউই,	
lishenshe,	লিসেন্সে,	লাইসেন্স,	
tikto,	টিকটো,	তিক্ত,	
podarthobid,	পদার্থবিদ,	পদার্থবিদ,	
bagichar,	বাগিচার,	বাগিচার,	
balatkar,	বলাটকার,	বলাৎকার,	
neemitte,	নিমিত্যে,	নিমিত্তে,	
jeellul,	জিল্লুল,	জিল্লুল,	
bisnu,	বিষ্ণু,	বিষ্ণু,	
arena,	আরেন,	এরিনা,	
bishwasho,	বিশ্বাস,	বিশ্বাসও,	
muktilabh,	মুক্তিলাভ,	মুক্তিলাভ,	
darada,	ডারোডা,	দারদা,	
khudey,	খুদে,	ক্ষুদে,	
serverti,	সার্ভেরটি,	সার্ভারটি,	
kurdira,	কুর্দিরা,	কুর্দিরা,	
everestey,	ইভারসেটে,	এভারেস্টে,	
shabnam,	শাবনাম,	শবনম,	
nilav,	নিলভ,	নীলাভ,	
fern,	ফার্ন,	ফার্ন,	
sarbhaarer,	সর্ভারের,	সার্ভারের,	
karo,	কারও,	করো,	
sushikkhar,	সুষিক্ষার,	সুশিক্ষার,	
tolemi,	টলেমি,	টলেমির,	
udbhaban,	উদ্ভবন,	উদ্ভাবন,	
rakkhanvag,	রক্ষণভাগ,	রক্ষণভাগ,	
ragee,	রাগি,	রাগী,	
tokey,	টোকে,	ত্বকেই,	
skolastik,	স্কোলাস্টিক,	স্কলাস্টিক,	
chhai,	ছাই,	ছাই,	
jameske,	জামেস্কে,	জেমসকে,	
dackop,	ডাকপ,	দাকোপ,	
pratisthasoho,	প্রতিষ্ঠাসহ,	প্রতিষ্ঠাসহ,	
relance,	রিল্নেন্স,	রিলায়েন্স,	
shringgey,	শ্রীঙ্গে,	শৃঙ্গে,	
maile,	মেল,	মাইলি,	
sitting,	সিটিং,	সিটিং,	
lojic,	লোজিক,	লজিক,	
phutbolarer,	ফুটবলারের,	ফুটবলারের,	
boikollyo,	বৈকল্য,	বৈকল্য,	
romantic,	রোম্যান্টিক,	রোমান্টিক,	
ummool,	উম্মুল,	উম্মুল,	
prosadhani,	প্রসাধানী,	প্রসাধনী,	
themey,	থেমে,	থিমে,	
kareer,	কারির,	কারীর,	
salsa,	সল্স,	সালসা,	
cloud,	ক্লাউড,	ক্লাউড,	
chitronatyokar,	চিত্রনাট্যকার,	চিত্রনাট্যকার,	
kanader,	কানাডের,	কণাদের,	
transhapharma,	ট্রান্সফোর্ম,	ট্রান্সফর্ম,	
liseens,	লিসেন্স,	লাইসেন্স,	
ishiyatika,	ইসিয়াটিক,	এশিয়াটিক,	
rajtontre,	রাজতন্ত্রে,	রাজতন্ত্রে,	
bazaareo,	বাজারেও,	বাজারেও,	
skolarseep,	স্কলারশিপ,	স্কলারশিপ,	
cooling,	কুলিং,	কুলিং,	
astheesandhi,	অস্থিসন্ধি,	অস্থিসন্ধি,	
graambasio,	গ্রামবাসিও,	গ্রামবাসীও,	
masjidtir,	মাজজিদির,	মসজিদটির,	
taphaat,	টফহাট,	তফাৎ,	
pattern,	প্যাটার্ন,	প্যাটার্ন,	
loukeekotaa,	লৌকিকতা,	লৌকিকতা,	
bhumijo,	ভূমিজ,	ভূমিজ,	
steen,	স্টিন,	স্টেন,	
myathiou,	ম্যাথিও,	ম্যাথিউ,	
sainyader,	সৈন্যদের,	সৈন্যদের,	
nabheela,	নাভেল,	নভেল,	
