phulkapi,	ফুলকাপি,	ফুলকপি,	
eshiyetika,	এসিয়েটিক,	এশিয়াটিক,	
bishesyo,	বিশেষ্য,	বিশেষ্য,	
choiti,	চৈতি,	চৈতি,	
chotogolpe,	চোটোগল্পে,	ছোটগল্পে,	
ssumitrar,	সুমিত্রার,	সুমিত্রার,	
besirbhaagi,	বেশিরভাগই,	বেশিরভাগই,	
jatinkey,	যতিনকে,	যতীনকে,	
swajaner,	স্বজনের,	স্বজনের,	
heerani,	হিরানী,	হিরানি,	
summi,	সুমি,	সুমি,	
food,	ফুড,	ফুড,	
chereche,	চেরেছে,	ছেড়েছে,	
fixing,	ফিক্সিং,	ফিক্সিং,	
lombate,	লোমবাতে,	লম্বাটে,	
talaal,	তালাল,	তালাল,	
foolkopi,	ফুলকপি,	ফুলকপি,	
jolatanko,	জলাাঙ্ক,	জলাতঙ্ক,	
mahe,	মহে,	মাহে,	
lyaataa,	ল্যাট,	ল্যাটা,	
sherup,	শেরুপ,	সেরুপ,	
qaro,	কারও,	কারো,	
bondhuke,	বন্ধুকে,	বন্ধুকে,	
jhijhi,	ঝিঝি,	ঝিঝি,	
chaalaabi,	চালাবি,	চালাবে,	
riphleksa,	রাইফেক্স,	রিফ্লেক্স,	
nironjan,	নিরঞ্জন,	নিরঞ্জন,	
hughke,	হুউকে,	হিউজকে,	
tunaita,	টুনাইত,	টুনাইট,	
salil,	সলীল,	সলিল,	
sharthe,	স্বার্থে,	স্বার্থে,	
rayalty,	রেয়াল্টি,	রয়্যালটি,	
jens,	জেন্স,	জিন্স,	
abhisongson,	অভিসংসন,	অভিশংসন,	
phikshim,	ফিক্সিং,	ফিক্সিং,	
saaeda,	সাইড,	সাইদা,	
turki,	টুর্কি,	তুর্কি,	
drishyagulo,	দৃশ্যাুলো,	দৃশ্যগুলো,	
manohputa,	মানহপুত,	মনঃপুত,	
nirbaho,	নির্বাহ,	নির্বাহ,	
diyenes,	ডিয়েন,	ডিএনএস,	
temanti,	তেমান্তি,	তেমনটি,	
quata,	কোয়ট,	কোটা,	
dharabahik,	ধারাবাহিক,	ধারাবাহিক,	
mahish,	মহিষ,	মহিষ,	
khilafat,	খিলাফাত,	খিলাফত,	
hoomes,	হোমস,	হোমস,	
shkalastic,	স্কালাস্টিক,	স্কলাস্টিক,	
graambaaseeo,	গ্রামবাসীও,	গ্রামবাসীও,	
niro,	নিরো,	নির,	
hoondayi,	হুন্ডে,	হুন্দাই,	
asamanno,	অসমান্য,	অসামান্য,	
karmasansthaner,	কর্মসংস্থানের,	কর্মসংস্থানের,	
suchanakal,	সূচনাকাল,	সূচনাকাল,	
poripaker,	পরিপকের,	পরিপাকের,	
shoya,	শোয়া,	সোয়া,	
vvejaano,	ভেজানো,	ভেজানো,	
bosstonte,	বস্তন্তে,	বসন্তে,	
bhenama,	ভেনামা,	ভেনম,	
doorotomo,	দূরতম,	দূরতম,	
sahoocorzo,	সহুকর্য,	সাহচর্য,	
uposthit,	উপস্থিত,	উপস্থিত,	
nadnadeer,	নদদনাদীর,	নদনদীর,	
suparichiti,	সুপারিচিটি,	সুপরিচিতি,	
aalkatra,	আলকাত্র,	আলকাতরা,	
bamnii,	বাম্নী,	বামনী,	
sathikata,	সাথিকতা,	সঠিকতা,	
megh,	মেঘ,	মেঘ,	
aanis,	আনিশ,	আনিস,	
pannee,	পন্যি,	পন্নী,	
samanwitovabe,	সমানভীতভাবে,	সমন্বিতভাবে,	
transhapharma,	ট্রান্সফর্ম,	ট্রান্সফর্ম,	
hepetaitisa,	হেপটটিটিস,	হেপাটাইটিস,	
qonflict,	কনফ্লিক্ট,	কনফ্লিক্ট,	
agam,	আগাম,	আগম,	
nodnodeer,	নদ্যদীর,	নদনদীর,	
mailkhanek,	মৈলখানেক,	মাইলখানেক,	
gobeshanagar,	গবেষণাগার,	গবেষনাগার,	
popeke,	পোপেে,	পোপকে,	
korechi,	করেছি,	করেছি,	
teempaleeta,	টেম্পালেট,	টেম্পলেট,	
lampat,	লম্পত,	লম্পট,	
mosjidsaho,	মসজীসহহ,	মসজিদসহ,	
diana,	ডায়ন,	ডায়না,	
shamook,	সামুক,	শামুক,	
roktokkoron,	রক্তকরণ,	রক্তক্ষরণের,	
rajtontro,	রাজতন্ত্র,	রাজতন্ত্র,	
plator,	প্লেটর,	প্লেটোর,	
uchchataro,	উচ্চতারও,	উচ্চতর,	
sbajaner,	স্বজনের,	স্বজনের,	
sectore,	সেক্টর,	সেক্টরে,	
besirbhagi,	বেশীরভাগই,	বেশিরভাগই,	
grambaashio,	গ্রামবাসীও,	গ্রামবাসীও,	
sucre,	সুক্রে,	সাকার,	
sealvi,	সিলভী,	সিলভি,	
engrejder,	ইংরেজদের,	ইংরেজদের,	
probhura,	প্রভূরা,	প্রভুরা,	
manushtike,	মানুষ্টিকে,	মানুষটিকে,	
roktokhoron,	রক্তকরণ,	রক্তক্ষরণের,	
shilbar,	শিলবার,	সিলভার,	
bronze,	ব্রোঞ্জ,	ব্রোঞ্জ,	
caramiks,	কারামিক্স,	সিরামিকস,	
deambakriti,	দিম্বাকৃতি,	ডিম্বাকৃতি,	
shahanara,	শাহারা,	শাহানারা,	
chalesi,	চালেশি,	চলেছি,	
stalin,	স্তললিন,	স্টালিন,	
somratder,	সম্রাত্দের,	সম্রাটদের,	
direqtareta,	ডিরেক্টরেট,	ডিরেক্টরেট,	
iuqyaliptasa,	ইউক্যালিপ্টস,	ইউক্যালিপ্টাস,	
aunty,	অ্যান্টি,	আন্টি,	
tahalo,	তহল,	তাহলো,	
sporsher,	স্পোর্সের,	স্পর্শের,	
jhankaar,	ঝাঁকার,	ঝঙ্কার,	
mosan,	মোসন,	মোশন,	
horippur,	হরিপুর,	হরিপুর,	
meloonborrone,	মেলুনবরণে,	মেলবোর্নে,	
vandar,	ভান্ডার,	ভাণ্ডার,	
dinifition,	ডিনিফিটন,	ডেফিনেশন,	
postke,	পোস্টকে,	পোস্টকে,	
kaaleo,	কালেও,	কালেও,	
somaazer,	সমাজের,	সমাজের,	
pratul,	প্রতুল,	প্রতুল,	
amontrito,	আমন্ত্রীত,	আমন্ত্রিত,	
gora,	গোর,	গোর,	
krishenta,	ক্রিসেন্ট,	ক্রিসেন্ট,	
nagaland,	নগোলন্ড,	নাগাল্যান্ড,	
temonyi,	তেমনই,	তেমনই,	
qaferderkey,	কাফরদেরকে,	কাফেরদেরকে,	
conflikt,	কনফ্লিক্ট,	কনফ্লিক্ট,	
kathhmandu,	কথমান্ডু,	কাঠমান্ডু,	
cakee,	কেক,	কেকে,	
maldava,	মালদা,	মলদোভা,	
daktikit,	দাক্তিকিত,	ডাকটিকিট,	
taler,	তালের,	তালের,	
teamothy,	টিমথি,	টিমোথি,	
nischitabhabe,	নিশ্চিতভাবে,	নিশ্চিতভাবে,	
bhorpur,	ভোরপুর,	ভরপুর,	
pyetarna,	প্যাটর্ন,	প্যাটার্ন,	
shkolashtik,	স্কলাস্টিক,	স্কলাস্টিক,	
madrasar,	মাদরাসর,	মাদ্রাসার,	
raitasha,	রাইটাস,	রাইটস,	
bandhuderke,	বন্ধুদেরকে,	বন্ধুদেরকে,	
dhonni,	ধন্নি,	ধন্যি,	
ceramiqs,	সারামিক্স,	সিরামিকস,	
informetion,	ইনফর্মেশন,	ইনফরমেশন,	
aminar,	আমিনার,	আমিনার,	
totokson,	ততক্ষণ,	ততক্ষন,	
konphlikt,	কোফালিক্ট,	কনফ্লিক্ট,	
adhattikotar,	আধাযত্বিকতার,	আধ্যাত্মিকতার,	
venkatesh,	ভেঙককটেস,	ভেঙ্কটেশ,	
basaa,	বাসা,	বাসা,	
korlei,	করলেই,	করলেই,	
songbadmadhyome,	সংবাদমাধ্যমে,	সংবাদমাধ্যমে,	
segulor,	সেগুলোর,	সেগুলোর,	
uporitaler,	উপরিতলের,	উপরিতলের,	
cutie,	কুটি,	কিউটি,	
keyu,	কেউ,	কেউ,	
ganochiener,	গণচীনের,	গণচীনের,	
epiela,	এপিয়,	আইপিএল,	
protijogiider,	প্রতিযোগীদের,	প্রতিযোগীদের,	
zeans,	জিন,	জিন্স,	
kabutorer,	কাবুতরের,	কবুতরের,	
hugheske,	হুঘেশকে,	হিউজকে,	
boopon,	বুপন,	বপন,	
bisshasyi,	বিশ্বাস্যে,	বিশ্বাসই,	
foloshrutite,	ফলোসরুটিতে,	ফলশ্রুতিতে,	
onchalti,	অঞ্চলতি,	অঞ্চলটি,	
doltagi,	দলতাজী,	দলত্যাগী,	
jarul,	জরুল,	জারুল,	
turbiner,	টুরবিনের,	টারবাইনের,	
mittrota,	মিত্রটা,	মিত্রতা,	
times,	টাইমস,	টাইমস্,	
lesensim,	লেসেন্সিং,	লাইসেন্সিং,	
sten,	স্টেন,	স্টেন,	
pracharanamulak,	প্রচাণণামূলক,	প্রচারণামূলক,	
reejur,	ঋিজুর,	রিজুর,	
shima,	সিম,	সীমা,	
johnsh,	জনস,	জন্স,	
gheshei,	ঘেষেই,	ঘেঁষেই,	
jyestha,	জ্যাস্থা,	জ্যেষ্ঠা,	
agradut,	আগ্রদদুত,	অগ্রদূত,	
noitikbhabe,	নৈতিকভাবে,	নৈতিকভাবে,	
soori,	সুরি,	সুরি,	
nogorey,	নগরে,	নগরে,	
paramartha,	পরমার্থ,	পরমার্থ,	
dharabahikbhabey,	ধারাবাহিকভাবে,	ধারাবাহিকভাবে,	
maunchostho,	মঞ্চস্থ,	মঞ্চস্থ,	
jonoshomaj,	জনসমাজ,	জনসমাজ,	
bafal,	বাফল,	বিফল,	
pratishhta,	প্রতিষ্টা,	প্রতিষ্টা,	
agomonke,	আগমনকে,	আগমনকে,	
soccar,	সোক্যার,	সকার,	
deputii,	দেপুটি,	ডেপুটি,	
thake,	থাকে,	থাকে,	
prrajanankaal,	প্রজননকাল,	প্রজননকাল,	
ganana,	গানা,	গণনা,	
aamor,	আমর,	আমর,	
vortuki,	ভর্তুকি,	ভর্তুকি,	
trayte,	ট্রেটে,	ট্রেতে,	
potka,	পত্ক,	পটকা,	
prokolpoti,	প্রকল্পটি,	প্রকল্পটি,	
kaando,	কাঁদ,	কাণ্ড,	
monzhoshtho,	মন্যস্থ,	মঞ্চস্থ,	
protishtan,	প্রতিষ্টান,	প্রতিষ্টান,	
delivar,	ডিভার,	ডেলিভার,	
haphej,	হাফেজ,	হাফেয,	
grambaashi,	গ্রামবাসী,	গ্রামবাসী,	
difinishhion,	ডিফিনিশন,	ডেফিনেশন,	
edhdaning,	এধধানিং,	ইদানিং,	
torup,	তরুপ,	ট্রুপ,	
onodhikar,	অনধিকার,	অনধিকার,	
laagto,	লাগত,	লাগতো,	
aashanka,	আশাঙ্ক,	আশংকা,	
sanstha,	সংস্থ,	সংস্থা,	
karmasampadon,	কর্মসম্পদন,	কর্মসম্পাদন,	
saafi,	সাফি,	সাফি,	
achish,	অচিশ,	আছিস,	
fanse,	ফাঁসে,	ফাঁসে,	
juktorashtrosaha,	যুক্তরাস্ট্রসহ,	যুক্তরাষ্ট্রসহ,	
armenian,	আরমেনিয়ান,	আর্মেনিয়ান,	
teennis,	টেনিস,	টেনিস,	
pratyokkhobhabe,	প্রত্যক্ষভাবে,	প্রত্যক্ষভাবে,	
dharavahiktite,	ধারাভাহিক্তিতে,	ধারাবাহিকটিতে,	
bonnypran,	বন্যিপ্রাণ,	বন্যপ্রাণ,	
khagen,	খাগেন,	খগেন,	
cholochchitrer,	চলচিত্রের,	চলচ্চিত্রের,	
soource,	সার্স,	সোর্স,	
sanbadmadhyame,	সংবাদমধ্যমে,	সংবাদমাধ্যমে,	
onurbar,	অনুর্বর,	অনুর্বর,	
dinner,	দিনের,	ডিনার,	
faltu,	ফল্টু,	ফালতু,	
amitrakkhor,	অমিত্রক্ষর,	অমিত্রাক্ষর,	
utkhater,	উৎকাতের,	উৎখাতের,	
swalpo,	স্বল্প,	স্বল্প,	
vooter,	ভুটার,	ভোটার,	
swapod,	স্বপদ,	শ্বাপদ,	
bissonath,	বিশ্বনাথ,	বিশ্বনাথ,	
cal,	কোল,	চাল,	
karadondey,	কারাদন্ডে,	কারাদণ্ডে,	
chalachchitra,	চলচিত্র,	চলচ্চিত্র,	
utsaha,	উত্সাহ,	উৎসাহ,	
enjineers,	এঞ্জিনের্স,	ইঞ্জিনিয়ার্স,	
salmaaner,	সালানের,	সালমানের,	
bcci,	বিসিসি,	বিসিসিআই,	
saseja,	সাসেজা,	সসেজ,	
samajeekotar,	সামাজিকীকতার,	সামাজিকতার,	
mookhomandoley,	মুখমন্ডলে,	মুখমণ্ডলে,	
jatinke,	যতিনকে,	যতীনকে,	
manobmoner,	মানবমনের,	মানবমনের,	
grambaasheeo,	গ্রামবাসীও,	গ্রামবাসীও,	
azimke,	আজিমকে,	আজিমকে,	
