chhatogalpe,	ছটটোগল্পে,	ছোটগল্পে,	
soinyora,	সৈন্যরা,	সৈন্যরা,	
jokkho,	যক্ষ,	যক্ষ,	
manahputa,	মননপাতু,	মনঃপুত,	
eporzonto,	এপর্যন্ত,	এপর্যন্ত,	
bagdad,	বাদদাদ,	বাগদাদ,	
grot,	গ্রত,	গ্রোথ,	
donut,	দননটু,	ডোনাট,	
beshorkarikarone,	বেসরকারীকরণ,	বেসরকারিকরণ,	
arekdol,	আরেককল,	আরেকদল,	
shoilee,	শৈলি,	শৈলী,	
fanskari,	ফানস্কারী,	ফাঁসকারী,	
shahabike,	শাহাবীকে,	সাহাবীকে,	
partha,	পার্থ,	পার্থ,	
noubihar,	নৌবিহার,	নৌবিহার,	
choudhureeke,	চৌধুরিকে,	চৌধুরীকে,	
jokrito,	যকৃত,	যকৃৎ,	
konrup,	কনরূপ,	কোনরূপ,	
manobmoner,	মানবমনের,	মানবমনের,	
agahir,	আগহীর,	অগভীর,	
abosan,	অবশন,	অবসান,	
bosontey,	বসন্তে,	বসন্তে,	
maadla,	মাডলা,	মাদলা,	
aidin,	আদিন,	এইদিন,	
sarbopori,	সর্বোপরি,	সর্বোপরী,	
robotic,	রোবটিক,	রোবোটিক,	
bossonte,	বসন্তে,	বসন্তে,	
saarbharti,	সার্ভার্তি,	সার্ভারটি,	
baire,	বৈরে,	বাইরে,	
bajareo,	বাজারেও,	বাজারেও,	
antarvuktimulak,	অন্তর্বূত্মূলক,	অন্তর্ভুক্তিমূলক,	
sattweo,	সত্বেও,	সত্ত্বেও,	
bandhuke,	বন্ধুকে,	বন্ধুকে,	
sahosikotaar,	সহসিকতার,	সাহসিকতার,	
debagg,	দেবাগ,	ডিবাগ,	
gonona,	গণনা,	গননা,	
foridi,	ফরিদি,	ফরিদী,	
teresa,	তেরেসা,	টেরেসা,	
shikshakder,	শিক্ষকদের,	শিক্ষকদের,	
parichchhannata,	পরিচ্ছান্নতা,	পরিচ্ছন্নতা,	
gudamjato,	গুদমজজত,	গুদামজাত,	
ase,	আসে,	আসে,	
temon,	টেমন,	তেমন,	
horidbar,	হরিদ্বর,	হরিদ্বার,	
nepchuner,	নেপুনির,	নেপচুনের,	
lombate,	লম্বোতে,	লম্বাটে,	
maudeley,	মণ্ডেলে,	মডেলে,	
bhushito,	ভূষিত,	ভূষিত,	
samabesh,	সমবেশ,	সমাবেশ,	
somraatraa,	সম্রাত্রা,	সম্রাটরা,	
jini,	জিনি,	যিনি,	
vedke,	ভেদকে,	বেদকে,	
abarta,	আবর্ত,	আবর্ত,	
stationer,	স্টেশনের,	ষ্টেশনের,	
ved,	ভেদ,	বেদ,	
digri,	ডিগ্রী,	ডিগ্রি,	
elaakaai,	এলাকাই,	এলাকাই,	
kheylechen,	খেলেছেন,	খেলেছেন,	
shangsthatikey,	সংস্থাতিকে,	সংস্থাটিকে,	
monjooshree,	মঞ্জশ্রী,	মঞ্জুশ্রী,	
maheendra,	মহেন্দ্রা,	মাহিন্দ্রা,	
sastra,	সস্ত্র,	শাস্ত্র,	
aminool,	আমিনুল,	আমিনুল,	
edhdaning,	এডডেনিং,	ইদানিং,	
tolemy,	তোলিম,	টলেমির,	
novell,	নেভেল,	নভেল,	
noiteekotabodh,	নৈতিকোতবাধ,	নৈতিকতাবোধ,	
chalake,	চালাকে,	চালকে,	
batsmanyi,	বাৎসমানী,	ব্যাটসম্যানই,	
nutoner,	নতুনের,	নূতনের,	
gaddafi,	গাদ্দাফী,	গাদ্দাফী,	
aembed,	আম্বেড,	এম্বেড,	
mojuter,	মজুতের,	মজুতের,	
venis,	ভেনিস,	ভেনিস,	
jolatongko,	জলাঙতঙ,	জলাতঙ্ক,	
koruna,	করুনা,	করুণা,	
chhatto,	ছাত্ত,	ছোট্ট,	
dunkan,	দূঙকন,	ডানকান,	
dolgulo,	দলগুলো,	দলগুলো,	
shithilata,	সিথিলতা,	শিথিলতা,	
hattey,	হাতে,	হাঁটতে,	
nagorikderke,	নাগরীকদেরকে,	নাগরিকদেরকে,	
nathibhookto,	নথিভুক্ত,	নথিভুক্ত,	
dadaa,	দাদা,	দাদা,	
swapod,	স্বপদ,	শ্বাপদ,	
nothivookto,	নথিভুক্ত,	নথিভুক্ত,	
emarjensi,	এমার্জনসি,	এমার্জেন্সি,	
carzito,	কার্জিত,	চার্জিত,	
maarmader,	মার্মাদের,	মারমাদের,	
jeebonjapon,	জীবনযাপন,	জীবনযাপন,	
routiner,	রাউটিনের,	রুটিনের,	
sachetanotamulok,	সচেতানেতমমলক,	সচেতনতামূলক,	
uroor,	উরুর,	উরুর,	
tauki,	তৌকি,	তকি,	
masjidsaha,	মাসজিহসহ,	মসজিদসহ,	
qirq,	কার্ক,	কার্ক,	
tiunara,	টিউনার,	টিউনার,	
zess,	জেস,	জেস,	
sayaneda,	সায়েন,	সায়ানাইড,	
dhhaalur,	ঢালুর,	ঢালুর,	
shasankarta,	শাসনকার্ত,	শাসনকর্তা,	
mitroder,	মিত্রদের,	মিত্রদের,	
tobey,	তবে,	টবে,	
prostototo,	প্রস্ততত,	প্রস্ত্তত,	
maktum,	ম্যাক্ম,	মাকতুম,	
staylish,	স্টাইলিস,	স্টাইলিশ,	
futbolarer,	ফুটবলের,	ফুটবলারের,	
shaarok,	শারক,	স্মারক,	
siddhantagulo,	সিধ্ধান্তগুলো,	সিদ্ধান্তগুলো,	
timoothy,	তিমুথি,	টিমোথি,	
rajbandi,	রাজবন্দী,	রাজবন্দী,	
ester,	এস্টের,	ইস্টার,	
diiptii,	দীপটি,	ডেপুটি,	
zojyota,	যোজ্যতা,	যোজ্যতা,	
parbottyo,	পার্বত্ব,	পার্বত্য,	
muphti,	মুফতি,	মুফতি,	
bocchoner,	বচ্ছনের,	বচ্চনের,	
kanasarabheeshana,	কনসারভেশন,	কনসারভেশন,	
ganosakkharata,	গণসণক্রত,	গণসাক্ষরতা,	
techno,	টেকনো,	টেকনো,	
uponishoder,	উপনিষদের,	উপনিষদের,	
braqe,	ব্রেক,	ব্রেক,	
bibader,	বিবাদের,	বিবাদের,	
sakar,	সাকার,	সাকার,	
conservation,	কনসারভেশন,	কনসারভেশন,	
enashiyenta,	এনসেয়েন্ট,	এনসিয়েন্ট,	
jalrong,	জললরং,	জলরঙ,	
mitar,	মিটার,	মিত্র,	
gorjon,	গর্জন,	গর্জন,	
starcer,	স্টার্সের,	স্টার্কের,	
bhageri,	ভাগেরি,	ভাগেরই,	
deebating,	ডেবোটিং,	ডিবেটিং,	
bigepi,	বিগেপি,	বিজেপি,	
browser,	ব্রুসের,	ব্রাউজার,	
napper,	নপপের,	ন্যাপের,	
cuti,	কুটি,	কিউটি,	
nartan,	নার্তন,	নর্টন,	
licensedhari,	লিকেস্ধাারী,	লাইসেন্সধারী,	
meeseenjar,	মেসেন্জার,	মেসেঞ্জার,	
pleta,	প্লট,	প্লেটো,	
osshoshtikor,	অস্বস্তিকর,	অস্বস্তিকর,	
suporichito,	সুপরিচিত,	সুপরিচিত,	
charjer,	চার্যের,	চার্জার,	
jolatanko,	জলাতন্ক,	জলাতঙ্ক,	
whole,	ভলে,	হোল,	
promosioney,	প্রমোশনে,	প্রোমোশনে,	
beshirbhagi,	বেশিরভাগই,	বেশিরভাগই,	
dayitta,	দৈত্য,	দায়িত্ব,	
kanaflikta,	কনফ্লিক্ট,	কনফ্লিক্ট,	
chirkoot,	চিরকুত,	চিরকুট,	
path,	পথ,	পাথ,	
laga,	লাগো,	লগ,	
mausum,	মসুম,	মৌসুম,	
bongram,	বংগ্রাম,	বনগ্রাম,	
muhamad,	মহহমাদ,	মুহাম্মদ,	
cholochchitreei,	চলচিত্রেই,	চলচ্চিত্রেই,	
seekkhakrom,	শিক্ষাক্রম,	শিক্ষাক্রম,	
soomitrar,	সুমিত্রার,	সুমিত্রার,	
raagei,	রাগেই,	রাগেই,	
cheettronnatyokar,	চিত্রনাট্যকর,	চিত্রনাট্যকার,	
chhutir,	ছুটির,	ছুটির,	
abheedhaaner,	অভিধানের,	অভিধানের,	
udbhaboni,	উদ্ভাবনী,	উদ্ভাবনী,	
moomtajer,	মমতাজের,	মুমতাজের,	
reejideencee,	রেজিডেন্সি,	রেসিডেন্স,	
alaa,	আলা,	আলা,	
shotoker,	শতকের,	শতকের,	
tookrote,	টুকরোটে,	টুকরোতে,	
dada,	দাদ,	দাদা,	
bhromoner,	ভ্রমণের,	ভ্রমণের,	
durgotsab,	দুর্তদস্ব,	দুর্গোৎসব,	
poonch,	পুঁচ,	পুঞ্চ,	
neurolojy,	নেউরোলজি,	নিউরোলজি,	
hoila,	হইল,	হইল,	
damdor,	দমদদর,	দামদর,	
shaswata,	শাস্বতা,	শাশ্বত,	
fokser,	ফক্সের,	ফক্সের,	
mile,	মিলে,	মাইল,	
janmato,	জন্মত,	জন্মাত,	
oncholgulir,	অঞ্চলগুলির,	অঞ্চলগুলির,	
anyoroop,	অন্যরূপ,	অন্যরূপ,	
hocker,	হকার,	হুকার,	
nariikeyi,	নারীকেই,	নারীকেই,	
porinoti,	পরিনতি,	পরিণতি,	
license,	লিস্ন্সে,	লাইসেন্স,	
qonfliqt,	কনফ্লিট্ট,	কনফ্লিক্ট,	
easter,	ইস্টের,	ইস্টের,	
cbi,	এিবিআি,	সিবিআই,	
ganosachetanata,	গণসোচেতোটান,	গণসচেতনতা,	
ajeem,	আজীম,	আজিম,	
platey,	প্লেটে,	প্লেটে,	
erina,	এরিন,	এরিনা,	
dael,	ডেল,	ডেইল,	
eshiyatika,	এসিয়েটিক,	এশিয়াটিক,	
jansha,	জনস,	জন্স,	
ghotlo,	ঘটলো,	ঘটল,	
sip,	সিপ,	শিপ,	
kattor,	কত্তর,	কট্টর,	
kadorer,	কাদরের,	কদরের,	
uindo,	উইন্ডো,	উইন্ডো,	
sattoki,	সত্যকি,	সাত্যকি,	
mmesenjar,	মেসেজাজার,	মেসেঞ্জার,	
dobhar,	দোভার,	ডোভার,	
faster,	ফেস্টার,	ফস্টার,	
zoonite,	যুনিতে,	যোনীতে,	
bonyopraan,	বন্যপ্রাণ,	বন্যপ্রাণ,	
graambaseeder,	গ্রামবাসীদের,	গ্রামবাসীদের,	
mukhomandol,	মুখমন্ডল,	মুখমণ্ডল,	
bosturoi,	বস্তুরই,	বস্তুরই,	
soourse,	সোর্স,	সোর্স,	
samajikatar,	সামাজিকতার,	সামাজিকতার,	
talaa,	তালা,	তালা,	
kanagulo,	কানগুলো,	কণাগুলো,	
chenza,	চেঞ্জা,	চেঞ্জ,	
prakalpatikey,	প্রকল্পটিকে,	প্রকল্পটিকে,	
serverti,	সার্ভরটি,	সার্ভারটি,	
angsogrohone,	অংশগ্রহণে,	অংশগ্রহনের,	
moorali,	মোরালি,	মুরলী,	
korlei,	করলেই,	করলেই,	
bayshorkarikarone,	বেসরকারীকরণ,	বেসরকারিকরণ,	
koordira,	কুর্দিরা,	কুর্দিরা,	
siit,	সীট,	শীত,	
jibanta,	জীবন্ত,	জীবন্ত,	
pleto,	প্লট,	প্লেটো,	
boney,	বনে,	বনে,	
roza,	রোজা,	রোযা,	
songbadmadhyomer,	সংবাদাধম্যমের,	সংবাদমাধ্যমের,	
mahibur,	মাহিবুর,	মহিবুর,	
tukrote,	টুকরোটে,	টুকরোতে,	
horeener,	হরিনের,	হরিণের,	
damone,	ডামনে,	দমনে,	
nirbahe,	নির্বাহে,	নির্বাহে,	
karecho,	করেছো,	করেছ,	
natunatwa,	নতুনত্ব,	নতুনত্ব,	
stoneeheengee,	স্ট্যানেহগাই,	স্টোনহেঞ্জ,	
pravu,	প্রভূ,	প্রভু,	
rupa,	রূপ,	রুপা,	
srisri,	শ্রীশ্রি,	শ্রীশ্রী,	
fuzz,	ফুজ,	ফাজ,	
sbatantrota,	স্বত্নতত্র,	স্বতন্ত্রতা,	
taioyana,	টাউয়ান,	তাইওয়ান,	
sommotitey,	সম্মতিতে,	সম্মতিতে,	
bagichar,	বাগীচার,	বাগিচার,	
eporjonta,	এপর্যন্ত,	এপর্যন্ত,	
shikara,	সিক্যার,	শিকার,	
phund,	ফুন্ড,	ফান্ড,	
chintaikari,	ছিনতাইকারী,	ছিনতাইকারী,	
gonohottar,	গণহাত্তার,	গণহত্যার,	
turkeyder,	তুর্কীদের,	তুর্কিদের,	
nabhela,	নেভেল,	নভেল,	
bisheshshyo,	বিশেষ্,	বিশেষ্য,	
aachees,	আচিস,	আছিস,	
sorjur,	সর্জুর,	সরযূর,	
meghke,	মেঘকে,	মেঘকে,	
jammu,	জামু,	জম্মু,	
mukherji,	মুখার্জি,	মুখার্জী,	
chhintayikari,	ছিনতাইকারী,	ছিনতাইকারী,	
transform,	ট্রান্সফোর্ম,	ট্রান্সফর্ম,	
