tukror,	টুকরার,	টুকরোর,	
akmot,	একমত,	একমত,	
sibraz,	শিবরাজ,	শিবরাজ,	
venis,	ভেনিস,	ভেনিস,	
pouro,	পৌরো,	পৌর,	
shangsthaner,	সংস্থনের,	সংস্থানের,	
wictor,	ভিক্টর,	ভিক্টর,	
pacchen,	পাঁছেন,	পাচ্ছেন,	
cheekitshar,	চিকিৎসার,	চিকিত্সার,	
edaningkale,	এডনিংকালে,	ইদানীংকালে,	
bhaskar,	ভাস্কার,	ভাস্কর,	
chomski,	চম্কি,	চমস্কি,	
rata,	রাট,	রত,	
ganokantha,	গণকণ্ঠ,	গণকণ্ঠ,	
up,	উপ,	আপ,	
taantira,	তানটিরা,	তাঁতিরা,	
pettern,	প্টার্ন,	প্যাটার্ন,	
zoonite,	যোনিতে,	যোনীতে,	
foloshrutite,	ফলস্রুতিতে,	ফলশ্রুতিতে,	
hafsa,	হাফস,	হাফসা,	
pathanirdeshona,	পথনির্দেশনা,	পথনির্দেশনা,	
zzojyota,	যোজ্যতা,	যোজ্যতা,	
adhyatmik,	আধ্যাতিক,	আধ্যাত্মিক,	
durgondher,	দুর্গন্ধের,	দুর্গন্ধের,	
sukumaree,	সুকুমারি,	সুকুমারী,	
udvaban,	উদ্ভাবন,	উদ্ভাবন,	
themey,	থেমে,	থিমে,	
annimated,	আনিমাতেদ,	এনিমেটেড,	
soya,	সোয়া,	সোয়া,	
lajiker,	লাজিকের,	লজিকের,	
upcharzo,	উপচার্য,	উপাচার্য,	
koommandar,	কমান্ডার,	কমাণ্ডার,	
protijogiitamulok,	প্রতিযোগিতামূলক,	প্রতিযোগীতামূলক,	
ruteen,	রুটিন,	রুটিন,	
soholovyotar,	সহলভ্যতার,	সহজলভ্যতার,	
fiksim,	ফিকসিম,	ফিক্সিং,	
bairey,	বৈরে,	বাইরে,	
harriser,	হারিশের,	হ্যারিসের,	
rupantarer,	রূপান্তরের,	রুপান্তরের,	
nirvachokder,	নির্বাচকদের,	নির্বাচকদের,	
sunagarik,	শুনাগরিক,	সুনাগরিক,	
qloud,	ক্লদ,	ক্লাউড,	
shektor,	সেক্টর,	সেক্টর,	
bossoben,	বসবেন,	বসবেন,	
kalam,	কলাম,	কালাম,	
armeeniyana,	আরমেনিয়ান,	আর্মেনিয়ান,	
oshthad,	অষ্থাদ,	ওস্তাদ,	
somudrotote,	সমুদ্রততে,	সমুদ্রতটে,	
anchalsamuho,	অঞ্চলসমূহ,	অঞ্চলসমূহ,	
zoubankal,	যৌবনকাল,	যৌবনকাল,	
tecnokryat,	টেকনোর্য,	টেকনোক্র্যাট,	
awatara,	আওতারা,	অবতার,	
tiunara,	টিউনার,	টিউনার,	
bhaisaha,	ভাইসহ,	ভাইসহ,	
graambaseeder,	গ্রামবাসীদের,	গ্রামবাসীদের,	
pyore,	প্যার,	পিওর,	
nilkamal,	নীলকমাল,	নীলকমল,	
heriser,	হেরিশের,	হ্যারিসের,	
parinoti,	পরিনতি,	পরিণতি,	
konroop,	কনরুপ,	কোনরূপ,	
korimkey,	করিমকে,	করিমকে,	
podarthobid,	পদার্থবিদ,	পদার্থবিদ,	
planey,	প্লানে,	প্লেনে,	
mojdur,	মজদুর,	মজদুর,	
murli,	মুরলি,	মুরলী,	
olympiker,	অলিম্পিকের,	অলিম্পিকের,	
kaaru,	কারু,	কারু,	
siramikasa,	সিরামিকাস,	সিরামিকস,	
simons,	সাইমন্স,	সিমন্স,	
abhidhaanic,	অভিধানিক,	অভিধানিক,	
satarkotar,	সাঁতরতকার,	সতর্কতার,	
navel,	নেভেল,	নভেল,	
kade,	কাদে,	কোড,	
zoubonkal,	যৌবনকাল,	যৌবনকাল,	
maktum,	মক্তম,	মাকতুম,	
porishromi,	পরিশ্রামী,	পরিশ্রমী,	
senabahineekey,	সেনাবাহিনীকে,	সেনাবাহিনীকে,	
ponjeekaar,	পঞ্জিকার,	পঞ্জিকার,	
dijnii,	ডিজনি,	ডিজনী,	
hamburgey,	হামবুরাগে,	হামবুর্গে,	
ancholsaho,	অঞ্চলসহ,	অঞ্চলসহ,	
shhikara,	শিকারা,	শিকার,	
mataram,	মোটারাম,	মাতরম,	
mookhomaundoler,	মুখমন্ডলের,	মুখমণ্ডলের,	
kode,	কোডে,	কোড,	
jeeni,	জিনি,	যিনি,	
hizriite,	হিজরিতে,	হিজরীতে,	
haris,	হারিস,	হ্যারিস,	
gasthike,	গাষ্ঠীকে,	গোষ্ঠীকে,	
tat,	তাঁত,	তাত,	
huqa,	হুক,	হুক,	
dibeta,	দিবেত,	ডিবেট,	
bosante,	বসনন্তে,	বসন্তে,	
hishabke,	হিসাবকে,	হিসাবকে,	
eucalyptush,	ইউক্যালিপটাস,	ইউক্যালিপ্টাস,	
ruby,	রাবি,	রুবী,	
brittakarey,	বৃত্তকারে,	বৃত্তাকারে,	
fatakasto,	ফটকাস্ট,	ফাটাকেষ্ট,	
horeepur,	হরিপুর,	হরিপুর,	
akkas,	আক্াস,	আককাস,	
otorkeitey,	অটরকেতে,	অতর্কিতে,	
oitijjho,	ঐতিহ্য,	ঐতিহ্য,	
ashocheton,	অসচচতে,	অসচেতন,	
ap,	এপ,	আপ,	
bossonte,	বসন্তে,	বসন্তে,	
murrayir,	মুরার,	ম্যারির,	
chalochchitroke,	চলচিত্র্েক,	চলচ্চিত্রকে,	
dweepgoolotey,	দ্বিপগুলোতে,	দ্বীপগুলোতে,	
stationer,	স্টেশনের,	ষ্টেশনের,	
karlosa,	কার্লস,	কার্লোস,	
mirakeela,	মিরকেল,	মিরাকেল,	
nirarthak,	নিরর্থক,	নিরর্থক,	
nikel,	নিকেল,	নিকেল,	
maunjiley,	মঞ্জীলে,	মঞ্জিলে,	
rena,	রেন,	রেনো,	
pretti,	প্রততি,	প্রিটি,	
abotaar,	অবতার,	অবতার,	
taranee,	তারণী,	তরণী,	
path,	পাঠ,	পাথ,	
bahjya,	বাহ্য,	বাহ্য,	
kota,	কোট,	কোটা,	
awatar,	আওতার,	অবতার,	
nadnadir,	নদ্দদীর,	নদনদীর,	
ceramics,	কেরামিক্স,	সিরামিকস,	
vromonkaley,	ভ্রমণকালে,	ভ্রমণকালে,	
estonia,	এস্টোনিয়া,	এস্তোনিয়া,	
armastram,	আরমাস্ট্রাম,	আর্মস্ট্রং,	
corporation,	কর্পোরেশন,	করপোরেশন,	
starcer,	স্টার্কার,	স্টার্কের,	
mulaadee,	মুলাদী,	মুলাদি,	
ddheke,	ঢেঁকি,	ঢেকে,	
query,	কুউরি,	কোয়েরি,	
shringgey,	শৃঙ্গে,	শৃঙ্গে,	
jatharthobhabe,	যথারথথভবে,	যথার্থভাবে,	
sontoshpur,	সন্তুসপুর,	সন্তোষপুর,	
bossonto,	বসন্ত,	বসন্ত,	
byaboharkariderke,	ব্যবহারকারীদেরকে,	ব্যবহারকারীদেরকে,	
firoz,	ফিরজ,	ফিরোজ,	
gonosakkhorota,	গণস্কারতা,	গণসাক্ষরতা,	
nirbaahi,	নির্বাহী,	নির্বাহি,	
horidar,	হরিদার,	হরিদ্বার,	
gotihin,	গতিহীন,	গতিহীন,	
upobashii,	উপবাসী,	উপবাসী,	
thishisher,	থিশিসের,	থিসিসের,	
advanshd,	অডভান্স,	অ্যাডভান্সড,	
meghe,	মেঘে,	মেঘে,	
durtomo,	দূর্তম,	দূরতম,	
vdp,	বিডিপি,	ভিডিপি,	
onnoroop,	অন্যরূপ,	অন্যরূপ,	
shatjon,	সাজন,	সাতজন,	
asbar,	আসবার,	আসবার,	
asthishondhi,	অস্থিসনধ্ধি,	অস্থিসন্ধি,	
parksh,	পার্কস,	পার্কস,	
mulbhitti,	মূলভিত্তি,	মূলভিত্তি,	
mausumei,	মৌসুমেই,	মৌসুমেই,	
golakritir,	গোলাকৃতির,	গোলাকৃতির,	
bizepi,	বিজেপি,	বিজেপি,	
iunita,	ইউনিত,	ইউনিট,	
dackop,	ডাকাপ,	দাকোপ,	
parker,	পার্কার,	পার্কের,	
gacher,	গাছের,	গাছের,	
ghurtey,	ঘুরতে,	ঘুরতে,	
satorkovabe,	সাতরকাভাবে,	সতর্কভাবে,	
sadeena,	সাদেনা,	সাডেন,	
juboksoho,	যুবসকহ,	যুবকসহ,	
miley,	মিলে,	মাইলি,	
talgach,	তলগ্ছা,	তালগাছ,	
aviyojan,	অভিযোজন,	অভিযোজন,	
kkunti,	কুনটি,	কুন্তী,	
toroonderke,	টরুন্ডেরকে,	তরুণদেরকে,	
amiratas,	আমিরাতাস,	এমিরেটাস,	
khanonkaaj,	খননকাজ,	খননকাজ,	
sumitrar,	সুমিত্রার,	সুমিত্রার,	
trenda,	ট্রেন্ড,	ট্রেন্ড,	
rushad,	রুশদ,	রুশদ,	
smaroker,	স্মারকের,	স্মারকের,	
tecnocrat,	টেকনোর্ট,	টেকনোক্র্যাট,	
shphingtar,	স্ফিন্টর,	স্ফিংটার,	
agovir,	আগোভীর,	অগভীর,	
rajbondir,	রাজবন্দীর,	রাজবন্দীর,	
bisheshya,	বিশেষ্য,	বিশেষ্য,	
filipiner,	ফিলিপিনের,	ফিলিপাইনের,	
daaradaa,	ডারদা,	দারদা,	
skarta,	স্কার্ট,	স্কার্ট,	
sovanetree,	সভানেত্রী,	সভানেত্রী,	
bodhirota,	বোধিরতা,	বধিরতা,	
notunotto,	নতুনত্ব,	নতুনত্ব,	
licencer,	লিইসেন্কের,	লাইসেন্সের,	
noitikotabodh,	নৈতিক্যবোধ,	নৈতিকতাবোধ,	
foxkon,	ফক্কন,	ফক্সকন,	
rashider,	রাশীদের,	রশিদের,	
grauth,	গ্রুথ,	গ্রোথ,	
taunashhipa,	তৌনশীপ,	টাউনশিপ,	
jesthotar,	যেষ্ঠ্তরা,	জ্যেষ্ঠতার,	
sawam,	সাবাম,	সাওম,	
tarkarir,	তারকারির,	তরকারীর,	
porobortii,	পরবর্তী,	পরর্বতী,	
ponchaashjon,	পঞ্চাশজন,	পঞ্চাশজন,	
kortaa,	করত,	করতা,	
feroz,	ফেরজ,	ফিরোজ,	
nikot,	নিকট,	নিকট,	
noitikata,	নৈিকতা,	নৈতিকতা,	
dhhabi,	ঢাবি,	ঢাবি,	
elakatey,	এলাকাতে,	এলাকাতে,	
sone,	সানে,	সনে,	
abhidhaner,	অভিধানের,	অভিধানের,	
labonaaktotaar,	লবনাক্ততা,	লবণাক্ততার,	
kooyeri,	কোয়রি,	কোয়েরি,	
dei,	দেই,	দিই,	
mandape,	মণ্ডপে,	মন্ডপে,	
mumtaj,	মমতাজ,	মুমতাজ,	
ardasha,	অর্ডস,	আর্দশ,	
shadena,	সাদেনা,	সাডেন,	
stonehenge,	স্টোনেইহ্ঞে,	স্টোনহেঞ্জ,	
lyaata,	ল্যাট,	ল্যাটা,	
bhenna,	ভেনা,	ভেন্না,	
agenda,	অজেন্দ,	এজেন্ডা,	
mukhobondho,	মুখবন্ধ,	মুখবন্ধ,	
masto,	মস্ট,	মাস্ত,	
aazeez,	আজিজ,	আজিজ,	
puroheetke,	পুরোহতিকে,	পুরোহিতকে,	
hughke,	হুঁকে,	হিউজকে,	
showti,	শতী,	শোটি,	
carzito,	কার্জিত,	চার্জিত,	
maadhookori,	মাধুকরি,	মাধুকরী,	
reetesh,	রেটেস,	রিতেশ,	
dera,	ডিরা,	ডেরা,	
uthey,	উঠে,	উঠে,	
seebiai,	সেবিয়ে,	সিবিআই,	
byan,	ব্যান,	ব্যাং,	
jerujaleme,	জেরুজালামে,	জেরুসালেমে,	
cada,	কাড,	কোডা,	
mulvitti,	মূলভিত্তি,	মূলভিত্তি,	
grip,	গ্রিপ,	গ্রিপ,	
tenishe,	টেনিসে,	টেনিসে,	
bhorodwaj,	ভররদব্যাজ,	ভরদ্বাজ,	
qlauda,	ক্লাড,	ক্লাউড,	
breakthrough,	ব্রেক্রযোগ,	ব্রেকথ্রু,	
vaticaner,	ভাটিকনের,	ভ্যাটিকানের,	
aarcie,	অার্সি,	আরসিএ,	
phorex,	ফোর্ক্স,	ফরেক্স,	
mausumti,	মৌসমটি,	মৌসুমটি,	
hughkey,	হুঁকে,	হিউজকে,	
monzile,	মঞ্জিলে,	মঞ্জিলে,	
rilayensha,	রিলেয়ান্স,	রিলায়েন্স,	
nikoter,	নিকটের,	নিকটের,	
doloo,	দলও,	ডলু,	
saya,	সায়া,	সোয়া,	
foridi,	ফরীদি,	ফরিদী,	
abahan,	আবাহন,	আবাহন,	
shaahaabiike,	সাহাবীকে,	সাহাবীকে,	
daoon,	দাউন,	ডাউন,	
byatari,	ব্যাটারি,	ব্যাটারী,	
marmaaraa,	মারমারা,	মারমারা,	
meghke,	মেঘকে,	মেঘকে,	
kushumba,	কুসুম্ব,	কুশুম্বা,	
