dibeta,	দিবিতা,	ডিবেট,	
proteesthan,	প্রতিষ্ঠান,	প্রতিষ্টান,	
shikhbe,	শিখবে,	শিখবে,	
iash,	এয়স,	আইএএস,	
geans,	জিনস,	জিন্স,	
miraclee,	মিরাকল,	মিরাকেল,	
paakshenara,	পাকশ্নিনার,	পাকসেনারা,	
kaley,	কালে,	কালে,	
elaakaasoho,	এলাকাশ,	এলাকাসহ,	
mayili,	মেই,	মাইলি,	
cholocchitrotike,	চলচ্চিত্রকিতে,	চলচ্চিত্রটিকে,	
konar,	কোনার,	কণার,	
siddhanto,	সিদ্ধন্ত,	সিদ্ধান্তও,	
seconder,	সেকেন্দার,	সেকেন্ডের,	
subader,	সুবাদের,	সুবাদে,	
toroonra,	তরুনারা,	তরুণরা,	
sektara,	সেক্টার,	সেক্টর,	
dhormantor,	ধর্মন্তর,	ধর্মান্তর,	
engrejer,	ইংরেজের,	ইংরেজের,	
taunashipa,	টাউনাশিপ,	টাউনশিপ,	
torunderke,	তরুন্ডারকে,	তরুণদেরকে,	
byboshthar,	ব্যবস্থার,	ব্যাবস্থার,	
jalatanko,	জলতনক,	জলাতঙ্ক,	
sosa,	সসা,	শশা,	
nikela,	নিকেলা,	নিকেল,	
ashanka,	আসঙ্কা,	আশংকা,	
pratisthanik,	প্রতিষ্ঠানিক,	প্রাতিষ্ঠানিক,	
kortona,	কর্তন,	করতনা,	
osomorthito,	অসমবর্তিত,	অসমর্থিত,	
bakhyateet,	বাখখ্যাত,	ব্যাখ্যাতীত,	
site,	সাইটে,	সিটে,	
tateo,	তাতেও,	তাতেও,	
benis,	বেনিস,	ভেনিস,	
babul,	বাবুল,	বাবুল,	
chalochchitrake,	চলচিচ্রাককে,	চলচ্চিত্রকে,	
deenesh,	ডিনেস,	দীনেশ,	
balroom,	বালুম,	বলরুম,	
ghurtey,	ঘুরতে,	ঘুরতে,	
attaar,	আত্মার,	আত্তার,	
saatzon,	সাযজন,	সাতজন,	
sathik,	সাথিক,	সঠিক,	
barder,	বার্ডের,	বার্ডের,	
uponishoder,	উপনিষদের,	উপনিষদের,	
vittitei,	ভিট্তিতে,	ভিত্তিতেই,	
lidara,	লিডার,	লিডার,	
ovinetar,	অভিনেতর,	অভিনেতার,	
trupa,	ট্রুপ,	ট্রুপ,	
varotey,	ভারতে,	ভারতে,	
qara,	কার,	কর,	
madhabi,	মাধাবী,	মাধবী,	
baaiq,	বাইক,	বাইক,	
krantee,	ক্রেন্টি,	ক্রান্তি,	
dokanei,	ডোকানেই,	দোকানেই,	
vejano,	ভেজানও,	ভেজানো,	
obosorer,	অবশরের,	অবসরের,	
abheedhaner,	অভিধানের,	অভিধানের,	
lumbinee,	লামবিনী,	লুম্বিনী,	
shangsthati,	সংস্থাটি,	সংস্থাটি,	
kyathlikder,	ক্যাথলিকদের,	ক্যাথলিকদের,	
societyke,	সোসিযিতেকে,	সোসাইটিকে,	
upobasher,	উপবাসের,	উপবাসের,	
chirkoot,	চিরকক,	চিরকুট,	
jathaarthobhaabe,	যথারথাবে,	যথার্থভাবে,	
mahindra,	মহিন্দ্র,	মাহিন্দ্রা,	
shekender,	সেকেন্ডার,	সেকেন্ডের,	
sutir,	শুটির,	সুতির,	
shringo,	শ্রীঙ্গ,	শৃঙ্গ,	
logicer,	লগিকের,	লজিকের,	
sonaktokaraner,	সনাক্তকরণের,	সনাক্তকরণের,	
marodeha,	মারদেহ,	মরদেহ,	
surarop,	সুরারোপ,	সুরারোপ,	
garora,	গাযারা,	গারোরা,	
domonmulok,	দমন্ডূলল,	দমনমূলক,	
ramjaner,	রাজজানের,	রমযানের,	
sthaponake,	স্থপানকা,	স্থাপনাকে,	
poner,	পনের,	পনের,	
ancholsomuher,	অঞ্চলসমূহের,	অঞ্চলসমূহের,	
dhoka,	ঢোকা,	ধোঁকা,	
transformaarer,	ট্রান্সমার্রের,	ট্রান্সফরমারের,	
beam,	বিম,	বিম,	
moshzidshoho,	মসসিংশ,	মসজিদসহ,	
lande,	লন্ডে,	ল্যান্ডে,	
dokaneyi,	ডোকানেই,	দোকানেই,	
narsari,	নার্সারী,	নার্সারি,	
abdune,	অব্দুনে,	আবদুন,	
anshograhone,	অংশগ্রহণে,	অংশগ্রহনের,	
aabarte,	আবর্তে,	আবর্তে,	
byatikramdharmi,	ব্যাতিকমর্মার্মী,	ব্যতিক্রমধর্মী,	
sangharshik,	সংঘর্ষিক,	সাংঘর্ষিক,	
bede,	বেদে,	বেদে,	
skolarsip,	স্কলারশিপ,	স্কলারশিপ,	
sangrahak,	সংগ্রহক,	সংগ্রাহক,	
dailee,	ডেলি,	ডেইলি,	
goojober,	গুজবের,	গুজবের,	
sanbadmadhyamgulote,	সংবাদ্ধমাগমুলেত,	সংবাদমাধ্যমগুলোতে,	
bonobhumi,	বনভূমি,	বনভূমি,	
aabahan,	আবাহন,	আবাহন,	
footballerra,	ফুটবললের,	ফুটবলাররা,	
shrabastee,	শ্রাবস্তি,	শ্রাবস্তী,	
machhe,	মাছে,	মাছে,	
nirupito,	নিরূপিত,	নিরূপিত,	
boner,	বনের,	বনের,	
kemonay,	কেমনে,	কেমনে,	
somoshtike,	সমস্তিকে,	সমষ্টিকে,	
vaabna,	ভাবনা,	ভাবনা,	
nabom,	নবম,	নবম,	
kharar,	খারার,	খরার,	
baarbaadoj,	বার্বাদোজ,	বার্বাডোজ,	
velcome,	ভেলকোম,	ওয়েলকাম,	
aieesa,	আইএএএস,	আইএএস,	
phoster,	ফোস্টার,	ফস্টার,	
timesh,	টিইমস,	টাইমস্,	
mooldoova,	মুলদুভা,	মলদোভা,	
sovanetree,	স্ভনেযত্রী,	সভানেত্রী,	
shaattoki,	সাত্তকি,	সাত্যকি,	
mookhomandoley,	মুখমন্ডলে,	মুখমণ্ডলে,	
pacbbar,	পাঁববর,	পাঁচবার,	
pana,	পানা,	পানা,	
basate,	বাসাতে,	বাসাতে,	
karmasampadon,	কর্মসাসমদন,	কর্মসম্পাদন,	
deefinision,	ডেফিনিশন,	ডেফিনেশন,	
residensa,	রেসিডেন্স,	রেসিডেন্স,	
janagananar,	জনগননার,	জনগণনার,	
dharabhashyakar,	ধারাভাশ্যার,	ধারাভাষ্যকার,	
concerter,	কনসার্টের,	কানসাটের,	
drishyogulotey,	দৃশ্যগগুলোতে,	দৃশ্যগুলোতে,	
prasadhaner,	প্রসধনের,	প্রসাধনের,	
grambaasheeo,	গ্রামবাসীও,	গ্রামবাসীও,	
through,	ট্রোভ,	থ্রু,	
cherechhe,	চেরেছে,	ছেড়েছে,	
samrat,	সমরত,	সম্রাট,	
provritike,	প্রোবীটিকে,	প্রভৃতিকে,	
uparjaner,	উপরর্জনের,	উপার্জনের,	
kyathalika,	ক্যাথলেক,	ক্যাথলিক,	
akmot,	একমত,	একমত,	
potochitro,	পতিচিত্র,	পটচিত্র,	
jalarong,	জ্যালার্গ,	জলরঙ,	
naphisa,	নফফিযা,	নাফিসা,	
godavari,	গদাবরী,	গোদাবরী,	
jathartho,	যথার্থ,	যথার্থ,	
probhuder,	প্রভূডের,	প্রভুদের,	
formet,	ফরমেট,	ফরম্যাট,	
dhormi,	ধর্মি,	ধর্মী,	
romnar,	রোমনার,	রমনার,	
sharther,	সার্থের,	স্বার্থের,	
anchalsamuher,	অঞ্চলসমূহের,	অঞ্চলসমূহের,	
varma,	ভারমা,	ভার্মা,	
lyaand,	ল্যান্ড,	ল্যান্ড,	
udbodhane,	উদ্বোধনে,	উদ্বোধনে,	
cooda,	কোডা,	কোডা,	
bharpur,	ভারপুর,	ভরপুর,	
udbhaban,	উদ্ভাবন,	উদ্ভাবন,	
mukhomandal,	মুখমন্ডল,	মুখমণ্ডল,	
halloin,	হ্যালল,	হ্যালোইন,	
preety,	প্রেতি,	প্রিটি,	
karlosa,	কার্লস,	কার্লোস,	
riphleksha,	রিইফেক্স,	রিফ্লেক্স,	
pulse,	পুলসে,	পালস,	
itemer,	ইতিমের,	আইটেমের,	
muladi,	মুলাদী,	মুলাদি,	
geeja,	গেজ,	গেজ,	
gauge,	গগে,	গেজ,	
udvabaker,	উদ্ভাবকের,	উদ্ভাবকের,	
shift,	সিফট,	শিফট,	
mousumeo,	মৌসমূে,	মৌসুমেও,	
diares,	ডায়রিস,	ডিআরএস,	
krema,	ক্রেম,	ক্রাইম,	
hosheyin,	হোসেইন,	হোসেইন,	
nothivukto,	নথিভূক্ত,	নথিভুক্ত,	
toroni,	তরণী,	তরণী,	
bafar,	বাফার,	বাফার,	
gacher,	গাছের,	গাছের,	
premo,	প্রেমম,	প্রিমো,	
sikkhaou,	শিক্ষাও,	শিক্ষাও,	
prottokhobhabe,	প্রত্যাখভাবে,	প্রত্যক্ষভাবে,	
cholochchitrogulor,	চলচ্চিত্রলুলোর,	চলচ্চিত্রগুলোর,	
shhikar,	শিকার,	শিকার,	
gadhaa,	গাধা,	গাধা,	
minishtar,	মিনেস্টার,	মিনিস্টার,	
duckticketer,	ডাকটিকিটের,	ডাকটিকিটের,	
bibad,	বিবাদ,	বিবাদ,	
cheerkoot,	চিরকত,	চিরকুট,	
doloo,	দলু,	ডলু,	
udvaboni,	উদ্ভাবনী,	উদ্ভাবনী,	
hughke,	হুঘকে,	হিউজকে,	
vumij,	ভূমিজ,	ভূমিজ,	
grambasee,	গ্রামসাসী,	গ্রামবাসী,	
gondogol,	গণ্ডগোল,	গন্ডগোল,	
brookoleen,	ব্রুকোলিন,	ব্রুকলিন,	
kiibord,	কিবোর্ড,	কীবোর্ড,	
smaraker,	স্মারকের,	স্মারকের,	
sazanor,	সাজানোর,	সাজানোর,	
bhangey,	ভাঙে,	ভাঙ্গে,	
tenishe,	টেনিসে,	টেনিসে,	
ganochiener,	গণছিনেনের,	গণচীনের,	
overveu,	ওভারভু,	ওভারভিউ,	
ester,	এস্টার,	ইস্টার,	
madhyekar,	মধ্যোার,	মধ্যেকার,	
shangsthagulo,	সংস্থাগলু,	সংস্থাগুলো,	
kobutorer,	কবুটুরের,	কবুতরের,	
anchaltike,	অঞ্চলিকে,	অঞ্চলটিকে,	
karpet,	কর্পেট,	কার্পেট,	
debate,	দেবতে,	ডিবেট,	
amarjita,	অমর্জিত,	অমার্জিত,	
upcharzo,	উপচর্য,	উপাচার্য,	
wenis,	ভেনিস,	ভেনিস,	
perry,	প্যারি,	পেরি,	
chinito,	চিনিত,	চিনতো,	
janomukhee,	জনমুখী,	জনমুখী,	
skalarashipa,	স্কলারশিপ,	স্কলারশিপ,	
sikkhakromer,	শিক্ষাক্রমের,	শিক্ষাক্রমের,	
meeting,	মেটিং,	মিটিং,	
qiuti,	কিউটি,	কিউটি,	
dipgulo,	দিপগুলো,	দ্বীপগুলো,	
seemons,	সিমসন,	সিমন্স,	
kade,	কাদে,	কোড,	
karecha,	করেছ,	করেছ,	
dolgulo,	দলগুলো,	দলগুলো,	
kamola,	কমলল,	কামলা,	
choudhooreer,	চৌধুরির,	চৌধুরীর,	
senabahinikey,	সেনাবাহিনীকে,	সেনাবাহিনীকে,	
tap,	টাপ,	ট্যাপ,	
debodebi,	দেবদদে,	দেবদেবী,	
abosan,	অবসসন,	অবসান,	
okhondota,	অখন্দ,	অখণ্ডতা,	
sithilotar,	সিথিলতার,	শিথিলতার,	
pratistha,	প্রতিষ্ঠা,	প্রতিষ্টা,	
prodiiper,	প্রদিপের,	প্রদীপের,	
probeshon,	প্রবেশন,	প্রবেশন,	
parikshateo,	পরীক্ষাতেও,	পরীক্ষাতেও,	
ghenshei,	ঘেনসসই,	ঘেঁষেই,	
sotorkokari,	সররকারা,	সতর্ককারী,	
vorodwaj,	ভররদাজ,	ভরদ্বাজ,	
truup,	ট্রাপ,	ট্রুপ,	
laeshesh,	লাইসেস,	লাইসেন্স,	
pachak,	পাচক,	পাচক,	
poste,	পোস্টে,	পোস্টে,	
hajat,	হাজত,	হজত,	
cholochchitragulor,	চলচ্চিত্রলুলোর,	চলচ্চিত্রগুলোর,	
everest,	ইউভেরেস্ট,	এভারেস্টে,	
pudim,	পুদিম,	পুডিং,	
lyandeeng,	ল্যান্ডেং,	ল্যান্ডিং,	
ponchashjon,	পঞ্চাশনন,	পঞ্চাশজন,	
rajotta,	রাজত্বা,	রাজত্ব,	
bifol,	বিফল,	বিফল,	
eenameel,	ইনামিল,	এনামেল,	
bhorkendra,	ভার্কেন্দ্র,	ভরকেন্দ্র,	
prakar,	প্রকর,	প্রকার,	
chhootir,	ছুটির,	ছুটির,	
dristiheen,	দৃষ্টিহীন,	দৃষ্টিহীন,	
