chalachchitrei,	চলচচচত্রে,	চলচ্চিত্রেই,	
bajite,	বাজিতে,	বাজিতে,	
jakkho,	যক্ষ,	যক্ষ,	
icebarg,	এসেবার্,	আইসবার্গ,	
grambasider,	গ্রামবাসীীের,	গ্রামবাসীদের,	
dacop,	ডাকপ,	দাকোপ,	
stylish,	স্টিলিস,	স্টাইলিশ,	
biplabee,	বিপললবী,	বিপ্লবী,	
israeler,	ইসরালেরর,	ইসরাঈলের,	
parksh,	পার্কস,	পার্কস,	
ghesei,	ঘেষেই,	ঘেঁষেই,	
shahocharje,	শহচরর্ে,	সাহচর্যে,	
chhed,	ছেদ,	ছেদ,	
chopal,	চোপল,	চপল,	
dimbakriti,	দিম্বকৃতত,	ডিম্বাকৃতি,	
roja,	রোজা,	রোযা,	
byatikromdhormi,	ব্যাতিক্র্্্ম,	ব্যতিক্রমধর্মী,	
asthishondhi,	অস্থিসন্ধী,	অস্থিসন্ধি,	
mitra,	মিত্র,	মিত্র,	
dhanyi,	ধান,	ধন্যি,	
rupdan,	রুপদান,	রুপদান,	
joneetey,	জননতে,	যোনীতে,	
deputi,	দেপুতি,	ডেপুটি,	
haak,	হাক,	হুক,	
vandarey,	ভান্ডারে,	ভাণ্ডারে,	
rayyaleti,	রায়েলিিি,	রয়্যালটি,	
lotheran,	লথেরে,	লুথেরান,	
elaaka,	এলাক,	এলাকা,	
pyaleshtaine,	প্যালেসেটেন,	প্যালেস্টাইনে,	
madrajer,	মাদ্রাজের,	মাদ্রাজের,	
kona,	কোন,	কোনা,	
ashanka,	আসং্ক,	আশঙ্কা,	
euro,	আউর,	ইউরো,	
tunar,	টুনার,	টিউনার,	
fake,	ফাকে,	ফাকে,	
kada,	কাড,	কোডা,	
astikra,	অস্তিক্র,	আস্তিকতা,	
pack,	প্যাক,	প্ল্যাক,	
karadander,	কারাদন্ডের,	কারাদণ্ডের,	
silver,	সিল্ভর,	সিলভার,	
ashangka,	আসংকক,	আশংকা,	
rohasyor,	রহসাযরর,	রহস্যর,	
chalochchitroke,	চললচচচিত্কে,	চলচ্চিত্রকে,	
felto,	ফেল্,	ফেলত,	
udbhabani,	উদ্ভভানী,	উদ্ভাবনী,	
prosadhoner,	প্রসাধনের,	প্রসাধনের,	
kode,	কোে,	কোড,	
sammatite,	সম্মাতিত,	সম্মতিতে,	
addabaaz,	আদ্যাবা,	আড্ডাবাজ,	
ileeing,	ইলেই,	ইলিং,	
babul,	বাবুল,	বাবুল,	
sangkalanti,	সংকালান্ি,	সংকলনটি,	
noitikatavodh,	নৈতিকাভাধো,	নৈতিকতাবোধ,	
daakticketer,	ডাক্কিকিতের,	ডাকটিকিটের,	
atwabishvashi,	আত্ববাবিাাীী,	আত্মবিশ্বাসী,	
yucalyptush,	ইইকাকিিপপপপ,	ইউক্যালিপ্টাস,	
bairey,	ব্যার,	বাইরে,	
tap,	টাপ,	ট্যাপ,	
aanis,	আনিস,	আনিস,	
maheendra,	মহিন্দ্র,	মাহিন্দ্রা,	
mosan,	মোান,	মোশন,	
conflict,	কনক্লিকক,	কনফ্লিক্ট,	
graambashee,	গ্রামবাসী,	গ্রামবাসী,	
kartam,	কার্ট,	করতাম,	
behramporer,	বেহররপপরের,	বহরমপুরের,	
grot,	গ্রত,	গ্রোথ,	
yanqee,	যযযকক,	ইয়াংকি,	
machhsoho,	মাচসহ,	মাছসহ,	
arik,	আরিক,	আরিক,	
banduk,	বা্ডুক,	বন্দুক,	
nesans,	নেসাস্,	নেশনস,	
khaambaa,	খাম্বা,	খাম্বা,	
ceramiker,	সেরামিকের,	সিরামিকের,	
ponchasjon,	পঞ্চাঞজন,	পঞ্চাশজন,	
lala,	লাল,	লালা,	
jesa,	জেস,	জেস,	
prakar,	প্রকার,	প্রকার,	
songrahok,	সংগ্রহহ,	সংগ্রাহক,	
obhijojan,	অভিযাজন,	অভিযোজন,	
jilyanda,	জিল্যান্ড,	জিল্যান্ড,	
bronjer,	ব্রঞ্জের,	ব্রোঞ্জের,	
chalachchitrogulor,	চলচচচচিিরগগরররর,	চলচ্চিত্রগুলোর,	
gajiipur,	গাজীপুর,	গাজীপুর,	
olimpiker,	অলিম্পিকের,	অলিম্পিকের,	
bi,	বি,	বি,	
padarthabidder,	পদার্থবীদের,	পদার্থবিদদের,	
dweegulotey,	দ্বীগুলোতে,	দ্বীপগুলোতে,	
badaghat,	বাঘঘঘত,	বাদাঘাট,	
samanwitabhabey,	সমান্ীভতভবব,	সমন্বিতভাবে,	
utsahamulak,	উৎসসসূূলক,	উৎসাহমূলক,	
sectore,	সেক্টর,	সেক্টরে,	
seo,	সিও,	সেও,	
niketaner,	নিকাতেনের,	নিকেতনের,	
sbajan,	স্বজজ,	স্বজন,	
varshon,	ভারসন,	ভারশন,	
natneekey,	নাতনীীক,	নাতনীকে,	
bisshas,	বিশ্যা,	বিশ্বাস,	
patjata,	পতজজা,	পাটজাত,	
ispredseet,	এসপ্রেডেেে,	স্প্রেডশীট,	
parisankhanvid,	পরিসাখ্্্্দী,	পরিসংখ্যানবিদ,	
ganohatyar,	গণহাত্যর,	গণহত্যার,	
soundarjo,	সৌন্দর্্য,	সৌর্ন্দয্য,	
eshkol,	এসকল,	এসকল,	
taateo,	তাতেও,	তাতেও,	
tottorat,	তত্যররতত,	তওরাত,	
siiter,	সীতার,	শীতের,	
bufar,	বুফার,	বাফার,	
bbosonto,	ববসন্ত,	বসন্ত,	
dollu,	দল্লু,	ডলু,	
bujhechhilo,	বুঝেছিল,	বুঝেছিল,	
romancho,	রোমাঞ্,	রোমাঞ্চ,	
hijrite,	হিজরিত,	হিজরীতে,	
musolmanderkey,	মুসলান্দরকে,	মুসলমানদেরকে,	
minishtara,	মিনিস্টা,	মিনিস্টার,	
favourite,	ফাভররিত,	ফেভারিট,	
texuser,	টেকাসাসের,	টেক্সাসের,	
lotheeran,	লথিরন,	লুথেরান,	
mmeloborrner,	মেলববররেের,	মেলবোর্নের,	
franco,	ফ্রান্ক,	ফ্রাঙ্কো,	
priimo,	প্রীম,	প্রিমো,	
khaneker,	খানেকের,	খানেকের,	
bifal,	বিফল,	বিফল,	
ruteener,	রুটিনের,	রুটিনের,	
santa,	সানত,	সান্তা,	
associetes,	অ্যাসসসসিসেেে,	এসোসিয়েটস,	
gemi,	গেমি,	জেমি,	
kindom,	কিন্ডম,	কিংডম,	
horeener,	হরীনের,	হরিণের,	
helloin,	হেলোইন,	হ্যালোইন,	
vezano,	ভেজান,	ভেজানো,	
dhyana,	ধ্যান,	ধ্যান,	
seeramiker,	সিরািিরের,	সিরামিকের,	
peterke,	পেটারকে,	পিটারকে,	
inziniyarsa,	ইনজজিনিস্রা,	ইঞ্জিনিয়ার্স,	
akrup,	আকরুপ,	একরূপ,	
lakhindarer,	লখিন্দারের,	লখিন্দরের,	
poddhotiteyi,	পদ্ধতিে,	পদ্ধতিতেই,	
promotione,	প্রমোশন,	প্রোমোশনে,	
kottor,	কত্রর,	কট্টর,	
bhangey,	ভঙঙগে,	ভাঙ্গে,	
moddhyekar,	মধ্যেককর,	মধ্যেকার,	
sainyasaha,	সৈন্যসস,	সৈন্যসহ,	
ghese,	ঘেষে,	ঘেঁষে,	
udvaboney,	উদ্ভববে,	উদ্ভাবনে,	
upobasher,	উপবাসের,	উপবাসের,	
dharavassokar,	ধারাসসাকার,	ধারাভাষ্যকার,	
spreadsiit,	স্প্রেডসিট,	স্প্রেডশীট,	
hartz,	হার্ট,	হার্জ,	
chalochchitrotike,	চলচচচতিরততে,	চলচ্চিত্রটিকে,	
baaiq,	বাইক,	বাইক,	
purohitder,	পুরহিততের,	পুরোহিতদের,	
pirujalee,	পিরুজাল,	পিরুজালী,	
neurologi,	নিউরোোোজ,	নিউরোলজি,	
soommo,	সুম্,	সুমো,	
heza,	হেজ,	হেজ,	
prabhritike,	প্রভৃতিকে,	প্রভৃতিকে,	
jonoshongjog,	যংসোগোগ,	জনসংযোগ,	
rashider,	রাশিদের,	রশিদের,	
upanishad,	উপনিশাদ,	উপনিষদ,	
badhano,	বাধানো,	বাঁধানো,	
nirbaahi,	নির্বাহী,	নির্বাহি,	
anchalei,	আঞচালই,	অঞ্চলেই,	
judge,	জাজে,	জাজ,	
retasa,	রেটা,	রাইটস,	
gosthiti,	গোষ্ঠিতি,	গোষ্ঠীটি,	
korley,	করলে,	করলে,	
muhurta,	মুহুর্ত,	মুহুর্ত,	
edipass,	এডিপাস,	ইডিপাস,	
blaker,	ব্লকের,	ব্ল্যাকের,	
nortoki,	নো্টকি,	নর্তকী,	
manohputa,	মনহপুপা,	মনঃপুত,	
taunasipa,	টৌনসিপপ,	টাউনশিপ,	
besirvagei,	বেশিরাাগে,	বেশিরভাগেই,	
mugdaal,	মুগগাল,	মুগডাল,	
gayichhey,	গৈইছে,	গাইছে,	
dweepgoolotey,	দ্বীপগুললতে,	দ্বীপগুলোতে,	
karmakandeo,	কর্মকান্ডে,	কর্মকাণ্ডেও,	
saamaanyai,	সামন্যাই,	সামান্যই,	
bouddho,	বৌদ্ধ,	বৌদ্ধ,	
kormer,	কর্মের,	কর্মের,	
toroonra,	তরুনরর,	তরুণরা,	
resort,	রেসর্ট,	রিসোর্ট,	
deyl,	ডেল,	ডেইল,	
chon,	চন,	ছোঁ,	
siropadharii,	সীরপাধারী,	শিরোপাধারী,	
rajtantrakey,	রাজ্ততা্্কক,	রাজতন্ত্রকে,	
khorshed,	খর্ষেদ,	খোরশেদ,	
jaqi,	জাকি,	জকি,	
gunjey,	গুঞজে,	গুঁজে,	
saurse,	সার্স,	সোর্স,	
adhyattikota,	আধ্যাত্িতকত,	আধ্যাত্মিকতা,	
mukhabandho,	মুখবনন্,	মুখবন্ধ,	
bhaskar,	ভাষককর,	ভাস্কর,	
kolahal,	কলহহল,	কোলাহল,	
khoja,	খোজা,	খোজা,	
aswastikar,	অস্বস্তিিকর,	অস্বস্তিকর,	
annorup,	অন্ররূপ,	অন্যরূপ,	
kuchir,	কুচির,	কুচির,	
prokolpou,	প্রকলপপ,	প্রকল্পও,	
hoteltite,	হটটললটটটে,	হোটেলটিতে,	
chire,	চিরে,	চিরে,	
shenior,	সেনিওর,	সিনিয়র,	
kanader,	কানাদের,	কণাদের,	
dadader,	দাদাদের,	দাদাদের,	
beeswasi,	বিশ্বাসী,	বিশ্বাসই,	
rushad,	রুশা,	রুশদ,	
netarao,	নেতার,	নেতারাও,	
mahajote,	মহাজতে,	মহাজোট,	
bhorodwaj,	ভোরদ্বা,	ভরদ্বাজ,	
shaamiijiir,	সামীজীর,	স্বামীজীর,	
danabder,	দাববদদে,	দানবদের,	
pouch,	পৌঁ,	পাউচ,	
debate,	দেবােে,	ডিবেট,	
kod,	কো,	কোড,	
bosantake,	বসসততকে,	বসন্তকে,	
nagorikke,	নাগরিকে,	নাগরিককে,	
futanta,	ফুটন্ট,	ফুটন্ত,	
parqs,	পার্কসস,	পার্কস,	
ekai,	একাই,	একাই,	
bachai,	বাচাই,	বাছাই,	
siddhantoke,	সিদ্ধান্তে,	সিদ্ধান্তকে,	
iviem,	এভিয়,	ইভিএম,	
developer,	ডেভেলপের,	ডেভলপার,	
chalachchitrer,	চলচচচিত্ের,	চলচ্চিত্রের,	
poscime,	পসসিিম,	পশ্চিমে,	
dharatir,	ধারিরি,	ধারাটির,	
fridom,	ফ্রিডম,	ফ্রীডম,	
ranadip,	রাণাডিপ,	রণদীপ,	
sumitrar,	সুমিত্রার,	সুমিত্রার,	
brindo,	বৃর্দ,	বৃন্দ,	
erina,	এরিন,	এরিনা,	
madol,	মাল,	মাদল,	
jwar,	জ্বা,	জ্বর,	
morodeho,	মরোদহহ,	মরদেহ,	
dinner,	দিন্রের,	ডিনার,	
sperm,	স্পার্ম,	স্পার্ম,	
shoreef,	শরীফ,	শরিফ,	
dharavahikbhabe,	ধারাভাভকাাব,	ধারাবাহিকভাবে,	
bivonno,	বিভন্,	বিভন্ন,	
apocheshta,	অপচেষ্ট,	অপচেষ্টা,	
sarbharer,	সররভাররর,	সার্ভারের,	
bishshashi,	বিশ্বাসী,	বিশ্বাসই,	
totokhhon,	ততককষণ,	ততক্ষন,	
tawnship,	টননসিপ,	টাউনশিপ,	
masey,	মাসে,	মাসে,	
muktilabh,	মুক্তিভা,	মুক্তিলাভ,	
utkhat,	উৎখাত,	উত্খাত,	
heightsh,	হেইসটস,	হাইটস,	
valobasa,	ভালবাস,	ভালোবাসা,	
simons,	সিমন্স,	সিমন্স,	
jonogononar,	জনগণণর,	জনগণনার,	
idaning,	ইডানি,	ইদানিং,	
rajatwa,	রাজত্ব,	রাজত্ব,	
eastar,	এস্টার,	ইস্টার,	
lutharan,	লুঠার,	লুথেরান,	
risorte,	রিসর্টে,	রিসোর্টে,	
dhwajbhanga,	ধ্বভাঙ্গ,	ধ্বজভঙ্গ,	
laiseens,	লাইসেসস,	লাইসেন্স,	
