poshchater,	পশচাতের,	পশ্চাতের,	
reetesh,	রিটেশ,	রিতেশ,	
diyares,	ডিয়ারেস,	ডিআরএস,	
tahalei,	তাহালেই,	তাহলেই,	
sinaake,	সিনাকে,	সিনাকে,	
protista,	প্রতিষ্ট,	প্রতিষ্টা,	
template,	টেম্পলোট,	টেম্পলেট,	
jubokera,	যুবকেরা,	যুবকেরা,	
culing,	কুলিং,	কুলিং,	
ghoshito,	ঘোষিত,	ঘোষিত,	
shourshe,	সৌর্সে,	সোর্স,	
kanisttha,	কনিষ্ঠ্য,	কনিষ্ঠ,	
soommo,	সুম্য,	সুমো,	
shiramikasha,	শিরামিকাস,	সিরামিকস,	
byabaharkarir,	ব্যবহারকারির,	ব্যবহারকারীর,	
rajatta,	রাজত্ব,	রাজত্ব,	
shringga,	শৃঙ্গ,	শৃঙ্গ,	
eevil,	এভিল,	ইভিল,	
orrgho,	অর্ঘর,	অর্ঘ্য,	
masti,	মস্তি,	মাস্তি,	
garjan,	গর্জন,	গর্জন,	
songkolonti,	সংকলনটি,	সংকলনটি,	
kormoke,	কর্মকে,	কর্মকে,	
eshkol,	এসকল,	এসকল,	
ewil,	এইলল,	ইভিল,	
venkatesh,	ভেনককেটস,	ভেঙ্কটেশ,	
silver,	শিলভের,	সিলভার,	
hili,	হিলি,	হিলি,	
konruup,	কনরুপ,	কোনরূপ,	
shithilotar,	শিতিলতর,	শিথিলতার,	
thor,	থোর,	থর,	
addhattikotar,	অধ্যত্বিতকার,	আধ্যাত্মিকতার,	
sahocorje,	সহকর্যে,	সাহচর্যে,	
bytes,	বেটস,	বাইটস,	
naaji,	নাজি,	নাত্সি,	
keraam,	কেরাম,	কেরাম,	
beetloser,	বিটলসের,	বিটলসের,	
donat,	দনাত,	ডোনাট,	
jekhan,	যেখান,	যেখান,	
bhogirath,	ভগগীরথ,	ভগীরথ,	
sikhechi,	শিখেছি,	শিখেছি,	
bitlaser,	বিটলসের,	বিটলসের,	
firojer,	ফিরোজের,	ফিরোজের,	
michilti,	মিচিলটি,	মিছিলটি,	
saurce,	সর্স,	সোর্স,	
elakaatir,	এলাকাতির,	এলাকাটির,	
shit,	শিট,	শীত,	
deeputi,	দিপুতি,	ডেপুটি,	
ameerika,	আমেরিক,	আমেরিকা,	
twoei,	টুই,	ত্বকেই,	
seguloi,	সেগুলোই,	সেগুলোই,	
vdp,	ভিডপপি,	ভিডিপি,	
bolbo,	বলবো,	বলবো,	
bamoni,	বামনী,	বামনী,	
phokser,	ফক্সের,	ফক্সের,	
antarctika,	অন্টর্টিক,	অ্যান্টার্কটিকা,	
pacchen,	পাঁছছেন,	পাচ্ছেন,	
priti,	পৃতি,	প্রিটি,	
badna,	বদনা,	বদনা,	
fansi,	ফাঁসি,	ফাঁসী,	
ghumachchilo,	ঘুম্ছছিল,	ঘুমাচ্ছিল,	
praima,	প্রাইম,	প্রাইম,	
satthikata,	সতথিকতা,	সঠিকতা,	
aziza,	আজিজা,	আজিজা,	
eskol,	এসকল,	এসকল,	
shoshoa,	শস্য,	শশা,	
trivuj,	ত্রিভুজ,	ত্রিভূজ,	
dephinition,	ডিফিনিশন,	ডেফিনেশন,	
postake,	পোস্তকে,	পোস্টকে,	
abhijojan,	অভিযোজন,	অভিযোজন,	
associatees,	অ্যাসোসিয়েস,	এসোসিয়েটস,	
danut,	দানুত,	ডোনাট,	
janamukhi,	জনমুখী,	জনমুখী,	
qredita,	ক্রেডিত,	ক্রেডিট,	
jatata,	যততা,	যতোটা,	
shcholastiq,	স্বলচাস্টিক,	স্কলাস্টিক,	
vaisoho,	বৈইসহ,	ভাইসহ,	
bosontokke,	বসন্তকে,	বসন্তকে,	
bishwash,	বিশ্বাস,	বিশ্বাস,	
soleel,	সলিল,	সলিল,	
rakhtokkharoner,	রক্ষমর্ষণের,	রক্তক্ষরণের,	
utsahi,	উৎসসাহী,	উৎসাহী,	
naren,	নরেন,	নরেন,	
bisshaso,	বিশ্বসস,	বিশ্বাসও,	
ramonar,	রমনার,	রমনার,	
abhidhaneec,	অভিধানিক,	অভিধানিক,	
enginears,	এঞ্জিনার্স,	ইঞ্জিনিয়ার্স,	
vumij,	ভূমিজ,	ভূমিজ,	
nirbahey,	নির্বাহে,	নির্বাহে,	
pakistanira,	পাকিস্তানীরা,	পাকিস্তানীরা,	
megh,	মেঘ,	মেঘ,	
jeebonjapon,	জীবনযাপন,	জীবনযাপন,	
karecho,	করেছ,	করেছো,	
tooku,	টুকু,	টুকু,	
dharabahikvabe,	ধারাবাহিকভাবে,	ধারাবাহিকভাবে,	
brek,	ব্রেক,	ব্রেক,	
samany,	স্মানি,	সামান্য,	
musolmanderkey,	মুসললমনদদ্রে,	মুসলমানদেরকে,	
attar,	আত্মার,	আত্তার,	
chase,	চাষে,	চেস,	
shaarther,	সার্থের,	স্বার্থের,	
mousum,	মৌসুম,	মৌসুম,	
basaate,	বাসাতে,	বাসাতে,	
phashtara,	ফসস্টার,	ফস্টার,	
stana,	স্তন,	স্টোন,	
sampadonkari,	সম্পদনকারী,	সম্পাদনকারী,	
atto,	আত্ত,	আত্ম,	
nirapekkho,	নিরপপক্ষ,	নিরপেক্ষ,	
doorotomo,	দূরতম,	দূরতম,	
karoo,	কারু,	কারো,	
qirq,	কার্ক,	কার্ক,	
padarthabid,	পদার্থবিদ,	পদার্থবিদ,	
aastikota,	আস্তিকতা,	আস্তিকতা,	
moshjidshoho,	মশাজিদসহ,	মসজিদসহ,	
udbhabaker,	উদ্ভাবকের,	উদ্ভাবকের,	
dooborira,	দুবরীরা,	ডুবুরিরা,	
daqop,	ডাকপ,	দাকোপ,	
swalpo,	স্বলপপ,	স্বল্প,	
vabnakey,	ভববনাকে,	ভাবনাকে,	
ghotlo,	ঘটল,	ঘটল,	
prachandota,	প্রচন্দতা,	প্রচণ্ডতা,	
daawn,	ডাউন,	ডাউন,	
ajiboner,	অজিবনের,	আজীবনের,	
grantha,	গ্রন্থা,	গ্রন্থ,	
musalmanyi,	মুসললমনী,	মুসলমানই,	
beatleser,	বিটলেেসের,	বিটলসের,	
bhaider,	ভাইডের,	ভাইদের,	
udbodhaney,	উদ্বধধানে,	উদ্বোধনে,	
enginiirs,	এননীনির্ষ,	ইঞ্জিনিয়ার্স,	
nathivuktir,	নথিকভুক্তির,	নথিভুক্তির,	
amantrita,	আমন্ত্রীত,	আমন্ত্রিত,	
as,	আস,	অস,	
paste,	পাস্টে,	পেষ্ট,	
yeaster,	ইয়স্টার,	ইস্টের,	
ballabh,	বল্লভ,	বল্লভ,	
shansthatikey,	সংস্থাতিকে,	সংস্থাটিকে,	
garur,	গরুর,	গরুর,	
farmat,	ফরমমট,	ফরম্যাট,	
dinar,	দিনার,	ডিনার,	
abosore,	অবসরে,	অবসরে,	
koommatei,	কমমতাই,	কমাতেই,	
gotihin,	গতিহীন,	গতিহীন,	
maile,	মেলে,	মাইলি,	
shhayatana,	শোয়ান,	শয়তান,	
kyandi,	ক্যান্ডি,	ক্যান্ডি,	
ssumoo,	সুমু,	সুমো,	
itemer,	ইতেমের,	আইটেমের,	
fake,	ফাকে,	ফাকে,	
prabhritir,	প্রভীতির,	প্রভৃতির,	
habshee,	হবশী,	হাবশী,	
ragi,	রাগী,	রাগী,	
sur,	সুর,	সুর,	
soheensotar,	সহিনস্তর,	সহিংসতার,	
scoore,	স্কোর,	স্কোর,	
faj,	ফাজ,	ফাজ,	
breil,	ব্রেল,	ব্রেইল,	
tala,	তালা,	তালা,	
kirti,	কীরটি,	কীর্তি,	
bagach,	বাগাচ,	বটগাছ,	
sattweo,	সত্ত্বেও,	সত্ত্বেও,	
brindaboney,	বৃন্দাবনে,	বৃন্দাবনে,	
cholochchitrotike,	চলচিচ্ততিকে,	চলচ্চিত্রটিকে,	
yathaarthabhaabe,	যথার্থভাবে,	যথার্থভাবে,	
rotheen,	রথেন,	রথীন,	
bibhinno,	বিভিন্ন,	বিভন্ন,	
suchonakal,	সূচনাকাল,	সূচনাকাল,	
janosomaj,	জনসমমাজ,	জনসমাজ,	
mandope,	মন্ডপে,	মন্ডপে,	
sookkho,	শুক্ষ,	সুক্ষ্ম,	
kota,	কোট,	কোটা,	
sayid,	সাইদ,	সাইদ,	
abdun,	আবদুন,	আবদুন,	
durotaumo,	দূরততম,	দূরতম,	
jiland,	জিল্যান্ড,	জিল্যান্ড,	
vageryi,	ভাগেরই,	ভাগেরই,	
notunatwa,	নতুনত্ব,	নতুনত্ব,	
thimke,	ঠিমকে,	থিমকে,	
karmapantha,	কর্মপন্থ,	কর্মপন্থা,	
madhyastho,	মধ্যস্থ,	মধ্যস্থ,	
bishaashke,	বিশ্বাসকে,	বিশ্বাসকে,	
poricchonnota,	পরিচ্ছননতা,	পরিচ্ছন্নতা,	
loukeekotaa,	লৌককিতা,	লৌকিকতা,	
shoili,	শৈলী,	শৈলী,	
beshirbhaagei,	বেশীরভাগেই,	বেশিরভাগেই,	
dooburir,	দুবুরির,	ডুবুরির,	
hajartee,	হাজারটি,	হাজারটি,	
madhyekar,	মধ্যকের,	মধ্যেকার,	
ketechhilo,	কেটেছিল,	কেটেছিল,	
messanger,	মেশাঙ্গের,	মেসেঞ্জার,	
shaalehaa,	সালিহা,	সালেহা,	
aholya,	আহল্য,	অহল্যা,	
cannel,	ক্যানেল,	ক্যানেল,	
porikkhateo,	পরীক্ষাতেও,	পরীক্ষাতেও,	
pratijogira,	প্রতিযোগিরা,	প্রতিযোগীরা,	
ajeej,	আজিজ,	আজিজ,	
mohajot,	মহাজত,	মহাজোট,	
taatey,	তাঁতে,	তাতে,	
robe,	রবে,	রবে,	
associates,	অ্যাসোসিয়েটস,	এসোসিয়েটস,	
cholochchitrake,	চলচিচ্তরাকে,	চলচ্চিত্রকে,	
seconde,	সেকন্ডে,	সেকেন্ডে,	
hobu,	হবু,	হবু,	
chhatrorai,	ছাত্ররাই,	ছাত্ররাই,	
sawom,	সামম,	সাওম,	
bondiike,	বন্দিকে,	বন্দীকে,	
ooipokar,	উইপপারক,	উইপোকার,	
ateetkale,	আতীতভালে,	অতীতকালে,	
jemi,	জেমি,	জেমি,	
khelechen,	খেলেছেন,	খেলেছেন,	
boudher,	বৌধের,	বৌদ্ধের,	
ghumata,	ঘুমতা,	ঘুমাতো,	
nodnodir,	নদন্দির,	নদনদীর,	
kachhakaachhi,	কাছকাাচ্ছি,	কাছাকাছি,	
shreechaitanyadeb,	শ্রীমাতন্যতেব,	শ্রীচৈতন্যদেব,	
phutbolarer,	ফুটবললের,	ফুটবলারের,	
otyacharer,	অত্যাচারের,	অত্যাচারের,	
teennis,	টিনেস,	টেনিস,	
dhrubak,	ধ্রুবাক,	ধ্রুবক,	
chinito,	চিনিত,	চিনতো,	
seeramiker,	সিরামীকের,	সিরামিকের,	
prapokkey,	প্রপককে,	প্রাপককে,	
beeswasi,	বিশ্বাসী,	বিশ্বাসই,	
bhagirath,	ভাগীরথ,	ভগীরথ,	
nodiigulo,	নদীগুলো,	নদীগুলো,	
sammatitey,	সম্মতিতে,	সম্মতিতে,	
pure,	পুরে,	পিওর,	
drishyagulote,	দৃশ্যগুলোতে,	দৃশ্যগুলোতে,	
aalkaatra,	আল্কাত্রা,	আলকাতরা,	
gonona,	গণনা,	গণনা,	
korechi,	করেছি,	করেছি,	
rejidence,	রেজিডেন্স,	রেসিডেন্স,	
dipon,	ডিপন,	দীপন,	
dharabahikvabey,	ধারাবামিভাবে,	ধারাবাহিকটি,	
akpaase,	একপাশে,	একপাশে,	
juktorastre,	যুক্তরাস্ট্রে,	যুক্তরাষ্ট্রে,	
sukkho,	সূক্ষ,	সুক্ষ্ম,	
bishshasho,	বিশশাস,	বিশ্বাসও,	
zeebonto,	জীবন্ত,	জীবন্ত,	
prithbir,	পৃথবীর,	পৃথবীর,	
chet,	চেত,	চ্যাট,	
kolahal,	কলাহাল,	কোলাহল,	
soundarja,	সৌন্দর্য্য,	সৌর্ন্দয্য,	
raagee,	রাগী,	রাগী,	
koota,	কোট,	কোটা,	
okhondota,	অখন্দতা,	অখণ্ডতা,	
venkates,	ভেনককেটস,	ভেঙ্কটেশ,	
peterkey,	পিটারেকে,	পিটারকে,	
deputii,	দেপতি,	ডেপুটি,	
fanda,	ফাঁদা,	ফান্ড,	
veenish,	ভিনিশ,	ভেনিস,	
macbeth,	মক্ববেথ,	ম্যাকবেথ,	
iyaqa,	ইয়াক,	ইয়াক,	
proshadhoner,	প্রশাধনের,	প্রসাধনের,	
chaloke,	চালকে,	চালকে,	
soholovyotar,	সহযোলভাতার,	সহজলভ্যতার,	
kadorer,	কাদরের,	কদরের,	
gananatyo,	গণনাত্য,	গণনাট্য,	
parker,	পার্কার,	পার্কের,	
install,	ইনস্টল,	ইন্সটল,	
gondhe,	গন্ধে,	গন্ধে,	
mosan,	মোসন,	মোশন,	
