tokei,	তোকেই,	ত্বকেই,	
kathmandutey,	কঠঠমন্ডুতে,	কাঠমান্ডুতে,	
advanshd,	অ্যাডভান্স,	অ্যাডভান্সড,	
raagkey,	রাগকে,	রাগকে,	
itastatah,	ইতাস্টাহ,	ইতস্ততঃ,	
shreemoti,	শ্রীমতি,	শ্রীমতি,	
abhidhanik,	আভিধানিক,	অভিধানিক,	
tenise,	টেনিস,	টেনিসে,	
avetara,	অভাতর,	অবতার,	
poddhotiteyi,	পদ্ধতিতে,	পদ্ধতিতেই,	
informeshon,	ইনফর্মেশন,	ইনফরমেশন,	
elakasoho,	এলাকাসহ,	এলাকাসহ,	
township,	তনউশিপ,	টাউনশিপ,	
madhyekar,	মধ্যেকার,	মধ্যেকার,	
ragee,	রাগী,	রাগী,	
saarbhare,	সার্ভারে,	সার্ভারে,	
korimpoor,	করিমপুর,	করিমপুর,	
lutheeran,	লুথরীন,	লুথেরান,	
torunra,	তরুণরা,	তরুণরা,	
nirbahey,	নির্বাহে,	নির্বাহে,	
volt,	ভল্ট,	ভল্ট,	
sahabah,	সাহবাহ,	সাহাবাহ,	
batsmaner,	বৎসম্যানের,	ব্যাটসম্যানের,	
yanqee,	ইয়ান্কি,	ইয়াংকি,	
orthonitikey,	অর্থনীতিকে,	অর্থনীতিকে,	
horidbare,	হরিদবারে,	হরিদ্বারে,	
osamanno,	অসামান্য,	অসামান্য,	
uporital,	উপরিতাল,	উপরিতল,	
chapal,	চ্যাপাল,	চপল,	
nartana,	নার্টন,	নর্টন,	
akreetokarjo,	আকৃতিকর্য,	অকৃতকার্য,	
format,	ফরমেট,	ফরম্যাট,	
grambaseer,	গ্রামবাসীর,	গ্রামবাসীর,	
fastara,	ফাস্টার,	ফস্টার,	
jonmaat,	জন্মাত,	জন্মাত,	
dijeejer,	ডিজিজের,	ডিজিজের,	
thetcher,	ঠেচার,	থ্যাচার,	
ammor,	আম্মর,	আমর,	
udbodhaner,	উদ্বধানের,	উদ্বোধনের,	
drishyake,	দৃশ্যকে,	দৃশ্যকে,	
ekpashe,	একপাশে,	একপাশে,	
teennis,	টিনিস,	টেনিস,	
elakaatir,	এলাকাটির,	এলাকাটির,	
yucalyptush,	ইউক্যালিপাটস,	ইউক্যালিপ্টাস,	
majlishpur,	মজলিশপুর,	মজলিশপুর,	
akik,	একিক,	আকিক,	
damodar,	দামোদর,	দামদর,	
chalochchitreer,	চলচিত্রীর,	চলচ্চিত্রের,	
qonfliqt,	কনফালিক্ট,	কনফ্লিক্ট,	
sabaner,	সবনের,	সাবানের,	
krisenter,	ক্রিসেন্টের,	ক্রিসেন্টের,	
kabutarer,	কবুতুরের,	কবুতরের,	
oholya,	অহল্য,	অহল্যা,	
lotheran,	লতারান,	লুথেরান,	
sobrokomer,	সব্রকমের,	সবরকমের,	
carpeter,	কারপেটের,	কার্পেটের,	
istan,	ইস্টান,	স্টোন,	
hyundai,	হ্যুন্ডে,	হুন্দাই,	
samosto,	সমস্ত,	সমস্ত,	
omarjeeto,	অমার্জিত,	অমার্জিত,	
ghatir,	ঘটির,	ঘাটির,	
byetasamyan,	ব্যাতসমাযান,	ব্যাটসম্যান,	
jeteo,	জেতেও,	যেতেও,	
kata,	কাটা,	কোটা,	
bhabuk,	ভাবুক,	ভাবুক,	
pratisthan,	প্রতিষ্ঠান,	প্রতিষ্টান,	
qindama,	কিন্দমা,	কিংডম,	
songbadmadhyomer,	সংবাদদ্ধমের,	সংবাদমাধ্যমের,	
torkaryr,	তরকারির,	তরকারীর,	
jatharthobhabe,	যথারথথভাবে,	যথার্থভাবে,	
dong,	ডং,	ডং,	
aswastikor,	অস্বাস্তিকর,	অস্বস্তিকর,	
upobasher,	উপবাসের,	উপবাসের,	
hiiragana,	হিরাগোন,	হিরাগানা,	
godamjato,	গদমাজতা,	গুদামজাত,	
poromartho,	পরমার্থ,	পরমার্থ,	
bidghutey,	বিধুতে,	বিদঘুটে,	
sommotite,	সম্মতিতে,	সম্মতিতে,	
phoster,	ফোস্টার,	ফস্টার,	
jonmat,	জন্মাত,	জন্মাত,	
barbaadoj,	বার্বাডোজ,	বার্বাডোজ,	
gabhaaskaar,	গভাষকার,	গাভাস্কার,	
lyataa,	ল্যাট,	ল্যাটা,	
kuota,	কোটো,	কোটা,	
bitloser,	বিটলসের,	বিটলসের,	
marpit,	মারপিট,	মারপিট,	
suparichiti,	সুপারিচিতি,	সুপরিচিতি,	
mugdal,	মুগদল,	মুগডাল,	
sohokari,	সহকারি,	সহকারী,	
mookhomaundol,	মুখ্যমন্ডল,	মুখমণ্ডল,	
modeltigulo,	মোদেটিগুলো,	মডেলগুলো,	
gezeteda,	গেজেটেড,	গেজেটেড,	
pleto,	প্লট,	প্লেটো,	
sangkoolan,	সংকুলন,	সংকুলান,	
songkoloner,	সংকলনের,	সংকলনের,	
lakkheryo,	লক্ষের্য,	লক্ষেরও,	
phoolkopi,	ফুলকিপি,	ফুলকপি,	
said,	সেড,	সাইদ,	
deilee,	দেলি,	ডেইলি,	
nirabata,	নীরবতা,	নিরবতা,	
daackticket,	ডাক্তিকেট,	ডাকটিকিট,	
pretti,	প্রেতি,	প্রিটি,	
randeep,	রণ্ডীপ,	রণদীপ,	
neelkuthir,	নিলকুথির,	নীলকুঠির,	
shainyara,	সাইন্যার,	সৈন্যরা,	
bipozzonok,	বিপদজ্জনক,	বিপজ্জনক,	
saafi,	সফফী,	সাফি,	
pathanirdeshona,	পথিন্দেশনা,	পথনির্দেশনা,	
laisensa,	লোয়ন্স,	লাইসেন্স,	
charger,	চার্গের,	চার্জের,	
munsi,	মুন্সি,	মুন্সি,	
shahanara,	শাহনারা,	শাহানারা,	
promosioney,	প্রমোশনে,	প্রোমোশনে,	
kortona,	কর্তনা,	করতনা,	
royalty,	রোয়েলটি,	রয়্যালটি,	
teksaser,	টেক্সাসের,	টেক্সাসের,	
jahns,	জাহস,	জন্স,	
abheedhaanick,	অভিধানিক,	অভিধানিক,	
kiuti,	কিউটি,	কিউটি,	
shoow,	শু,	শো,	
qarlosa,	কার্লস,	কার্লোস,	
bissashe,	বিশ্বাসে,	বিশ্বাসে,	
chedropathe,	ছেদ্রপথে,	ছিদ্রপথে,	
hoil,	হইল,	হইল,	
oitijhya,	ঐতিহ্য,	ঐতিহ্য,	
asbab,	আসবাব,	আসবাব,	
technocrat,	টেকনোর্ট,	টেকনোক্র্যাট,	
labanaktotar,	লবনাক্ততার,	লবণাক্ততার,	
ragkey,	রাগকে,	রাগকে,	
meiler,	মেলার,	মেইলের,	
bed,	বেড,	বেদ,	
diaraesha,	ডায়ারেস,	ডিআরএস,	
dharabiktir,	ধাবারিক্তির,	ধারাবাহিকটির,	
prabhuder,	প্রভূদের,	প্রভুদের,	
biplobi,	বিপ্লবি,	বিপ্লবী,	
nadigulir,	নাদিগুলির,	নদীগুলির,	
beekaargrasta,	বিকরাগ্রাস্ত,	বিকারগ্রস্ত,	
sthapanagulor,	স্থানাপুলোগুলোর,	স্থাপনাগুলোর,	
unit,	ইউনিট,	ইউনিট,	
goshthiti,	গোষ্ঠিতি,	গোষ্ঠীটি,	
senabahinikey,	সেনাবাহিনীকে,	সেনাবাহিনীকে,	
khanonkaj,	খননকাজ,	খননকাজ,	
aswasteekor,	অস্বাস্তিকর,	অস্বস্তিকর,	
asocietes,	অস্াচিসেস,	এসোসিয়েটস,	
isan,	আইএন,	ঈশান,	
besarkarikaran,	বেসরকারীকরণ,	বেসরকারিকরণ,	
jerusalem,	জেরুসলেম,	জেরুজালেম,	
durbhagya,	দুর্ভাগ্য,	দূর্ভাগ্য,	
fox,	ফক্স,	ফক্স,	
garjan,	গর্জন,	গর্জন,	
ingrezeeteo,	ইংরেজিতেও,	ইংরেজিতেও,	
antarbhukta,	অন্তর্ভূক্ত,	অন্তর্ভুক্ত,	
gosthii,	গোষ্ঠী,	গোষ্ঠীই,	
sikh,	শিখ,	শিখ,	
bhabaaponno,	ভবাপন্ন,	ভাবাপন্ন,	
bondi,	বন্দি,	বন্দী,	
chowdhuryke,	চৌধুরিকে,	চৌধুরীকে,	
jeellool,	জিল্লুল,	জিল্লুল,	
udbodhani,	উদ্বধানী,	উদ্বোধনী,	
roshider,	রশীদের,	রশিদের,	
kamla,	কমলা,	কামলা,	
firoj,	ফিরজ,	ফিরোজ,	
jonosamaj,	জনসামাজ,	জনসমাজ,	
poonch,	পুঁচ,	পুঞ্চ,	
archimedeser,	আর্কিমেেসের,	আর্কিমিডিসের,	
ohong,	অহং,	অহং,	
jatook,	যতুক,	জাতক,	
buth,	বুঠ,	বুথ,	
taunasipa,	তানসীপ,	টাউনশিপ,	
arakan,	আরাকান,	আরাকান,	
udbodhoner,	উদ্বধনের,	উদ্বোধনের,	
pyaleshtainer,	প্যাল্সেটনের,	প্যালেস্টাইনের,	
chondrimaa,	চন্দ্রিমা,	চন্দ্রিমা,	
niutrinoo,	নিটির্নো,	নিউট্রিনো,	
plasse,	প্লাসে,	প্লাসে,	
kommandar,	কমান্ডার,	কমাণ্ডার,	
laabonii,	লাবণী,	লাবনী,	
varshon,	ভার্সন,	ভারশন,	
sanaktokoroner,	সনাক্তকরণের,	সনাক্তকরণের,	
dobhara,	দোভার,	ডোভার,	
categoryer,	ক্টেগুরের,	ক্যাটাগরির,	
inziniyarim,	ইন্জিনোরিয়াম,	ইঞ্জিনিয়ারিং,	
ovizojon,	অভিযুজন,	অভিযোজন,	
overview,	ওভারভিয়া,	ওভারভিউ,	
otyachari,	অত্যাচারী,	অত্যাচারী,	
tintir,	তিনটির,	তিনটির,	
dreeshtiheen,	দৃষ্টিহীন,	দৃষ্টিহীন,	
chal,	চল,	চাল,	
kruser,	ক্রুসের,	ক্রুশের,	
diphinishion,	ডিফিনিশন,	ডেফিনেশন,	
garur,	গরুর,	গরুর,	
parisankhanbid,	পরিষাংস্বনিদ,	পরিসংখ্যানবিদ,	
anchalei,	আঁচালেই,	অঞ্চলেই,	
danaber,	দানাবের,	দানবের,	
kraanti,	ক্রান্টি,	ক্রান্তি,	
dormitori,	ডরমেটরি,	ডরমিটরি,	
tokey,	তোকে,	ত্বকেই,	
godabari,	গদাবারী,	গোদাবরী,	
okhondota,	অখন্দতা,	অখণ্ডতা,	
shangkulan,	সংকুলন,	সংকুলান,	
sayeed,	সাঈদ,	সাইদ,	
byaboharkareederke,	ব্যবহারকারিকে,	ব্যবহারকারীদেরকে,	
chesha,	চেস,	চেস,	
cheerokoomari,	চিকরুমারি,	চিরকুমারী,	
masjidke,	মসিদিদকে,	মসজিদকে,	
shilabhara,	সিলভার,	সিলভার,	
jaanate,	জানাতে,	জানাতে,	
deebating,	ডিবাটিং,	ডিবেটিং,	
mahakabi,	মহাকাবী,	মহাকবি,	
heedgee,	হেজ,	হেজ,	
gitikabita,	গীতিকাবিত,	গীতিকবিতা,	
pretii,	প্রতী,	প্রিটি,	
duburira,	দুবুরীরা,	ডুবুরিরা,	
opargota,	অরাপ্গতা,	অপারগতা,	
mookhomandol,	মুখমন্ডল,	মুখমণ্ডল,	
sofy,	সফী,	সোফি,	
utsahomulok,	উৎসাহমূলক,	উৎসাহমূলক,	
asbar,	আসবার,	আসবার,	
marmader,	মার্মদের,	মারমাদের,	
qode,	কোড,	কোড,	
chanake,	ছানাকে,	ছানাকে,	
onkush,	অঙ্কুশ,	অংকুশ,	
sharifer,	শরীফের,	শরিফের,	
ddheela,	ঢেল,	ঢিলা,	
residance,	রেসিডান্স,	রেসিডেন্স,	
oichchik,	ঐচ্ছিক,	ঐচ্ছিক,	
krush,	ক্রুশ,	ক্রুশ,	
zyaka,	য্যাক,	জ্যাক,	
nickel,	নিকেল,	নিকেল,	
forex,	ফরেক্স,	ফরেক্স,	
gabeshanagar,	গবেষণাগার,	গবেষনাগার,	
dharmantor,	ধর্মান্তর,	ধর্মান্তর,	
gandhiike,	গান্ধীকে,	গান্ধীকে,	
torabgonj,	তরাাগবঞ্জ,	তোরাবগঞ্জ,	
dovar,	ডোভার,	ডোভার,	
ekirokom,	একারিকম,	একইরকম,	
kansat,	কাঁসাত,	কানসাট,	
aazadir,	আজাদীর,	আজাদীর,	
dibate,	দিবতে,	ডিবেট,	
marmara,	মার্মার,	মারমারা,	
swalpa,	স্বল্প,	স্বল্প,	
drishyotir,	দৃশ্যটির,	দৃশ্যটির,	
yukeliptash,	ইয়েক্লিপাটস,	ইউক্যালিপ্টাস,	
adwanced,	অ্যাড্ভা্চেড,	অ্যাডভান্সড,	
sontoshpur,	সন্তঃসপুর,	সন্তোষপুর,	
neemitte,	নেমিত্যে,	নিমিত্তে,	
pushti,	পুষ্টি,	পুষ্টি,	
bahyo,	বাহ্য,	বাহ্য,	
engrejder,	ইংরেজেদের,	ইংরেজদের,	
modelling,	মোডাইলিং,	মডেলিং,	
marodeho,	মারোদেহ,	মরদেহ,	
basakey,	বাাকে,	বাসাকে,	
swartha,	স্বর্থ,	স্বার্থ,	
ajijer,	আজিজের,	আজিজের,	
