ghumato,	ঘুমত,	ঘুমাতো,	
mosjidkey,	মস্জিদকে,	মসজিদকে,	
dakteekite,	দক্তিকিতে,	ডাকটিকিটে,	
juktorastrosoho,	যুক্তত্রসস্থহ,	যুক্তরাষ্ট্রসহ,	
bhagno,	ভাগ্ন,	ভগ্ন,	
gemske,	গ্মসসকে,	জেমসকে,	
karleo,	কারলেও,	করলেও,	
nirantar,	নিরান্তর,	নিরন্তর,	
gandhio,	গান্ধি,	গান্ধীও,	
procharona,	প্রচারনা,	প্রচারণা,	
cheph,	চেফ,	শেফ,	
sorjur,	সর্জুর,	সরযূর,	
airish,	আইরিশ,	আইরিস,	
carzar,	কার্জার,	চার্জার,	
raitasha,	রাইসাস,	রাইটস,	
paltechey,	পাল্টেেে,	পাল্টেছে,	
eura,	ইউরা,	ইউরো,	
jonoshomaj,	জনসমাজ,	জনসমাজ,	
uchchataro,	উচ্চতর,	উচ্চতর,	
kathhmandu,	ক্যামন্দ,	কাঠমান্ডু,	
manober,	মানবের,	মানবের,	
bouddho,	বৌদ্ধ,	বৌদ্ধ,	
graambaasi,	গ্রামসাবি,	গ্রামবাসী,	
ishan,	ইযান,	ঈশান,	
lazika,	লাজিকা,	লজিক,	
gambasi,	গামবাসী,	গ্রামবাসী,	
osthisondhi,	অস্থিনপ্ধমী,	অস্থিসন্ধি,	
aireshe,	আইরেশে,	আইরেসে,	
parbatmala,	পর্্তবকা,	পর্বতমালা,	
bites,	বিটেস,	বাইটস,	
qredita,	ক্রেডিট,	ক্রেডিট,	
shuparahiro,	সুপারীরী,	সুপারহিরো,	
gandhiike,	গানধীকে,	গান্ধীকে,	
umedpur,	উমেদপুর,	উমেদপুর,	
bhenama,	ভেনামা,	ভেনম,	
timoothy,	টিমুথি,	টিমোথি,	
agam,	আগম,	আগম,	
vince,	ভিনস,	ভিন্স,	
ralof,	রলফ,	রালফ,	
nations,	নটশন্স,	নেশনস,	
hepatitis,	হাপপাটিটিস,	হেপাটাইটিস,	
badna,	বদনা,	বদনা,	
prakalpatike,	প্রকলপপিতিকে,	প্রকল্পটিকে,	
ammor,	আমমার,	আমর,	
tanteera,	তানতিরা,	তাঁতিরা,	
venisey,	ভেনিসে,	ভেনিসে,	
grambaasider,	গ্রামসাবীদের,	গ্রামবাসীদের,	
saainyo,	সাইন্য,	সৈন্য,	
jank,	জাঁক,	জাঁক,	
sushiksar,	সুশিক্ষার,	সুশিক্ষার,	
kiirti,	কীর্তি,	কীর্তি,	
aziza,	অজিজা,	আজিজা,	
residance,	রেসিডান্স,	রেসিডেন্স,	
degreer,	ডিগ্রীর,	ডিগ্রির,	
chalachchitreo,	চলচ্ছিত্রে,	চলচ্চিত্রেও,	
poschimey,	পশ্চিমে,	পশ্চিমে,	
dankan,	দাঁকান,	ডানকান,	
brindaa,	বৃন্ডা,	বৃন্দা,	
poriikkhateo,	পরীক্ষাতেও,	পরীক্ষাতেও,	
chaiten,	চাইতেন,	চাইতেন,	
shcholastik,	স্কলাশাতিক,	স্কলাস্টিক,	
dorji,	দর্জি,	দরজি,	
dhanche,	ধঞ্েে,	ধাঁচে,	
edii,	এদি,	আইডিই,	
manohputo,	মনোোপত,	মনঃপুত,	
hozot,	হজট,	হজত,	
karadonder,	কারাদন্ডের,	কারাদণ্ডের,	
kkomatei,	কমাতেই,	কমাতেই,	
sepha,	সেফ,	শেফ,	
beam,	বিম,	বিম,	
superheror,	সুপাহারার,	সুপারহিরোর,	
osamarik,	অসামারিক,	অসামরিক,	
sanbadmadhyamer,	সংবাদমধ্যমের,	সংবাদমাধ্যমের,	
emergency,	এইমার্জিন্স,	এমার্জেন্সি,	
ancholei,	অঞ্চলেই,	অঞ্চলেই,	
os,	অস,	অস,	
saholobhyotar,	সহলভোব্তার,	সহজলভ্যতার,	
shoo,	শু,	শো,	
gonoporeebohoner,	গণপরিবহনের,	গণপরিবহনের,	
bifol,	বিফল,	বিফল,	
rezidence,	রেজিডেন্স,	রেসিডেন্স,	
bondhukey,	বন্ধুকে,	বন্ধুকে,	
mohammad,	মোহাম্মদ,	মুহাম্মদ,	
dong,	ডঙ,	ডং,	
traytey,	ট্রাটেটে,	ট্রেতে,	
asovvo,	অসভব,	অসভ্য,	
shoya,	শোয়া,	সোয়া,	
elakaao,	এলাকাও,	এলাকাও,	
bhaabaaponno,	ভাবপন্ন,	ভাবাপন্ন,	
parks,	পার্কস,	পার্কস,	
mukhomandaley,	মুখমন্ডলে,	মুখমণ্ডলে,	
ooindos,	উন্দ্যাশ,	উইন্ডোস,	
soccer,	সোকার,	সকার,	
scorey,	স্করে,	স্কোরে,	
gandhiyo,	গান্ধিও,	গান্ধীও,	
muchi,	মুচি,	মুচি,	
shadena,	সাদেনা,	সাডেন,	
graambaseeder,	গ্রামসাবীদের,	গ্রামবাসীদের,	
sulfate,	সালফাতে,	সালফেট,	
shipa,	শিপ,	শিপ,	
okkhor,	অক্ষর,	অক্ষর,	
shikhbe,	শিখবে,	শিখবে,	
mawdel,	মডউডেল,	মডেল,	
asamanno,	অসমান্ন,	অসামান্য,	
chai,	চই,	ছাই,	
zuktorastrer,	যুক্তরাস্ট্রের,	যুক্তরাষ্ট্রের,	
addabaz,	আদ্মবাজ,	আড্ডাবাজ,	
ajauno,	আজাউন,	অযৌন,	
uporital,	উপরিতল,	উপরিতল,	
paare,	পারে,	পাড়ে,	
gaichey,	গাইছে,	গাইছে,	
soomi,	সুমি,	সুমি,	
bhyaatikaaner,	ভ্যাটিকানের,	ভ্যাটিকানের,	
she,	সি,	সে,	
chalechi,	চেলেছি,	চলেছি,	
vivek,	ভিভেক,	বিবেক,	
lombatey,	লম্বাতে,	লম্বাটে,	
bosben,	বসবেন,	বসবেন,	
provritir,	প্রভৃতির,	প্রভৃতির,	
bonnopraan,	বন্যপ্রাণ,	বন্যপ্রাণ,	
peoples,	পিপ্লস,	পিপলস্,	
boshoborti,	বশবর্তী,	বশবর্তী,	
edmiral,	এডমিরাল,	এডমিরাল,	
tottoraat,	তত্ত্রত,	তওরাত,	
jalrang,	জ্যারাং,	জলরঙ,	
azibonoer,	আজীবনের,	আজীবনের,	
roja,	রোজা,	রোযা,	
abosare,	অবসারে,	অবসরে,	
dule,	ডুলে,	ডালে,	
majdur,	মজ্দুর,	মজদুর,	
thaanobhi,	থানভী,	থানভী,	
pretii,	প্রেটি,	প্রিটি,	
kaathhmaandute,	কাঠমানদুতে,	কাঠমান্ডুতে,	
aakkaash,	আকাশা,	আককাস,	
mookhomandoley,	মুখমন্ডলে,	মুখমণ্ডলে,	
kash,	কাশ,	কাস,	
apohoron,	অপহহণ,	অপহরন,	
melbourney,	মেলবার্নে,	মেলবোর্নে,	
panchashjon,	পঞ্চাশন,	পঞ্চাশজন,	
scholastic,	স্কোলস্টিক,	স্কলাস্টিক,	
chalochchitragulor,	চলচ্তিচ্রগুলোর,	চলচ্চিত্রগুলোর,	
bidghute,	বিধুটে,	বিদঘুটে,	
grontho,	গ্রন্থ,	গ্রন্থ,	
atorkitey,	আটরকিতে,	অতর্কিতে,	
santa,	সানতা,	স্যান্টা,	
artilleri,	আর্টিলারি,	আর্টিলারি,	
degreeo,	ডিগ্রী,	ডিগ্রিও,	
bhushito,	ভুসিত,	ভূষিত,	
gaddafee,	গদ্্ধী,	গাদ্দাফী,	
chalche,	চলছে,	চলছে,	
nagorikra,	নাগীরকরা,	নাগরিকেরা,	
oopohoron,	অপহরণ,	অপহরন,	
meg,	মেগ,	মেগ,	
ghetoo,	ঘটতও,	ঘেটু,	
shhikara,	শিকারা,	শিকার,	
ruvbla,	রাভবলা,	রুবল,	
kaaru,	কারু,	কারু,	
graambasider,	গ্রামসাবীদের,	গ্রামবাসীদের,	
aholar,	আহলার,	অহল্যার,	
shaarther,	সার্থের,	স্বার্থের,	
kattar,	কাট্তার,	কট্টর,	
ancholsomuher,	অঞ্চলসমূহের,	অঞ্চলসমূহের,	
nirbachoker,	নির্বাচকের,	নির্বাচকের,	
sheekare,	শিকারে,	শিকারে,	
siddhantei,	সিদ্ধনতেই,	সিদ্ধান্তেই,	
agibon,	আগিবন,	আজীবন,	
bipajjanak,	বিপজ্জনক,	বিপজ্জনক,	
sahabah,	সহাবহ,	সাহাবাহ,	
sangastha,	সংস্থা,	সংস্থা,	
choudhoorike,	চৌধুরিকে,	চৌধুরীকে,	
aziz,	আজিজ,	আজিজ,	
korecha,	করেছা,	করেছ,	
netherlandey,	নেথারল্যান্ডে,	নেদারল্যান্ডে,	
gonna,	গন্যা,	গননা,	
morathee,	মরাাথী,	মরাঠি,	
tenisha,	টেনিস,	টেনিস,	
moithili,	মইথিলি,	মৈথিলি,	
manob,	মানব,	মানব,	
vittiteo,	ভিত্তিতেও,	ভিত্তিতেও,	
shayatana,	শ্য়ান,	শয়তান,	
kuota,	কুটো,	কোটা,	
rajballabh,	রাজববল্লা,	রাজবল্লভ,	
mastarsa,	মাস্টার্স,	মাস্টার্স,	
sherup,	শেরুপ,	সেরূপ,	
candi,	কান্ডি,	ক্যান্ডি,	
rajon,	রজন,	রাজন,	
spostotoi,	স্পষ্টতই,	স্পষ্টতই,	
site,	সাইটে,	সিটে,	
emiratas,	এমেরিটাস,	এমিরেটাস,	
mb,	এমএএবিএস,	এমবি,	
benish,	বেনিশ,	ভেনিস,	
sukkha,	সূক্ষ্ম,	সুক্ষ্ম,	
kinsha,	কিনসা,	কিংস,	
paaree,	পারী,	পাড়ে,	
silvee,	সিলভী,	সিলভি,	
bagda,	বাগ্ড,	বাগদা,	
chomoski,	চমস্কী,	চমস্কি,	
janosangyog,	জনসংযাগ,	জনসংযোগ,	
rahh,	রাহ,	রঃ,	
shiropadhari,	শিরোপাধারী,	শিরোপাধারী,	
janosomaj,	জনসমাজ,	জনসমাজ,	
sotorkokari,	সরতকাকারী,	সতর্ককারী,	
raunanganey,	রাউঙ্গনে,	রণাঙ্গনে,	
graambaashee,	গ্রামসাবী,	গ্রামবাসী,	
trivuj,	ত্রিভুজ,	ত্রিভূজ,	
nondolaal,	নন্দলাল,	নন্দলাল,	
grambashi,	গ্রামসাসী,	গ্রামবাসী,	
bishwasho,	বিশ্বাসও,	বিশ্বাসও,	
alubokhara,	আলুবকারা,	আলুবোখারা,	
shukranoo,	শুক্রাণু,	শুক্রানু,	
mosjidsoho,	মস্বিসধহ,	মসজিদসহ,	
laaj,	লাজ,	লাজ,	
oboshorer,	অবশরের,	অবসরের,	
thesiser,	থেসিসের,	থিসিসের,	
bongram,	বঙ্গামাম,	বনগ্রাম,	
manonitoder,	মননজিতদের,	মনোনীতদের,	
bomkesh,	বকমেশ,	ব্যোমকেশ,	
roktokhoron,	রক্ষকরণ,	রক্তক্ষরণের,	
debdebee,	দেবদীবি,	দেবদেবী,	
janaganonar,	জনগননার,	জনগণনার,	
treenda,	ট্রেন্ড,	ট্রেন্ড,	
utshahi,	উত্সাহী,	উৎসাহী,	
shourshe,	সৌর্স,	সোর্স,	
kurdira,	কুর্দীরা,	কুর্দিরা,	
bhalobasar,	ভালবাসার,	ভালোবাসার,	
starcer,	স্টারাসের,	স্টার্কের,	
shikkhakke,	শিক্ষাককে,	শিক্ষককে,	
internship,	ইন্টার্নশীপ,	ইন্টার্নশিপ,	
aashanka,	আশঙ্ক,	আশংকা,	
telakoocha,	তেলকুচ,	তেলাকুচা,	
bolbo,	বলবো,	বলবো,	
aanis,	আনিস,	আনিস,	
note,	নটে,	নোটে,	
shlok,	স্লোক,	শ্লোক,	
eksathei,	একসাথেই,	একসাথেই,	
shilpojat,	শিল্পোজতা,	শিল্পজাত,	
santose,	সান্তসে,	সন্তোষে,	
tukrowti,	টুক্রটি,	টুকরোটি,	
silabhara,	সিলভার,	সিলভার,	
koda,	কোড,	কোডা,	
footballerer,	ফুটবলরের,	ফুটবলারের,	
kathhmandute,	ক্যামন্দাতে,	কাঠমান্ডুতে,	
konflict,	কনফিক্ট,	কনফ্লিক্ট,	
fax,	ফ্যাক্স,	ফক্স,	
guzober,	গুজবের,	গুজবের,	
romantik,	রোমান্টিক,	রোমান্টিক,	
kormoi,	কর্মই,	কর্মই,	
porobortii,	পরবর্তী,	পরর্বতী,	
jeans,	জেনস,	জিন্স,	
jakrit,	যকৃত,	যকৃৎ,	
matrirup,	মত্রীরূপ,	মাতৃরূপ,	
nothibhukto,	নথিভূক্ত,	নথিভুক্ত,	
mach,	ম্যাচ,	মাছ,	
tikka,	টিক্যা,	টিক্কা,	
helloin,	হেলন,	হ্যালোইন,	
atorkite,	আটরকিতে,	অতর্কিতে,	
saajano,	সাজান,	সাজানো,	
ghesa,	ঘেষা,	ঘেঁষা,	
kormokarke,	কর্মকারকে,	কর্মকারকে,	
nishchitrupe,	নিষ্টিচ্রপে,	নিশ্চিতরূপে,	
antarbhuttirmulok,	অন্তর্তভূমূতকূল,	অন্তর্ভুক্তিমূলক,	
