nirarthak,	নিরর্থ,	নিরর্থক,	
aarke,	আরকে,	আরকে,	
drishtir,	দৃষ্টির,	দৃশ্যটির,	
aparagata,	অপরাগত,	অপারগতা,	
sahojlovyotar,	সহহ্যভ্যযার,	সহজলভ্যতার,	
graambaaseeder,	গ্রাম্বাসীদের,	গ্রামবাসীদের,	
hazirhaat,	হাজিরা,	হাজিরহাট,	
zerusalem,	জারুসলেল,	জেরুজালেম,	
shikarke,	শিকারে,	শিকারকে,	
noditikey,	নদিতিকে,	নদীটিকে,	
capsule,	কাসপুলে,	ক্যাপসুল,	
siddhantake,	সিদ্ধন্তকে,	সিদ্ধান্তকে,	
obe,	ওবে,	ওবিই,	
bohal,	বহল,	বহাল,	
kompito,	কম্পিত,	কম্পিত,	
aparogata,	অপরগগত,	অপারগতা,	
ula,	উলা,	উল,	
machhe,	মাছে,	মাছে,	
orbit,	অর্বিত,	অরবিট,	
grontho,	গ্রণ্থ,	গ্রন্থ,	
ghatir,	ঘটির,	ঘাটির,	
potchitrer,	পচ্চিত্রের,	পটচিত্রের,	
tarunke,	তারুনকে,	তরুণকে,	
harir,	হারির,	হরির,	
bhimsen,	ভিমেসন,	ভীমসেন,	
baarbaadoj,	বারাবাজজ,	বার্বাডোজ,	
haipara,	হাইপার,	হাইপার,	
nojod,	নজদ,	নজদ,	
bishshaashi,	বিশ্বাসী,	বিশ্বাসই,	
bbiswashi,	বিশ্বাসী,	বিশ্বাসী,	
amshtrong,	অম্স্ররিং,	আর্মস্ট্রং,	
sayanaida,	সাযানেড,	সায়ানাইড,	
durtomo,	দূর্তম,	দূরতম,	
shochindro,	সচ্চিদ্র,	শচীন্দ্র,	
oxforde,	অক্রোডে,	অক্সফোর্ডে,	
nobotomo,	নবতম,	নবতম,	
nischitabhabe,	নিশ্চিতভাবে,	নিশ্চিতভাবে,	
atyachari,	অত্যাচারী,	অত্যাচারী,	
garnar,	গর্ণার,	গার্নার,	
madelim,	মাডেলিং,	মডেলিং,	
uposthitir,	উপস্থিতির,	উপস্থিতির,	
phala,	ফল,	পোলো,	
ancholgulote,	অন্যলুগোলেত,	অঞ্চলগুলোতে,	
rohoshyor,	রহস্যর,	রহস্যর,	
suraaropito,	সুরাপীত,	সুরারোপিত,	
soommitrar,	সমমিত্রার,	সুমিত্রার,	
habsi,	হাবি,	হাবশী,	
notti,	নটি,	নোটটি,	
qanasarabheshana,	কনসারভেশন,	কনসারভেশন,	
governerer,	গভর্ণেরের,	গভর্ণরের,	
sikkhakke,	শিক্ষাকে,	শিক্ষককে,	
gronthe,	গ্রণ্থে,	গ্রন্থে,	
natunatwa,	নতুন্ত্ব,	নতুনত্ব,	
okkhor,	অক্ষর,	অক্ষর,	
bamonder,	বামন্দের,	বামনদের,	
beshirvagei,	বিশ্রভাগেই,	বেশিরভাগেই,	
pade,	পাদে,	পাড়ে,	
madhobike,	মাধবিকে,	মাধবীকে,	
dharabahikvabe,	ধারাবিকভাবে,	ধারাবাহিকভাবে,	
heights,	হেইটস,	হাইটস,	
nabatamo,	নবতাম,	নবতম,	
ekjoge,	একজোজে,	একযোগে,	
ssumi,	সুমি,	সুমি,	
sonatani,	সননাতি,	সনাতনী,	
technocrat,	টেচন্চর্ট,	টেকনোক্র্যাট,	
categoryer,	কাযাগ্রের,	ক্যাটাগরির,	
boother,	বুথের,	বুথের,	
phareqsa,	ফার্ক্স,	ফরেক্স,	
spenser,	স্পেন্সের,	স্পেন্সার,	
heerani,	হেরানি,	হিরানি,	
abasarer,	অবাসারের,	অবসরের,	
dhhabi,	ধাবি,	ঢাবি,	
aashirbad,	আশির্বাদ,	আশির্বাদ,	
darada,	দারা,	দারদা,	
avetara,	অভেতার,	অবতার,	
pare,	পারে,	পাড়ে,	
agara,	আগার,	আগোরা,	
elaka,	এলাক,	এলাকা,	
antarctica,	অন্রাটকিক,	অ্যান্টার্কটিকার,	
ghenshei,	ঘেনেসে,	ঘেঁষেই,	
sakshatkarer,	সক্ষ্তারের,	সাক্ষাত্কারের,	
zoojyota,	যোজ্যা,	যোজ্যতা,	
modeler,	মদেলের,	মডেলের,	
angkush,	অংকুশ,	অংকুশ,	
eura,	ইউরা,	ইউরো,	
se,	সে,	সে,	
jameske,	জামেসকে,	জেমসকে,	
baireyo,	বৈরেয়ে,	বাইরেও,	
bhotarer,	ভোতারের,	ভোটারের,	
pisach,	পিসা,	পিশাচ,	
dokan,	ডোকান,	দোকান,	
panjikar,	পাঞ্জিকার,	পঞ্জিকার,	
orghyo,	অর্য,	অর্ঘ্য,	
bapokotor,	বাপকতর,	ব্যাপকতর,	
sabche,	সবেছ,	সবচে,	
dakkhinangsho,	দক্ষিংংশ,	দক্ষিণাংশ,	
kamola,	কমলা,	কামলা,	
naphisa,	নাফিস,	নাফিসা,	
ekoghoore,	একগুরে,	একঘরে,	
chhed,	ছেদ,	ছেদ,	
seguloi,	সেগুলোই,	সেগুলোই,	
batikromee,	বাতিক্রমী,	ব্যতিক্রমী,	
easter,	ইস্টের,	ইস্টার,	
gemser,	গেমসের,	জেমসের,	
bhumir,	ভূমির,	ভূমির,	
elaakaate,	এলাকাতে,	এলাকাতে,	
asirbad,	অশির্বা,	আশির্বাদ,	
karmokarer,	কর্মকারের,	কর্মকারের,	
mashajida,	মাসাজিদ,	মসজিদ,	
setio,	সেটিও,	সেটিও,	
ingrejraa,	ইংর্জের,	ইংরেজরা,	
mane,	মানে,	মানে,	
beshirvagyi,	বিশ্রভাগ্যী,	বেশিরভাগই,	
gelo,	গেল,	গেলো,	
taffsher,	টাফসের,	তাফসীর,	
mulor,	মুলর,	মুলোর,	
taalgachh,	তালাগ,	তালগাছ,	
jyoistho,	জ্যোস্থ,	জ্যৈষ্ঠ,	
shikkhakromer,	শিক্ষ্করমের,	শিক্ষাক্রমের,	
naazi,	নাজি,	নাত্সি,	
longhon,	লংঘন,	লংঘন,	
dazjo,	দাজ্জ,	দাহ্য,	
brekthrough,	ব্রেক্রুগ,	ব্রেকথ্রু,	
mokam,	মকাম,	মোকাম,	
augusteen,	আগুস্টিন,	অগাস্টিন,	
mukhomaundoler,	মুখামুলদ্লের,	মুখমণ্ডলের,	
sazanor,	সাজনর,	সাজানোর,	
jonomukhee,	জনমুখি,	জনমুখী,	
kormosompadon,	কর্মসমপদদন,	কর্মসম্পাদন,	
ghatity,	ঘটিত,	ঘাঁটিটি,	
maddhukkori,	মাধ্যককরী,	মাধুকরী,	
abotar,	অবতার,	অবতার,	
dhojobhongo,	ধ্যভঙ্গ,	ধ্বজভঙ্গ,	
markeetim,	মার্কিিং,	মার্কেটিং,	
karta,	কর্ট,	করতা,	
jarusalema,	জরুসললমে,	জেরুসালেম,	
ekar,	একার,	একার,	
heje,	হেজে,	হেজ,	
bonshi,	বন্শি,	বংশী,	
mette,	মেটে,	ম্যাট,	
starcer,	স্টরের,	স্টার্কের,	
brinda,	বৃর্ন্ড,	বৃন্দা,	
pattern,	পাযাট্রেন,	প্যাটার্ন,	
venish,	ভেনিশ,	ভেনিস,	
emergenci,	এমের্ঞেনি,	এমার্জেন্সি,	
saqara,	সকার,	সকার,	
sanaktokaraner,	সংক্তরণের,	সনাক্তকরণের,	
kanooner,	কানুনের,	কানুনের,	
jyeshthaa,	জ্যেস্থ,	জ্যেষ্ঠা,	
anchalsamuher,	অন্যাসমূহের,	অঞ্চলসমূহের,	
abhishangsan,	অভিষ্ষাং,	অভিশংসন,	
zoubankal,	যৌবন্কল,	যৌবনকাল,	
granthatike,	গ্রা্থাতিকে,	গ্রন্থটিকে,	
agiboner,	অগীবনের,	আজীবনের,	
myakbeth,	ম্যাবে,	ম্যাকবেথ,	
abikaul,	অবিকাল,	অবিকল,	
granthatyke,	গ্রা্থাত্যেকে,	গ্রন্থটিকে,	
santoshpur,	সন্ত্সপূর,	সন্তোষপুর,	
dokangoolote,	দকাগুলোতে,	দোকানগুলোতে,	
soourse,	সৌর্সে,	সোর্স,	
itastata,	ইতস্তত,	ইতস্তত,	
antarbhuktimulak,	অন্র্ত্রুমিকূল,	অন্তর্ভুক্তিমূলক,	
shahocharjo,	সহহার্য,	সাহচর্য,	
ancieent,	অন্যানিন্ট,	এনসিয়েন্ট,	
nutaner,	নুতনের,	নূতনের,	
saaed,	সাড,	সাইদ,	
tecno,	টেন,	টেকনো,	
rubi,	রুবি,	রুবী,	
kindom,	কিন্ডম,	কিংডম,	
lutheeran,	লুথিরান,	লুথেরান,	
masterer,	মাস্তেরের,	মাস্টারের,	
pyetarna,	প্যাট্রান্,	প্যাটার্ন,	
bbiswashke,	বিব্ষ্বাকে,	বিশ্বাসকে,	
protijogider,	প্রতিযোগীদের,	প্রতিযোগীদের,	
olpo,	অল্প,	অল্প,	
footballerder,	ফুটাললারের,	ফুটবলারদের,	
ramjaner,	রামজনের,	রমযানের,	
kyathlikder,	ক্যাথলিদের,	ক্যাথলিকদের,	
parijaner,	পরিজনের,	পরিজনের,	
teestar,	টিস্টার,	তিস্তার,	
jakkha,	যাক্ষ,	যক্ষ,	
neelabh,	নিলভা,	নীলাভ,	
protizogii,	প্রতিযোগী,	প্রতিযোগী,	
abhidhaaneek,	অভিধানিক,	অভিধানিক,	
bhorodwaj,	ভরদদ্যা,	ভরদ্বাজ,	
bhaabaaponno,	ভাবাপপন্ন,	ভাবাপন্ন,	
beekargrasta,	বিকারগ্রস্ত,	বিকারগ্রস্ত,	
phikshim,	ফিক্ষিম,	ফিক্সিং,	
samashtigata,	সমস্তিত,	সমষ্টিগত,	
qor,	কোর,	কর,	
titlee,	তিল্,	টাইটেল,	
drishyogulo,	দৃষ্যগুলো,	দৃশ্যগুলো,	
akritakarja,	আকৃত্রক্য,	অকৃতকার্য,	
chidropathe,	চিদ্রপথে,	ছিদ্রপথে,	
dakteekiter,	দাক্তিকের,	ডাকটিকিটের,	
addhatikota,	অদ্ধতিকা,	আধ্যাত্মিকতা,	
marmaara,	মার্মার,	মারমারা,	
cholochchitragulor,	চল্চিচ্রগুলোর,	চলচ্চিত্রগুলোর,	
mododpusto,	মদদদ্্স্ত,	মদদপুষ্ট,	
bhandaare,	ভান্দারে,	ভাণ্ডারে,	
babna,	বা্ন,	বাবনা,	
karmokarke,	কর্মকারকে,	কর্মকারকে,	
gandharir,	গণ্ধারীর,	গান্ধারীর,	
musolmanera,	মুসমলানের,	মুসলমানেরা,	
kakhnoba,	কাঁ্যবা,	কখনওবা,	
hunine,	হুননে,	হুনাইন,	
karore,	কারের,	কারোর,	
kinsa,	কিনস,	কিংস,	
nursery,	নার্সের,	নার্সারি,	
dhhaloor,	ধালুর,	ঢালুর,	
khude,	খুদে,	ক্ষুদে,	
vogirath,	ভগীরাথ,	ভগীরথ,	
jaruri,	জারুরি,	জরূরী,	
ashirbad,	অশির্বাদ,	আশির্বাদ,	
arthanitir,	অর্থনিতির,	অর্থনীতির,	
ponera,	পোনের,	পনের,	
ohong,	অহ্ং,	অহং,	
bhittiti,	ভিত্তি,	ভিত্তিটি,	
teunar,	টিউনার,	টিউনার,	
danabder,	দানবদের,	দানবদের,	
prottokhobhabe,	প্রত্তক্ভভাবে,	প্রত্যক্ষভাবে,	
karmakarer,	কর্মকারের,	কর্মকারের,	
noitikatar,	নৈতিকার,	নৈতিকতার,	
transphorm,	ট্রানফসর্ম,	ট্রান্সফর্ম,	
jeebanjapon,	জীবাজ্জনপ,	জীবনযাপন,	
brekethru,	ব্রেক্ঠুরু,	ব্রেকথ্রু,	
kaloniir,	কালনীর,	কালনীর,	
taunashhipa,	তৌনাশিপ,	টাউনশিপ,	
shommotir,	সম্মতির,	সম্মতির,	
joni,	জনি,	জনি,	
falkser,	ফলক্সের,	ফক্সের,	
ekghorey,	একঘরে,	একঘরে,	
nathivookto,	নাহিভুক্ত,	নথিভুক্ত,	
lakhindarer,	লখ্ষিদ্রের,	লখিন্দরের,	
myari,	ম্যারি,	ম্যারি,	
laaisensh,	লাইনেস্ন,	লাইসেন্স,	
ghoorsen,	ঘুর্সেন,	ঘুরেছেন,	
selim,	সেলিম,	সেলিম,	
peengnaa,	পিংন্,	পিংনা,	
salapheeta,	সলফাফ,	সালফেট,	
hipar,	হিপার,	হাইপার,	
khelafotey,	খেলাফোতে,	খেলাফতে,	
graambaashi,	গ্রাম্বাসী,	গ্রামবাসী,	
dormitori,	দর্মিতি,	ডরমিটরি,	
dhyana,	ধ্যান,	ধ্যান,	
shayatana,	সাযান,	শয়তান,	
shift,	সিফ,	শিফট,	
pooding,	পুডিং,	পুডিং,	
sthapanagulo,	স্পাাাগুলো,	স্থাপনাগুলো,	
teknokrat,	টেকন্করত,	টেকনোক্র্যাট,	
