zoneete,	জনিতে,	যোনীতে,	
ayadabhanshada,	অয্যানাস,	অ্যাডভান্সড,	
leaders,	লেডের্স,	লিডার্স,	
akib,	আকিব,	আকিব,	
template,	টেমপপ্টালে,	টেম্পলেট,	
shreemoti,	শ্রিমতি,	শ্রীমতি,	
ruby,	রব্ি,	রুবী,	
betsman,	ব্টেসমন,	ব্যাটসম্যান,	
marpit,	মারপিত,	মারপিট,	
atyachari,	অত্যাচারী,	অত্যাচারী,	
diyares,	ডিইড্রেস,	ডিআরএস,	
ghur,	ঘুর,	ঘুর,	
buildar,	বিল্যার,	বিল্ডার,	
sheat,	সেট,	সিট,	
ashachetan,	আসাচেনেন,	অসচেতন,	
grantha,	গ্রানথ,	গ্রন্থ,	
gondho,	গণ্ধ,	গন্ধ,	
ishter,	ইস্টের,	ইস্টের,	
shaarthe,	সার্থে,	স্বার্থে,	
saqara,	সাকার,	সকার,	
shasankorta,	শাসাক্তার,	শাসনকর্তা,	
protjogiita,	প্রত্যগিত,	প্রতিযোগীতা,	
kheylechen,	খেছেছেলন,	খেলেছেন,	
durbhagya,	দূর্ভাগ্য,	দূর্ভাগ্য,	
majlish,	মাজিলিস,	মজলিশ,	
phoxkon,	ফোক্ন,	ফক্সকন,	
daackticketer,	ডাক্টাকেকেটের,	ডাকটিকিটের,	
mayily,	মাইলিল,	মাইলি,	
emgee,	এম্গি,	এমজি,	
shoow,	শুভ,	শো,	
obie,	অবি,	ওবিই,	
baharampoorer,	বাহারপপরের,	বহরমপুরের,	
chalochchitrei,	চলচচচ্ছের,	চলচ্চিত্রেই,	
pratishthanik,	প্রত্ষানিতানক,	প্রাতিষ্ঠানিক,	
abolokon,	অবলককন,	অবলোকন,	
nirorthok,	নির্রক,	নিরর্থক,	
dhauta,	ধুতা,	ধৌত,	
nischitrupe,	নিসিক্রপপপে,	নিশ্চিতরূপে,	
ebham,	ইভাম,	ইভিএম,	
fishing,	ফেশিং,	ফিসিং,	
concert,	কন্্্ট্ট,	কানসাট,	
hondooras,	হন্দ্রাস,	হন্ডুরাস,	
anti,	আন্টি,	আন্টি,	
megher,	মেগের,	মেঘের,	
ranodeep,	রানদিপ,	রণদীপ,	
nodigulo,	নদিগুলো,	নদীগুলো,	
heelse,	হিলসে,	হিলসে,	
sudrissho,	সুদ্দ্,	সুদৃশ্য,	
tofaat,	টোটা,	তফাৎ,	
baiqa,	বাইকা,	বাইক,	
uuipoka,	উউপিকা,	উইপোকা,	
samaveshke,	সমাবাকেক,	সমাবেশকে,	
kyapasula,	ক্যাপপলল,	ক্যাপসুল,	
dosheeder,	দশশেদের,	দোষীদের,	
padarthabidder,	পদ্্ত্বাদ্দদের,	পদার্থবিদদের,	
kottor,	কত্তর,	কট্টর,	
bamona,	বামনা,	বামনা,	
hosne,	হাসনে,	হোসনে,	
ashe,	আসে,	আসে,	
iash,	এসস,	আইএএস,	
tyap,	ত্যাপ,	ট্যাপ,	
degreeo,	দেগ্রি,	ডিগ্রিও,	
bishshaash,	বিশ্ষাস,	বিশ্বাস,	
valobasa,	ভালবাস,	ভালোবাসা,	
temoni,	টেমনি,	তেমনই,	
heart,	হার্ট,	হার্ট,	
wenish,	ইযেনিং,	ভেনিস,	
eenameel,	ইনমমমল,	এনামেল,	
bhugten,	ভুগতেন,	ভুগতেন,	
chikitsar,	চিকিৎস্র,	চিকিত্সার,	
mangolik,	মঙ্গলিক,	মাঙ্গলিক,	
rooshod,	রোশদ,	রুশদ,	
jerusalema,	জেরামমলল,	জেরুসালেম,	
trupa,	ত্রপপ,	ট্রুপ,	
ancholsaho,	অন্চচলল,	অঞ্চলসহ,	
haajarer,	হাজারের,	হাজারের,	
modelder,	মদদেলের,	মডেলদের,	
shrimoti,	শ্রিমতি,	শ্রীমতি,	
phokshkon,	ফক্ষকন,	ফক্সকন,	
sampadaner,	সম্পাদনের,	সম্পাদনের,	
patjato,	পাততত,	পাটজাত,	
modeley,	মদেলে,	মডেলে,	
jojyata,	জজ্যতা,	যোজ্যতা,	
dolgulo,	দললুলো,	দলগুলোও,	
turkmen,	তুরক্মন,	তুর্কমেন,	
jeebnagar,	জিবনগার,	জীবননগর,	
mosleh,	মসললল,	মোসলেহ,	
segulor,	সেগুলোর,	সেগুলোর,	
osoborno,	অবব্রন,	অসবর্ণ,	
jalrang,	জাল্রগ,	জলরঙ,	
shhepha,	সেফ,	শেফ,	
valobasar,	ভালবাসার,	ভালোবাসার,	
kadarer,	কাদারের,	কদরের,	
parjotaker,	পার্তাতের,	পর্যটকের,	
spredshiit,	স্প্র্ডেশিট,	স্প্রেডশীট,	
sookkho,	সুখ্ষ,	সুক্ষ্ম,	
seconde,	সেক্ডে,	সেকেন্ডে,	
shpredshiit,	স্প্র্দিশিট,	স্প্রেডশীট,	
oholla,	আহলল,	অহল্যা,	
jaistha,	জািস্থ,	জ্যৈষ্ঠ,	
provuder,	প্রভদদের,	প্রভুদের,	
brooklyn,	ব্রক্ললন,	ব্রুকলিন,	
hepataitisa,	হাপাটিটিশ,	হেপাটাইটিস,	
ganoparibahaner,	গণপাপাানের,	গণপরিবহনের,	
bagdhara,	বাগ্ার,	বাগধারা,	
nishad,	নিশদ,	নিষাদ,	
khelafatey,	খেলাফতে,	খেলাফতে,	
adhyatmik,	অধ্যাতিক,	আধ্যাত্মিক,	
graambaaseer,	গ্রামাসাসীর,	গ্রামবাসীর,	
monjushree,	মন্যুসীর,	মঞ্জুশ্রী,	
eshoshiyetasha,	এসেসেসিটাস,	এসোসিয়েটস,	
rakshanbhag,	রক্ষাগগগ,	রক্ষণভাগ,	
dadaa,	দাডা,	দাদা,	
abikal,	অবিকাল,	অবিকল,	
prokolpow,	প্রকপপল,	প্রকল্পও,	
estoonia,	এস্টানিয়,	এস্তোনিয়া,	
annarup,	আন্্ররপ,	অন্যরূপ,	
sahapatheekey,	সহপাথিকে,	সহপাঠীকে,	
grambaasi,	গ্রামাসসী,	গ্রামবাসী,	
koyartara,	কোযার্টার,	কোয়ার্টার,	
lutharen,	লোটারন,	লুথেরান,	
marodeho,	মররধে,	মরদেহ,	
besirbhagi,	বিশ্বারগী,	বেশিরভাগই,	
aarakani,	আরাকানী,	আরাকানী,	
sinakey,	সিনাকে,	সিনাকে,	
anciint,	আন্যন্টিন,	এনসিয়েন্ট,	
masto,	মাস্ত,	মাস্ত,	
boney,	বনে,	বনে,	
gronther,	গ্রথের,	গ্রন্থের,	
ministerer,	মিনিস্টার,	মিনিস্টারের,	
folok,	ফলক,	ফলক,	
uipokar,	উউপকার,	উইপোকার,	
ogrodoot,	অগ্রগত,	অগ্রদূত,	
hizrite,	হিজ্রিতে,	হিজরীতে,	
nirgoon,	নির্গন,	নির্গুণ,	
dharabahikotitey,	ধর্বাতিততে,	ধারাবাহিকটিতে,	
phareqsa,	ফারেকস,	ফরেক্স,	
bagda,	বাগ্ড,	বাগদা,	
abhidhaaneeck,	অভিধানকক,	অভিধানিক,	
nikela,	নিকেলাল,	নিকেল,	
janoganonar,	জননানার,	জনগণনার,	
thawre,	তাভের,	থরে,	
oichchik,	অচিকিক,	ঐচ্ছিক,	
gasthigulo,	গাস্তিগুল,	গোষ্ঠীগুলো,	
dola,	ডলল,	দলা,	
sonatani,	সনতানি,	সনাতনী,	
rananganey,	রাঙাগনে,	রণাঙ্গনে,	
ghatity,	ঘতিতি,	ঘাঁটিটি,	
patzat,	পাততত,	পাটজাত,	
yuq,	উযক,	ইয়াক,	
shorting,	সর্তিং,	সর্টিং,	
moonim,	মোনিম,	মুনিম,	
bagey,	বাগে,	বাগে,	
panchbar,	পাঁচার,	পাঁচবার,	
huk,	হুক,	হুক,	
masjidtir,	মাস্দিতির,	মসজিদটির,	
dharabahikti,	ধারাবাতিতি,	ধারাবাহিকটি,	
photanor,	ফতনার,	ফোটানোর,	
windows,	উইন্ড্ব,	উইন্ডোস,	
omeettrakkhor,	অনিত্রক্রর,	অমিত্রাক্ষর,	
okhondota,	অখ্দনত,	অখণ্ডতা,	
spreedashita,	স্প্র্দিশিশ,	স্প্রেডশীট,	
minishtar,	মিনিস্টার,	মিনিস্টার,	
ghatlo,	ঘটলল,	ঘটল,	
biswashi,	বিশ্বাশী,	বিশ্বাসী,	
lesensa,	লেনেস্স,	লাইসেন্স,	
heje,	হেজে,	হেজ,	
sepha,	সেফ,	শেফ,	
decke,	ডেকে,	ডেকে,	
gatihin,	গাঠিহন,	গতিহীন,	
barnis,	বার্নিং,	বার্নিশ,	
naditi,	নদিতি,	নদীটি,	
rotheen,	রথিন,	রথীন,	
ketechila,	কেটেছিল,	কেটেছিল,	
besorkarikoron,	বেশকরককরণণ,	বেসরকারিকরণ,	
oitihyer,	অতিয্যের,	ঐতিহ্যের,	
pratisthanikvabe,	প্রত্তিত্তাবাবকে,	প্রাতিষ্ঠানিকভাবে,	
chalachchitra,	চলচচচচাত্র,	চলচ্চিত্র,	
qaroo,	কারো,	কারো,	
bishaashke,	বিশ্ষাকে,	বিশ্বাসকে,	
nothivooktir,	নথিক্তিত,	নথিভুক্তির,	
touraat,	তৌরত,	তওরাত,	
saatzon,	সত্জন,	সাতজন,	
plainti,	প্লালনটি,	প্লেনটি,	
muphti,	পোঁটি,	মুফতি,	
obikol,	অবিকল,	অবিকল,	
taunasipa,	তাপাপিপ,	টাউনশিপ,	
ganjona,	গ্যনা,	গঞ্জনা,	
mauhajote,	মহাজততে,	মহাজোট,	
koreempoor,	করিপপপর,	করিমপুর,	
bhabaponno,	ভাবপন্,	ভাবাপন্ন,	
hori,	হরি,	হরি,	
roopdan,	রূপ্দন,	রুপদান,	
donut,	দুনত,	ডোনাট,	
bhaskor,	ভাষক্র,	ভাস্কর,	
chheelona,	চিলনা,	ছিলনা,	
aagost,	অগস্ট,	আগষ্ট,	
gonesher,	গণেশের,	গণেশের,	
jaj,	জাজ,	জাজ,	
ishan,	আসনন,	ঈশান,	
bagdady,	বাদ্দা,	বাগদাদী,	
deqe,	ডেকে,	ডেকে,	
smarak,	স্মারক,	স্মারক,	
sima,	সিমা,	সীমা,	
grawth,	গ্রথ,	গ্রোথ,	
himi,	হিমি,	হিমি,	
marketing,	মার্কেনিং,	মার্কেটিং,	
piroojalee,	পিরাজলী,	পিরুজালী,	
kiandi,	কিন্ডি,	ক্যান্ডি,	
aiiub,	আইইব,	আইইউবি,	
zuktorastreo,	জুক্তর্ত্রে,	যুক্তরাষ্ট্রেও,	
messengerer,	মেসেন্গের,	মেসেঞ্জারের,	
toronee,	তরণ,	তরণী,	
pleeta,	প্লিট,	প্লেট,	
nimitto,	নিমিত্ত,	নিমিত্ত,	
ceema,	সেমা,	সীমা,	
sotorko,	সত্রো,	সতর্ক,	
sachetanotamulok,	সাচাতননামূক,	সচেতনতামূলক,	
nederland,	নেডান্ডান্ড,	নেদারল্যান্ড,	
siramiqs,	সিরামিক,	সিরামিকস,	
engil,	এন্গিলল,	ইঞ্জিল,	
graambasheeo,	গ্রামাসবী,	গ্রামবাসীও,	
golakritir,	গোলকতরির,	গোলাকৃতির,	
munshi,	মনশি,	মুন্সী,	
roopdaan,	রোপ্দন,	রুপদান,	
iling,	ইলিংংং,	ইলিং,	
qredita,	ক্রেডিট,	ক্রেডিট,	
iunita,	উউনিত,	ইউনিট,	
nirikh,	নিরিক,	নিরিখ,	
obotar,	অবতার,	অবতার,	
ishiyatika,	ইসিটিককা,	এশিয়াটিক,	
bhalobasar,	ভালবাসার,	ভালোবাসার,	
satthik,	সাঠ্িক,	সঠিক,	
jolrang,	জল্রগ,	জলরঙ,	
jounatar,	জৌনতার,	যৌনতার,	
bondhuderke,	বন্দদকে,	বন্ধুদেরকে,	
diibug,	দিবিগ,	ডিবাগ,	
japaanira,	জাপানির,	জাপানিরা,	
telakucha,	টেলকাচা,	তেলাকুচা,	
kkomandar,	কমনন্ডার,	কমাণ্ডার,	
sahochorjo,	সহচ্র্য,	সাহচর্য,	
dayitwa,	দাইত্ব,	দায়িত্ব,	
sarano,	সারনো,	সরানো,	
definision,	ডেফিনিশন,	ডেফিনেশন,	
shtonahenja,	স্টাননভান,	স্টোনহেঞ্জ,	
cholocchitro,	চলচচচত্র,	চলচ্চিত্র,	
vabook,	ভাবক,	ভাবুক,	
chalochchitraeer,	চলচচচচ্রার,	চলচ্চিত্রের,	
rezidence,	রেজিন্ডেন,	রেসিডেন্স,	
engrejra,	এন্গ্রেজার,	ইংরেজরা,	
rohosyer,	রহস্যের,	রহস্যের,	
pachak,	পাচক,	পাচক,	
boarana,	বররান,	বোরন,	
dokaan,	দোকান,	দোকান,	
timothi,	তিমাি,	টিমোথি,	
graambashi,	গ্রামাসসী,	গ্রামবাসী,	
ancholti,	অনচচলি,	অঞ্চলটি,	
postar,	পাস্টার,	পোস্টের,	
moddhyoshtho,	মধ্য্যস,	মধ্যস্থ,	
