keke,	কেক,	কেকে,	
mookhomandoler,	মুখমন্ডলের,	মুখমণ্ডলের,	
nothivookta,	নথিভুক্ত,	নথিভুক্ত,	
juboke,	যুবকে,	যুবকে,	
dael,	ডেল,	ডেইল,	
laeshesh,	লেসেস,	লাইসেন্স,	
gonesh,	গণেশ,	গণেশ,	
potchitrer,	পচিত্রের,	পটচিত্রের,	
temonbhabe,	তেমনভাবে,	তেমনভাবে,	
cn,	সিএন,	সিএন,	
jathaarthobhaabe,	যথার্থভাবে,	যথার্থভাবে,	
harris,	হ্যারিস,	হ্যারিস,	
reno,	রেন,	রেনো,	
aaireesh,	আইরিশ,	আইরিস,	
jalatanko,	জলতানক,	জলাতঙ্ক,	
everestey,	এভেরাস্টে,	এভারেস্টে,	
nobotom,	নবতম,	নবতম,	
soorti,	শুর্তি,	সুরটি,	
fanda,	ফাঁ্ড,	ফান্ড,	
asamanno,	অসমান্য,	অসামান্য,	
sheekarke,	শিকারকে,	শিকারকে,	
harj,	হার্জ,	হার্জ,	
udor,	উদর,	উদর,	
baju,	বাজু,	বাজু,	
nodiike,	নদিকে,	নদীকে,	
maudeley,	মড্ডলে,	মডেলে,	
bharatey,	ভারতে,	ভারতে,	
cal,	কল,	চাল,	
mesenjjarer,	মেশেজ্ঞারের,	মেসেঞ্জারের,	
udbodhonee,	উদ্বোধনী,	উদ্বোধনী,	
drishyokey,	দৃষ্যকে,	দৃশ্যকে,	
chal,	চল,	চাল,	
sahochorjo,	সহচর্য,	সাহচর্য,	
niranjon,	নিরঞ্জন,	নিরঞ্জন,	
jeevjontu,	জীজনন্তু,	জীবজন্তু,	
spredsheet,	স্প্রেসেট,	স্প্রেডশীট,	
sampadankaree,	সম্পাদনকারী,	সম্পাদনকারী,	
poojito,	পুজিত,	পুজিত,	
asiatic,	অসিটাক,	এশিয়াটিক,	
engineerin,	ইঞ্জিনারিন,	ইঞ্জিনিয়ারিং,	
dajjho,	দাঝয,	দাহ্য,	
shamijir,	সমীজীর,	স্বামীজীর,	
rabe,	রেব,	রবে,	
jonomukhi,	জনমুখখী,	জনমুখী,	
consarvation,	কনস্রেভেশন,	কনসারভেশন,	
senabahineeow,	সেনাবাহিনন,	সেনাবাহিনীও,	
duburir,	দুবুরীর,	ডুবুরির,	
tyap,	ট্যাপ,	ট্যাপ,	
heje,	হেজে,	হেজ,	
firoze,	ফিরোজে,	ফিরোজ,	
rahee,	রাহী,	রাহি,	
lombate,	লম্বাতে,	লম্বাটে,	
kinsha,	কিংস,	কিংস,	
jahora,	জাহরা,	যাহরা,	
ghotlo,	ঘটল,	ঘটল,	
shotokeo,	শতকেও,	শতকেও,	
karater,	করাতের,	কারাতের,	
manab,	মানব,	মানব,	
gronthei,	গ্রন্থই,	গ্রন্থেই,	
stain,	স্টেন,	স্টেন,	
saabbir,	সাব্যীর,	সাব্বির,	
chalochchitrotike,	চলচ্চিত্রিকে,	চলচ্চিত্রটিকে,	
ghatleo,	ঘটলেও,	ঘটলেও,	
bujhleo,	বুঝলেও,	বুঝলেও,	
sangkulaan,	সংকুলান,	সংকুলান,	
chutite,	ছুটিতে,	ছুটিতে,	
bonnypran,	বন্যপ্রাণ,	বন্যপ্রাণ,	
eokee,	ইকে,	এওকি,	
asbar,	আসবার,	আসবার,	
alexandarkey,	আলেকান্ডারকে,	আলেকজান্ডারকে,	
hotodoreedro,	হতদরের্দে,	হতদরিদ্র,	
skora,	স্কোর,	স্কোর,	
bonnopraan,	বন্যপ্রাণ,	বন্যপ্রাণ,	
iispredshiit,	ঈস্পেরসেট,	স্প্রেডশীট,	
suparichito,	সুপারিচিত,	সুপরিচিত,	
anchalgoolir,	অঞ্চালগুলির,	অঞ্চলগুলির,	
joistho,	জৈষ্ঠ,	জ্যৈষ্ঠ,	
gunje,	গুঞজে,	গুঁজে,	
bisshaskey,	বিশ্বাসকে,	বিশ্বাসকে,	
bbiseshyo,	বিশেষ্য,	বিশেষ্য,	
utsaho,	উত্সাহ,	উৎসাহ,	
manohar,	মননহার,	মনোহর,	
thaanobhi,	থানভি,	থানভী,	
swosti,	স্বস্তি,	স্বস্তি,	
pathanirdeshana,	পথনির্দেশন,	পথনির্দেশনা,	
jubokey,	যুবকে,	যুবকে,	
jandrel,	যান্ড্রেল,	জাঁদরেল,	
oichchheek,	ঐচ্ছিক,	ঐচ্ছিক,	
duburira,	দুবুরীরা,	ডুবুরিরা,	
bhogno,	ভগ্ন,	ভগ্ন,	
nadigulir,	নাদিগুলির,	নদীগুলির,	
ganaparibahan,	গণপরিবন,	গণপরিবহন,	
jolatonko,	জলাতনক্,	জলাতঙ্ক,	
aksathei,	একসাথেই,	একসাথেই,	
ohollar,	অহলার,	অহল্যার,	
roshider,	রশীদের,	রশিদের,	
peto,	পেতো,	পেত,	
shikhra,	শিখ্রা,	শিখরা,	
umedpur,	উমেদপুর,	উমেদপুর,	
kaley,	কালে,	কালে,	
tottoraat,	তত্তরাত,	তওরাত,	
pouchhute,	পৌছ্ছে,	পৌঁছুতে,	
boorana,	বুরান,	বোরন,	
danabder,	দানাবদের,	দানবদের,	
sushukkhar,	শুশুক্ষার,	সুশিক্ষার,	
chhatogalper,	ছোটোগল্পের,	ছোটগল্পের,	
durgo,	দুর্গ,	দুর্গ,	
samoshtigato,	সমস্তিগত,	সমষ্টিগত,	
bhabotarini,	ভবত্রণী,	ভবতারিণী,	
batsmaner,	বাযাস্মানের,	ব্যাটসম্যানের,	
sabaner,	সাবনের,	সাবানের,	
priitii,	প্রীতী,	প্রিটি,	
gonna,	গণ্য,	গননা,	
obe,	ওবে,	ওবিই,	
drisser,	দ্রিসের,	দৃশ্যের,	
ekkoghore,	একঘরে,	একঘরে,	
oitihyer,	ঐতিহ্যের,	ঐতিহ্যের,	
qarpeta,	কর্পেট,	কার্পেট,	
chhon,	ছন,	ছোঁ,	
heze,	হেজে,	হেজ,	
ship,	শিপ,	শিপ,	
juktorashtreo,	যুক্তরাস্ট্রে,	যুক্তরাষ্ট্রেও,	
ujobekeestaner,	উজবেকিস্তানের,	উজবেকিস্তানের,	
phooloo,	ফুল,	পোলো,	
jerakam,	জেরকম,	যেরকম,	
koota,	কোট,	কোটা,	
juktarashtrer,	যুক্তরাস্ট্রের,	যুক্তরাষ্ট্রের,	
thai,	থাই,	থাই,	
nanir,	নানির,	নানীর,	
digree,	ডিগ্রী,	ডিগ্রি,	
shtonehenge,	স্টনেহেগ্নে,	স্টোনহেঞ্জ,	
sangosthatir,	সংস্থাটির,	সংস্থাটির,	
koreempoor,	করিমপুর,	করিমপুর,	
kkomandar,	কমান্ডার,	কমাণ্ডার,	
licencer,	লিযান্সের,	লাইসেন্সের,	
itastatoh,	ইতাস্তা,	ইতস্ততঃ,	
daktikiter,	দাক্িতিকের,	ডাকটিকিটের,	
noiteekotabodh,	নৈটিযকাবধ,	নৈতিকতাবোধ,	
qonfliqt,	কনফলিক্ট,	কনফ্লিক্ট,	
dhonni,	ধননি,	ধন্যি,	
debating,	ডেবটিং,	ডিবেটিং,	
shatoker,	শতকের,	শতকের,	
milton,	মিল্টন,	মিলটন,	
nirbachaker,	নির্বাচকের,	নির্বাচকের,	
hiranee,	হিরানী,	হিরানি,	
buffer,	বাফের,	বাফার,	
soinyosaho,	সৈন্যসহ,	সৈন্যসহ,	
bamonder,	বমন্দের,	বামনদের,	
arsie,	আর্সি,	আরসিএ,	
baait,	বাইট,	বাইট,	
durgondher,	দুর্গন্ধের,	দুর্গন্ধের,	
gori,	গরি,	গোরি,	
gondho,	গণ্ধ,	গন্ধে,	
paira,	পাইর,	পাইরা,	
nirabata,	নীরবতা,	নিরবতা,	
chalo,	চলো,	চলো,	
balatkar,	বালাকার,	বলাৎকার,	
muhammad,	মুহাম্মদ,	মুহম্মদ,	
danaqana,	ডানাকন,	ডানকান,	
title,	টিলল,	টাইটেল,	
pooroheetder,	পুরহিতদের,	পুরোহিতদের,	
heightsh,	হাইটস,	হাইটস,	
bahubar,	বাহুবার,	বহুবার,	
kooshumba,	কুসম্বা,	কুশুম্বা,	
zoubankal,	যৌবনক্যাল,	যৌবনকাল,	
ssosha,	সসা,	শশা,	
bishwashe,	বিশ্বাসে,	বিশ্বাসে,	
hijrite,	হিজরিতে,	হিজরীতে,	
sonali,	সোনালী,	সোনালী,	
smaroker,	স্মরকের,	স্মারকের,	
ukeliptas,	উপেকিল্পসাস,	ইউক্যালিপ্টাস,	
sainyo,	সৈন্য,	সৈন্য,	
ingrejiteo,	ইংরেজিতে,	ইংরেজিতেও,	
yathaarthabhaabe,	যথার্থভাবে,	যথার্থভাবে,	
suchonakal,	সূচনাকাল,	সূচনাকাল,	
traytey,	ট্রেটে,	ট্রেতে,	
gambasi,	গম্বাসী,	গ্রামবাসী,	
shrishri,	শৃশ্রী,	শ্রীশ্রী,	
elaaka,	এলাকা,	এলাকা,	
shomsti,	শম্টি,	সমষ্টি,	
shkalashtika,	স্কলাস্টিক,	স্কলাস্টিক,	
poscime,	পশ্চিমে,	পশ্চিমে,	
ganoparibahan,	গণপরিবন,	গণপরিবহন,	
pnouchute,	পুঁছুতে,	পৌঁছুতে,	
ekshotee,	একশতি,	একশোটি,	
obhishangson,	অভিষংসন,	অভিশংসন,	
parjotaker,	পর্যটকের,	পর্যটকের,	
militarite,	মিলিটারে,	মিলিটারিতে,	
karmokandeo,	কর্মকান্ডে,	কর্মকাণ্ডেও,	
verma,	ভার্মা,	ভার্মা,	
cholo,	চলো,	চলো,	
stoone,	স্টুন,	স্টোন,	
fern,	ফার্ন,	ফার্ন,	
pharna,	ফর্ন,	ফার্ন,	
haitasa,	হাইতস,	হাইটস,	
phixing,	ফিক্িং,	ফিক্সিং,	
mataram,	মোতরাম,	মাতরম,	
chandrimaa,	ছন্দ্রীমা,	চন্দ্রিমা,	
satan,	সতান,	শয়তান,	
rokibul,	রকিবিল,	রকিবুল,	
shaluk,	সালুক,	শালুক,	
unitgulo,	উউনিতগুলো,	ইউনিটগুলো,	
niro,	নিরো,	নির,	
kredita,	ক্রেডিত,	ক্রেডিট,	
sifi,	সিফি,	সাইফাই,	
jacksan,	যেকশন,	জ্যাকসন,	
biqe,	বীকে,	বাইক,	
pharanyeta,	ফরন্যেট,	ফরম্যাট,	
dosheeder,	দশীদের,	দোষীদের,	
graambaseeder,	গ্রামবাসীদের,	গ্রামবাসীদের,	
ameettrakkhor,	অমিত্রক্ষ্র,	অমিত্রাক্ষর,	
mojlishpur,	মজিল্পুর,	মজলিশপুর,	
obhishangsan,	অভিষংসন,	অভিশংসন,	
engrejer,	ইংরেজের,	ইংরেজের,	
devolapar,	ডেভলাপার,	ডেভলপার,	
hondooras,	হন্দুরাস,	হন্ডুরাস,	
restaurant,	রেস্টারান্ট,	রেষ্টুরেন্ট,	
qaferderkey,	কাফারেদকে,	কাফেরদেরকে,	
bohubar,	বহুবার,	বহুবার,	
bufer,	বুফের,	বাফার,	
dwipgulote,	দ্বিগগুলোতে,	দ্বীপগুলোতে,	
akkhar,	অক্ষার,	অক্ষর,	
damodar,	দমদোদার,	দামদর,	
ragke,	রাগকে,	রাগকে,	
kutir,	কুটির,	কুটির,	
duuma,	দুমা,	দুমা,	
janapath,	জনপথ,	জনপথ,	
porizoner,	পরিজনের,	পরিজনের,	
imirgincy,	মিরিজন্সি,	এমার্জেন্সি,	
naaneer,	নানির,	নানীর,	
mathews,	মথয়েস,	ম্যাথিউস,	
grambaasee,	গ্রাম্বাসী,	গ্রামবাসী,	
nothivukto,	নথিভূক্ত,	নথিভুক্ত,	
bashite,	বাশিতে,	বাঁশিতে,	
pleney,	প্লেনে,	প্লেনে,	
krisenter,	ক্রিসেন্টের,	ক্রিসেন্টের,	
majdur,	মজদুর,	মজদুর,	
prokalpagulor,	প্রক্লগুলোর,	প্রকল্পগুলোর,	
sukkhma,	সুক্ষ্মা,	সুক্ষ্ম,	
risorte,	রিসর্টে,	রিসোর্টে,	
dasha,	দশা,	দোসা,	
kaansaater,	কানসাতের,	কানসাটের,	
bethik,	বেঠিক,	বেঠিক,	
jati,	জাতি,	যাতি,	
scholarship,	স্কলারশিপ,	স্কলারশিপ,	
karadondey,	কারাদন্ডে,	কারাদণ্ডে,	
heavy,	হেভি,	হেভি,	
nogonyo,	নগন্য,	নগণ্য,	
eshkol,	এসকল,	এসকল,	
musolmanera,	মুসল্মনারা,	মুসলমানেরা,	
porissrom,	পরিষ্রম,	পরিশ্রম,	
himi,	হিমি,	হিমি,	
jhijhi,	ঝিঝি,	ঝিঝি,	
site,	সিটে,	সিটে,	
bojhao,	বোঝাও,	বোঝাও,	
heriken,	হেরিকেন,	হ্যারিকেন,	
bissashii,	বিশ্বাসী,	বিশ্বাসী,	
mosjidti,	মসজিদটি,	মসজিদটি,	
adwanced,	অ্যাডন্যাসেড,	অ্যাডভান্সড,	
soinyoder,	সৈন্যদের,	সৈন্যদের,	
ponchaasjon,	পঞ্চাশন,	পঞ্চাশজন,	
