sofir,	শফীর,	সোফির,	
kark,	কার্ক,	কার্ক,	
taimas,	টাইমস,	টাইমস্,	
galpokar,	গল্পকার,	গল্পকার,	
nebhate,	নেভাতে,	নেভাতে,	
shilpojat,	শিল্পজতা,	শিল্পজাত,	
gajano,	গাজন,	গজানো,	
titlee,	তিতল,	টাইটেল,	
somoshtigoto,	সমস্তিগত,	সমষ্টিগত,	
oboshore,	অবশরে,	অবসরে,	
dhaanche,	ধাঁচে,	ধাঁচে,	
barbadoz,	বারবাদ,	বার্বাডোজ,	
gutano,	গুটানো,	গুটানো,	
phutantoa,	ফুটান্টা,	ফুটন্ত,	
maktum,	মক্াম,	মাকতুম,	
surakarder,	সুরকর্দের,	সুরকারদের,	
prosadhani,	প্রসাধানী,	প্রসাধনী,	
shtena,	স্টেন,	স্টেন,	
ssumoo,	সুমু,	সুমো,	
bishwaashshke,	বিশ্বাসকে,	বিশ্বাসকে,	
poorohitra,	পুরুহিত্র,	পুরোহিতরা,	
angkush,	অ্যাংকুস,	অংকুশ,	
norton,	নর্তন,	নর্টন,	
cyphy,	সাইফি,	সাইফাই,	
maarmader,	মার্মদের,	মারমাদের,	
chhutir,	ছুটির,	ছুটির,	
sikhra,	শিখরা,	শিখরা,	
pratijogitamulak,	প্রতিযোগিতামূলক,	প্রতিযোগীতামূলক,	
grip,	গ্রীপ,	গ্রিপ,	
ballabh,	বল্লাভ,	বল্লভ,	
onodhikar,	অন্ধিকার,	অনধিকার,	
bayshorkarikarone,	বেসরকারিকরণ,	বেসরকারিকরণ,	
shef,	সেফ,	শেফ,	
aholyar,	অহল্যার,	অহল্যার,	
soundarjyo,	সৌন্দর্য্য,	সৌর্ন্দয্য,	
chaalabi,	চালাবি,	চালাবে,	
ronangone,	রণাঙ্গনে,	রণাঙ্গনে,	
azim,	আজিম,	আজিম,	
diaraesa,	ডিয়রেস,	ডিআরএস,	
chitronattakar,	চিত্রনাট্যকার,	চিত্রনাট্যকার,	
overveu,	ওভারবিউ,	ওভারভিউ,	
navel,	নেভেল,	নভেল,	
shrishri,	শ্রীশরি,	শ্রীশ্রী,	
itostatah,	ইতস্তত,	ইতস্ততঃ,	
sangasthati,	সংস্থাটি,	সংস্থাটি,	
necker,	নিকের,	নেকের,	
armstronj,	আর্মস্ট্রিজ,	আর্মস্ট্রং,	
sanaktokoroner,	সনাক্তকরণের,	সনাক্তকরণের,	
neerbachoker,	নির্বাচকের,	নির্বাচকের,	
daakteekite,	ডাক্তিকিতে,	ডাকটিকিটে,	
prakalpagulor,	প্রকালগুলোর,	প্রকল্পগুলোর,	
torooner,	তরুণের,	তরুণের,	
heepatitis,	হিপাটিটিস,	হেপাটাইটিস,	
overview,	ওভারবিউ,	ওভারভিউ,	
bedke,	বেদকে,	বেদকে,	
adwanced,	অ্যাডভান্সেড,	অ্যাডভান্সড,	
jonosamaj,	জনসমাজ,	জনসমাজ,	
bea,	বিএ,	বি,	
orthanitite,	অর্থনীতিতে,	অর্থনীতিতে,	
pratistha,	প্রতিষ্ঠা,	প্রতিষ্টা,	
mahajote,	মহাজতে,	মহাজোট,	
reflex,	রিফলেক্স,	রিফ্লেক্স,	
santoshpur,	সন্তসপুর,	সন্তোষপুর,	
olongkoron,	অলংকরণ,	অলঙ্করণ,	
padee,	পদদ,	পাড়ে,	
abheedhaner,	অভিধানের,	অভিধানের,	
marmaraa,	মার্মার,	মারমারা,	
sures,	সুরেশ,	সুরেশ,	
ivaner,	ইভানের,	ইভানের,	
eporjonta,	এপর্জন্ত,	এপর্যন্ত,	
bayi,	বাই,	বাঈ,	
samannoi,	সমান্নই,	সামান্যই,	
vromonkaley,	ভ্রমণকালে,	ভ্রমণকালে,	
nogonno,	নগোনন,	নগণ্য,	
zeebonjapon,	জীবনযাপন,	জীবনযাপন,	
sonali,	সোনালি,	সোনালী,	
epiela,	এপিলে,	আইপিএল,	
prottokhobhabe,	প্রত্যাখভাবে,	প্রত্যক্ষভাবে,	
gajetted,	গেজেটেদ,	গেজেটেড,	
nadigulir,	নাদিগুলির,	নদীগুলির,	
prettii,	প্রত্বীই,	প্রিটি,	
taunashhipa,	তুনাশশিপ,	টাউনশিপ,	
alngkoron,	অলংকরণ,	অলঙ্করণ,	
jeansh,	জিনস,	জিন্স,	
boring,	বরিং,	বোরিং,	
bikretara,	বিকৃতরা,	বিক্রেতারা,	
parswer,	পারসের,	পার্শ্বে,	
segulo,	সেগুলো,	সেগুলো,	
bonobhumi,	বনভূমি,	বনভূমি,	
cholochchitroi,	চলচিত্রী,	চলচ্চিত্রই,	
kathhmandute,	কাঠমন্দুতে,	কাঠমান্ডুতে,	
canflikt,	কাফাক্লিক্ট,	কনফ্লিক্ট,	
chhedon,	ছেদন,	ছেদন,	
patzat,	পটজাত,	পাটজাত,	
chikitsar,	চিকিৎসার,	চিকিত্সার,	
shector,	সেক্টর,	সেক্টর,	
dhanyi,	ধাঁই,	ধন্যি,	
damone,	ডমনে,	দমনে,	
hoteltee,	হটেলটি,	হোটেলটি,	
alpai,	আলপাই,	অল্পই,	
oncholtee,	অঞ্চলটি,	অঞ্চলটি,	
poscate,	পশ্চাতে,	পশ্চাতে,	
lyande,	ল্যান্ডে,	ল্যান্ডে,	
ayantarketika,	আয়ান্টারকেটিক,	অ্যান্টার্কটিকা,	
bishashke,	বিশ্বাসকে,	বিশ্বাসকে,	
moonshi,	মুনশী,	মুন্সি,	
mehnotti,	মেহনটতি,	মেহনতি,	
tuni,	টুনি,	টুনি,	
karadander,	কারাদন্ডের,	কারাদণ্ডের,	
sangkulaan,	সংকুলান,	সংকুলান,	
utsahomulak,	উৎসাহমূলক,	উৎসাহমূলক,	
maailey,	মেলে,	মাইলে,	
naazee,	নাজি,	নাত্সি,	
institutioner,	ইন্সটিটিউশনের,	ইনস্টিটিউশনের,	
blacker,	ব্লকের,	ব্ল্যাকের,	
abhidhaneec,	আভিধানিক,	অভিধানিক,	
orthoneeti,	অর্থনীতি,	অর্থনীতির,	
bonvumite,	বনুভূমিতে,	বনভূমিতে,	
sangbadmadhyamer,	সংবাদমধমের,	সংবাদমাধ্যমের,	
fishing,	ফিশিং,	ফিসিং,	
elakati,	এলাকাটি,	এলাকাটি,	
bhogno,	ভগ্ন,	ভগ্ন,	
ropto,	রপ্ত,	রপ্ত,	
chargar,	চার্গার,	চার্জার,	
pacbbar,	পাকববার,	পাঁচবার,	
tetela,	টেটেল,	টাইটেল,	
udbhaboney,	উদ্ভাবনে,	উদ্ভাবনে,	
tookoo,	টোকো,	টুকু,	
pachhi,	পাচি,	পাচ্ছি,	
mithener,	মিঠেনের,	মিথেনের,	
firth,	ফার্থ,	ফার্থ,	
karpeeta,	কর্পাইট,	কার্পেট,	
plate,	প্লটট,	প্লেটে,	
naphisa,	নফসিয,	নাফিসা,	
pratijogitar,	প্রতিযোগিতার,	প্রতিযোগীতার,	
artilary,	আর্টিলারি,	আর্টিলারি,	
sthaponagulor,	স্থাপনগুলোর,	স্থাপনাগুলোর,	
mathieu,	ম্যাথিউ,	ম্যাথিউ,	
ancholei,	আঞ্চলেই,	অঞ্চলেই,	
fareksa,	ফরেক্স,	ফরেক্স,	
bandhubhabaponno,	বন্ধুভাবন্ন,	বন্ধুভাবাপন্ন,	
aboshore,	আবসরে,	অবসরে,	
chire,	চিরী,	চিরে,	
chutir,	চুটির,	ছুটির,	
deelibhara,	ডিলিভার,	ডেলিভার,	
vandare,	ভান্ডারে,	ভাণ্ডারে,	
dibi,	দিবি,	দিবি,	
biswashe,	বিশ্বাসে,	বিশ্বাসে,	
shefa,	সেফ,	শেফ,	
sho,	সো,	শো,	
bekey,	বেকে,	বেঁকে,	
mozlis,	মজলিস,	মজলিশ,	
vatar,	ভাটার,	ভাতার,	
sonatani,	সোনাটনী,	সনাতনী,	
assaciates,	অ্যাসোসিয়েস,	এসোসিয়েটস,	
parkasa,	পার্কাস,	পার্কস,	
haj,	হ্যাজ,	হয,	
vange,	ভাঙে,	ভাঙ্গে,	
aaireshe,	আইরেশে,	আইরেসে,	
natnikey,	নানটিকে,	নাতনীকে,	
roktokshoroner,	রক্তকরণষের,	রক্তক্ষরণের,	
karadando,	কারাদন্ড,	কারাদণ্ড,	
prostutkarak,	প্রস্তুতকারক,	প্রস্তুতকারক,	
asamonjasyopurno,	আসমানসূপ্রসণ,	অসামঞ্জস্যপূর্ণ,	
bamnii,	বাম্নী,	বামনী,	
saseeja,	সাসিজা,	সসেজ,	
uddhrita,	উদ্ধৃত,	উদ্ধৃত,	
eshokol,	এসকল,	এসকল,	
kaatbey,	কাটবে,	কাটবে,	
sita,	সীতা,	সিট,	
pratisthanikbhabe,	প্রতিষ্ঠানিকভাবে,	প্রাতিষ্ঠানিকভাবে,	
dabarer,	দাবারের,	দাবারের,	
goolen,	গোলেন,	গুলেন,	
mukhmondole,	মুখননদলে,	মুখমণ্ডলে,	
batsman,	বৎসসম্ন,	ব্যাটসম্যান,	
mile,	মিলে,	মিলে,	
ujbekistaner,	উজ্বেকিস্টানের,	উজবেকিস্তানের,	
jater,	যাতের,	জাতের,	
chalochchitreei,	চলচিত্রেই,	চলচ্চিত্রেই,	
amanisha,	অমানিসা,	অমানিশা,	
deeliveer,	ডিলিভির,	ডেলিভার,	
muhammod,	মুহাম্মদ,	মুহম্মদ,	
ojouno,	অজুন,	অযৌন,	
bhalobase,	ভালবাসে,	ভালোবাসে,	
asthishondhi,	অস্থিনবন্ধী,	অস্থিসন্ধি,	
mahindra,	মহীন্দ্র,	মাহিন্দ্রা,	
chamke,	চামকে,	চমকে,	
tochhnoch,	তচনচ,	তছনছ,	
edhdaning,	এডনাইন,	ইদানিং,	
teresha,	তেরেসা,	টেরেসা,	
khele,	খেলে,	খেলে,	
auxfordey,	আফ্সররেডে,	অক্সফোর্ডে,	
shikhbey,	শিখবে,	শিখবে,	
juboksoho,	যুবকহ,	যুবকসহ,	
shodhon,	শোধন,	শোধন,	
dephineshana,	ডেফেনিশন,	ডেফিনেশন,	
landey,	লন্ডে,	ল্যান্ডে,	
botgach,	বৎজাগ,	বটগাছ,	
jyaqasana,	জ্যাকশন,	জ্যাকসন,	
bhabaaponno,	ভাবপন্ন,	ভাবাপন্ন,	
chaalaabi,	চালাবি,	চালাবে,	
bhowanipur,	ভোানীপুর,	ভবানীপুর,	
akik,	আকিক,	আকিক,	
temon,	টেমন,	তেমন,	
joqy,	জকি,	জকি,	
shomostike,	সমস্তিকে,	সমষ্টিকে,	
deul,	ডিউল,	দেউল,	
jamkaalo,	জামালা,	জমকালো,	
transfarm,	ট্রান্সফার্ম,	ট্রান্সফর্ম,	
sikkhakder,	শিক্ষাকেদের,	শিক্ষকদের,	
nisader,	নিশাদের,	নিষাদের,	
veemsen,	ভীমসেন,	ভীমসেন,	
shoodhooi,	শৌধুই,	শুধুই,	
pretii,	প্রতিই,	প্রিটি,	
ogobhir,	অগুর,	অগভীর,	
ooipokar,	উপকার,	উইপোকার,	
rabe,	রবে,	রবে,	
tobe,	তবে,	টবে,	
antarctikar,	আন্তর্কাতিকার,	অ্যান্টার্কটিকার,	
vangle,	ভাঙলে,	ভাঙলে,	
duncan,	ডানশান,	ডানকান,	
amitrakkhor,	অমীরক্ষকর,	অমিত্রাক্ষর,	
promotione,	প্রমোশনে,	প্রোমোশনে,	
eura,	ইউরা,	ইউরো,	
hijriite,	হিজরিতে,	হিজরীতে,	
dwibidh,	ড্বিবিধ,	দ্বিবিধ,	
nischoy,	নিশ্চল,	নিশ্চয়,	
shreechaitanyadeb,	শ্রীচৈতন্যবেবেদ,	শ্রীচৈতন্যদেব,	
anciint,	অ্যান্সন্ট,	এনসিয়েন্ট,	
pleta,	প্লট,	প্লেটো,	
noitikatavodh,	নৈতিকতাবাধ,	নৈতিকতাবোধ,	
venna,	ভেনা,	ভেন্না,	
prakalpogulo,	প্রকালগুলো,	প্রকল্পগুলো,	
shahab,	শাহাব,	সাহাব,	
dera,	ডেরা,	ডেরা,	
teenisa,	টেনেস,	টেনিস,	
renoo,	রেনু,	রেনো,	
preety,	প্রীতি,	প্রিটি,	
karka,	কর্ক,	কার্ক,	
cholochchitragulor,	চলচ্চিত্রুগলোর,	চলচ্চিত্রগুলোর,	
manikyo,	মাণিক্য,	মানিক্য,	
digrike,	ডিগ্রীকে,	ডিগ্রিকে,	
kanflikt,	কাফনক্লিক্ট,	কনফ্লিক্ট,	
biswash,	বিশ্বাস,	বিশ্বাস,	
patenter,	পতটেন্টের,	পেটেন্টের,	
dhyanostha,	ধ্যানস্থা,	ধ্যানস্থ,	
maddhukkori,	মধ্যকুকী,	মাধুকরী,	
cholechi,	চলেছি,	চলেছি,	
