chirohorit,	চিহরিত,	চিরহরিৎ,	
neemitte,	নিমিত্যে,	নিমিত্তে,	
koommatei,	কমাতেই,	কমাতেই,	
hobu,	হবু,	হবু,	
doorger,	দুর্গের,	দুর্গের,	
kabutarer,	কবুতারের,	কবুতরের,	
ghaghat,	ঘঘঘাট,	ঘাঘট,	
gyandas,	জ্যান্ডাস,	জ্ঞানদাস,	
parshwer,	পার্শ্বের,	পার্শ্বের,	
nartan,	নার্টান,	নর্টন,	
naji,	নাজি,	নাত্সি,	
nodiigulir,	নদীগুলির,	নদীগুলির,	
sangrahok,	সংগ্রাহক,	সংগ্রাহক,	
shpreadshheet,	স্প্রেডসিট,	স্প্রেডশীট,	
marodeha,	মারোদেহ,	মরদেহ,	
lotheran,	লোথারান,	লুথেরান,	
gaddaphii,	গদ্দাফী,	গাদ্দাফী,	
beatleser,	বিটলসের,	বিটলসের,	
chinito,	চিহিত,	চিনতো,	
potchitrer,	পথিত্রের,	পটচিত্রের,	
shringey,	শ্রীঙে,	শৃঙ্গে,	
amarika,	আমরিক,	আমেরিকা,	
creesceent,	ক্রিসেন্ট,	ক্রিসেন্ট,	
purohitke,	পুরহিতকে,	পুরোহিতকে,	
diaraesa,	ডায়ারেস,	ডিআরএস,	
totokhhon,	ততক্ষণ,	ততক্ষন,	
transfarm,	ট্রান্সফর্ম,	ট্রান্সফর্ম,	
valobasa,	ভালবাসা,	ভালোবাসা,	
ancholgulir,	অঞ্চলগুলির,	অঞ্চলগুলির,	
bijepi,	বিজেপি,	বিজেপি,	
gitikobita,	গীতিকাবিতা,	গীতিকবিতা,	
bang,	বাং,	ব্যাং,	
procharonamulok,	প্রচারনামূলক,	প্রচারণামূলক,	
edaning,	এডনিং,	ইদানীং,	
laiseensim,	লেসেন্সিং,	লাইসেন্সিং,	
yukeliptash,	ইউকেলিপ্টস,	ইউক্যালিপ্টাস,	
samashtigata,	সমস্তিগত,	সমষ্টিগত,	
loukik,	লৌকিক,	লৌকিক,	
obhidhaner,	অভিধানের,	অভিধানের,	
macho,	মাচো,	মাছও,	
ameerika,	অ্যামেরিক,	আমেরিকা,	
bisheshshyer,	বিশেষ্যের,	বিশেষ্যের,	
dekhbar,	দেখবার,	দেখবার,	
qaferderke,	কাফেরকে,	কাফেরদেরকে,	
ghumachchila,	ঘুমছিছ্ছ,	ঘুমাচ্ছিল,	
byaboharkarike,	ব্যবহারকারিকে,	ব্যবহারকারীকে,	
ovidhanik,	অভিধানিক,	অভিধানিক,	
shaajaanor,	সাজানোর,	সাজানোর,	
atyacharita,	অত্যাচারিত,	অত্যাচারিত,	
afjal,	আফজাল,	আফজল,	
iqbalke,	ইকবালকে,	ইকবালকে,	
chhaani,	ছানি,	ছানি,	
vaticaner,	ভাটিকানের,	ভ্যাটিকানের,	
aashirbad,	আশীর্বাদ,	আশির্বাদ,	
apachesta,	অপেেষ্ট,	অপচেষ্টা,	
naabyota,	নাব্যতা,	নাব্যতা,	
seemons,	সিমন্স,	সিমন্স,	
naobihar,	নৌবিহার,	নৌবিহার,	
dokangulote,	দোকানগুলোতে,	দোকানগুলোতে,	
stane,	স্তনে,	স্টোন,	
angshogragon,	অংশগ্রগণ,	অংশগ্রহন,	
judhahato,	যুদ্ধাত,	যুদ্ধাহত,	
gonesh,	গণেস,	গণেশ,	
choudhureeder,	চৌধুরিদের,	চৌধুরীদের,	
stylish,	স্টাইলিস,	স্টাইলিশ,	
dajjho,	দায্য,	দাহ্য,	
jotharthovabey,	যথার্থভাবে,	যথার্থভাবে,	
duplee,	ডাপ্লি,	ডুপ্লে,	
sabhanetri,	সভানেত্রী,	সভানেত্রী,	
ranodeep,	রণোদিপ,	রণদীপ,	
chatoke,	ছাটকে,	ছাতকে,	
madeling,	ম্যাডেলিং,	মডেলিং,	
eder,	এঁদের,	এদের,	
shansthaner,	সনস্থানের,	সংস্থানের,	
porikkhateo,	পরীক্ষাতেও,	পরীক্ষাতেও,	
sheepha,	সেফ,	শেফ,	
koreempoor,	করিমপুর,	করিমপুর,	
sbatantrota,	স্বতন্ত্রতা,	স্বতন্ত্রতা,	
volt,	ভোল্ট,	ভল্ট,	
ispredsiit,	ইস্পরেশিত,	স্প্রেডশীট,	
keuoi,	কিউই,	কেউই,	
meg,	মেগ,	মেগ,	
udbodhaner,	উদ্বোধনের,	উদ্বোধনের,	
saalsa,	সালসা,	সালসা,	
steeit,	স্টেইট,	স্টেইট,	
phake,	ফেক,	ফাকে,	
proteesthan,	প্রতিষ্ঠান,	প্রতিষ্টান,	
dang,	ডাং,	ডং,	
spreadshiit,	স্প্রাডসিট,	স্প্রেডশীট,	
yuqeliptas,	ইউকেলিপ্টস,	ইউক্যালিপ্টাস,	
verma,	ভার্মা,	ভার্মা,	
gezeteda,	গেজেটেদ,	গেজেটেড,	
hyundai,	হাউন্ডে,	হুন্দাই,	
lyata,	ল্যাট,	ল্যাটা,	
bhumir,	ভূমির,	ভূমির,	
haipara,	হাইপার,	হাইপার,	
omarendro,	অমেন্দ্র,	অমরেন্দ্র,	
deliver,	দেলিভার,	ডেলিভার,	
shaahoshikataar,	সাহিসিকাতার,	সাহসিকতার,	
wul,	উাল,	উল,	
bhadaqa,	ভাদকা,	ভদকা,	
jaandrel,	জ্যান্ড্রেল,	জাঁদরেল,	
sosharire,	সশারীরে,	সশরীরে,	
ganona,	গাননা,	গননা,	
basaate,	বাসাতে,	বাসাতে,	
horidbare,	হরিদবারে,	হরিদ্বারে,	
saseeja,	সসেজা,	সসেজ,	
udbodhone,	উদ্বোধনে,	উদ্বোধনে,	
ooipoka,	উইপোকা,	উইপোকা,	
postke,	পোস্তকে,	পোস্টকে,	
horidware,	হরিদর্যারে,	হরিদ্বারে,	
protijogiider,	প্রতিযোগীদের,	প্রতিযোগীদের,	
dip,	ডিপ,	দীপ,	
obharbhiu,	অভার্ভু,	ওভারভিউ,	
jhankaar,	ঝংকার,	ঝঙ্কার,	
brittakarey,	বৃত্যাকারে,	বৃত্তাকারে,	
nisad,	নিষাদ,	নিষাদ,	
beam,	বিম,	বীম,	
shaswato,	শাস্বত,	শাশ্বত,	
konishtho,	কনিষ্ঠ,	কনিষ্ঠ,	
ralph,	রালফ,	রালফ,	
ostad,	অষ্টাদ,	ওস্তাদ,	
ved,	ভেদ,	বেদ,	
parisankhanvid,	পরিসংখানবিখ,	পরিসংখ্যানবিদ,	
sakkhatkarer,	সাক্ষাতকারের,	সাক্ষাত্কারের,	
kkompito,	কম্পিত,	কম্পিত,	
mookhomaundoley,	মুখমন্ডলে,	মুখমণ্ডলে,	
dharavahiktite,	ধারাবিক্তিতে,	ধারাবাহিকটিতে,	
ispreedshiit,	এস্পৃদেশিত,	স্প্রেডশীট,	
banijyikvittey,	বানিজ্যিকিত্বে,	বাণিজ্যিকভিত্তিতে,	
udbhabony,	উদ্ভাবনী,	উদ্ভাবনী,	
geja,	গেজ,	গেজ,	
choudhooreeke,	চৌধুরিকে,	চৌধুরীকে,	
footballerra,	ফুটবলেরার,	ফুটবলাররা,	
sanghorshik,	সংঘর্ষিক,	সাংঘর্ষিক,	
jakkha,	যক্ষা,	যক্ষ,	
niketan,	নিকটন,	নিকেতন,	
hughkey,	হুঘকে,	হিউজকে,	
abhidhaanic,	অভিধানিক,	অভিধানিক,	
chalochchitro,	চলচিত্র,	চলচ্চিত্র,	
biqe,	বিকে,	বাইক,	
moreecha,	মরিচা,	মরিচা,	
ekaar,	একার,	একার,	
moushum,	মৌসুম,	মৌসুম,	
manushgulor,	মানুষ্গুলোর,	মানুষগুলোর,	
bage,	বাগে,	বাগে,	
ashammatite,	আসামতিতে,	অসম্মতি,	
saatzon,	সাতজন,	সাতজন,	
thyachar,	থ্যাচার,	থ্যাচার,	
shcore,	স্কর,	স্কোর,	
harbor,	হর্বর,	হারবার,	
averej,	অ্যাভারেজ,	এভারেজ,	
paite,	পাইটে,	পাইতে,	
cetholic,	ক্যাথলিক,	ক্যাথলিক,	
roomantik,	রোমান্তিক,	রোমান্টিক,	
talgachh,	তলগাছ,	তালগাছ,	
taalgaachh,	তালগাছ,	তালগাছ,	
sofier,	সফির,	সোফির,	
hatochakito,	হতচকািত,	হতচকিত,	
karmasampadon,	কর্মসাপাদন,	কর্মসম্পাদন,	
yuro,	ইউরো,	ইউরো,	
shoodhooi,	শুধই,	শুধুই,	
ishan,	ইশান,	ঈশান,	
bonyopraan,	বন্যপ্রাণ,	বন্যপ্রাণ,	
firoze,	ফিরোজ,	ফিরোজ,	
obhiyojan,	অভিযান,	অভিযোজন,	
atmobishvashi,	আত্মবিশ্বাসী,	আত্মবিশ্বাসী,	
nuhash,	নুহাস,	নুহাশ,	
korechi,	করেছি,	করেছি,	
abadamoner,	অবদামনের,	অবদমনের,	
byabostha,	ব্যবস্থা,	ব্যাবস্থা,	
wictor,	ভিক্টর,	ভিক্টর,	
hunine,	হুনিনে,	হুনাইন,	
makong,	ম্যাকাং,	মেকং,	
hoteeltite,	হটিলটিটে,	হোটেলটিতে,	
akhandata,	আখন্দতা,	অখণ্ডতা,	
rohosyo,	রহস্য,	রহস্য,	
ganesher,	গণেসের,	গণেশের,	
amittrakkhor,	অমিত্রক্ষর,	অমিত্রাক্ষর,	
atyacharer,	অত্যাচারের,	অত্যাচারের,	
churger,	চুর্গের,	চার্জের,	
gori,	গরি,	গোরি,	
fatakeshto,	ফটেকস্ট,	ফাটাকেষ্ট,	
suresh,	সুরেশ,	সুরেশ,	
daily,	ডেলি,	ডেইলি,	
gajano,	গজানও,	গজানো,	
nathivukto,	নথিভূক্ত,	নথিভুক্ত,	
rajpurohit,	রাজপুরোহিত,	রাজপুরোহিত,	
fokskon,	ফক্সক,	ফক্সকন,	
ghoorte,	ঘুরতে,	ঘুরতে,	
jomjamat,	জম্মাত,	জমজমাট,	
bishwashoi,	বিশ্বাসই,	বিশ্বাসই,	
futbolarder,	ফুটবলরদের,	ফুটবলারদের,	
krisenta,	ক্রিজেন্ট,	ক্রিসেন্ট,	
opohoron,	অপহরণ,	অপহরন,	
uponishad,	উপনিষাদ,	উপনিষদ,	
indra,	ইন্দ্রা,	ইন্দ্র,	
chiroharit,	চিরহারিত,	চিরহরিৎ,	
bird,	বার্ড,	বার্ড,	
vejaano,	ভেজানো,	ভেজানো,	
valobasakey,	ভালোবাসকে,	ভালোবাসাকে,	
sumi,	সুমি,	সুমি,	
degreeo,	ডিগ্রীও,	ডিগ্রিও,	
ekoghoore,	একঘুরে,	একঘরে,	
ajeeboner,	আজীবনের,	আজীবনের,	
meghachchanno,	মেঘাচ্ছন্য,	মেঘাচ্ছন্ন,	
ship,	শিপ,	শিপ,	
thetcher,	থেযাচের,	থ্যাচার,	
maarmaader,	মার্মাদের,	মারমাদের,	
monjiley,	মঞ্জিলে,	মঞ্জিলে,	
nicqel,	নিকেল,	নিকেল,	
eute,	ইউটে,	ইইউতে,	
akkaas,	আক্াা,	আককাস,	
agomonke,	আগমনকে,	আগমনকে,	
abasarer,	অবসারের,	অবসরের,	
wenus,	বেনাস,	ভেনাস,	
muktilav,	মুক্তিলাভ,	মুক্তিলাভ,	
kanagulo,	কানগুলো,	কণাগুলো,	
boikalyo,	বৈকাল্য,	বৈকল্য,	
marmara,	মার্মার,	মারমারা,	
masharraf,	মাশারররফ,	মশাররফ,	
barbadoz,	বার্বাডোজ,	বার্বাডোজ,	
ingrejiteo,	ইংরেজিতেও,	ইংরেজিতেও,	
bopoon,	বপুন,	বপন,	
embi,	এমবি,	এমবি,	
aipiela,	এপিলে,	আইপিএল,	
nilkomol,	নিলকমল,	নীলকমল,	
faltu,	ফল্টু,	ফালতু,	
pratijogitamulak,	প্রতিযোগিতামূলক,	প্রতিযোগীতামূলক,	
aabarte,	আবরতে,	আবর্তে,	
monir,	মনির,	মনির,	
conistho,	কনিষ্ঠ,	কনিষ্ঠ,	
bahaal,	বাহাল,	বহাল,	
matte,	ম্যাটে,	ম্যাট,	
shalsa,	সালস,	সালসা,	
songkulan,	সংকুলন,	সংকুলান,	
difinision,	ডিফিনিশন,	ডেফিনেশন,	
teenti,	তিনটি,	তিনটি,	
anhu,	অহু,	আনহু,	
sanatoni,	সানাটানি,	সনাতনী,	
antorbhuktimulak,	অন্তর্ভূত্তূমূলক,	অন্তর্ভুক্তিমূলক,	
ogradut,	অগ্রাদুত,	অগ্রদূত,	
brail,	ব্রেইল,	ব্রেইল,	
categoryr,	ক্যাটেররির,	ক্যাটাগরির,	
paste,	পাসতে,	পেষ্ট,	
shajano,	সাজানও,	সাজানো,	
buffer,	বাফার,	বাফার,	
muphti,	মুফতী,	মুফতি,	
abarte,	আবরতে,	আবর্তে,	
prakalpogulor,	প্রকল্পগুলোর,	প্রকল্পগুলোর,	
