hitaishi,	হিটাইসই,	হিতৈষী,	
sompadonkaree,	সম্পাদনকারী,	সম্পাদনকারী,	
dinara,	দিনার,	ডিনার,	
venkotesh,	ভেঙ্কটেস,	ভেঙ্কটেশ,	
parikshateo,	পরীক্ষতেই,	পরীক্ষাতেও,	
shalook,	সালুক,	শালুক,	
nirbachakder,	নির্বাচকদের,	নির্বাচকদের,	
kaalaam,	কালাম,	কালাম,	
sthapanagulo,	স্থাপনাগুলো,	স্থাপনাগুলো,	
nirbachokder,	নির্বাচকদের,	নির্বাচকদের,	
korleyi,	করলেই,	করলেই,	
parswer,	পার্সের,	পার্শ্বের,	
disni,	ডিসনি,	ডিজনী,	
muscat,	মাসকাট,	মাস্কাট,	
tarunke,	তারুণকে,	তরুণকে,	
prokolpotike,	প্রকল্পতিকে,	প্রকল্পটিকে,	
edaning,	এডানিং,	ইদানীং,	
transafarma,	ট্রান্সফোর্ম,	ট্রান্সফর্ম,	
sommotitey,	সম্মতিতে,	সম্মতিতে,	
oichchhik,	ঐচ্ছিক,	ঐচ্ছিক,	
kachhakachhi,	কাছাচাছি,	কাছাকাছি,	
songosthati,	সংস্থতি,	সংস্থাটি,	
phutbolarra,	ফটটলারার,	ফুটবলাররা,	
dhyanostha,	ধ্যনস্থ্য,	ধ্যানস্থ,	
rudrer,	রুদ্রের,	রুদ্রের,	
grambaashio,	গ্রামবাসীও,	গ্রামবাসীও,	
elaakati,	এলাকাটি,	এলাকাটি,	
elakaao,	ইলাকাও,	এলাকাও,	
netarao,	নেতারাও,	নেতারাও,	
bossontoke,	বসন্তকে,	বসন্তকে,	
nirmankaj,	নির্মাণকাজ,	নির্মাণকাজ,	
nutaner,	নুটানের,	নূতনের,	
agibon,	আগুবন,	আজীবন,	
fuzz,	ফাজ,	ফাজ,	
sbatantrota,	স্বত্তন্ত্রতা,	স্বতন্ত্রতা,	
asommati,	অসম্মতি,	অসম্মতি,	
chhooteete,	ছুটিতে,	ছুটিতে,	
tyuner,	টুনের,	টিউনার,	
batsmaner,	বটসম্যানের,	ব্যাটসম্যানের,	
dakticket,	ডাকটিকেত,	ডাকটিকিট,	
probhritir,	প্রভূতির,	প্রভৃতির,	
teemur,	তিমুর,	তিমুর,	
ragkey,	রাগকে,	রাগকে,	
chalochchitrogulor,	চলচ্চিত্রগুলোর,	চলচ্চিত্রগুলোর,	
manahputo,	মননাপূত,	মনঃপুত,	
thai,	ঠাই,	থাই,	
cheerkoot,	চির্কুত,	চিরকুট,	
dibya,	দিব্য,	দিব্যা,	
ganaporibahaner,	গণপরিবহনের,	গণপরিবহনের,	
nilabha,	নিলাভা,	নীলাভ,	
chitranattakar,	চিত্রনাট্যকার,	চিত্রনাট্যকার,	
grambasir,	গ্রামবাসীর,	গ্রামবাসীর,	
anchalke,	আঞ্চলকে,	অঞ্চলকে,	
lohar,	লোহার,	লোহার,	
uthaney,	উঠানে,	উঠানে,	
vittio,	ভিটিও,	ভিত্তিও,	
rubi,	রুবি,	রুবি,	
notunatwa,	নতুনত্ব,	নতুনত্ব,	
dabarer,	দাবরের,	দাবারের,	
bardhitansh,	বার্ধিতন্স,	বর্ধিতাংশ,	
khargosher,	খররোশের,	খরগোসের,	
elakaasoho,	এলাকাসহ,	এলাকাসহ,	
uporitaler,	উপরিতালের,	উপরিতলের,	
dayana,	ডায়ন,	ডায়না,	
pisach,	পিশাচ,	পিশাচ,	
akritakarjo,	আকৃত্রাক,	অকৃতকার্য,	
kredita,	ক্রাদিতা,	ক্রেডিট,	
saurce,	সার্স,	সোর্স,	
boneo,	বনেও,	বনেও,	
juktorashtre,	যুক্তরাস্ট্রে,	যুক্তরাষ্ট্রে,	
joni,	যোনি,	জনি,	
chherechhe,	ছেরেছে,	ছেড়েছে,	
kaatbey,	কাটবে,	কাটবে,	
nothibhookto,	নথিভুক্ত,	নথিভুক্ত,	
orthanitir,	অর্থনীতির,	অর্থনীতির,	
sqalarashipa,	স্কলারশিপ,	স্কলারশিপ,	
jyesthaa,	জ্যাস্থ্যা,	জ্যেষ্ঠা,	
ileeing,	ইলিয়িং,	ইলিং,	
bytes,	বিটেস,	বাইটস,	
cannel,	ক্যানেল,	ক্যানেল,	
nir,	নির,	নির,	
gronthoty,	গ্রন্থটি,	গ্রন্থটি,	
faaser,	ফাসের,	ফাঁসের,	
towbaar,	টওবার,	তওবার,	
economics,	ইকোনমিক্স,	ইকোনমিকস,	
laagto,	লাগট,	লাগতো,	
bota,	বোঁটা,	বটা,	
proshtot,	প্রস্তত,	প্রস্ত্তত,	
koilaash,	কৈলাশ,	কৈলাস,	
tegara,	টিগার,	টাইগার,	
makhmale,	মাখমালে,	মখমলে,	
fund,	ফাঁন্ড,	ফান্ড,	
hotochokeeto,	হতচাকিত,	হতচকিত,	
biswashi,	বিশ্বাসী,	বিশ্বাসই,	
bondhuderke,	বন্ধুদেরকে,	বন্ধুদেরকে,	
udbodhony,	উদ্ধবনী,	উদ্বোধনী,	
podarthobid,	পদার্থবিদ,	পদার্থবিদ,	
transfarm,	ট্রান্সফার্ম,	ট্রান্সফর্ম,	
monohputa,	মননপুতা,	মনঃপুত,	
muktoome,	মুক্তমে,	মাকতুম,	
allubokhara,	অলুলব্বকার,	আলুবোখারা,	
antarvuktimulok,	অন্তর্মাতিমূলক,	অন্তর্ভুক্তিমূলক,	
bhenama,	ভেনমা,	ভেনম,	
akjoge,	একযোগে,	একযোগে,	
banshite,	বাঁশিতে,	বাঁশিতে,	
plus,	প্লাস,	প্লাস,	
chalochchitra,	চলচ্চিত্র,	চলচ্চিত্র,	
protishtan,	প্রতিষ্ঠান,	প্রতিষ্টান,	
ateetkale,	অতীতকালে,	অতীতকালে,	
khorshed,	খর্ষেদ,	খোরশেদ,	
yaaq,	যাক,	ইয়াক,	
licensedhari,	লিলেসনাধারী,	লাইসেন্সধারী,	
majlishpur,	মালিসপুলোর,	মজলিশপুর,	
idipas,	ইডিপাশ,	ইডিপাস,	
jommu,	জম্মু,	জম্মু,	
bojhao,	বোঝাও,	বোঝাও,	
ranadip,	রানদীপ,	রণদীপ,	
loukikotaa,	লৌকিকতা,	লৌকিকতা,	
dhormi,	ধর্মী,	ধর্মী,	
ganakantha,	গণকান্ঠ,	গণকণ্ঠ,	
streegon,	স্ত্রীগণ,	স্ত্রীগণ,	
abhidhanik,	আভিধানিক,	অভিধানিক,	
muzibur,	মুজিবুর,	মুজিবুর,	
dayitta,	দৈত্য,	দায়িত্ব,	
ujobekeestan,	উজবেকিস্তান,	উজবেকিস্তান,	
elaakaai,	এলাকাই,	এলাকাই,	
meyiler,	মেইলের,	মেইলের,	
sikkhakder,	শিক্ষাকদের,	শিক্ষকদের,	
veenish,	ভিনিস,	ভেনিস,	
crucer,	ক্রাসের,	ক্রুশের,	
jaubankal,	যৌবনকাল,	যৌবনকাল,	
janatey,	জানাতে,	জানাতে,	
sahochorjey,	সহচর্যে,	সাহচর্যে,	
shangsthatir,	সংস্থাটির,	সংস্থাটির,	
rob,	রো,	রব,	
sahocorrzo,	সহচর্য,	সাহচর্য,	
ingrejiteo,	ইংরেজিতেও,	ইংরেজিতেও,	
prokalpaguli,	প্রকালপুলি,	প্রকল্পগুলি,	
nodimaatrik,	নদিমাত্রিক,	নদীমাতৃক,	
dhoka,	ঢোকা,	ধোঁকা,	
abhidhaneec,	অভিধানিক,	অভিধানিক,	
torun,	তরুণ,	তরুন,	
volapuk,	ভোলাপুক,	ভোলাপুক,	
ovidhaner,	অভিধানের,	অভিধানের,	
taantira,	তানটিরা,	তাঁতিরা,	
gujober,	গুজবের,	গুজবের,	
avinetar,	অভিনেতর,	অভিনেতার,	
skirt,	স্কার্ট,	স্কার্ট,	
stonahenza,	স্টোনাহেজ্া,	স্টোনহেঞ্জ,	
everage,	ইভারেজ,	এভারেজ,	
chhintayikari,	ছিন্তাইকারী,	ছিনতাইকারী,	
ebhara,	ইভার,	এভার,	
harisoner,	হরিসনের,	হ্যারিসনের,	
kuntee,	কানটি,	কুন্তী,	
dep,	ডিপ,	ডেপ,	
franko,	ফ্রাঙ্ক,	ফ্রাঙ্কো,	
dharabhiko,	ধারাভিক,	ধারাবাহিকেও,	
calabe,	চালাবে,	চালাবে,	
rajotta,	রাজত্ব,	রাজত্ব,	
conservation,	কনজারশেশন,	কনসারভেশন,	
ishter,	ইস্টার,	ইস্টের,	
biseshyo,	বিশেষ্য,	বিশেষ্য,	
jeshh,	জেস,	জেস,	
favourite,	ফভরউটিতে,	ফেভারিট,	
tenys,	ট্যানিস,	টেনিস,	
gootano,	গুটান,	গুটানো,	
skalastic,	স্কলাস্টিক,	স্কলাস্টিক,	
prabhura,	প্রভূর,	প্রভুরা,	
hyaloyin,	হ্যালয়ন,	হ্যালোইন,	
baait,	বায়ট,	বাইট,	
trivuj,	ত্রিভুজ,	ত্রিভূজ,	
favorite,	ফারিটে,	ফেভারিট,	
protishta,	প্রতিষ্ট,	প্রতিষ্টা,	
udbodhone,	উদ্বোধনে,	উদ্বোধনে,	
byaboharkareederke,	ব্যবহারবারকেরকে,	ব্যবহারকারীদেরকে,	
bishhnu,	বিষ্ণু,	বিষ্ণু,	
gatirodh,	গ্যাতিরোধ,	গতিরোধ,	
deke,	ডেকে,	ডেকে,	
koreemke,	করিমকে,	করিমকে,	
jathaarthobhaabe,	যথারথভাবে,	যথার্থভাবে,	
parbatmala,	পর্বতমতলা,	পর্বতমালা,	
bojhaar,	বোঝার,	বোঝার,	
dwipgulo,	দীবপুলো,	দ্বীপগুলো,	
bhaandar,	ভান্ডার,	ভাণ্ডার,	
aalaaoler,	আলালের,	আলাওলের,	
koushalgato,	কৌশলত,	কৌশলগত,	
bamander,	বমনদের,	বামনদের,	
eukalyptush,	ইকোলিপ্াটাউস,	ইউক্যালিপ্টাস,	
sangbadmadhyomgulote,	সংবাদমত্বলোতে,	সংবাদমাধ্যমগুলোতে,	
jacqson,	জকসোন,	জ্যাকসন,	
carlos,	কার্লস,	কার্লোস,	
gaugee,	গৌগী,	গেজ,	
ketechhilo,	কেটেছিল,	কেটেছিল,	
mithener,	মিঠানের,	মিথেনের,	
chheelonaa,	ছেলনন,	ছিলনা,	
thake,	থাকে,	থাকে,	
vor,	ভোর,	ভর,	
thaakte,	থাকতে,	থাকতে,	
bishwanath,	বিশ্বনাথ,	বিশ্বনাথ,	
benis,	বেনিশ,	ভেনিস,	
sofier,	সফিয়ার,	সোফির,	
siddhantao,	সিদ্ধান্তর,	সিদ্ধান্তও,	
bonyopran,	বন্যপ্রাণ,	বন্যপ্রাণ,	
durga,	দুর্গা,	দুর্গ,	
doltyagi,	দলত্যাগী,	দলত্যাগী,	
bbosontoke,	বসন্তকে,	বসন্তকে,	
patengar,	প্যাটেন্গার,	পতেঙ্গার,	
taalgaachh,	তালগাঁ,	তালগাছ,	
vool,	ভুল,	উল,	
kuchir,	কূচির,	কুচির,	
shikshakram,	শিক্ষাক্রম,	শিক্ষাক্রম,	
deepan,	দিপন,	দীপন,	
jons,	জোনস,	জোন্স,	
gondhe,	গন্ধে,	গন্ধে,	
chirata,	চিরত,	চিরতা,	
sosa,	সসা,	শশা,	
klaud,	ক্লাউদ,	ক্লাউড,	
shastro,	শাস্ত্র,	শাস্ত্র,	
melborrone,	মেলবর্নে,	মেলবোর্নে,	
elaakaatike,	এলাকাটিকে,	এলাকাটিকে,	
horiddare,	হরিদ্যারে,	হরিদ্বারে,	
ponjikaar,	পঞ্জিকার,	পঞ্জিকার,	
falkser,	ফলক্সের,	ফক্সের,	
hepataitisa,	হাইপোটাইটিস,	হেপাটাইটিস,	
saarbhare,	সারভারে,	সার্ভারে,	
codey,	কোদে,	কোডে,	
shorif,	শরীফ,	শরিফ,	
nottee,	নটটি,	নোটটি,	
madeelim,	ম্যাডিলিং,	মডেলিং,	
kaleo,	কলেও,	কালেও,	
chomoski,	চমস্কী,	চমস্কি,	
dholeshwari,	ধলেশ্বরী,	ধলেশ্বরী,	
directarate,	ডিরেক্টরতে,	ডিরেক্টরেট,	
gabeshonagar,	গবেষণাগার,	গবেষনাগার,	
foltir,	ফলটির,	ফলটির,	
koyeri,	কোয়রি,	কোয়েরি,	
cuti,	কুটি,	কিউটি,	
barbadoj,	বর্বদাজ,	বার্বাডোজ,	
zzonite,	যোনিতে,	যোনীতে,	
abasaney,	আবাসনে,	অবসানে,	
