aatto,	আত্ত্ব,	আত্ম,	
niutrina,	নিউট্রিন,	নিউট্রিনো,	
manushsoho,	মানস্সহ,	মানুষসহ,	
seekkhaarthirao,	শিক্ষার্থীরা,	শিক্ষার্থীরাও,	
roi,	রো,	রায়,	
jeteo,	জেতেও,	যেতেও,	
vogiroth,	ভোগীরথ,	ভগীরথ,	
jolatanko,	জলাতন্ক,	জলাতঙ্ক,	
mousumti,	মৌসম্তি,	মৌসুমটি,	
embed,	এম্বেড,	এম্বেড,	
jonmato,	জন্মত,	জন্মাত,	
sawam,	সাহাম,	সাওম,	
vagna,	ভাগ্ন,	ভগ্ন,	
jeten,	জেতেন,	যেতেন,	
koordira,	কুর্দিরা,	কুর্দিরা,	
juktorashtrasaha,	যুক্তরাস্থা,	যুক্তরাষ্ট্রসহ,	
ohong,	অহং,	অহং,	
muphti,	মুফতী,	মুফতি,	
engineers,	ইঞ্জিনের্স,	ইঞ্জিনিয়ার্স,	
nathibhookto,	নথিযুক্ত,	নথিভুক্ত,	
swamijir,	স্বামীজীর,	স্বামীজীর,	
vandare,	ভান্ডারে,	ভাণ্ডারে,	
sudha,	সুধ্ধ,	সুধা,	
basaalt,	বাসাল,	ব্যাসল্ট,	
hili,	হিলি,	হিলি,	
yucalyptush,	ইউক্লিপ্লাস,	ইউক্যালিপ্টাস,	
sahojlovyotar,	সহযোগ্যতার,	সহজলভ্যতার,	
elakati,	এলাকাতি,	এলাকাটি,	
mosjidtir,	মস্জিদটির,	মসজিদটির,	
graambaasee,	গ্রামবাসী,	গ্রামবাসী,	
shhipa,	শেিপ,	শিপ,	
nirapekkhotaar,	নিরপেক্ষত,	নিরপেক্ষতার,	
sainyasoho,	সৈন্যাসহ,	সৈন্যসহ,	
pallar,	পলার,	পাল্লার,	
matte,	ম্যাতে,	ম্যাট,	
obodamoner,	অবদানের,	অবদমনের,	
manohputa,	মননূপত,	মনঃপুত,	
basate,	বসাতে,	বাসাতে,	
ghesa,	ঘেসা,	ঘেঁষা,	
bonbhumite,	বন্ভুমিতে,	বনভূমিতে,	
inziniyarsa,	ইন্জিনিয়ার্স,	ইঞ্জিনিয়ার্স,	
gosti,	গস্তি,	গোষ্ঠী,	
ptolemir,	প্যালেমির,	টলেমির,	
shiropadhari,	শীরোপ্ধারী,	শিরোপাধারী,	
bhageri,	ভাগেরী,	ভাগেরই,	
tafsir,	তফসির,	তাফসীর,	
chhatroraai,	ছাত্রারই,	ছাত্ররাই,	
shangkulaan,	সংকগলন,	সংকুলান,	
transapharma,	ট্রান্সফোর্,	ট্রান্সফর্ম,	
mukhobandho,	মুখবন্ধ,	মুখবন্ধ,	
agomoner,	আগমনের,	আগমনের,	
qings,	কিংস,	কিংস,	
hisabke,	হিসাবকে,	হিসাবকে,	
armenian,	আরমেনিং,	আর্মেনিয়ান,	
karam,	করম,	কেরাম,	
porishkoron,	পরিক্ষরণ,	পরিষ্করণ,	
votar,	ভোটর,	ভোটার,	
basaa,	বাসা,	বাসা,	
conflikt,	কনফ্লিক্ট,	কনফ্লিক্ট,	
tookoo,	টোকো,	টুকু,	
agom,	আগম,	আগম,	
bachaikrito,	বাছাইকৃত,	বাছাইকৃত,	
chhintayikari,	ছিনতাইকারী,	ছিনতাইকারী,	
towbar,	টাওবার,	তওবার,	
balatkar,	বালতাকার,	বলাৎকার,	
shrimoti,	শ্রীমতী,	শ্রীমতি,	
kandy,	কান্দি,	ক্যান্ডি,	
taateo,	টাটেও,	তাতেও,	
shaluk,	শালুক,	শালুক,	
ekshotee,	একশটি,	একশোটি,	
shikshagato,	শিক্ষাগত,	শিক্ষাগত,	
horidbar,	হরিদ্বর,	হরিদ্বার,	
swasti,	স্বস্তি,	স্বস্তি,	
udbhabaker,	উদ্ভবাকের,	উদ্ভাবকের,	
chhooteer,	ছুটির,	ছুটির,	
shcholastiq,	স্কাল্সস্টিক,	স্কলাস্টিক,	
kanagulo,	কানগুলো,	কণাগুলো,	
hastantar,	হস্তান্তার,	হস্তান্তর,	
gadhaa,	গাধধা,	গাধা,	
dobhar,	দোার,	ডোভার,	
uddhritto,	উদ্ধৃত্ত,	উদ্ধৃত,	
lampot,	ল্যাম্পত,	লম্পট,	
dekhbaar,	দেখবার,	দেখবার,	
udbhaboni,	উদ্ভবনী,	উদ্ভাবনী,	
cherechhe,	চেরেছে,	ছেড়েছে,	
soores,	সুরেশ,	সুরেশ,	
bisheshyer,	বিশেষের,	বিশেষ্যের,	
hiiragana,	হীরগনা,	হিরাগানা,	
koomarir,	কুমারীর,	কুমারীর,	
phiksim,	ফিক্সিং,	ফিক্সিং,	
samley,	স্যামলে,	সামলে,	
nischitvabe,	নিশ্চিতভাবে,	নিশ্চিতভাবে,	
prodiper,	প্রদিপদের,	প্রদীপের,	
chesa,	চেষা,	চেস,	
dormitoree,	ডরমেটরি,	ডরমিটরি,	
prithbir,	পৃথ্বীর,	পৃথবীর,	
phimela,	ফাইমেল,	ফিমেল,	
quari,	কোয়ারি,	কোয়েরি,	
srimati,	শ্রীমতী,	শ্রীমতি,	
nazi,	নাজি,	নাত্সি,	
musolmanderkey,	মুসলন্দকারকে,	মুসলমানদেরকে,	
nodigulir,	নদীগুলির,	নদীগুলির,	
borana,	বরানা,	বোরন,	
pituni,	পিতুনী,	পিটুনি,	
manabsamajer,	মানবসম্যের,	মানবসমাজের,	
shansthati,	সংস্থাটি,	সংস্থাটি,	
cholochchitreei,	চলচ্ত্রিতে,	চলচ্চিত্রেই,	
naji,	নাজি,	নাত্সি,	
shikarer,	শিকারের,	শিকারের,	
ancholeo,	অঞ্চলেও,	অঞ্চলেও,	
meghkey,	মেঘকে,	মেঘকে,	
ekhaate,	একাতে,	একহাতে,	
tinage,	তিন্গে,	টিনেজ,	
orthanitite,	অর্থনীতিতে,	অর্থনীতিতে,	
aanish,	আনিষ,	আনিস,	
durgotsave,	দুর্গত্বাভে,	দুর্গোৎসবে,	
laiseensee,	লেসিন্স,	লাইসেন্স,	
residance,	রেসিডেন্স,	রেসিডেন্স,	
queri,	কুয়ারি,	কোয়েরি,	
fuda,	ফুড,	ফুড,	
lutherana,	লুথরা,	লুথেরান,	
samle,	স্যামলে,	সামলে,	
karima,	করিমা,	করিম,	
dibet,	দিবেট,	ডিবেট,	
dibeeta,	দিবীত,	ডিবেট,	
conserwation,	কনসারভেশন,	কনসারভেশন,	
beeswasi,	বিশ্বাসী,	বিশ্বাসই,	
byabostho,	ব্যবস্থ,	ব্যাবস্থা,	
sabyastho,	সব্যস্ত,	সাব্যস্থ,	
nojod,	নজদ,	নজদ,	
allahabade,	আলাহাবাদে,	এলাহাবাদে,	
ooeepoka,	উইপক,	উইপোকা,	
manur,	মানুর,	মনুর,	
matriroop,	মাতৃরূপ,	মাতৃরূপ,	
jathon,	যথন,	যথন,	
taunship,	টানশীপ,	টাউনশিপ,	
ispredseet,	ইস্প্রেস্তে,	স্প্রেডশীট,	
durgotshob,	দুর্গত্বাব,	দুর্গোৎসব,	
jaruri,	জরুরী,	জরূরী,	
sorjur,	সর্জুর,	সরযূর,	
sthapona,	স্থাপন,	স্থাপনা,	
nederlander,	নেদারল্যান্ডের,	নেদারল্যান্ডের,	
meghnadbodh,	মেগনন্ধধ,	মেঘনাদবধ,	
aminar,	আমিনার,	আমিনার,	
laishenshim,	লেসনস্লিং,	লাইসেন্সিং,	
korley,	কর্লে,	করলে,	
brindaboney,	বৃদ্যান্ে,	বৃন্দাবনে,	
prema,	প্রেম,	প্রাইম,	
bhumija,	ভূমিজা,	ভূমিজ,	
duckticketer,	ডাক্তিকেতের,	ডাকটিকিটের,	
shikkharthirao,	শিক্ষার্থীরা,	শিক্ষার্থীরাও,	
prity,	প্রীতি,	প্রিটি,	
nir,	নির,	নির,	
torunra,	তরুন্রা,	তরুণরা,	
chaiten,	চাইনে,	চাইতেন,	
postac,	পোস্তক,	পোস্টকে,	
jolrang,	জলর্ন,	জলরঙ,	
monzeele,	মঞ্জেলে,	মঞ্জিলে,	
homes,	হোমেস,	হোমস,	
heza,	হেজ,	হেজ,	
folok,	ফলক,	ফলক,	
varma,	ভর্্মা,	ভার্মা,	
volte,	ভলতে,	ভল্ট,	
pet,	পেট,	পেত,	
ajiban,	আজিবন,	আজীবন,	
peterke,	পিটারকে,	পিটারকে,	
azizur,	আজিজুর,	আজিজুর,	
khanankaj,	খননকবল,	খননকাজ,	
celinar,	সেলিনার,	সেলিনার,	
ahalyar,	অহা্্যার,	অহল্যার,	
gosthii,	গষ্ঠী,	গোষ্ঠীই,	
mookhbaundho,	মুখুন্ধ্ধ,	মুখবন্ধ,	
venus,	ভেন্াস,	ভেনাস,	
majlishpur,	মজনিসপুর,	মজলিশপুর,	
apargota,	অপরগতত,	অপারগতা,	
kaathhaamaandu,	কাঠাম্্ড,	কাঠমান্ডু,	
maaktume,	মাকতুমে,	মাকতুম,	
chhaanee,	ছানই,	ছানি,	
temanbhabe,	তেমানভাবে,	তেমনভাবে,	
vince,	ভিঞ্চে,	ভিন্স,	
townsip,	টউন্সপি,	টাউনশিপ,	
window,	উইন্দো,	উইন্ডো,	
expression,	এক্সপ্রেশন,	এক্সপ্রেশন,	
cilahaati,	চিলাহাতি,	চিলাহাটি,	
vatar,	ভাটার,	ভাতার,	
verma,	ভার্মা,	ভার্মা,	
nirmankaaj,	নির্মাণ্য,	নির্মাণকাজ,	
janate,	জনতে,	জানাতে,	
tokee,	তকি,	তকি,	
bhalobasake,	ভালববাসে,	ভালোবাসাকে,	
dobhaar,	দোার,	ডোভার,	
munim,	মুনিম,	মুনিম,	
pashaner,	পাশানের,	পাষাণের,	
anuchcheder,	অনুচ্ছেদের,	অনুচ্ছেদের,	
hijrii,	হিজরি,	হিজরী,	
dorji,	দর্জি,	দরজি,	
marqeting,	মার্কেনিং,	মার্কেটিং,	
dhhaaby,	ঢাবি,	ঢাবি,	
yoneetey,	যোনিতে,	যোনীতে,	
idaning,	এডেন্ং,	ইদানীং,	
jeerusaleema,	জির্রাসিমা,	জেরুসালেম,	
pratishta,	প্রতিষ্ট,	প্রতিষ্টা,	
jati,	জ্যাতি,	যাতি,	
futbolarra,	ফুটবলরার,	ফুটবলাররা,	
porijon,	পরিজ্ন,	পরিজন,	
huge,	হুগ,	হিউজ,	
karadanda,	কারাদন্ড,	কারাদণ্ড,	
graambasheeo,	গ্রাম্বিহা,	গ্রামবাসীও,	
shasonkarta,	শাসনক্রক,	শাসনকর্তা,	
victar,	ভিক্টার,	ভিক্টর,	
madhuri,	মধুরি,	মাধুরী,	
besirbhagi,	বেশীরভাগই,	বেশিরভাগই,	
sonali,	সোনালি,	সোনালী,	
jarool,	জারল,	জারুল,	
qarqa,	কার্কা,	কার্ক,	
zerusalemer,	জিরোসালেমের,	জেরুজালেমের,	
raha,	রোহা,	রঃ,	
ankush,	অন্কুষ,	অংকুশ,	
phokshkon,	ফক্ষ্ণ,	ফক্সকন,	
rudrake,	রুদ্রাকে,	রুদ্রকে,	
mozlis,	মজলিস,	মজলিশ,	
dhorer,	ধরের,	ধরের,	
satthik,	সাত্তিক,	সঠিক,	
samaveshke,	সমােভাকে,	সমাবেশকে,	
pleena,	প্লেন,	প্লেন,	
jyaishtha,	জ্যাস্স্থ,	জ্যৈষ্ঠ,	
uparjaner,	উপর্ানের,	উপার্জনের,	
saurse,	সার্সে,	সোর্স,	
shcholastic,	স্কাল্সস্টিক,	স্কলাস্টিক,	
choudhooreeder,	চৌধুরিদের,	চৌধুরীদের,	
playto,	প্লেয়ে,	প্লেটো,	
bedkey,	বেদকে,	বেদকে,	
kaaru,	কারু,	কারু,	
stain,	স্টেইন,	স্টেন,	
manbey,	মানবে,	মানবে,	
netherlander,	নেদারল্যান্ডের,	নেদারল্যান্ডের,	
direektareeta,	ডিরেক্টরিত,	ডিরেক্টরেট,	
falah,	ফলা,	ফালাহ,	
hugheke,	হুগকে,	হিউজকে,	
bage,	বাগে,	বাগে,	
karadonder,	কারাদন্ডের,	কারাদণ্ডের,	
qinsa,	কিংস,	কিংস,	
mehonoti,	মেহনীত,	মেহনতি,	
klaud,	ক্লাড,	ক্লাউড,	
manonitoder,	মনোনীতদের,	মনোনীতদের,	
footonto,	ফুটন্ত,	ফুটন্ত,	
maarmaader,	মারমাদের,	মারমাদের,	
beekaargrasta,	বিকারপুস্ত,	বিকারগ্রস্ত,	
nesnosh,	নেশন্স,	নেশনস,	
preety,	প্রেত,	প্রিটি,	
mokam,	মোকা,	মোকাম,	
udiichii,	উদিছি,	উদীচী,	
nilav,	নিলভ,	নীলাভ,	
evereste,	এভারেস্ট,	এভারেস্টে,	
soasage,	সোসাগে,	সসেজ,	
jakkha,	যক্ষ্মা,	যক্ষ,	
khatgosher,	খ্তাসাের,	খরগোসের,	
