nesnos,	নেন্নস,	নেশনস,	
hyarikeena,	হ্যারিকেন,	হ্যারিকেন,	
joneser,	জোনেসের,	জোন্সের,	
grambaseeo,	গ্রমবাসীও,	গ্রামবাসীও,	
sampadoner,	সম্পাদনের,	সম্পাদনের,	
kode,	কোদ,	কোড,	
roktokkhon,	রক্তক্ষ,	রক্তক্ষরণের,	
temani,	টেমনি,	তেমনই,	
zojjyota,	যজ্যতা,	যোজ্যতা,	
pooroheetra,	পুরোহেত্র,	পুরোহিতরা,	
abheedhaaneeck,	অভিধানক,	অভিধানিক,	
bonduk,	বন্দুক,	বন্দুক,	
balokarak,	বলককরক,	বলকারক,	
istane,	ইস্তানে,	স্টোন,	
baait,	বাইট,	বাইট,	
chhatogalper,	ছোটোগল্পের,	ছোটগল্পের,	
nirmankaz,	নির্মানকাজ,	নির্মাণকাজ,	
iyanqi,	ইয়ানকি,	ইয়াংকি,	
rupantarer,	রূপান্তরের,	রুপান্তরের,	
aholya,	আহল্য,	অহল্যা,	
baarakpur,	ব্যারাকপুর,	বারাকপুর,	
mozart,	মজার্ট,	মোজার্ট,	
betsman,	বেতসমান,	ব্যাটসম্যান,	
myari,	ম্যারি,	ম্যারি,	
kaando,	কান্ড,	কাণ্ড,	
soceitytey,	সশেটিতে,	সোসাইটিতে,	
chaabir,	ছাবির,	চাবির,	
agamane,	আগামানে,	আগমনে,	
panthaar,	পা্থার,	পন্থার,	
jonmaat,	জন্মাত,	জন্মাত,	
pyatarne,	প্যাটার্নি,	প্যাটার্নে,	
eenjil,	এঞ্জেল,	ইঞ্জিল,	
fokskon,	ফক্ষকন,	ফক্সকন,	
dajhya,	দহ্য,	দাহ্য,	
noubihar,	নৌবিহার,	নৌবিহার,	
beam,	বিম,	বিম,	
doulaa,	দাউলা,	দৌলা,	
grambasheeo,	গ্রমবাসীও,	গ্রামবাসীও,	
khilaphat,	খিলাফত,	খিলাফত,	
hoil,	হইল,	হইল,	
hughkey,	হুককে,	হিউজকে,	
gafiloti,	গাফিলটি,	গাফিলতি,	
sukna,	শুকনা,	শুকনা,	
seekkhakrom,	শিক্ষাক্রম,	শিক্ষাক্রম,	
sudrissho,	সুদৃশ্য,	সুদৃশ্য,	
proshtot,	প্রস্তত,	প্রস্ত্তত,	
soccar,	সক্চার,	সকার,	
ranadip,	রনাদীপ,	রণদীপ,	
hafej,	হাফেজ,	হাফেয,	
conphlikt,	কনফ্লিকট,	কনফ্লিক্ট,	
panchasjon,	পঞ্চাশজন,	পঞ্চাশজন,	
charchita,	চার্িিত,	চর্চিত,	
hozot,	হজত,	হজত,	
karadandey,	কারাদান্ডে,	কারাদণ্ডে,	
kloud,	ক্লউ,	ক্লাউড,	
machder,	মাছদের,	মাছদের,	
grambaseer,	গ্রামবাসীর,	গ্রামবাসীর,	
dijijer,	ডিবিজের,	ডিজিজের,	
chase,	চাষে,	চেস,	
wenom,	উইনেম,	ভেনম,	
abadamaner,	অবদামানের,	অবদমনের,	
shrimoti,	শ্রীমতী,	শ্রীমতি,	
orrgho,	অর্ঘ,	অর্ঘ্য,	
punch,	পাঁচ,	পুঞ্চ,	
muscat,	মাসকাট,	মাস্কাট,	
sazano,	সাজানো,	সাজানো,	
pujito,	পূজিত,	পুজিত,	
gaze,	গেজ,	গেজ,	
gostigoolo,	গষ্তিগুলো,	গোষ্ঠীগুলো,	
masjidtikey,	মাজজিদ্তকে,	মসজিদটিকে,	
novel,	নোভেল,	নভেল,	
diznii,	ডিজনি,	ডিজনী,	
the,	ঠে,	থাই,	
sahocorrze,	সহকোর্যে,	সাহচর্যে,	
arashie,	আরাশি,	আরসিএ,	
maail,	মাইল,	মাইল,	
vagni,	ভাগ্নী,	ভগ্নী,	
atarkitey,	আটর্কিটে,	অতর্কিতে,	
tukrokey,	টুকরোকে,	টুকরোকে,	
kousholgoto,	কৌশলগত,	কৌশলগত,	
daoon,	ডাউন,	ডাউন,	
bhaisoho,	ভাইসহ,	ভাইসহ,	
karpeter,	কর্পেটার,	কার্পেটে,	
jaanar,	জানার,	জানার,	
ajeeja,	আজেজা,	আজিজা,	
dana,	ডানা,	ডায়না,	
ekkoghore,	এককঘরে,	একঘরে,	
dibi,	দিবি,	দিবি,	
ancholsaha,	আঞ্চলসহ,	অঞ্চলসহ,	
samratder,	সমরতদের,	সম্রাটদের,	
cholochchitreer,	চলচিচ্ত্রের,	চলচ্চিত্রের,	
pluse,	প্লাউজ,	প্লাসে,	
bomkesh,	বোমকেশ,	ব্যোমকেশ,	
phutbolarder,	ফুটবলরদের,	ফুটবলারদের,	
mirakel,	মারাকেল,	মিরাকেল,	
bouddha,	বৌদ্ধ,	বৌদ্ধ,	
songosthatir,	সংস্থাটির,	সংস্থাটির,	
bhagno,	ভগ্ন,	ভগ্ন,	
shkarta,	স্কার্ট,	স্কার্ট,	
padarthabid,	পদার্থবাদ,	পদার্থবিদ,	
atyacarito,	অত্যাচারিত,	অত্যাচারিত,	
muktilav,	মুক্তিলোভ,	মুক্তিলাভ,	
soundarjo,	সৌন্দর্য,	সৌর্ন্দয্য,	
asovya,	অসভ্য,	অসভ্য,	
aamude,	আমুদে,	আমুদে,	
sattweo,	সত্ত্বেও,	সত্ত্বেও,	
alexander,	আলেক্সান্ডার,	আলেকজান্ডার,	
superheroo,	সুপেরাহে,	সুপারহিরো,	
alankorana,	অলংকরণা,	অলঙ্করণ,	
uindoo,	উইন্দু,	উইন্ডো,	
laicense,	লাইকেন্স,	লাইসেন্স,	
horas,	হরাস,	হোরাস,	
torabgonj,	তরাবগঞ্জ,	তোরাবগঞ্জ,	
sikhra,	শিখরা,	শিখরা,	
shaarthe,	সার্থে,	স্বার্থে,	
injiniyarim,	ইন্জেনিয়ারিং,	ইঞ্জিনিয়ারিং,	
oitijhyey,	ঐতিহ্যে,	ঐতিহ্যে,	
asociatees,	অসযাচোটিটেশ,	এসোসিয়েটস,	
asantos,	আসান্তোস,	অসন্তোষ,	
siddharther,	সিদ্থার্থের,	সিদ্ধার্থের,	
kaathhmaandute,	কাঠমন্ডুতে,	কাঠমান্ডুতে,	
azim,	আজিম,	আজিম,	
debdebeer,	দেবদেবীর,	দেবদেবীর,	
harano,	হরানো,	হারান,	
nirorthok,	নিরর্থক,	নিরর্থক,	
azaadir,	আজাদীর,	আজাদীর,	
jocqey,	জকি,	জকি,	
venus,	ভেনাস,	ভেনাস,	
chhanee,	ছানি,	ছানি,	
seramiks,	সারামিক্স,	সিরামিকস,	
moqam,	মোকম,	মোকাম,	
mousumti,	মৌসমটি,	মৌসুমটি,	
gatihin,	গতিহীন,	গতিহীন,	
imarjinsi,	এমার্জন্জি,	এমার্জেন্সি,	
tarani,	তারানী,	তরণী,	
ishpredshheet,	ইস্প্রেডেট,	স্প্রেডশীট,	
monohputo,	মনোপ্ুত,	মনঃপুত,	
jibanto,	জীবন্ত,	জীবন্ত,	
shten,	স্টেন,	স্টেন,	
nepchuner,	নেপচুনের,	নেপচুনের,	
taale,	তালে,	তালে,	
abhidhaaneek,	আভিধানিক,	অভিধানিক,	
jeebonjaapon,	জীবনজাপন,	জীবনযাপন,	
tovnship,	তিনশিপ,	টাউনশিপ,	
bukhari,	বুখারী,	বুখারি,	
mousum,	মাসুম,	মৌসুম,	
dephinition,	ডেফিনিশন,	ডেফিনেশন,	
faskari,	ফাসকারী,	ফাঁসকারী,	
valobasey,	ভালবাসে,	ভালোবাসে,	
bosante,	বসন্তে,	বসন্তে,	
ishiyatika,	এসিয়টিক,	এশিয়াটিক,	
ajijer,	আজিজের,	আজিজের,	
reeliancee,	রেলিয়েন্স,	রিলায়েন্স,	
masjidke,	মা্জিজকে,	মসজিদকে,	
jackey,	জ্যাকে,	জকি,	
bishasey,	বিশাসে,	বিশ্বাসে,	
saphallyar,	সাফল্যার,	সাফল্যের,	
kaareer,	কারির,	কারীর,	
nathibhookta,	নথিভূক্ত,	নথিভুক্ত,	
badey,	বেদে,	বাদে,	
aziza,	আজিজা,	আজিজা,	
eastar,	ইস্টার,	ইস্টার,	
nirbaha,	নির্বাহা,	নির্বাহ,	
gonohottar,	গণহোত্তার,	গণহত্যার,	
aazadir,	আজাদীর,	আজাদীর,	
istoone,	ইস্তুনে,	স্টোন,	
baibosthaar,	ব্যবস্থার,	ব্যবস্থার,	
utsahe,	উত্সাহে,	উৎসাহে,	
jaandrel,	জ্যান্ডারেল,	জাঁদরেল,	
addhattikotar,	আদ্যাত্বিকতার,	আধ্যাত্মিকতার,	
bhognee,	ভগ্নি,	ভগ্নী,	
flux,	ফ্লাক্স,	ফ্লাস্ক,	
mesenjjar,	মেসেঞ্জার,	মেসেঞ্জার,	
madeelim,	ম্যাডেলিং,	মডেলিং,	
eesa,	এসা,	আইএএস,	
songosthatike,	সংস্থাটিকে,	সংস্থাটিকে,	
helly,	হেলি,	হিলি,	
saainyo,	সৈইন্য,	সৈন্য,	
ghur,	ঘুর,	ঘুর,	
she,	সে,	সে,	
paade,	পাদে,	পাড়ে,	
taroni,	তারণী,	তরণী,	
abikol,	আবিকল,	অবিকল,	
ceramiker,	সেরামিকের,	সিরামিকের,	
katbe,	কাটবে,	কাটবে,	
patthkrom,	পাঠক্রম,	পাঠক্রম,	
parishkaran,	পরিষ্কারণ,	পরিষ্করণ,	
jonosanjog,	জনসংযোগ,	জনসংযোগ,	
brekthrough,	বেক্তরাঘ,	ব্রেকথ্রু,	
nirapottamulak,	নিরপতত্বমূলক,	নিরাপত্তামূলক,	
chamski,	চামসকি,	চমস্কি,	
bosben,	বসবেন,	বসবেন,	
lutharan,	লুথারণ,	লুথেরান,	
ghomta,	ঘমটা,	ঘোমটা,	
sabche,	সবছে,	সবচে,	
sikara,	শিকারা,	শিকার,	
shajano,	শাজানো,	সাজানো,	
shansthagulo,	সংশ্থাগুলো,	সংস্থাগুলো,	
pouchute,	পৌঁছতে,	পৌঁছুতে,	
kanader,	কানাদের,	কণাদের,	
smaroker,	স্মারকের,	স্মারকের,	
sylvi,	সিলভি,	সিলভি,	
lyanding,	ল্যান্ডিং,	ল্যান্ডিং,	
hocker,	হকের,	হুকার,	
mahindra,	মহীন্দ্র,	মাহিন্দ্রা,	
pravuder,	প্রভূদের,	প্রভুদের,	
totenhaamer,	টটেনহামের,	টটেনহামের,	
title,	টিটলে,	টাইটেল,	
choshon,	চোষন,	চোষণ,	
orthonitikey,	অর্থনিটিকে,	অর্থনীতিকে,	
daaradaa,	ডারাাা,	দারদা,	
prottokhovabe,	প্রত্যক্ষভাবে,	প্রত্যক্ষভাবে,	
footbalarder,	ফুটবালদার,	ফুটবলারদের,	
bhageroi,	ভাগেরই,	ভাগেরই,	
streegan,	স্ত্রীগণ,	স্ত্রীগণ,	
falak,	ফালক,	ফলক,	
jeans,	জিন্স,	জিন্স,	
adhattikotar,	আধাত্তিকতার,	আধ্যাত্মিকতার,	
prakalpoguli,	প্রকালগুলি,	প্রকল্পগুলি,	
chalachchitrei,	চালিচ্যেত্রে,	চলচ্চিত্রেই,	
oncolsoho,	অন্কলসহ,	অঞ্চলসহ,	
durgotsabe,	দুর্গটভাবে,	দুর্গোৎসবে,	
ghetoo,	ঘেতু,	ঘেটু,	
manobmoner,	মানবমনের,	মানবমনের,	
jotharthovabey,	যথার্থভাবে,	যথার্থভাবে,	
sushukkhar,	সুস্ক্ষর,	সুশিক্ষার,	
lisense,	লিসেন্স,	লাইসেন্স,	
pathachari,	পাঠাাারী,	পথচারী,	
dakteekit,	ডাকটিকিট,	ডাকটিকিট,	
bhangley,	ভাঙলে,	ভাঙলে,	
lyata,	ল্যাট,	ল্যাটা,	
bongshi,	বংশী,	বংশী,	
ba,	বা,	বু,	
daaoon,	ডাউন,	ডাউন,	
priimo,	প্রীমো,	প্রিমো,	
fanser,	ফাঁসের,	ফাঁসের,	
faaj,	ফ্জাজ,	ফাজ,	
senabahinio,	সেনাবাহিনী,	সেনাবাহিনীও,	
saatzoner,	সাতজনের,	সাতজনের,	
kuary,	ক্য়ারি,	কোয়েরি,	
chhootochhuti,	ছুটুছুটি,	ছুটোছুটি,	
deaubande,	দিউবন্দে,	দেওবন্দে,	
sekarone,	সেকারণে,	সেকারণে,	
antarktika,	অন্টর্কটিকা,	অ্যান্টার্কটিকা,	
bashoborty,	বশবর্তী,	বশবর্তী,	
dembakreeti,	দেম্বাকৃতি,	ডিম্বাকৃতি,	
pirujalee,	পিরুজালী,	পিরুজালী,	
aazan,	আজন,	আজান,	
shangsthagulo,	সংশ্ঠগুলো,	সংস্থাগুলো,	
pathanatak,	পাঠনাকক,	পথনাটক,	
houstoner,	হাস্টনের,	হিউস্টনের,	
oitijjhey,	ঐতিহ্যে,	ঐতিহ্যে,	
iash,	আয়াশ,	আইএএস,	
jhonkar,	ঝংকার,	ঝঙ্কার,	
rajatta,	রাজত্ব,	রাজত্ব,	
