suiti,	স্যুটি,	সুইটি,	
toufeek,	তৌফিক,	তৌফিক,	
sotteo,	সত্যেও,	সত্ত্বেও,	
khanankaj,	খননকাজ,	খননকাজ,	
byaboharkaree,	ব্যবহারকারী,	ব্যবহারকারী,	
chherechhe,	চেরেছে,	ছেড়েছে,	
ssahocorzo,	শহচর্য,	সাহচর্য,	
aanish,	আনিষ,	আনিস,	
aabarte,	আবর্তে,	আবর্তে,	
firoze,	ফিরজে,	ফিরোজ,	
uchchatara,	উচ্চতারা,	উচ্চতর,	
tatira,	তাটিরা,	তাঁতিরা,	
hajeerhatt,	হাজিরহাট,	হাজিরহাট,	
sombhobonaow,	সম্ভবনাও,	সম্ভবনাও,	
oxforde,	অকফোরদে,	অক্সফোর্ডে,	
ujobekeestan,	উজবেকিস্তান,	উজবেকিস্তান,	
palashir,	পালাশির,	পলাশীর,	
sahinsatar,	সহিনসাতার,	সহিংসতার,	
pancbaar,	পাঁচাবার,	পাঁচবার,	
ganochiener,	গণোোিনের,	গণচীনের,	
abdoor,	আবদুর,	আবদুর,	
chaaktir,	চাকটির,	চাকতির,	
floodlighter,	ফ্লুডলাইটের,	ফ্লাডলাইটের,	
kortona,	কর্তনা,	করতনা,	
kyashpar,	ক্যাশপার,	ক্যাসপার,	
basaate,	বসাতে,	বাসাতে,	
patochitrer,	পতচিত্রের,	পটচিত্রের,	
iraner,	ইরানের,	ইরানের,	
hijritey,	হিজরিতে,	হিজরীতে,	
cheentai,	চিন্তাই,	ছিনতাই,	
nopdikey,	নপদিকে,	নদীকে,	
engineerin,	ইন্জিনারিন,	ইঞ্জিনিয়ারিং,	
kormokarke,	কর্মকারকে,	কর্মকারকে,	
osocheton,	অসচেতন,	অসচেতন,	
michhilti,	মিশিলটি,	মিছিলটি,	
iunita,	ইউনিট,	ইউনিট,	
jibonto,	জীবন্ত,	জীবন্ত,	
ropto,	রপ্ত,	রপ্ত,	
qoda,	কোদা,	কোড,	
dhyana,	ধ্যান,	ধ্যান,	
panjikar,	পানজিকার,	পঞ্জিকার,	
prai,	প্রে,	প্রায়,	
botgach,	বটগাঁচ,	বটগাছ,	
elakayi,	এলাকেই,	এলাকাই,	
abolokon,	অবলোকন,	অবলোকন,	
sosar,	সসার,	সকার,	
shangkulan,	সংকুলান,	সংকুলান,	
karmazog,	কর্মযোগ,	কর্মযোগ,	
vittiei,	ভিতিই,	ভিত্তিই,	
prothakey,	প্রথাকে,	প্রথাকে,	
provritike,	প্রভৃতিকে,	প্রভৃতিকে,	
kanagulo,	কানগুলো,	কণাগুলো,	
transcom,	ট্রান্সকোম,	ট্রান্সকম,	
songosthati,	সংস্থাটি,	সংস্থাটি,	
hishaber,	হিসাবের,	হিসাবের,	
dharabahiktir,	ধারাবিহিকিতির,	ধারাবাহিকটির,	
mashjid,	মাজিদ,	মসজিদ,	
elaakaatir,	এলাকাটির,	এলাকাটির,	
ayadabhansada,	অ্যাডভানসড,	অ্যাডভান্সড,	
meghey,	মেঘে,	মেঘে,	
saarbharti,	সারভরটি,	সার্ভারটি,	
bagdade,	বাদদাদে,	বাগদাদে,	
hajjirhat,	হজ্জিরহাট,	হাজিরহাট,	
cholo,	চললো,	চলো,	
mittrer,	মিট্রের,	মিত্রের,	
elaakaasoho,	এলাকাসহ,	এলাকাসহ,	
chutite,	চুটিতে,	ছুটিতে,	
soommitrar,	সুমিত্রার,	সুমিত্রার,	
mit,	মিট,	এমআইটি,	
joubankale,	যৌবনকালে,	যৌবনকাল,	
lutheerana,	লুথিরান,	লুথেরান,	
bhyatikaner,	ভ্যিতিকাণের,	ভ্যাটিকানের,	
elaakatite,	এলাকাতিতে,	এলাকাটিকে,	
rakibul,	রাকিবুল,	রকিবুল,	
ap,	এপ,	আপ,	
byatasamyan,	ব্যাটাসম্যন,	ব্যাটসম্যান,	
bosonte,	বসন্তে,	বসন্তে,	
kada,	কাদা,	কোডা,	
chhootochhooti,	ছোটছুটি,	ছুটোছুটি,	
marufer,	মারুফের,	মারুফের,	
judge,	জজ,	জাজ,	
ghoomato,	ঘুমাতো,	ঘুমাতো,	
madhumati,	মধুমতি,	মধুমতী,	
prakalpotike,	প্রকল্পতিকে,	প্রকল্পটিকে,	
bonvumitey,	বনভূমিতে,	বনভূমিতে,	
franko,	ফ্রাঙ্ক,	ফ্রাঙ্কো,	
shima,	সিম,	সীমা,	
durgatsabe,	দুর্গতসাবে,	দুর্গোৎসবে,	
krantee,	ক্রান্টি,	ক্রান্তি,	
jibanto,	জীবন্ত,	জীবন্ত,	
unit,	ইউনিট,	ইউনিট,	
ritesh,	ঋটেশ,	রিতেশ,	
kailas,	কৈলাস,	কৈলাস,	
qarlosa,	কার্লস,	কার্লোস,	
foltir,	ফলটির,	ফলটির,	
korle,	করলে,	করলে,	
bethik,	বেথিক,	বেঠিক,	
dovar,	দোভার,	ডোভার,	
huqar,	হুকার,	হুকার,	
nariider,	নারীদের,	নারীদের,	
gronthao,	গ্রন্থাও,	গ্রন্থও,	
sukumaree,	সুকুমারী,	সুকুমারী,	
horidbar,	হরিদবার,	হরিদ্বার,	
protijogi,	প্রতিযোগী,	প্রতিযোগী,	
neshnosh,	নেষনো,	নেশনস,	
soinyosaho,	সৈন্যসহ,	সৈন্যসহ,	
masjid,	মাজিদ,	মসজিদ,	
jatinke,	জাতিনকে,	যতীনকে,	
shniper,	স্নাইপের,	স্নাইপার,	
parkin,	পারকিন,	পার্কিং,	
fareksa,	ফরেক্স,	ফরেক্স,	
mosjidke,	মজিদকে,	মসজিদকে,	
mayily,	মেইলি,	মাইলি,	
goodamjato,	গুদমজ্তমত,	গুদামজাত,	
bishshasho,	বিশ্বাস,	বিশ্বাসও,	
bisheshshyo,	বিশেষ্য,	বিশেষ্য,	
ramdhanu,	রমধধনু,	রামধনু,	
nirarthok,	নীর্রাথক,	নিরর্থক,	
choudhurike,	চৌধুরিকে,	চৌধুরীকে,	
bee,	বি,	বি,	
sarbhaarer,	সর্ভারের,	সার্ভারের,	
ongkush,	অংকুশ,	অংকুশ,	
sampadaner,	সম্পাদনের,	সম্পাদনের,	
riphleqsa,	রিফ্লেক্স,	রিফ্লেক্স,	
dibate,	দিবতে,	ডিবেট,	
gosthi,	গোষ্ঠী,	গোষ্ঠী,	
hijrite,	হিজরিতে,	হিজরীতে,	
soinyora,	সৈন্যরা,	সৈন্যরা,	
agom,	আগম,	আগম,	
melborrone,	মেলবররে,	মেলবোর্নে,	
torkareer,	তরকারীর,	তরকারীর,	
byaaran,	ব্যারন,	ব্যারন,	
kanaflikta,	কনফালিক্ট,	কনফ্লিক্ট,	
shpreadshheet,	স্প্রেডস্ট,	স্প্রেডশীট,	
devolopar,	ডেভলপার,	ডেভলপার,	
bibade,	বিবাদে,	বিবাদে,	
chereche,	চেরেছে,	ছেড়েছে,	
stanahenja,	স্টানহেঞ্জ,	স্টোনহেঞ্জ,	
talgaachh,	তালগাঁচ,	তালগাছ,	
sahajlabhbhotar,	সহজালভাতার,	সহজলভ্যতার,	
jojyota,	যজ্যতা,	যোজ্যতা,	
sectar,	সেক্টর,	সেক্টর,	
moorali,	মোরালি,	মুরলী,	
nederlande,	নেদারল্যান্ডে,	নেদারল্যান্ডে,	
dey,	দে,	ডে,	
ovishongshon,	অভিষংশন,	অভিশংসন,	
neerbahi,	নির্বাহী,	নির্বাহি,	
amarjita,	অমর্জিত,	অমার্জিত,	
harysher,	হরিসের,	হ্যারিসের,	
minishter,	মিনিসটার,	মিনিস্টার,	
duple,	ডাপেল,	ডুপ্লে,	
firoza,	ফিরজা,	ফিরোজা,	
ting,	টিং,	টিং,	
inasiyinta,	ইনসাইনেট,	এনসিয়েন্ট,	
diniphition,	ডিনিফিয়েশন,	ডেফিনেশন,	
yuqeliptas,	ইউকেলিপ্টাস,	ইউক্যালিপ্টাস,	
digrio,	ডিগ্রীয়,	ডিগ্রিও,	
faster,	ফাস্টের,	ফস্টার,	
joruri,	জরুরি,	জরূরী,	
basturyi,	বস্তুরি,	বস্তুরই,	
charchito,	চর্চিত,	চর্চিত,	
bhandar,	ভান্ডার,	ভাণ্ডার,	
ghoor,	ঘোর,	ঘুর,	
nutunotto,	নতুনত্ব,	নতুনত্ব,	
progresh,	প্রগ্রেস,	প্রগ্রেস,	
aakaabaar,	আকাবার,	আকাবার,	
pathkram,	পথক্রম,	পাঠক্রম,	
bondhuderke,	বন্ধুদেরকে,	বন্ধুদেরকে,	
horiddar,	হরিদর,	হরিদ্বার,	
vabuk,	ভাবুক,	ভাবুক,	
byatikromdhormi,	ব্যাতিক্রমধরী,	ব্যতিক্রমধর্মী,	
qrita,	কৃরিটা,	ক্রীট,	
gosthigulo,	গোষ্ঠিগুলো,	গোষ্ঠীগুলো,	
swastir,	স্বস্তির,	স্বস্তির,	
paadee,	পাদি,	পাড়ে,	
daaoon,	ডাউন,	ডাউন,	
konoroop,	কনোরপ,	কোনরূপ,	
bisheshya,	বিশেষা,	বিশেষ্য,	
nutan,	নতটান,	নূতন,	
chuti,	চুটি,	ছুটি,	
routine,	রউটিন,	রুটিন,	
iqbalke,	ইকবালকে,	ইকবালকে,	
townsip,	টাউন্সিপ,	টাউনশিপ,	
bites,	বিটেশ,	বাইটস,	
hurricane,	হারিকেন,	হ্যারিকেন,	
roktokkhon,	রক্তক্ষণ,	রক্তক্ষরণের,	
bhushito,	ভূষিত,	ভূষিত,	
jorury,	জরুরি,	জরূরী,	
hamburger,	হামবার্গের,	হামবুর্গের,	
summi,	সামি,	সুমি,	
nathivooktir,	নথিভুক্তির,	নথিভুক্তির,	
japaanira,	জাপানীরা,	জাপানিরা,	
vishhnu,	বিষ্ণু,	বিষ্ণু,	
shreemati,	শ্রীমতি,	শ্রীমতি,	
selina,	সেলিন,	সেলিনা,	
saralya,	সরলা,	সারল্য,	
ayantarketika,	অ্যান্টর্কেটিক,	অ্যান্টার্কটিকা,	
shikhra,	শিখরা,	শিখরা,	
udvabaker,	উদ্ভাবকের,	উদ্ভাবকের,	
ancholgulote,	আঞ্চলগুলোতে,	অঞ্চলগুলোতে,	
madhuree,	মধুরি,	মাধুরী,	
neutrina,	নিউট্রিন,	নিউট্রিনো,	
divya,	দিব্য,	দিব্যা,	
bisnu,	বিষ্ণু,	বিষ্ণু,	
suparichito,	সুপারিচিত,	সুপরিচিত,	
biplabee,	বিপ্লবে,	বিপ্লবী,	
aaziz,	আজিজ,	আজিজ,	
sumoo,	সুমো,	সুমো,	
chidropathe,	চিদ্রপথে,	ছিদ্রপথে,	
madrasa,	মাদরাসা,	মাদ্রাসা,	
bonovumite,	বনভূমিতে,	বনভূমিতে,	
azaan,	আজান,	আজান,	
peengna,	পিংনা,	পিংনা,	
pisach,	পিসাচ,	পিশাচ,	
rejidence,	রেজিডেন্স,	রেসিডেন্স,	
ohollar,	অহলার,	অহল্যার,	
ceramics,	কেরামিকস,	সিরামিকস,	
bbonyopran,	বন্যপ্রাণ,	বন্যপ্রাণ,	
bhromonkale,	ভ্রমণকালে,	ভ্রমণকালে,	
aalkaatraa,	আলকাত্রা,	আলকাতরা,	
debate,	দেবাতে,	ডিবেট,	
hugeke,	হুগেে,	হিউজকে,	
talgach,	তালগাঁচ,	তালগাছ,	
saddhi,	সাধ্ধি,	সাধ্বী,	
gronthati,	গ্রন্থাটি,	গ্রন্থটি,	
blagarara,	ব্লগেররা,	ব্লগাররা,	
krom,	ক্রোম,	ক্রম,	
deool,	ডিওল,	দেউল,	
akkaash,	একশাশ,	আককাস,	
awnurbor,	অনুরবর,	অনুর্বর,	
markeeting,	মার্কেটিং,	মার্কেটিং,	
orghyo,	অর্ঘ,	অর্ঘ্য,	
byabaharkariyi,	ব্যবহারকারী,	ব্যবহারকারীই,	
grootha,	গ্রুথ,	গ্রোথ,	
shyutara,	স্যুটার,	শ্যুটার,	
kathmandute,	কঠাম্ডুতে,	কাঠমান্ডুতে,	
pra,	প্র,	প্রো,	
udbhabane,	উদ্ভাবনে,	উদ্ভাবনে,	
granthotike,	গ্রন্থটিকে,	গ্রন্থটিকে,	
nirvahi,	নির্বাহী,	নির্বাহি,	
prodan,	প্রদান,	প্রদাণ,	
maailkhanek,	মাইখখনকে,	মাইলখানেক,	
hol,	হল,	হোল,	
akreetokarjo,	আকৃতকর্য,	অকৃতকার্য,	
volt,	ভল্ট,	ভল্ট,	
baugey,	বাগে,	বাগে,	
candy,	ক্যান্ডি,	ক্যান্ডি,	
lagche,	লাগছে,	লাগছে,	
diznii,	ডিজনি,	ডিজনী,	
jolatanko,	জলাটানক,	জলাতঙ্ক,	
tecnokryat,	টেকনক্রাট,	টেকনোক্র্যাট,	
metroopoolitan,	মেট্রোপুলিটান,	মেট্রোপলিটন,	
