nagarikderkey,	নগরীকদ্রে,	নাগরিকদেরকে,	
meshenjar,	মেশেঞ্জার,	মেসেঞ্জার,	
mulbhitti,	মুলভীতি,	মূলভিত্তি,	
canal,	ক্যানাল,	ক্যানেল,	
chalachchitrer,	চলচিত্রের,	চলচ্চিত্রের,	
harta,	হার্ট,	হার্ট,	
hoomasa,	হোমমা,	হোমস,	
konishtho,	কনিষ্ঠ,	কনিষ্ঠ,	
dharavassyokar,	ধারাভাস্বককর,	ধারাভাষ্যকার,	
uzbekistan,	উজ্েবিক্তান,	উজবেকিস্তান,	
mmesenjar,	মেশনাজ্র,	মেসেঞ্জার,	
machera,	মাচেরা,	মাছেরা,	
venis,	ভেনিস,	ভেনিস,	
cool,	কোল,	কুল,	
moddhyekar,	মধ্যকার,	মধ্যেকার,	
estonia,	এস্টোনিয়া,	এস্তোনিয়া,	
thar,	থার,	থর,	
prokar,	প্রকার,	প্রকার,	
utsaha,	উৎসহ,	উৎসাহ,	
ingrezeeteo,	ইংরেজিতে,	ইংরেজিতেও,	
abhishangson,	অভিশংসোন,	অভিশংসন,	
pacbbar,	পাঁচবার,	পাঁচবার,	
aholla,	আহলা,	অহল্যা,	
harbourey,	হর্বরে,	হারবারে,	
koreempoor,	করিমপুর,	করিমপুর,	
prachandota,	প্রচন্ডতা,	প্রচণ্ডতা,	
laala,	লালা,	লালা,	
muzibur,	মুজিবর,	মুজিবুর,	
abadamaner,	আবদামানের,	অবদমনের,	
chhatogalper,	ছোটোগল্পের,	ছোটগল্পের,	
samany,	সামানি,	সামান্য,	
okritakarjo,	অক্রতাকর্য,	অকৃতকার্য,	
thore,	থোরে,	থরে,	
tottobar,	তত্ত্ববার,	তওবার,	
tonoo,	তনু,	তনু,	
dharabhiko,	ধারাভিক,	ধারাবাহিকেও,	
jyesthaa,	জ্যাষ্থা,	জ্যেষ্ঠা,	
shantaa,	সান্তা,	সান্তা,	
phox,	ফক্স,	ফক্স,	
jones,	জোনেস,	জোন্স,	
shangkulaan,	সংকুলান,	সংকুলান,	
jerusalem,	জেরোসামে,	জেরুসালেম,	
shaannaal,	সান্নাল,	সান্যাল,	
goroor,	গরুর,	গরুর,	
deenes,	ডিনেস,	দীনেশ,	
restuarant,	রেস্টুরাঁ,	রেষ্টুরেন্ট,	
perri,	পেরি,	পেরি,	
raagkey,	রাগকে,	রাগকে,	
oporeeshodhito,	অপরিশোধিত,	অপরিশোধিত,	
idaning,	এডনিং,	ইদানিং,	
mesenzarer,	মেশনাজ্জারের,	মেসেঞ্জারের,	
rabo,	রব,	রব,	
saarbharti,	সার্ভর্তী,	সার্ভারটি,	
emerjency,	এমেরমেন্সি,	এমার্জেন্সি,	
shyooter,	স্যুটের,	শ্যুটার,	
zoojyota,	যুজ্যতা,	যোজ্যতা,	
moshzidtir,	মস্বিদ্তির,	মসজিদটির,	
kooyeri,	কোয়ারি,	কোয়েরি,	
chhon,	ছোন,	ছোঁ,	
mitre,	মিত্রে,	মিত্র,	
chomsky,	চম্কি,	চমস্কি,	
upobashee,	উপবাষী,	উপবাসী,	
nathibhooktir,	নথিভুকটির,	নথিভুক্তির,	
dankan,	দানকন,	ডানকান,	
aastikotaa,	অস্তিকটা,	আস্তিকতা,	
sollalaho,	সোল্লাল,	সল্লাল্লাহু,	
biswash,	বিশ্বাস,	বিশ্বাস,	
torabgunj,	তরাবগঞ্জ,	তোরাবগঞ্জ,	
jarool,	জারুল,	জারুল,	
tiunar,	টিউনার,	টিউনার,	
pravritite,	প্রভূতিতে,	প্রভৃতিতে,	
akla,	অকলা,	একলা,	
seekkharthirao,	শিক্ষার্থীর্,	শিক্ষার্থীরাও,	
juktarashtre,	যুক্তরাস্ট্রে,	যুক্তরাষ্ট্রে,	
janes,	জানেস,	জোন্স,	
torkarir,	তরকারির,	তরকারীর,	
daaktikite,	ডাক্তিকিতে,	ডাকটিকিটে,	
sangasthagulo,	সংস্থাগগুলো,	সংস্থাগুলো,	
embaed,	এম্বেবেড,	এম্বেড,	
merjito,	মেরিজিত,	মার্জিত,	
mathews,	ম্যাথেওস,	ম্যাথিউস,	
agomone,	অগোমনে,	আগমনে,	
biswashwo,	বিশ্বাস্,	বিশ্বাসও,	
phaqsa,	ফক্স,	ফক্স,	
granthaty,	গ্রন্থাট্,	গ্রন্থটি,	
baasa,	বাসা,	বাসা,	
modeel,	মদীল,	মডেল,	
gulen,	গুলেন,	গুলেন,	
masazida,	মাসগিদ,	মসজিদ,	
parbatmala,	পর্বতত্লল,	পর্বতমালা,	
melborner,	মেলবার্ণের,	মেলবোর্নের,	
depootee,	ডিপোটি,	ডেপুটি,	
grameroi,	গ্রামেরও,	গ্রামেরই,	
chhaanake,	ছানকে,	ছানাকে,	
gasthi,	গ্যস্থি,	গোষ্ঠী,	
katbey,	কাটবে,	কাটবে,	
gabhaaskar,	গভ্কসকর,	গাভাস্কার,	
muhammad,	মুহাম্মাদ,	মুহাম্মদ,	
neeshanasa,	নেশনন,	নেশনস,	
elakatir,	এলাকতির,	এলাকাটির,	
malish,	মালিশ,	মালিশ,	
pradeep,	প্রাদিপ,	প্রদীপ,	
eexpreession,	এক্সপ্রেশেন,	এক্সপ্রেশন,	
shomser,	শম্সের,	সমশের,	
gazipore,	গাজীপরে,	গাজীপুর,	
zohns,	জনস,	জন্স,	
pack,	প্যাক,	প্ল্যাক,	
sontoshpur,	সন্তস্পুর,	সন্তোষপুর,	
addabaj,	আদ্দবাজ,	আড্ডাবাজ,	
sahoocorzoe,	সাহকর্যে,	সাহচর্যে,	
sharok,	সারক,	স্মারক,	
ranangone,	রণনঙ্গনে,	রণাঙ্গনে,	
jubokshoho,	যুবক্ষ,	যুবকসহ,	
opohoron,	অপহরণ,	অপহরন,	
marry,	মেরি,	ম্যারি,	
cena,	কেনা,	সিনা,	
renoo,	রেনো,	রেনো,	
biphal,	বিফল,	বিফল,	
kanthar,	কন্ঠার,	কাঁথার,	
byomkesh,	ব্যামকেস,	ব্যোমকেশ,	
soshej,	সশেজ,	সসেজ,	
chedropothe,	চেদ্রপপথে,	ছিদ্রপথে,	
agoora,	আগুর,	আগোরা,	
peoples,	পিপললেস,	পিপলস্,	
somsher,	সমসের,	সমশের,	
bojhe,	বোঝে,	বোঝে,	
poricchonnota,	পরিচ্ছননাত,	পরিচ্ছন্নতা,	
anyorup,	অন্যরূপ,	অন্যরূপ,	
dharavashyokar,	ধারাভাষ্যকার,	ধারাভাষ্যকার,	
skart,	স্কার্ট,	স্কার্ট,	
shekender,	সেকেন্ডার,	সেকেন্ডের,	
bosoben,	বসবেন,	বসবেন,	
bota,	বোটটা,	বটা,	
shikkhartheerao,	শিক্ষার্থীর্,	শিক্ষার্থীরাও,	
itostatah,	ইতসস্তাথ,	ইতস্ততঃ,	
graambasheeo,	গ্রাম্াসেও,	গ্রামবাসীও,	
ixprission,	এক্সপ্রেশন,	এক্সপ্রেশন,	
ssahocorze,	সাহকর্যে,	সাহচর্যে,	
ibhila,	ইভিল,	ইভিল,	
sachetanvabe,	সচেতন্ভবে,	সচেতনভাবে,	
muhurta,	মুহূর্ত,	মুহুর্ত,	
chirohorit,	চিরহরিত,	চিরহরিৎ,	
elaakaate,	এলাকাতে,	এলাকাতে,	
thake,	থাকে,	থাকে,	
padarthabidder,	পদার্থবিদ্যের,	পদার্থবিদদের,	
muladee,	মুলাদী,	মুলাদি,	
damanmulok,	দামনন্মল,	দমনমূলক,	
byatikrami,	ব্যতিক্রমী,	ব্যতিক্রমী,	
sikhra,	শিখ্রা,	শিখরা,	
khelafotey,	খেলাফোতে,	খেলাফতে,	
kyandi,	ক্যান্ডি,	ক্যান্ডি,	
kampita,	কম্পিিট,	কম্পিত,	
shoreefer,	শরীফের,	শরিফের,	
shlok,	স্লক,	শ্লোক,	
hishabke,	হিসাবকে,	হিসাবকে,	
ghotlo,	ঘটল,	ঘটল,	
zoneete,	যোনিতে,	যোনীতে,	
chaalta,	চাল্টা,	চালতা,	
haitasha,	হইইটাস,	হাইটস,	
korley,	করলে,	করলে,	
prithbir,	পৃথ্বীর,	পৃথবীর,	
byataree,	ব্যতারী,	ব্যাটারী,	
grameryi,	গ্রামেরি,	গ্রামেরই,	
akbakke,	একবককে,	একবাক্যে,	
niranjon,	নিরঞ্জন,	নিরঞ্জন,	
mahibur,	মাহিবুর,	মহিবুর,	
probhur,	প্রভূর,	প্রভুর,	
messanger,	মেশঙাগের,	মেসেঞ্জার,	
lisense,	লিজন্সে,	লাইসেন্স,	
zeans,	জিনস,	জিন্স,	
norfolk,	নরফলক,	নরফোক,	
bagach,	বাগাচ,	বটগাছ,	
deputi,	দিপুতি,	ডেপুটি,	
shajano,	সাজান,	সাজানো,	
obheegomon,	অভিগোমন,	অভিগমন,	
shomraat,	সম্রাত,	সম্রাট,	
rajbondi,	রাজবন্দী,	রাজবন্দী,	
deil,	ডেল,	ডেইল,	
biplobir,	বিপ্লবির,	বিপ্লবীর,	
ghotleo,	ঘটলেও,	ঘটলেও,	
raitasa,	রাইটস,	রাইটস,	
footbalarder,	ফুটবলারদের,	ফুটবলারদের,	
uparzoner,	উপারজনের,	উপার্জনের,	
dholeshori,	ধলেশরি,	ধলেশ্বরী,	
moqam,	মোকম,	মোকাম,	
sojja,	সজ্জা,	সজ্জা,	
sakkhatkarer,	সাক্ষাতকারের,	সাক্ষাত্কারের,	
baaraakpur,	বারাকপুর,	বারাকপুর,	
ganokantho,	গণকা্ঠ,	গণকণ্ঠ,	
devolapar,	ডেভলপার,	ডেভলপার,	
chanu,	চানু,	চানু,	
drissogulote,	দৃশ্যগুলোতে,	দৃশ্যগুলোতে,	
tobe,	তবে,	টবে,	
lumbini,	লুম্বিনী,	লুম্বিনী,	
abotar,	অবতর,	অবতার,	
laaisheesh,	লাইসেস,	লাইসেন্স,	
iksaprishana,	এক্সপ্রেশন,	এক্সপ্রেশন,	
shektore,	সেক্টরে,	সেক্টরে,	
manhputo,	মানফুত,	মনঃপুত,	
sikhar,	শিখর,	শিকার,	
pothchari,	পথচরই,	পথচারী,	
palestine,	প্যালেস্টিন,	প্যালেস্টাইনে,	
chalochchitratike,	চলচ্চিত্রকিতে,	চলচ্চিত্রটিকে,	
stylish,	স্টাইলিস,	স্টাইলিশ,	
banijyikvittey,	বানিজ্যিক্তি,	বাণিজ্যিকভিত্তিতে,	
michir,	মিচির,	মিচির,	
raagee,	রাগি,	রাগী,	
parqa,	পার্ক,	পার্ক,	
dholeshwari,	ধরেশভারী,	ধলেশ্বরী,	
mohibur,	মহিবুর,	মহিবুর,	
adhyatmik,	আধ্যাত্মিক,	আধ্যাত্মিক,	
dibate,	দিবতে,	ডিবেট,	
ingrejra,	ইংরেজ্য,	ইংরেজরা,	
assaciates,	অ্যাসোসিটেশ,	এসোসিয়েটস,	
mookhomandol,	মুখমন্ডল,	মুখমণ্ডল,	
istane,	ইস্টেন,	স্টোন,	
ashe,	আশে,	আসে,	
muldhara,	মুলধারা,	মূলধারা,	
deeputy,	ডিপুটি,	ডেপুটি,	
bhugarbhe,	ভূগর্ভে,	ভূগর্ভে,	
megh,	মেঘ,	মেঘ,	
akritakarjo,	আক্রতাকর্য,	অকৃতকার্য,	
pooroheetra,	পুরুহিত্র,	পুরোহিতরা,	
onurbor,	অনুর্বর,	অনুর্বর,	
bhagirath,	ভাগীরথ,	ভগীরথ,	
licensedhari,	লিইনেস্েরসি,	লাইসেন্সধারী,	
anano,	আনানো,	আনানো,	
addabaaz,	আদ্বাবাজ,	আড্ডাবাজ,	
shit,	সিট,	শীত,	
rubidium,	রুবিডিয়াম,	রুবিডিয়াম,	
pyore,	প্য়র,	পিওর,	
bikargrasta,	বিকর্গ্রা্থ,	বিকারগ্রস্ত,	
shhcholashtic,	স্কলাাটিক্ট,	স্কলাস্টিক,	
zesa,	জেস,	জেস,	
ketechila,	কেটেছিল,	কেটেছিল,	
bodhirota,	বধিরতা,	বধিরতা,	
degree,	ডিগ্রী,	ডিগ্রি,	
suddeen,	সুদ্দীন,	সাডেন,	
informeson,	ইনফর্মেশন,	ইনফরমেশন,	
yukeliptash,	ইউকেলিপটস,	ইউক্যালিপ্টাস,	
niranjan,	নিরঞ্জন,	নিরঞ্জন,	
ganohatyar,	গণহাত্যার,	গণহত্যার,	
damanmulak,	দামননূমক,	দমনমূলক,	
ameerica,	অ্যামেরিকা,	আমেরিকা,	
karuna,	করুণা,	করুণা,	
rushad,	রুশাদ,	রুশদ,	
footonto,	ফুটন্ত,	ফুটন্ত,	
aashtikota,	অস্তিকটা,	আস্তিকতা,	
onupater,	অনুপতের,	অনুপাতের,	
minishtar,	মিনিস্টার,	মিনিস্টার,	
aholya,	আহল্য,	অহল্যা,	
