alauler,	আলালের,	আলাওলের,	
brindo,	বৃর্ন্দ,	বৃন্দ,	
konagoolo,	কোনাগুলো,	কণাগুলো,	
chhatto,	ছাট্,	ছোট্ট,	
vaibonder,	ভাবননদের,	ভাইবোনদের,	
hocker,	হোকার,	হুকার,	
alimpika,	আলিম্পিকা,	অলিম্পিক,	
jatti,	যাতটি,	জাতটি,	
aarcia,	আর্কিয়া,	আরসিএ,	
set,	সেট,	সিট,	
uporitoler,	উপরিটলের,	উপরিতলের,	
bhaskor,	ভাস্কর,	ভাস্কর,	
soolke,	সুলকে,	শুল্কে,	
dubaate,	দুবাতে,	ডুবাতে,	
taranee,	তারেন,	তরণী,	
bhootara,	ভোটার,	ভোটার,	
chitranattakar,	চিত্রনাট্যকার,	চিত্রনাট্যকার,	
parbottyo,	পর্বত্ব,	পার্বত্য,	
directorete,	ডিরেক্টরেট,	ডিরেক্টরেট,	
thawre,	থাওর,	থরে,	
jhalkathy,	ঝালকাঠি,	ঝালকাঠী,	
rajatta,	রাজততা,	রাজত্ব,	
spreadsheet,	স্প্রেসিট,	স্প্রেডশীট,	
nikela,	নিকেলা,	নিকেল,	
kemaney,	কেমানে,	কেমনে,	
angurer,	অঙ্গুরের,	আঙ্গুরের,	
simaa,	সিমা,	সীমা,	
antorvukta,	অন্তর্ভূক্ত,	অন্তর্ভুক্ত,	
mmadhukkori,	মাধকুরি,	মাধুকরী,	
naitikatar,	নাইটিকাটর,	নৈতিকতার,	
tarunderke,	তারুন্দারকে,	তরুণদেরকে,	
sahinsatar,	সহীনসনতার,	সহিংসতার,	
jothon,	যথন,	যথন,	
chesa,	চেষ,	চেস,	
udbodhoner,	উদ্বধনের,	উদ্বোধনের,	
dhhaaloor,	ঢালুর,	ঢালুর,	
meetropalitana,	ম্ট্রোপোলিশন,	মেট্রোপলিটন,	
mahasova,	মহাসভা,	মহাসভা,	
kodguli,	কদগুলি,	কোডগুলি,	
chalochchitraeer,	চলচিত্রেরা,	চলচ্চিত্রের,	
skolastik,	স্কলাস্টিক,	স্কলাস্টিক,	
durgatsob,	দুর্তাসব,	দুর্গোৎসব,	
bosturoi,	বস্তুরও,	বস্তুরই,	
ganochiner,	গণছীনের,	গণচীনের,	
morathi,	মরাথী,	মরাঠি,	
sorjur,	সর্জুর,	সরযূর,	
koushalgato,	কৌসাগত,	কৌশলগত,	
bondikey,	বন্দিকে,	বন্দীকে,	
parkasa,	পার্কস,	পার্কস,	
kathmandute,	কাননদুউতে,	কাঠমান্ডুতে,	
kaanaai,	কানাই,	কানাই,	
sthaponakey,	স্থাপনাকে,	স্থাপনাকে,	
templete,	ট্যাম্পলেট,	টেম্পলেট,	
madhobi,	মধবী,	মাধবীর,	
udar,	উদার,	উদর,	
aap,	আপ,	আপ,	
neelfamarir,	নেলফমারির,	নীলফামারীর,	
byaasalt,	ব্যাসল,	ব্যাসল্ট,	
ponjeekar,	পঞ্জিকার,	পঞ্জিকার,	
dajjha,	দজ্য,	দাহ্য,	
bitolser,	বিটলসের,	বিটলসের,	
abdune,	আবদুনে,	আবদুন,	
omorendro,	অমরেন্দ্র,	অমরেন্দ্র,	
megher,	মেঘের,	মেঘের,	
skoora,	স্কোরা,	স্কোর,	
besirbhagei,	বেশিরভাগেই,	বেশিরভাগেই,	
sayanaida,	সাযানাইড,	সায়ানাইড,	
dhhaby,	ঢাবি,	ঢাবি,	
rubala,	রুবাল,	রুবল,	
beshirvagyi,	বেশিরভাগী,	বেশিরভাগই,	
hipar,	হিপার,	হাইপার,	
gandhikey,	গণ্ধীকে,	গান্ধীকে,	
heeli,	হেলি,	হিলি,	
shaahoshikataar,	সাহাসীকতার,	সাহসিকতার,	
footonto,	ফুটন্ত,	ফুটন্ত,	
satarkokari,	সতারককারী,	সতর্ককারী,	
saida,	সাইড,	সাইদা,	
jalrang,	জাযার্গ,	জলরঙ,	
hooldim,	হুলদিম,	হোল্ডিং,	
kunty,	কুনটি,	কুন্তী,	
harisher,	হারিসের,	হ্যারিসের,	
khamba,	খাম্ব,	খাম্বা,	
baron,	বারণ,	ব্যারন,	
joluk,	জলুক,	জ্বলুক,	
danabder,	দানব্দের,	দানবদের,	
fixing,	ফিক্সিং,	ফিক্সিং,	
towraat,	তারাট,	তওরাত,	
dharabahikeo,	ধারাহিবেকে,	ধারাবাহিকেও,	
netherland,	নেটেচ্যান্ড,	নেদারল্যান্ড,	
foreks,	ফোরেক্স,	ফরেক্স,	
hafez,	হাফেজ,	হাফেয,	
protijogitamulok,	প্রতিযোগিতামূলক,	প্রতিযোগীতামূলক,	
nikoter,	নিকোটের,	নিকটের,	
sikkharthirao,	শিক্ষার্থীরা,	শিক্ষার্থীরাও,	
parijaner,	পরিজানের,	পরিজনের,	
akkhar,	আক্ষার,	অক্ষর,	
lagche,	লাগছে,	লাগছে,	
manoharpur,	মনহারপুর,	মনোহরপুর,	
phokskon,	ফক্ষকণ,	ফক্সকন,	
daakteekit,	দাক্তিকিট,	ডাকটিকিট,	
karlasa,	কার্লস,	কার্লোস,	
logicer,	লোগিসের,	লজিকের,	
bhenasa,	ভেনাস,	ভেনাস,	
thor,	থোর,	থর,	
victor,	ভিক্টর,	ভিক্টর,	
songosthaner,	সংস্থানের,	সংস্থানের,	
turky,	টার্কি,	তুর্কি,	
beeswasi,	বিশ্বাসী,	বিশ্বাসই,	
grootha,	গ্রথথা,	গ্রোথ,	
zeebonjaapon,	জীবনযাপন,	জীবনযাপন,	
dormitory,	ডরমিটরি,	ডরমিটরি,	
dibya,	দিব্য,	দিব্যা,	
aaloteo,	আলতেও,	আলোতেও,	
samabeshti,	সমাবেশ্টি,	সমাবেশটি,	
korusher,	করুষের,	ক্রুশের,	
reesideensa,	রেসিডেন্স,	রেসিডেন্স,	
motabolambira,	মতবাকল্বির,	মতাবলম্বীরা,	
ekpase,	একপাসে,	একপাশে,	
jalbe,	জলবে,	জ্বলবে,	
siropadharii,	শীরোপাধারী,	শিরোপাধারী,	
folok,	ফলক,	ফলক,	
sazano,	সাজানো,	সাজানো,	
longghon,	লঙ্ঘন,	লংঘন,	
bhalobase,	ভালবাসে,	ভালোবাসে,	
hisabke,	হিসাবকে,	হিসাবকে,	
dhhaloor,	ঢালুর,	ঢালুর,	
muhmmoder,	মুহম্মদের,	মুহম্মদের,	
bonbhumite,	বনভূমিতে,	বনভূমিতে,	
nadnadir,	নাদনদীর,	নদনদীর,	
konrup,	কন্রুপ,	কোনরূপ,	
show,	সু,	শো,	
janaalo,	জানালো,	জানালো,	
banduk,	বান্দুক,	বন্দুক,	
stane,	স্টেন,	স্টোন,	
bojhaar,	বোঝার,	বোঝার,	
senior,	সেনিয়ার,	সিনিয়র,	
babul,	বাবুল,	বাবুল,	
tinbhager,	তিনভাগের,	তিনভাগের,	
karam,	কারাম,	কেরাম,	
masters,	মস্টার্স,	মাস্টার্স,	
bachchan,	বাচ্ছান,	বচ্চন,	
bagdadii,	বাগদদী,	বাগদাদী,	
taat,	টাট,	তাত,	
dhanni,	ধাননি,	ধন্যি,	
grameri,	গ্রামেরি,	গ্রামেরই,	
byaboharkariderke,	ব্যবহারকারীদকে,	ব্যবহারকারীদেরকে,	
korecho,	করেছ,	করেছো,	
geeja,	গেজ,	গেজ,	
matte,	মাটে,	ম্যাট,	
ucchosito,	উচ্চশিত,	উচ্ছসিত,	
khudey,	খুদে,	ক্ষুদে,	
definishhion,	ডেফিনিশন,	ডেফিনেশন,	
hyaloin,	হ্যালন,	হ্যালোইন,	
shotokei,	শতকেই,	শতকেই,	
protijogi,	প্রতিযোগী,	প্রতিযোগী,	
nickeel,	নিকেল,	নিকেল,	
nir,	নির,	নির,	
promoshone,	প্রমোশনে,	প্রোমোশনে,	
dephinition,	ডেফিনিশন,	ডেফিনেশন,	
bitloser,	বিটলসের,	বিটলসের,	
shithilota,	সিথিলতা,	শিথিলতা,	
cholochchitreer,	চলচিত্রীর,	চলচ্চিত্রের,	
karmosampadon,	কর্মস্মাদন,	কর্মসম্পাদন,	
sothik,	সথিক,	সঠিক,	
abosare,	অবসারে,	অবসরে,	
sotorkobhabe,	সতরককভাবে,	সতর্কভাবে,	
monohorpur,	মনহরপুর,	মনোহরপুর,	
temanti,	টেমন্টি,	তেমনটি,	
monjushree,	মঞ্জুশ্রী,	মঞ্জুশ্রী,	
tokey,	টোকে,	ত্বকেই,	
silbhi,	সিলভি,	সিলভি,	
thishisher,	ঠিসিসের,	থিসিসের,	
parinati,	পরিনাটি,	পরিণতি,	
phashtara,	ফাস্টার,	ফস্টার,	
rahh,	রাহ,	রঃ,	
jeebjontu,	জীবনযত্ত,	জীবজন্তু,	
poster,	পোস্টের,	পোস্টের,	
oindreela,	ইন্ড্রেল,	ঐন্দ্রিলা,	
vishwanath,	বিশ্বনাথ,	বিশ্বনাথ,	
sahakari,	সহকারী,	সহকারী,	
lombatey,	লম্বটে,	লম্বাটে,	
chaloke,	চালকে,	চালকে,	
iksaprishana,	ইক্সপ্রেশন,	এক্সপ্রেশন,	
emergency,	এমার্েন্স,	এমার্জেন্সি,	
heja,	হেজা,	হেজ,	
drissoteer,	দৃশ্বতির,	দৃশ্যটির,	
bhabna,	ভাবনা,	ভাবনা,	
kutir,	কুটির,	কুটির,	
maithili,	মাইথিলি,	মৈথিলি,	
dharavahikeo,	ধারাহিভেকে,	ধারাবাহিকেও,	
manushtikey,	মননুস্তিকে,	মানুষটিকে,	
mojdur,	মজদুর,	মজদুর,	
shulke,	শুলকে,	শুল্কে,	
sumi,	সুমী,	সুমি,	
tetela,	টেটেল,	টাইটেল,	
kaner,	কানের,	কনের,	
roktokkoron,	রক্তককরণ,	রক্তক্ষরণের,	
maase,	মাসে,	মাসে,	
kantojir,	কান্তজীর,	কান্তজির,	
gonohottake,	গণহত্যাকে,	গণহত্যাকে,	
narider,	নারীদের,	নারীদের,	
meghke,	মেঘকে,	মেঘকে,	
torokareer,	তরকারীর,	তরকারীর,	
banijyikbhittik,	বানিজ্যিকিত্তিক,	বাণিজ্যিকভিত্তিতে,	
sangkoolan,	সংকুলন,	সংকুলান,	
foridi,	ফরিদি,	ফরিদী,	
meterey,	মেটেরে,	মিটারে,	
opohoron,	অপহরণ,	অপহরন,	
korleo,	করলেও,	করলেও,	
shannal,	সন্নাল,	সান্যাল,	
kkhur,	ক্ষুর,	ক্ষুর,	
chomsky,	চমক্সি,	চমস্কি,	
kuchir,	কুচির,	কুচির,	
teamothi,	তিমহথী,	টিমোথি,	
prakalpoguli,	প্রকা্পলগুলি,	প্রকল্পগুলি,	
trupa,	ট্রুপ,	ট্রুপ,	
patiganit,	পতিগানিত,	পাটিগণিত,	
ekhaate,	এখাতে,	একহাতে,	
panthaar,	পান্থার,	পন্থার,	
karmer,	কার্মের,	কর্মের,	
shaakaar,	সাকার,	সাকার,	
chaktir,	চক্তির,	চাকতির,	
quari,	কুরি,	কোয়েরি,	
shatoker,	শতকের,	শতকের,	
sumita,	সুমিতা,	সুমিতা,	
chhotogalper,	ছোটগালপের,	ছোটগল্পের,	
khargosher,	খারগোষের,	খরগোসের,	
shipa,	সিপ,	শিপ,	
baikalyo,	বাকাল্য,	বৈকল্য,	
cholocchitreo,	চলচিত্রেও,	চলচ্চিত্রেও,	
uttor,	উত্তর,	উওর,	
codey,	কদে,	কোডে,	
sontoshe,	সন্তোষে,	সন্তোষে,	
chanoo,	চানু,	চানু,	
pet,	পেট,	পেত,	
spredsheet,	স্প্রেসিট,	স্প্রেডশীট,	
elakaatir,	এলাকাটির,	এলাকাটির,	
deraa,	দেরা,	ডেরা,	
onekerie,	অনেকেরী,	অনেকেরই,	
nabyata,	নব্যতা,	নাব্যতা,	
template,	ট্র্ল্ল্টে,	টেম্পলেট,	
tafsher,	টাফের,	তাফসীর,	
manobsomajer,	মানসবমাজের,	মানবসমাজের,	
ajeeboner,	অজীবনের,	আজীবনের,	
praapoker,	প্রাপকের,	প্রাপকের,	
aswastikar,	অস্বস্তিকার,	অস্বস্তিকর,	
siiter,	সিটের,	শীতের,	
balbo,	বলব,	বলবো,	
thimke,	ঠিমকে,	থিমকে,	
saajanor,	সাজানোর,	সাজানোর,	
di,	দি,	দিই,	
voolapuk,	ভুলাপুক,	ভোলাপুক,	
dosheeder,	দশীদের,	দোষীদের,	
staylish,	স্টাইলিস,	স্টাইলিশ,	
poripake,	পরিপাকে,	পরিপাকে,	
romantik,	রোমান্তিক,	রোমান্টিক,	
uparjan,	উপর্জন,	উপার্জন,	
jarool,	জরুল,	জারুল,	
chandrimaa,	চন্দ্রিমা,	চন্দ্রিমা,	
garur,	গারুর,	গরুর,	
