anekeri,	অনেকেরী,	অনেকেরই,	
sanaktokaron,	সনাক্তকরণ,	সনাক্তকরণ,	
bairer,	বেয়ার,	বাইরের,	
atorkitey,	অতরকটিতে,	অতর্কিতে,	
solil,	সলিল,	সলিল,	
amstrang,	এমস্ট্রাং,	আর্মস্ট্রং,	
mitrao,	মিত্রাও,	মিত্রও,	
bunot,	বুনত,	বুনট,	
shtone,	স্টনে,	স্টোন,	
hobu,	হবু,	হবু,	
nutunotto,	নতুনত্ব,	নতুনত্ব,	
moshzidshoho,	মস্দিসহ,	মসজিদসহ,	
silbar,	সিলবার,	সিলভার,	
jacksonke,	যক্ষণকে,	জ্যাকসনকে,	
volapuq,	ভোলাপুক,	ভোলাপুক,	
vaisaha,	ভৈইসাহ,	ভাইসহ,	
mojdoor,	মজদুর,	মজদুর,	
emarjensi,	এমরজননেসি,	এমার্জেন্সি,	
abahan,	অবহান,	আবাহন,	
sangkulaan,	সংকুলান,	সংকুলান,	
waal,	ওয়াল,	উল,	
ingrejeeteo,	ইংরেজিতে,	ইংরেজিতেও,	
kompekt,	কম্পকেট,	কমপ্যাক্ট,	
olympiker,	অলিম্পিকের,	অলিম্পিকের,	
sikkhao,	শিক্ষাও,	শিক্ষাও,	
bongshokey,	বংশকে,	বংশকে,	
muhurtoti,	মুহার্তি,	মুহুর্তটি,	
chaktir,	চাক্তির,	চাকতির,	
format,	ফরমাট,	ফরম্যাট,	
chalche,	চালচে,	চলছে,	
brindabaner,	বৃণ্ডাবনের,	বৃন্দাবনের,	
suporichito,	সুপরিচিত,	সুপরিচিত,	
licensing,	লিকশিং,	লাইসেন্সিং,	
mathew,	মাঠেভ,	ম্যাথিউ,	
rajtantroke,	রাজ্তান্ত্রকে,	রাজতন্ত্রকে,	
moshan,	মশান,	মোশন,	
byapokotor,	ব্যাপকতর,	ব্যাপকতর,	
pachhen,	পাছছেন,	পাচ্ছেন,	
safin,	সাফিন,	সাফিন,	
bishshaashi,	বিশ্বাসী,	বিশ্বাসই,	
oshamanno,	অসমান্ন,	অসামান্য,	
note,	নোট,	নোটে,	
tovnship,	তন্শিীপ,	টাউনশিপ,	
agomonke,	অগমমনকে,	আগমনকে,	
nabyota,	নব্যতা,	নাব্যতা,	
nirmaankaaj,	নির্মান্যা,	নির্মাণকাজ,	
gajetted,	গেজেটেড,	গেজেটেড,	
baron,	বারণ,	ব্যারন,	
basa,	বস,	বাসা,	
hori,	হরি,	হরি,	
gobeshokgon,	গবেষকগণ,	গবেষকগণ,	
nothivukta,	নথিভুক্ত,	নথিভুক্ত,	
larshon,	লার্সন,	লারসন,	
ghoor,	ঘুর,	ঘুর,	
twoei,	ট্যুই,	ত্বকেই,	
jonosonjog,	জনস্যোগ,	জনসংযোগ,	
kaansaater,	কানসাতের,	কানসাটের,	
dokangulotey,	দোকানগুলোতে,	দোকানগুলোতে,	
masjidsaho,	মস্দিসহ,	মসজিদসহ,	
graambaashio,	গ্রামবাসীও,	গ্রামবাসীও,	
vince,	ভিন্স,	ভিন্স,	
unhu,	আনুহ,	উঁহু,	
notikotar,	নতিকতার,	নৈতিকতার,	
pirujali,	পিরুজালি,	পিরুজালী,	
cholochchitrai,	চলচিত্রই,	চলচ্চিত্রই,	
byabostho,	ব্যবস্থ,	ব্যাবস্থা,	
gronthowo,	গ্রন্থাভ,	গ্রন্থও,	
shho,	শো,	শো,	
muladi,	মুলাদী,	মুলাদি,	
ekghore,	একঘরে,	একঘরে,	
cholochchitreeo,	চলচিচ্রেত্র,	চলচ্চিত্রেও,	
capshule,	ক্যাসুলে,	ক্যাপসুল,	
sachetonvabe,	সচচততনভাবে,	সচেতনভাবে,	
dip,	ডিপ,	দীপ,	
nomo,	নম,	নমো,	
ekhate,	এখাতে,	একহাতে,	
senabahinikey,	সেনাবাহিনীকে,	সেনাবাহিনীকে,	
playto,	প্লেট,	প্লেটো,	
sarbhaarti,	সারভারটি,	সার্ভারটি,	
kokeyin,	কোকেন,	কোকেইন,	
bishwashe,	বিশ্বাসে,	বিশ্বাসে,	
gazeetteed,	গেজেট্ট,	গেজেটেড,	
bhuushito,	ভূষিত,	ভূষিত,	
rooplal,	রূপলাল,	রূপলাল,	
rajbandi,	রাজবন্দী,	রাজবন্দী,	
holuder,	হলুদের,	হলুদের,	
bagichar,	বাগিচর,	বাগিচার,	
nachiketa,	নাচিকেত,	নচিকেতা,	
kartam,	কর্তম,	করতাম,	
sanmukh,	সন্মুখ,	সন্মুখ,	
manjushree,	মন্ুুষীর,	মঞ্জুশ্রী,	
kranti,	ক্রান্টি,	ক্রান্তি,	
bondiike,	বন্দিকে,	বন্দীকে,	
necker,	নেকার,	নেকের,	
unitshoho,	উনুতসহ,	ইউনিটসহ,	
ujobekeestan,	উজবেকিস্তান,	উজবেকিস্তান,	
shoti,	শতী,	শোটি,	
bonaa,	বোনা,	বোনা,	
mayily,	মেইলি,	মাইলি,	
gabeshona,	গবেষণা,	গবেষনা,	
octane,	অকটানে,	অকটেন,	
tikta,	টিক্ট,	তিক্ত,	
jwalbe,	জ্লল্বে,	জ্বলবে,	
brekathru,	ব্রকক্রু,	ব্রেকথ্রু,	
ganana,	গণনা,	গননা,	
odurey,	অদূরে,	অদুরে,	
morathi,	মরাঠি,	মরাঠি,	
haitasa,	হাইসা,	হাইটস,	
shkalashtika,	স্কালস্টিক,	স্কলাস্টিক,	
gajipur,	গাজিপুর,	গাজীপুর,	
poonch,	পুঁচ,	পুঞ্চ,	
samudrotate,	সমুদ্রতত্তে,	সমুদ্রতটে,	
utkhater,	উৎক্ষেতের,	উৎখাতের,	
gunaman,	গুনমান,	গুণমান,	
neck,	নেক,	নেক,	
bairey,	বেয়ের,	বাইরে,	
fastara,	ফস্টার,	ফস্টার,	
janaganonar,	জনগণনার,	জনগণনার,	
bondhuderkey,	বন্ধুদেরকে,	বন্ধুদেরকে,	
leetara,	লেটার,	লেটার,	
aakabaar,	আকাবার,	আকাবার,	
ul,	উল,	উল,	
brekthrough,	ব্রক্রফোয়া,	ব্রেকথ্রু,	
seater,	সেটের,	সিটের,	
arthonitir,	অর্থনীতির,	অর্থনীতির,	
soasage,	সসাগে,	সসেজ,	
pooshti,	পুষ্টি,	পুষ্টি,	
kyapasula,	ক্যাসপুলা,	ক্যাপসুল,	
nikat,	নিকট,	নিকট,	
chalochchitragulor,	চলচ্ছিত্রগুলোর,	চলচ্চিত্রগুলোর,	
sikhbe,	শিখবে,	শিখবে,	
ghatla,	ঘাতলা,	ঘটল,	
poner,	পনের,	পনের,	
laagto,	লাগত,	লাগতো,	
janmaat,	জন্মাত,	জন্মাত,	
ashor,	আশর,	আসর,	
chhattrorai,	ছাত্ররাই,	ছাত্ররাই,	
muhammadi,	মুহাম্মাদী,	মুহাম্মদী,	
jatharthobhabe,	যথার্থভাবে,	যথার্থভাবে,	
moshleh,	মসলেহ,	মোসলেহ,	
bondhubhabapanno,	বন্ধুবনাপ্বন,	বন্ধুভাবাপন্ন,	
jar,	যার,	জ্বর,	
postkay,	পোস্কে,	পোস্টকে,	
homsher,	হোমসের,	হোমসের,	
monoputo,	মনোপুত,	মনঃপুত,	
prostototo,	প্রস্ততত,	প্রস্ত্তত,	
sikkhagato,	শিক্ষাগত,	শিক্ষাগত,	
paaree,	পারী,	পাড়ে,	
neelabh,	নিলভ,	নীলাভ,	
omarjeeto,	অমর্জিত,	অমার্জিত,	
pleta,	প্লেট,	প্লেট,	
aap,	আপ,	আপ,	
nothibhookta,	নথিভভ্ত,	নথিভুক্ত,	
vogno,	ভগ্ন,	ভগ্ন,	
firozer,	ফিরোজের,	ফিরোজের,	
debdebie,	দেবদবি,	দেবদেবী,	
firoj,	ফিরোজ,	ফিরোজ,	
gadhaa,	গাধা,	গাধা,	
tachnach,	টা্চনাচ,	তছনছ,	
natniike,	নাত্নীকে,	নাতনীকে,	
temanbhabe,	তেমনভাবে,	তেমনভাবে,	
sumeetrar,	সুমিত্রার,	সুমিত্রার,	
amontrito,	অমন্ত্রীত,	আমন্ত্রিত,	
mugdal,	মুগদল,	মুগডাল,	
hatochakito,	হতচাচিক,	হতচকিত,	
adwanced,	অ্যাড্যান্ড,	অ্যাডভান্সড,	
kampito,	কম্পিত,	কম্পিত,	
atto,	আত্ম,	আত্ম,	
porjotoker,	পর্যতকের,	পর্যটকের,	
bhogni,	ভগ্নী,	ভগ্নী,	
atyacharito,	অত্যাচারিত,	অত্যাচারিত,	
uporoshtho,	উপরস্থ,	উপরস্থ,	
eenameel,	এনামেল,	এনামেল,	
rokibul,	রকিবুল,	রকিবুল,	
saaed,	সাড,	সাইদ,	
khargoser,	খারগোসের,	খরগোসের,	
sonaktokaran,	সনাক্তকরণ,	সনাক্তকরণ,	
akkaas,	অক্ষাস,	আককাস,	
mookhomandoley,	মুখমন্ডলে,	মুখমণ্ডলে,	
directarate,	ডিরেক্টরেট,	ডিরেক্টরেট,	
debug,	দেবাগ,	ডিবাগ,	
toder,	তদের,	তদের,	
faster,	ফোস্টার,	ফস্টার,	
qaro,	কারও,	কারো,	
goteehin,	গতিহীন,	গতিহীন,	
ameriqa,	অ্যামেরিকা,	আমেরিকা,	
korimkey,	করিমকে,	করিমকে,	
torcarir,	তরকারির,	তরকারীর,	
carlas,	চার্লস,	কার্লোস,	
moshzidtike,	মস্িিদকে,	মসজিদটিকে,	
stona,	স্টোন,	স্টোন,	
degreeo,	ডিগ্রীও,	ডিগ্রিও,	
maithili,	ম্যাথিলি,	মৈথিলি,	
esoosiyetasa,	এসোসিয়েটস,	এসোসিয়েটস,	
sqirt,	স্কার্ট,	স্কার্ট,	
sobrakamer,	সবরকামের,	সবরকমের,	
shatoke,	শতকে,	শতকে,	
chintai,	চিনটাই,	ছিনতাই,	
naaji,	নাজি,	নাত্সি,	
chhatogalpe,	ছোটোগল্পে,	ছোটগল্পে,	
gobeshana,	গবেষণা,	গবেষনা,	
sohokaree,	সহকারি,	সহকারী,	
navel,	নেভেল,	নভেল,	
kanasarabhesana,	কনসাভেরেশন,	কনসারভেশন,	
pratiyogider,	প্রতিযোগীদের,	প্রতিযোগীদের,	
cholochchitrake,	চলচ্চিত্রকে,	চলচ্চিত্রকে,	
kanaphlikta,	কানফল্কিক্ট,	কনফ্লিক্ট,	
wenis,	ভাইনিস,	ভেনিস,	
azibon,	অজিবন,	আজীবন,	
poshchate,	পশ্চাতে,	পশ্চাতে,	
ketechila,	কেটেছিল,	কেটেছিল,	
butha,	বুঠা,	বুথ,	
patigonit,	পতিগণিত,	পাটিগণিত,	
cholochchitrotike,	চলচ্চিত্রিকে,	চলচ্চিত্রটিকে,	
touraat,	তুরাত,	তওরাত,	
guzober,	গুজবের,	গুজবের,	
chaudhurider,	চৌধুরিদের,	চৌধুরীদের,	
hiushtoner,	হিউস্টনের,	হিউস্টনের,	
matrirup,	মাতৃরূপ,	মাতৃরূপ,	
jorury,	জরুরি,	জরূরী,	
venice,	ভাইনিস,	ভেনিস,	
uindoo,	উইনডো,	উইন্ডো,	
shpredashhita,	স্প্রাডাসিস,	স্প্রেডশীট,	
daver,	ডাবের,	ডোভার,	
moshjidtir,	মস্িিদ্তির,	মসজিদটির,	
samle,	সমলে,	সামলে,	
laiseens,	লাইনেস,	লাইসেন্স,	
heeja,	হিজা,	হেজ,	
bhaandare,	ভান্ডারে,	ভাণ্ডারে,	
patochitra,	পাচচিত্র,	পটচিত্র,	
she,	সে,	সে,	
batikromshalee,	বাতিক্রমসলী,	ব্যতিক্রমধর্মী,	
avinetar,	অভিনেতর,	অভিনেতার,	
ashe,	আশে,	আসে,	
parichchhannata,	পরিচ্ছানতা,	পরিচ্ছন্নতা,	
karmer,	কর্মের,	কর্মের,	
informetion,	ইনসর্মিশে,	ইনফরমেশন,	
chilahatee,	চিলাহাটি,	চিলাহাটি,	
chetona,	চেতনা,	চেতনা,	
oitijhyo,	ঐতিহ্য,	ঐতিহ্য,	
kiiborder,	কিবররদের,	কীবোর্ডের,	
chalochchitraeeo,	চলচিচ্রেত্রে,	চলচ্চিত্রেও,	
tader,	তাদের,	তদের,	
skolarship,	স্কলারশিপ,	স্কলারশিপ,	
hajartee,	হারটি,	হাজারটি,	
beshirbhaageyi,	বেশিরভাগেই,	বেশিরভাগেই,	
kaaferder,	কাফারদের,	কাফেরদের,	
qaferderke,	কাফেরদেরকে,	কাফেরদেরকে,	
drissogulote,	দৃশ্যগুলোতে,	দৃশ্যগুলোতে,	
taigara,	টাইগার,	টাইগার,	
elaaka,	এলাকা,	এলাকা,	
shaatjoner,	সাতজনের,	সাতজনের,	
daackticketer,	ডাক্তিকেটের,	ডাকটিকিটের,	
manonitoder,	মনোনিতদের,	মনোনীতদের,	
brinde,	বৃণ্ডে,	বৃন্দ,	
songostha,	সংস্থা,	সংস্থা,	
