estoniya,	এস্টনিয়া,	এস্তোনিয়া,	
nartakike,	নার্টকীকে,	নর্তকীকে,	
partho,	পার্থ,	পার্থ,	
bolovodro,	বলভোর্ড,	বলভদ্র,	
ingrezeeteo,	ইংরেজিতে,	ইংরেজিতেও,	
easter,	ইস্টার,	ইস্টার,	
philippiner,	ফিলিপিনের,	ফিলিপাইনের,	
sommoteer,	সম্মতির,	সম্মতির,	
priti,	প্রীতি,	প্রিটি,	
shattoki,	সত্যকী,	সাত্যকি,	
hiper,	হিপের,	হাইপার,	
songosthagulo,	সংস্থাগুলো,	সংস্থাগুলো,	
meghnadbadh,	মেহনা্দধ,	মেঘনাদবধ,	
eashter,	ইস্টার,	ইস্টার,	
definishion,	ডেফিনিশন,	ডেফিনেশন,	
deeyenes,	ডিএনেস,	ডিএনএস,	
amarendra,	অমরেন্দ্র,	অমরেন্দ্র,	
chhedon,	ছেদন,	ছেদন,	
tuning,	টুনিং,	টিউনিং,	
chesa,	চেস,	চেস,	
dibate,	দিবাতে,	ডিবেট,	
tyapa,	টাপ,	ট্যাপ,	
gootano,	গুটানো,	গুটানো,	
recondishon,	রেকন্ডিশন,	রিকন্ডিশন,	
heenna,	হিন্না,	হেনা,	
jyaqa,	জ্যাকা,	জ্যাক,	
parbottyo,	পার্বত্য,	পার্বত্য,	
batsmanyi,	বাসামন্যে,	ব্যাটসম্যানই,	
janoika,	জানিকা,	জনৈকা,	
tikto,	টিক্ত,	তিক্ত,	
bhromoner,	ভ্রমণের,	ভ্রমণের,	
seqtara,	সেক্টর,	সেক্টর,	
prokolpoti,	প্রকলপপতি,	প্রকল্পটি,	
falashruti,	ফলস্রুতি,	ফলশ্রুতি,	
tennise,	টেনিসে,	টেনিসে,	
puroheetder,	পুরহহিদদের,	পুরোহিতদের,	
marry,	মেরি,	ম্যারি,	
kiuti,	কিউটি,	কিউটি,	
transafarma,	ট্রান্সফার্স,	ট্রান্সফর্ম,	
olngkoron,	অলংকরণ,	অলঙ্করণ,	
hights,	হাইট,	হাইটস,	
abdur,	আবদুর,	আবদুর,	
bongsho,	বংশ,	বংশ,	
atmabishvashi,	আত্মবিব্ষী,	আত্মবিশ্বাসী,	
mukhomaundoley,	মুখমন্ডলে,	মুখমণ্ডলে,	
bhenis,	ভেনিস,	ভেনিস,	
meghke,	মেঘকে,	মেঘকে,	
ches,	চেষ,	চেস,	
byatikramdharmi,	ব্যতিক্রধারমী,	ব্যতিক্রমধর্মী,	
risorte,	রিসর্টে,	রিসোর্টে,	
gostigoolo,	গোস্তিগুলো,	গোষ্ঠীগুলো,	
dokaanei,	দোকানেই,	দোকানেই,	
gagee,	গেগ,	গেজ,	
utkhaat,	উৎক্ষাত,	উত্খাত,	
ceema,	সেম,	সীমা,	
anektai,	অনেকটাই,	অনেকটাই,	
jeebonjaapon,	জীবনযাপান,	জীবনযাপন,	
oitijje,	ঐতিজ্যে,	ঐতিহ্যে,	
nagorikke,	নাগরিককে,	নাগরিককে,	
dikpal,	দিকপলল,	দিকপাল,	
melobborner,	মেলববর্নের,	মেলবোর্নের,	
vip,	ভীপ,	ভিআইপি,	
uthhaane,	উঠানে,	উঠানে,	
bonke,	বোঁকে,	বনকে,	
tempaleta,	টেম্পালেট,	টেম্পলেট,	
krusher,	ক্রুশের,	ক্রুশের,	
daoon,	ডাউন,	ডাউন,	
santani,	সান্তানী,	সনাতনী,	
schedule,	স্কাইলাল,	শিডিউল,	
porichhonnota,	পরিচ্ছনাতা,	পরিচ্ছন্নতা,	
skolaroship,	স্কলারশিপ,	স্কলারশিপ,	
daale,	দালে,	ডালে,	
adbhut,	অধ্বুত,	অদ্ভুত,	
byaboharkaree,	ব্যবহারকারী,	ব্যবহারকারী,	
messenjer,	মেসেঞ্জের,	মেসেঞ্জার,	
toroonke,	তরুণকে,	তরুণকে,	
vittio,	ভিত্ইও,	ভিত্তিও,	
soccar,	সোক্রার,	সকার,	
disni,	ডিজনি,	ডিজনী,	
motabolombiira,	মোাবলমবীরা,	মতাবলম্বীরা,	
rajon,	রাজন,	রাজন,	
uipokar,	উইপাকার,	উইপোকার,	
prokalpagulor,	প্রকালপুলোর,	প্রকল্পগুলোর,	
barder,	বর্ডার,	বার্ডের,	
samashtike,	সমস্তিকে,	সমষ্টিকে,	
baarbaadoj,	বার্বাদোজ,	বার্বাডোজ,	
sqolastiq,	স্কলাসটিক,	স্কলাস্টিক,	
casper,	কাসেপের,	ক্যাসপার,	
neshnos,	নেশন্স,	নেশনস,	
aalkaatraa,	আলককত্রা,	আলকাতরা,	
debdebir,	দেবদীবীর,	দেবদেবীর,	
rohoshyor,	রহস্যর,	রহস্যর,	
platey,	প্লেটে,	প্লেটে,	
bcci,	বিএিসিই,	বিসিসিআই,	
juktorastrey,	যুক্তরাস্ট্রে,	যুক্তরাষ্ট্রে,	
gojano,	গজানো,	গজানো,	
anchalgoolir,	আঞ্চলগুলির,	অঞ্চলগুলির,	
shikkhakramer,	শিক্ষাক্রমের,	শিক্ষাক্রমের,	
delivar,	ডেলিভার,	ডেলিভার,	
abarte,	আবর্তে,	আবর্তে,	
khogen,	খোগেন,	খগেন,	
dijnii,	দিজনী,	ডিজনী,	
hitoishi,	হইতশি,	হিতৈষী,	
gorur,	গরুর,	গরুর,	
uper,	উপের,	আপের,	
jammu,	জম্মু,	জম্মু,	
haryken,	হারাকিন,	হ্যারিকেন,	
estaniya,	এস্টনিনিয়া,	এস্তোনিয়া,	
obharabhiu,	অভারভভি,	ওভারভিউ,	
shukranoo,	শুক্রাণু,	শুক্রানু,	
jaadrel,	জাদ্রেল,	জাঁদরেল,	
doshider,	দোসিদের,	দোষীদের,	
aanis,	আনিশ,	আনিস,	
parishrom,	পরিস্রম,	পরিশ্রম,	
station,	স্টেশন,	ষ্টেশন,	
mitroyo,	মিত্রো,	মিত্রও,	
biplobi,	বিপ্লবি,	বিপ্লবী,	
korim,	করিম,	করিম,	
laisensa,	লাইস্স,	লাইসেন্স,	
haak,	হাক,	হুক,	
songosthatike,	সংস্থাটিকে,	সংস্থাটিকে,	
di,	ডি,	দিই,	
mukhobandho,	মুখবন্ধ,	মুখবন্ধ,	
mascat,	মস্কাট,	মাস্কাট,	
eksathe,	একসাথে,	একসাথে,	
deembakreeti,	দিম্বাক্তিতি,	ডিম্বাকৃতি,	
bhyatikaaner,	ভ্যাতিকানের,	ভ্যাটিকানের,	
oshtader,	অষ্টাদের,	ওস্তাদের,	
uparjon,	উপারজন,	উপার্জন,	
chirokumari,	চিরকমুরা,	চিরকুমারী,	
seekkhakromer,	শিক্ষাক্রমের,	শিক্ষাক্রমের,	
format,	ফরমাট,	ফরম্যাট,	
ballroom,	বললারুম,	বলরুম,	
carymb,	ক্যার্ম্ব,	করিম,	
upobaasee,	উপবাসী,	উপবাসী,	
basinay,	বাসিনা,	বেসিনে,	
ganjona,	গা্জনা,	গঞ্জনা,	
hocker,	হকের,	হুকার,	
ekbakye,	একবক্যে,	একবাক্যে,	
sajja,	সাজ্জা,	সজ্জা,	
creesceent,	ক্রেসেন্ট,	ক্রিসেন্ট,	
basaalt,	বাসাল্ট,	ব্যাসল্ট,	
suparahiroo,	সুপারিহারু,	সুপারহিরো,	
oichchheek,	ঐচ্ছিক,	ঐচ্ছিক,	
kada,	কাদা,	কোড,	
shasankarta,	শাসনক্রতা,	শাসনকর্তা,	
oppohoron,	অপহরণ,	অপহরন,	
aholla,	আহল্লা,	অহল্যা,	
varma,	ভার্মা,	ভার্মা,	
aabarte,	আবর্তে,	আবর্তে,	
gejetade,	গেজেটাদে,	গেজেটেড,	
manushe,	মানুষে,	মানুষে,	
thatcher,	থাঁচের,	থ্যাচার,	
gemske,	গেমসকে,	জেমসকে,	
mosleh,	মোসলেহ,	মোসলেহ,	
chiraharit,	চিরহারীত,	চিরহরিৎ,	
jeshthaa,	যেষ্ঠা,	জ্যেষ্ঠা,	
assoociates,	অ্যাসোসিয়েস্ট,	এসোসিয়েটস,	
balaruma,	বলরুম,	বলরুম,	
institutioner,	ইন্সটিটিউশনের,	ইনস্টিটিউশনের,	
prapokke,	প্রপাককে,	প্রাপককে,	
dooburir,	দুবুরীর,	ডুবুরির,	
onchalgoolir,	অঞ্চলগুলির,	অঞ্চলগুলির,	
sammatir,	সম্মতির,	সম্মতির,	
tofaat,	টফাট,	তফাৎ,	
patiganiter,	পাতিগনিতের,	পাটিগণিতের,	
carlos,	কার্লস,	কার্লোস,	
songasthatir,	সংস্থাটির,	সংস্থাটির,	
ibhila,	এভিল,	ইভিল,	
kaferderkey,	কাফার্ডারকে,	কাফেরদেরকে,	
robotic,	রোবটিক,	রোবোটিক,	
umedpur,	উমেদপুর,	উমেদপুর,	
saleha,	সালেহ,	সালেহা,	
pleta,	প্লেট,	প্লেটো,	
gronthotyke,	গ্রন্থাতিকে,	গ্রন্থটিকে,	
alaoul,	আলাউল,	আলাওল,	
chalachchitroke,	চলচ্চিত্রকে,	চলচ্চিত্রকে,	
urur,	উরুর,	উরুর,	
sampadonkari,	সম্পাদকনারী,	সম্পাদনকারী,	
bachhaikrito,	বাছাযাকৃত,	বাছাইকৃত,	
dackop,	ডকপ,	দাকোপ,	
mett,	মেট,	ম্যাট,	
kaale,	কালে,	কালে,	
khaamba,	খাম্বা,	খাম্বা,	
sadbi,	সদবি,	সাধ্বী,	
parswer,	পারস্র,	পার্শ্বের,	
degreeke,	ডিগ্রীকে,	ডিগ্রিকে,	
heepataitisa,	হেইপটাইটিস,	হেপাটাইটিস,	
choudhoorike,	চৌধুরিকে,	চৌধুরীকে,	
kirk,	কার্ক,	কার্ক,	
syfy,	সিফি,	সাইফাই,	
samoshti,	সমস্তি,	সমষ্টি,	
texaser,	টেক্সের,	টেক্সাসের,	
kushomva,	কুসম্ভ,	কুশুম্বা,	
hiragaana,	হিরাগান,	হিরাগানা,	
shikkhakke,	শিক্ষাকে,	শিক্ষককে,	
sumeetrar,	সুমিত্রার,	সুমিত্রার,	
gondogol,	গণ্ডগোল,	গন্ডগোল,	
homske,	হোমস্কে,	হোমসকে,	
bheenasa,	ভাইনস,	ভেনাস,	
heje,	হেজে,	হেজ,	
saahosikotar,	সাহশিকতার,	সাহসিকতার,	
evil,	এভিল,	ইভিল,	
proshtot,	প্রস্তত,	প্রস্ত্তত,	
asamanno,	অসমান্য,	অসামান্য,	
kalengga,	কালেঙ্গা,	কালেঙ্গা,	
magical,	ম্যাজিকাল,	ম্যাজিকাল,	
rajtantre,	রাজতন্ত্রে,	রাজতন্ত্রে,	
hondooras,	হন্দুরস,	হন্ডুরাস,	
lettere,	লেটারে,	লেটারে,	
marpit,	মারপিট,	মারপিট,	
bed,	বেদ,	বেদ,	
musalmanderke,	মুসল্নম্ডরে,	মুসলমানদেরকে,	
dakope,	ডাকপে,	দাকোপ,	
moofti,	মুফতি,	মুফতি,	
akabar,	আকাবার,	আকাবার,	
sofyr,	সফির,	সোফির,	
armshtronj,	আর্স্টর্্ন,	আর্মস্ট্রং,	
gandharir,	গান্ধারীর,	গান্ধারীর,	
piroojalee,	পিরুজালী,	পিরুজালী,	
phareksa,	ফরেক্স,	ফরেক্স,	
vejjanno,	ভেজ্যান্য,	ভেজানো,	
cholochchitrogulor,	চলচ্চিত্রলুলোর,	চলচ্চিত্রগুলোর,	
alexanderke,	আলেক্সান্ডেরকে,	আলেকজান্ডারকে,	
anchalkey,	আঞ্চলকে,	অঞ্চলকে,	
pitthe,	পিঠে,	পীঠে,	
abhishangson,	অভিসংসন,	অভিশংসন,	
pack,	প্যাক,	প্ল্যাক,	
emargency,	এমারজেন্সি,	এমার্জেন্সি,	
dweepkey,	দ্বীপকে,	দ্বীপকে,	
becha,	বেচা,	বেচা,	
monjhostho,	মন্যস্থ,	মঞ্চস্থ,	
garjon,	গারজন,	গর্জন,	
protisthasoho,	প্রতিষ্ঠাসহ,	প্রতিষ্ঠাসহ,	
manobsomajer,	মানবমমাজের,	মানবসমাজের,	
goonoman,	গুণমান,	গুণমান,	
lishensh,	লিসেন্স,	লাইসেন্স,	
hurricane,	হারিকেন,	হ্যারিকেন,	
sampadoner,	সম্পাদনের,	সম্পাদনের,	
sofi,	সফি,	সোফি,	
kortonaa,	কর্তনা,	করতনা,	
beshirbhagei,	বেশীরভাগেই,	বেশিরভাগেই,	
kaleo,	কলেও,	কালেও,	
deefinision,	ডেফিনিশন,	ডেফিনেশন,	
aakkash,	আক্কশ,	আককাস,	
ishpredshhit,	ইস্পের্সিইট,	স্প্রেডশীট,	
samudrotate,	সমুদ্রতাে,	সমুদ্রতটে,	
