shashoto,	শাসত,	শাশ্বত,	
oichchheek,	ঐচ্ছিক,	ঐচ্ছিক,	
byabosthar,	ব্যবস্থার,	ব্যবস্থার,	
bronzer,	ব্রঞ্জের,	ব্রোঞ্জের,	
chinito,	চিনতিত,	চিনতো,	
proteesthan,	প্রতিষ্ঠান,	প্রতিষ্টান,	
chargar,	চার্গার,	চার্জার,	
qarlosa,	কার্লস,	কার্লোস,	
ray,	রে,	রায়,	
bhagini,	ভাগিনী,	ভগিনী,	
sammatir,	সমমটির,	সম্মতির,	
korecha,	করেছা,	করেছ,	
macher,	মাচের,	মাছের,	
bipozzonok,	বিপোজজনক,	বিপজ্জনক,	
skalastic,	স্কলস্টিক,	স্কলাস্টিক,	
abhidhaanik,	অভিধানিক,	অভিধানিক,	
upobasher,	উপবাসের,	উপবাসের,	
kadam,	কাদাম,	কদম,	
shattoki,	সাত্তকী,	সাত্যকি,	
sahoocorzoe,	সহুচর্যয়ে,	সাহচর্যে,	
aminool,	আমিনুল,	আমিনুল,	
khargosher,	খার্গশের,	খরগোসের,	
gaichhe,	গাইছে,	গাইছে,	
taunship,	টন্সিপ,	টাউনশিপ,	
liseens,	লিসেন্স,	লাইসেন্স,	
darji,	দর্জি,	দরজি,	
durgandha,	দুর্গন্ধ,	দুর্গন্ধ,	
sharoker,	সরকের,	স্মারকের,	
dhhalur,	ঢালুর,	ঢালুর,	
neshanasa,	নেশনস,	নেশনস,	
pratijogitar,	প্রতিযোগিতার,	প্রতিযোগীতার,	
caaling,	ক্যালিং,	কুলিং,	
torunke,	তরুণকে,	তরুণকে,	
birishirite,	বিরিসীরিতে,	বিরিশিরিতে,	
karima,	করিমা,	করিম,	
vumij,	ভূমিজ,	ভূমিজ,	
zohns,	জনস,	জন্স,	
credit,	ক্রেডিট,	ক্রেডিট,	
muladi,	মুলাদী,	মুলাদি,	
dianes,	ডায়ননস,	ডিএনএস,	
show,	শাও,	শো,	
gazetted,	গ্যাজেটেড,	গেজেটেড,	
noubihar,	নৌবিহার,	নৌবিহার,	
musalmani,	মুসলমানী,	মুসলমানই,	
faj,	ফাজ,	ফাজ,	
bem,	বেম,	বিম,	
shombhobonaao,	সম্ভবনাও,	সম্ভবনাও,	
iuqyaliptasa,	ইউযাক্িলিপটাস,	ইউক্যালিপ্টাস,	
janachhe,	জনাচে,	জানাচ্ছে,	
jwor,	জ্বর,	জ্বর,	
hijrii,	হিজরি,	হিজরী,	
amorendro,	অমরেন্দ্র,	অমরেন্দ্র,	
elaka,	এলকা,	এলাকা,	
qanasarabheshana,	কনোর্ভেশন,	কনসারভেশন,	
heejee,	হেজে,	হেজ,	
azan,	আজান,	আজান,	
sthaponagulo,	স্থাপনগুলো,	স্থাপনাগুলো,	
beeswas,	বিশ্বাস,	বিশ্বাস,	
grambaashee,	গ্রামবাসী,	গ্রামবাসী,	
jyesttha,	জ্যেস্থ্য,	জ্যেষ্ঠা,	
janachche,	জনাচ্ছে,	জানাচ্ছে,	
societyke,	সোসিটিকে,	সোসাইটিকে,	
dancan,	ডানাান,	ডানকান,	
elakati,	এলাকাটি,	এলাকাটি,	
meghachchanno,	মেঘাচ্চন্য,	মেঘাচ্ছন্ন,	
prithbir,	পৃথ্বীর,	পৃথবীর,	
welaqama,	ওেলাকাম,	ওয়েলকাম,	
balroom,	বলরুম,	বলরুম,	
korim,	করিম,	করিম,	
americar,	এমেরিকার,	আমেরিকার,	
dooburir,	দুবূরির,	ডুবুরির,	
direqtareta,	ডিরেক্টরেট,	ডিরেক্টরেট,	
biseshyer,	বিশেষের,	বিশেষ্যের,	
platee,	প্লেট,	প্লেট,	
lyanding,	ল্যান্ডিং,	ল্যান্ডিং,	
galpokar,	গল্পকার,	গল্পকার,	
chalachchitro,	চলচিত্র,	চলচ্চিত্র,	
kakhanyoba,	কখনোোবা,	কখনওবা,	
bee,	বি,	বি,	
ovishangsan,	অভিসাংাসন,	অভিশংসন,	
mojdur,	মজদুর,	মজদুর,	
ishtone,	ইস্টনে,	স্টোন,	
batsmanei,	বাঁশমাইে,	ব্যাটসম্যানই,	
samoshtike,	সমস্তিকে,	সমষ্টিকে,	
siite,	সীটে,	শীতে,	
ekkoghore,	একঘোরে,	একঘরে,	
orthonitikey,	অর্থনীতিকে,	অর্থনীতিকে,	
mausumer,	মাসুমের,	মৌসুমের,	
spashtatai,	স্পাস্টতাই,	স্পষ্টতই,	
valobasake,	ভালবাসকে,	ভালোবাসাকে,	
ship,	শীপ,	শিপ,	
teyt,	টেট,	টেট,	
rohasyor,	রহস্যর,	রহস্যর,	
bhittiei,	ভিত্যিই,	ভিত্তিই,	
elahabade,	এলাহাবাদে,	এলাহাবাদে,	
bhaandaare,	ভান্ডারে,	ভাণ্ডারে,	
gajiipur,	গজীীপুর,	গাজীপুর,	
rokibul,	রকিবুল,	রকিবুল,	
kindama,	কিন্দা,	কিংডম,	
bufer,	বাফের,	বাফার,	
tader,	তাদের,	তদের,	
myakbeth,	ম্যাকবেথ,	ম্যাকবেথ,	
deliver,	দিলাইভার,	ডেলিভার,	
dai,	দাই,	দিই,	
sakar,	সকর,	সাকার,	
ajeeboner,	আজীবনের,	আজীবনের,	
komandar,	কমান্ডার,	কমাণ্ডার,	
konagulo,	কোনগুলো,	কণাগুলো,	
munsi,	মুন্সি,	মুন্সী,	
obharabhiu,	ওভরভভা,	ওভারভিউ,	
kamiz,	কমিিজ,	কামিজ,	
ghatla,	ঘাতলা,	ঘটল,	
tyunar,	টিউনার,	টিউনার,	
dharavahiktite,	ধরবভিক্তিকে,	ধারাবাহিকটিতে,	
nathivooktir,	নথিযভুক্তির,	নথিভুক্তির,	
conan,	কোনন,	কোনান,	
daakteekite,	ডাক্তিকিতে,	ডাকটিকিটে,	
neshnos,	নেষসন,	নেশনস,	
prakalpagulo,	প্রকাকলগপুলো,	প্রকল্পগুলো,	
rudrake,	রুদ্রেকে,	রুদ্রকে,	
hazirhaat,	হাজিরহাট,	হাজিরহাট,	
embaed,	এমবাইড,	এম্বেড,	
janmato,	জন্মত,	জন্মাত,	
safin,	সেফান,	সাফিন,	
tetela,	টেটেল,	টাইটেল,	
banshite,	বাঁশীতে,	বাঁশিতে,	
perther,	পার্থের,	পার্থের,	
muradpur,	মুরাদপুর,	মুরাদপুর,	
teenti,	তিনটি,	তিনটি,	
kaanaai,	কানাই,	কানাই,	
temanbhabe,	তেমানভাবে,	তেমনভাবে,	
oncholsoho,	অঞ্চলসহ,	অঞ্চলসহ,	
pirujalee,	পিরাজলী,	পিরুজালী,	
ramantika,	রামন্তিক,	রোমান্টিক,	
chhooteer,	ছুটির,	ছুটির,	
hajareebag,	হাজরাবাগ,	হাজারিবাগ,	
taatey,	তাঁতে,	তাতে,	
aairees,	আইরিশ,	আইরিস,	
nepchooner,	নেপচুের,	নেপচুনের,	
plena,	প্লেন,	প্লেন,	
shamijir,	সমিজীর,	স্বামীজীর,	
tyap,	ট্যাপ,	ট্যাপ,	
jhalkathy,	ঝালকাঠি,	ঝালকাঠী,	
baarakpur,	বারকপুর,	বারাকপুর,	
neermolotaa,	নির্মলতা,	নির্মলতা,	
potka,	পটকা,	পটকা,	
ganakantha,	গণকণ্ঠ,	গণকণ্ঠ,	
monzhoshtho,	মন্যসস্থ,	মঞ্চস্থ,	
mukkho,	মুখ্,	মুখ্য,	
tigre,	টিগ্রে,	টাইগার,	
hoolding,	হোল্ডিং,	হোল্ডিং,	
krema,	ক্রিম,	ক্রাইম,	
iceberg,	ইসবাইজার্গ,	আইসবার্গ,	
ssumoo,	সুমু,	সুমো,	
shomsti,	সমস্তি,	সমষ্টি,	
ganonatto,	গণনত্ব,	গণনাট্য,	
dobhaar,	দভার,	ডোভার,	
aanhu,	আনু,	আনহু,	
joubankale,	যৌবনকালে,	যৌবনকাল,	
uddhritir,	উদ্ধিতির,	উদ্ধৃতির,	
bojhao,	বোঝাও,	বোঝাও,	
grambaasio,	গ্রামবাসীও,	গ্রামবাসীও,	
antarvuktimulok,	অন্ত্র্তিভূক্তিক,	অন্তর্ভুক্তিমূলক,	
shkarta,	স্কার্ট,	স্কার্ট,	
phokser,	ফক্সের,	ফক্সের,	
prochondota,	প্রচন্ডতা,	প্রচণ্ডতা,	
taffsher,	তাফসের,	তাফসীর,	
augustine,	আগস্টিনে,	অগাস্টিন,	
drissoteer,	দৃশ্যটির,	দৃশ্যটির,	
rubala,	রুবালা,	রুবল,	
laagto,	লাগত,	লাগতো,	
faskari,	ফসকারি,	ফাঁসকারী,	
gazipore,	গজীীপরে,	গাজিপুর,	
conphlict,	কনফলিক্ট,	কনফ্লিক্ট,	
shkora,	স্কোর,	স্কোর,	
heebhi,	হেভি,	হেভি,	
neelfamarir,	নীলফামারীর,	নীলফামারীর,	
hotochokito,	হতচোচিক,	হতচকিত,	
korecho,	করেছ,	করেছ,	
cholochchitragulor,	চললিচ্রগুলোর,	চলচ্চিত্রগুলোর,	
pachtar,	পাঁচার,	পাঁচটার,	
jeelyaand,	জিল্যান্ড,	জিল্যান্ড,	
rajpurohit,	রাজপুরহহিত,	রাজপুরোহিত,	
patengar,	পতেনগর,	পতেঙ্গার,	
haran,	হররান,	হারান,	
tobe,	টবে,	টবে,	
soceitytey,	সোসিটিতে,	সোসাইটিতে,	
suparahira,	সুপারীরা,	সুপারহিরো,	
bloggerra,	ব্লগ্রেরা,	ব্লগাররা,	
bonyopran,	বন্যপ্রাণ,	বন্যপ্রাণ,	
brookolin,	ব্রোকলিন,	ব্রুকলিন,	
nikot,	নিকট,	নিকট,	
madhuree,	মধুরী,	মাধুরী,	
michhilti,	মিচিলটি,	মিছিলটি,	
abortey,	আবর্তে,	আবর্তে,	
jarmaniteo,	জার্মানিতেও,	জার্মানিতেও,	
feemalee,	ফেমলি,	ফিমেল,	
dhhaby,	ঢাবি,	ঢাবি,	
cholochchitraeer,	চলচিত্রীর,	চলচ্চিত্রের,	
zojyota,	যো্যতা,	যোজ্যতা,	
servere,	সার্ভারে,	সার্ভারে,	
kada,	কাদা,	কোডা,	
juktorastrer,	যুক্তরাস্ট্রের,	যুক্তরাষ্ট্রের,	
konflikt,	কনফলিক্ট,	কনফ্লিক্ট,	
choudhurike,	চৌধুরিকে,	চৌধুরীকে,	
dormetori,	ডরমেটরি,	ডরমিটরি,	
nagnyo,	নগ্্,	নগণ্য,	
ghatity,	ঘটিটি,	ঘাঁটিটি,	
aagost,	আগস্ট,	আগষ্ট,	
jubokshoho,	যুবকহ,	যুবকসহ,	
jaandrel,	জ্যান্ড্রেল,	জাঁদরেল,	
definitian,	ডেফিনিশন,	ডেফিনেশন,	
chhootee,	ছুটি,	ছুটি,	
dobhar,	ডভার,	ডোভার,	
boikollyo,	বৈকল্য,	বৈকল্য,	
degreer,	ডিগ্রীর,	ডিগ্রির,	
shrabosty,	শ্রবস্তি,	শ্রাবস্তী,	
joubonbotee,	যৌবনবতি,	যৌবনবতী,	
ruteen,	রুটিন,	রুটিন,	
ostheesandhi,	অস্থিসন্ধি,	অস্থিসন্ধি,	
chaudhuriyo,	চৌধুরিও,	চৌধুরীও,	
oshamonjosshoporno,	অসমাসনাসনূর্ণ,	অসামঞ্জস্যপূর্ণ,	
pratiyogider,	প্রতিযোগীদের,	প্রতিযোগীদের,	
shikkharrthirao,	শিক্ষার্থীরা,	শিক্ষার্থীরাও,	
ashociatesh,	অ্যাসিসেটিস,	এসোসিয়েটস,	
purbancole,	পূর্বাঞ্চলে,	পূর্বাঞ্চলে,	
sambhabonao,	সম্ভাবনাও,	সম্ভবনাও,	
koilas,	কৈলাস,	কৈলাস,	
soptahokal,	সপ্তাহকাল,	সপ্তাহকাল,	
gotirodh,	গতিরোধ,	গতিরোধ,	
sikara,	সিকার,	শিকার,	
chesa,	চেস,	চেস,	
oitijjhey,	ঐতিহে,	ঐতিহ্যে,	
salmaaner,	সলমানের,	সালমানের,	
dwipei,	দ্বীপেই,	দ্বীপেই,	
meghachonno,	মেঘাচন্য,	মেঘাচ্ছন্ন,	
sattoki,	সত্তকী,	সাত্যকি,	
khappar,	খাপার,	খপ্পর,	
zojjyota,	যোজ্যতা,	যোজ্যতা,	
munshi,	মুনশী,	মুন্সী,	
dokaangulote,	দোকানগুলোতে,	দোকানগুলোতে,	
naditi,	নদীতি,	নদীটি,	
chetnagato,	চেতনাগত,	চেতনাগত,	
chandrima,	চ্্া্দিরা,	চন্দ্রিমা,	
mache,	মেছে,	মাছে,	
chalchhe,	চলছে,	চলছে,	
bojhe,	বঝঝে,	বোঝে,	
bhabatarini,	ভববাতরিনী,	ভবতারিণী,	
nagorikkey,	নগরীকে,	নাগরিককে,	
chalachchitroi,	চলচিত্রই,	চলচ্চিত্রই,	
deeputy,	দিপুটি,	ডেপুটি,	
charger,	চার্গার,	চার্জের,	
bhiqtara,	ভিক্টর,	ভিক্টর,	
