chhaanake,	ছানকে,	ছানাকে,	
karore,	কারে,	কারোর,	
heeli,	হেলি,	হিলি,	
barnis,	বার্নিস,	বার্নিশ,	
gandhikey,	গান্ধিকে,	গান্ধীকে,	
laatimer,	লাটিমের,	লাটিমের,	
seguloi,	সেইুলোই,	সেগুলোই,	
bhaskor,	ভাস্কোর,	ভাস্কর,	
faser,	ফেঁসের,	ফাঁসের,	
dasha,	দশা,	দোসা,	
ramjaner,	রমজানের,	রমযানের,	
bahubar,	বহুবার,	বহুবার,	
akik,	একিক,	আকিক,	
longhon,	লঙ্ঘন,	লংঘন,	
lyandim,	ল্যান্ডিং,	ল্যান্ডিং,	
borana,	বরানা,	বোরন,	
noter,	নটের,	নোটের,	
koilash,	কৈলাশ,	কৈলাস,	
siima,	সীম,	সীমা,	
cyphy,	সিফি,	সাইফাই,	
babul,	বাবুল,	বাবুল,	
haridwar,	হরিদ্বার,	হরিদ্বার,	
bhandaare,	ভান্ডারে,	ভাণ্ডারে,	
chhilonaa,	ছিলনা,	ছিলনা,	
madhyastha,	মধ্যস্থ,	মধ্যস্থ,	
rajbandir,	রাজবন্দির,	রাজবন্দীর,	
reetesh,	রেটেস,	রিতেশ,	
shikarer,	শিকারের,	শিকারের,	
bachhaikrito,	বাচাইকৃত,	বাছাইকৃত,	
floodliter,	ফ্লাডলিটের,	ফ্লাডলাইটের,	
concerter,	কনসার্টের,	কানসাটের,	
manab,	মনন,	মানব,	
kaleo,	কালেও,	কালেও,	
akar,	আকার,	একার,	
abikaul,	অবিকুল,	অবিকল,	
inasiyinta,	ইনসাইন্ট,	এনসিয়েন্ট,	
aholla,	আহলা,	অহল্যা,	
jerujalem,	জেরুজালিক,	জেরুসালেম,	
nirikh,	নিরীখ,	নিরিখ,	
hajat,	হজজ,	হজত,	
zealand,	জিল্যান্ড,	জিল্যান্ড,	
faridi,	ফরীদি,	ফরিদী,	
chintaikaree,	চিনতাইকারী,	ছিনতাইকারী,	
baarnish,	বার্নিস,	বার্নিশ,	
sabaner,	সানের,	সাবানের,	
daloo,	ডালু,	ডালু,	
aswasteekor,	অস্বস্তিকার,	অস্বস্তিকর,	
hijritey,	হিজরিতে,	হিজরীতে,	
sylvi,	সিলভি,	সিলভি,	
ketechilo,	কেটিল,	কেটেছিল,	
basano,	বসানো,	বসানো,	
niropekkhotaar,	নিরপ্ককেষার,	নিরপেক্ষতার,	
karleo,	করলেও,	করলেও,	
mausumti,	মৌসম্তি,	মৌসুমটি,	
sibraz,	শিবরাজ,	শিবরাজ,	
armenan,	আর্মেন,	আর্মেনিয়ান,	
dweegulotey,	দ্বিগুলোতে,	দ্বীপগুলোতে,	
graambasee,	গ্রামাবাসী,	গ্রামবাসী,	
khele,	খেলে,	খেলে,	
lotharan,	লাথারন,	লুথেরান,	
metropalitana,	মেট্রোলিনা,	মেট্রোপলিটন,	
eexpreession,	এক্সপ্রেশন,	এক্সপ্রেশন,	
ponnee,	পনি,	পন্নী,	
rakibul,	রাকিবুল,	রকিবুল,	
jathaartho,	যথার্থ,	যথার্থ,	
utsahamulok,	উত্সমূলক,	উৎসাহমূলক,	
sheekarder,	সিকারদের,	শিকারদের,	
rubi,	রুবি,	রুবী,	
deeyenes,	ডিএনেস,	ডিএনএস,	
ajeempoor,	আজিমপুর,	আজিমপুর,	
madhukooree,	মধুকুরী,	মাধুকরী,	
janomukhee,	জনমুখী,	জনমুখী,	
bissashe,	বিশ্বাসে,	বিশ্বাসে,	
jater,	যাটের,	জাতের,	
aanis,	আনিশ,	আনিস,	
turkii,	তুর্কী,	তুর্কি,	
bodhirta,	বধির্ত,	বধিরতা,	
kanar,	কানার,	কণার,	
manshe,	মানসে,	মানুষে,	
holdin,	হোল্ডিং,	হোল্ডিং,	
roktokkhon,	রক্তক্ষণ,	রক্তক্ষরণের,	
vaphara,	ভাফার,	বাফার,	
utsaahe,	উত্সাহে,	উৎসাহে,	
rajpur,	রাজপুর,	রাজপুর,	
longghon,	লঙ্ঘন,	লংঘন,	
modeler,	মডেডের,	মডেলের,	
adhyattikotar,	আধ্যাতিকার,	আধ্যাত্মিকতার,	
kaalaam,	কালাম,	কালাম,	
sossar,	সসার,	সকার,	
quary,	কোয়ারি,	কোয়েরি,	
bharadwaj,	ভারাদ্যোজ,	ভরদ্বাজ,	
conflict,	কনফ্লিক্ট,	কনফ্লিক্ট,	
udbodhani,	উদ্বোধনী,	উদ্বোধনী,	
nesnos,	নেশনস,	নেশনস,	
angshograhon,	অংশগ্রহণ,	অংশগ্রহন,	
fulkopi,	ফুলকোপি,	ফুলকপি,	
khappor,	খাপপোর,	খপ্পর,	
oitijjer,	ঐতিহ্যের,	ঐতিহ্যের,	
manoharpur,	মনোহরপুর,	মনোহরপুর,	
moushumti,	মৌসুম্তি,	মৌসুমটি,	
gafeeloti,	গফিলটি,	গাফিলতি,	
chainge,	চাইন,	চেঞ্জ,	
ottacharer,	অত্যাচারের,	অত্যাচারের,	
ganokantha,	গণকণ্ঠ,	গণকণ্ঠ,	
jaanar,	জানার,	জানার,	
ruteen,	রুটিন,	রুটিন,	
sheat,	শেট,	সিট,	
shcholarshhip,	স্কলারশিপ,	স্কলারশিপ,	
itostata,	ইতস্তট,	ইতস্তত,	
ponjikaar,	পঞ্জিকার,	পঞ্জিকার,	
rohasyor,	রহস্যার,	রহস্যর,	
shotoker,	শতকের,	শতকের,	
musalmanderkey,	মুসল্্দন্কের,	মুসলমানদেরকে,	
kormer,	কর্মের,	কর্মের,	
hook,	হোক,	হুক,	
tiner,	টিনের,	তিনের,	
ieub,	ইউব,	আইইউবি,	
arasie,	আরাসি,	আরসিএ,	
karmokerer,	কর্মকের,	কর্মকারের,	
kadom,	কাদ,	কদম,	
uddhrity,	উদ্ধৃতি,	উদ্ধৃতি,	
objarvar,	অব্যর্ভার,	অবজার্ভার,	
daktickete,	ডাক্কিতে,	ডাকটিকিটে,	
ekpase,	একপাশে,	একপাশে,	
alexandar,	আলেক্সান্ডার,	আলেকজান্ডার,	
jeellool,	জিল্লুল,	জিল্লুল,	
elaakatite,	এলাকাতিতে,	এলাকাটিকে,	
protijogiir,	প্রতিযোগীর,	প্রতিযোগীতার,	
deraa,	দেরা,	ডেরা,	
adhyatmikatar,	আধ্যাতিকার,	আধ্যাত্মিকতার,	
santoshpur,	সন্তঃসপুর,	সন্তোষপুর,	
keo,	কিউ,	কেও,	
oholyar,	অহোল্যার,	অহল্যার,	
bandra,	বান্দ্রা,	বন্দীরা,	
karmakarke,	কর্মকর্কে,	কর্মকারকে,	
chalaabi,	চালাবি,	চালাবে,	
dharavahiktir,	ধারাভাকিত্র,	ধারাবাহিকটির,	
turbine,	টুর্বিনে,	টারবাইন,	
durgotshob,	দুর্ঘটব,	দুর্গোৎসব,	
marier,	মেরির,	ম্যারির,	
rajtantre,	রাজতন্ত্রে,	রাজতন্ত্রে,	
idaning,	এডানিং,	ইদানীং,	
hatodaridra,	হতোদিরা,	হতদরিদ্র,	
joqy,	জকি,	জকি,	
phooloo,	ফুলও,	পোলো,	
shhyutara,	স্যুটার,	শ্যুটার,	
ibhaner,	ইভানের,	ইভানের,	
nojod,	নজদ,	নজদ,	
larson,	লারসন,	লারসন,	
bhittimul,	ভিত্তীমূল,	ভিত্তিমূল,	
ishpredshheet,	ইস্পেরেশি,	স্প্রেডশীট,	
rananganey,	রণাঙ্গনে,	রণাঙ্গনে,	
gaphiloti,	গফিলটি,	গাফিলতি,	
jahns,	জানস,	জন্স,	
indrer,	ইন্দ্রের,	ইন্দ্রের,	
kormozog,	কর্মযোগ,	কর্মযোগ,	
naitikata,	নৈতিকতা,	নৈতিকতা,	
bedanta,	বেদন্ত,	বেদান্ত,	
narsaari,	নার্সারী,	নার্সারি,	
basate,	বাসাতে,	বাসাতে,	
pitthe,	পিঠে,	পীঠে,	
gazetted,	গেজেটে,	গেজেটেড,	
shhip,	শীপ,	শিপ,	
russad,	রুশদ,	রুশদ,	
nanir,	নানীর,	নানীর,	
oholla,	অহল্লা,	অহল্যা,	
bonaa,	বোনা,	বোনা,	
samosto,	সমস্ত,	সমস্ত,	
kredit,	ক্রেডিট,	ক্রেডিট,	
kyapashula,	ক্যাপুশাল,	ক্যাপসুল,	
epiela,	এপিইল,	আইপিএল,	
ganokantho,	গণকণ্ঠ,	গণকণ্ঠ,	
bonyopraan,	বন্যপ্রাণ,	বন্যপ্রাণ,	
peerry,	পেরি,	পেরি,	
charban,	চর্বন,	চর্বন,	
dumaa,	ডুমা,	দুমা,	
addabaz,	আদ্দাবাজ,	আড্ডাবাজ,	
anisha,	অনিশা,	আনিস,	
aajiboner,	আজিবনের,	আজীবনের,	
sirameeks,	শিরামিক্স,	সিরামিকস,	
shoori,	সুরি,	সুরি,	
creesceent,	ক্রিসেেন্ট,	ক্রিসেন্ট,	
baikalyo,	বৈকল্য,	বৈকল্য,	
chirakumari,	চিরকুরা,	চিরকুমারী,	
oncoleo,	অঞ্চলেও,	অঞ্চলেও,	
chhanee,	ছানি,	ছানি,	
thor,	থোর,	থর,	
temonbhabe,	তেমনভাবে,	তেমনভাবে,	
snaipara,	স্ইাইপার,	স্নাইপার,	
toroonderke,	তরুণদেরকে,	তরুণদেরকে,	
poorbancholer,	পূর্বাঞ্চলের,	পূর্বাঞ্চলের,	
prakalpaguli,	প্রকালপুলি,	প্রকল্পগুলি,	
gobeshana,	গবেষণা,	গবেষনা,	
sakara,	সাকার,	সাকার,	
qinsa,	কিন্স,	কিংস,	
eebhiem,	ইভিএম,	ইভিএম,	
ghurtey,	ঘুতে,	ঘুরতে,	
upobaasee,	উপব্যাসী,	উপবাসী,	
shomostike,	সমস্তিকে,	সমষ্টিকে,	
restuarant,	রেস্টুরেন্ট,	রেষ্টুরেন্ট,	
rejidence,	রেজিডেন্স,	রেসিডেন্স,	
bhaandaar,	ভান্ডার,	ভাণ্ডার,	
neelfamarir,	নেলফামারীর,	নীলফামারীর,	
moldowa,	মোলদোবা,	মলদোভা,	
sohopathike,	সহপাঠিকে,	সহপাঠীকে,	
vezano,	ভেজানো,	ভেজানো,	
basiney,	বসিনে,	বেসিনে,	
samavesh,	সমবেশ,	সমাবেশ,	
gajipur,	গাজীপুর,	গাজিপুর,	
wenis,	ভেনিস,	ভেনিস,	
koreempoor,	করিমপুর,	করিমপুর,	
sompadon,	সম্পাদন,	সম্পাদন,	
atitkale,	অতীতকালে,	অতীতকালে,	
mulaadee,	মুলাদী,	মুলাদি,	
jyestthotar,	যেস্থাযটার,	জ্যেষ্ঠতার,	
mandando,	মানদন্ড,	মানদণ্ড,	
aswastikar,	অস্বস্তিকার,	অস্বস্তিকর,	
kirk,	কির্ক,	কার্ক,	
gandho,	গন্ধ,	গন্ধ,	
jyeshtha,	জেষ্ঠ্য,	জ্যেষ্ঠা,	
ja,	জা,	জ্যা,	
dharagulo,	ধারাগুলো,	ধারাগুলো,	
argho,	অর্ঘ,	অর্ঘ্য,	
bosben,	বসবেন,	বসবেন,	
vedanta,	বেদন্ত,	বেদান্ত,	
spenser,	স্পেন্সের,	স্পেন্সার,	
soorti,	শূর্তি,	সুরটি,	
shikshakke,	শিক্ষককে,	শিক্ষককে,	
yuro,	ইরু,	ইউরো,	
shaahaabaah,	সাহাবাহ,	সাহাবাহ,	
siqhar,	শিখার,	শিকার,	
heepataitisa,	হেপাইটিস,	হেপাটাইটিস,	
temonyi,	তেমনই,	তেমনই,	
ogrodoot,	অগ্রদূত,	অগ্রদূত,	
naajee,	নাজি,	নাত্সি,	
paksenaara,	পক্ষেণার,	পাকসেনারা,	
projanankaal,	প্রজননকাল,	প্রজননকাল,	
oiteejyo,	ঐতিজ্য,	ঐতিহ্য,	
mausumei,	মৌসুমেই,	মৌসুমেই,	
kreedita,	ক্রিড,	ক্রেডিট,	
boponer,	বপনের,	বপনের,	
janoika,	জানিকা,	জনৈকা,	
musalmankey,	মুসল্মকে,	মুসলমানকে,	
cholochchitroi,	চলচিত্র,	চলচ্চিত্রই,	
ghoomachhilo,	ঘুমাছিল,	ঘুমাচ্ছিল,	
codeti,	কদেটি,	কোডটি,	
armastram,	আর্মস্ত্রম,	আর্মস্ট্রং,	
bibechyo,	বিবেচ্য,	বিবেচ্য,	
shiqha,	শিখা,	শিখ,	
obe,	ওবে,	ওবিই,	
duburyra,	দুবুররা,	ডুবুরিরা,	
batsmani,	বৎসম্যাণী,	ব্যাটসম্যানই,	
teenej,	টেনেজ,	টিনেজ,	
makhmale,	মখখলে,	মখমলে,	
madrasakey,	মাদ্রসকে,	মাদ্রাসাকে,	
shhepha,	সেফ,	শেফ,	
shaarthe,	সারথথ্থে,	স্বার্থে,	
vobani,	ভবানী,	ভবানী,	
vobotarini,	ভবতরিনী,	ভবতারিণী,	
shangkalone,	সংকললনে,	সংকলনে,	
