jacqson,	জেকসন,	জ্যাকসন,	
proshikkhone,	প্রশিক্ষনে,	প্রশিক্ষণে,	
sachetanatamulak,	সচেতনামূলক,	সচেতনতামূলক,	
jomanor,	জমানোর,	জমানোর,	
naazii,	নাজি,	নাত্সি,	
pracharana,	প্রচারন,	প্রচারণা,	
jomaanor,	জমানোর,	জমানোর,	
puroheetra,	পুরোহিত্র,	পুরোহিতরা,	
eenjil,	এঞ্জিল,	ইঞ্জিল,	
dhikrito,	ধিকৃত,	ধিকৃত,	
gajiipur,	গাজীপুর,	গাজীপুর,	
woter,	ওয়াটার,	ভোটার,	
messanger,	মেশাঙ্গের,	মেসেঞ্জার,	
baasate,	বাসাতে,	বাসাতে,	
qoyartara,	কোয়ার্,	কোয়ার্টার,	
seo,	সিও,	সেও,	
uthane,	উঠানে,	উঠানে,	
kurdira,	কুর্দিরা,	কুর্দিরা,	
bbiswashi,	বিশ্বাসী,	বিশ্বাসী,	
sidharther,	সিধার্থের,	সিদ্ধার্থের,	
stanahenja,	স্তন্হাঙ্জ,	স্টোনহেঞ্জ,	
naajii,	নাজি,	নাত্সি,	
bissashe,	বিশ্বাসে,	বিশ্বাসে,	
phutantoa,	ফুটান্ত,	ফুটন্ত,	
pathanirdeshona,	পথানিদ্শানা,	পথনির্দেশনা,	
plainey,	প্লেনে,	প্লেনে,	
khele,	খেলে,	খেলে,	
armeniyana,	আরমেনিয়ান,	আর্মেনিয়ান,	
zyaka,	জ্যাক,	জ্যাক,	
ashamarthita,	অসমর্থিত,	অসমর্থিত,	
nagorikderke,	নগরীদেরকে,	নাগরিকদেরকে,	
choudhooreeke,	চৌধ্রীকে,	চৌধুরীকে,	
jokrit,	যকৃত,	যকৃৎ,	
kkunti,	কুনটি,	কুন্তী,	
asthishondhi,	অস্থিষন্ধী,	অস্থিসন্ধি,	
vvejaano,	ভেজানো,	ভেজানো,	
pratisthasoho,	প্রতিষ্ঠাস,	প্রতিষ্ঠাসহ,	
cholochchitra,	চলচিত্র,	চলচ্চিত্র,	
mag,	ম্যাগ,	এমএজি,	
toufeek,	টাউফিক,	তৌফিক,	
jaistha,	জৈস্ঠ,	জ্যৈষ্ঠ,	
rupert,	রাপার্ট,	রুপার্ট,	
ekshapreshhana,	এক্সপ্রেশন,	এক্সপ্রেশন,	
aashanka,	আসঙ্ক,	আশংকা,	
akmot,	একমত,	একমত,	
roomantika,	রোমান্টিক,	রোমান্টিক,	
fanse,	ফাঁসে,	ফাঁসে,	
aziboner,	আজিবনের,	আজীবনের,	
rapto,	রপ্ত,	রপ্ত,	
rakibul,	রাকিবুল,	রকিবুল,	
dajhyo,	দাওয,	দাহ্য,	
bon,	বোন,	বন,	
shayanaida,	সাযানাইড,	সায়ানাইড,	
dubaate,	দুবাতে,	ডুবাতে,	
allahabadey,	আল্লাবাদে,	এলাহাবাদে,	
allubokhara,	অলুলবভার,	আলুবোখারা,	
koomarir,	কুমারীর,	কুমারীর,	
heenna,	হিন্,	হেনা,	
heje,	হেজে,	হেজ,	
dhanche,	ধাঁচে,	ধাঁচে,	
sofie,	সফি,	সোফি,	
saahocorrze,	সাহকর্যে,	সাহচর্যে,	
chirontan,	চিরন্তন,	চিরন্তন,	
aamude,	আমুদে,	আমুদে,	
jerakam,	জেরকম,	যেরকম,	
hyaloyin,	হ্যালোইন,	হ্যালোইন,	
bosano,	বসানো,	বসানো,	
bosanta,	বসন্ত,	বসন্ত,	
kanagulo,	কানগুলো,	কণাগুলো,	
mugdhota,	মুগ্ধতা,	মুগ্ধতা,	
mukhomandol,	মুখমন্ডল,	মুখমণ্ডল,	
cheph,	চেফ,	শেফ,	
gaddafi,	গদ্্পী,	গাদ্দাফী,	
aqramer,	আক্রমের,	আকরামের,	
sotteo,	সত্বেও,	সত্ত্বেও,	
neutrinoo,	নিউট্রিন,	নিউট্রিনো,	
deelibhara,	ডিলিভার,	ডেলিভার,	
joubanboti,	যৌবনবিত,	যৌবনবতী,	
thelaa,	ঠেলা,	ঠেলা,	
eukalyptus,	ইউকালপিৎাট,	ইউক্যালিপ্টাস,	
dhauta,	ধৌতা,	ধৌত,	
bethik,	বিঠিক,	বেঠিক,	
aaeereshe,	আইরেশে,	আইরেসে,	
byan,	ব্যান,	ব্যাং,	
laicense,	লেইনেসে,	লাইসেন্স,	
saahocorrzo,	সাহরর্য,	সাহচর্য,	
fiksim,	ফিক্সিং,	ফিক্সিং,	
tukroke,	তুকরকে,	টুকরোকে,	
bolokarak,	বলকারা,	বলকারক,	
osshoshtikor,	অস্বস্তিকর,	অস্বস্তিকর,	
songbadmadhyame,	সংবাদকধ্মে,	সংবাদমাধ্যমে,	
tokey,	টোকে,	ত্বকেই,	
dayitwa,	দৈত্য,	দায়িত্ব,	
biseshyo,	বিশেষ্য,	বিশেষ্য,	
antarctikar,	অন্টার্কিকার,	অ্যান্টার্কটিকার,	
cholocchitroke,	চলচ্চিত্রকে,	চলচ্চিত্রকে,	
aminul,	আমিনুল,	আমিনুল,	
gavaskar,	গভাসকার,	গাভাস্কার,	
marqetim,	মার্কেটিং,	মার্কেটিং,	
bisheshshyer,	বিশেষের,	বিশেষ্যের,	
orgho,	অর্ঘ,	অর্ঘ্য,	
baarnis,	বার্নিস,	বার্নিশ,	
damonmoolok,	দামনোলমূক,	দমনমূলক,	
bigepi,	বিজেপি,	বিজেপি,	
qibord,	কিবোর্ড,	কীবোর্ড,	
bhagna,	ভাগনা,	ভগ্ন,	
bagda,	বাদা,	বাগদা,	
hoondayi,	হান্ডাই,	হুন্দাই,	
seekkhokbrindo,	শিক্ষাবৃণ্দ,	শিক্ষকবৃন্দ,	
prakalpatikey,	প্রকল্পটিকে,	প্রকল্পটিকে,	
harris,	হররস,	হ্যারিস,	
konruup,	কনররূপ,	কোনরূপ,	
nake,	নাকে,	নেক,	
akmato,	একমত,	একমত,	
myat,	ম্যাট,	ম্যাট,	
thatchar,	থাচার,	থ্যাচার,	
kakhnoba,	কক্ষবা,	কখনওবা,	
fartha,	ফোর্থ,	ফার্থ,	
beshirbhagi,	বেশীরভাগই,	বেশিরভাগই,	
istara,	ইস্টার,	ইস্টার,	
gafiloti,	গফীলতি,	গাফিলতি,	
answereer,	আনসারীর,	আনসারীর,	
bim,	বিম,	বীম,	
chhotogolpe,	ছোটোগল্পে,	ছোটগল্পে,	
rajan,	রজন,	রাজন,	
kadom,	কাদম,	কদম,	
dharabahikbhabe,	ধারাবিকভাবে,	ধারাবাহিকভাবে,	
moithili,	মৈঠিলী,	মৈথিলি,	
jathartha,	যথার্থ,	যথার্থ,	
duckticket,	ডাক্তিকেট,	ডাকটিকিট,	
hepatetisa,	হ্যাপটাইটিস,	হেপাটাইটিস,	
bade,	বাদে,	বাদে,	
claud,	ক্লাড,	ক্লাউড,	
astikra,	অস্টিকরা,	আস্তিকতা,	
mozlish,	মজলিস,	মজলিশ,	
totenhaamer,	টোটেনহামের,	টটেনহামের,	
yuk,	ইউক,	ইয়াক,	
zonite,	যোনিতে,	যোনীতে,	
durg,	ডার্গ,	দুর্গ,	
saqara,	সাকার,	সকার,	
mukherji,	মুখার্জি,	মুখার্জী,	
jeshtha,	জেষ্ঠা,	জ্যেষ্ঠা,	
siddhantey,	সিদ্বান্তে,	সিদ্ধান্তে,	
forider,	ফরিদের,	ফরিদের,	
tahalei,	তহলেই,	তাহলেই,	
motamoto,	মোটামোট,	মতামতও,	
jomkaalo,	জমকালো,	জমকালো,	
kinsa,	কিনস,	কিংস,	
danckan,	ডানকান,	ডানকান,	
lokkheryo,	লক্ষ্রে,	লক্ষেরও,	
bholapuqa,	ভোলাপুকা,	ভোলাপুক,	
koreem,	করিম,	করিম,	
phartha,	ফোর্থ,	ফার্থ,	
footballerer,	ফুটবলের,	ফুটবলারের,	
rilayensa,	রিলেয়েন্স,	রিলায়েন্স,	
jibnagore,	জীবনারগে,	জীবননগর,	
arthonitike,	অর্থনীতিকে,	অর্থনীতিকে,	
shrichaitanyadeb,	শ্রীচৈতন্যবেদ,	শ্রীচৈতন্যদেব,	
morodeho,	মরদেহ,	মরদেহ,	
hitakar,	হিতাকার,	হিতকর,	
seeramiks,	শিরামিক্স,	সিরামিকস,	
besarkarikaran,	বেসরকারীকরণ,	বেসরকারিকরণ,	
niropekkhotaar,	নিরপপক্ষতার,	নিরপেক্ষতার,	
parkasha,	পার্কস,	পার্কস,	
novel,	নোভেল,	নভেল,	
reefleex,	রেফলেক্স,	রিফ্লেক্স,	
sumeetrar,	সুমিত্রার,	সুমিত্রার,	
chhatoke,	ছোটকে,	ছাতকে,	
daebug,	দেবুগ,	ডিবাগ,	
nirbachakder,	নির্বাচকদের,	নির্বাচকদের,	
abdur,	আবদদুর,	আবদুর,	
obosore,	অবসরে,	অবসরে,	
oitijjo,	ঐতিহ্য,	ঐতিহ্য,	
ishtara,	ইস্টার,	ইস্টার,	
neelabh,	নীলাভ,	নীলাভ,	
cholche,	চলছে,	চলছে,	
bagdadii,	বাগদাদি,	বাগদাদী,	
ancholtikey,	আঞ্চলটিকে,	অঞ্চলটিকে,	
tirmizi,	তিরমিযী,	তিরমিজি,	
krantee,	ক্রেন্ট,	ক্রান্তি,	
rakhtokkharone,	রক্তারণকে,	রক্তক্ষরণে,	
ponni,	পন্নী,	পন্নী,	
byabaharkarie,	ব্যবহারকারী,	ব্যবহারকারীই,	
beenis,	বিনিশ,	ভেনিস,	
aazaan,	আজান,	আজান,	
samoshti,	সমস্তি,	সমষ্টি,	
nagorikra,	নগরিকরা,	নাগরিকরা,	
bodqa,	বদকা,	ভদকা,	
everage,	এভারেজ,	এভারেজ,	
sumoo,	সুমো,	সুমো,	
jarool,	জরুল,	জারুল,	
onkita,	অংকিত,	অঙ্কিতা,	
chapal,	চাপাল,	চপল,	
pragress,	প্রগ্রেস,	প্রগ্রেস,	
sunagarik,	সুনাগরিক,	সুনাগরিক,	
hyundai,	হায়ান্ড,	হুন্দাই,	
harano,	হরণ,	হারান,	
asaborno,	অসবর্ন,	অসবর্ণ,	
durgondher,	দুর্ন্ধের,	দুর্গন্ধের,	
clause,	ক্লাউস,	ক্লজ,	
ved,	ভেদ,	বেদ,	
bonovumite,	বনভূমিতে,	বনভূমিতে,	
haridware,	হরিদরবা,	হরিদ্বারে,	
ghatleo,	ঘাতলেও,	ঘটলেও,	
aiiub,	আইভুব,	আইইউবি,	
shahocharjo,	শাহার্য,	সাহচর্য,	
korimpur,	করিমপুর,	করিমপুর,	
ooindo,	উইন্ড,	উইন্ডো,	
nesnosh,	নেশসন,	নেশনস,	
parkin,	পার্কিন,	পার্কিং,	
abhidhaneek,	আভিধানিক,	অভিধানিক,	
haldim,	হাল্ডিম,	হোল্ডিং,	
chondrimaa,	চন্দ্রীমা,	চন্দ্রিমা,	
abosan,	আবসন,	অবসান,	
digreeke,	ডিগ্রীকে,	ডিগ্রিকে,	
dharabhashyokar,	ধারাভাস্যার,	ধারাভাষ্যকার,	
alaoler,	আলালের,	আলাওলের,	
joubanbatee,	যৌবনবাতী,	যৌবনবতী,	
oncholsomuher,	অঞ্চলসমূহের,	অঞ্চলসমূহের,	
firozaa,	ফিরোজা,	ফিরোজা,	
dembakriti,	দেম্বাকৃতি,	ডিম্বাকৃতি,	
blacq,	ব্লক,	ব্ল্যাক,	
reliance,	রিলিয়ন্স,	রিলায়েন্স,	
fax,	ফ্যাক্স,	ফক্স,	
kaaleo,	কালেও,	কালেও,	
grambaasider,	গ্রামবাসীদের,	গ্রামবাসীদের,	
talal,	তাল,	তালাল,	
dibating,	ডিবাইং,	ডিবেটিং,	
deyl,	ডেল,	ডেইল,	
hossne,	হস্ে,	হোসনে,	
khoor,	খুর,	ক্ষুর,	
karu,	কারু,	কারো,	
rata,	রা,	রত,	
pretishta,	প্রতিষ্ট,	প্রতিষ্টা,	
soros,	সরস,	সরস,	
meterey,	মেটারে,	মিটারে,	
sheat,	শেট,	সিট,	
kushumba,	কুসুম্ব,	কুশুম্বা,	
provu,	প্রভূ,	প্রভু,	
abheedhaneek,	অভিধানিক,	অভিধানিক,	
antarbhuttirmulok,	অন্তর্ভূত্তমিল,	অন্তর্ভুক্তিমূলক,	
chirokumari,	চিরকমুমারী,	চিরকুমারী,	
prabhritike,	প্রভৃতিকে,	প্রভৃতিকে,	
majuter,	মজুতের,	মজুতের,	
gonosakkhorota,	গণস্বারত,	গণসাক্ষরতা,	
daakteekite,	ডাক্তিকেতে,	ডাকটিকিটে,	
hoola,	হোল,	হোল,	
monzhoshtho,	মন্ধস্থ,	মঞ্চস্থ,	
idipas,	ইদিপাশ,	ইডিপাস,	
shef,	শেফ,	শেফ,	
folok,	ফলক,	ফলক,	
suraaropito,	সুরারোপিত,	সুরারোপিত,	
sahajlabhbhatar,	সহজভলভততার,	সহজলভ্যতার,	
