chherechhe,	ছেরেছে,	ছেড়েছে,	
temonbhabe,	তেমনভাবে,	তেমনভাবে,	
sangkalanti,	সংকললটি,	সংকলনটি,	
suraropito,	সুরারপপিত,	সুরারোপিত,	
kodorer,	কোদরের,	কদরের,	
paitey,	পাতে,	পাইতে,	
byomkes,	ব্যামকেশ,	ব্যোমকেশ,	
fud,	ফুড,	ফুড,	
toufeek,	তৌফিক,	তৌফিক,	
karle,	করর্ল,	করলে,	
antarbhuktimulak,	অন্তর্ভূম্তীকাল,	অন্তর্ভুক্তিমূলক,	
shakara,	শাকারা,	সাকার,	
durgotsav,	দূর্ঘত্বব,	দুর্গোৎসব,	
keke,	কেক,	কেকে,	
mette,	মেটে,	ম্যাট,	
ooporostho,	উপরস্থ,	উপরস্থ,	
estania,	এস্টেনিয়া,	এস্তোনিয়া,	
karmake,	কর্মকে,	কর্মকে,	
nilkamal,	নীলকমমল,	নীলকমল,	
ceema,	সেম,	সীমা,	
shomraat,	সম্রাত,	সম্রাট,	
stark,	স্টার্ক,	স্টার্ক,	
venush,	ভাননস,	ভেনাস,	
raktaksharaney,	রক্তসর্ষণে,	রক্তক্ষরণে,	
ganochiener,	গোনোচিয়ের,	গণচীনের,	
naajii,	নাজি,	নাত্সি,	
udbhabani,	উদ্ভবানী,	উদ্ভাবনী,	
skolarsip,	স্কলারশিপ,	স্কলারশিপ,	
sthapanagulo,	স্থাপনগুলো,	স্থাপনাগুলো,	
dadaa,	দোদা,	দাদা,	
tinhajar,	তিনহাজার,	তিনহাজার,	
ishtone,	ইস্টোন,	স্টোন,	
shita,	শীতা,	সিট,	
soundarjya,	সৌন্দর্য্য,	সৌর্ন্দয্য,	
ummool,	উম্মল,	উম্মুল,	
nathibhooktir,	নথিভুক্তির,	নথিভুক্তির,	
chaudhurir,	চৌধুরির,	চৌধুরীর,	
tirmizi,	তিরমিযি,	তিরমিজি,	
phising,	ফিশিং,	ফিসিং,	
udvaboni,	উদ্ভাবনী,	উদ্ভাবনী,	
jaunatar,	যৌনতার,	যৌনতার,	
mele,	মেলে,	মাইল,	
boron,	বরণ,	বোরন,	
dhrubak,	ধ্রুবক,	ধ্রুবক,	
swartho,	স্বার্থ,	স্বার্থ,	
prostut,	প্রস্তুত,	প্রস্ত্তত,	
faridi,	ফরিদি,	ফরিদী,	
baasaake,	বাসাকে,	বাসাকে,	
natsi,	নাৎসি,	নাত্সি,	
creesceent,	ক্রিস্টেন্ট,	ক্রিসেন্ট,	
bbiswashe,	বিশ্বাসে,	বিশ্বাসে,	
gasthi,	গাস্থী,	গোষ্ঠী,	
ottacharer,	অত্যাচারের,	অত্যাচারের,	
jackson,	জাকসন,	জ্যাকসন,	
shikh,	শিখ,	শিখ,	
onekeri,	অনেকিরি,	অনেকেরই,	
govornorer,	গভর্নরের,	গভর্ণরের,	
pirujali,	পিরুজালী,	পিরুজালী,	
alsaara,	আল্সার,	আলসার,	
mozdoor,	মজদুর,	মজদুর,	
mett,	ম্ট,	ম্যাট,	
keu,	কিউ,	কেউ,	
sohingsotar,	সহিংসতার,	সহিংসতার,	
oshamanno,	অসামান্য,	অসামান্য,	
plain,	প্লেন,	প্লেন,	
wrighter,	র্রেটার,	রাইটের,	
nathivukta,	নথিভুক্ত,	নথিভুক্ত,	
moshzidshoho,	মস্জীদসহ,	মসজিদসহ,	
sakara,	সাকারা,	সকার,	
kkompito,	কম্পিত,	কম্পিত,	
shukranoo,	শুক্রাণু,	শুক্রানু,	
debagg,	দেবাগ,	ডিবাগ,	
megher,	মেঘের,	মেঘের,	
mittrota,	মিত্রতা,	মিত্রতা,	
shaapholler,	সাফলের,	সাফল্যের,	
akhandota,	আখন্দতা,	অখণ্ডতা,	
subade,	সুবাদে,	সুবাদে,	
qyantana,	ক্যান্টনা,	ক্যান্টন,	
masazida,	মসাজাদা,	মসজিদ,	
bhaandaare,	ভান্ডারে,	ভাণ্ডারে,	
jaaygata,	জাগততা,	জায়গাটা,	
haryken,	হারিকেন,	হ্যারিকেন,	
kumari,	কুমারি,	কুমারী,	
groowth,	গ্রুথ,	গ্রোথ,	
kadom,	কাদম,	কদম,	
utshahe,	উত্সহা,	উৎসাহে,	
jathaartho,	যথার্থ,	যথার্থ,	
kormer,	কর্মের,	কর্মের,	
kanisttha,	কনিষ্ঠ,	কনিষ্ঠ,	
oteeteo,	অতিতেও,	অতীতেও,	
chalchhee,	চলছি,	চলছে,	
prakalpao,	প্রকল্প,	প্রকল্পও,	
zockey,	জকি,	জকি,	
graambashee,	গ্রামবাসী,	গ্রামবাসী,	
superhero,	সুপারহারও,	সুপারহিরো,	
manoharpur,	মননহরপুর,	মনোহরপুর,	
rajtontro,	রাজতন্ত্র,	রাজতন্ত্র,	
phemale,	ফেমালে,	ফিমেল,	
jaygata,	জাগততা,	জায়গাটা,	
debodebir,	দেবোদীবির,	দেবদেবীর,	
parikhar,	পরীখর,	পরিখার,	
kyashpar,	ক্যাশপার,	ক্যাসপার,	
marryir,	মেরির,	ম্যারির,	
beildaar,	বিল্ডার,	বিল্ডার,	
moonshi,	মুনশী,	মুন্সি,	
jeshtha,	জেষ্ঠ্য,	জ্যেষ্ঠা,	
haajarer,	হাজারের,	হাজারের,	
methaner,	মেঠানের,	মিথেনের,	
rajatta,	রাজত্বা,	রাজত্ব,	
flux,	ফ্লাক্স,	ফ্লাস্ক,	
hamburge,	হাম্বার্গে,	হামবুর্গে,	
kamiz,	কমিজ,	কামিজ,	
shkirt,	স্কার্ট,	স্কার্ট,	
raunanganey,	রৌনাঙ্গে,	রণাঙ্গনে,	
laaisensh,	লাইন্স,	লাইসেন্স,	
shoshar,	শশার,	সকার,	
oitijjha,	ঐতিহ্য,	ঐতিহ্য,	
bhaabaponno,	ভাপাবন্ন,	ভাবাপন্ন,	
abhigomon,	অভিগোমন,	অভিগমন,	
karmer,	কর্মের,	কর্মের,	
ekaatto,	একাত্ত,	একাত্ব,	
noitikata,	নৈতিকতা,	নৈতিকতা,	
dakticket,	ডাকটিকেট,	ডাকটিকিট,	
pratyokkhobhabe,	প্রত্যক্ষভাবে,	প্রত্যক্ষভাবে,	
ukeliptash,	উকেলিপ্টস,	ইউক্যালিপ্টাস,	
ruble,	রুবেল,	রুবল,	
koomari,	কুমারি,	কুমারী,	
taivan,	টাইভান,	তাইওয়ান,	
cheento,	চিন্ত,	চিনতো,	
korkotkranti,	কর্টক্রান্তি,	কর্কটক্রান্তি,	
thawre,	থারে,	থরে,	
panjikar,	পাঁজিকার,	পঞ্জিকার,	
ganakantho,	গণকণ্ঠ,	গণকণ্ঠ,	
odure,	অদূরে,	অদুরে,	
easter,	ইস্টার,	ইস্টের,	
graambaaseer,	গ্রামবাসীর,	গ্রামবাসীর,	
charban,	চারবান,	চর্বন,	
eparjanta,	অপর্জন্ত,	এপর্যন্ত,	
leetteer,	লেটার,	লেটার,	
qanaphliqta,	কান্লফিক্ট,	কনফ্লিক্ট,	
saazanor,	সাজানোর,	সাজানোর,	
maldava,	মালদদা,	মলদোভা,	
utsaho,	উৎসসহ,	উৎসাহ,	
youth,	ইউথ,	ইয়ুথ,	
taffsher,	তাফসের,	তাফসীর,	
cholochchitraeei,	চলচ্চিত্রেই,	চলচ্চিত্রেই,	
vodka,	ভোঁকা,	ভদকা,	
lutharana,	লুঠারন,	লুথেরান,	
grambasee,	গ্রামবাসী,	গ্রামবাসী,	
turbiner,	টুরবানের,	টারবাইনের,	
jeelyaand,	জিল্যান্ড,	জিল্যান্ড,	
chedropothe,	চেদ্রপথে,	ছিদ্রপথে,	
udiichii,	উদিচি,	উদীচী,	
chhooteete,	ছুটিতে,	ছুটিতে,	
spreedashita,	স্পৃর্শিত,	স্প্রেডশীট,	
titlee,	ট্লি,	টাইটেল,	
prokar,	প্রকার,	প্রকার,	
chhatto,	ছত্ব,	ছোট্ট,	
shnaipara,	স্নাইপরর,	স্নাইপার,	
tochhnoch,	তচ্নছ,	তছনছ,	
sangosthaner,	সংস্থানের,	সংস্থানের,	
modeley,	মোডেলে,	মডেলে,	
khambaa,	খাম্বা,	খাম্বা,	
aaireshe,	আইরেশে,	আইরেসে,	
khanonkaaj,	খননকাজ,	খননকাজ,	
rayyaleti,	রেয়েলটি,	রয়্যালটি,	
silwer,	সিল্বের,	সিলভার,	
phutanta,	ফুটন্ট,	ফুটন্ত,	
shreeshri,	শৃশ্রী,	শ্রীশ্রী,	
nothibhooktir,	নথিভুক্তির,	নথিভুক্তির,	
totokhhon,	ততক্ষণ,	ততক্ষন,	
timothy,	তীমোথী,	টিমোথি,	
pratishthanikbhabe,	প্রতিষ্ঠানিকভাবে,	প্রাতিষ্ঠানিকভাবে,	
melborrone,	মেলববরনে,	মেলবোর্নে,	
shamooker,	সামুকের,	শামুকের,	
seramiks,	সেরামিক্স,	সিরামিকস,	
baffer,	বাফের,	বাফার,	
myat,	ম্যাট,	ম্যাট,	
parqs,	পার্কস,	পার্কস,	
thor,	থোর,	থর,	
bhabanir,	ভবননীর,	ভবানীর,	
kaalki,	কালকি,	কালকি,	
bisshonath,	বিশ্বনাথ,	বিশ্বনাথ,	
jaatte,	যাততে,	জাতটি,	
preety,	প্রীতি,	প্রিটি,	
hajirhat,	হাজিহার,	হাজিরহাট,	
houstoner,	হাস্টানের,	হিউস্টনের,	
uthhe,	উঠে,	উঠে,	
haj,	হাজ,	হয,	
kale,	কালে,	কালে,	
oichchhik,	ঐচ্ছিক,	ঐচ্ছিক,	
naubom,	নবম,	নবম,	
khizir,	খিজির,	খিজির,	
omarjeeto,	অমার্জিত,	অমার্জিত,	
quoota,	কুউট,	কোটা,	
digree,	ডিগ্রী,	ডিগ্রি,	
romonar,	রোমনার,	রমনার,	
choudhoorir,	চৌধুরির,	চৌধুরীর,	
chinto,	চিন্ত,	চিনতো,	
kiirti,	কীর্তি,	কীর্তি,	
baataree,	বাতারি,	ব্যাটারী,	
orohan,	অরহহান,	ওরহান,	
probhuder,	প্রভূদের,	প্রভুদের,	
srichoitonyodeb,	শ্রীচনতত্ব্যদেব,	শ্রীচৈতন্যদেব,	
parishrami,	পরিস্রুমী,	পরিশ্রমী,	
elaakaatike,	এলাকাটিকে,	এলাকাটিকে,	
ancholtike,	অঞ্চলটিকে,	অঞ্চলটিকে,	
oitijjhe,	ঐতিহ্যে,	ঐতিহ্যে,	
cooling,	কুলিং,	কুলিং,	
bhatar,	ভাটার,	ভাতার,	
canton,	ক্যান্টন,	ক্যান্টন,	
shommoteer,	সম্মতির,	সম্মতির,	
kathmandutey,	কঠ্মনডুতে,	কাঠমান্ডুতে,	
santoshpore,	সন্ততস্পরে,	সন্তোষপুর,	
shhyutara,	স্টুটার,	শ্যুটার,	
asaciates,	অসোসোয়েশাস,	এসোসিয়েটস,	
nottee,	নটটি,	নোটটি,	
ibhila,	এভেল,	ইভিল,	
oncholeo,	অঞ্চলেও,	অঞ্চলেও,	
chhaanee,	ছানি,	ছানি,	
aashok,	আশোক,	আশোক,	
fix,	ফিক্স,	ফিক্স,	
jomkalo,	জমমকালো,	জমকালো,	
udbodhone,	উদ্বধধনে,	উদ্বোধনে,	
prokalpao,	প্রকো্পও,	প্রকল্পও,	
puzita,	পূজিতা,	পূজিতা,	
vvimsenn,	ভিমসেনন,	ভীমসেন,	
grameroi,	গ্রামেরও,	গ্রামেরই,	
achish,	অচিশ,	আছিস,	
onnkita,	অন্কিত,	অঙ্কিতা,	
eqsapreshana,	এক্সপ্রেশন,	এক্সপ্রেশন,	
lajik,	লাজিক,	লজিক,	
deeliveer,	ডিলিভের,	ডেলিভার,	
animated,	আনিমাতে,	এনিমেটেড,	
manhputo,	মানফুত,	মনঃপুত,	
kasper,	কাষ্পের,	ক্যাসপার,	
koota,	কোট,	কোটা,	
osshoshtikor,	অস্বস্তিকর,	অস্বস্তিকর,	
rejidence,	রেজিডেন্স,	রেসিডেন্স,	
cholochchitreeo,	চলচ্তিত্রেও,	চলচ্চিত্রেও,	
bisnooke,	বিস্নুকে,	বিষ্ণুকে,	
kinsha,	কিংস,	কিংস,	
dibidh,	ডিবিধ,	দ্বিবিধ,	
teemothi,	তিমোঠি,	টিমোথি,	
bujhleo,	বুঝলেও,	বুঝলেও,	
bhiqtara,	ভিক্টর,	ভিক্টর,	
gafilati,	গফিলতি,	গাফিলতি,	
mirakel,	মিরাকেল,	মিরাকেল,	
vitti,	ভিত্তি,	ভিত্তিই,	
swostir,	স্বস্তির,	স্বস্তির,	
venicer,	ভেনিসের,	ভেনিসের,	
deares,	ডারেস,	ডিআরএস,	
fake,	ফেঁক,	ফাকে,	
nutunotto,	নতুনত্ব,	নতুনত্ব,	
sektara,	সেক্টার,	সেক্টর,	
beenis,	বিনিস,	ভেনিস,	
