siitei,	সিতেই,	শীতেই,	
sheekar,	শিকার,	শিকার,	
niemond,	নিইম্যান্ড,	নিমন্ড,	
cholechi,	চলেছি,	চলেছি,	
windows,	উইন্ডো,	উইন্ডোস,	
showtey,	শোতে,	শোতে,	
dhaanche,	ধানছে,	ধাঁচে,	
konar,	কোনার,	কণার,	
bosante,	বসান্তে,	বসন্তে,	
nathivookteer,	নাথিভুক্তির,	নথিভুক্তির,	
choson,	চোসন,	চোষণ,	
footballerra,	ফুটবলাররা,	ফুটবলাররা,	
taranee,	তরণে,	তরণী,	
jounotar,	যৌনতার,	যৌনতার,	
dewaben,	দেওবায়েন,	দেওয়াবেন,	
chaanoo,	চানো,	চানু,	
angshogrohon,	অংশগ্রহণ,	অংশগ্রহন,	
kalki,	কালকি,	কালকি,	
setikey,	সেতিকে,	সেটিকে,	
vushi,	ভুশি,	ভুষি,	
dai,	হাই,	দিই,	
anichchi,	আনিচ্ছি,	আনিচ্ছি,	
klaud,	ক্লাউড,	ক্লাউড,	
breq,	ব্রেক,	ব্রেক,	
uddhrito,	উদ্ধৃত,	উদ্ধৃত,	
bishwasho,	বিশ্বশো,	বিশ্বাসও,	
chadake,	চড়াকে,	চড়াকে,	
kortona,	কর্তনা,	করতনা,	
uporitoler,	উপরিতলের,	উপরিতলের,	
aajeej,	আজীজ,	আজিজ,	
orthoneeti,	অর্থনীতি,	অর্থনীতির,	
khuizza,	খুইজ্জা,	খুইজ্জা,	
beauby,	বিউবি,	বিউবি,	
mah,	মাহ,	মাহে,	
qrisenta,	ক্রিসেন্টা,	ক্রিসেন্ট,	
abadamoner,	আবাদামোনের,	অবদমনের,	
pretty,	প্রেটি,	প্রিটি,	
chemjong,	শেমজং,	চেমজং,	
tukrowti,	টুকরৌটি,	টুকরোটি,	
jaubankal,	যৌবনকাল,	যৌবনকাল,	
taposgoner,	তাপসগণের,	তাপসগণের,	
marmader,	মার্মাদের,	মারমাদের,	
addhattikotar,	আদ্ধাত্মিকতার,	আধ্যাত্মিকতার,	
macbeth,	ম্যাসবেথ,	ম্যাকবেথ,	
punosthaner,	পুনস্থানের,	পুনঃস্থানের,	
duiekdiner,	দুইকেকদিনের,	দুইএকদিনের,	
faltu,	ফাল্টু,	ফালতু,	
gavaskar,	গাভাসকার,	গাভাস্কার,	
mesenjjar,	মেসেঞ্জার,	মেসেঞ্জার,	
rajtontre,	রাজতন্ত্রে,	রাজতন্ত্রে,	
brake,	ব্রেক,	ব্রেক,	
oindrila,	ঐন্দ্রিলা,	ঐন্দ্রিলা,	
militarite,	মিলিটারিতে,	মিলিটারিতে,	
sallallahu,	সাল্লাল্লাহু,	সল্লাল্লাহু,	
bibadey,	বিবাদে,	বিবাদে,	
show,	শোব,	শো,	
accountdharira,	একাউন্টাধরীরা,	একাউন্টধারীরা,	
suparahiro,	সুপারহরি,	সুপারহিরো,	
lyaanding,	ল্যান্ডিং,	ল্যান্ডিং,	
becha,	বেচা,	বেচা,	
remakri,	রেমাক্রি,	রেমাক্রী,	
artilary,	আর্টিলারি,	আর্টিলারি,	
sures,	সুরেস,	সুরেশ,	
gazetted,	গ্যাজেট,	গেজেটেড,	
jaadrel,	জাদেল,	জাঁদরেল,	
haitasha,	হাইতাশা,	হাইটস,	
meridiane,	মেরিডিয়েন,	মেরিডিয়ানে,	
daybhager,	দয়ভাগের,	দায়ভাগের,	
firth,	ফার্থ,	ফার্থ,	
sheets,	শিট,	শীটস,	
atarkitey,	অ্যাটরকিতে,	অতর্কিতে,	
aziboner,	আজিবনের,	আজীবনের,	
rajyotiro,	রাজ্যটিরও,	রাজ্যটিরও,	
bisheshshyo,	বিশেষ্্য,	বিশেষ্য,	
ganaparibahan,	গণপরিবহণ,	গণপরিবহন,	
kanasarabhesana,	কনসরাভেষণ,	কনসারভেশন,	
residence,	রিসিডেন্স,	রেসিডেন্স,	
phutbolarder,	ফুটবোর্ডের,	ফুটবলারদের,	
redcrosser,	রেডক্রসের,	রেডক্রসের,	
bagicha,	বাগিচা,	বাগিচা,	
leaders,	লিডার্স,	লিডার্স,	
panchadadu,	পঞ্চদাদু,	পঞ্চাদাদু,	
billaho,	বিল্লাহ,	বিল্লাহ,	
rubidiyaam,	রুবিদিয়াম,	রুবিডিয়াম,	
talaa,	তালা,	তালা,	
bhramarotsab,	ভ্রমণরত্সব,	ভ্রমরোৎসব,	
arasie,	আরাসি,	আরসিএ,	
morathee,	মরাথী,	মরাঠি,	
stonehenje,	স্তনহেনজেজ,	স্টোনহেঞ্জ,	
sqalastiqa,	স্কালসাকিট,	স্কলাস্টিক,	
somonwitobhabey,	সমন্বিতভাবে,	সমন্বিতভাবে,	
granada,	গ্রানাড,	গ্র্যানাডা,	
siramikasa,	সিরামিকাসা,	সিরামিকস,	
jhamala,	ঝামালা,	ঝামালা,	
agamane,	আগামানে,	আগমনে,	
meghachchanno,	মেঘচ্ছন্ন,	মেঘাচ্ছন্ন,	
borlen,	বোরলেন,	বরলেন,	
ganoparibahaner,	গণপারীবহণের,	গণপরিবহনের,	
aaireshe,	আইরাশে,	আইরেসে,	
enginiiring,	ইঞ্জাইনিরি,	ইঞ্জিনিয়ারিং,	
hooq,	হুক,	হুক,	
karim,	করিম,	করিম,	
footbalarra,	ফুটবলাররা,	ফুটবলাররা,	
vezano,	ভেজানো,	ভেজানো,	
porbotmala,	পর্বতমালা,	পর্বতমালা,	
sawam,	সাভাম,	সাওম,	
hitlere,	হিটলারে,	হিটলারে,	
bisnoo,	বিস্নও,	বিষ্ণু,	
bhalobasar,	ভালবাসার,	ভালোবাসার,	
urey,	উরে,	ইউরি,	
maail,	মাইল,	মাইল,	
ruble,	রাবল,	রুবল,	
bharotiyotar,	ভারতীয়তার,	ভারতীয়তার,	
falasrutite,	ফলাসুরুটিতে,	ফলশ্রুতিতে,	
joones,	জুনেস,	জোন্স,	
soource,	সুর্স,	সোর্স,	
dhanyi,	ধনই,	ধন্যি,	
blogarra,	ব্লোগাররা,	ব্লগাররা,	
bapokotor,	বাপকতর,	ব্যাপকতর,	
lyataa,	ল্যাট,	ল্যাটা,	
akpaase,	আকপাসে,	একপাশে,	
narishwar,	নারীশ্বর,	নারীশ্বরের,	
osoborno,	অসবর্ণ,	অসবর্ণ,	
bonorajite,	বনরাজিতে,	বনরাজিতে,	
grontho,	গ্রন্থ,	গ্রন্থ,	
pet,	পিট,	পেত,	
shootar,	শুতার,	শ্যুটার,	
gyandaas,	জ্ঞানদাস,	জ্ঞানদাস,	
riphleksa,	রিফলেকসসা,	রিফ্লেক্স,	
eporzonto,	এপরজন্ত,	এপর্যন্ত,	
selim,	সেলিম,	সেলিম,	
muradke,	মুরাদকে,	মুরাদকে,	
dijmarescu,	ডিজমারেসপু,	দিজমার্সাকু,	
golghare,	গোলঘরে,	গোলঘরে,	
somoibo,	সময়ব,	সমৈব,	
shahurgulor,	শাহুরগুলোর,	শহুরগুলোর,	
diibug,	দীয়ুব,	ডিবাগ,	
monjooshree,	মঞ্জশ্রী,	মঞ্জুশ্রী,	
bishshasho,	বিষ্ষাস,	বিশ্বাসও,	
rajtantra,	রাজতন্ত্র,	রাজতন্ত্র,	
karuna,	কারুনা,	করুণা,	
boner,	বনের,	বনের,	
dokanei,	দোকানেই,	দোকানেই,	
jalbe,	জলবে,	জ্বলবে,	
phormat,	ফোরমাট,	ফরম্যাট,	
rupantarer,	রূপন্তরের,	রুপান্তরের,	
cocaine,	কোকেইন,	কোকেইন,	
baasaate,	বাসাতে,	বাসাতে,	
madhoori,	মধরী,	মাধুরী,	
cholochchitrake,	চলচ্চিত্রাকে,	চলচ্চিত্রকে,	
toufik,	তৌফিক,	তৌফিক,	
biswashi,	বিশ্বাশী,	বিশ্বাসী,	
monir,	মনির,	মনির,	
durgatsob,	দুর্গাৎসব,	দুর্গোৎসব,	
geja,	গেজা,	গেজ,	
guzon,	গুজন,	গুজব,	
debdebyr,	দেবডেবির,	দেবদেবীর,	
somratra,	সম্রাত্র,	সম্রাটরা,	
uporitale,	উপরিতালে,	উপরিতলে,	
hukar,	হুকার,	হুকার,	
moresbai,	মোরেসবাই,	মোরেসবাই,	
kinenni,	কিনেননি,	কিনেননি,	
brindaboney,	বৃন্দাবনে,	বৃন্দাবনে,	
jothartho,	যথার্থ,	যথার্থ,	
prothar,	প্রথার,	প্রথার,	
dijijer,	দিজিজের,	ডিজিজের,	
oisamoyer,	ঐসাময়ের,	ঐসময়ের,	
pathkrom,	পাঠক্রম,	পাঠক্রম,	
sohojlovyotar,	সহজল্যভতার,	সহজলভ্যতার,	
khuliechilam,	খুলিয়েছিলাম,	খুলিয়েছিলাম,	
bondiira,	বন্দিরা,	বন্দীরা,	
standards,	স্ট্যাণ্ডার্ডসহ,	স্টান্ডার্ডস,	
kram,	ক্রাম,	ক্রম,	
mumtaj,	মুমতাজ,	মুমতাজ,	
pathanirdeshona,	পাঠনদিরোশন,	পথনির্দেশনা,	
shudhir,	শুধীর,	শুধীর,	
anusvara,	অনুষ্বরা,	অনুস্বার,	
bamni,	বামনি,	বামনী,	
aarmstrong,	এর্মস্ট্রং,	আর্মস্ট্রং,	
dharabahikotitey,	ধারাবাহিকতিতে,	ধারাবাহিকটিতে,	
jubokti,	যুবকটি,	যুবকটি,	
asabhya,	অসভ্য,	অসভ্য,	
dhani,	ধানী,	ধানি,	
ajuhat,	অজুহাট,	অজুহাত,	
rananganey,	রাঙঙ্গনে,	রণাঙ্গনে,	
aarke,	আরকে,	আরকে,	
bisshasi,	বিশ্বাসি,	বিশ্বাসী,	
protisthar,	প্রতিষ্ঠার,	প্রতিষ্ঠার,	
ostad,	ওস্তাদ,	ওস্তাদ,	
juktorashtreo,	যুক্তরশ্ট্রেও,	যুক্তরাষ্ট্রেও,	
beila,	বিইলা,	বেইলা,	
stanahenja,	স্তনাহেঞ্জ,	স্টোনহেঞ্জ,	
elakatay,	এলাকাটা,	এলাকাতে,	
pronoti,	প্রণতি,	প্রণতি,	
dhache,	ধাকে,	ধাঁচে,	
ghotleyo,	ঘটেলও,	ঘটলেও,	
duburir,	ডুবুরির,	ডুবুরির,	
dhojovongo,	ধবলঙ্গ,	ধ্বজভঙ্গ,	
choudhurike,	চৌধুরীকে,	চৌধুরীকে,	
drissoke,	দ্রিশকে,	দৃশ্যকে,	
shringge,	শ্রিংজে,	শৃঙ্গে,	
sayatana,	সায়াতানা,	শয়তান,	
gasthi,	গাষ্ঠি,	গোষ্ঠী,	
koro,	কোরো,	করো,	
kekru,	কেকরু,	কেকরু,	
mangolic,	ম্যানগোলিক,	মাঙ্গলিক,	
konnoder,	কন্যদের,	কন্যদের,	
suiza,	সুইজা,	সুইজা,	
daktickete,	ডাকটিকেটে,	ডাকটিকিটে,	
mozdoor,	মজদুর,	মজদুর,	
maudelder,	মাউডলেদের,	মডেলদের,	
anandamahale,	আনন্দমহলে,	আনন্দমহলে,	
janghu,	জাহধু,	জঙ্ঘু,	
homeser,	হোমসের,	হোমসের,	
ujobekeestan,	উজয়বেকস্তান,	উজবেকিস্তান,	
choudry,	চাউডরি,	চৌধুরী,	
rajdhani,	রাজধানি,	রাজধানি,	
sambhabonao,	সম্ভাবনাও,	সম্ভবনাও,	
charukala,	চারুকলা,	চারুকলা,	
shcholastic,	স্কোলাস্টিক,	স্কলাস্টিক,	
ekbakke,	একবাককে,	একবাক্যে,	
antorvuktimulak,	আন্তর্ভুনিতমূলক,	অন্তর্ভুক্তিমূলক,	
annanere,	আন্নানেরে,	অন্যানেরে,	
dadar,	দাদার,	দাদার,	
longhan,	লংহান,	লংঘন,	
blasterke,	ব্লাস্টারকে,	ব্লাস্টারকে,	
aamoode,	আমোদ,	আমুদে,	
sampadon,	সম্পাদন,	সম্পাদন,	
tiger,	টিগের,	টাইগার,	
codee,	কোডি,	কোডে,	
udor,	উদর,	উদর,	
abosare,	অবসারে,	অবসরে,	
chilahatee,	চিলাহাটি,	চিলাহাটি,	
poripakey,	পরিপাকে,	পরিপাকে,	
proteemake,	প্রতিমাকে,	প্রতিমাকে,	
fevarite,	ফেভারিতে,	ফেভারিট,	
kuresher,	কুরেশের,	কুরেশের,	
aizulke,	আইজুলকে,	আইজুলকে,	
olpo,	ওলপো,	অল্প,	
karmoi,	কারমই,	কর্মই,	
glanio,	গ্লানিও,	গ্লানিও,	
