narsaari,	নরসারী,	নার্সারি,	
munim,	মুনিম,	মুনিম,	
raiialati,	রেয়ালাটি,	রয়্যালটি,	
chittronatyokar,	চিত্রনাতাক্যার,	চিত্রনাট্যকার,	
byatikrami,	ব্যতিক্রমী,	ব্যতিক্রমী,	
karim,	কারিম,	করিম,	
jeebanjapon,	জীবন্যাজন,	জীবনযাপন,	
daybhager,	দাবভাগের,	দায়ভাগের,	
capsule,	ক্যাপসুলে,	ক্যাপ্সুল,	
ispredseet,	ইসপ্রেডটিট,	স্প্রেডশীট,	
melborrone,	মেলবর্নে,	মেলবোর্নে,	
qredita,	ক্রেডিটা,	ক্রেডিট,	
upobaasee,	উপবাসা,	উপবাসী,	
sheshardhe,	শেশারধে,	শেষার্ধে,	
jens,	জেন্স,	জিন্স,	
chalachchitrer,	চলচচ্ছিত্রের,	চলচ্চিত্রের,	
shiulijhra,	শিলিজরা,	শিউলিঝরা,	
mangoleek,	মাঙ্গোলিক,	মাঙ্গলিক,	
nagorikke,	নাগরিক্কে,	নাগরিককে,	
bostubad,	বস্তুবাদ,	বস্তুবাদ,	
tukroke,	তুকরোকে,	টুকরোকে,	
gronthoti,	গ্রন্থটি,	গ্রন্থটি,	
notey,	নোটে,	নোটে,	
utotoro,	উতততর,	উততর,	
abheedhanic,	অভিভাচিক,	অভিধানিক,	
uponishad,	উপনিশা,	উপনিষদ,	
dakter,	ড্যাক্তার,	ডাকতের,	
oncholshomuher,	অঞ্চলসূমহের,	অঞ্চলসমূহের,	
kraim,	ক্রাইম,	ক্রাইম,	
noteti,	নতেটি,	নোটটি,	
kaferder,	কাফেরদের,	কাফেরদের,	
biplabee,	বিপলাবি,	বিপ্লবী,	
casper,	ক্যাসপার,	ক্যাসপার,	
ahmed,	আহমেড,	আহামদ,	
dufresne,	ডুফ্রেস্ন,	ডুফরেস্ন,	
adorsho,	আদর্শ,	আর্দশ,	
directarate,	ডিরেক্টারাটে,	ডিরেক্টরেট,	
jolrang,	জোলরাং,	জলরঙ,	
prijon,	প্রিজন,	প্রিজন,	
atmobonchito,	আত্মবন্চিত,	আত্মবঞ্চিত,	
vogno,	ভগ্ন,	ভগ্ন,	
brail,	ব্রাল,	ব্রেইল,	
mukhya,	মুখ্যা,	মুখ্য,	
pratiyogita,	প্রতিয়গত,	প্রতিযোগীতা,	
kosambir,	কোসাম্বির,	কোসাম্বীর,	
toxoid,	টোক্সইড,	টক্সয়েড,	
jontropatigulite,	যন্ত্রপ্তগুলিতে,	যন্ত্রপাতিগুলিতে,	
diiptii,	দিপিতই,	ডেপুটি,	
victor,	ভিক্টোর,	ভিক্টর,	
nirgomon,	নির্মগন,	নির্গমন,	
jotsna,	জোটসনা,	জ্যোৎস্না,	
jalarong,	জালারং,	জলরঙ,	
dhhaabi,	ঢাবি,	ঢাবি,	
moresbai,	মোরেসবাই,	মোরেসবাই,	
shikkharthirao,	শিক্ষার্থারও,	শিক্ষার্থীরাও,	
audiotike,	অডিওটিকে,	অডিওটিকে,	
addabaj,	আদ্দাবাজ,	আড্ডাবাজ,	
daaktikit,	ডাকতিক,	ডাকটিকিট,	
dhaleshorii,	ধলেশরী,	ধলেশ্বরী,	
themeke,	থেমেক,	থিমকে,	
byabaharkaree,	ব্যবহারকারী,	ব্যবহারকারী,	
ghurte,	ঘুরতে,	ঘুরতে,	
laaisheesh,	লাইশিস,	লাইসেন্স,	
siddhante,	সিদ্ধান্তে,	সিদ্ধান্তে,	
parjotaker,	পার্যটাকের,	পর্যটকের,	
katateo,	কাতাতেও,	কাটাতেও,	
laat,	লাট,	লাট,	
ddebet,	দেবেট,	ডিবেট,	
seekkharthirao,	শিক্ষার্থারীও,	শিক্ষার্থীরাও,	
gorjon,	গর্জন,	গর্জন,	
churger,	চারগের,	চার্জের,	
cholochchitro,	চলচচিত্র,	চলচ্চিত্র,	
byathapather,	ব্থাথপাঠের,	ব্যথাপথের,	
addhattikotar,	আদ্ধাতিকতার,	আধ্যাত্মিকতার,	
stoonahenja,	স্তোনাহ্য,	স্টোনহেঞ্জ,	
graambaasheeo,	গ্রামবাশীও,	গ্রামবাসীও,	
site,	সিতে,	সিটে,	
poketchorder,	পোকেটচর্কের,	পকেটচরদের,	
azimpur,	আজিমপুর,	আজিমপুর,	
sahajlabhbhotar,	সহাজলতার,	সহজলভ্যতার,	
ovinetar,	অভিনেতার,	অভিনেতার,	
holuder,	হলুদের,	হলুদের,	
deciliter,	ডিকিলেটিটের,	ডেসিলিটার,	
moonshi,	মুনশি,	মুন্সি,	
ganoparibahaner,	গণপারীবহানের,	গণপরিবহনের,	
fastag,	ফ্স্টাট,	ফ্যাসট্যাগ,	
gunje,	গুঞ্জে,	গুঁজে,	
hurricane,	হুরিকানে,	হ্যারিকেন,	
lotharan,	লোথারা,	লুথেরান,	
magical,	ম্যাগিকাল,	ম্যাজিকাল,	
graambasider,	গ্রাম্সাসীদের,	গ্রামবাসীদের,	
korimkey,	করিমকেই,	করিমকে,	
perry,	পের্,	পেরি,	
humira,	হুমিরা,	হুমিরা,	
peri,	পেরি,	পেরি,	
sohojlovyotar,	সহজজ্লবতার,	সহজলভ্যতার,	
sutir,	সুতির,	সুতির,	
toptoshele,	তপ্টশেলে,	তপ্তশেলে,	
cn,	সিএনএন,	সিএন,	
tooku,	তুকু,	টুকু,	
aashtikotaa,	অশ্টিকোটা,	আস্তিকতা,	
municipal,	মুনিকিপল,	মিউনিসিপ্যাল,	
chokrantosoho,	চক্রান্তঃ,	চক্রান্তসহ,	
laatimer,	লাতিমের,	লাটিমের,	
shchalastik,	স্লাস্টিক,	স্কলাস্টিক,	
graambasio,	গ্রাম্বাসিও,	গ্রামবাসীও,	
kazianis,	কাজিয়ানিস,	কাজানিস,	
dibate,	দিবাতে,	ডিবেট,	
siit,	সিত,	শীত,	
chandrima,	চন্দ্রিমা,	চন্দ্রিমা,	
shoreefpur,	শরিপপুর,	শরিফপুর,	
phartha,	ফার্থা,	ফার্থ,	
chhadite,	ছাডিতে,	ছড়িতে,	
mile,	মিলে,	মিলে,	
duhsthanostho,	দুঃস্থান্থ,	দুঃস্থানস্থ,	
saifullahil,	সাইফুল্লাল,	সাইফুল্লাহিল,	
dorneca,	ডর্নেকা,	ডরনেকা,	
dienes,	ডিয়েন্স,	ডিএনএস,	
domone,	দোমনে,	দমনে,	
tokee,	তোকি,	তকি,	
panchasjan,	পঞঁচশঞ্জান,	পঞ্চাশজন,	
deaubande,	দেউবান্ডে,	দেওবন্দে,	
purborekorde,	পুর্বরেকদে,	পূর্বরেকর্ডে,	
capsul,	ক্যাপসুল,	ক্যাপসুল,	
licensin,	লিইসেন্স,	লাইসেন্সিং,	
osamarik,	ওসামারিক,	অসামরিক,	
telakucha,	তেলাকাচা,	তেলাকুচা,	
probhritike,	প্রভৃতিকে,	প্রভৃতিকে,	
pabo,	পাবো,	পাব,	
dipgulote,	দিপগুলোতে,	দ্বীপগুলোতে,	
joumana,	জৌমানা,	জুমানা,	
nikela,	নিকেলা,	নিকেল,	
fitarsaho,	ফিতারসহ,	ফিতরসহ,	
dhyanastha,	ধ্যানস্থ,	ধ্যানস্থ,	
vezano,	ভেজানো,	ভেজানো,	
riazuddin,	রিজযুদ্দিন,	রিয়াজউদ্দীন,	
oncholsomuho,	অন্চলসমূহ,	অঞ্চলসমূহ,	
nirgamon,	নির্গামন,	নির্গমন,	
prashikkhane,	প্রশিক্ষণে,	প্রশিক্ষণে,	
jumlalancer,	জুমলাল্যান্সের,	জুমলাল্যান্সার,	
bossonte,	বসসন্তে,	বসন্তে,	
rajtantra,	রাজতন্ত্র,	রাজতন্ত্র,	
dubureer,	দুবুরীর,	ডুবুরির,	
chhaikalo,	ছাইকালো,	ছাইকালো,	
romantik,	রোমান্তিক,	রোমান্টিক,	
sobchey,	সবচে,	সবচে,	
dumaa,	দুমা,	দুমা,	
pretti,	প্রেটটি,	প্রিটি,	
shho,	শোয়,	শো,	
zonsa,	জনসা,	জোন্স,	
vittimul,	ভিত্তিমূল,	ভিত্তিমূল,	
miraclee,	মিরাক্লি,	মিরাকেল,	
average,	আভেরাগে,	এভারেজ,	
farhetin,	ফারহহেন্টিন,	ফারহেতিন,	
senabahineeow,	সেনাবহীননেও,	সেনাবাহিনীও,	
sqirt,	স্ক্রিট,	স্কার্ট,	
safin,	সাফিন,	সাফিন,	
siramikasa,	সিরামিকাসা,	সিরামিকস,	
gronther,	গ্রনথার,	গ্রন্থের,	
michir,	মিচির,	মিচির,	
chalochchitrei,	চালচচ্ত্রেই,	চলচ্চিত্রেই,	
laishenshim,	লেইশেন্সিম,	লাইসেন্সিং,	
milekhanek,	মিলেখানেক,	মাইলখানেক,	
bonnopran,	বন্নপ্রাণ,	বন্যপ্রাণ,	
akkelpure,	আক্কেলপুরে,	আক্কেলপুরে,	
koomarir,	কুমারির,	কুমারীর,	
vushi,	ভুশি,	ভুষি,	
suparichiti,	সুপারিচিতি,	সুপরিচিতি,	
jaanachhe,	জাঁচাছে,	জানাচ্ছে,	
senabahineekey,	সেনাবাহানীনে,	সেনাবাহিনীকে,	
saoum,	সাওম,	সাওম,	
jewellery,	জেওয়ালে,	জুয়েলারির,	
prakalpoguli,	প্রকল্োগুলি,	প্রকল্পগুলি,	
shahjapur,	শাহপাজুর,	শাহজাপুর,	
alexanderke,	আলেক্সান্ডার্ডকে,	আলেকজান্ডারকে,	
akpaase,	আকপাসে,	একপাশে,	
qanasarabheshana,	কানাসারেবা,	কনসারভেশন,	
sangbadmadhyame,	সংসব্যবাধ্যে,	সংবাদমাধ্যমে,	
eesosiyeetasa,	ইসোসিয়াসা,	এসোসিয়েটস,	
xpose,	ক্ক্সপেসে,	এক্সপোজ,	
audioguloke,	অডিওগুলোকে,	অডিওগুলোকে,	
lettere,	লেট্টারে,	লেটারে,	
santoshpore,	সান্তসপর্ে,	সন্তোষপুর,	
karima,	কারিমা,	করিম,	
bheenisa,	ভিনিসা,	ভেনিস,	
mentither,	মেন্টিথের,	মেনটিথের,	
nirbaho,	নির্বাহ,	নির্বাহ,	
rudrasagar,	রুদ্রসগর,	রুদ্রসাগরের,	
sobrakamer,	সোবরাকামের,	সবরকমের,	
sampadon,	সম্পাদন,	সম্পাদন,	
erythrian,	এর্রিয়ান,	এরিথ্রিয়ান,	
sqolastiq,	স্কোলস্টিক,	স্কলাস্টিক,	
bonvumitey,	বনভুমিটেই,	বনভূমিতে,	
vault,	ভাউল্ট,	ভল্ট,	
noitikota,	নৈতিকতা,	নৈতিকতা,	
amiretus,	অমিরারাস,	এমিরেটাস,	
licencedhari,	লিকেন্ধারীরা,	লাইসেন্সধারী,	
sheshdinti,	শেশদিনটি,	শেষদিনটি,	
everage,	এভেরাগে,	এভারেজ,	
adhyatmik,	আধ্যাত্মিক,	আধ্যাত্মিক,	
titarer,	তিতারের,	তিতারের,	
srabosty,	স্রাবস্ত্তি,	শ্রাবস্তী,	
meridiane,	মেরিডিয়ান,	মেরিডিয়ানে,	
blogarra,	ব্লোগারা,	ব্লগাররা,	
jandrel,	জান্ড্রেল,	জাঁদরেল,	
kheylechen,	খেলেছেন,	খেলেছেন,	
swadesh,	স্বােশ,	স্বদেশ,	
kichutei,	কিছুতেই,	কিছুতেই,	
masjidsaho,	মাসিজসহ,	মসজিদসহ,	
chuti,	চুটি,	ছুটি,	
muhurtati,	মুহুর্তাটি,	মুহুর্তটি,	
phokser,	ফকসের,	ফক্সের,	
asommoti,	আসম্তি,	অসম্মতি,	
bandhubhaabaapanna,	বান্ধুবূন্া,	বন্ধুভাবাপন্ন,	
saatzoner,	সায়োজনের,	সাতজনের,	
baieq,	বাই়ক,	বাইক,	
grambaasi,	গ্রামবাসি,	গ্রামবাসী,	
erokomer,	এরোকেমের,	এরকমের,	
mulor,	মুলোর,	মুলোর,	
iub,	ইউউব,	আইইউবি,	
qonfliqt,	কনফিক্ট,	কনফ্লিক্ট,	
chakrapani,	চকররাপানি,	চক্রপানী,	
