shucharita,	শুচারিতা,	সুচরিতা,	
kheylechen,	খেলেছেন,	খেলেছেন,	
probeshan,	প্রবেশন,	প্রবেশন,	
dijijer,	দিজিজের,	ডিজিজের,	
myathiou,	ম্যাথিওয়ু,	ম্যাথিউ,	
oncholsomuho,	অঞ্চলমসূহ,	অঞ্চলসমূহ,	
sheepha,	শিফা,	শেফ,	
dhos,	ধোস,	ধস,	
goolen,	গুলেন,	গুলেন,	
sumitrar,	সুমিত্রার,	সুমিত্রার,	
utsahamulak,	উৎসামূলক,	উৎসাহমূলক,	
milton,	মিলটন,	মিলটন,	
korimer,	করিমের,	করিমের,	
bosontokke,	বসন্তকে,	বসন্তকে,	
zerusaleme,	জেরুসালেমে,	জেরুসালেমে,	
ongshogrohoner,	অংশগ্রহণের,	অংশগ্রহনের,	
anusvara,	অনুসভার,	অনুস্বার,	
ganaparibahan,	গণপরীবহন,	গণপরিবহন,	
udor,	উডোর,	উদর,	
shuri,	শুরি,	সুরি,	
jor,	জোর,	জ্বর,	
bsnleu,	বিসনিউল,	বিএসএনএলইইউ,	
mag,	ম্যাগ,	এমএজি,	
mukhobondho,	মুখবন্ধ,	মুখবন্ধ,	
charban,	চরবান,	চর্বন,	
prokolpoti,	প্রকল্পটি,	প্রকল্পটি,	
hood,	হুড,	হুড,	
kourabe,	কৌরাবে,	কৌরবে,	
dhhaloor,	ঢালুর,	ঢালুর,	
nutaner,	নুতানের,	নূতনের,	
laaisensh,	লেইসেন্স,	লাইসেন্স,	
satarkakari,	সতরকাকারী,	সতর্ককারী,	
vaibon,	ভাইবন,	ভাইবোন,	
aasirbaad,	আশ্রববাদ,	আশির্বাদ,	
tinage,	টিনাগে,	টিনেজ,	
dhormokorme,	ধর্মকর্মে,	ধর্মকর্মে,	
telakucha,	তেলাকুচা,	তেলাকুচা,	
nimnosakkharkari,	নিম্নসংকারকারী,	নিম্নস্বাক্ষরকারী,	
sontoshpur,	সন্তশ্পুর,	সন্তোষপুর,	
aajeej,	আজিজ,	আজিজ,	
aziza,	আজিজা,	আজিজা,	
bikretaara,	বিক্রেতারা,	বিক্রেতারা,	
shapad,	শাপাদ,	শ্বাপদ,	
raghubar,	রাঘুবার,	রঘুবীর,	
olympic,	অলিম্পিক,	অলিম্পিক,	
masjidsaha,	মসজিসদহ,	মসজিদসহ,	
gronthowo,	গ্রন্থযয,	গ্রন্থও,	
daktikit,	দাক্তিকিত,	ডাকটিকিট,	
abadamoner,	আবাদামনের,	অবদমনের,	
cholochchitrai,	চলচ্চিত্রই,	চলচ্চিত্রই,	
mononiitoder,	মননিতোদের,	মনোনীতদের,	
abhiyojan,	অভিযযজজন,	অভিযোজন,	
uddhrito,	উদ্ধৃত,	উদ্ধৃত,	
vogno,	ভগ্ন,	ভগ্ন,	
dokkhinangsho,	দক্ষিণাংশ,	দক্ষিণাংশ,	
kathmandu,	কাঠমান্দু,	কাঠমান্ডু,	
sazanor,	সাজানোর,	সাজানোর,	
orthobochorke,	অর্থবরচকে,	অর্থবছরকে,	
armashtram,	আর্মশ্রতম্,	আর্মস্ট্রং,	
shamijir,	শমিজির,	স্বামীজীর,	
xpose,	এক্সপো,	এক্সপোজ,	
jocqey,	জোকে,	জকি,	
puding,	পুডিং,	পুডিং,	
bhyaatikaner,	ভ্যাটিকানের,	ভ্যাটিকানের,	
nehle,	নেহলে,	নেহলে,	
jorury,	জোরুরি,	জরূরী,	
poddhotitei,	পদ্ধতিতেই,	পদ্ধতিতেই,	
keyu,	কেয়ু,	কেউ,	
eigulor,	ইইগুলোর,	এইগুলোর,	
faltu,	ফল্তু,	ফালতু,	
bashoborty,	বাশবর্তি,	বশবর্তী,	
bharotiyotar,	ভারতিয়তার,	ভারতীয়তার,	
sonaicha,	সোনাইচা,	সোনাইচা,	
husni,	হুসনি,	হুসনি,	
ekshoti,	একশটি,	একশোটি,	
sangsakti,	সংসক্তি,	সংসক্তি,	
lakshmir,	লক্ষমীর,	লক্ষ্মীর,	
agomone,	আগমনে,	আগমনে,	
byaboharkarir,	ব্যবহারকারীর,	ব্যবহারকারীর,	
trabuco,	ট্রাযাবুকো,	ট্র্যাবুকো,	
chai,	চাই,	ছাই,	
hondooras,	হন্ডারাস,	হন্ডুরাস,	
jeten,	জেতেন,	জেতেন,	
hitaishi,	হিতাশি,	হিতৈষী,	
anchalgulir,	অঞ্চলগুলির,	অঞ্চলগুলির,	
sharoker,	শারকের,	স্মারকের,	
jhamala,	ঝামালা,	ঝামালা,	
deelibhara,	দীলীভারা,	ডেলিভার,	
bajhyo,	বাঝ্য,	বাহ্য,	
madraser,	মাদ্রাসের,	মাদ্রাজের,	
naazee,	নাজি,	নাত্সি,	
rakshanbhag,	রক্ষণভাগ,	রক্ষণভাগ,	
greep,	গ্রিপ,	গ্রিপ,	
mashtarsha,	মাশতারশা,	মাস্টার্স,	
daap,	দাপ,	ড্যাপ,	
grootha,	গ্রোথা,	গ্রোথ,	
bhabotarini,	ভাবারারিনী,	ভবতারিণী,	
vaider,	ভাইদের,	ভাইদের,	
ashankai,	আশাঙকাই,	আশঙ্কাই,	
taunasipa,	তৌনসিপা,	টাউনশিপ,	
jitpur,	জিতপুর,	জিতপুরের,	
jontrototto,	যন্ত্রতত্ব,	যন্ত্রতত্ত্ব,	
tokee,	টকি,	তকি,	
aholya,	অহল্যা,	অহল্যা,	
rahee,	রাহী,	রাহী,	
kamti,	কামটি,	কমতি,	
bisshas,	বিশ্বাস,	বিশ্বাস,	
ghotleo,	ঘটলেও,	ঘটলেও,	
anichchi,	অনিচ্ছি,	আনিচ্ছি,	
konoroop,	কননরূপ,	কোনরূপ,	
prakalpatike,	প্রলালপিতকে,	প্রকল্পটিকে,	
chadake,	চাদাকে,	চড়াকে,	
sikara,	সিকারা,	শিকার,	
nobotom,	নবতম,	নবতম,	
karim,	কারিম,	করিম,	
neelfamarir,	নীল্লামারীর,	নীলফামারীর,	
torunosomriddho,	তরুণসিমৃদ্ধ,	তরুণসমৃদ্ধ,	
ashok,	আশোক,	আশোক,	
panchasjan,	পঞ্চসজজন,	পঞ্চাশজন,	
antarctika,	অ্যান্টারট্টিকা,	অ্যান্টার্কটিকা,	
eshtoniya,	এস্তনিয়া,	এস্তোনিয়া,	
stoonahenja,	স্তানুহন্জা,	স্টোনহেঞ্জ,	
mausumeo,	মাউসমমেও,	মৌসুমেও,	
grooth,	গ্রুথ,	গ্রোথ,	
gonohotyakey,	গনহতযয়কে,	গণহত্যাকে,	
uter,	উটের,	উটের,	
trutimatra,	ট্রুমিত্রার,	ত্রুটিমাত্র,	
esoosiyetasa,	এসোইসিয়েসা,	এসোসিয়েটস,	
motke,	মোটকে,	মতকে,	
anyarup,	অন্যরূপ,	অন্যরূপ,	
songasthatike,	সং্গাঠ্থাটিকে,	সংস্থাটিকে,	
niketaner,	নিকেটানের,	নিকেতনের,	
ispredseet,	ইস্প্রেসিট,	স্প্রেডশীট,	
dhhaabi,	ঢাবাবি,	ঢাবি,	
hank,	হাঁক,	হাঙ্ক,	
bohudin,	বহুদিন,	বহুদিন,	
selim,	সেলিম,	সেলিম,	
bishwasho,	বিশ্বাশ,	বিশ্বাসও,	
modele,	মোডেলে,	মডেলে,	
elakayi,	এলাকায়ি,	এলাকাই,	
basaake,	বাসাকে,	বাসাকে,	
mookhomaundoler,	মুখমান্ডলের,	মুখমণ্ডলের,	
palbongsher,	পালবংশের,	পালবংশের,	
sarsa,	সর্সা,	সোর্স,	
protijogi,	প্রতিযোগী,	প্রতিযোগী,	
phartha,	ফর্থা,	ফার্থ,	
khanonkaj,	খানকাজ,	খননকাজ,	
rilayensha,	রিলয়েশন,	রিলায়েন্স,	
naabyota,	নাব্যতা,	নাব্যতা,	
shasonamoleri,	শাসনামললেরই,	শাসনামলেরই,	
conflict,	কনফ্লিক্ট,	কনফ্লিক্ট,	
drissogoolote,	দৃশ্যগুলোতে,	দৃশ্যগুলোতে,	
tatey,	তাতে,	তাতে,	
baikalyo,	বাইকাল্য,	বৈকল্য,	
said,	সাইদ,	সাইদ,	
dristiheen,	দৃষ্টিহীন,	দৃষ্টিহীন,	
basab,	বাসাব,	বাসাব,	
kajangale,	কাজাঙ্গলে,	কজঙ্গলে,	
shilpikuler,	শিল্পিকুলের,	শিল্পীকুলের,	
manab,	মানব,	মানব,	
sahachke,	সাচকে,	সাহাচকে,	
nischitobhabe,	নিশ্চিতভাবে,	নিশ্চিতভাবে,	
ase,	এসে,	আসে,	
nabotom,	নাবতম,	নবতম,	
omanisa,	ওমানিসা,	অমানিশা,	
chetanagato,	চেতানগগত,	চেতনাগত,	
nomo,	নোমো,	নমো,	
mosjidsoho,	মসজিদসহ,	মসজিদসহ,	
bejiye,	বেজিয়ে,	বেজিয়ে,	
dong,	ডং,	ডং,	
bahjya,	বাহ্যজ্য,	বাহ্য,	
shishupalgarh,	শিশুপগ্রহ,	শিশুপালগড়ে,	
palta,	পাল্টা,	পালটা,	
romantik,	রোমান্তিক,	রোমান্টিক,	
ohalyar,	ওহাল্যার,	অহল্যার,	
metrikoleshana,	মেত্রোকিশেলনা,	মেট্রিকোলেশন,	
harysoner,	হারিসনের,	হ্যারিসনের,	
seebiai,	সিবিয়া,	সিবিআই,	
sikarer,	সিকারের,	শিকারের,	
tookror,	টুকরর,	টুকরোর,	
marpit,	মার্পিট,	মারপিট,	
sohinsotar,	সহিনসতার,	সহিংসতার,	
degree,	ডাগ্রি,	ডিগ্রি,	
registrikrito,	রেজিস্ট্রিক্ত,	রেজিস্ট্রীকৃত,	
cena,	সেনা,	সিনা,	
debdebyr,	দেবদববীর,	দেবদেবীর,	
dara,	দারা,	দারা,	
bagicha,	বাগিচা,	বাগিচা,	
jeelyaand,	জীল্যাণ্ড,	জিল্যান্ড,	
cathalic,	ক্যাথালিক,	ক্যাথলিক,	
dekhso,	দেখস,	দেখসো,	
cheento,	চিন্তো,	চিনতো,	
bhoutikeshu,	ভৌতিকেশু,	ভৌতিকেষু,	
madrasa,	মাদ্রাসা,	মাদ্রাসা,	
hydrological,	হাইড্রোলিক্যাল,	হাইড্রোলজিক্যাল,	
ashamarthita,	অসামর্থিতা,	অসমর্থিত,	
krisenta,	ক্রিসেন্টা,	ক্রিসেন্ট,	
ghurte,	ঘুর্তে,	ঘুরতে,	
milea,	মিলিয়া,	মাইলে,	
bhenasha,	ভেনাশা,	ভেনাস,	
yuroo,	যুরুও,	ইউরো,	
shrichaitanyadev,	শ্রীচাতনায়েবেদ,	শ্রীচৈতন্যদেব,	
bohorompurer,	বহরমপুরের,	বহরমপুরের,	
batistambhatike,	বাতিস্তভামভিতে,	বাতিস্তম্ভটিকে,	
sombhobonao,	সম্ভবনাও,	সম্ভবনাও,	
ukeliptash,	উকেলিপ্টাস,	ইউক্যালিপ্টাস,	
thailand,	থাইলান্ড,	থাইল্যান্ড,	
nabbata,	নব্বাতা,	নাব্যতা,	
europia,	ইউরোপিয়া,	ইউরোপিয়া,	
chandil,	চান্ডিল,	চান্ডিল,	
dianes,	ডিয়ানেস,	ডিএনএস,	
gajano,	গাজানো,	গজানো,	
jani,	জানি,	জনি,	
mishal,	মিশাল,	মিশাল,	
girilal,	গিরিলাল,	গিরিলাল,	
jwar,	জ্বার,	জ্বর,	
liseensee,	লিসেনসি,	লাইসেন্স,	
ooipokar,	ওপাকার,	উইপোকার,	
kyatagorir,	ক্যাটাগরির,	ক্যাটাগরির,	
koordider,	কর্ডিদের,	কুর্দিদের,	
byaktigotovabeo,	ব্যক্তিতগতভাবেও,	ব্যাক্তিগতভাবেও,	
shomostigoto,	সমস্তিগত,	সমষ্টিগত,	
taholo,	তাহোলো,	তাহলো,	
osoborno,	অসর্ণন,	অসবর্ণ,	
boikolyo,	বৈকল্য,	বৈকল্য,	
poschime,	পশ্চিমে,	পশ্চিমে,	
machkabar,	মাচকাবার,	মাচকাবার,	
rockibul,	রকিবুল,	রকিবুল,	
chiraharit,	চিরাহারিত,	চিরহরিৎ,	
korley,	করলি,	করলে,	
footbalarer,	ফুটবালারের,	ফুটবলারের,	
noitikota,	নৈতিকতা,	নৈতিকতা,	
enginiiring,	এনজিনিরিং,	ইঞ্জিনিয়ারিং,	
nirikh,	নিরিখ,	নিরিখ,	
