rena,	রেনা,	রেনো,	
agaldar,	আগালদার,	আগলদার,	
phareeksa,	ফররিস্কা,	ফরেক্স,	
nagorikkey,	নাগরিককে,	নাগরিককে,	
srk,	সিরক,	শাহরুখ,	
lebina,	লেবিনা,	লেবিনা,	
relance,	রিলেন্স,	রিলায়েন্স,	
dhanak,	ধানা,	ধানক,	
stana,	স্তানা,	স্টোন,	
prabhritite,	প্রভৃতিতে,	প্রভৃতিতে,	
nirarthak,	নিরার্থক,	নিরর্থক,	
neemeette,	নিমিত্বে,	নিমিত্তে,	
dinar,	দিনার,	ডিনার,	
konar,	কোনার,	কণার,	
bonobhumi,	বনভূমি,	বনভূমি,	
fanding,	ফ্যানিং,	ফান্ডিং,	
paab,	পাব,	পাব,	
ganohotyake,	গণহত্যাকে,	গণহত্যাকে,	
ratishilatai,	রতিশীলতাই,	রতিশীলতায়,	
prakalpagulor,	প্রকল্পগুলোর,	প্রকল্পগুলোর,	
nirmolota,	নির্মলতা,	নির্মলতা,	
sucre,	সাক্রে,	সাকার,	
prapokkey,	প্রাপক্যকে,	প্রাপককে,	
anutpadanshil,	অনুৎপলদদশীশ,	অনুৎপাদনশীল,	
qor,	কোর,	কর,	
kazianis,	কাজিয়ানিস,	কাজানিস,	
hepatetisa,	হেপাটেইটস,	হেপাটাইটিস,	
janosamaj,	জনসমাজ,	জনসমাজ,	
tonoo,	তোনু,	তনু,	
atwabishvashi,	আত্ববিশ্বাসী,	আত্মবিশ্বাসী,	
mugdha,	মুগধা,	মুগ্ধ,	
philo,	ফালো,	ফিলো,	
taunsheep,	টাউনশপ,	টাউনশিপ,	
taxikeo,	ট্যাক্সিকেও,	ট্যাক্সিকেও,	
sobrakomer,	সব্রাকমের,	সবরকমের,	
brittakar,	বৃত্তকার,	বৃত্তাকার,	
institutione,	ইনস্টিটিশনে,	ইনস্টিটিউশনে,	
upobashii,	উপবাশী,	উপবাসী,	
navaratri,	নবরত্রী,	নবরাত্রি,	
rodney,	রডনি,	রেডনি,	
oboshore,	অবশরে,	অবসরে,	
armshtronj,	আর্মস্ট্রাজ,	আর্মস্ট্রং,	
alpo,	অলপো,	অল্প,	
rata,	রাতা,	রত,	
capshule,	ক্যাপশুলে,	ক্যাপসুল,	
suri,	সুরী,	সুরি,	
sakshatkarer,	সাক্ষাৎকারের,	সাক্ষাৎকারের,	
rajyotiro,	রাজ্যটিরও,	রাজ্যটিরও,	
thailandsaho,	থাইলানদাসহ,	থাইল্যান্ডসহ,	
ekbai,	একবাই,	একবাই,	
ishton,	ইস্তন,	স্টোন,	
alankorana,	আলনকারণ,	অলঙ্করণ,	
baarbadoj,	বারবাজদ,	বার্বাডোজ,	
mirina,	মিরিনা,	মিরিনা,	
tateo,	টাতেও,	তাতেও,	
jaatti,	যাত্তি,	জাতটি,	
proteemar,	প্রতিমার,	প্রতিমার,	
dikpal,	দিকপাল,	দিকপাল,	
mousumeo,	মৌসুমেও,	মৌসুমেও,	
hundai,	হুন্দাই,	হুন্দাই,	
lubitz,	লুবিৎজ,	লুবিৎজ,	
drishyer,	দৃশ্যের,	দৃশ্যের,	
deputi,	ডেপুটি,	ডেপুটি,	
vaibon,	ভাইবন,	ভাইবোন,	
doorotomo,	দূরতম,	দূরতম,	
rajotwo,	রাজত্ব,	রাজত্ব,	
katui,	কাটুই,	কাতুই,	
boiragirhat,	বৈরাগীরহাট,	বৈরাগিরহাট,	
baju,	বাজু,	বাজু,	
annimated,	অ্যানিমেটেড,	এনিমেটেড,	
abheedhanic,	অভিধানিক,	অভিধানিক,	
dipon,	ডিপন,	দীপন,	
chandrima,	চন্দ্রিমা,	চন্দ্রিমা,	
plaiin,	প্লেইন,	প্লেন,	
deenes,	দীনেস,	দীনেশ,	
dovaar,	ডোভার,	ডোভার,	
charger,	চার্গের,	চার্জার,	
soolke,	সুলকে,	শুল্কে,	
geja,	গেজা,	গেজ,	
iub,	আইবিউ,	আইইউবি,	
chakrapani,	চক্রপাণি,	চক্রপানী,	
onker,	অঙ্কার,	ওঙ্কার,	
rushod,	রুশোড,	রুশদ,	
gaddaphii,	গদ্দাপিই,	গাদ্দাফী,	
prithibir,	পৃথিবীর,	পৃথবীর,	
ikboler,	ইকবলের,	ইকবলের,	
fotanor,	ফোটানোর,	ফোটানোর,	
loombinee,	লুম্বিন,	লুম্বিনী,	
mankisundar,	মানকিসুন্দর,	মানকিসুন্দর,	
bitlaser,	বিটলাসের,	বিটলসের,	
humira,	হুমিরা,	হুমিরা,	
shainyader,	শৈন্যদের,	সৈন্যদের,	
kogake,	কোগাকে,	কোগাকে,	
miitar,	মিতার,	মিত্র,	
aakkas,	আক্কাস,	আককাস,	
jaistho,	জাইস্থ,	জ্যৈষ্ঠ,	
asamonjasyopurno,	অসামঞ্জ্যবস্পূর্ণ,	অসামঞ্জস্যপূর্ণ,	
deares,	ডিয়ারস,	ডিআরএস,	
aansareer,	আনসারীর,	আনসারীর,	
kayed,	কায়েদ,	কায়েদ,	
marketing,	মার্কেটিং,	মার্কেটিং,	
nirbachokder,	নির্বাচকদের,	নির্বাচকদের,	
salmanul,	সালমানুল,	সালমানুল,	
damodar,	দামোদার,	দামদর,	
literacy,	লিটারেসি,	লিটারেসি,	
bhugol,	ভূগোল,	ভূগোল,	
ekjoge,	একযোগে,	একযোগে,	
seeramiks,	সিরামিক্স,	সিরামিকস,	
probondhobhittik,	প্রবন্ধভিত্তিক,	প্রবন্ধভিত্তিক,	
hansasya,	হাসসায়,	হংসস্য,	
choudhursoho,	চৌধুরসহ,	চৌধুরসহ,	
bhangle,	ভাঙলগে,	ভাঙলে,	
joumana,	যৌমানা,	জুমানা,	
madhoboir,	মাধবৈর,	মাধবীর,	
bosturoi,	বস্তুরই,	বস্তুরই,	
charukala,	চারুকালা,	চারুকলা,	
forma,	ফোরাম,	ফর্মা,	
oindrila,	ঐন্দ্রিলা,	ঐন্দ্রিলা,	
soomita,	সুমিতা,	সুমিতা,	
protistha,	প্রতিষ্ঠা,	প্রতিষ্টা,	
peshto,	পেষ্ট,	পেষ্ট,	
myari,	ম্যারী,	ম্যারি,	
sangbadmadhyome,	সংবাদমাধ্যমে,	সংবাদমাধ্যমে,	
baet,	বিইট,	বাইট,	
srisri,	শ্রীশরী,	শ্রীশ্রী,	
qarlosa,	কারলোসা,	কার্লোস,	
prarthonakokkher,	প্রার্থনাকক্ষের,	প্রার্থনাকক্ষের,	
asommoti,	অসম্মতি,	অসম্মতি,	
nabbata,	নব্বটা,	নাব্যতা,	
breel,	ব্রিল,	ব্রিল,	
thyachar,	থ্যাচর,	থ্যাচার,	
bonshi,	বনশি,	বংশী,	
remakri,	রিমকক্রী,	রেমাক্রী,	
mahasava,	মহাসব,	মহাসভা,	
jamarate,	জামারাতে,	জামারাতে,	
dhache,	ধাছে,	ধাঁচে,	
hupile,	হুপিলে,	হুপিলে,	
reflex,	রিফ্লেক্স,	রিফ্লেক্স,	
madrasa,	মাদরাসা,	মাদ্রাসা,	
udvaboney,	উদ্ভাবনে,	উদ্ভাবনে,	
ahong,	আহং,	অহং,	
dhaleshwari,	ধলেশ্বরী,	ধলেশ্বরী,	
infarmatian,	ইনফরমেশন,	ইনফরমেশন,	
firoze,	ফিরোজে,	ফিরোজ,	
suparharo,	সুপারহারো,	সুপারহিরো,	
jeebonnogor,	জীবনযোগর,	জীবননগর,	
samashtike,	সমশ্টিকে,	সমষ্টিকে,	
direectoratee,	ডিরেক্টরেট,	ডিরেক্টরেট,	
bibader,	বিবাদের,	বিবাদের,	
vault,	ভেল্ট,	ভল্ট,	
diibug,	দিবুগ,	ডিবাগ,	
dolphiny,	ডলফিনি,	ডলফিনি,	
dwibidho,	দ্বিবিধ,	দ্বিবিধ,	
kirke,	কিরকে,	কিরকে,	
naobihar,	নওবিহার,	নৌবিহার,	
turista,	তুরুস্তা,	টুরিস্ট,	
oojbekistan,	ওজবেকিস্তান,	উজবেকিস্তান,	
furio,	ফুরিও,	ফুরিও,	
laaishenshh,	লৈইশেঁশ,	লাইসেন্স,	
chirontan,	চিরন্তান,	চিরন্তন,	
popke,	পপকে,	পোপকে,	
cheekitsar,	চিকিৎসার,	চিকিত্সার,	
seoul,	সিউল,	সোল,	
bojata,	বোজাটা,	বোজাটা,	
somraat,	সমরাত,	সম্রাট,	
brittakare,	বৃত্তকারে,	বৃত্তাকারে,	
dharabahiktite,	ধারাবাহিকটিতে,	ধারাবাহিকটিতে,	
byboshthar,	ব্যবস্থার,	ব্যাবস্থার,	
kumbhalnar,	কুম্ভনলার,	কুম্ভালনার,	
durtomo,	দুর্তম,	দূরতম,	
byabostho,	ব্যবস্থ,	ব্যাবস্থা,	
salsa,	সালসা,	সালসা,	
ramantic,	র্যামান্টিক,	রোমান্টিক,	
pakhtunistan,	পাখতুন্নিৎসান,	পাখতুনিস্তান,	
labonaktatar,	লবণাক্ততার,	লবণাক্ততার,	
bhaibon,	ভাইবন,	ভাইবোন,	
faase,	ফাসে,	ফাঁসে,	
chalachchitrotike,	চালাচ্চিত্রটিকে,	চলচ্চিত্রটিকে,	
katbe,	কাটবে,	কাটবে,	
debdebyr,	দেবদেবীর,	দেবদেবীর,	
byabaharkareederke,	ব্যবহারকারীদেরকে,	ব্যবহারকারীদেরকে,	
asaktibandhan,	আসক্তিবন্ধন,	আসক্তিবন্ধন,	
khagen,	খাগেন,	খগেন,	
utshahomulok,	উৎসাহমূলক,	উৎসাহমূলক,	
spredashita,	স্প্রেদিশিটা,	স্প্রেডশীট,	
gunje,	গুঞ্জে,	গুঁজে,	
bohorompurer,	বহরমপুরের,	বহরমপুরের,	
sqalarashipa,	স্কলারশিপ,	স্কলারশিপ,	
prosadhoner,	প্রসাধনের,	প্রসাধনের,	
ramnathbabur,	রামনাথবাবুর,	রামনাথবাবুর,	
seconder,	সেকন্ডের,	সেকেন্ডের,	
nirgaman,	নির্গমমান,	নির্গমন,	
kolkarkhana,	কোককারখানা,	কলকারখানা,	
andon,	আন্দন,	আন্দোন,	
sanstha,	সান্্থ,	সংস্থা,	
blasterke,	ব্লাস্টারকে,	ব্লাস্টারকে,	
udbhabaney,	উদ্ভাবনে,	উদ্ভাবনে,	
canflikt,	ক্যানফ্লিকট,	কনফ্লিক্ট,	
parq,	পার্ক,	পার্ক,	
cholechi,	চলেছি,	চলেছি,	
abarte,	আবর্তে,	আবর্তে,	
kuthibarike,	কুঠিবারীকে,	কুঠিবাড়ীকে,	
saatzoner,	সাতজনের,	সাতজনের,	
veemsen,	ভিমসেন,	ভীমসেন,	
markeetim,	মার্কিটিং,	মার্কেটিং,	
habsi,	হাবসি,	হাবশী,	
chalochchitrei,	চলচ্চিত্রেই,	চলচ্চিত্রেই,	
daacktickete,	ড্যাকটিকেট,	ডাকটিকিটে,	
hitokor,	হিতোকর,	হিতকর,	
polashir,	পলাশির,	পলাশীর,	
alkatra,	আলকাত্র,	আলকাতরা,	
rabo,	রাবো,	রব,	
jansha,	জানশা,	জন্স,	
messengerer,	মেসেনজারের,	মেসেঞ্জারের,	
lopjonito,	লোপজনিত,	লোপজনিত,	
brahmanera,	ব্রহহ্মণেরা,	ব্রাহ্মণেরা,	
capsul,	ক্যাপসুল,	ক্যাপসুল,	
gobeshokgon,	গবেষকগণ,	গবেষকগণ,	
sathik,	সাথিক,	সঠিক,	
batistambhatike,	বাতিস্তম্ভূতিকে,	বাতিস্তম্ভটিকে,	
afzol,	আফজোল,	আফজল,	
aro,	আরো,	আরও,	
digree,	দিগ্রি,	ডিগ্রি,	
russad,	রুসাদ,	রুশদ,	
nimitte,	নিমিত্বে,	নিমিত্তে,	
pratiyogita,	প্রতিযোগীতা,	প্রতিযোগীতা,	
pillai,	পিল্লাই,	পিল্লাই,	
asovya,	আসোভা,	অসভ্য,	
rubala,	রুবালা,	রুবল,	
ceramicsh,	সেরামিক্চ,	সিরামিকস,	
byke,	বিইইকে,	বাইক,	
taunasipa,	টাউনাসিপা,	টাউনশিপ,	
granada,	গ্র্যানাড,	গ্র্যানাডা,	
bishnu,	বিষ্ণু,	বিষ্ণু,	
eeksapreeshana,	ইক্সপ্রিয়শন,	এক্সপ্রেশন,	
elaakaati,	এলাকাটি,	এলাকাটি,	
