pragreesa,	প্রোগ্রীসা,	প্রগ্রেস,	
madrasi,	মাদ্রাসী,	মাদ্রাজি,	
nakkal,	নককাল,	নক্কল,	
futote,	ফুটোতে,	ফুটোতে,	
paramartha,	পরমারথথ,	পরমার্থ,	
aosafur,	আওসাফুর,	আওশাফুর,	
sbajan,	স্বজান,	স্বজন,	
baipass,	বাইপাস,	বাইপাস,	
platform,	প্ল্যাটফরর্ম,	প্লাটফর্ম,	
bayii,	বাইই,	বাঈ,	
setike,	সেতিকে,	সেটিকে,	
deliver,	ডেলিভার,	ডেলিভার,	
girilal,	গিরিলাল,	গিরিলাল,	
manjushree,	মঞ্জশ্রী,	মঞ্জুশ্রী,	
motabolombira,	মতাবলম্বীরা,	মতাবলম্বীরা,	
superheiroo,	সুপারহীরও,	সুপারহিরো,	
bajhyo,	বাঝ্য,	বাহ্য,	
spredsheet,	স্প্রেডশিট,	স্প্রেডশীট,	
antarvuktimulak,	অন্তর্ভূক্তিমূলক,	অন্তর্ভুক্তিমূলক,	
liceensee,	লাইসেন্সি,	লাইসেন্স,	
sahojatprobritti,	সহযাপতার্তৃতি,	সহজাতপ্রবৃত্তি,	
chalchhe,	চালছে,	চলছে,	
chhon,	ছোন,	ছোঁ,	
durotamo,	দূরতম,	দূরতম,	
goodamjato,	গুদামজাত,	গুদামজাত,	
ongkush,	অংকুশ,	অংকুশ,	
beshyasdone,	বেশ্যাদ্দনে,	বেশ্যাসদনে,	
chhooti,	ছুটি,	ছুটি,	
paste,	পাস্টে,	পেষ্ট,	
borkhastokritora,	বরখাস্তকৃতরা,	বরখাস্তকৃতরা,	
niurolaji,	নিউরোলাজি,	নিউরোলজি,	
onkush,	ওঙ্কুশ,	অংকুশ,	
dinar,	দিনার,	ডিনার,	
arthurer,	অর্থারের,	আর্থারের,	
chilahaati,	চিলাহাটি,	চিলাহাটি,	
shasyadi,	শাস্যাদি,	শস্যাদি,	
kantojir,	কন্তজীর,	কান্তজির,	
suri,	সুরি,	সুরি,	
armshtrong,	আর্ম্্টরর্ং,	আর্মস্ট্রং,	
shansthagulo,	শাংস্থাগুলো,	সংস্থাগুলো,	
bosontoke,	বসন্তকে,	বসন্তকে,	
ameettrakkhor,	আমিত্রাক্ষর,	অমিত্রাক্ষর,	
ajuhath,	অজুহাথ,	অজুহাত,	
byabaharkaree,	ব্যবহারকারী,	ব্যবহারকারী,	
karmakarke,	কার্মারককে,	কর্মকারকে,	
dharavassokar,	ধারাভাষাকার,	ধারাভাষ্যকার,	
flux,	ফ্লাক্স,	ফ্লাস্ক,	
gandogol,	গণ্ডগোল,	গন্ডগোল,	
laiseensee,	লাইসনিস্,	লাইসেন্স,	
ajij,	অজিজ,	আজিজ,	
protisthan,	প্রতিষ্ঠান,	প্রতিষ্টান,	
qyapasula,	ক্যাপাসুলা,	ক্যাপসুল,	
manushe,	মানুষে,	মানুষে,	
rastagulikeo,	রাস্তাগুলিকেও,	রাস্তাগুলিকেও,	
ongshogrohoner,	অংশগ্রহণের,	অংশগ্রহনের,	
ujbekistaner,	উজ্বেকিস্তানের,	উজবেকিস্তানের,	
benojir,	বেনোজির,	বেনজীর,	
jamaanor,	জামানোর,	জমানোর,	
simons,	সিমোস্,	সিমন্স,	
moomtaj,	মোমতাজ,	মুমতাজ,	
jhalkanite,	ঝালকানীতে,	ঝলকানীতে,	
mukhyo,	মুখ্য,	মুখ্য,	
dhanijomite,	ধনিযোমীতে,	ধানিজমিতে,	
graambasider,	গ্রামসাসীদের,	গ্রামবাসীদের,	
jaubankal,	যৌবনকাল,	যৌবনকাল,	
jeebonnogor,	জীবনযনগর,	জীবননগর,	
shitei,	শিতেই,	শীতেই,	
gardeen,	গার্ডিন,	গার্ডেন,	
hoteltee,	হোটেলটি,	হোটেলটি,	
swastir,	স্বস্তির,	স্বস্তির,	
proshadhoner,	প্রশাধনের,	প্রসাধনের,	
sommoteer,	সম্মতির,	সম্মতির,	
mukhbondho,	মুখবন্ধ,	মুখবন্ধ,	
hisabagyan,	হিসাব্ঞান,	হিসাবজ্ঞান,	
songasthatike,	সংগ্ঠাটিকে,	সংস্থাটিকে,	
mankisundar,	মানকিসুন্দর,	মানকিসুন্দর,	
bapio,	বাপিও,	বাপিও,	
bonshi,	বনষী,	বংশী,	
saranor,	সারানোর,	সরানোর,	
heepatitis,	হিপাটিটিস,	হেপাটাইটিস,	
gandhike,	গান্ধিকে,	গান্ধীকে,	
daraider,	দরাইদের,	দরাইদের,	
difinision,	ডিফিনিশন,	ডেফিনেশন,	
bamon,	বামন,	বামন,	
porbotmala,	পর্বতমালা,	পর্বতমালা,	
dei,	দেই,	দিই,	
mosjidsoho,	মসজিদসহ,	মসজিদসহ,	
ucchosito,	উচ্চসিত,	উচ্ছসিত,	
jatinkey,	জাতিনকে,	যতীনকে,	
postay,	পোস্টে,	পোস্টে,	
nirapattamulok,	নিরাপত্তামূলক,	নিরাপত্তামূলক,	
saainyo,	সাইন্য,	সৈন্য,	
mojdur,	মজদুর,	মজদুর,	
ingrezeeteo,	ইংরেজিতেও,	ইংরেজিতেও,	
keyboarder,	কেবোর্ডের,	কীবোর্ডের,	
uponeeshod,	উপনেশদ,	উপনিষদ,	
sector,	সেক্টর,	সেক্টর,	
shikhra,	শিখরা,	শিখরা,	
loombinee,	লম্বিনি,	লুম্বিনী,	
lahano,	লাহানো,	লাহানো,	
panthar,	পান্থার,	পন্থার,	
postac,	পোস্টাক,	পোস্টকে,	
katbe,	কাতবে,	কাটবে,	
faskari,	ফসসকারী,	ফাঁসকারী,	
koyeeri,	কয়েরি,	কোয়েরি,	
venus,	ভেন্স,	ভেনাস,	
danaqana,	ডানাকানা,	ডানকান,	
khabarsoho,	খাবারসহ,	খাবারসহ,	
ramnathbabur,	রামনথথাবাবুর,	রামনাথবাবুর,	
binee,	বিনী,	বেনি,	
protyokkhovabey,	প্রত্যক্ষোভাবে,	প্রত্যক্ষভাবে,	
phuda,	ফুদা,	ফুড,	
dadar,	দাদার,	দাদার,	
anektai,	অনেকটাই,	অনেকটাই,	
hurricane,	হুযারিকানে,	হ্যারিকেন,	
muhuriganj,	মুহুরীগঞ্জ,	মুহুরীগঞ্জ,	
tantubayer,	তন্তুবায়ের,	তন্তুবায়ের,	
shasankorta,	শাসনকর্তা,	শাসনকর্তা,	
karadando,	করাদান্ডো,	কারাদণ্ড,	
nirmankarmisaha,	নির্মণকর্মীসহ,	নির্মাণকর্মীসহ,	
magar,	মাগার,	মাগার,	
aporishodhito,	অপরিশোধিত,	অপরিশোধিত,	
kompeeto,	কম্পিত,	কম্পিত,	
spashtotai,	স্পষ্টটাই,	স্পষ্টতই,	
dumaa,	দুমা,	দুমা,	
kharavel,	খারাভেল,	খারবেল,	
lyaandeeng,	ল্যানডিং,	ল্যান্ডিং,	
soorsa,	সুর্সা,	সোর্স,	
jhimochchilo,	ঝিমোছ্ছিল,	ঝিমোচ্ছিলো,	
saqara,	সাকারা,	সকার,	
windo,	উইন্ডো,	উইন্ডো,	
shatodha,	সতধা,	শতধা,	
oncoltike,	অনকলটিকে,	অঞ্চলটিকে,	
bupher,	বাফার,	বাফার,	
phutonta,	ফুটনটা,	ফুটন্ত,	
gandhariir,	গান্ধারির,	গান্ধারীর,	
ekroop,	একরুপ,	একরূপ,	
kaathhaamaandu,	কাঠামান্দু,	কাঠমান্ডু,	
bulan,	বুলান,	বুলান,	
gronthoti,	গ্রন্থটি,	গ্রন্থটি,	
kazianis,	কাজিয়ানিস,	কাজানিস,	
paripakey,	পরিপাকে,	পরিপাকে,	
azijer,	আজিজের,	আজিজের,	
madelim,	মেদেলিম,	মডেলিং,	
mukhomandoler,	মুখোমণ্ডলের,	মুখমণ্ডলের,	
avetar,	আভেতার,	অবতার,	
dormitory,	ডরমিটরি,	ডরমিটরি,	
atwabishvashi,	অত্ববিশ্বাষী,	আত্মবিশ্বাসী,	
yaq,	যাক,	ইয়াক,	
aarke,	আর্কে,	আরকে,	
suraaropeeto,	সুরারোপিত,	সুরারোপিত,	
votarer,	ভোারের,	ভোটারের,	
basab,	বাসাব,	বাসাব,	
torunderke,	তরুণদেরকে,	তরুণদেরকে,	
giitikobitar,	গীবিকিতবিতার,	গীতিকবিতার,	
bhorkendra,	ভোরকেন্দ্র,	ভরকেন্দ্র,	
sakshatkarer,	সাক্ষাতকারের,	সাক্ষাৎকারের,	
pakistanira,	পাকিস্তানিরা,	পাকিস্তানীরা,	
hozot,	হজোট,	হজত,	
mirakela,	মিরাকেলা,	মিরাকেল,	
braqe,	ব্রেক,	ব্রেক,	
langhoner,	লঙ্ঘনের,	লংঘনের,	
saamaanya,	সামান্যা,	সামান্য,	
lakshmir,	লক্ষ্মীর,	লক্ষ্মীর,	
sthapanar,	স্থাপনার,	স্থাপনার,	
chire,	চিরে,	চিরে,	
pranidero,	প্রাণীদেরও,	প্রানীদেরও,	
horippur,	হরিপপুর,	হরিপুর,	
sten,	স্টেন,	স্টেন,	
adbhanced,	অ্যাডভান্ডেড,	অ্যাডভান্সড,	
dibet,	দিবেত,	ডিবেট,	
shrabostee,	শ্রাবস্তি,	শ্রাবস্তী,	
spredasita,	স্প্রেদাসিতা,	স্প্রেডশীট,	
sangram,	সংগ্রাম,	সঙ্গ্রাম,	
codeti,	কোডেটি,	কোডটি,	
slatgulor,	স্ল্যাটগুলোর,	স্ল্যাটগুলোর,	
ashirbadatri,	আশির্বাদাত্রী,	আশীর্বাদাত্রী,	
doorotaumo,	দূরোতমৌ,	দূরতম,	
cn,	সিএইএন,	সিএন,	
kabutorer,	কাবুতরের,	কবুতরের,	
samajik,	সামাজিক,	সামাজিক,	
bonnopran,	বন্পপ্রাণ,	বন্যপ্রাণ,	
mahakabi,	মহাকাবি,	মহাকবি,	
madhnagar,	মধনগর,	মাধনগরের,	
soundorjotakei,	সৌন্দর্যটাকেই,	সৌন্দর্যটাকেই,	
bejiye,	বেজিয়ে,	বেজিয়ে,	
municipal,	মুনিসিপাল,	মিউনিসিপ্যাল,	
rajbondir,	রাজবন্দির,	রাজবন্দীর,	
spredshiit,	স্প্রেডশিয়ট,	স্প্রেডশীট,	
koordider,	কৌর্দীদের,	কুর্দিদের,	
kaande,	কাঁদে,	কাণ্ডে,	
anusvara,	অনুসভরা,	অনুস্বার,	
nottee,	নতী,	নোটটি,	
nanir,	নানীর,	নানীর,	
ivil,	ইভিল,	ইভিল,	
brekthrough,	ব্রেক্টরুঘ,	ব্রেকথ্রু,	
sarbhare,	সারভারে,	সার্ভারে,	
breq,	ব্রেক,	ব্রেক,	
atibiplabi,	অতিবিপ্লবী,	অতিবিপ্লবি,	
sukumaree,	সুকুমারী,	সুকুমারী,	
aachhis,	আছিস,	আছিস,	
chongar,	চঙ্গার,	চোঙ্গার,	
tanshree,	তাঁশ্রী,	তানশ্রী,	
grotha,	গ্রোথা,	গ্রোথ,	
sikkhokder,	শিক্ষকদের,	শিক্ষকদের,	
darji,	দার্জি,	দরজি,	
chahidapotrer,	চাহিদাপত্রের,	চাহিদাপত্রের,	
amarjito,	অমর্জিত,	অমার্জিত,	
nutaner,	নুতানের,	নূতনের,	
cholochchitraeeo,	চলচ্চিত্রাও,	চলচ্চিত্রেও,	
nirvachokder,	নির্ভাচকদের,	নির্বাচকদের,	
shhow,	শো,	শো,	
samanwitovabe,	সমানিত্ভভাবে,	সমন্বিতভাবে,	
juddhahato,	যুদ্ধাহাত,	যুদ্ধাহত,	
deil,	ডেইল,	ডেইল,	
aembed,	আম্বেড,	এম্বেড,	
eucalyptus,	ইউক্লাললাইপাস,	ইউক্যালিপ্টাস,	
robot,	রোবট,	রোবোট,	
peeth,	পিথ,	পীঠ,	
scorey,	স্কোরে,	স্কোরে,	
skirt,	স্কির্ট,	স্কার্ট,	
chokrantosoho,	চক্রান্তসহ,	চক্রান্তসহ,	
sadadyarao,	সদা্যদারাও,	সদদ্যরাও,	
aansareer,	আনসাীীর,	আনসারীর,	
obhaarbhiu,	অভারভি,	ওভারভিউ,	
lendal,	লেন্ডাল,	লেন্ডল,	
kamla,	কামলা,	কামলা,	
nirvachaker,	নির্ভাচকের,	নির্বাচকের,	
shringgo,	শৃঙ্গ,	শৃঙ্গ,	
juboke,	যুবকে,	যুবকে,	
deqe,	ডেক,	ডেকে,	
