windows,	উইন্ডোাস,	উইন্ডোস,	
turkamena,	তুরকামেনা,	তুর্কমেন,	
bhittow,	ভিত্তও,	ভিত্তিও,	
samany,	স্যানামি,	সামান্য,	
queri,	কায়েরি,	কোয়েরি,	
foolkopi,	ফুলকোপি,	ফুলকপি,	
siddharther,	সিদ্ধার্থের,	সিদ্ধার্থের,	
browser,	ব্রোসের,	ব্রাউজার,	
qraima,	ক্রাইমা,	ক্রাইম,	
beetloser,	বীটলোসের,	বিটলসের,	
chhadite,	ছাড়িতে,	ছড়িতে,	
nirbachokder,	নির্বাচকদের,	নির্বাচকদের,	
osthishondhi,	অস্থিসন্ধি,	অস্থিসন্ধি,	
chalchhe,	চলছে,	চলছে,	
bojhey,	বোঝে,	বোঝে,	
antarbhutto,	অন্তর্ভুত্ত,	অন্তর্ভুক্ত,	
dhadhiye,	ধাধিয়ে,	ধাধিয়ে,	
fanding,	ফ্যান্ডিং,	ফান্ডিং,	
abheedhaaneek,	অভিধানীক,	অভিধানিক,	
lampot,	ল্যাম্পোট,	লম্পট,	
ekbakye,	একবাক্যে,	একবাক্যে,	
irish,	আইরিশ,	আইরিস,	
dei,	দেয,	দিই,	
prosadhoner,	প্রসাধনের,	প্রসাধনের,	
lettar,	লেত্তার,	লেটার,	
neker,	নেকের,	নেকের,	
everage,	এভারেজ,	এভারেজ,	
sudrishya,	সুদৃশ্য,	সুদৃশ্য,	
jansha,	জানশ,	জন্স,	
caramiks,	ক্যারামিক্স,	সিরামিকস,	
nothivuktir,	নথিভুক্তির,	নথিভুক্তির,	
bharotchilo,	ভারতছিল,	ভারতছিল,	
nothivookta,	নথিভুক্ত,	নথিভুক্ত,	
rajpur,	রাজপুরের,	রাজপুর,	
prosadhaner,	প্রসাধনের,	প্রসাধনের,	
anubhutimalar,	অনুভূতিমালার,	অনুভূতিমালার,	
porinoti,	পরিণতি,	পরিণতি,	
ponchaashjon,	পঞ্চাশজন,	পঞ্চাশজন,	
klaud,	ক্লাউড,	ক্লাউড,	
romnar,	রোমনার,	রমনার,	
senabahinio,	সেনাবাহিনীও,	সেনাবাহিনীও,	
bikargrasta,	বিকারগ্রাস্ত,	বিকারগ্রস্ত,	
osthisondhi,	অস্থিসন্ধি,	অস্থিসন্ধি,	
telakucha,	তেলাকুচা,	তেলাকুচা,	
aprasangikbhabei,	অপ্রসঙ্গিবভাবেই,	অপ্রাসঙ্গিকভাবেই,	
salmaner,	সালমানের,	সালমানের,	
maktum,	মক্তুম,	মাকতুম,	
pooshti,	পুষ্টি,	পুষ্টি,	
redcrosser,	রেডক্রসের,	রেডক্রসের,	
liceensee,	লাইস্সি,	লাইসেন্স,	
manushsoho,	মানুষসহ,	মানুষসহ,	
tooku,	টুকু,	টুকু,	
patishapta,	পাতিশপ্ত,	পাটিসাপটা,	
nagorikderkey,	নাগরিকদেরকে,	নাগরিকদেরকে,	
baibosthaar,	বৈবস্থায়র,	ব্যবস্থার,	
turkii,	তুরকি,	তুর্কি,	
nirabota,	নিরাবতা,	নিরবতা,	
majlishpur,	মজলিশপুর,	মজলিশপুর,	
bikretara,	বিক্রেতারা,	বিক্রেতারা,	
tapdei,	তাপদেই,	তাপড়েই,	
puroheetder,	পুরোহিতদের,	পুরোহিতদের,	
abhijitda,	অভিজিতদা,	অভিজিতদা,	
ul,	উলা,	উল,	
jonmobhumitir,	জন্মভূমিতির,	জন্মভূমিটির,	
byaboharkarie,	ব্যবহারকারী,	ব্যবহারকারীই,	
prokolpotike,	প্রকল্পটিকে,	প্রকল্পটিকে,	
sthaponagulo,	স্থাপনাগুলো,	স্থাপনাগুলো,	
rezidence,	রেজিডেন্সে,	রেসিডেন্স,	
vins,	ভিন্স,	ভিন্স,	
dokan,	দোকান,	দোকান,	
nibobondhonkrito,	নিববন্ধনকৃত,	নিববন্ধনকৃত,	
shasonkarta,	শাসনকর্তা,	শাসনকর্তা,	
hoondayi,	হুন্দাই,	হুন্দাই,	
yucalyptus,	যুকাল্টপাস,	ইউক্যালিপ্টাস,	
anyorup,	অন্যরূপ,	অন্যরূপ,	
sookkho,	সুক্ষ,	সুক্ষ্ম,	
purple,	পারপল,	পার্পেল,	
umb,	উমববি,	ইউএমবি,	
batikromee,	বাটিক্রমি,	ব্যতিক্রমী,	
maail,	মাইল,	মাইল,	
pharanyeta,	ফরাণ্যেটা,	ফরম্যাট,	
nibondhocheler,	নিবন্ধচেলের,	নিবন্ধছেলের,	
jibanto,	জীবন্ত,	জীবন্ত,	
durotamo,	দুরোতামো,	দূরতম,	
seshardhe,	শেষার্ধে,	শেষার্ধে,	
dharabahiktite,	ধারাবাহিকটিতে,	ধারাবাহিকটিতে,	
militarir,	মিলিতারির,	মিলিটারির,	
manohputa,	মনোবুতা,	মনঃপুত,	
sthaponagulor,	স্থাপানাগুলোর,	স্থাপনাগুলোর,	
qor,	কর,	কর,	
yura,	ঝুরা,	ইউরো,	
oncholshomuh,	অন্চচরসমূহ,	অঞ্চলসমূহ,	
mukhbondho,	মুখবো্ধ,	মুখবন্ধ,	
landey,	ল্যান্ডে,	ল্যান্ডে,	
aarik,	আরিক,	আরিক,	
parqa,	পারকা,	পার্ক,	
canflikt,	কাযানফ্লিক্ট,	কনফ্লিক্ট,	
bboponer,	ব্যবপনের,	বপনের,	
jeelyaand,	জিলিয়ান্ড,	জিল্যান্ড,	
naazi,	নাজি,	নাত্সি,	
jewellery,	জিয়েলারি,	জুয়েলারির,	
bonnypran,	বন্নিপ্রাণ,	বন্যপ্রাণ,	
aswasteekor,	অস্বস্তিকর,	অস্বস্তিকর,	
shurugulo,	শুরুগুলো,	শুরুগুলো,	
poripaker,	পরিপাকের,	পরিপাকের,	
awatar,	আওতাার,	অবতার,	
brahmanera,	ব্রাহ্মণেরা,	ব্রাহ্মণেরা,	
srichoitonnodeb,	শ্রীচৈতন্যবেে,	শ্রীচৈতন্যদেব,	
arthonitir,	অর্থনীটির,	অর্থনীতির,	
mirina,	মিরিনা,	মিরিনা,	
jamkaalo,	জামকালো,	জমকালো,	
parisankhanbid,	পরিসংখ্যানদি,	পরিসংখ্যানবিদ,	
sexperter,	সেক্সপার্টের,	সেক্সপার্টের,	
rushad,	রুশা,	রুশদ,	
byaktikegreptar,	ব্যক্তিকেতপ্রেগর,	ব্যক্তিকেগ্রেপ্তার,	
melborrone,	মেলবোরনে,	মেলবোর্নে,	
qonfliqt,	কনফ্লিক্ট,	কনফ্লিক্ট,	
chilahaati,	চিলাহাটি,	চিলাহাটি,	
maadla,	মাদলা,	মাদলা,	
video,	ভিদেও,	ভিডিয়োও,	
aamoode,	আমোদে,	আমুদে,	
sobchey,	সবচে,	সবচে,	
doneta,	দনেতা,	ডোনাট,	
machgulo,	মাছগুলো,	মাছগুলো,	
dakten,	ডাকতেন,	ডাকতেন,	
samley,	সামলে,	সামলে,	
registaner,	রেজিস্টানের,	রেগিস্তানের,	
parkasa,	পারকাসা,	পার্কস,	
nyata,	ন্যাট,	ম্যাট,	
uindoos,	উইন্ডসা,	উইন্ডোস,	
kaash,	কাশ,	কাস,	
prakalpatike,	প্রকালপটিকে,	প্রকল্পটিকে,	
jaruri,	জারুরী,	জরূরী,	
chaaktir,	চাক্তির,	চাকতির,	
katateo,	কাটাতেও,	কাটাতেও,	
kalirkhal,	কালীরখাল,	কালিরখাল,	
sthapanar,	স্থাপনার,	স্থাপনার,	
pachchi,	পাচ্ছি,	পাচ্ছি,	
dheke,	ধেকে,	ঢেকে,	
songasthatike,	সংস্থাটিকে,	সংস্থাটিকে,	
chandrimaa,	চন্দ্রীমা,	চন্দ্রিমা,	
roy,	রয়ে,	রায়,	
hoonayin,	হুনাইন,	হুনাইন,	
safin,	সাফিন,	সাফিন,	
jani,	জানি,	জনি,	
faase,	ফেয়সে,	ফাঁসে,	
europia,	ইউরোপিয়া,	ইউরোপিয়া,	
vushi,	ভুষী,	ভুষি,	
gaddaphii,	গড়্মাফি,	গাদ্দাফী,	
podarthobidder,	পদার্থবিদদের,	পদার্থবিদদের,	
provritike,	প্রভৃতিকে,	প্রভৃতিকে,	
shikare,	শিকারে,	শিকারে,	
wishnu,	উইনশু,	বিষ্ণু,	
porirshoder,	পরিষ্রদের,	পরির্ষদের,	
rca,	আরএসএ,	আরসিএ,	
cholchhe,	চলছে,	চলছে,	
rakkhanvag,	রক্ষণভাগ,	রক্ষণভাগ,	
baieq,	বেইইক,	বাইক,	
ekoghore,	একঘরে,	একঘরে,	
prrajanankaal,	প্রযারণঙ্াল,	প্রজননকাল,	
bashoborty,	ব্যাশোবর্তি,	বশবর্তী,	
ashanka,	আশাঙ্কা,	আশংকা,	
palashir,	পলাশির,	পলাশীর,	
dristiheen,	দৃষ্টিহীন,	দৃষ্টিহীন,	
stona,	স্তনা,	স্টোন,	
nariderke,	নারীদেরকে,	নারীদেরকে,	
utpotti,	উৎপত্তি,	উতপত্তি,	
manir,	মণির,	মনির,	
modhumotii,	মধুমতিই,	মধুমতী,	
trutimatra,	ত্রুতিমত্রা,	ত্রুটিমাত্র,	
dipgulote,	দিপগুলোতে,	দ্বীপগুলোতে,	
gagee,	গাগি,	গেজ,	
hitaishi,	হিতাইশি,	হিতৈষী,	
khanabale,	খনবালে,	খানাবলে,	
baaiq,	বাইক,	বাইক,	
mausumer,	মৌসুমের,	মৌসুমের,	
michhilti,	মিছিলটি,	মিছিলটি,	
chhooteete,	ছুটিতে,	ছুটিতে,	
shringey,	শ্রিঙ্গে,	শৃঙ্গে,	
schilling,	সিলিং,	শিলিং,	
graambaasheeo,	গ্রামবাশীও,	গ্রামবাসীও,	
edseler,	এডসেলের,	এডসেলের,	
rakhtokkharoner,	রক্ষতককরহণের,	রক্তক্ষরণের,	
shikh,	শিখ,	শিখ,	
bosturoi,	বস্তুরই,	বস্তুরই,	
beila,	বেইলা,	বেইলা,	
satjaner,	সাতজনের,	সাতজনের,	
aziza,	আজিজা,	আজিজা,	
paab,	পাব,	পাব,	
sooya,	সুইয়া,	সোয়া,	
krom,	ক্রম,	ক্রম,	
nishad,	নিশাদ,	নিষাদ,	
laaishenshh,	লাইশেং,	লাইসেন্স,	
baibasthaar,	বৈবস্থার,	ব্যবস্থার,	
bhageri,	ভাগেরি,	ভাগেরই,	
subader,	সুবাদের,	সুবাদে,	
orbeet,	অরবিট,	অরবিট,	
ooporoshtho,	অপরোষ্ঠ,	উপরস্থ,	
jathartho,	যথথর্থ,	যথার্থ,	
besur,	বেসুর,	বেসুর,	
phutbolarder,	ফুটবলার্ডের,	ফুটবলারদের,	
atmabishvashi,	আত্মবিশবাী,	আত্মবিশ্বাসী,	
pratishthanik,	প্রতিষ্ঠানিক,	প্রাতিষ্ঠানিক,	
votarer,	ভোটারের,	ভোটারের,	
zeeland,	জিল্যান্ড,	জিল্যান্ড,	
bisnukey,	বিসনযুকে,	বিষ্ণুকে,	
grotha,	গ্রোথ,	গ্রোথ,	
nothivukto,	নথিভুক্ত,	নথিভুক্ত,	
sheets,	শীটস,	শীটস,	
booponer,	বূপনের,	বপনের,	
rupert,	রুপার্ট,	রুপার্ট,	
bishesyo,	বিশেষ্য,	বিশেষ্য,	
miitar,	মিতার,	মিত্র,	
breakthrough,	ব্রেকাররাউপ,	ব্রেকথ্রু,	
turkeyder,	তুর্কেডের,	তুর্কিদের,	
elakaasoho,	এলাকাসহ,	এলাকাসহ,	
avidur,	আভিদুর,	আভিদুর,	
saralya,	সরালজা,	সারল্য,	
kaley,	কালে,	কালে,	
antorvuktimulak,	আন্তর্ভূক্তিমূলক,	অন্তর্ভুক্তিমূলক,	
scuvi,	স্কুইভি,	স্কুভি,	
pratijogitamulak,	প্রতিযোগিমূলকল,	প্রতিযোগীতামূলক,	
gorjon,	গর্জন,	গর্জন,	
harbore,	হারবোর,	হারবারে,	
minilosar,	মিনিলোসার,	মিনিলোসার,	
prokolpow,	প্রকল্পব,	প্রকল্পও,	
vince,	ভিনকে,	ভিন্স,	
brindaboney,	বৃন্দাবনে,	বৃন্দাবনে,	
tecnokret,	টেক্সকরতে,	টেকনোক্র্যাট,	
ikboler,	ইকবলের,	ইকবলের,	
