towraat,	তোরাট,	তওরাত,	
byatari,	ব্যাটারী,	ব্যাটারী,	
deil,	দেইল,	ডেইল,	
umedpoor,	উমেডপুর,	উমেদপুর,	
yaq,	যক,	ইয়াক,	
onker,	অঙ্কার,	ওঙ্কার,	
eeksapreeshana,	একস্প্রিশন,	এক্সপ্রেশন,	
harysoner,	হারিসনের,	হ্যারিসনের,	
ankanshilpe,	অঙ্কনশিল্পে,	অঙ্কনশিল্পে,	
shringey,	শৃঙ্গে,	শৃঙ্গে,	
jamjamat,	জমজামাত,	জমজমাট,	
smarak,	স্মরাক,	স্মারক,	
kharar,	খারার,	খরার,	
thakeni,	থাকেনি,	থাকেনি,	
logic,	লজিক,	লজিক,	
sanstha,	সনস্থ,	সংস্থা,	
masjidke,	মাজসিদকে,	মসজিদকে,	
rastagulikeo,	রাস্তাগুলিকেও,	রাস্তাগুলিকেও,	
ajeem,	আজেম,	আজিম,	
bhutbhut,	ভূতভুত,	ভুটভুট,	
ameettrakkhor,	অমিত্তরক্ষর,	অমিত্রাক্ষর,	
meloonborroner,	মেলুনবররণের,	মেলবোর্নের,	
udvaboney,	উদ্ভাবনে,	উদ্ভাবনে,	
ghaghat,	ঘাঘাট,	ঘাঘট,	
dwijenbabuder,	দ্বিজেনবাবুদের,	দ্বিজেনবাবুদের,	
bongshokey,	বংশকে,	বংশকে,	
sorsa,	সর্স,	সোর্স,	
bhushito,	ভূষিত,	ভূষিত,	
bujhtepari,	বুঝেতপারী,	বুঝতেপারি,	
rajtontre,	রাজতন্ত্রে,	রাজতন্ত্রে,	
tiunara,	তিউনারা,	টিউনার,	
siramikasa,	সিরামিকাসা,	সিরামিকস,	
shishupalgarh,	শিশুপালগার,	শিশুপালগড়ে,	
skirt,	স্কির্ট,	স্কার্ট,	
gaaddafee,	ঢাড়াফফি,	গাদ্দাফী,	
rajnoitik,	রাজনৈতিক,	রাজনৈতীক,	
dijijer,	দিজিজের,	ডিজিজের,	
karim,	কারিম,	করিম,	
atmira,	আত্মিরা,	আত্মীরা,	
laaisens,	লেইসেন্স,	লাইসেন্স,	
ponero,	পনেরও,	পনের,	
soinyora,	সৈন্যরা,	সৈন্যরা,	
dipankar,	দিপনকর,	দিপঙ্কর,	
progresh,	প্রোগ্রেশ,	প্রগ্রেস,	
enginiiring,	এঞ্জিনিরিং,	ইঞ্জিনিয়ারিং,	
saifai,	সাইফাই,	সাইফাই,	
scholarsip,	স্কোলারসিপ,	স্কলারশিপ,	
ovidhaner,	অভিধনের,	অভিধানের,	
alraji,	আলরাজি,	আলরাজী,	
amor,	আমর,	আমর,	
somoodrotote,	সমুদ্রটে,	সমুদ্রতটে,	
dibug,	দিবুগ,	ডিবাগ,	
dufresne,	ডাফরেন্স,	ডুফরেস্ন,	
pakhtunistan,	পাখতিন্ুত্ন,	পাখতুনিস্তান,	
chiraharit,	চিরাহারিত,	চিরহরিৎ,	
dormitory,	ডর্মিটরি,	ডরমিটরি,	
caramiks,	কারামিকস,	সিরামিকস,	
rajbandir,	রাজবন্দির,	রাজবন্দীর,	
kale,	কালে,	কালে,	
purohitra,	পুরোহিত্র,	পুরোহিতরা,	
asociatis,	অসোসিয়াটিস,	এসোসিয়েটস,	
mukhabandha,	মুখবন্ধ,	মুখবন্ধ,	
rokibul,	রকিবুল,	রকিবুল,	
grambasheeo,	গ্রামবাশীও,	গ্রামবাসীও,	
kinenni,	কিনেননি,	কিনেননি,	
sumeeta,	সুমিতা,	সুমিতা,	
nikote,	নিকোট,	নিকটে,	
bhuushito,	ভূশিত,	ভূষিত,	
aembed,	এম্বেড,	এম্বেড,	
poripake,	পরিপাকে,	পরিপাকে,	
heze,	হেজে,	হেজ,	
teestar,	তিস্টার,	তিস্তার,	
yucalyptus,	যুক্যালিপেস,	ইউক্যালিপ্টাস,	
chal,	চাল,	চাল,	
injiniyarim,	ইনজিনাইরিম,	ইঞ্জিনিয়ারিং,	
palestine,	প্যালেস্টাইন,	প্যালেস্টাইনে,	
neelkamal,	নিলকমাল,	নীলকমল,	
gronthowo,	গ্রন্থভূ,	গ্রন্থও,	
olympik,	অলিম্পিক,	অলিম্পিক,	
armeenian,	আরমিনিয়ান,	আর্মেনিয়ান,	
landin,	ল্যান্ডিন,	ল্যান্ডিং,	
baharamporer,	বাহারাপর্মের,	বহরমপুরের,	
asovarno,	অসভার্ণ,	অসবর্ণ,	
dhani,	ধনী,	ধানি,	
orunima,	অরুণিমা,	অরুণিমা,	
dhojovongo,	ধোবনগ্য,	ধ্বজভঙ্গ,	
autopromotioner,	অটোপারমোশনের,	অটোপ্রমোশনের,	
vool,	ভুল,	উল,	
greenald,	গ্রিনাল্ড,	গ্রিনল্ড,	
dadapur,	দাদাপুর,	দাদাপুর,	
shikkharthirao,	শিক্ষার্থীরাও,	শিক্ষার্থীরাও,	
makame,	মাকামে,	মাকামে,	
feemalee,	ফেমালি,	ফিমেল,	
pyetarna,	প্যাটার্ন,	প্যাটার্ন,	
karlei,	কারলেই,	করলেই,	
aairees,	আইরিস,	আইরিস,	
soomita,	সমমিতা,	সুমিতা,	
byabaharkarike,	ব্যবহারকারীকে,	ব্যবহারকারীকে,	
nibeditar,	নিবেদিতার,	নিবেদিতার,	
fotanor,	ফোটানোর,	ফোটানোর,	
kathmandu,	কাঠমণ্ডু,	কাঠমান্ডু,	
bbiswash,	বিবস্বাশ,	বিশ্বাস,	
premo,	প্রেমো,	প্রিমো,	
konisttha,	কনিস্ঠা,	কনিষ্ঠ,	
suparahiro,	সুপারহীরও,	সুপারহিরো,	
antarvuktimulak,	আন্তর্ভুক্তমূলক,	অন্তর্ভুক্তিমূলক,	
bandhan,	বানধান,	বাঁধন,	
chouhate,	চৌহাতে,	চৌহাটে,	
baptics,	ব্যাপ্টিকস,	ব্যাপটিকস,	
ivil,	ইভিল,	ইভিল,	
kaaferder,	কাফারদের,	কাফেরদের,	
satarkabhabe,	সতর্কভাবে,	সতর্কভাবে,	
bhyaatikaner,	ভ্যাতিকনের,	ভ্যাটিকানের,	
dokaanei,	দোকানেই,	দোকানেই,	
audioguloke,	আডিওগুলোকে,	অডিওগুলোকে,	
rajan,	রাজন,	রাজন,	
fanding,	ফ্যান্ডিং,	ফান্ডিং,	
chitronattakar,	চিত্রনাত্তকার,	চিত্রনাট্যকার,	
pyatarne,	প্যাটার্নে,	প্যাটার্নে,	
shatokeo,	শতকেও,	শতকেও,	
aanaan,	আনান,	আনান,	
kod,	কোড,	কোড,	
omkar,	ওমকার,	ওঙ্কার,	
naagaalyand,	নাগল্যান্ড,	নাগাল্যান্ড,	
groth,	গ্রোথ,	গ্রোথ,	
bee,	বিই,	বি,	
bhogni,	ভগ্নি,	ভগ্নী,	
habsi,	হাবসি,	হাবশী,	
bisnuke,	বিস্নুকে,	বিষ্ণুকে,	
ghurechen,	ঘুরেছেন,	ঘুরেছেন,	
barder,	বার্ডের,	বার্ডের,	
suraaropeeto,	সুরারপিত,	সুরারোপিত,	
bonshi,	বনশি,	বংশী,	
sharoker,	শারকের,	স্মারকের,	
atighataner,	আতিঘটনের,	অতিঘটনের,	
gobeshana,	গবেষণ,	গবেষনা,	
pooshteer,	পুশটির,	পুষ্টির,	
glanio,	গ্লানিও,	গ্লানিও,	
brittakar,	বৃত্তকর,	বৃত্তাকার,	
mataram,	মাতারাম,	মাতরম,	
pratisthanikvabe,	প্রতিষ্টানিকভাবে,	প্রাতিষ্ঠানিকভাবে,	
bonvumitey,	বনভভমিতে,	বনভূমিতে,	
mawdeel,	মাউডিল,	মডেল,	
deejeejer,	দেজিজের,	ডিজিজের,	
shangsthatikey,	সংস্থাটেকে,	সংস্থাটিকে,	
torkareer,	তর্করীর,	তরকারীর,	
safiha,	সফিহা,	সাফিহা,	
sambhabonao,	সম্ভাবনাও,	সম্ভবনাও,	
canflikt,	ক্যাপসিল্ক,	কনফ্লিক্ট,	
korimer,	করিমের,	করিমের,	
booroon,	বুউন,	বোরন,	
inphormeshon,	ইনফোরহেশন,	ইনফরমেশন,	
lutherana,	লুথেরানা,	লুথেরান,	
definition,	ডিফিনিশন,	ডেফিনেশন,	
moorali,	মুরালি,	মুরলী,	
postar,	পোস্তার,	পোস্টের,	
mashtarsha,	মাশ্টার্শ,	মাস্টার্স,	
spreedashita,	স্পেরদিশিত,	স্প্রেডশীট,	
engrezder,	এংরগেজদের,	ইংরেজদের,	
vabnakey,	ভাবনাকে,	ভাবনাকে,	
shaahaabiike,	শাহাওবিকে,	সাহাবীকে,	
gavaskar,	গাভাসকার,	গাভাস্কার,	
tachnach,	তাচনাচ,	তছনছ,	
maner,	মানের,	মানে,	
jackey,	জ্যাক,	জকি,	
johor,	জহর,	জহর,	
murad,	মুরাদ,	মুরাদ,	
holuder,	হলুদের,	হলুদের,	
zommu,	জমমু,	জম্মু,	
badaghat,	বাদাঘাট,	বাদাঘাট,	
ajij,	আজিজ,	আজিজ,	
grooth,	গ্রুথ,	গ্রোথ,	
saazano,	সাজানো,	সাজানো,	
jegulur,	যেগুলুর,	যেগুলুর,	
probhuder,	প্রভুদের,	প্রভুদের,	
shasonamoleri,	শাসনামলেরই,	শাসনামলেরই,	
mumtaj,	মুমতাজ,	মুমতাজ,	
aakabar,	আকাবার,	আকাবার,	
jotota,	যতটা,	যতোটা,	
torutoler,	তরুটলের,	তরুতলের,	
laishenshim,	লাইশনশিন,	লাইসেন্সিং,	
torabganj,	তৌরাগঞ্জ,	তোরাবগঞ্জ,	
armeeniyana,	আর্মিনিয়ন,	আর্মেনিয়ান,	
teamothy,	টিমোথি,	টিমোথি,	
granthatyke,	গ্রান্থাটিকে,	গ্রন্থটিকে,	
ganonanatto,	গণনানত্্,	গণনাট্য,	
devolapar,	দেবলাপার,	ডেভলপার,	
harja,	হার্জ,	হার্জ,	
madhobi,	মাধবি,	মাধবী,	
beekaargrasta,	বেকারগ্রাস্ত,	বিকারগ্রস্ত,	
sarajibonbyapi,	সাহাদিন্বারপপী,	সারাজীবনব্যাপী,	
mujuru,	মুজুরু,	মুজুরু,	
corymb,	করিম,	করিম,	
indrani,	ইন্দ্রানী,	ইন্দ্রাণী,	
tatey,	ট্যাট,	তাতে,	
pushtee,	পুষ্টি,	পুষ্টি,	
bhoutikeshu,	ভৌতিশেষু,	ভৌতিকেষু,	
qanasarabheshana,	কনসারভভনে,	কনসারভেশন,	
mercedes,	মার্সেডস,	মার্সেডেস,	
balokarak,	বালোকারক,	বলকারক,	
qaferderkey,	কেফরদেরকে,	কাফেরদেরকে,	
natshi,	নাটশি,	নাত্সি,	
satarkakari,	সতর্ককারী,	সতর্ককারী,	
mulvitti,	মুলভিত্তি,	মূলভিত্তি,	
ralf,	রাফফ,	রালফ,	
ddebet,	ডেবেট,	ডিবেট,	
tarkale,	তারকালে,	তারকালে,	
nartana,	নারতানা,	নর্টন,	
rubala,	রুবালা,	রুবল,	
laga,	লাগা,	লগ,	
khoka,	খোকা,	খোকা,	
nariderke,	নারীদেরকে,	নারীদেরকে,	
riazuddin,	রিয়াজুদ্দিন,	রিয়াজউদ্দীন,	
shasheja,	শাসেজা,	সসেজ,	
bishesyo,	বিশেষ্য,	বিশেষ্য,	
antarctika,	অ্্ত্রাকটিকা,	অ্যান্টার্কটিকা,	
enjineers,	এনজিনির্স,	ইঞ্জিনিয়ার্স,	
soheensotar,	সহিনস্তার,	সহিংসতার,	
peri,	পেরি,	পেরি,	
samanwitovabe,	সামন্যিতভাবে,	সমন্বিতভাবে,	
kalirkhal,	কালিরখাল,	কালিরখাল,	
dakkhinkare,	দক্ষিণকরে,	দক্ষিণকরে,	
russad,	রুসাদ,	রুশদ,	
oxite,	অক্সিট,	অক্সাইট,	
apolokbhabe,	অপলকভাবে,	অপলকভাবে,	
sokkhomotabriddhi,	সক্ষমপারবৃদ্ধি,	সক্ষমতাবৃদ্ধি,	
prokolpoti,	প্রকল্পটি,	প্রকল্পটি,	
gejetade,	গেজেতাদে,	গেজেটেড,	
chandrimaa,	চন্দ্রিমা,	চন্দ্রিমা,	
turkamena,	তুর্কেমানা,	তুর্কমেন,	
