goonoman,	গনোমান,	গুণমান,	
durotamo,	দুরোতম,	দূরতম,	
vaisoho,	ভাইসোহ,	ভাইসহ,	
zesa,	জেসা,	জেস,	
monohputo,	মনঃপুত,	মনঃপুত,	
granada,	গ্রানাডা,	গ্র্যানাডা,	
prosadhaner,	প্রসাধানের,	প্রসাধনের,	
jipiusamriddha,	জিপিসমমিৃদ্ধ,	জিপিউসমৃদ্ধ,	
horiddar,	হরিদ্দার,	হরিদ্বার,	
difinision,	ডিফিনিশন,	ডেফিনেশন,	
bhimsen,	ভিমসেন,	ভীমসেন,	
glanio,	গ্লানিও,	গ্লানিও,	
karadandey,	কররাদ্ডে,	কারাদণ্ডে,	
abarte,	আবার্তে,	আবর্তে,	
daltagi,	ডালতাগী,	দলত্যাগী,	
brake,	ব্রাকে,	ব্রেক,	
khalidkay,	খলিদকে,	খালিদকে,	
dhanche,	ধাঁছে,	ধাঁচে,	
janghu,	জাংঘু,	জঙ্ঘু,	
cbi,	সিবিআই,	সিবিআই,	
mumtaj,	মুমতাজ,	মুমতাজ,	
patigoniter,	পাতিগনিতের,	পাটিগণিতের,	
sharif,	শারিফ,	শরিফ,	
nopdnodir,	নপনদোরির,	নদনদীর,	
bulan,	বুলান,	বুলান,	
forma,	ফোরমা,	ফর্মা,	
humira,	হুমিরা,	হুমিরা,	
bhyatikaner,	ভ্যাতিকানের,	ভ্যাটিকানের,	
komanera,	কোমানেরা,	কমানেরা,	
bhaandar,	ভান্ডার,	ভাণ্ডার,	
timoothi,	তিমোথি,	টিমোথি,	
upobaasee,	উপবাসী,	উপবাসী,	
khoka,	খোখা,	খোকা,	
chalochchitreei,	চালচ্ছিত্রীই,	চলচ্চিত্রেই,	
adwanced,	অ্যাডসেন্ডেড,	অ্যাডভান্সড,	
mekon,	মেকোন,	মেকং,	
bolvodro,	বলভোদ্রো,	বলভদ্র,	
kormoi,	কর্মই,	কর্মই,	
shoodhooi,	শুধুই,	শুধুই,	
jeelyaand,	জীল্লান্দ,	জিল্যান্ড,	
habol,	হাবল,	হাবোল,	
rupantarer,	রূপান্তরের,	রুপান্তরের,	
madrasa,	মাদরাসা,	মাদ্রাসা,	
baarbadoj,	বার্বাজন,	বার্বাডোজ,	
deejeejer,	দীজের,	ডিজিজের,	
malinga,	মালিঙ্গা,	মালিংগা,	
kale,	কালে,	কালে,	
yatharthabhabe,	যথথারভাবে,	যথার্থভাবে,	
manibhaijaner,	মনিভাইজানের,	মণিভাইজানের,	
ched,	চেদেদ,	ছেদ,	
bishnu,	বিষ্ণু,	বিষ্ণু,	
dhangsachchi,	ধাংসচ্চি,	ধ্বংসাচ্ছি,	
stander,	স্ট্যান্ডার,	স্ট্যাণ্ডের,	
dinifitian,	ডিনিফিটান,	ডেফিনেশন,	
ingrezeeteo,	ইনগ্রেজিতেও,	ইংরেজিতেও,	
hepatitis,	হেপাটিটিস,	হেপাটাইটিস,	
lettere,	লেট্টারে,	লেটারে,	
peeri,	পীরি,	পেরি,	
saranor,	সারানোর,	সরানোর,	
rabo,	রাবো,	রব,	
mathieu,	ম্যাথিও,	ম্যাথিউ,	
dhhaloor,	ঢালুর,	ঢালুর,	
detik,	দেতিক,	দেতিক,	
dijmarescu,	ডিজমারেস্ক,	দিজমার্সাকু,	
nirdesika,	নির্দেসিকা,	নির্দেশিকা,	
nibirbhabe,	নিবীরভাবে,	নিবিরভাবে,	
asociatis,	অসোিয়াটিস,	এসোসিয়েটস,	
fand,	ফ্যান্ড,	ফান্ড,	
harasta,	হারাস্তা,	হারাস্তা,	
nili,	নিলি,	নিলি,	
joumana,	জৌমানা,	জুমানা,	
janmat,	জানমত,	জন্মাত,	
dinara,	দিনারা,	ডিনার,	
rodney,	রডনে,	রেডনি,	
procharona,	প্রচারণা,	প্রচারণা,	
maley,	মালে,	মালে,	
megacaldera,	মেগাকাল্লার,	মেগাক্যাল্ডেরা,	
venice,	ভেনিক,	ভেনিস,	
mukharji,	মুখার্ি,	মুখার্জী,	
kormokarer,	কর্মকারের,	কর্মকারের,	
balatkar,	বালাতকর,	বলাৎকার,	
atorkitey,	আতর্কিতে,	অতর্কিতে,	
muktijuddhojato,	মুক্তিযুদ্ধাত,	মুক্তিযুদ্ধজাত,	
samajeek,	সমাজিক,	সামাজিক,	
sorsa,	সোর্সা,	সোর্স,	
jamseder,	জামেসদের,	জামসেদের,	
somraat,	সোমরাত,	সম্রাট,	
podotyagsongkranto,	পদত্যস্গানক্ত,	পদত্যাগসংক্রান্ত,	
janagononar,	জানাগণনার,	জনগণনার,	
aarmstrong,	আর্মস্ট্রং,	আর্মস্ট্রং,	
kramp,	ক্রাম্প,	ক্র্যাম্প,	
modyer,	মদ্যের,	মদ্যের,	
edic,	এডিক,	এডিক,	
aholyar,	আহল্যার,	অহল্যার,	
ongshogrohoner,	অংশগ্রহণের,	অংশগ্রহনের,	
bikargrosto,	বিকারগ্রস্ত,	বিকারগ্রস্ত,	
daaktikit,	দাক্তিকিট,	ডাকটিকিট,	
sqalastiqa,	স্কালাস্কিকা,	স্কলাস্টিক,	
durgatsabe,	দুর্গতসবে,	দুর্গোৎসবে,	
tarkale,	তারকালে,	তারকালে,	
minister,	মিনিস্টার,	মিনিস্টার,	
eporjonto,	এপর্ন্ত,	এপর্যন্ত,	
soomita,	সমুতা,	সুমিতা,	
mojdur,	মজদুর,	মজদুর,	
braqe,	ব্র্যাকে,	ব্রেক,	
doorotaumo,	দরুতামো,	দূরতম,	
satarkabhabe,	সতরকাভাবে,	সতর্কভাবে,	
cholchhe,	চলেছে,	চলছে,	
madelim,	ম্যাডেলিম,	মডেলিং,	
chopol,	চোপল,	চপল,	
gore,	গোরে,	গোর,	
pray,	প্রেয়,	প্রায়,	
sahachke,	সাহাচকে,	সাহাচকে,	
aajeej,	আজিজ,	আজিজ,	
irish,	ইরিশ,	আইরিস,	
udor,	উদর,	উদর,	
aachhis,	আচিস,	আছিস,	
chandrimaa,	চন্দ্রিমা,	চন্দ্রিমা,	
munot,	মুনোট,	মুনোট,	
katiusha,	কতিউশা,	কাতিউশা,	
korijachilen,	করিজাচিলেন,	করিযাছিলেন,	
shatoke,	শতকে,	শতকে,	
elaakaa,	এলাকাকা,	এলাকা,	
besur,	বেসুর,	বেসুর,	
bhoolapuka,	ভৌলপুকা,	ভোলাপুক,	
daraider,	দারাইদের,	দরাইদের,	
surke,	সুরকে,	সুরকে,	
thyachara,	ঠ্যাচারা,	থ্যাচার,	
sthapanar,	স্থাপনার,	স্থাপনার,	
bollov,	বলোভ,	বল্লভ,	
shekender,	শেকেন্দের,	সেকেন্ডের,	
probolshoktio,	প্রবলশক্তিও,	প্রবলশক্তিও,	
tata,	টাটা,	তাতা,	
narbur,	নারবুর,	নরবুর,	
khanabale,	খানাবালে,	খানাবলে,	
booponer,	বুপনের,	বপনের,	
samany,	সামানি,	সামান্য,	
jhijhi,	ঝিজি,	ঝিঝি,	
kharavel,	খরবেল,	খারবেল,	
shoori,	শূরী,	সুরি,	
dreeshtiheen,	দৃষ্টিহীন,	দৃষ্টিহীন,	
ronodeep,	রণোদেপ,	রণদীপ,	
nathibhuktir,	নাথিভুক্তির,	নথিভুক্তির,	
bosoben,	বসবেন,	বসবেন,	
teta,	টেট,	টেটা,	
literacy,	লিটেরেসি,	লিটারেসি,	
mandape,	মণ্ডপে,	মন্ডপে,	
avisongson,	এভিসনসন,	অভিশংসন,	
avinetar,	অভিনেতার,	অভিনেতার,	
chhootochhuti,	ছোটুচুটি,	ছুটোছুটি,	
augustine,	অগাস্টিন,	অগাস্টিন,	
angkita,	অংকিতা,	অঙ্কিতা,	
chanoo,	চানু,	চানু,	
huqa,	হুকা,	হুক,	
nadnadeer,	নদনাদির,	নদনদীর,	
dharmee,	ধর্মী,	ধর্মী,	
elaakaate,	এলাকাতে,	এলাকাতে,	
kodorer,	কদরের,	কদরের,	
dheke,	ধেকে,	ঢেকে,	
nothivukto,	নথিভুক্ত,	নথিভুক্ত,	
varote,	ভারোতে,	ভারতে,	
chheher,	ছেহের,	ছেহের,	
somsher,	সম্ের,	সমশের,	
ancholsomuho,	আঞ্চলসমূহ,	অঞ্চলসমূহ,	
rashider,	রাশীদের,	রশিদের,	
pravura,	প্রভূরা,	প্রভুরা,	
cheento,	চিন্ত,	চিনতো,	
ponero,	পোনেরো,	পনের,	
bm,	বিএমএম,	বিএম,	
konruup,	কনরুউপ,	কোনরূপ,	
onupater,	অনুপাতের,	অনুপাতের,	
chaiten,	চাইতেন,	চাইতেন,	
fimela,	ফিমেলা,	ফিমেল,	
chikitsar,	চিকিতসার,	চিকিত্সার,	
sift,	সিফট,	শিফট,	
khudhartara,	ক্ষুধারটরা,	ক্ষুধার্তরা,	
shikh,	শিখ,	শিখ,	
arthonitite,	অর্থনীতিতে,	অর্থনীতিতে,	
antarctica,	অ্যান্টার্টিকা,	অ্যান্টার্কটিকার,	
deobonde,	দেওবন্দে,	দেওবন্দে,	
wagadada,	ওয়াগাড়া,	বাগদাদ,	
bossonte,	বস্ন্তে,	বসন্তে,	
grambaashi,	গ্রামবাশী,	গ্রামবাসী,	
motke,	মটকে,	মতকে,	
safin,	সাফিন,	সাফিন,	
dada,	দাদা,	দাদা,	
turkeyder,	টারকেইডের,	তুর্কিদের,	
jhimochchilo,	ঝিমোচ্ছিল,	ঝিমোচ্ছিলো,	
naagaalyand,	নাগাল্যান্দ,	নাগাল্যান্ড,	
durlabhatwang,	দূর্লাববতাবং,	দুর্লভত্বং,	
matrirup,	মাতৃরূপ,	মাতৃরূপ,	
shatodha,	শাতোধা,	শতধা,	
duio,	দুইও,	দুইও,	
dibug,	দীবুগ,	ডিবাগ,	
saom,	সায়াম,	সাওম,	
bibechyo,	বিবেচ্য,	বিবেচ্য,	
saoum,	সাওয়ুম,	সাওম,	
unitgulo,	ইউনিটগুলো,	ইউনিটগুলো,	
procharjontrogulo,	প্রচার্ত্ন্রগুলো,	প্রচারযন্ত্রগুলো,	
somoodrotote,	সমুদ্রততে,	সমুদ্রতটে,	
shattoki,	শত্যকি,	সাত্যকি,	
teenisa,	টিনিস,	টেনিস,	
nirmol,	নির্মল,	নির্মল,	
sahittekder,	সাহিত্যেদের,	সাহিত্যেকদের,	
pariyech,	পরিয়েছ,	পরিয়েছ,	
punorabortonte,	পুনরাবর্তন্তে,	পুনরাবর্তন্তে,	
shrabasti,	শ্রাবস্তি,	শ্রাবস্তী,	
ujobekeestaner,	উজবেক্তানের,	উজবেকিস্তানের,	
sqalarashipa,	স্কলারাশিপা,	স্কলারশিপ,	
dubureer,	দুবুরীর,	ডুবুরির,	
mayily,	মেয়ালি,	মাইলি,	
jeebnagore,	জীবনাগোরে,	জীবননগর,	
uporitoler,	উপরিতলের,	উপরিতলের,	
tukrowti,	টুকরোটি,	টুকরোটি,	
promothesh,	প্রমতেষেষ,	প্রমথেশ,	
kazianis,	কাজিয়ানিস,	কাজানিস,	
groundta,	গ্রান্ডটা,	গ্রাউন্ডটা,	
eoki,	ইওকি,	এওকি,	
antarctika,	অন্টার্টিকা,	অ্যান্টার্কটিকা,	
collaborators,	কলারাটার্টস,	কলাবরেটরস,	
mookhomaundoler,	মখুমণ্ডলের,	মুখমণ্ডলের,	
shasheja,	শাষেজা,	সসেজ,	
satarka,	সতর্কা,	সতর্ক,	
shrichaitanyadev,	শ্রীচৈত্ননেদেব,	শ্রীচৈতন্যদেব,	
durbhagya,	দুর্ভাগ্যা,	দূর্ভাগ্য,	
chal,	চাল,	চাল,	
kathla,	কাঠলা,	কাঠলা,	
deilee,	দীইলে,	ডেইলি,	
dhyana,	ধ্যানা,	ধ্যান,	
kaferder,	কাফারদের,	কাফেরদের,	
panchasjan,	পঞ্চজসজন,	পঞ্চাশজন,	
karam,	কারাম,	কেরাম,	
veniser,	ভেনিসের,	ভেনিসের,	
nirmankarmisaha,	নির্মনককর্মিসহ,	নির্মাণকর্মীসহ,	
baieq,	বাইক,	বাইক,	
keyboarder,	কেয়বোর্ডের,	কীবোর্ডের,	
expreshshion,	এক্সপ্রেশন,	এক্সপ্রেশন,	
shandra,	শান্দ্রা,	শান্দ্রার,	
registrikrito,	রেজিস্ট্রিকৃত,	রেজিস্ট্রীকৃত,	
