totokson,	তোটকসন,	ততক্ষন,	
sportstar,	স্পোর্টস্টার,	স্পোর্টসস্টার,	
konruup,	কোনরুপ,	কোনরূপ,	
besirbhaagi,	বেসিরভাগী,	বেশিরভাগই,	
youth,	য়ুথ,	ইয়ুথ,	
bhimsenkei,	ভীমসেনকেই,	ভীমসেনকেই,	
bamon,	বামন,	বামন,	
rajtontre,	রাজতন্ত্রে,	রাজতন্ত্রে,	
fansi,	ফানসি,	ফাঁসী,	
borkhastokritora,	বর্খাস্তকৃততা,	বরখাস্তকৃতরা,	
khonjena,	খোঁজেনা,	খোঁজেনা,	
ched,	চেদ,	ছেদ,	
gronthoti,	গ্রন্থতি,	গ্রন্থটি,	
morodeho,	মরোদেহ,	মরদেহ,	
soori,	সুরি,	সুরি,	
bachai,	বাচাই,	বাছাই,	
johor,	জহর,	জহর,	
alonkaran,	আলঙ্করণ,	অলঙ্করণ,	
eenameela,	এমামেলা,	এনামেল,	
bardhitansh,	বার্ধিতান্শ,	বর্ধিতাংশ,	
reejideencee,	রিজিডিনসি,	রেসিডেন্স,	
daebug,	দাবিগ,	ডিবাগ,	
dakten,	ডাকতেন,	ডাকতেন,	
kaalaam,	কালাম,	কালাম,	
lavta,	লাভটা,	লাভটা,	
proteemake,	প্রতিমাকে,	প্রতিমাকে,	
daybhager,	দাভেগের,	দায়ভাগের,	
bajhyo,	বাঝ্য,	বাহ্য,	
teter,	টেটার,	টেটের,	
mojdur,	মোজদুর,	মজদুর,	
veenis,	ভিইনিস,	ভেনিস,	
bitertrate,	বাটারট্রেট,	বাইটারট্রেট,	
fiksing,	ফিক্সিং,	ফিক্সিং,	
bhittow,	ভিত্তু,	ভিত্তিও,	
aprasangikbhabei,	অপ্রসংগ্খভাবেই,	অপ্রাসঙ্গিকভাবেই,	
cheekitsar,	চিকিৎসার,	চিকিত্সার,	
mmadhuri,	ম্যামধুরি,	মাধুরী,	
medilek,	মেডিলেক,	মেডিলেক,	
nothiboddho,	নথিবদ্ধ,	নথিবদ্ধ,	
ghomta,	ঘোমটা,	ঘোমটা,	
songasthaner,	সংগ্ঠানের,	সংস্থানের,	
hupile,	হুপিলে,	হুপিলে,	
enjineers,	এনজিনিরস,	ইঞ্জিনিয়ার্স,	
sumeeta,	সুমিতা,	সুমিতা,	
mangolic,	ম্যাঙ্গোলিক,	মাঙ্গলিক,	
poscater,	পোস্কেটের,	পশ্চাতের,	
akkelpure,	আক্কেলপুরে,	আক্কেলপুরে,	
akhando,	আখণ্ড,	অখন্ড,	
shringgo,	শৃঙ্গো,	শৃঙ্গ,	
kaatbey,	কাতবে,	কাটবে,	
zerusalem,	জেরুসালেম,	জেরুজালেম,	
kraanti,	ক্রান্টি,	ক্রান্তি,	
redcrosser,	রেডক্রোসের,	রেডক্রসের,	
dighol,	দিঘল,	দীঘল,	
harasta,	হারাস্তা,	হারাস্তা,	
futote,	ফুটোতে,	ফুটোতে,	
deool,	দেওল,	দেউল,	
wedanta,	ওয়েদান্তা,	বেদান্ত,	
anusthane,	অনুষ্ঠানে,	অনুষ্ঠানে,	
bolechile,	বলেছিলে,	বলেছিলে,	
mononiitoder,	মনোনীতদের,	মনোনীতদের,	
niketaner,	নিকেতানের,	নিকেতনের,	
khoakshir,	খোয়াক্ষীর,	খোয়াক্ষীর,	
spredasita,	স্প্রেডাসিটা,	স্প্রেডশীট,	
pharn,	ফার্ন,	ফার্ন,	
safin,	সাফিন,	সাফিন,	
brittakar,	বৃত্তকার,	বৃত্তাকার,	
beshakbar,	বেশাকবার,	বেশকবার,	
bisshaskey,	বিশশাস্কে,	বিশ্বাসকে,	
rudroke,	রুদ্রকে,	রুদ্রকে,	
jaatti,	জাত্তি,	জাতটি,	
vaibon,	ভাইবন,	ভাইবোন,	
toptoshele,	তপ্তশেলে,	তপ্তশেলে,	
pohnpeic,	পোনসেপেক,	ফোনপেইক,	
bagdadii,	বাগদাদী,	বাগদাদী,	
ray,	রায়া,	রায়,	
konorup,	কোনরূপ,	কোনরূপ,	
antarvuktimulak,	অন্তর্ুভুলিতক,	অন্তর্ভুক্তিমূলক,	
fanding,	ফ্যান্ডিং,	ফান্ডিং,	
daakteekite,	ডাক্তিকেতে,	ডাকটিকিটে,	
katateo,	কাটাতেও,	কাটাতেও,	
liedtke,	লিয়েটকে,	লইডটক,	
taufik,	তাউফিক,	তৌফিক,	
hingsar,	হিংসার,	হিংসার,	
capshule,	কাপশুলে,	ক্যাপসুল,	
ghamta,	ঘামটা,	ঘোমটা,	
provritike,	প্রভৃতিকে,	প্রভৃতিকে,	
sanaktokaron,	সানাক্তকরণ,	সনাক্তকরণ,	
niemond,	নিয়মন্ড,	নিমন্ড,	
dapadpi,	দাপাদপি,	দাপাদপি,	
seguloi,	সেগুলোই,	সেগুলোই,	
shandra,	শান্দ্রা,	শান্দ্রার,	
satarkabhabey,	সতরকাভাবে,	সতর্কভাবে,	
soteciety,	সটিকিটি,	সোসাইটিতে,	
shringa,	শৃঙ্গা,	শৃঙ্গ,	
munot,	মুনত,	মুনোট,	
bhagno,	ভাগনো,	ভগ্ন,	
gosthike,	গোষ্ঠীকে,	গোষ্ঠীকে,	
informetion,	ইনফোরমেশন,	ইনফরমেশন,	
madrasi,	মাদ্রাসি,	মাদ্রাজি,	
alpa,	আল্পা,	অল্প,	
chouhate,	চৌহাতে,	চৌহাটে,	
pingna,	পিংগানা,	পিংনা,	
jewellery,	জিওয়েরলির,	জুয়েলারির,	
teliha,	তেলিহা,	তেলিহা,	
agomonke,	আগমনকে,	আগমনকে,	
shangsthatikey,	শাংস্থাটিকে,	সংস্থাটিকে,	
caramiks,	ক্যারামিক্স,	সিরামিকস,	
showtey,	শাটে,	শোতে,	
chopal,	চোপাল,	চপল,	
pancbaar,	পাঁ্ববার,	পাঁচবার,	
dharabahikbhabe,	ধারাবাহিকভাবে,	ধারাবাহিকভাবে,	
damodar,	দামোদার,	দামদর,	
deepan,	দীপান,	দীপন,	
puroheetder,	পুরহীতদের,	পুরোহিতদের,	
dharavahikbhabe,	ধারাভাহিকভাবে,	ধারাবাহিকভাবে,	
catholicder,	ক্যাথোলিকদের,	ক্যাথলিকদের,	
rena,	রেনা,	রেনো,	
jontrototto,	যন্ত্রত্ব্ব,	যন্ত্রতত্ত্ব,	
mangoleek,	মঙ্গলীক,	মাঙ্গলিক,	
mulbhitti,	মূলভিত্তি,	মূলভিত্তি,	
manabmaner,	মানবমানের,	মানবমনের,	
kommandar,	কমম্নদার,	কমাণ্ডার,	
ganakantha,	গণকান্ঠ,	গণকণ্ঠ,	
tirmijii,	তীরমিজি,	তিরমিজি,	
annimated,	অ্যানিমেটেড,	এনিমেটেড,	
dakope,	ডাকোপে,	দাকোপ,	
dhanak,	ধনক,	ধানক,	
chat,	চাত,	চ্যাট,	
suchanakal,	সুচনকাল,	সূচনাকাল,	
auttacharer,	অট্চচরের,	অত্যাচারের,	
iksaprishana,	ইকস্প্রিনা,	এক্সপ্রেশন,	
hosbaleke,	হোসবালেকে,	হোসবালেকে,	
baikalyo,	বৈকল্য,	বৈকল্য,	
grauth,	গ্রাউথ,	গ্রোথ,	
jamjamat,	জমজামাত,	জমজমাট,	
backflipe,	ব্যাকফ্লিপে,	ব্যাকফ্লিপে,	
avisongson,	অভিসংসন,	অভিশংসন,	
ultrasonography,	আলট্রাসনোোগ্রাফি,	আলট্রাসনোগ্রাফিও,	
chowdhuryke,	চুডহিরিকে,	চৌধুরীকে,	
monroe,	মনরর,	মনেরোর,	
marketin,	মার্কেটিন,	মার্কেটিং,	
jakatke,	জাকাতকে,	যাকাতকে,	
choddo,	চড্ডো,	চোদ্দো,	
ronodeep,	রোনোীপ,	রণদীপ,	
rajtontro,	রাজতন্ত্র,	রাজতন্ত্র,	
korimkey,	করিমকে,	করিমকে,	
mulor,	মুলোর,	মুলোর,	
skolastik,	স্কলস্টিক,	স্কলাস্টিক,	
chakti,	চাকটি,	চাকতি,	
orthisoho,	অর্থিসহ,	অর্থিসহ,	
bandhubhaabaapanna,	বন্ধুভাবপ্্ন,	বন্ধুভাবাপন্ন,	
chhutochhooti,	ছুটোছুটি,	ছুটোছুটি,	
soundorjotakei,	সৌন্দ্যজতাকেই,	সৌন্দর্যটাকেই,	
konar,	কোনার,	কণার,	
tinage,	তিনাগে,	টিনেজ,	
cheerontan,	চিরণ্তান,	চিরন্তন,	
jins,	জিন্স,	জিন্স,	
sainyader,	সৈন্যাদের,	সৈন্যদের,	
biprodas,	বিপ্রোদাস,	বিপ্রদাস,	
jahara,	জাহারা,	যাহরা,	
existing,	এক্সিস্টিং,	এক্সিসটিং,	
literacy,	লিটারেসি,	লিটারেসি,	
laaisensh,	লাইসেন্শ,	লাইসেন্স,	
poste,	পোস্টে,	পোস্টে,	
plato,	প্ল্যাটো,	প্লেটো,	
konnoder,	কন্যদের,	কন্যদের,	
abosare,	অবসারে,	অবসরে,	
gandhikey,	গা্ধীকে,	গান্ধীকে,	
patishapta,	পতিশাপ্ত,	পাটিসাপটা,	
donat,	ডোনাট,	ডোনাট,	
baipash,	বাইপাশ,	বাইপাস,	
rudiger,	রুডিগের,	রুদিগের,	
detik,	ডেটিক,	দেতিক,	
bohorompurer,	বহরমপুরের,	বহরমপুরের,	
bibadey,	বিবাদে,	বিবাদে,	
nachar,	নাচার,	নাচার,	
porishongkhanbid,	পরিষ্ংখাবিন,	পরিসংখ্যানবিদ,	
aakaabaar,	আকাবার,	আকাবার,	
sheekar,	শিকার,	শিকার,	
mumtaz,	মুমতাজ,	মুমতাজ,	
pothnirdeshona,	পথ্নির্দেশনা,	পথনির্দেশনা,	
shrabostee,	শ্রাবস্তি,	শ্রাবস্তী,	
carlo,	কার্লো,	কার্লো,	
nirikho,	নিরিখো,	নিরিখ,	
drishyer,	দৃষ্যের,	দৃশ্যের,	
mukhamandoler,	মুখামন্ডলের,	মুখমণ্ডলের,	
telakucha,	তেলাকুচা,	তেলাকুচা,	
gudamjat,	গুদাজাত,	গুদামজাত,	
jemy,	জেমি,	জেমি,	
baman,	বামান,	বামন,	
phiksa,	ফিকসা,	ফিক্স,	
zibonnogor,	জীবন্গগর,	জীবননগর,	
wictor,	উইকটটর,	ভিক্টর,	
phood,	ফুড,	ফুড,	
tateo,	তাতেও,	তাতেও,	
postac,	পোস্টাক,	পোস্টকে,	
pakhtunistan,	পাখতুনিস্তান,	পাখতুনিস্তান,	
udvabani,	উদ্ভবানী,	উদ্ভাবনী,	
prakalpagulor,	প্রকল্পগুলোর,	প্রকল্পগুলোর,	
prothakey,	প্রথাকে,	প্রথাকে,	
poriharsoho,	পরিহারসহ,	পরিহারসহ,	
fibergulote,	ফাবারগুলোতে,	ফাইবারগুলোতে,	
anchalei,	অঞ্চলেই,	অঞ্চলেই,	
konflict,	কনফ্লিক্ট,	কনফ্লিক্ট,	
nothivuktir,	নথিভুক্তির,	নথিভুক্তির,	
sexperter,	সেক্সপার্টের,	সেক্সপার্টের,	
hastantar,	হস্তান্তর,	হস্তান্তর,	
dwibidho,	দ্বিবিধো,	দ্বিবিধ,	
liceensee,	লিসেন্সি,	লাইসেন্স,	
dinar,	দিনার,	ডিনার,	
vezano,	ভেজানো,	ভেজানো,	
chhooteer,	ছুটির,	ছুটির,	
nothivookta,	নথিভুক্তা,	নথিভুক্ত,	
shaahaabiike,	শাহাবিইকে,	সাহাবীকে,	
toroonra,	তোরনরা,	তরুণরা,	
batom,	বাতম,	বাটম,	
jubokti,	যুবকটি,	যুবকটি,	
arthanitike,	অর্থানীতিকে,	অর্থনীতিকে,	
protul,	প্রতুল,	প্রতুল,	
durtomo,	দূর্তমো,	দূরতম,	
nirmankarmisaha,	নির্মণকৃমসহ,	নির্মাণকর্মীসহ,	
tetela,	টেতেলা,	টাইটেল,	
songkulan,	সংকুলান,	সংকুলান,	
saraiki,	সারাইকি,	সরাইকি,	
dola,	দোলা,	দলা,	
kayartara,	কায়ারটার,	কোয়ার্টার,	
dhrubaker,	ধ্রুবাকের,	ধ্রুবকের,	
phutbolarder,	ফুটবলরদের,	ফুটবলারদের,	
baarnish,	বার্নিশ,	বার্নিশ,	
anandamahale,	আনন্দমহলে,	আনন্দমহলে,	
