bhenasha,	ভেনাশা,	ভেনাস,	
chhotogolper,	ছোটগল্পের,	ছোটগল্পের,	
ekjoge,	একযোগে,	একযোগে,	
udbhaboni,	উদ্ভাবনী,	উদ্ভাবনী,	
ase,	এসে,	আসে,	
sahinsatar,	সহিনসতার,	সহিংসতার,	
rakhtokkharone,	রাখতককরণে,	রক্তক্ষরণে,	
niketaner,	নিকেতানের,	নিকেতনের,	
licensin,	লাইসেনসিন,	লাইসেন্সিং,	
nibondhocheler,	নিবন্ধচেলের,	নিবন্ধছেলের,	
sthapanagulor,	স্থাপানগুলোর,	স্থাপনাগুলোর,	
suparahiro,	সুপারাহিরো,	সুপারহিরো,	
saqara,	সাকারা,	সকার,	
jommu,	জম্মু,	জম্মু,	
bapio,	বাপিও,	বাপিও,	
yanqee,	যানকি,	ইয়াংকি,	
ponjikar,	পঞ্জিকার,	পঞ্জিকার,	
asif,	আসিফ,	আসিফ,	
ganochin,	গণছচন,	গণচীন,	
sthapona,	স্থাপনা,	স্থাপনা,	
chamski,	চ্মাস্কি,	চমস্কি,	
bodna,	বদনা,	বদনা,	
sqalastiqa,	স্কললস্টিকা,	স্কলাস্টিক,	
gitikobita,	গীতিকবিতা,	গীতিকবিতা,	
adhyattikota,	আধ্যাত্মিকতা,	আধ্যাত্মিকতা,	
bhimsen,	ভীমসেন,	ভীমসেন,	
chilahatee,	চিলাহাটি,	চিলাহাটি,	
darji,	দার্জি,	দরজি,	
bolechile,	বলেছিলে,	বলেছিলে,	
karadandey,	কারাদান্দে,	কারাদণ্ডে,	
nirgamon,	নির্গামন,	নির্গমন,	
jothon,	যথন,	যথন,	
tirmijii,	তির্মিজিই,	তিরমিজি,	
akeeb,	আকীব,	আকিব,	
harees,	হারেস,	হ্যারিস,	
noditei,	নদীতেই,	নদীতেই,	
mozlis,	মজলিস,	মজলিশ,	
ghoshito,	ঘোষিত,	ঘোষিত,	
licensedhari,	লাইসেন্সধারী,	লাইসেন্সধারী,	
heepatitis,	হেপাটিটিস,	হেপাটাইটিস,	
soketgulor,	সোকেটগুলোর,	সকেটগুলোর,	
vushi,	ভুষি,	ভুষি,	
bahjya,	বাহ্যা,	বাহ্য,	
krusher,	ক্রুশের,	ক্রুশের,	
suisharke,	সুইশারকে,	সুইশারকে,	
liaodong,	লিয়াডোং,	লিয়াওদং,	
tuleche,	তুলেছে,	তুলেছে,	
vangley,	ভ্যাঙলে,	ভাঙলে,	
obosore,	অবসরে,	অবসরে,	
katateo,	কাটাতেও,	কাটাতেও,	
vezano,	ভেজানো,	ভেজানো,	
mukhomondoler,	মুখোনন্ডলের,	মুখমণ্ডলের,	
shashtra,	শাস্ত্রা,	শাস্ত্র,	
sepha,	সেফা,	শেফ,	
osamarik,	ওসামারিক,	অসামরিক,	
spredashita,	স্প্রেডশাসিতা,	স্প্রেডশীট,	
lambaate,	লম্ববেট,	লম্বাটে,	
kayed,	কায়েদ,	কায়েদ,	
rohinibabu,	রোহিনীবাবু,	রোহিনীবাবু,	
roopdan,	রূপডান,	রুপদান,	
nikate,	নিকাতে,	নিকটে,	
proboleme,	প্রবলেমে,	প্রবলেমে,	
hadisti,	হাদিস্তি,	হাদিসটি,	
dhyana,	ধ্যানা,	ধ্যান,	
dovaar,	ডোভায়ার,	ডোভার,	
kottar,	কোত্তার,	কট্টর,	
daayitto,	দায়িত্ব,	দায়িত্ব,	
chhintayikari,	ছিন্তায়কারী,	ছিনতাইকারী,	
nothivuktir,	নথিভুক্তির,	নথিভুক্তির,	
khanabale,	খানাবালে,	খানাবলে,	
devolapar,	দেবলাপার,	ডেভলপার,	
hizriite,	হিজরিতে,	হিজরীতে,	
sahab,	সাহাব,	সাহাব,	
cholochchitrer,	চলচ্চিত্রের,	চলচ্চিত্রের,	
gondhe,	গন্ধে,	গন্ধে,	
mulbhitti,	মূলভিত্তি,	মূলভিত্তি,	
shikshakrom,	শিক্ষাক্রম,	শিক্ষাক্রম,	
paab,	পবব,	পাব,	
aakik,	আকিক,	আকিক,	
joubanbatee,	যৌবনবাতি,	যৌবনবতী,	
footbalarra,	ফুটবলারা,	ফুটবলাররা,	
dakshinangsho,	দক্ষিণাংশ,	দক্ষিণাংশ,	
fatkabazare,	ফাটকাবাজারে,	ফাটকাবাজারে,	
bade,	বাদে,	বাদে,	
churger,	চার্গের,	চার্জের,	
obdee,	অবদে,	অব্দি,	
laicenshe,	লাইসেন্স,	লাইসেন্স,	
orthobochorke,	অর্থবছরকে,	অর্থবছরকে,	
qaro,	কারো,	কারো,	
oitijje,	ঐতিহ্যে,	ঐতিহ্যে,	
kanar,	কানার,	কণার,	
aabarte,	আবার্তে,	আবর্তে,	
kaferderke,	কাফারদেরকে,	কাফেরদেরকে,	
siitei,	সিটেই,	শীতেই,	
bipajjanak,	বিপজ্জননক,	বিপজ্জনক,	
oitijjo,	ঐতিহ্য্য,	ঐতিহ্য,	
vortuki,	ভর্তুকি,	ভর্তুকি,	
upacharjo,	উপাচার্য,	উপাচার্য,	
gobeshonar,	গবেষণার,	গবেষনার,	
gabhaskaar,	গভাসকর,	গাভাস্কার,	
taderek,	তাদেরেক,	তাদেরেক,	
mardud,	মারদদদ,	মরদুদ,	
dalnata,	দলনতা,	ডালনাটা,	
padee,	পাড়ি,	পাড়ে,	
chapal,	চাপাল,	চপল,	
ponchashjon,	পঞ্চাশ্যন,	পঞ্চাশজন,	
enjineers,	ইঞ্জিনিয়ারস,	ইঞ্জিনিয়ার্স,	
fasir,	ফাসির,	ফাসীর,	
shomostigoto,	সমস্তিগত,	সমষ্টিগত,	
shikhbe,	শিখবে,	শিখবে,	
urey,	ইউরেই,	ইউরি,	
sombhobonao,	সম্ভবনাও,	সম্ভবনাও,	
survative,	সুরভাটিভ,	সারভেটিভ,	
sampadoner,	সম্পাদনের,	সম্পাদনের,	
adhikartai,	অধিকর্তই,	অধিকর্তাই,	
platform,	প্ল্যাটফর্ম,	প্লাটফর্ম,	
hank,	হ্যাংক,	হাঙ্ক,	
skirt,	স্ক্রিট,	স্কার্ট,	
gratha,	গ্রাথা,	গ্রোথ,	
hastamathun,	হস্তমথুন,	হস্তমথুন,	
torikher,	তরিখের,	তরিখের,	
mandope,	ম্যান্ডপে,	মন্ডপে,	
digri,	দিগ্রি,	ডিগ্রি,	
satarka,	সতর্ক,	সতর্ক,	
elakayi,	এলাকায়ি,	এলাকাই,	
procharjontrogulo,	প্রচারযন্ত্রগুলো,	প্রচারযন্ত্রগুলো,	
grambaaseeder,	গ্রামবাসীদের,	গ্রামবাসীদের,	
planey,	প্ল্যানে,	প্লেনে,	
dikpal,	দিকপাল,	দিকপাল,	
difinision,	ডিফিনিশন,	ডেফিনেশন,	
beshirbhaagei,	বেশীরভাগেই,	বেশিরভাগেই,	
rajshri,	রাজশ্রী,	রাজশ্রী,	
nagorikke,	নাগরিককে,	নাগরিককে,	
flux,	ফ্লাক্স,	ফ্লাস্ক,	
maailkhanek,	মাইলখানেক,	মাইলখানেক,	
lutharen,	লুথারেন,	লুথেরান,	
nimitte,	নিমিত্তে,	নিমিত্তে,	
dhhaloor,	ঢালোর,	ঢালুর,	
bonorajite,	বনরাজিতে,	বনরাজিতে,	
bitertrate,	বিতারট্রাতে,	বাইটারট্রেট,	
sangbadmadhyome,	সংবাদমধ্যমে,	সংবাদমাধ্যমে,	
steeit,	স্টিট,	স্টেইট,	
holdim,	হোল্ডিং,	হোল্ডিং,	
prangulo,	প্রাণগুলো,	প্রানগুলো,	
ucchosito,	উচ্চসিত,	উচ্ছসিত,	
siropa,	সিরোপা,	শিরোপা,	
udbhaboney,	উদ্ভাবনে,	উদ্ভাবনে,	
abhidhaanick,	অভিধানিক,	অভিধানিক,	
shroddhabihin,	শ্রদ্ধাবিহীন,	শ্রদ্ধাবিহীন,	
ponera,	পনেরা,	পনের,	
bbiswasho,	বিবিস্বাসহ,	বিশ্বাসও,	
ebhara,	এভারা,	এভার,	
torutoler,	তরুতলের,	তরুতলের,	
jonoikaa,	জনৈকা,	জনৈকা,	
licenshe,	লাইসেন্স,	লাইসেন্স,	
ujbekistaner,	উজ্বেকিস্তানের,	উজবেকিস্তানের,	
zeebonto,	জীবন্ত,	জীবন্ত,	
shikh,	শিখ,	শিখ,	
phutanta,	ফুটান্টা,	ফুটন্ত,	
shektore,	শেক্তরে,	সেক্টরে,	
lyaanding,	ল্যান্ডিং,	ল্যান্ডিং,	
tatey,	তাতে,	তাতে,	
shasheja,	শাসেজা,	সসেজ,	
bajhyo,	বাঝ্য,	বাহ্য,	
nosihote,	নসীহতে,	নসিহতে,	
moushum,	মৌশুম,	মৌসুম,	
gaaddafee,	গাড়দাফী,	গাদ্দাফী,	
rajtantro,	রাজতন্ত্র,	রাজতন্ত্র,	
chorban,	চোরবান,	চর্বন,	
naazee,	নাজি,	নাত্সি,	
gabhaaskar,	গভাবকরের,	গাভাস্কার,	
fand,	ফ্যান্ড,	ফান্ড,	
sangbadmadhyamgulote,	সংবাদমাধ্যমগুলোতে,	সংবাদমাধ্যমগুলোতে,	
gajano,	গজনো,	গজানো,	
gonohotyakey,	গণহত্যাকে,	গণহত্যাকে,	
bhorkendra,	ভোরকেন্দ্রের,	ভরকেন্দ্র,	
dakteekiter,	ডাক্তিটিকের,	ডাকটিকিটের,	
byatari,	ব্যাটারি,	ব্যাটারী,	
domonmulok,	দমনমূলক,	দমনমূলক,	
drishyogulotey,	দৃশ্যগুলোতে,	দৃশ্যগুলোতে,	
forma,	ফোর্মা,	ফর্মা,	
daltagi,	ডালতাগী,	দলত্যাগী,	
hosney,	হোসনে,	হোসনে,	
bhujangta,	ভুজাঙ্গা,	ভুজঙ্গটা,	
groundta,	গ্রুন্ডটা,	গ্রাউন্ডটা,	
pravura,	প্রভুরা,	প্রভুরা,	
amar,	আমার,	আমর,	
aamor,	আমর,	আমর,	
songkolonti,	সংকল্নটি,	সংকলনটি,	
horeepur,	হরিপুর,	হরিপুর,	
avinetar,	অভিনেতার,	অভিনেতার,	
soceitytey,	সোকেটিতে,	সোসাইটিতে,	
cocaine,	কোকেইন,	কোকেইন,	
roopdaan,	রূপডান,	রুপদান,	
promodwara,	প্রমোদ্বারা,	প্রমদ্বারা,	
seoul,	সিওল,	সোল,	
poriharsoho,	পরিহারসহ,	পরিহারসহ,	
shekarmani,	শেকরনমি,	শেকরমানি,	
syfy,	সিফি,	সাইফাই,	
cholochchitratike,	চলচ্চিত্রাটিকে,	চলচ্চিত্রটিকে,	
foolkopi,	ফুলকোপি,	ফুলকপি,	
abhidhaaneeck,	অভিধানেকিক,	অভিধানিক,	
liedtke,	লিডডটকে,	লইডটক,	
surakarder,	সুরকরদের,	সুরকারদের,	
brindabane,	বৃন্দাবনে,	বৃন্দাবনে,	
geographics,	জিওগ্রাফিক্স,	জিওগ্রাফিকস,	
antennal,	অ্যান্টেনা,	অ্যান্টেনাল,	
heze,	হেজে,	হেজ,	
seekkharthirao,	সিক্ষার্থীরাও,	শিক্ষার্থীরাও,	
hitokor,	হিতোকোর,	হিতকর,	
teksuser,	টেকসুসের,	টেক্সাসের,	
dakten,	ডাকতেন,	ডাকতেন,	
gaphiloti,	গফফিলটি,	গাফিলতি,	
karaponner,	কারাপন্নের,	কারাপণ্যের,	
cheekitsar,	চিকিৎসার,	চিকিত্সার,	
glanio,	গ্লানিও,	গ্লানিও,	
pohnpeic,	পোভনেপিক,	ফোনপেইক,	
fishing,	ফিশিং,	ফিসিং,	
ragei,	রাগেই,	রাগেই,	
golimodhye,	গোিমধ্যে,	গলিমধ্যে,	
bikretaara,	বিক্রেতারা,	বিক্রেতারা,	
yuro,	যুরো,	ইউরো,	
kani,	কানি,	কানি,	
asaciates,	অ্যাসাইটেস,	এসোসিয়েটস,	
duryogamoyee,	দুর্যোগময়ী,	দুর্যোগময়ী,	
fotanor,	ফোটানোর,	ফোটানোর,	
mile,	মিলে,	মিলে,	
rajdhani,	রাজধানী,	রাজধানি,	
bhabaaponno,	ভাবাপন্ন,	ভাবাপন্ন,	
supreetira,	সুপ্রীটিরা,	সুপ্রীতিরা,	
streegon,	স্ত্রীগন,	স্ত্রীগণ,	
avidur,	আভিদুর,	আভিদুর,	
directorete,	ডিরেক্টরেত,	ডিরেক্টরেট,	
themekey,	থেমেকে,	থিমকে,	
