ganaparibahan,	গণপরিবহহ,	গণপরিবহন,	
pratijogitamulak,	প্রতিযোগিতামূলক,	প্রতিযোগীতামূলক,	
qonflict,	কনফ্লিক্ট,	কনফ্লিক্ট,	
mulvitti,	মুলভিত্তি,	মূলভিত্তি,	
vittimul,	ভিত্তিমূল,	ভিত্তিমূল,	
vobobibhuti,	ভববিভূটি,	ভববিভূতি,	
lambi,	ল্যাম্বি,	লম্বি,	
bandhano,	বানধানো,	বাঁধানো,	
moshzidtike,	মস্ষিদটিকে,	মসজিদটিকে,	
kartona,	করততো,	করতনা,	
byan,	ব্যান,	ব্যাং,	
harasta,	হারাস্তা,	হারাস্তা,	
modyer,	মদদায়ার,	মদ্যের,	
transhapharma,	ট্রান্সফার্মা,	ট্রান্সফর্ম,	
hool,	হুল,	হুল,	
ekghare,	একঘরে,	একঘরে,	
lyaataa,	লাটা,	ল্যাটা,	
daraider,	দরাইদের,	দরাইদের,	
niemond,	নিইমন্ড,	নিমন্ড,	
chhintayikari,	ছিন্তায়কারী,	ছিনতাইকারী,	
elakai,	এলাকাই,	এলাকাই,	
mujuru,	মুজুরু,	মুজুরু,	
pet,	পেট,	পেত,	
lutharen,	লুথারেন,	লুথেরান,	
elaaka,	এলাকা,	এলাকা,	
mooney,	মুনি,	মুনে,	
monchosthol,	মঞ্চস্থল,	মঞ্চস্থল,	
ekbakke,	একবাককে,	একবাক্যে,	
khitkar,	খিতকার,	ক্ষিতকর,	
humira,	হুমিরা,	হুমিরা,	
mukherjee,	মুখের্জী,	মুখার্জী,	
jonoshongjog,	জনশঙ্গগ,	জনসংযোগ,	
dekaner,	দেকানের,	দেকানের,	
oyebjin,	ওয়েবজিন,	ওয়েবজিন,	
temone,	তেমনে,	তেমনই,	
geejeeteeda,	গিজেটিড,	গেজেটেড,	
aflatoxin,	আফ্লাটক্সিন,	আ্যফ্ল্যাটক্সিন,	
carlo,	কার্লো,	কার্লো,	
shem,	শেম,	সেম,	
tanu,	তনু,	তনু,	
balokarak,	বালোকারক,	বলকারক,	
ramnathbabur,	রামনাথবাবুর,	রামনাথবাবুর,	
peerry,	পিরি,	পেরি,	
adhyatmikata,	আধ্যাতমিকতা,	আধ্যাত্মিকতা,	
russad,	রুসাদ,	রুশদ,	
sambhabonao,	সম্ভাবনাও,	সম্ভবনাও,	
fasi,	ফাসি,	ফাঁসী,	
proshadhoner,	প্রশাধনের,	প্রসাধনের,	
kormopontha,	কর্মপন্থা,	কর্মপন্থা,	
aabarte,	আবারতে,	আবর্তে,	
tirmijii,	তিরমিজী,	তিরমিজি,	
soundarja,	সৌন্দর্য,	সৌর্ন্দয্য,	
drabyatah,	দ্রব্যাহ,	দ্রব্যতঃ,	
dhangsantup,	ধ্বংসাতূপ,	ধ্বংসন্তুপ,	
chhutochhooti,	ছুটোচুটি,	ছুটোছুটি,	
shatoke,	শতকে,	শতকে,	
adhunikkale,	আধুনিককালে,	আধুনিককালে,	
prabhritite,	প্রভৃতিতে,	প্রভৃতিতে,	
mausumeo,	মাসুমেও,	মৌসুমেও,	
dwibidho,	দ্বিবিধ,	দ্বিবিধ,	
flux,	ফ্লাক্স,	ফ্লাস্ক,	
alpa,	অল্পা,	অল্প,	
opohoron,	অপহরণ,	অপহরন,	
shashtra,	শা্ত্রা,	শাস্ত্র,	
prithibir,	পৃথিবীর,	পৃথবীর,	
hoonayin,	হুনাইয়িন,	হুনাইন,	
pachchi,	পাচ্ছি,	পাচ্ছি,	
mangoleek,	মঙ্গলিক,	মাঙ্গলিক,	
dokaanei,	দোকানেই,	দোকানেই,	
quota,	কোয়াটা,	কোটা,	
rajbondir,	রাজবন্দির,	রাজবন্দীর,	
huqa,	হুকা,	হুক,	
mukhmondole,	মুখমন্ডলে,	মুখমণ্ডলে,	
anusvara,	অনুশ্বর,	অনুস্বার,	
asovyo,	আসোভ্য,	অসভ্য,	
sainyader,	সৈন্যাদের,	সৈন্যদের,	
mahakabi,	মহাকাবী,	মহাকবি,	
kosambir,	কোসম্বীর,	কোসাম্বীর,	
riphleksa,	রিফ্লেক্সা,	রিফ্লেক্স,	
kaamij,	কামিজ,	কামিজ,	
huka,	হুকা,	হুক,	
proshikkhane,	প্রশিক্ষণে,	প্রশিক্ষণে,	
dito,	ডিটো,	দিতো,	
granada,	গ্র্নাডা,	গ্র্যানাডা,	
meshmeshya,	মেশমেষ্য,	মেশহমেশহিইয়া,	
ooporoshtho,	ঔপর্ষ্য,	উপরস্থ,	
baharamporer,	বাহারামপরের,	বহরমপুরের,	
hupile,	হুপিলে,	হুপিলে,	
firalem,	ফিরালেম,	ফিরালেম,	
ashanka,	আশাঙ্কা,	আশংকা,	
beetloser,	বিটলসের,	বিটলসের,	
billaho,	বিল্লাহো,	বিল্লাহ,	
gabeshonar,	গবেষণার,	গবেষনার,	
reejideencee,	রেজিডিন্সে,	রেসিডেন্স,	
elaakaati,	এলাকাটি,	এলাকাটি,	
amarika,	আমারিকা,	আমেরিকা,	
sazanor,	সাজানোর,	সাজানোর,	
dara,	ডারা,	দারা,	
pradoshik,	প্রদোশিক,	প্রাদশিক,	
nothibhukto,	নথিভুক্ত,	নথিভুক্ত,	
edseler,	এ্ডসেলের,	এডসেলের,	
bandi,	বান্দি,	বন্দী,	
dijmarescu,	দিজমারেক্রু,	দিজমার্সাকু,	
korkotkraantee,	কর্কতকর্নটি,	কর্কটক্রান্তি,	
nabbata,	নব্বাতা,	নাব্যতা,	
ekla,	একলা,	একলা,	
puding,	পুডিং,	পুডিং,	
suri,	সুরি,	সুরি,	
dipgulote,	ডিপগুলোতে,	দ্বীপগুলোতে,	
dajjha,	দাজ্া,	দাহ্য,	
prokolpogulikei,	প্রকল্পগুলিকেই,	প্রকল্পগুলিকেই,	
jhonkar,	ঝোঁকার,	ঝঙ্কার,	
habshi,	হাবশি,	হাবশী,	
carlos,	কার্লো,	কার্লোস,	
segular,	সেগুলার,	সেগুলোর,	
shulfate,	শুলফাতে,	সালফেট,	
jonosomaj,	জনসমাজ,	জনসমাজ,	
nirdesika,	নির্দেসিকা,	নির্দেশিকা,	
dakope,	ডাকোপ,	দাকোপ,	
aniyantrita,	অনিযন্ত্রিত,	অনিয়ন্ত্রিত,	
afrazuler,	আফ্রাজুলের,	আফরাজুলের,	
lyandim,	ল্যান্ডমি,	ল্যান্ডিং,	
shapad,	শাপাদ,	শ্বাপদ,	
orbi,	অরবি,	ওরবি,	
jomjamat,	জোমজামাত,	জমজমাট,	
amburi,	আম্বুরি,	আম্বুরি,	
batistambhatike,	বতিস্তমমাাীকে,	বাতিস্তম্ভটিকে,	
seconder,	সেকন্ডার,	সেকেন্ডের,	
logotype,	লোোটিপে,	লোগোটাইপ,	
promodwara,	প্রমোদ্বারা,	প্রমদ্বারা,	
mutar,	মুতার,	মুতার,	
sipa,	সিপা,	শিপ,	
poripaker,	পরিপাকের,	পরিপাকের,	
daaktikit,	ডাকটিকিট,	ডাকটিকিট,	
samratra,	সম্রত্র,	সম্রাটরা,	
mitroder,	মিত্রদের,	মিত্রদের,	
shrichaitanyadev,	শ্রীচৈতান্যদব,	শ্রীচৈতন্যদেব,	
dristiheen,	দৃষ্টিহীন,	দৃষ্টিহীন,	
anchalei,	আঞ্চলেই,	অঞ্চলেই,	
cena,	সেনা,	সিনা,	
gazipur,	গজজিপুর,	গাজিপুর,	
maailey,	মাইলে,	মাইলে,	
karmosansthan,	কর্মসাস্থান,	কর্মসংস্থান,	
bagicha,	বাগিচা,	বাগিচা,	
informetion,	ইনফরমেশন,	ইনফরমেশন,	
jinsa,	জিনসা,	জিন্স,	
muhuriganj,	মুহুরীগঞ্জ,	মুহুরীগঞ্জ,	
dhanak,	ধনক,	ধানক,	
karaponner,	কারাপন্নের,	কারাপণ্যের,	
aranyani,	অরণ্যানি,	অরণ্যানী,	
ashirbadatri,	আশির্বাদর্রী,	আশীর্বাদাত্রী,	
booksar,	বুকসার,	বুক্সার,	
jeher,	জেহের,	জেহের,	
obosorer,	অবসরের,	অবসরের,	
salafeta,	সালাফেটা,	সালফেট,	
laaisens,	লাইসেন্স,	লাইসেন্স,	
songasthatir,	সং্গস্থাটির,	সংস্থাটির,	
saver,	সাভার,	সেভার,	
gaphiloti,	গাফিলতি,	গাফিলতি,	
magar,	মাগার,	মাগার,	
joumana,	জোমানা,	জুমানা,	
horeepur,	হরিপুর,	হরিপুর,	
lishenshe,	লিশেন্স,	লাইসেন্স,	
philipiner,	ফিলিপিনের,	ফিলিপাইনের,	
mukhabandha,	মুখবন্ধ,	মুখবন্ধ,	
said,	সাইদ,	সাইদ,	
plasse,	প্লাসে,	প্লাসে,	
provur,	প্রভুর,	প্রভুর,	
ekoirokom,	একৈরকম,	একইরকম,	
booponer,	বুপনের,	বপনের,	
taffsherer,	তফভেরের,	তাফসীরের,	
teunar,	টেউনার,	টিউনার,	
himsrot,	হিমস্রোট,	হিমস্রোত,	
marathi,	মারাঠি,	মরাঠি,	
musalmanderke,	মুসলমান্দরকে,	মুসলমানদেরকে,	
karmake,	কারমাকে,	কর্মকে,	
avidur,	আভিদুর,	আভিদুর,	
protijogitamulok,	প্রতিযোগিতামূলক,	প্রতিযোগীতামূলক,	
chhuti,	ছুটি,	ছুটি,	
oxfordey,	অক্সফ্রে,	অক্সফোর্ডে,	
timoothi,	তিমুথি,	টিমোথি,	
bossoben,	বস্ববেন,	বসবেন,	
kajangale,	কাজংগালে,	কজঙ্গলে,	
habathu,	হাথাথু,	হাবাথু,	
uponishad,	উপনিশাদ,	উপনিষদ,	
duryogamoyee,	দুর্যোগামী,	দুর্যোগময়ী,	
khuliechilam,	খুলিয়েছিলাম,	খুলিয়েছিলাম,	
barrageke,	বারাজেকে,	ব্যারেজকে,	
toufiq,	তৌফিক,	তৌফিক,	
satan,	সাতান,	শয়তান,	
malinga,	মালিঙ্গা,	মালিংগা,	
onchalti,	অঞ্চলটি,	অঞ্চলটি,	
dharavassokar,	ধারাবাস্কার,	ধারাভাষ্যকার,	
sahab,	সাহাব,	সাহাব,	
dhalur,	ধালুর,	ঢালুর,	
deeares,	ডিয়ারস,	ডিআরএস,	
achintopurer,	অচিন্তপুরের,	অচিন্তপুরের,	
guzon,	গুজোন,	গুজব,	
motabolombira,	মতাবলম্বীরা,	মতাবলম্বীরা,	
grooth,	গ্রোথ,	গ্রোথ,	
chalochchitraeeo,	চলচ্চিত্রীয়,	চলচ্চিত্রেও,	
evereste,	এভারসেস্টে,	এভারেস্টে,	
qyantana,	ক্যান্ানা,	ক্যান্টন,	
shhikara,	শিকারা,	শিকার,	
daqten,	ডাকটেন,	ডাকতেন,	
shrabosty,	শ্রাযাশ্টটি,	শ্রাবস্তী,	
muchi,	মুচি,	মুচি,	
proshtotto,	প্রশ্তত্ত,	প্রস্ত্তত,	
nilkuthir,	নীলকুঠির,	নীলকুঠির,	
jaaygata,	জায়গাতা,	জায়গাটা,	
palashir,	পালাশির,	পলাশীর,	
joubankal,	যৌবনকাল,	যৌবনকাল,	
bhenkates,	ভেঙকাটেস,	ভেঙ্কটেশ,	
amanisa,	আমানিসা,	অমানিশা,	
toching,	টোচিং,	টোচিং,	
husni,	হুসনি,	হুসনি,	
zommu,	জোম্মু,	জম্মু,	
tigre,	টিগরে,	টাইগার,	
coons,	কিংস,	কুনস,	
sharansthal,	শারস্থল,	শরণস্থল,	
tigmanshu,	তিজমানশু,	তিগমংশু,	
doorotomo,	দূরতম,	দূরতম,	
dweepgoolotey,	ড্বিপগোতে,	দ্বীপগুলোতে,	
qanasarabheshana,	কনসরাশেশন,	কনসারভেশন,	
katbe,	কাটবে,	কাটবে,	
saqara,	সাকারা,	সকার,	
bhangchur,	ভাংচুর,	ভাংচুর,	
lutharan,	লুথার,	লুথেরান,	
prakar,	প্রাকর,	প্রকার,	
thakeni,	থাকেনি,	থাকেনি,	
baaik,	বাইক,	বাইক,	
orhan,	ওরহান,	ওরহান,	
siima,	সিমা,	সীমা,	
arthanitike,	অর্থনীতিকে,	অর্থনীতিকে,	
yanqee,	জ্যাংকি,	ইয়াংকি,	
barack,	ব্যারাক,	বারাক,	
