papri,	পাপ্রি,	পাপরি,	
deambakriti,	ডিম্বাকৃতি,	ডিম্বাকৃতি,	
juboksoho,	যুবকসহ,	যুবকসহ,	
khanankaj,	খানকাজ,	খননকাজ,	
bhandare,	ভান্ডারে,	ভাণ্ডারে,	
muphti,	মুফটি,	মুফতি,	
taioyana,	টাইয়ান,	তাইওয়ান,	
sow,	সও,	শো,	
taler,	তলের,	তালের,	
jacqsan,	জাকসন,	জ্যাকসন,	
dhojovongo,	ধজভঙ্গ,	ধ্বজভঙ্গ,	
sanbadmadhyamer,	সংবাবমধ্যমের,	সংবাদমাধ্যমের,	
donut,	উনুট,	ডোনাট,	
homser,	হোমসের,	হোমসের,	
songbadmadhyomgulote,	সংবাবমধ্মমূলে,	সংবাদমাধ্যমগুলোতে,	
langhoner,	লঙ্ঘনের,	লংঘনের,	
nuton,	নতুন,	নূতন,	
celinar,	সেলিনার,	সেলিনার,	
townshhip,	তাউশিপ,	টাউনশিপ,	
bajite,	বাজিতে,	বাজিতে,	
panchashjan,	পঞ্চাজ্ন,	পঞ্চাশজন,	
sulfatee,	সালফাইট,	সালফেট,	
trayte,	ট্রাইট,	ট্রেতে,	
gudamjaato,	গুদাম্যাত,	গুদামজাত,	
faster,	ফাস্টের,	ফস্টার,	
baysharkarikarone,	বেসরকারিকরণ,	বেসরকারিকরণ,	
kormokandeo,	কর্মকান্ডে,	কর্মকাণ্ডেও,	
harbor,	হরর্বর,	হারবার,	
mosjidkey,	মুসিদকে,	মসজিদকে,	
moushumer,	মৌশমের,	মৌসুমের,	
soinyoder,	সৈন্যদের,	সৈন্যদের,	
asiph,	আসিফ,	আসিফ,	
teennis,	টিনিস,	টেনিস,	
haridwar,	হরিদ্বার,	হরিদ্বার,	
bhromonkaale,	ভ্রমণকালে,	ভ্রমণকালে,	
bronzer,	ব্রঞ্জের,	ব্রোঞ্জের,	
muhit,	মুহিত,	মুহিত,	
shhcholashtik,	স্চালশস্তিক,	স্কলাস্টিক,	
konfleekt,	কনফেলক্ট,	কনফ্লিক্ট,	
anektayi,	অনেকটিই,	অনেকটাই,	
flag,	ফ্লেজ,	ফ্লাগ,	
jins,	জিন্স,	জিন্স,	
ganachin,	গানাছিন,	গণচীন,	
abheedhaanick,	অভিধানিক,	অভিধানিক,	
asamonjoshopurno,	অসমানসনপূর্ণ,	অসামঞ্জস্যপূর্ণ,	
mukhomandaley,	মুখমন্ডলে,	মুখমণ্ডলে,	
daqop,	ডাক,	দাকোপ,	
konaa,	কোনা,	কোনা,	
embaed,	এমবাইড,	এম্বেড,	
euqalyptus,	ইউকললিপ্টাস,	ইউক্যালিপ্টাস,	
lutheereen,	লুঠিরেন,	লুথেরান,	
byaboharkareeke,	ব্যবহারকারীকে,	ব্যবহারকারীকে,	
narikei,	নারীকেই,	নারীকেই,	
durotamo,	দূরতম,	দূরতম,	
selina,	সেলিন,	সেলিনা,	
dhhaabi,	ঢাবি,	ঢাবি,	
shomser,	সমসের,	সমশের,	
olympik,	অলিম্পিক,	অলিম্পিক,	
uponeeshoder,	উপনিষদের,	উপনিষদের,	
cho,	চো,	ছোঁ,	
alexandarkey,	আলেকান্ডারকে,	আলেকজান্ডারকে,	
juktorashtrer,	যুক্তরাস্ট্রের,	যুক্তরাষ্ট্রের,	
bikretader,	বিক্রেতাদের,	বিক্রেতাদের,	
rajballav,	রাজবল্লা,	রাজবল্লভ,	
mukhomondol,	মুখমন্ডল,	মুখমণ্ডল,	
ballroom,	বালরুম,	বলরুম,	
laaiseensh,	লাইনেস,	লাইসেন্স,	
chiraharit,	চিরহরিত,	চিরহরিৎ,	
chutite,	ছুটিতে,	ছুটিতে,	
ashanka,	আসঙ্ক,	আশংকা,	
torkarir,	তরকারীর,	তরকারীর,	
post,	পোস্ট,	পোষ্ট,	
sobrokomer,	সব্রকমের,	সবরকমের,	
gronthoti,	গ্রন্থটি,	গ্রন্থটি,	
sbajaner,	স্বজনের,	স্বজনের,	
sarolyo,	সরলো,	সারল্য,	
daqten,	ডাকতেন,	ডাকতেন,	
bohubar,	বহুবার,	বহুবার,	
syutara,	স্যুতার,	শ্যুটার,	
joisttho,	জৈব্ঠ,	জ্যৈষ্ঠ,	
otorkeitey,	অোরটিকেই,	অতর্কিতে,	
ancholsomuho,	অঞ্চলসমূহ,	অঞ্চলসমূহ,	
arthoneeti,	অর্থনীটি,	অর্থনীতির,	
ancholsaha,	আঞ্চলসহ,	অঞ্চলসহ,	
ekspression,	এক্সপ্রেশন,	এক্সপ্রেশন,	
prottokkhovabe,	প্রত্যক্ষাভাবে,	প্রত্যক্ষভাবে,	
dipgulote,	দিপ্রোোো,	দ্বীপগুলোতে,	
karecha,	করেছা,	করেছ,	
dhas,	ধাস,	ধস,	
shreemoti,	শ্রীমতী,	শ্রীমতি,	
prokolpow,	প্রকলল্প,	প্রকল্পও,	
abodamaner,	অবদামনের,	অবদমনের,	
mozlishpoor,	মজলিসূপর,	মজলিশপুর,	
venise,	ভাইনিসে,	ভেনিসে,	
matrikar,	মাত্রীকার,	মাতৃকার,	
expressian,	এক্সপ্রেশন,	এক্সপ্রেশন,	
landin,	ল্যান্ডিন,	ল্যান্ডিং,	
sahochorjey,	সহচর্যে,	সাহচর্যে,	
falah,	ফলাহ,	ফালাহ,	
areek,	অরিক,	আরিক,	
ooporostho,	অপরস্থ,	উপরস্থ,	
vishnuke,	বিষ্ণুকে,	বিষ্ণুকে,	
suddeen,	সুদ্দিন,	সাডেন,	
sharther,	সার্থের,	স্বার্থের,	
meghe,	মেঘে,	মেঘে,	
ghumachhe,	ঘুমাছে,	ঘুমাচ্ছে,	
heena,	হেন,	হেনা,	
lande,	ল্যান্ডে,	ল্যান্ডে,	
shiropadhari,	শিরোপধারী,	শিরোপাধারী,	
iyaka,	ইয়াক,	ইয়াক,	
edmeeral,	এডমেরাল,	এডমিরাল,	
atwobishvashi,	অত্মবিশবাসী,	আত্মবিশ্বাসী,	
nevate,	নেওতে,	নেভাতে,	
chabir,	ছবির,	চাবির,	
teamothi,	তেমথী,	টিমোথি,	
hepatitis,	হেপাটিটিস,	হেপাটাইটিস,	
steit,	স্টেইট,	স্টেইট,	
tookrokey,	তুকরকে,	টুকরোকে,	
nagalyand,	নাগাল্যান্ড,	নাগাল্যান্ড,	
pactar,	প্যাক্টার,	পাঁচটার,	
hastantar,	হাস্তন্তর,	হস্তান্তর,	
goori,	গুরি,	গোরি,	
nadnadir,	নদ্নদীর,	নদনদীর,	
upobasee,	উপবাসী,	উপবাসী,	
ebhara,	আভার,	এভার,	
janosomaj,	জনসমাজ,	জনসমাজ,	
deil,	দেল,	ডেইল,	
lutheerana,	লুঠিরণ,	লুথেরান,	
manjurul,	মঞ্জুরুল,	মনজুরুল,	
plena,	প্লেন,	প্লেন,	
sommotir,	সম্মতির,	সম্মতির,	
astikota,	অস্তিকোতা,	আস্তিকতা,	
ghatke,	ঘটকে,	ঘাটকে,	
neutrinoo,	নেউট্রিনো,	নিউট্রিনো,	
asovo,	অসভো,	অসভ্য,	
mehonnotee,	মেহন্তী,	মেহনতি,	
shaajaanor,	সাজানোর,	সাজানোর,	
ingrejraa,	ইংরেজ্রা,	ইংরেজরা,	
masjid,	মাসিদ,	মসজিদ,	
joubanbotii,	যৌবন্ীতী,	যৌবনবতী,	
stona,	স্ট্যান,	স্টোন,	
rajtontro,	রাজতন্ত্র,	রাজতন্ত্র,	
faaser,	ফাসের,	ফাঁসের,	
probeshon,	প্রবেশন,	প্রবেশন,	
hurricanee,	হারকিনে,	হ্যারিকেন,	
ooipoka,	উপ্কা,	উইপোকা,	
nirapekkho,	নিরেপক্ষ,	নিরপেক্ষ,	
boikollyo,	বৈকল্য,	বৈকল্য,	
danab,	দানব,	দানব,	
difinishian,	ডিফিনিশন,	ডেফিনেশন,	
bongram,	বংগ্রাম,	বনগ্রাম,	
fastara,	ফাস্টার,	ফস্টার,	
janar,	জানার,	জানার,	
granthatyke,	গ্রন্থাটিকে,	গ্রন্থটিকে,	
liseens,	লিসেন্স,	লাইসেন্স,	
bhenasa,	ভেনাস,	ভেনাস,	
hizrite,	হিজরিতে,	হিজরীতে,	
chittronattokar,	চিত্রনাত্যাকার,	চিত্রনাট্যকার,	
bagdady,	বাগদাদী,	বাগদাদী,	
sommotite,	সম্মতিতে,	সম্মতিতে,	
bojhao,	বোঝাও,	বোঝাও,	
romantiqa,	রোমান্টিক,	রোমান্টিক,	
ingrejra,	ইংরেজেরা,	ইংরেজরা,	
talgaachh,	তললগাঁ,	তালগাছ,	
noitikatar,	নৈতিকতার,	নৈতিকতার,	
bage,	ব্যাগে,	বাগে,	
ceramicsh,	কেরামিক্স,	সিরামিকস,	
taunashhipa,	তানশিপ,	টাউনশিপ,	
tecnocrat,	টেকনোক্ট,	টেকনোক্র্যাট,	
saajanor,	সাজানোর,	সাজানোর,	
chaber,	ছবের,	চাবির,	
sukkha,	সুক্ষা,	সুক্ষ্ম,	
ghatol,	ঘটল,	ঘটল,	
pitth,	পিঠ,	পীঠ,	
kalkarkhana,	কালকার্ষণা,	কলকারখানা,	
jounotar,	যৌনতার,	যৌনতার,	
sibraj,	শিবরাজ,	শিবরাজ,	
karuna,	করুণা,	করুণা,	
korkotkranti,	কর্কতর্তনী,	কর্কটক্রান্তি,	
heje,	হেজে,	হেজ,	
danata,	ডানটা,	ডোনাট,	
istane,	ইস্টিন,	স্টোন,	
sangbadmadhyamgulote,	সংবাবমধ্মমূলে,	সংবাদমাধ্যমগুলোতে,	
bjp,	বিপ,	বিজেপি,	
thare,	থারে,	থরে,	
lombate,	লম্বাতে,	লম্বাটে,	
modelgulo,	মোদেলগুলো,	মডেলগুলো,	
bishesyer,	বিশেষ্যের,	বিশেষ্যের,	
kormopontha,	কর্মপন্থা,	কর্মপন্থা,	
phirtee,	ফারটি,	ফিরতি,	
janachche,	জানাচ্ছে,	জানাচ্ছে,	
moddhyekar,	মধ্যকার,	মধ্যেকার,	
gudamjato,	গুদামজত,	গুদামজাত,	
rajnoitik,	রাজনৈতিক,	রাজনৈতীক,	
rajon,	রজন,	রাজন,	
stonaheenja,	স্তনাহিিজ্য,	স্টোনহেঞ্জ,	
bouddha,	বৌদ্ধ,	বৌদ্ধ,	
kiutie,	কিউটি,	কিউটি,	
bolobhodro,	বলভদ্র,	বলভদ্র,	
balakarak,	বালাকারক,	বলকারক,	
jonopoth,	জনপথ,	জনপথ,	
samany,	স্মানি,	সামান্য,	
postac,	পোস্টেক,	পোস্টকে,	
nirvachokder,	নির্বাককদের,	নির্বাচকদের,	
kaloniir,	কলনীর,	কালনীর,	
bisheshyo,	বিশেষ্য,	বিশেষ্য,	
chhaanee,	ছানী,	ছানি,	
shashtra,	সাস্ত্র,	শাস্ত্র,	
nathibhookta,	নথিভুক্ত,	নথিভুক্ত,	
geza,	গেজা,	গেজ,	
maithili,	মাইথিলি,	মৈথিলি,	
ekpaashe,	একপাশে,	একপাশে,	
maadla,	মাদালা,	মাদলা,	
porizon,	পরিজন,	পরিজন,	
drissogulo,	দৃশ্যগুলো,	দৃশ্যগুলো,	
larshon,	লর্সন,	লারসন,	
odhito,	অধিত,	অধীত,	
samsher,	সমশের,	সমশের,	
gardena,	গার্ডেন,	গার্ডেন,	
eeksapreeshana,	এক্সপ্রেশন,	এক্সপ্রেশন,	
nebhate,	নেভাতে,	নেভাতে,	
bangobandhu,	বন্গবন্ধু,	বঙ্গবন্ধু,	
sikkhokbreendo,	শিক্ষাকবিন্দ,	শিক্ষকবৃন্দ,	
monoputo,	মনোপুত,	মনঃপুত,	
hiragaana,	হিরাগোনা,	হিরাগানা,	
pattarn,	পাট্টার্ন,	প্যাটার্ন,	
bondhuderke,	বন্ধুদেরকে,	বন্ধুদেরকে,	
brindabone,	ব্রিন্দবনে,	বৃন্দাবনে,	
oviyojan,	অভিযোন,	অভিযোজন,	
bhagerei,	ভাগেরই,	ভাগেরই,	
ishtone,	ইস্টিন,	স্টোন,	
aakaabar,	আকাবার,	আকাবার,	
norfolq,	নরফলক,	নরফোক,	
karima,	করিমা,	করিম,	
nathivukta,	নথিভুক্ত,	নথিভুক্ত,	
iispredsheet,	ইসপ্রেসেট,	স্প্রেডশীট,	
mojlis,	মজলিস,	মজলিশ,	
tanight,	টানিট,	টুনাইট,	
reejideens,	রেজিডেন্স,	রেসিডেন্স,	
murli,	মার্লি,	মুরলী,	
byaboharkariyi,	ব্যবহারকারী,	ব্যবহারকারীই,	
veenicee,	ভিনিকে,	ভেনিস,	
eporzonto,	অপর্যন্ত,	এপর্যন্ত,	
crescenter,	ক্রিস্কেন্টের,	ক্রিসেন্টের,	
chorchito,	চর্চিত,	চর্চিত,	
parisankhyanbid,	পরিসংখ্যাবিি,	পরিসংখ্যানবিদ,	
