sukkho,	শুক্ষ্,	সুক্ষ্ম,	
mondopey,	মন্দপে,	মন্ডপে,	
tottoraat,	তত্তরত,	তওরাত,	
neurooloogy,	নিফুলোজ,	নিউরোলজি,	
prakalpoo,	প্রকল্প,	প্রকল্পও,	
militaryte,	মিলিরাটি,	মিলিটারিতে,	
jesthaa,	জেষ্ঠা,	জ্যেষ্ঠা,	
pachchen,	পাচছেন,	পাচ্ছেন,	
lyandim,	ল্যান্ডিং,	ল্যান্ডিং,	
dinifitian,	ডাইনিফিটিন,	ডেফিনেশন,	
chyeta,	চ্যাট,	চ্যাট,	
motke,	মটকে,	মতকে,	
internship,	ইন্টার্শিপ,	ইন্টার্নশিপ,	
niqela,	নিকেল,	নিকেল,	
metropolitan,	মেত্রোপলিন,	মেট্রোপলিটন,	
baibosthaar,	ব্যবস্থার,	ব্যবস্থার,	
hamburge,	হামববর্গে,	হামবুর্গে,	
bishrinkhala,	বিশ্রীখাল,	বিশৃঙ্খলা,	
prodiip,	প্রদিপি,	প্রদীপ,	
balaruma,	বলরুম,	বলরুম,	
kadam,	কাদম,	কদম,	
saarbharti,	সার্ভর্তি,	সার্ভারটি,	
poddhotitei,	পদ্ধতিতে,	পদ্ধতিতেই,	
fuda,	ফুড,	ফুড,	
rajtantroke,	রাজ্ত্ত্রকে,	রাজতন্ত্রকে,	
forid,	ফরিদ,	ফরিদ,	
geejeeteeda,	গিজেটিড,	গেজেটেড,	
nopdnodir,	নপ্দদীর,	নদনদীর,	
hishaber,	হিশাবের,	হিসাবের,	
fax,	ফ্যাক্স,	ফক্স,	
potengar,	পোটেঙ্গার,	পতেঙ্গার,	
bandra,	বন্দ্র,	বন্দীরা,	
papri,	পাপি,	পাপরি,	
jar,	জার,	জ্বর,	
dibbay,	ডিব্বে,	দিব্যা,	
heelser,	হিলসের,	হিলসের,	
deembakreeti,	ডিম্বারকৃতি,	ডিম্বাকৃতি,	
apadan,	অপাদন,	অপাদান,	
timur,	টিমুর,	তিমুর,	
bhramankale,	ভ্রামাঞ্চলে,	ভ্রমণকালে,	
premo,	প্রেমো,	প্রিমো,	
ispredshiit,	ইস্পররেশিত,	স্প্রেডশীট,	
provritite,	প্রগৃতিতে,	প্রভৃতিতে,	
cantan,	কন্টন,	ক্যান্টন,	
graambaasheeo,	গ্রাম্বাই,	গ্রামবাসীও,	
jaunatar,	যৌনতার,	যৌনতার,	
turisht,	তুরিষ্ট,	টুরিস্ট,	
ivil,	ইভিল,	ইভিল,	
temanti,	টেমন্তি,	তেমনটি,	
bidrohiderkey,	বিদ্রীরেধেে,	বিদ্রোহীদেরকে,	
aagera,	আগেরা,	আগোরা,	
ghamta,	ঘামতা,	ঘোমটা,	
sompadon,	সম্পাদন,	সম্পাদন,	
inapharameshana,	ইনফারেশন,	ইনফরমেশন,	
roktokshoroner,	রক্তকররণের,	রক্তক্ষরণের,	
bhenna,	ভেন্ন,	ভেন্না,	
digreeke,	ডিগ্রেকে,	ডিগ্রিকে,	
blogarra,	ব্লোরার,	ব্লগাররা,	
tonu,	তনু,	তনু,	
alankorana,	অলঙ্করণ,	অলঙ্করণ,	
treenda,	ট্রেন্ড,	ট্রেন্ড,	
adbhanced,	অ্যাংভেন্সে,	অ্যাডভান্সড,	
achis,	আচিষ,	আছিস,	
mosjidtikey,	মমিিদটিকে,	মসজিদটিকে,	
bhogno,	ভোগন,	ভগ্ন,	
ummul,	উম্মুল,	উম্মুল,	
promothesh,	প্রমথেশ,	প্রমথেশ,	
aunty,	আঁটি,	আন্টি,	
otyacharer,	অত্যাচারের,	অত্যাচারের,	
ujobekeestan,	উজবেক্সেত্ন,	উজবেকিস্তান,	
everestey,	এভেরসেটে,	এভারেস্টে,	
firozer,	ফিরোজের,	ফিরোজের,	
krus,	ক্রুস,	ক্রুশ,	
alsar,	আলসার,	আলসার,	
setan,	সেটন,	শয়তান,	
angsogrohon,	অংশগ্রহণ,	অংশগ্রহন,	
jonosamaj,	জনসমমজ,	জনসমাজ,	
thatchar,	থাচার,	থ্যাচার,	
dinner,	দিনের,	ডিনার,	
masjidtir,	মমিজিদটির,	মসজিদটির,	
bupher,	বুফের,	বাফার,	
tukrotey,	টুক্রতে,	টুকরোতে,	
mitar,	মিটার,	মিত্র,	
ghatol,	ঘটল,	ঘটল,	
pratisthanikvabey,	প্রতিষ্ঠানিকভাবে,	প্রাতিষ্ঠানিকভাবে,	
myakbeth,	ম্যাবেথ,	ম্যাকবেথ,	
fund,	ফুন্ড,	ফান্ড,	
anis,	অনিস,	আনিস,	
suporichito,	সুপরিচিত,	সুপরিচিত,	
kanake,	কানাকে,	কণাকে,	
mosjidsaho,	মমিিদসহ,	মসজিদসহ,	
pannee,	পান্যে,	পন্নী,	
manur,	মনুর,	মনুর,	
chamoski,	চমসক্ি,	চমস্কি,	
chittronattokar,	চিত্রনাত্ককার,	চিত্রনাট্যকার,	
bishnoo,	বিষ্ণু,	বিষ্ণু,	
akmat,	আকমত,	একমত,	
armastram,	আর্মস্ট্রম,	আর্মস্ট্রং,	
projononkal,	প্রজননকাল,	প্রজননকাল,	
koommatei,	কমমাতেই,	কমাতেই,	
dhyanastho,	ধ্যানস্থ,	ধ্যানস্থ,	
rajon,	রাজন,	রাজন,	
melborner,	মেলবর্ণের,	মেলবোর্নের,	
quota,	কুউট,	কোটা,	
abdoor,	আব্দুর,	আবদুর,	
myat,	ম্যাট,	ম্যাট,	
scholastic,	স্কলাস্টিক,	স্কলাস্টিক,	
sohinsotar,	সহিন্ষতার,	সহিংসতার,	
pooroheetder,	পুরুহিত্দের,	পুরোহিতদের,	
laga,	লাগ,	লগ,	
bheemsen,	ভিমসেন,	ভীমসেন,	
kanaflikta,	কানাল্কিত্ট,	কনফ্লিক্ট,	
deobonde,	দেবন্দে,	দেওবন্দে,	
ekghare,	একগারে,	একঘরে,	
kyantana,	ক্যান্টান,	ক্যান্টন,	
domone,	দমনে,	দমনে,	
thesiser,	তেশিসের,	থিসিসের,	
growth,	গ্রহ,	গ্রোথ,	
kuota,	কুটো,	কোটা,	
aap,	আপ,	আপ,	
emarzensi,	এমর্জেন্সি,	এমার্জেন্সি,	
langhon,	লঙ্ঘন,	লংঘন,	
bujhechhila,	বুঝেছিল,	বুঝেছিল,	
chalochchitraeer,	চলচিত্রীরার,	চলচ্চিত্রের,	
oiteejye,	ঐতিজ্যে,	ঐতিহ্যে,	
rahie,	রাহি,	রাহি,	
bachai,	বাচাই,	বাছাই,	
chhatto,	ছট্ব,	ছোট্ট,	
choudhurider,	চৌধুরীদের,	চৌধুরীদের,	
debholapar,	ডেভলপার,	ডেভলপার,	
volapuq,	ভোলাপুক,	ভোলাপুক,	
satjoner,	সত্যনের,	সাতজনের,	
sabaner,	সবনের,	সাবানের,	
soori,	সুরি,	সুরি,	
dipti,	ডিপ্তি,	ডেপুটি,	
superhera,	সুপারেরা,	সুপারহিরো,	
abhigomon,	অভিজমন,	অভিগমন,	
poster,	পোস্টার,	পোস্টের,	
madaspushto,	মাদস্প্ট,	মদদপুষ্ট,	
podarthobidder,	পদার্থবিদদের,	পদার্থবিদদের,	
awatara,	অযাটার,	অবতার,	
dargah,	দরগা,	দরগাহ,	
bishwashke,	বিশ্বাসকে,	বিশ্বাসকে,	
dece,	ডেস,	ডেকে,	
manobmoner,	মনোব্যের,	মানবমনের,	
lakkhero,	লক্ষ্ষা,	লক্ষেরও,	
shakara,	শকরা,	সাকার,	
slok,	স্লক,	শ্লোক,	
maaktume,	মক্তমে,	মাকতুম,	
bhenisa,	ভেনিস,	ভেনিস,	
oporeeshodhito,	অপরিসধিত,	অপরিশোধিত,	
sansthaner,	সংশ্ঠানের,	সংস্থানের,	
arthonitite,	অর্থনিতিতে,	অর্থনীতিতে,	
hari,	হেরি,	হরি,	
bethik,	বাঠিক,	বেঠিক,	
cheettronnattokar,	চিত্রনান্তকার,	চিত্রনাট্যকার,	
qyanela,	ক্যানেল,	ক্যানেল,	
niutrina,	নিউট্রিন,	নিউট্রিনো,	
bissashii,	বিশ্বাসী,	বিশ্বাসী,	
santani,	সন্তানী,	সনাতনী,	
digreer,	ডিগ্রীর,	ডিগ্রির,	
pratisthasoho,	প্রতিষ্ঠাসহ,	প্রতিষ্ঠাসহ,	
kharar,	খারার,	খরার,	
bikretader,	বিক্রেটাদের,	বিক্রেতাদের,	
boudhher,	বৌধ্যের,	বৌদ্ধের,	
koreemke,	করিমকে,	করিমকে,	
sobrakamer,	সবর্কামের,	সবরকমের,	
janmat,	জন্মত,	জন্মাত,	
hul,	হুল,	হুল,	
jemser,	জেমসের,	জেমসের,	
sahinsatar,	সাহিনসতার,	সহিংসতার,	
nariikeyi,	নারীকেই,	নারীকেই,	
sarbharti,	সার্ভারটি,	সার্ভারটি,	
chalachchitratike,	চলচিচ্র্তিকে,	চলচ্চিত্রটিকে,	
mosjidke,	মমিিদকে,	মসজিদকে,	
sanaktokaron,	সনকক্তরণ,	সনাক্তকরণ,	
rahee,	রাহী,	রাহী,	
skalastic,	স্কলাস্টিক,	স্কলাস্টিক,	
rena,	রেন,	রেনো,	
roobi,	রুবি,	রুবি,	
samajer,	সমজের,	সমাজের,	
jolook,	জলুক,	জ্বলুক,	
alpa,	আল্প,	অল্প,	
jamkalo,	যামকালো,	জমকালো,	
eshokol,	এসকোল,	এসকল,	
ponera,	পোনেরা,	পনের,	
mauhajote,	মহাজতে,	মহাজোট,	
bihar,	বিহার,	বিহার,	
bhagerei,	ভাগেই,	ভাগেরই,	
maldava,	মালদাভা,	মলদোভা,	
durgotshober,	দুর্তব্বের,	দুর্গোৎসবে,	
dazjo,	দাজ্য,	দাহ্য,	
manmath,	মানচা,	মন্মথ,	
abheedhaanik,	অভিধানিক,	অভিধানিক,	
suporichiti,	সুপরিচিতি,	সুপরিচিতি,	
khaaneker,	খানেকের,	খানেকের,	
chikitshar,	চিকিৎসার,	চিকিত্সার,	
madla,	মদলা,	মাদলা,	
sahajlabhbhotar,	সহহ্ভলবতার,	সহজলভ্যতার,	
jonoshongjog,	জনস্ঞ্গ,	জনসংযোগ,	
idyi,	এদ্য,	আইডিই,	
bhromonkale,	ভ্রমণকালে,	ভ্রমণকালে,	
namo,	নাম,	নমো,	
silbhee,	শিলভী,	সিলভি,	
sabchey,	সবচে,	সবচে,	
naraphoka,	নরফকা,	নরফোক,	
khaambaa,	খাম্ব,	খাম্বা,	
basano,	বাসনো,	বসানো,	
lutharan,	লুথারন,	লুথেরান,	
karmasansthan,	কর্মস্না্থান,	কর্মসংস্থান,	
dibet,	ডিবেট,	ডিবেট,	
model,	মোডেল,	মডেল,	
tep,	টেপ,	ট্যাপ,	
dinara,	ডিনার,	ডিনার,	
harta,	হরর্ট,	হার্ট,	
sukhma,	সুখম,	সুক্ষ্ম,	
jameser,	জমেসের,	জেমসের,	
bhoolapuka,	ভূলপুক,	ভোলাপুক,	
bairey,	বারে,	বাইরে,	
orhan,	ওরান,	ওরহান,	
rabo,	রব,	রব,	
oitijjo,	ঐতিজ্য,	ঐতিহ্য,	
jotharthovabey,	যথার্থভাবে,	যথার্থভাবে,	
tistar,	টিস্টার,	তিস্তার,	
kyandi,	ক্যান্ডি,	ক্যান্ডি,	
expose,	এক্সপেস,	এক্সপোজ,	
mohish,	মহিশ,	মহিষ,	
raeets,	রেটস,	রাইটস,	
graambaashee,	গ্রাম্বাসী,	গ্রামবাসী,	
uuipoka,	উউটকো,	উইপোকা,	
byaboharkarike,	ব্যবহারকককী,	ব্যবহারকারীকে,	
sanaktokoroner,	সনাক্তকরণের,	সনাক্তকরণের,	
dola,	ডোল,	দলা,	
ajimke,	আজিমকে,	আজিমকে,	
mathew,	মাঠি,	ম্যাথিউ,	
sorjur,	সররুর,	সরযূর,	
thailyanda,	থাইল্যান্ড,	থাইল্যান্ড,	
pluck,	প্লক,	প্ল্যাক,	
thraugh,	থ্রহ,	থ্রু,	
ekpashe,	একপাশে,	একপাশে,	
arekdal,	আরেক্ডল,	আরেকদল,	
roy,	রো,	রায়,	
brindabane,	বৃন্দোবনে,	বৃন্দাবনে,	
eucalyptush,	এউকল্টপ্পিপ,	ইউক্যালিপ্টাস,	
shoriph,	শরীফ,	শরিফ,	
rejidence,	রেজিডেন্স,	রেসিডেন্স,	
elgoridom,	এলোরিদাম,	এলগরিদম,	
paltechhey,	পাল্থেছে,	পাল্টেছে,	
gor,	গর,	গোর,	
udvabone,	উদ্ভাবনে,	উদ্ভাবনে,	
ashonka,	অশঙ্কা,	আশঙ্কা,	
vorpur,	ভর্পুর,	ভরপুর,	
advanced,	অ্যাডভান্সে,	অ্যাডভান্সড,	
orohan,	অরহহন,	ওরহান,	
bishasey,	বিশাবে,	বিশ্বাসে,	
bronje,	ব্র্জে,	ব্রোঞ্জ,	
prothakey,	প্রথকে,	প্রথাকে,	
