pulse,	পালসে,	পালস,	
adhyatmikata,	আধ্যাত্মিকতা,	আধ্যাত্মিকতা,	
muradpur,	মুরাদপুর,	মুরাদপুর,	
onektai,	অনেকটাই,	অনেকটাই,	
choudhureer,	চৌধুরির,	চৌধুরীর,	
ajeempoor,	আযিমপুর,	আজিমপুর,	
itostatoh,	ইততস্তাত,	ইতস্ততঃ,	
totokhhon,	ততক্ষণ,	ততক্ষন,	
siter,	সাইটের,	সিটের,	
bashite,	বাসিতে,	বাঁশিতে,	
titlee,	টিটলি,	টাইটেল,	
vastubad,	বস্তুবাদ,	বস্তুবাদ,	
raya,	রোয়া,	রায়,	
bamon,	বামন,	বামন,	
jubokti,	যুবকটি,	যুবকটি,	
armstronj,	আর্মট্রিজ,	আর্মস্ট্রং,	
paikgacha,	পাকচাছা,	পাইকগাছা,	
logic,	লোগিক,	লজিক,	
gronthotyke,	গ্রন্থটিকে,	গ্রন্থটিকে,	
toder,	তদের,	তদের,	
bossontoke,	বসন্তকে,	বসন্তকে,	
nothibhukta,	নথিভুক্ত,	নথিভুক্ত,	
guzober,	গুজবের,	গুজবের,	
nikote,	নিকতে,	নিকটে,	
nischitbhabe,	নিশ্চিতভাবে,	নিশ্চিতভাবে,	
truup,	ট্রুপ,	ট্রুপ,	
tikta,	টিক্তা,	তিক্ত,	
tecno,	টেকনো,	টেকনো,	
hood,	হাদ,	হুড,	
shamijir,	স্বামীজীর,	স্বামীজীর,	
sakara,	সাকার,	সকার,	
mekbeth,	মেকবাথ,	ম্যাকবেথ,	
shikhechi,	শিখেছি,	শিখেছি,	
modelin,	মোদালিন,	মডেলিং,	
chetonagato,	চেতনাগত,	চেতনাগত,	
shosha,	শসা,	শশা,	
teter,	টাযাটের,	টেটের,	
oichchik,	ঐচ্ছিক,	ঐচ্ছিক,	
mitro,	মিট্রো,	মিত্রও,	
meghnadbodh,	মেঘনাদবোধ,	মেঘনাদবধ,	
temoni,	তেমনি,	তেমনই,	
kloj,	ক্লোজ,	ক্লজ,	
sooya,	শোয়া,	সোয়া,	
daoon,	ডাউন,	ডাউন,	
sarbhare,	সার্ভারে,	সার্ভারে,	
dibating,	ডিবরিটিং,	ডিবেটিং,	
uipokar,	উপককার,	উইপোকার,	
bimata,	বিমতা,	বিমাতা,	
dayna,	ডাইন,	ডায়না,	
fimel,	ফিমেল,	ফিমেল,	
saarbhaarti,	সার্ভর্তি,	সার্ভারটি,	
bajhyo,	বাঝ্য,	বাহ্য,	
manushera,	মনুষেরা,	মানুষেরা,	
rajtantro,	রাজতন্ত্র,	রাজতন্ত্র,	
marryir,	মেরির,	ম্যারির,	
kurdira,	কুর্দিরা,	কুর্দিরা,	
hajarer,	হাজারের,	হাজারের,	
chotto,	চত্ব,	ছোট্ট,	
ishpredshheet,	ইস্পেরেশট,	স্প্রেডশীট,	
chaakti,	চাকটি,	চাকতি,	
akkharke,	আক্ষাকে,	অক্ষরকে,	
brindaboney,	বৃণ্দাবনে,	বৃন্দাবনে,	
imarjinsi,	এমারজেন্সি,	এমার্জেন্সি,	
vittiow,	ভিট্বিও,	ভিত্তিও,	
chalo,	চালো,	চলো,	
chhidropothe,	ছিদ্রপথে,	ছিদ্রপথে,	
bossonto,	বসন্ত,	বসন্ত,	
toubaar,	তবুর,	তওবার,	
rubio,	রুবিও,	রুবিও,	
dines,	ডাইনেস,	দীনেশ,	
sosa,	সসা,	শশা,	
deepan,	ডীপণ,	দীপন,	
prakalpati,	প্রকলপটি,	প্রকল্পটি,	
kanaflikta,	কানফলিক্ট,	কনফ্লিক্ট,	
balroom,	বলরুম,	বলরুম,	
shaattoki,	সাত্যকি,	সাত্যকি,	
vedke,	ভেদকে,	বেদকে,	
mauhajote,	মহাজতে,	মহাজোট,	
nironjon,	নিরঞ্জন,	নিরঞ্জন,	
petenter,	পেটেন্টের,	পেটেন্টের,	
brookoleen,	ব্রোকোন,	ব্রুকলিন,	
clintoner,	ক্লিন্টনের,	ক্লিনটনের,	
dilam,	ডিলাম,	দিলাম,	
suparahiro,	সুপারহীর,	সুপারহিরো,	
gazipore,	গজীপরে,	গাজীপুর,	
istoniya,	স্টোনিয়া,	এস্তোনিয়া,	
adhunikkaley,	আধুনিককালে,	আধুনিককালে,	
lohaar,	লোহার,	লোহার,	
proteesthan,	প্রতিষ্ঠান,	প্রতিষ্টান,	
vobanipur,	ভবানীপুর,	ভবানীপুর,	
paschimey,	পশ্চিমে,	পশ্চিমে,	
janake,	জনকে,	জানাতে,	
vimsen,	ভিমসেন,	ভীমসেন,	
bhagna,	ভাগনা,	ভগ্ন,	
bangobandhu,	বঙ্গবন্ধু,	বঙ্গবন্ধু,	
malish,	মালিশ,	মালিশ,	
daqop,	ডাকোপ,	দাকোপ,	
chirokumari,	চিরকুমারী,	চিরকুমারী,	
oshovyo,	অসভ্য,	অসভ্য,	
nobom,	নবম,	নবম,	
nazad,	নজদ,	নজদ,	
probhu,	প্রভূ,	প্রভু,	
votarer,	ভোতরের,	ভোটারের,	
zess,	জেস,	জেস,	
monzeele,	মঞ্জীলে,	মঞ্জিলে,	
agibon,	অগিবন,	আজীবন,	
sipht,	সাইফ,	শিফট,	
mondope,	মণ্ডপে,	মন্ডপে,	
hitokar,	হিতকার,	হিতকর,	
russad,	রুশাদ,	রুশদ,	
odhito,	অধিত,	অধীত,	
footballerra,	ফুটবলরা,	ফুটবলাররা,	
ballabh,	বল্লভ,	বল্লভ,	
hebhi,	হেভি,	হেভি,	
commander,	কমান্ডার,	কমাণ্ডার,	
deliver,	ডিলিভার,	ডেলিভার,	
tempaleta,	টেম্পলাট,	টেম্পলেট,	
jyaka,	জ্যাক,	জ্যাক,	
rijoor,	রিজুর,	রিজুর,	
boudha,	বৌধ্ধ,	বৌদ্ধ,	
chiraharit,	চিহরািত,	চিরহরিৎ,	
uinndo,	উইন্ডো,	উইন্ডো,	
digrike,	ডিগ্রীকে,	ডিগ্রিকে,	
mukherji,	মুখার্জি,	মুখার্জী,	
bhugol,	ভুগল,	ভূগোল,	
vishhnu,	বীষ্ণু,	বিষ্ণু,	
maadla,	মাদলা,	মাদলা,	
udichi,	উদিছি,	উদীচী,	
hori,	হরি,	হরি,	
fising,	ফাইসিং,	ফিসিং,	
kyandi,	ক্যান্ডি,	ক্যান্ডি,	
observer,	অবসার্ভের,	অবজার্ভার,	
shima,	সিম,	সীমা,	
saranor,	সারানোর,	সরানোর,	
jillool,	জিল্লুল,	জিল্লুল,	
awatara,	আওতার,	অবতার,	
ardasho,	আর্ডশ,	আর্দশ,	
sonaktokaraner,	সনাক্তকরণের,	সনাক্তকরণের,	
vaphara,	ভাফার,	বাফার,	
esoosiyetasa,	এসিওয়েস,	এসোসিয়েটস,	
tokey,	তুকে,	ত্বকেই,	
sangasthatir,	সংস্থাটির,	সংস্থাটির,	
dormitory,	ডরমিটরি,	ডরমিটরি,	
eenameel,	ইনামেল,	এনামেল,	
doulaa,	ডালা,	দৌলা,	
thailandsaho,	টাইলান্সাহ,	থাইল্যান্ডসহ,	
hishabke,	হিসাবকে,	হিসাবকে,	
shaddhii,	সদ্ধি,	সাধ্বী,	
oindreela,	ঐইন্দ্রেলা,	ঐন্দ্রিলা,	
pracharanamulak,	প্রচারণমূলক,	প্রচারণামূলক,	
bulano,	বুলনো,	বুলান,	
break,	ব্র্যাক,	ব্রেক,	
pratul,	প্রতুল,	প্রতুল,	
jyesttha,	জ্যেস্থা,	জ্যেষ্ঠা,	
parichchhannata,	পরিচ্ছান্নতা,	পরিচ্ছন্নতা,	
ramantika,	রামন্তিক,	রোমান্টিক,	
sikkhakrom,	শিক্ষাক্রম,	শিক্ষাক্রম,	
zoubonkal,	যৌবনকাল,	যৌবনকাল,	
padarthabid,	পদার্থবিদ,	পদার্থবিদ,	
otorkeitey,	অতর্কিতে,	অতর্কিতে,	
emeritus,	এমেরিটাস,	এমিরেটাস,	
basano,	বসানো,	বসানো,	
songasthatike,	সংস্থাটিকে,	সংস্থাটিকে,	
patka,	পাটকা,	পটকা,	
stonaheenja,	স্টোনাহিজ্ঞ,	স্টোনহেঞ্জ,	
parker,	পার্কার,	পার্কের,	
durotamo,	দূরতম,	দূরতম,	
shtonehenge,	স্টানেহ্গে,	স্টোনহেঞ্জ,	
samaptir,	সমপ্তির,	সমাপ্তির,	
vaticaner,	ভাতিকানের,	ভ্যাটিকানের,	
rifleks,	রাইফ্লেক্স,	রিফ্লেক্স,	
canservatian,	কনসারভেশন,	কনসারভেশন,	
musalmanderkey,	মুসল্মন্দ্রকে,	মুসলমানদেরকে,	
gripa,	গ্রিপ,	গ্রিপ,	
tukrotey,	টুকরোটে,	টুকরোতে,	
asantosh,	অসন্তঃষ,	অসন্তোষ,	
pratyokkhobhabe,	প্রত্যক্ষভাবে,	প্রত্যক্ষভাবে,	
parisankhanvid,	পরিসংখনাবিদ,	পরিসংখ্যানবিদ,	
gezetted,	গেজেটেড,	গেজেটেড,	
kara,	করা,	কর,	
ishpredshhiit,	ইস্পেরেশিত,	স্প্রেডশীট,	
ciima,	চিমা,	সীমা,	
kool,	কুল,	কুল,	
madhabike,	মাধবীকে,	মাধবীকে,	
bishwashke,	বিশ্বাসকে,	বিশ্বাসকে,	
hantte,	হাঁটতে,	হাঁটতে,	
jaaluk,	জালুক,	জ্বলুক,	
somraatra,	সম্রাত্র,	সম্রাটরা,	
hijrii,	হিজরি,	হিজরী,	
bhotara,	ভোতারা,	ভোটার,	
potengar,	পতেঙ্গার,	পতেঙ্গার,	
karima,	করিমা,	করিম,	
amontrito,	আমন্ত্রিত,	আমন্ত্রিত,	
utkhaat,	উৎখাট,	উত্খাত,	
mukhomaundoler,	মুখমন্ডলের,	মুখমণ্ডলের,	
naagaalyand,	নাগল্যান্ড,	নাগাল্যান্ড,	
hosne,	হোসনে,	হোসনে,	
uthey,	উঠে,	উঠে,	
totenhamer,	ততাহংামার,	টটেনহামের,	
bodhirata,	বধিরতা,	বধিরতা,	
ummul,	উম্মুল,	উম্মুল,	
orthanitike,	অর্থনীতিকে,	অর্থনীতিকে,	
ojowno,	অজনও,	অযৌন,	
sawam,	সাওয়াম,	সাওম,	
tinhajar,	তিনহাজর,	তিনহাজার,	
saatzon,	সাতজন,	সাতজন,	
hajirhat,	হজিরহাট,	হাজিরহাট,	
answereer,	আনশারের,	আনসারীর,	
developer,	ডেভেলপার,	ডেভলপার,	
bosontoke,	বসন্তকে,	বসন্তকে,	
natunatwa,	নতুনত্ব,	নতুনত্ব,	
scholarship,	স্কলারশিপ,	স্কলারশিপ,	
murali,	মুরালি,	মুরলী,	
tobey,	তবে,	টবে,	
oitijjo,	ঐতিজ্য,	ঐতিহ্য,	
pharna,	ফার্ন,	ফার্ন,	
bhromonkaale,	ভ্রমণকালে,	ভ্রমণকালে,	
turista,	তুরিষ্ট,	টুরিস্ট,	
monohorpur,	মনোহরপুর,	মনোহরপুর,	
mashajida,	মাজজিদ,	মসজিদ,	
salil,	সালিল,	সলিল,	
abikal,	আবিকাল,	অবিকল,	
keyu,	কেই,	কেউ,	
hariken,	হারিকেন,	হ্যারিকেন,	
grambasio,	গ্রাম্বাসীয়,	গ্রামবাসীও,	
sainyasoho,	সৈন্যসহ,	সৈন্যসহ,	
lainde,	লাইন্ডে,	ল্যান্ডে,	
dhyanostho,	ধ্যাসন্থ,	ধ্যানস্থ,	
jivjontu,	জীবন্তু,	জীবজন্তু,	
tarun,	তরুণ,	তরুন,	
jonopoth,	জনপথ,	জনপথ,	
eshkol,	এসকোল,	এসকল,	
aastikotaa,	অস্তিকতা,	আস্তিকতা,	
uipoka,	উইপকা,	উইপোকা,	
talgachh,	তল্গাচ,	তালগাছ,	
yukeliptas,	ইউকেলিপ্টেস,	ইউক্যালিপ্টাস,	
pooloo,	পুলো,	পোলো,	
shikhra,	শিখ্রা,	শিখরা,	
agara,	আগার,	আগোরা,	
thetcher,	থেচের,	থ্যাচার,	
somoshtigoto,	সমস্তিগত,	সমষ্টিগত,	
sikkhakbrindo,	শিক্ষাকবৃন্দ,	শিক্ষকবৃন্দ,	
gadha,	গাধা,	গাধা,	
gutano,	গুটানো,	গুটানো,	
nilkuthir,	নীলকুঠির,	নীলকুঠির,	
tafsher,	তফসের,	তাফসীর,	
aatok,	আতক,	আটক,	
bhittiteow,	ভিত্তিও,	ভিত্তিতেও,	
chidropathe,	চিদ্রপথে,	ছিদ্রপথে,	
kuhelika,	কুহেলিকা,	কুহেলিকা,	
odhit,	অধিত,	অধীত,	
firozer,	ফিরোজের,	ফিরোজের,	
dorji,	দর্জি,	দরজি,	
gardeena,	গার্ডিন,	গার্ডেন,	
bhittie,	ভিটিই,	ভিত্তিই,	
hoomasa,	হোমাস,	হোমস,	
bastuvad,	বস্তুভাদ,	বস্তুবাদ,	
uponisoder,	উপনিশদের,	উপনিষদের,	
ruteener,	রুটিনের,	রুটিনের,	
shrabosti,	শ্রাবস্তি,	শ্রাবস্তী,	
