durgotsave,	দুর্গতভাবে,	দুর্গোৎসবে,	
kuota,	কোটটা,	কোটা,	
robotic,	রোবটিক,	রোবোটিক,	
depp,	ডেপ,	ডেপ,	
dharavashyokar,	ধারাভাষ্যার,	ধারাভাষ্যকার,	
saqara,	সাকারা,	সাকার,	
korimke,	করিমকে,	করিমকে,	
gasthii,	গষ্ঠী,	গোষ্ঠীই,	
chhathke,	ছাঠকে,	ছাতকে,	
biplabeer,	বিপ্লবের,	বিপ্লবীর,	
simons,	সাইমন্স,	সিমন্স,	
transphorm,	ট্রান্সম্রর,	ট্রান্সফর্ম,	
rijur,	রিজুর,	রিজুর,	
pathachari,	পথচারী,	পথচারী,	
pettern,	প্টার্ন,	প্যাটার্ন,	
pratishthanik,	প্রতিষ্ঠানিক,	প্রাতিষ্ঠানিক,	
steitt,	স্টেইট,	স্টেইট,	
cinematographar,	সিনেমোগ্রাফোর,	সিনেমাটোগ্রাফার,	
vaabnake,	ভাবনাকে,	ভাবনাকে,	
eparjonta,	এপার্ন্ত,	এপর্যন্ত,	
barak,	বারক,	বারাক,	
rajshri,	রাজরাশী,	রাজশ্রী,	
bayshorkarikarone,	বেসরকারিকরণে,	বেসরকারিকরণ,	
saseza,	সসেজ,	সসেজ,	
krom,	ক্রোম,	ক্রম,	
sikkhao,	শিক্ষাও,	শিক্ষাও,	
protijogii,	প্রতিযোগী,	প্রতিযোগী,	
senabahineeow,	সেনাবাহিনীত,	সেনাবাহিনীও,	
peterer,	পেতারের,	পিটারের,	
thatchar,	টাচর,	থ্যাচার,	
darzi,	দর্জি,	দরজি,	
nationsh,	নেটিয়ন্স,	নেশনস,	
mishal,	মিশাল,	মিশাল,	
paikar,	পাইকার,	পাইকার,	
ester,	এস্টের,	ইস্টার,	
manmath,	মনমাথ,	মন্মথ,	
ghotlo,	ঘটললো,	ঘটল,	
byabasthar,	ব্যবস্থার,	ব্যবস্থার,	
pooroheetder,	পুরহীতদের,	পুরোহিতদের,	
atyacharita,	অট্যচারিতা,	অত্যাচারিত,	
akkharkey,	এক্ষারকে,	অক্ষরকে,	
uuipoka,	উইপেকা,	উইপোকা,	
brander,	ব্র্যান্ডের,	ব্রান্ডের,	
attar,	আত্মার,	আত্তার,	
granthati,	গ্রন্থাটি,	গ্রন্থটি,	
hights,	হাইটস,	হাইটস,	
lendal,	লেন্ডাল,	লেন্ডল,	
amantrita,	আমন্ত্তিতা,	আমন্ত্রিত,	
ashociatesh,	অসযাকেটসাস,	এসোসিয়েটস,	
shashtra,	শাস্ত্র,	শাস্ত্র,	
laaisensh,	লাইসন্স,	লাইসেন্স,	
kadam,	কাদাম,	কদম,	
dharabahiktite,	ধররাবিক্তিতে,	ধারাবাহিকটিতে,	
seebiai,	সেবিয়া,	সিবিআই,	
teksuser,	টেক্সুসের,	টেক্সাসের,	
bachchaner,	বাচচানের,	বচ্চনের,	
paner,	পানের,	পানের,	
lagic,	লাগিক,	লজিক,	
nirarthak,	নিরার্থক,	নিরর্থক,	
daoon,	দাউন,	ডাউন,	
ammor,	আম্মর,	আমর,	
yanqee,	য্যাং্ক,	ইয়াংকি,	
basturyi,	বাস্তুরি,	বস্তুরই,	
keu,	কিউ,	কেউ,	
pluse,	প্লাস,	প্লাসে,	
hotochokito,	হটচকিত,	হতচকিত,	
khanankaj,	খননকাজ,	খননকাজ,	
khanonkaj,	খননকাজ,	খননকাজ,	
nesnosh,	নেশনস,	নেশনস,	
jorury,	জরুরী,	জরূরী,	
shikshakromer,	শিক্ষাক্রমের,	শিক্ষাক্রমের,	
surkarder,	সুরকরাদের,	সুরকারদের,	
drishtir,	দৃষ্টির,	দৃশ্যটির,	
rabeta,	রবেট,	রাবেতা,	
horash,	হরাশ,	হোরাস,	
institutioney,	ইন্সটিটিউশনে,	ইনস্টিটিউশনে,	
ovizojon,	অভিযোজন,	অভিযোজন,	
abahon,	আবাহন,	আবাহন,	
abosorer,	আবশরের,	অবসরের,	
hazarer,	হাজারের,	হাজারের,	
soores,	সুরেশ,	সুরেশ,	
labonaktatar,	লবণাক্ততার,	লবণাক্ততার,	
niketoner,	নিকেতনের,	নিকেতনের,	
panchashjan,	পঞ্চাশনন,	পঞ্চাশজন,	
dharabahik,	ধারাবািক,	ধারাবাহিক,	
berubar,	বেরুবার,	বেরুবার,	
beshirvagei,	বেশিরভাগই,	বেশিরভাগেই,	
gosthii,	গস্ঠী,	গোষ্ঠীই,	
chirohorit,	চিরোহরিত,	চিরহরিৎ,	
arshie,	আর্স,	আরসিএ,	
shektor,	সেক্টর,	সেক্টর,	
aamudey,	আমুদে,	আমুদে,	
bujhechilo,	বুঝেছিল,	বুঝেছিল,	
bane,	বানে,	বনে,	
augustin,	অগুস্টিন,	অগাস্টিন,	
poshchater,	পশ্চাতের,	পশ্চাতের,	
highcommissioney,	হাইকমিশনে,	হাইকমিশনে,	
poroborti,	পরবর্তী,	পরর্বতী,	
siropadharii,	শিরোপধাররী,	শিরোপাধারী,	
hotodoridro,	হতদরীদ্র,	হতদরিদ্র,	
ajibooner,	আজিবনের,	আজীবনের,	
biplobir,	বিপ্লবির,	বিপ্লবীর,	
akatwa,	একত্ব,	একাত্ব,	
grambasio,	গ্রামবাসীয়,	গ্রামবাসীও,	
aaziz,	আজিজ,	আজিজ,	
carzer,	কার্যের,	চার্জের,	
bhenus,	ভেনাস,	ভেনাস,	
gandhiyo,	গন্ধিও,	গান্ধীও,	
dakten,	ডাকতেন,	ডাকতেন,	
manohar,	মানহার,	মনোহর,	
krema,	ক্রেম,	ক্রাইম,	
maley,	মালে,	মালে,	
postkay,	পোস্তকে,	পোস্টকে,	
soinyoder,	সৈন্যদের,	সৈন্যদের,	
krita,	কৃত,	ক্রীট,	
omittrakkhor,	অমিত্রাক্ষর,	অমিত্রাক্ষর,	
chalke,	চলকে,	চালকে,	
alauler,	আলালের,	আলাওলের,	
shangsthatikey,	সংস্থািটিকে,	সংস্থাটিকে,	
nironjon,	নিরঞ্জন,	নিরঞ্জন,	
farid,	ফরিদ,	ফরিদ,	
pratiyogira,	প্রতিযোগীরা,	প্রতিযোগীরা,	
stoneeheengee,	স্ট্যনিহেনী,	স্টোনহেঞ্জ,	
chutite,	চুটিতে,	ছুটিতে,	
proteestha,	প্রতিষ্ঠা,	প্রতিষ্টা,	
kachhakachhi,	কাঁচাকাচি,	কাছাকাছি,	
gonna,	গন্যা,	গননা,	
shilvar,	সিলভার,	সিলভার,	
aakik,	আকীক,	আকিক,	
bharatey,	ভারতে,	ভারতে,	
moshzidke,	মস্জিদকে,	মসজিদকে,	
indr,	ইন্ডার,	ইন্দ্র,	
duplee,	ডিপেল,	ডুপ্লে,	
labonaaktotaar,	লবণাক্ততার,	লবণাক্ততার,	
bhugole,	ভুগলে,	ভূগোলে,	
hajirhat,	হাজিরহাট,	হাজিরহাট,	
shikshakram,	শিক্ষাক্রম,	শিক্ষাক্রম,	
maniktola,	মনিকটলা,	মানিকতলা,	
sharok,	শরকক,	স্মারক,	
aziboner,	আজিবনের,	আজীবনের,	
taunasipa,	তাউনিসপ,	টাউনশিপ,	
chalochchitro,	চলচিত্র,	চলচ্চিত্র,	
bolvodro,	বলভদ্র,	বলভদ্র,	
sukhma,	সুখম,	সুক্ষ্ম,	
musalmani,	মুসালমনি,	মুসলমানই,	
jhalkatthi,	ঝালকাঠি,	ঝালকাঠী,	
toubar,	তৌবার,	তওবার,	
varote,	ভারতে,	ভারতে,	
oocchoseeto,	উচ্চশিত,	উচ্ছসিত,	
pooding,	পুডিং,	পুডিং,	
jathartho,	যথার্থ,	যথার্থ,	
kyaneela,	ক্যানেলা,	ক্যানেল,	
biplobi,	বিপ্লবি,	বিপ্লবী,	
byataree,	ব্যাটারী,	ব্যাটারী,	
juboksoho,	যুবক্ষ,	যুবকসহ,	
qings,	কিংস,	কিংস,	
jacqsan,	জককষণ,	জ্যাকসন,	
shikarey,	শিকারে,	শিকারে,	
karor,	কার,	কারোর,	
muchir,	মুচীর,	মুচির,	
hiranee,	হিরাণী,	হিরানি,	
basturoi,	বাস্তুরেই,	বস্তুরই,	
avetara,	অভেতরা,	অবতার,	
welcome,	ওয়লকম,	ওয়েলকাম,	
abotaar,	অবতার,	অবতার,	
abosore,	আবশরে,	অবসরে,	
pleney,	প্লেনে,	প্লেনে,	
alpoi,	আলপাই,	অল্পই,	
beekaargrasto,	বিকারাগ্রস্ত,	বিকারগ্রস্ত,	
saseeja,	সাসীজা,	সসেজ,	
masterer,	মাস্টারের,	মাস্টারের,	
totokson,	তৎকশন,	ততক্ষন,	
opochesta,	অপচেষ্টা,	অপচেষ্টা,	
nations,	ন্যাটন্স,	নেশনস,	
ikbaaler,	একবালের,	ইকবালের,	
phutantoa,	ফুটান্ত,	ফুটন্ত,	
sosoa,	শোষা,	শশা,	
chanake,	চানাকে,	ছানাকে,	
bhabaaponno,	ভবাপন্ন,	ভাবাপন্ন,	
dacope,	ডাকাপে,	দাকোপ,	
goteebege,	গতিবেগে,	গতিবেগে,	
mukkho,	মুক্ষ,	মুখ্য,	
sthaponar,	স্থাপনার,	স্থাপনার,	
tintir,	তিনটির,	তিনটির,	
ganaparibahaner,	গণপরিবহনের,	গণপরিবহনের,	
janosanjog,	জনসাযোগঞ্জ,	জনসংযোগ,	
sarsa,	সর্ষা,	সোর্স,	
meeting,	মিটিং,	মিটিং,	
babna,	বাঁনা,	বাবনা,	
pratishthanikbhabe,	প্রতিষ্ঠানিকভাবে,	প্রাতিষ্ঠানিকভাবে,	
silvar,	শিলভার,	সিলভার,	
dhrubok,	ধ্রুবক,	ধ্রুবক,	
mayili,	মেলি,	মাইলি,	
anchalsamuha,	অঞ্চলসমূহ,	অঞ্চলসমূহ,	
patenter,	পয়েন্টার,	পেটেন্টের,	
vagno,	ভাগ্ন,	ভগ্ন,	
deputee,	ডেপুতি,	ডেপুটি,	
janagononar,	জনগণনার,	জনগণনার,	
turkamena,	তুর্কমেনা,	তুর্কমেন,	
gratha,	গ্রা,	গ্রোথ,	
saatzoner,	সাজনানের,	সাতজনের,	
jaater,	যাতের,	জাতের,	
akkharke,	এক্ষারকে,	অক্ষরকে,	
aieesha,	আইএস,	আইএএস,	
cho,	চো,	ছোঁ,	
beeswasee,	বিশ্বাসী,	বিশ্বাসে,	
vangle,	ভাঙলে,	ভাঙলে,	
shyutara,	স্টুটার,	শ্যুটার,	
archimedeser,	আর্কিমেডের,	আর্কিমিডিসের,	
mukhomaundoley,	মুখমন্দলে,	মুখমণ্ডলে,	
metroopalitana,	মেট্রোপিলোন,	মেট্রোপলিটন,	
footballerer,	ফুটবলেররের,	ফুটবলারের,	
samle,	সমলে,	সামলে,	
lutherana,	লুথারনা,	লুথেরান,	
bibadey,	বিবাদে,	বিবাদে,	
siropar,	শিরোপপুর,	শিরোপার,	
jeten,	জেতেন,	যেতেন,	
tafsher,	টফসের,	তাফসীর,	
ganonanatto,	গণণানা্ত,	গণনাট্য,	
akpaase,	একপাশে,	একপাশে,	
rudrer,	রুদ্রের,	রুদ্রের,	
taaler,	তালের,	তালের,	
assaciates,	অ্যাসাসেটেস,	এসোসিয়েটস,	
haris,	হ্রাস,	হ্যারিস,	
gosthike,	গস্ঠীকে,	গোষ্ঠীকে,	
elaakasoho,	এলাকাশহ,	এলাকাসহ,	
chalochchitrotike,	চলচ্চিত্রটিকে,	চলচ্চিত্রটিকে,	
qinsa,	কিন্স,	কিংস,	
nederlander,	নিদারল্যান্ডের,	নেদারল্যান্ডের,	
baarnis,	বার্নিস,	বার্নিশ,	
blogarra,	ব্লগেররা,	ব্লগাররা,	
cholochchitrer,	চলচিত্রের,	চলচ্চিত্রের,	
jotinkey,	জ্িংতেকে,	যতীনকে,	
bujhechhilo,	বুঝেছিল,	বুঝেছিল,	
thishisher,	থিসিইসের,	থিসিসের,	
sarbhare,	সার্ভারে,	সার্ভারে,	
harrisoner,	হ্রাশনের,	হ্যারিসনের,	
kachakachi,	কচাকাচি,	কাছাকাছি,	
bhyaatikaaner,	ভ্যাতিকানের,	ভ্যাটিকানের,	
joneser,	জনসের,	জোন্সের,	
deputi,	দেপুতি,	ডেপুটি,	
ancholsoho,	অঞ্চলসহ,	অঞ্চলসহ,	
dei,	দে,	দিই,	
shucre,	শুচ্রে,	সাকার,	
assastikar,	আস্বাস্তিকার,	অস্বস্তিকর,	
ghurchen,	ঘুরেছন,	ঘুরেছেন,	
townshhip,	তওনশীপ,	টাউনশিপ,	
ba,	বা,	বু,	
yuroo,	ইউরু,	ইউরো,	
konorup,	কননরূপ,	কোনরূপ,	
cheerkoot,	চিরকুট,	চিরকুট,	
karadondey,	কারাদন্ডে,	কারাদণ্ডে,	
