duburyra,	দুবুরীরা,	ডুবুরিরা,	
khoor,	ক্ষুর,	ক্ষুর,	
pratishthanik,	প্রতিষ্ঠানিক,	প্রাতিষ্ঠানিক,	
prashikkhane,	প্রশিক্ষণে,	প্রশিক্ষণে,	
kamij,	কমিজ,	কামিজ,	
kota,	কোটা,	কোটা,	
carlosh,	কার্লস,	কার্লোস,	
lokkheryo,	লক্ষের্য,	লক্ষেরও,	
shommoteete,	সম্মিতে,	সম্মতিতে,	
highcommissioney,	হিউক্মেন্স,	হাইকমিশনে,	
stonehenge,	স্টেনিডিং,	স্টোনহেঞ্জ,	
pooroheetder,	পুরোহিতদের,	পুরোহিতদের,	
vabotarini,	ভবেতরণীনী,	ভবতারিণী,	
temoni,	তেমনি,	তেমনই,	
soorarop,	সুরামা,	সুরারোপ,	
bcci,	এক্সি,	বিসিসিআই,	
bohudin,	বহুদিন,	বহুদিন,	
manaber,	মানববের,	মানবের,	
moshjidtike,	মশজবিদিকে,	মসজিদটিকে,	
kompito,	কম্পিত,	কম্পিত,	
ganaparibahaner,	গণপরিবহরণে,	গণপরিবহনের,	
chikitsar,	চিকিৎসার,	চিকিত্সার,	
bhyaatikaner,	ভ্যাতিকানের,	ভ্যাটিকানের,	
prachando,	প্রচন্ড,	প্রচণ্ড,	
garnar,	গর্ণের,	গার্নার,	
hoonayin,	হোনাইন,	হুনাইন,	
hamburger,	হাম্ববর্গের,	হামবুর্গের,	
bonshoke,	বংশকে,	বংশকে,	
jwar,	যাবর,	জ্বর,	
sqora,	স্করা,	স্কোর,	
hajartee,	হজারি,	হাজারটি,	
granthei,	গ্রন্থাই,	গ্রন্থেই,	
gajee,	গেজি,	গেজ,	
boney,	বোনে,	বনে,	
gatrey,	গাত্রে,	গাত্রে,	
dhnoka,	ধ্বক,	ধোঁকা,	
tigar,	তিগার,	টাইগার,	
venkotesh,	ভেঙ্কেশ,	ভেঙ্কটেশ,	
bongshoke,	বংশকে,	বংশকে,	
brekthrough,	বৃক্ষরোগ,	ব্রেকথ্রু,	
kaantojir,	কান্তজীর,	কান্তজির,	
atmabiswasi,	আত্মবিশ্বাসী,	আত্মবিশ্বাসী,	
neerbachoker,	নির্বাচার,	নির্বাচকের,	
graambaasider,	গ্রামবাসেদের,	গ্রামবাসীদের,	
jons,	জনস,	জোন্স,	
sbaajan,	স্বাজন,	স্বজন,	
niketon,	নিকেটন,	নিকেতন,	
tigers,	টিগার্স,	টাইগার্স,	
sakar,	সাকার,	সাকার,	
gez,	গেজ,	গেজ,	
saya,	সায়া,	সোয়া,	
aabahan,	আবাহন,	আবাহন,	
durgatir,	দুর্গতির,	দুর্গটির,	
janagononar,	জনগণ,	জনগণনার,	
sucre,	শুক্রে,	সাকার,	
karmokandeo,	কর্মকান্ডে,	কর্মকাণ্ডেও,	
abortey,	আবর্তে,	আবর্তে,	
nariikeyi,	নারীকেই,	নারীকেই,	
debate,	দেবততে,	ডিবেট,	
builder,	বিলদের,	বিল্ডার,	
elakatike,	এলাকটিকে,	এলাকাটিকে,	
cinematographar,	চিনেতা্ত্রের,	সিনেমাটোগ্রাফার,	
shhipa,	সিপিপ,	শিপ,	
nilkamal,	নিকোটাল,	নীলকমল,	
seekkhagoto,	শিক্ষাগা,	শিক্ষাগত,	
carpet,	চার্টিট,	কার্পেট,	
rushod,	রুশদ,	রুশদ,	
hola,	হোল,	হোল,	
cholochchitroi,	চলচ্চিত্রকের,	চলচ্চিত্রই,	
buffar,	বুফার,	বাফার,	
nebhatey,	নেভাতে,	নেভাতে,	
hotodoridro,	হতাদিদিরা,	হতদরিদ্র,	
saras,	সারস,	সরস,	
grambashee,	গ্র্মবসি,	গ্রামবাসী,	
panchasjan,	পঞ্চাশনন,	পঞ্চাশজন,	
mast,	মাস্ট,	মাস্ত,	
miley,	মিলে,	মাইলে,	
nirapottamulok,	নিরাপ্তবামূল,	নিরাপত্তামূলক,	
ovisongson,	অভিসংখন,	অভিশংসন,	
mosjid,	মসজীদ,	মসজিদ,	
gardeen,	গার্ডিন,	গার্ডেন,	
jati,	জাতি,	যাতি,	
estaniya,	এস্টিনিয়া,	এস্তোনিয়া,	
manobsomajer,	মানসস্বধারে,	মানবসমাজের,	
teresa,	তেরেশা,	টেরেসা,	
tribhuj,	ত্রিভুজ,	ত্রিভূজ,	
siima,	সিইম,	সীমা,	
taatey,	তাতে,	তাতে,	
shaswata,	শাস্তা,	শাশ্বত,	
karadander,	কারাদণ্ডের,	কারাদণ্ডের,	
khatgosher,	খাতুলসের,	খরগোসের,	
zohns,	জোসস,	জন্স,	
besur,	বেশুর,	বেসুর,	
dibaag,	দিবাগ,	ডিবাগ,	
pushti,	পুস্টি,	পুষ্টি,	
shikshakke,	শিক্ষকে,	শিক্ষককে,	
iura,	ইউরা,	ইউরো,	
sahocorrze,	সহকার্যে,	সাহচর্যে,	
bolokarok,	বলকারক,	বলকারক,	
shooter,	সুটের,	শ্যুটার,	
rigthter,	রিগ্ঠারের,	রাইটের,	
changee,	চঙ্গি,	চেঞ্জ,	
onurbar,	অনূর্ব,	অনুর্বর,	
chalachchitrake,	চলচ্চিত্রকে,	চলচ্চিত্রকে,	
shithilatar,	সিথিলতার,	শিথিলতার,	
khaneker,	খানকের,	খানেকের,	
dadar,	দাদার,	দাদার,	
nathibhukta,	নথিভুক্ত,	নথিভুক্ত,	
nortokike,	নর্তকে,	নর্তকীকে,	
alexander,	অলেকনসেদদের,	আলেকজান্ডার,	
shatjon,	সত্বলন,	সাতজন,	
jonoshomaj,	জনসমহা,	জনসমাজ,	
sabrakamer,	সব্রককারের,	সবরকমের,	
moshleh,	মসল্ছে,	মোসলেহ,	
charjito,	চর্জিত,	চার্জিত,	
banijyikvittey,	বানিজ্যিকিতে,	বাণিজ্যিকভিত্তিতে,	
plator,	প্লটটার,	প্লেটোর,	
obhiyojan,	অভিযোজনা,	অভিযোজন,	
aasif,	আশিফ,	আসিফ,	
gezeted,	জেজেটেড,	গেজেটেড,	
asamanno,	আসমান্ন,	অসামান্য,	
valobase,	ভালবাসে,	ভালোবাসে,	
valobasey,	ভালবাসে,	ভালোবাসে,	
turbine,	টার্বিনে,	টারবাইন,	
potthon,	পথঠন,	পঠন,	
oncoleo,	অন্কেল,	অঞ্চলেও,	
bede,	বেদে,	বেদে,	
shikshakrom,	শিক্ষাক্রম,	শিক্ষাক্রম,	
hili,	হিলি,	হিলি,	
qaroo,	কারু,	কারো,	
abahon,	আবাহন,	আবাহন,	
khanonkaaj,	খননকাল,	খননকাজ,	
tanteera,	তন্ত্র,	তাঁতিরা,	
boikalyo,	বৈকল্ল,	বৈকল্য,	
qinsa,	কিন্স,	কিংস,	
postac,	পোস্টক,	পোস্টকে,	
dhaleshwari,	ধালেশ্বরী,	ধলেশ্বরী,	
jyaqasana,	জ্যাকশন,	জ্যাকসন,	
hoteeltite,	হতিলিতে,	হোটেলটিতে,	
prosadhoner,	প্রশাধনের,	প্রসাধনের,	
nikel,	নিকেল,	নিকেল,	
byabaharkarir,	ব্যবহারকারী,	ব্যবহারকারীর,	
neptuner,	নেপ্তুনার,	নেপচুনের,	
yukeliptash,	ইউকিলিপ্সেস,	ইউক্যালিপ্টাস,	
tochnoch,	তচন্চ,	তছনছ,	
jya,	জ্যা,	জ্যা,	
chargito,	চার্গিত,	চার্জিত,	
karadande,	কারাদন্ডে,	কারাদণ্ডে,	
bjp,	বিইপ,	বিজেপি,	
gabeshana,	গবেষণা,	গবেষনা,	
asbar,	আসবার,	আসবার,	
monzile,	মঞ্জিলে,	মঞ্জিলে,	
baarnish,	বার্নিস,	বার্নিশ,	
jinsha,	জিন্সা,	জিন্স,	
alankaran,	অলংকরণ,	অলঙ্করণ,	
kamiz,	কমিজ,	কামিজ,	
eoki,	একি,	এওকি,	
damonmoolok,	দমমনুলক,	দমনমূলক,	
korta,	করত,	করতা,	
somonwitobhabey,	সমান্তিবভাবে,	সমন্বিতভাবে,	
gobeshonar,	গবেষণার,	গবেষনার,	
manushgulor,	মনুষক্ললুর,	মানুষগুলোর,	
superheiro,	সুপারেরা,	সুপারহিরো,	
grambaasio,	গ্র্বাসেস,	গ্রামবাসীও,	
machhti,	মাছটি,	মাছটি,	
tet,	তেট,	টেট,	
inphormeshon,	ইনফর্মেশন,	ইনফরমেশন,	
jahor,	যাহর,	জহর,	
duckticketer,	দুক্তিকেতের,	ডাকটিকিটের,	
orbiit,	অর্বিত,	অরবিট,	
gaiche,	গেছে,	গাইছে,	
goolen,	গোলেন,	গুলেন,	
bboponer,	ব্বপপের,	বপনের,	
shajano,	শাজানো,	সাজানো,	
shitei,	শীতেই,	শীতেই,	
dakope,	ডাকোপে,	দাকোপ,	
manhputa,	মননফত,	মনঃপুত,	
satarkakari,	সতার্কারী,	সতর্ককারী,	
armshtrong,	আর্মিক্ণগ,	আর্মস্ট্রং,	
totokhhon,	ততক্ষণ,	ততক্ষন,	
shrishree,	শ্রীশ্বে,	শ্রীশ্রী,	
jathartho,	যথার্থ,	যথার্থ,	
taanteera,	তাঁতিরা,	তাঁতিরা,	
ekspression,	এক্সপ্রেশন,	এক্সপ্রেশন,	
veenus,	ভিনুস,	ভেনাস,	
deke,	ডেকে,	ডেকে,	
daaktikite,	দাক্তিকেতে,	ডাকটিকিটে,	
shudden,	সুদ্দিন,	সাডেন,	
johny,	জনি,	জনি,	
bo,	বো,	বু,	
swajaner,	স্বাজনের,	স্বজনের,	
messenger,	মেসেন্সের,	মেসেঞ্জার,	
cholochchitrogulor,	চলচ্চিত্রাভিন,	চলচ্চিত্রগুলোর,	
sansthatir,	সংস্থাটির,	সংস্থাটির,	
jakrit,	যকৃত,	যকৃৎ,	
edii,	এডি,	আইডিই,	
shudhui,	শুধু,	শুধুই,	
carzer,	কার্জের,	চার্জের,	
beeseshyo,	বিশেষ্য,	বিশেষ্য,	
leetteer,	লেটটির,	লেটার,	
besarkarikaran,	বেসরকারীকরণ,	বেসরকারিকরণ,	
kottar,	কোটার,	কট্টর,	
ghamtaa,	ঘামতা,	ঘোমটা,	
sho,	শো,	শো,	
patenter,	পটেনটের,	পেটেন্টের,	
kortaam,	কর্তম,	করতাম,	
arina,	এরিন,	এরিনা,	
iuroo,	ইউরো,	ইউরো,	
sommotite,	সম্মতিতে,	সম্মতিতে,	
pudim,	পুডি,	পুডিং,	
palkee,	পালকী,	পাল্কি,	
norton,	নর্তন,	নর্টন,	
dhyaan,	ধ্যান,	ধ্যান,	
harbor,	হরবর,	হারবার,	
ekshoti,	একশিতি,	একশোটি,	
maldava,	মালদাব,	মলদোভা,	
dolguloo,	দলগুলো,	দলগুলোও,	
janatey,	জানাতে,	জানাতে,	
dormitory,	ডরমিটারি,	ডরমিটরি,	
tachnach,	তচন্থ,	তছনছ,	
baireo,	বাইরও,	বাইরেও,	
inamil,	ইনামিল,	এনামেল,	
oncholgulir,	অঞ্চলুলির,	অঞ্চলগুলির,	
zacksan,	যাক্সন,	জ্যাকসন,	
baitsh,	বাইটস,	বাইটস,	
cholchhe,	চলছি,	চলছে,	
samsher,	সমসের,	সমশের,	
koruna,	করুনা,	করুণা,	
franko,	ফ্রাঙ্ক,	ফ্রাঙ্কো,	
grambasheeo,	গ্রামবিশ,	গ্রামবাসীও,	
elaakaasoho,	এলাকাশোহ,	এলাকাসহ,	
lumbinee,	লুম্বিনী,	লুম্বিনী,	
bhabatarini,	ভাবতারণীন,	ভবতারিণী,	
ovigomon,	অভিগ্রসণ,	অভিগমন,	
hert,	হার্ট,	হার্ট,	
jemser,	জেম্সের,	জেমসের,	
townsip,	টোগিস্টিং,	টাউনশিপ,	
fastara,	ফাস্টার,	ফস্টার,	
priimoo,	প্রিম্য,	প্রিমো,	
sushri,	সুসরী,	সুশ্রী,	
myathious,	ম্যাথিফ,	ম্যাথিউস,	
bhugole,	ভুগলে,	ভূগোলে,	
apargota,	অপর্গতা,	অপারগতা,	
hydra,	হাইড্রো,	হাইড্রা,	
iyaqa,	এযাক,	ইয়াক,	
shpreadshheet,	স্প্রদিশি,	স্প্রেডশীট,	
ameriqa,	এমেরিকা,	আমেরিকা,	
parkin,	পার্কিন,	পার্কিং,	
udbhaboker,	উদ্ভাবকের,	উদ্ভাবকের,	
eucalyptushh,	ইউকালপ্লোপিস,	ইউক্যালিপ্টাস,	
chetonagato,	চেতনগতা,	চেতনাগত,	
lyaataa,	ল্যাতা,	ল্যাটা,	
mojlishpoor,	মজলিস্পুর,	মজলিশপুর,	
venom,	ভেনম,	ভেনম,	
hughke,	হুগকে,	হিউজকে,	
durg,	ডার্গ,	দুর্গ,	
elakatikey,	এলাকটিকে,	এলাকাটিকে,	
zonsa,	জনসা,	জোন্স,	
dubate,	দুবাতে,	ডুবাতে,	
sukkha,	সূক্ষ,	সুক্ষ্ম,	
chat,	চাত,	চ্যাট,	
sorsa,	সর্স,	সোর্স,	
qirq,	কার্ক,	কার্ক,	
ansarir,	আনসারির,	আনসারীর,	
