steitt,	স্টেট,	স্টেইট,	
reeliancee,	রিলিয়ন্সি,	রিলায়েন্স,	
lohar,	লোহার,	লোহার,	
damdor,	দামদর,	দামদর,	
prakalpaguli,	প্রকালপুলি,	প্রকল্পগুলি,	
langhoner,	লঙ্ঘনের,	লংঘনের,	
phoksher,	ফক্ষের,	ফক্সের,	
sangkalanti,	সংকলানটি,	সংকলনটি,	
chetonagoto,	চেতনাগত,	চেতনাগত,	
rajtontre,	রাজতন্ত্রে,	রাজতন্ত্রে,	
samajikatar,	সামাজিকতার,	সামাজিকতার,	
jwoluk,	জ্বুলক,	জ্বলুক,	
armeenian,	আর্মিনিয়ন,	আর্মেনিয়ান,	
karoo,	কারও,	কারো,	
dristiheen,	দৃষ্টিহীন,	দৃষ্টিহীন,	
jubokder,	যুবকদের,	যুবকদের,	
sift,	সিফ্ট,	শিফট,	
alexanderke,	আলেক্সন্ডকের,	আলেকজান্ডারকে,	
gezeted,	জেজেটেড,	গেজেটেড,	
messenger,	মেসাঙ্গের,	মেসেঞ্জার,	
chittronatyokar,	চিত্রনাট্যকার,	চিত্রনাট্যকার,	
tyap,	ত্যাপ,	ট্যাপ,	
naaneer,	নানির,	নানীর,	
informetion,	ইনফর্মেশন,	ইনফরমেশন,	
odurey,	অডূরে,	অদুরে,	
korta,	কোর্ট,	করতা,	
abosane,	অবসানে,	অবসানে,	
mashajida,	মাজাজিদ,	মসজিদ,	
elakayi,	এলাকই,	এলাকাই,	
conistho,	কনিষ্ঠ,	কনিষ্ঠ,	
bondhuderkey,	বন্ধুদেরকে,	বন্ধুদেরকে,	
fareksa,	ফার্ক্স,	ফরেক্স,	
graambasider,	গ্রাম্বাসীদের,	গ্রামবাসীদের,	
beshirbhagi,	বেশিরভাগই,	বেশিরভাগই,	
monjooshree,	মঞ্জুর্সি,	মঞ্জুশ্রী,	
kishti,	কিষ্টি,	কিস্তি,	
muchi,	মুচি,	মুচি,	
pooroheetke,	পুরহীকতে,	পুরোহিতকে,	
netarao,	নেতারাও,	নেতারাও,	
ummul,	উম্মুল,	উম্মুল,	
bongram,	বংগগ্রাম,	বনগ্রাম,	
peri,	প্যারি,	পেরি,	
sausagee,	সৌসগী,	সসেজ,	
iqbalke,	ইকলবে,	ইকবালকে,	
horidare,	হরিদারে,	হরিদ্বারে,	
parswer,	পারসের,	পার্শ্বের,	
horiddare,	হরিদদরর,	হরিদ্বারে,	
karu,	কারু,	কারো,	
itastatah,	ইতাস্তা,	ইতস্ততঃ,	
dhyanastha,	ধ্যাসাথ্য,	ধ্যানস্থ,	
bandhuke,	বাঁধুকে,	বন্ধুকে,	
bizit,	বিজিত,	বিজিত,	
baipash,	বাইপাস,	বাইপাস,	
boother,	বুঁথার,	বুথের,	
sonaktokaraner,	সনাক্তকরণের,	সনাক্তকরণের,	
thesiser,	থেসিসের,	থিসিসের,	
komaanndar,	কমান্ডার,	কমাণ্ডার,	
neermolotaa,	নির্মলতা,	নির্মলতা,	
chutir,	চুটির,	ছুটির,	
nirmol,	নির্মল,	নির্মল,	
jonite,	যোনিতে,	যোনীতে,	
licencing,	লিসেন্সিং,	লাইসেন্সিং,	
pactar,	প্যাক্টর,	পাঁচটার,	
categoryr,	ক্যাটেরির,	ক্যাটাগরির,	
edhdaning,	এডদোনি,	ইদানিং,	
deepei,	দিপেই,	দ্বীপেই,	
black,	ব্লক,	ব্ল্যাক,	
bishwashoi,	বিশ্বাসই,	বিশ্বাসই,	
scare,	স্কের,	স্কোর,	
reejur,	রিজুর,	রিজুর,	
chyata,	চ্যাটা,	চ্যাট,	
grameryi,	গ্রামেরি,	গ্রামেরই,	
aparagata,	অপরাগত,	অপারগতা,	
gafilati,	গফিলাটি,	গাফিলতি,	
nobotomo,	নবোতম,	নবতম,	
attorkite,	অত্মর্কিতে,	অতর্কিতে,	
sotorkokari,	সতর্ককারী,	সতর্ককারী,	
zeebonjapon,	জীবন্যপুন,	জীবনযাপন,	
asociatis,	অসযোসিটিস,	এসোসিয়েটস,	
murad,	মুরদ,	মুরাদ,	
kaamij,	কামিজ,	কামিজ,	
sayaneda,	সায়েনেড,	সায়ানাইড,	
jaaluk,	জালুক,	জ্বলুক,	
treebhuj,	ত্রিভুজ,	ত্রিভূজ,	
resort,	রিসর্ট,	রিসোর্ট,	
dabarer,	দাবারের,	দাবারের,	
duplex,	ডিপ্লেক্স,	ডুপ্লে,	
agora,	অগোরা,	আগোরা,	
baet,	ব্যাট,	বাইট,	
planeti,	প্লানীটি,	প্লেনটি,	
asamanjashapurna,	অসমানসপূর্ণ,	অসামঞ্জস্যপূর্ণ,	
shasheja,	সাশেজা,	সসেজ,	
dayitta,	দৈত্য,	দায়িত্ব,	
satarkatar,	সতরককতার,	সতর্কতার,	
byapoktor,	ব্যাপক্টর,	ব্যাপকতর,	
reetesh,	রিটেস,	রিতেশ,	
mesenzarer,	মেসেজ্জরের,	মেসেঞ্জারের,	
koilaash,	কৈলাশ,	কৈলাস,	
romantic,	রোম্যান্টিক,	রোমান্টিক,	
sambhabanaow,	সম্ভাবনাও,	সম্ভবনাও,	
nodigulir,	নদিগুলির,	নদীগুলির,	
satyaki,	সত্যাকি,	সাত্যকি,	
sealvi,	সিলভী,	সিলভি,	
amarendro,	অমরেন্দ্র,	অমরেন্দ্র,	
onektai,	অনেকটাই,	অনেকটাই,	
mitre,	মিত্রে,	মিত্র,	
nariikei,	নারীকেই,	নারীকেই,	
darada,	দারাদা,	দারদা,	
madol,	মাদল,	মাদল,	
huge,	হুগে,	হিউজ,	
granther,	গ্রন্থের,	গ্রন্থের,	
rajdhani,	রাজধানী,	রাজধানি,	
turqi,	টার্কি,	তুর্কি,	
tanight,	টানিংট,	টুনাইট,	
shobnom,	শাবনাম,	শবনম,	
kamla,	কাল্া,	কামলা,	
bishshashi,	বিশ্বাসী,	বিশ্বাসই,	
mmadhukkori,	ম্যামুখকরী,	মাধুকরী,	
tigre,	টির্র,	টাইগার,	
danobder,	দানবদের,	দানবদের,	
papri,	পপর্ি,	পাপরি,	
aziz,	আজিজ,	আজিজ,	
mehnoti,	মেহনাটি,	মেহনতি,	
chalachchitroi,	চালচচ্রিত,	চলচ্চিত্রই,	
cannel,	ক্যানেল,	ক্যানেল,	
asiatic,	আসিয়েটিক,	এশিয়াটিক,	
abodamaner,	অবদামনের,	অবদমনের,	
kanooner,	কানুরের,	কানুনের,	
postay,	পোস্টে,	পোষ্টে,	
traap,	ট্রাপ,	ট্রুপ,	
meiler,	মেলের,	মেইলের,	
akai,	আকাই,	একাই,	
chitronatyokar,	চিত্রনাট্যকার,	চিত্রনাট্যকার,	
probhuder,	প্রভুদের,	প্রভুদের,	
teksaser,	টেক্সসের,	টেক্সাসের,	
breakthraugh,	ব্রেক্াচা,	ব্রেকথ্রু,	
aagost,	আগস্,	আগষ্ট,	
sahajlabhbhotar,	সহজভলভার,	সহজলভ্যতার,	
sikara,	সিকার,	শিকার,	
udeechee,	উদিদি,	উদীচী,	
daktikite,	দাক্িিকিতে,	ডাকটিকিটে,	
iran,	ইররন,	ইরান,	
songbadmadhyomgulote,	সংবাদমমদ্যোতকে,	সংবাদমাধ্যমগুলোতে,	
abhidhaner,	অভিধানের,	অভিধানের,	
suporichiti,	সুপরিচিতি,	সুপরিচিতি,	
protistha,	প্রতিষ্ঠা,	প্রতিষ্টা,	
inphormeshon,	ইনফর্মেশন,	ইনফরমেশন,	
chhooti,	ছুটি,	ছুটি,	
pouch,	পৌঁ,	পাউচ,	
anchaltike,	অঞ্চলতিকে,	অঞ্চলটিকে,	
onnoroop,	অন্যরূপ,	অন্যরূপ,	
setan,	সেতান,	শয়তান,	
ovishongshon,	অভিশংসন,	অভিশংসন,	
manmath,	মনমাঠ,	মন্মথ,	
turista,	তুরিষ্ট,	টুরিস্ট,	
phanda,	ফন্দ,	ফান্ড,	
bishashke,	বিশাবককে,	বিশ্বাসকে,	
shtena,	স্টেন,	স্টেন,	
mugdhota,	মূঝজাতা,	মুগ্ধতা,	
superhera,	সুপারেরা,	সুপারহিরো,	
iuqyaliptasa,	ইউক্যালিপটাস,	ইউক্যালিপ্টাস,	
madraser,	মাদরাসের,	মাদ্রাজের,	
krita,	কৃত,	ক্রীট,	
zoneser,	জোনসের,	জোন্সের,	
ooipokar,	অইপকার,	উইপোকার,	
hertz,	হার্ট,	হার্জ,	
maailkhanek,	মাইক্লেনক,	মাইলখানেক,	
samudrotate,	সমুদ্রতার,	সমুদ্রতটে,	
brittakar,	বৃত্তকার,	বৃত্তাকার,	
jeebnagar,	জীবনগর,	জীবননগর,	
bivonno,	বিভন্ন,	বিভন্ন,	
firojer,	ফিরোজের,	ফিরোজের,	
khanonkaaj,	খননকাজ,	খননকাজ,	
rupantar,	রূপান্তর,	রুপান্তর,	
shahoshikatar,	শাহসিকতার,	সাহসিকতার,	
pray,	প্রে,	প্রায়,	
jonsha,	জনস,	জোন্স,	
graambaseeder,	গ্রাম্াসবিদের,	গ্রামবাসীদের,	
enimeted,	এনিমেটেড,	এনিমেটেড,	
otiiteo,	অতীতেও,	অতীতেও,	
allah,	আল্লাহ,	আল্লাহ্,	
nyaper,	ন্যাপের,	ন্যাপের,	
madhabike,	মাধাবিকে,	মাধবীকে,	
ekmot,	একমত,	একমত,	
shikhra,	শিখ্রা,	শিখরা,	
prachurzer,	প্রচার্জের,	প্রাচুর্যের,	
turkey,	তুর্কী,	তুর্কি,	
hamasa,	হমমাসা,	হোমস,	
dhorer,	ধরের,	ধরের,	
ujbekistaner,	উজবেক্ষিতানের,	উজবেকিস্তানের,	
coode,	কোড,	কোড,	
damanmulak,	দমনমূলক,	দমনমূলক,	
bibhonno,	বিভনন্ন,	বিভন্ন,	
kalenga,	কলেঙ্গ,	কালেঙ্গা,	
ahalya,	আহল্য,	অহল্যা,	
jyeshtha,	জ্যেষ্ঠা,	জ্যেষ্ঠা,	
chilahati,	চিলাাতি,	চিলাহাটি,	
teamothi,	টেমাথি,	টিমোথি,	
cholochchitra,	চলচিত্র,	চলচ্চিত্র,	
hoshein,	হোসেইন,	হোসেইন,	
tongaa,	তঙ্গা,	টোঙ্গা,	
mokam,	মোকাম,	মোকাম,	
tachnach,	তাচনাচ,	তছনছ,	
augustine,	আগুস্টাইন,	অগাস্টিন,	
baibasthaar,	ব্যবস্থার,	ব্যবস্থার,	
teksuser,	টেক্সসের,	টেক্সাসের,	
madhukooree,	মাধুকরী,	মাধুকরী,	
bim,	বীম,	বীম,	
meeting,	মেটিং,	মিটিং,	
dhwajbhango,	ধ্যাংভাগ্য,	ধ্বজভঙ্গ,	
berubar,	বেরুবার,	বেরুবার,	
mandander,	মানদনদের,	মানদণ্ডের,	
ispredseet,	ইস্পার্টিস,	স্প্রেডশীট,	
bolvodro,	বলভদ্র,	বলভদ্র,	
abheedhaaneeck,	অভিধানিক,	অভিধানিক,	
roza,	রোজা,	রোযা,	
proshikkhone,	প্রশিক্ষণে,	প্রশিক্ষণে,	
shoti,	শতী,	শোটি,	
fand,	ফ্যান্ড,	ফান্ড,	
chirkoot,	চিরকুট,	চিরকুট,	
bheenisa,	ভিনিস,	ভেনিস,	
roja,	রোজা,	রোযা,	
naditei,	নদিতেই,	নদীতেই,	
sukna,	শুকনা,	শুকনা,	
taalgaachh,	তালগাছ,	তালগাছ,	
matrirup,	মাতৃরুপ,	মাতৃরূপ,	
lidars,	লিডার্স,	লিডার্স,	
culing,	কুলিং,	কুলিং,	
ekghare,	একঘরে,	একঘরে,	
parbatya,	পার্বত্য,	পার্বত্য,	
oncholtee,	অনচলতি,	অঞ্চলটি,	
note,	নট,	নোটে,	
kaalki,	কালকি,	কালকি,	
veenis,	ভিনিস,	ভেনিস,	
gheshe,	ঘেসে,	ঘেঁষে,	
hundayi,	হান্ডাই,	হুন্দাই,	
manikyo,	মাণিক্য,	মানিক্য,	
melbourney,	মেলবরর্ন,	মেলবোর্নে,	
karmojog,	কর্মযোগ,	কর্মযোগ,	
tourisht,	তুরিষ্ট,	টুরিস্ট,	
advanshd,	অ্যাডভাসপ,	অ্যাডভান্সড,	
gonosochetonota,	গণসোচানতাতা,	গণসচেতনতা,	
sikkhaou,	সিক্ষুও,	শিক্ষাও,	
moogdal,	মোগদাল,	মুগডাল,	
bhaandare,	ভান্ডারে,	ভাণ্ডারে,	
batikromshali,	ব্যাত্মকর্শালী,	ব্যতিক্রমধর্মী,	
pratijogitar,	প্রতিযোগিতার,	প্রতিযোগীতার,	
bondhuderke,	বন্ধুদেরকে,	বন্ধুদেরকে,	
sontoshpur,	সন্তঃসপুর,	সন্তোষপুর,	
chhayi,	ছাই,	ছাই,	
