ekhaate,	এখাতে,	একহাতে,	
akhandata,	আখান্দতা,	অখণ্ডতা,	
somonwitobhabey,	সমমন্তভাবতে,	সমন্বিতভাবে,	
kyethalika,	ক্যাথলিক,	ক্যাথলিক,	
gezeted,	গেজেটেড,	গেজেটেড,	
saahocorrzo,	সহহার্ঞ্য,	সাহচর্য,	
lohaa,	লোহা,	লোহা,	
jacksan,	জককান,	জ্যাকসন,	
bbiswashi,	বিশ্বাসী,	বিশ্বাসী,	
mahasava,	মহাসভা,	মহাসভা,	
kale,	কালে,	কালে,	
prokolpogulor,	প্রকোলপুগলোর,	প্রকল্পগুলোর,	
ekai,	একই,	একাই,	
jaatti,	জাটটি,	জাতটি,	
ayantarkatika,	অন্তর্কটিক,	অ্যান্টার্কটিকা,	
makhmale,	মাখলালে,	মখমলে,	
kaaleo,	কালেও,	কালেও,	
klauda,	ক্লাড,	ক্লাউড,	
shantaa,	সান্তা,	সান্তা,	
charukala,	চারুকালা,	চারুকলা,	
amshtrong,	অস্ট্রাঙ্গ,	আর্মস্ট্রং,	
abheedhanik,	অভিধানিক,	অভিধানিক,	
delibhara,	ডিলিভার,	ডেলিভার,	
samajik,	সমাজিক,	সামাজিক,	
atyacarito,	অত্যাচিত,	অত্যাচারিত,	
zacksan,	জককান,	জ্যাকসন,	
addhattikota,	অধ্যাতিকতা,	আধ্যাত্মিকতা,	
aksathe,	একসথে,	একসাথে,	
sulfete,	সালফাটে,	সালফেট,	
modhyekar,	মধ্যেকার,	মধ্যেকার,	
madal,	মাদাল,	মাদল,	
rilayeensa,	রিলেয়েন্স,	রিলায়েন্স,	
safiin,	শাফিং,	সাফিন,	
ganochien,	গঞেচীন,	গণচীন,	
jounatar,	যৌনতার,	যৌনতার,	
shtena,	স্টেন,	স্টেন,	
biseshyer,	বিশেষ্বের,	বিশেষ্যের,	
oncholshomuh,	অঞ্চলসমূহ,	অঞ্চলসমূহ,	
nathivukta,	নথিভুক্ত,	নথিভুক্ত,	
jathartha,	যথার্থ,	যথার্থ,	
chhatogolper,	ছোটোগল্পের,	ছোটগল্পের,	
boponer,	বোপনের,	বপনের,	
taale,	তালে,	তালে,	
tomader,	তমাদের,	তোমাদের,	
lokeshon,	লোকেশন,	লোকেশন,	
haipara,	হাইপার,	হাইপার,	
gonohotyakey,	গণহাত্যকে,	গণহত্যাকে,	
sombhobonaow,	সম্ভাবনাও,	সম্ভবনাও,	
sinake,	সিনাকে,	সিনাকে,	
baugey,	বগে,	বাগে,	
eenameel,	ইনামিল,	এনামেল,	
pracharanamulak,	প্রচারণামূলক,	প্রচারণামূলক,	
jibjantu,	জীবজন্তু,	জীবজন্তু,	
maner,	মনের,	মানে,	
sovanetri,	সভানেত্রী,	সভানেত্রী,	
doover,	ডুভের,	ডোভার,	
arshie,	আর্সি,	আরসিএ,	
haj,	হাজ,	হয,	
asamanjashapurna,	আসমানসাপূর্ণ,	অসামঞ্জস্যপূর্ণ,	
dobhara,	দভারা,	ডোভার,	
olongkoron,	অলংকরণ,	অলঙ্করণ,	
shrishri,	শৃষ্রী,	শ্রীশ্রী,	
porishongkhanbid,	পরিসংখ্যানিদ,	পরিসংখ্যানবিদ,	
agoora,	আগুরা,	আগোরা,	
nariikeyi,	নারীকেই,	নারীকেই,	
chirohorith,	চিরহরিথ,	চিরহরিৎ,	
trivuj,	ত্রিভুজ,	ত্রিভূজ,	
iksaprishana,	এক্সপ্রিসন,	এক্সপ্রেশন,	
heights,	হেইটস,	হাইটস,	
elaakaasoho,	এলাকাসহ,	এলাকাসহ,	
ovishongshon,	অভিসংসন,	অভিশংসন,	
dam,	দম,	ডং,	
abosare,	আবসারে,	অবসরে,	
turkider,	টুর্কীদের,	তুর্কিদের,	
marufer,	মারুফের,	মারুফের,	
nederlande,	নেদারল্যান্ডে,	নেদারল্যান্ডে,	
futonta,	ফুটন্ত,	ফুটন্ত,	
shikshakram,	শিক্ষাক্রম,	শিক্ষাক্রম,	
pushtee,	পুস্টি,	পুষ্টি,	
patochitra,	পাযাচিত্র,	পটচিত্র,	
yankee,	যযাঙকি,	ইয়াংকি,	
nagorikke,	নাগরিককে,	নাগরিককে,	
mane,	মেন,	মানে,	
tarunderke,	তারুণ্দেরকে,	তরুণদেরকে,	
zhalkatthi,	ঝালকাঠি,	ঝালকাঠী,	
phokser,	ফক্সের,	ফক্সের,	
beeswasee,	বিশ্বাসী,	বিশ্বাসে,	
shucre,	সুক্র,	সাকার,	
soros,	সরস,	সরস,	
jones,	জোনস,	জোন্স,	
bondhuvabaponyo,	বন্ধুবাবযন্প,	বন্ধুভাবাপন্ন,	
mumtazer,	মমতাজের,	মুমতাজের,	
songbadmadhyome,	সংবাদমধ্যমে,	সংবাদমাধ্যমে,	
karu,	করু,	কারো,	
byabaharkarir,	ব্যবহারকারীর,	ব্যবহারকারীর,	
saazanor,	সাজানোর,	সাজানোর,	
turkameena,	তুর্কমিনা,	তুর্কমেন,	
eenjil,	ইঞ্জিল,	ইঞ্জিল,	
moushumei,	মৌসুমেই,	মৌসুমেই,	
protizogiir,	প্রতিযোগির,	প্রতিযোগীতার,	
noren,	নরেন,	নরেন,	
kings,	কিংস,	কিংস,	
prothake,	প্রথাকে,	প্রথাকে,	
dovar,	দভার,	ডোভার,	
shuperhero,	সুপেহেরও,	সুপারহিরো,	
promothesh,	প্রমথেস,	প্রমথেশ,	
protimar,	প্রতিমার,	প্রতিমার,	
gazeetteed,	গ্যাজেটেড,	গেজেটেড,	
basake,	বাসাকে,	বাসাকে,	
avereste,	অ্যাভারেস্টে,	এভারেস্টে,	
kkomatei,	কমাতেই,	কমাতেই,	
prakalpogulo,	প্রকালপুগোলো,	প্রকল্পগুলো,	
sahojlabhbhatar,	সহজযভভ্ততার,	সহজলভ্যতার,	
kuary,	কারি,	কোয়েরি,	
eksapreshana,	এক্সপ্রেসন,	এক্সপ্রেশন,	
capsul,	ক্যাপসুল,	ক্যাপসুল,	
vobtarini,	ভব্তরণী,	ভবতারিণী,	
ghatla,	ঘাতলা,	ঘটল,	
yuro,	ইউরো,	ইউরো,	
ekoghoore,	একগুরে,	একঘরে,	
halloween,	হললিওয়েন,	হ্যালোইন,	
siddhantei,	সিদ্ধান্তেই,	সিদ্ধান্তেই,	
gajano,	গাজান,	গজানো,	
baysharkarikarone,	বেসরকারীকরণ,	বেসরকারিকরণ,	
yucalyptus,	ইউক্লাপিয়াস,	ইউক্যালিপ্টাস,	
saazano,	সাজানো,	সাজানো,	
bolokarok,	বলকারক,	বলকারক,	
byan,	ব্যান,	ব্যাং,	
ghumata,	ঘুমাতা,	ঘুমাতো,	
temanbhabe,	তেমনভাবে,	তেমনভাবে,	
sohopatheekey,	সহপাঠীকে,	সহপাঠীকে,	
bisshas,	বিশ্বাস,	বিশ্বাস,	
madhoboir,	মাধবীর,	মাধবীর,	
voter,	ভোটের,	ভোটার,	
hiranee,	হিরানী,	হিরানি,	
dharavahikti,	ধারাহাহিক্তি,	ধারাবাহিকটি,	
mitra,	মিত্র,	মিত্র,	
saranor,	সরণ,	সরানোর,	
foxer,	ফোক্সের,	ফক্সের,	
ewer,	আভ়ার,	এভার,	
sweety,	স্বিটি,	সুইটি,	
aksharke,	অক্বরকে,	অক্ষরকে,	
shanta,	সান্ত,	সান্তা,	
gripe,	গ্রিপে,	গ্রিপ,	
chalachchitrake,	চলচ্চিত্রকে,	চলচ্চিত্রকে,	
russad,	রুশাাদ,	রুশদ,	
bairey,	ব্রে,	বাইরে,	
shartho,	স্বার্থ,	স্বার্থ,	
peterkay,	পিটারকে,	পিটারকে,	
antarvuktimulak,	অন্তর্ভূমুতুলাক,	অন্তর্ভুক্তিমূলক,	
duburyra,	দুবুরীরা,	ডুবুরিরা,	
dharabhashyakar,	ধারাভাষ্যকার,	ধারাভাষ্যকার,	
nortoki,	নর্টকি,	নর্তকী,	
harisoner,	হরিশনের,	হ্যারিসনের,	
maaktume,	মক্তমে,	মাকতুম,	
isan,	আইএন,	ঈশান,	
zommoo,	জম্মু,	জম্মু,	
sohojlovyotar,	সহযোজ্যতাতার,	সহজলভ্যতার,	
lokhindare,	লোখিন্দারে,	লখিন্দরের,	
bisheshshyer,	বিশেষ্বের,	বিশেষ্যের,	
observer,	অবসার্ভের,	অবজার্ভার,	
gronthe,	গ্রন্থে,	গ্রন্থে,	
shukna,	শুকনা,	শুকনা,	
risorte,	রিসোর্টে,	রিসোর্টে,	
hoomasa,	হোমস,	হোমস,	
harbour,	হার্বুর,	হারবার,	
abdoone,	আব্দুনে,	আবদুন,	
hoolding,	হোল্ডিং,	হোল্ডিং,	
drissotir,	দৃশ্যটির,	দৃশ্যটির,	
masjidtir,	মাসসিদ্তির,	মসজিদটির,	
shastra,	শাস্ত্র,	শাস্ত্র,	
siiteyi,	শিতেই,	শীতেই,	
jandrel,	জা্ড্রেল,	জাঁদরেল,	
onurbor,	অনুর্বর,	অনুর্বর,	
lokeson,	লোকেসন,	লোকেশন,	
cuti,	কিটি,	কিউটি,	
gorer,	গোরের,	গোরের,	
madrasar,	মাদ্রসার,	মাদ্রাসার,	
byatikromdhormi,	ব্যতিক্রমধ্রমী,	ব্যতিক্রমধর্মী,	
patigonit,	পাতিগণিত,	পাটিগণিত,	
mukhomandol,	মুখমন্ডল,	মুখমণ্ডল,	
grambaashee,	গ্রামসাসী,	গ্রামবাসী,	
nodnodeer,	নদ্দনীর,	নদনদীর,	
noitikota,	নৈতিকতা,	নৈতিকতা,	
gonona,	গণনা,	গণনা,	
prodeeper,	প্রোদিপের,	প্রদীপের,	
abadamaner,	অবদমনের,	অবদমনের,	
setitey,	সেটিতে,	সেটিতে,	
qarpeta,	কর্পট,	কার্পেট,	
niutrinoo,	নিউট্রুণ,	নিউট্রিনো,	
sukumaree,	সুকুমারী,	সুকুমারী,	
mawdel,	মডেল,	মডেল,	
prodan,	প্রদান,	প্রদাণ,	
uipoka,	উপাকা,	উইপোকা,	
parqim,	পার্কিং,	পার্কিং,	
choopi,	চুপি,	চুপি,	
planey,	প্লেন,	প্লেনে,	
gajetted,	গেজেটেদ,	গেজেটেড,	
jatak,	যতক,	জাতক,	
akritakarjo,	আকৃতাকার্য,	অকৃতকার্য,	
juboksoho,	যুবকশহ,	যুবকসহ,	
ganochin,	গঞছীন,	গণচীন,	
gotibege,	গতিবেগে,	গতিবেগে,	
harbourey,	হার্বুরে,	হারবারে,	
byatasamyan,	ব্যাটাসম্যান,	ব্যাটসম্যান,	
soasage,	সশজে,	সসেজ,	
tantira,	তাঁটিরা,	তাঁতিরা,	
gotibegey,	গতিবেগে,	গতিবেগে,	
adhattikota,	আধাযাতিকতা,	আধ্যাত্মিকতা,	
skalarashipa,	স্কলারশিপ,	স্কলারশিপ,	
chaka,	চাকা,	চাকা,	
sohingsotar,	সহিনসতার,	সহিংসতার,	
godabori,	গদাবরী,	গোদাবরী,	
tyunar,	টুউনার,	টিউনার,	
granthotike,	গ্রন্থিিকে,	গ্রন্থটিকে,	
tarabaina,	তাবাবিন,	টারবাইন,	
ghesei,	ঘেষেই,	ঘেঁষেই,	
krantee,	ক্রন্টি,	ক্রান্তি,	
buffar,	বুফার,	বাফার,	
siddhantoo,	সিদ্ধান্তু,	সিদ্ধান্তও,	
danaqana,	ডানাকানা,	ডানকান,	
asocietes,	অ্যাসোসিটেস,	এসোসিয়েটস,	
shasheja,	সাসেজ,	সসেজ,	
vaisaha,	ভৈইসহ,	ভাইসহ,	
michhilti,	মিচিলটি,	মিছিলটি,	
durgatsober,	দুর্গটস্যের,	দুর্গোৎসবে,	
dianes,	ডায়েনস,	ডিএনএস,	
purohitke,	পুরহীতকে,	পুরোহিতকে,	
sarbhaarti,	সর্ভার্তি,	সার্ভারটি,	
ramdhanu,	রামধানু,	রামধনু,	
qraima,	ক্রিম,	ক্রাইম,	
cheshsh,	চেস,	চেস,	
vishad,	বিষদ,	বিষদ,	
kurdira,	কুর্দিরা,	কুর্দিরা,	
xpresion,	এক্সপ্রেশন,	এক্সপ্রেশন,	
pouch,	পৌঁছ,	পাউচ,	
suhasini,	সুহাসীনী,	সুহাসিনী,	
khelechen,	খেলেছেন,	খেলেছেন,	
institutioner,	ইন্সটিটিউশনের,	ইনস্টিটিউশনের,	
aazan,	আজান,	আজান,	
tottorat,	তত্ত্বরা,	তওরাত,	
chalochchitro,	চলচিত্র,	চলচ্চিত্র,	
horeedwar,	হরিদ্যার,	হরিদ্বার,	
gazetted,	গেজেটেদ,	গেজেটেড,	
