sina,	সিন,	সিনা,	
darjeeling,	ডার্জিলিং,	দার্জিলিং,	
saafi,	সফি,	সাফি,	
karleo,	কারলেও,	করলেও,	
ekghare,	একগারে,	একঘরে,	
moshzidti,	মসহবিদ্টি,	মসজিদটি,	
dhhaabi,	ঢাবি,	ঢাবি,	
proshikkhane,	প্রশিক্ষণে,	প্রশিক্ষণে,	
nodiiteyi,	নদীতীতেই,	নদীতেই,	
pudinn,	পুদিন,	পুডিং,	
songbadmadhyomgulote,	সংবদামোজমূলনতে,	সংবাদমাধ্যমগুলোতে,	
satan,	সাতান,	শয়তান,	
kaalniir,	কালনীর,	কালনীর,	
jomanor,	জমানোর,	জমানোর,	
gate,	গেট,	গ্যেটে,	
bikaargrasta,	বিকর্গস্র্ত,	বিকারগ্রস্ত,	
ajouno,	অজোন,	অযৌন,	
averej,	অ্যাভারেজ,	এভারেজ,	
dabarer,	দাবারের,	দাবারের,	
juktorastreo,	যুক্তরাস্ট্রে,	যুক্তরাষ্ট্রেও,	
graambashio,	গ্রামাসাসী,	গ্রামবাসীও,	
aaziz,	আজিজ,	আজিজ,	
bhor,	ভোর,	ভর,	
shikshakrom,	শিক্ষাক্রম,	শিক্ষাক্রম,	
sansthatir,	সংস্থতির,	সংস্থাটির,	
habshi,	হাবসী,	হাবশী,	
hajarti,	হারাটি,	হাজারটি,	
byaaran,	ব্যারান,	ব্যারন,	
sherup,	শেরুপ,	সেরুপ,	
mumtazer,	মুমতাজের,	মুমতাজের,	
anchalgulir,	অঞ্চলগুলির,	অঞ্চলগুলির,	
krema,	ক্রেম,	ক্রাইম,	
shoili,	শৈলি,	শৈলী,	
graambaasir,	গ্রামবাসীর,	গ্রামবাসীর,	
abasane,	অবাসনে,	অবসানে,	
dephinision,	ডেফিনিশন,	ডেফিনেশন,	
chaudhoorir,	চৌধুরীর,	চৌধুরীর,	
lendal,	লেন্ডাল,	লেন্ডল,	
mononitoder,	মনোনিদদের,	মনোনীতদের,	
shorif,	শরীফ,	শরিফ,	
choity,	চৈতি,	চৈতি,	
mittrota,	মিত্রতা,	মিত্রতা,	
dolu,	দলু,	ডলু,	
soorsa,	সারসা,	সোর্স,	
ragei,	রাগেই,	রাগেই,	
aazaadir,	আজাদীর,	আজাদীর,	
doorotaumo,	দূরতম,	দূরতম,	
kachakachi,	কাচাচাছি,	কাছাকাছি,	
codeguli,	কোদুগুলি,	কোডগুলি,	
easter,	ইস্টার,	ইস্টার,	
jomaanor,	জমানোর,	জমানোর,	
qyantana,	ক্যান্টন,	ক্যান্টন,	
pratiyogita,	প্রতিযোগিতা,	প্রতিযোগীতা,	
gorib,	গরীব,	গরিব,	
futanto,	ফুটন্ত,	ফুটন্ত,	
mitroder,	মিত্রদের,	মিত্রদের,	
venuser,	ভেনাসের,	ভেনাসের,	
shhepha,	শেফ,	শেফ,	
debating,	ডেবটিং,	ডিবেটিং,	
rk,	রিক,	আরকে,	
naitikatar,	নৈতিকতার,	নৈতিকতার,	
karater,	কারতের,	কারাতের,	
neurolojy,	নিরোলজি,	নিউরোলজি,	
shangkulaan,	সংকুলন,	সংকুলান,	
twoei,	তোই,	ত্বকেই,	
antarvukta,	অন্তর্ভূক্ত,	অন্তর্ভুক্ত,	
gosthyi,	গোষ্ঠি,	গোষ্ঠীই,	
lokhindare,	লোখিনদারে,	লখিন্দরের,	
oncholgoolote,	অঞ্চলগুলোতে,	অঞ্চলগুলোতে,	
muhurtoti,	মুহূর্তি,	মুহুর্তটি,	
gatre,	গোত্রে,	গাত্রে,	
jahra,	যাহরা,	যাহরা,	
manir,	মানির,	মনির,	
dai,	দাই,	দিই,	
modeler,	মোদেের,	মডেলের,	
bizepi,	বিজেপি,	বিজেপি,	
ishpredshheet,	ইশ্প্রেশ্রিত,	স্প্রেডশীট,	
muhurtati,	মুহূর্তি,	মুহুর্তটি,	
iunita,	ইউনিট,	ইউনিট,	
baasaa,	বাসা,	বাসা,	
kleentoner,	ক্লিন্টানের,	ক্লিনটনের,	
treebhuj,	ত্রিভুজ,	ত্রিভূজ,	
koomarir,	কোমারীর,	কুমারীর,	
dozo,	দজ,	ডোজো,	
dwibidho,	দ্বিবিধ,	দ্বিবিধ,	
mulor,	মুলর,	মুলোর,	
swatantrata,	স্বতন্তরত,	স্বতন্ত্রতা,	
eshoshiyetasha,	এসহিওজেস,	এসোসিয়েটস,	
graambaashio,	গ্রামাবাসী,	গ্রামবাসীও,	
koilaash,	কৈলাশ,	কৈলাস,	
vaabnake,	ভাবনাকে,	ভাবনাকে,	
sheshardhe,	শেষরর্ধে,	শেষার্ধে,	
bipojjanak,	বিপজ্জনক,	বিপজ্জনক,	
zhalkatthi,	ঝালকাঠি,	ঝালকাঠী,	
vaibonera,	ভাইবানেরা,	ভাইবোনেরা,	
shepha,	সেফ,	শেফ,	
dhhabi,	ঢববি,	ঢাবি,	
letter,	লেটার,	লেটার,	
niranjan,	নিরাজজন,	নিরঞ্জন,	
koner,	কোণের,	কনের,	
daakteekite,	ডাক্তিকীতে,	ডাকটিকিটে,	
obosan,	অবসান,	অবসান,	
juktorastrosoho,	যুক্তরাসচারসহ,	যুক্তরাষ্ট্রসহ,	
moshjidtike,	মসহিজদদিকে,	মসজিদটিকে,	
badei,	বেদে,	বাদেই,	
rezidens,	রেজিদেন্স,	রেসিডেন্স,	
osocheton,	অসচেতন,	অসচেতন,	
gazee,	গজজী,	গেজ,	
naabbota,	নব্বতা,	নাব্যতা,	
siddhanter,	সিদ্ধান্তের,	সিদ্ধান্তের,	
mozdoor,	মজদুর,	মজদুর,	
shiropa,	শিরপা,	শিরোপা,	
baagicar,	বাজিকার,	বাগিচার,	
kormosompadon,	কর্মসমানসন,	কর্মসম্পাদন,	
deenes,	ডাইনস,	দীনেশ,	
daaktikite,	ডাকতিকীতে,	ডাকটিকিটে,	
emargency,	এমর্জেন্সি,	এমার্জেন্সি,	
jyaqa,	য্যাক,	জ্যাক,	
chirata,	চিরতা,	চিরতা,	
rajtantro,	রাজতন্ত্র,	রাজতন্ত্র,	
hyarikeena,	হ্যারিকেন,	হ্যারিকেন,	
rajtantra,	রাজতন্ত্র,	রাজতন্ত্র,	
ganakantha,	গণকণ্ঠ,	গণকণ্ঠ,	
orbeet,	অরবিত,	অরবিট,	
aamude,	আমুদে,	আমুদে,	
jeerusaleema,	জেরুশিলাম,	জেরুসালেম,	
eekbalke,	এককালকে,	ইকবালকে,	
pratijogider,	প্রতিযোগিদের,	প্রতিযোগীদের,	
juktarashtrer,	যুক্তরাস্ট্রের,	যুক্তরাষ্ট্রের,	
pleeta,	প্লেট,	প্লেট,	
udbhabani,	উদ্ভাবনী,	উদ্ভাবনী,	
ogrodoot,	অগ্রদিরত,	অগ্রদূত,	
consarvation,	কনসারভেশন,	কনসারভেশন,	
iukyaliptasa,	উইক্যাক্লাইটাস,	ইউক্যালিপ্টাস,	
sekarone,	সেকরনে,	সেকারণে,	
abheedhaneeck,	অভিধানিক,	অভিধানিক,	
yuqeliptas,	ইউকেলিপ্টাস,	ইউক্যালিপ্টাস,	
besuro,	বেশুরও,	বেসুর,	
lyanda,	ল্যান্ড,	ল্যান্ড,	
bohoodin,	বহুদিন,	বহুদিন,	
durgatsob,	দুর্গতবা,	দুর্গোৎসব,	
probhritite,	প্রভৃতিতে,	প্রভৃতিতে,	
bagdader,	বাজাদার,	বাগদাদের,	
sahabah,	সহহাব,	সাহাবাহ,	
venisey,	ভেনিশে,	ভেনিসে,	
yura,	ইউরা,	ইউরো,	
mookhomaundol,	মুখমন্ডল,	মুখমণ্ডল,	
maniktala,	মানিকটাল,	মানিকতলা,	
ekar,	একার,	একার,	
bonnypran,	বন্িপ্রণ,	বন্যপ্রাণ,	
economeeks,	ইকোনমেক্স,	ইকোনমিকস,	
miley,	মিলে,	মিলে,	
ddhake,	ঢাকে,	ঢেকে,	
jwar,	জোয়ার,	জ্বর,	
shulfate,	সালফাটে,	সালফেট,	
phaltu,	ফললটু,	ফালতু,	
byaboharkarie,	ব্যবহারকারী,	ব্যবহারকারীই,	
jatinke,	জাতিনকে,	যতীনকে,	
taler,	টেলের,	তালের,	
oncholti,	অঞ্চলটি,	অঞ্চলটি,	
gobeshonagar,	গবেষণাগার,	গবেষনাগার,	
taateo,	তাওেও,	তাতেও,	
lala,	লাল,	লালা,	
hajjirhat,	হজ্জীরহাত,	হাজিরহাট,	
bibek,	বিবেক,	বিবেক,	
asavyo,	অসহ্য,	অসভ্য,	
kuhelika,	কুহেলিকা,	কুহেলিকা,	
ansareer,	আনসারির,	আনসারীর,	
rupart,	রূপোর্ট,	রুপার্ট,	
dhnoka,	ধোকা,	ধোঁকা,	
shringga,	শ্রীঙ্গ,	শৃঙ্গ,	
antorvuktimulak,	অন্তর্মূকীতবূলক,	অন্তর্ভুক্তিমূলক,	
ssumitrar,	সুমিত্রার,	সুমিত্রার,	
hert,	হার্ট,	হার্ট,	
bharma,	ভারমা,	ভার্মা,	
baaraakpur,	বারাকপুর,	বারাকপুর,	
sikkhakder,	শিক্ষকদের,	শিক্ষকদের,	
koushalgato,	কৌশলগত,	কৌশলগত,	
nathivukteer,	নাথিভুক্তির,	নথিভুক্তির,	
turqi,	টুর্কী,	তুর্কি,	
shikshakramer,	শিক্ষাক্রমের,	শিক্ষাক্রমের,	
udvaboker,	উদ্ভবকের,	উদ্ভাবকের,	
asamanjashapurna,	অসমানজাপন্ন,	অসামঞ্জস্যপূর্ণ,	
rilayeensa,	রিলেয়েন্স,	রিলায়েন্স,	
bhabnake,	ভবনকে,	ভাবনাকে,	
rahh,	রাহ,	রঃ,	
teman,	টেমান,	তেমন,	
windo,	উইন্ডো,	উইন্ডো,	
prakalpagulor,	প্রকালপুলোর,	প্রকল্পগুলোর,	
kantojir,	কান্তজীর,	কান্তজির,	
sikkhokder,	শিক্ষকদের,	শিক্ষকদের,	
degree,	ডিগ্রী,	ডিগ্রি,	
jibjantu,	জীবনাত্ত,	জীবজন্তু,	
shilvar,	সিলভার,	সিলভার,	
pannee,	পননি,	পন্নী,	
bagdad,	বগ্দাদ,	বাগদাদে,	
bahaati,	বাহাতি,	বাহাতি,	
moushumti,	মুসুমটি,	মৌসুমটি,	
jhalkathi,	ঝালকাঠি,	ঝালকাঠী,	
hola,	হোল,	হোল,	
evar,	এভার,	এভার,	
eexpreession,	এক্সপোরেশন,	এক্সপ্রেশন,	
sahocorrzo,	সহচর্চ,	সাহচর্য,	
pudim,	পুদিম,	পুডিং,	
sachetanotamulok,	সচথেতামূলক,	সচেতনতামূলক,	
batsmanei,	বাৎসামানে,	ব্যাটসম্যানই,	
jomkalo,	জমকালো,	জমকালো,	
jetam,	জেতাম,	যেতাম,	
nutan,	নূতান,	নূতন,	
falashrutiti,	ফলসারুুটি,	ফলশ্রুতি,	
phern,	ফার্ন,	ফার্ন,	
dharmantar,	ধর্মনাত্তর,	ধর্মান্তর,	
institutioney,	ইন্সটিটিউশনে,	ইনস্টিটিউশনে,	
jesthatar,	যেষ্ঠতার,	জ্যেষ্ঠতার,	
otyacharita,	অত্যাচরিত,	অত্যাচারিত,	
janosomaj,	জনসমজ,	জনসমাজ,	
truup,	ট্রুপ,	ট্রুপ,	
rajatta,	রাজত্টা,	রাজত্ব,	
gandhikey,	গানধিকে,	গান্ধীকে,	
jins,	জিনস,	জিন্স,	
saralya,	সরল্য,	সারল্য,	
shangstha,	সংস্থ,	সংস্থা,	
balokarok,	বালকরক,	বলকারক,	
gauge,	গজগে,	গেজ,	
prastutkarok,	প্রস্তুতকারক,	প্রস্তুতকারক,	
samaptir,	সমপ্তীর,	সমাপ্তির,	
sangasthagulo,	সংস্থাগুলো,	সংস্থাগুলো,	
aashtikota,	আস্তিকতা,	আস্তিকতা,	
armeeniyana,	অ্যামেনিন,	আর্মেনিয়ান,	
ganohotyar,	গণহা্যুরার,	গণহত্যার,	
billaho,	বিলাহ,	বিল্লাহ,	
aieesa,	আইএস,	আইএএস,	
mukhbaundho,	মুখবন্ধ,	মুখবন্ধ,	
bissashii,	বিশ্বাসী,	বিশ্বাসী,	
codey,	কোড,	কোডে,	
chaakti,	চাকটি,	চাকতি,	
oshamanno,	ওসমান্ন,	অসামান্য,	
mooldoova,	মুলদদভা,	মলদোভা,	
samajeekotar,	সমাজিকতার,	সামাজিকতার,	
ancholgulir,	অঞ্চলগুলির,	অঞ্চলগুলির,	
information,	ইনফর্মেশন,	ইনফরমেশন,	
rutina,	রুটিন,	রুটিন,	
harees,	হারিস,	হ্যারিস,	
