darzi,	দর্জি,	দরজি,	
iukyaliptasha,	ইউক্যলিিপ্সা,	ইউক্যালিপ্টাস,	
chittronattokar,	চিত্রনাত্যকরর,	চিত্রনাট্যকার,	
location,	লোকেশন,	লোকেশন,	
obe,	ওবে,	ওবিই,	
kinsha,	কিংস,	কিংস,	
moshzid,	মসসিদ,	মসজিদ,	
direektareeta,	ডিরেক্টরি,	ডিরেক্টরেট,	
sahojlovyotar,	সহজলোভভ্্যরর,	সহজলভ্যতার,	
rabeta,	রবেট,	রাবেতা,	
maney,	মানে,	মানে,	
titlee,	টিটলি,	টাইটেল,	
byatikromi,	ব্যাতিক্রমী,	ব্যতিক্রমী,	
marmader,	মররমাদে,	মারমাদের,	
sifi,	সিফি,	সাইফাই,	
karlosh,	কর্লশ,	কার্লোস,	
aachhis,	আচিষ,	আছিস,	
ganochiner,	গণছছিনের,	গণচীনের,	
tarabaina,	তরবাইন,	টারবাইন,	
asavyo,	অসভভয,	অসভ্য,	
ester,	এস্টের,	ইস্টার,	
mohibur,	মহিিবর,	মহিবুর,	
coner,	কোনের,	কনের,	
phareksha,	ফরেেকসা,	ফরেক্স,	
aairese,	আইরেশ,	আইরেসে,	
bisnoo,	বিষ্ণু,	বিষ্ণু,	
fanser,	ফাঁসের,	ফাঁসের,	
serverti,	সেরেবরিতি,	সার্ভারটি,	
nabhela,	নভেেল,	নভেল,	
metropalitana,	মেত্রোপিলেন,	মেট্রোপলিটন,	
hamasa,	হামস,	হোমস,	
sahopathike,	সহপাঠীকে,	সহপাঠীকে,	
oholla,	ওহলা,	অহল্যা,	
sonaktokaran,	সনাক্তকরণ,	সনাক্তকরণ,	
agamane,	আগামেনে,	আগমনে,	
tetela,	টেটেল,	টাইটেল,	
aamude,	আমদে,	আমুদে,	
yucalyptush,	ইয়্লিিপটস,	ইউক্যালিপ্টাস,	
batikromee,	ব্যাতিক্রমী,	ব্যতিক্রমী,	
gabeshona,	গবেষণা,	গবেষনা,	
jons,	জনসস,	জোন্স,	
somraatraa,	সম্রার্র,	সম্রাটরা,	
abdoone,	আব্দুনে,	আবদুন,	
jathaartho,	যথাথথথ,	যথার্থ,	
karmopontha,	কর্মপন্থা,	কর্মপন্থা,	
steit,	স্টেট,	স্টেইট,	
eshkol,	এসককল,	এসকল,	
sangkalaner,	সংকাননের,	সংকলনের,	
karlosa,	কর্লল,	কার্লোস,	
snepara,	স্নেইপার,	স্নাইপার,	
larshon,	লর্স,	লারসন,	
ujobekeestan,	উজবেেকেস্তান,	উজবেকিস্তান,	
graambasir,	গ্রা্বাসীর,	গ্রামবাসীর,	
arjora,	অর্জার,	আর্যরা,	
gosthi,	গো্ঠী,	গোষ্ঠী,	
jwalbe,	জ্বলবে,	জ্বলবে,	
ponjjikar,	পঞ্জিকার,	পঞ্জিকার,	
podarthobidder,	পদার্থবিদের,	পদার্থবিদদের,	
udbhabani,	উদ্ভাবান,	উদ্ভাবনী,	
marodeha,	মারদেহ,	মরদেহ,	
prasadhoni,	প্রসসাানী,	প্রসাধনী,	
boshoborty,	বসবর্তী,	বশবর্তী,	
kunty,	কুনতি,	কুন্তী,	
garnar,	গর্াার,	গার্নার,	
tateo,	তাতও,	তাতেও,	
machder,	মাছদের,	মাছদের,	
porisromii,	পরিস্রমি,	পরিশ্রমী,	
sangrahak,	সংগ্রহক,	সংগ্রাহক,	
bishad,	বিষদদ,	বিষদ,	
romonar,	রোনার,	রমনার,	
spredashiita,	স্প্রেদাশ,	স্প্রেডশীট,	
alexandar,	আলেক্্নাার,	আলেকজান্ডার,	
khelafatey,	খেলাফাত,	খেলাফতে,	
naabyota,	না্বতা,	নাব্যতা,	
eesa,	এসা,	আইএএস,	
elakasoho,	এলাকাহহ,	এলাকাসহ,	
jaanate,	জানাতে,	জানাতে,	
bupher,	বুফার,	বাফার,	
ispreedshit,	ইস্র্রেসিট,	স্প্রেডশীট,	
miari,	মায়রি,	ম্যারি,	
ovishongshon,	অভিষংসন,	অভিশংসন,	
gori,	গরি,	গোরি,	
bhittow,	ভিত্,	ভিত্তিও,	
sotorkobhabe,	সততকভাবে,	সতর্কভাবে,	
abortey,	আবরতত,	আবর্তে,	
faranyata,	ফরনন্যত,	ফরম্যাট,	
bhangley,	ভাঙলে,	ভাঙলে,	
quari,	কুয়ের,	কোয়েরি,	
bojhey,	বোঝে,	বোঝে,	
mitre,	মিত্রে,	মিত্র,	
chyeta,	চ্যাট,	চ্যাট,	
canflikt,	কনলফিকিক্ট,	কনফ্লিক্ট,	
smarak,	স্মরকক,	স্মারক,	
jojyata,	যো্যতাত,	যোজ্যতা,	
sipht,	সিফট,	শিফট,	
loukikota,	লৌকিকতা,	লৌকিকতা,	
aswastikar,	অস্বস্তিকার,	অস্বস্তিকর,	
ancholsoho,	অঞ্চলসহ,	অঞ্চলসহ,	
pharna,	ফরর্ন,	ফার্ন,	
bissashe,	বিশ্বাসে,	বিশ্বাসে,	
directorete,	ডিরেক্টরে,	ডিরেক্টরেট,	
nodigulo,	নদীগগুলো,	নদীগুলো,	
mohisho,	মহীষ্,	মহিষ,	
teknokryat,	টেকনোর্য,	টেকনোক্র্যাট,	
jatee,	জেটি,	যাতি,	
leadar,	লিডার,	লিডার,	
markete,	মার্কেটে,	মার্কেটে,	
nischitobhave,	নিস্চিতভাবে,	নিশ্চিতভাবে,	
thor,	থোর,	থর,	
jakser,	যক্ষের,	যক্ষের,	
bjp,	বিএিপ,	বিজেপি,	
amanisha,	অমনিশা,	অমানিশা,	
ajijur,	আজিজুর,	আজিজুর,	
akar,	একার,	একার,	
abasare,	অবসারে,	অবসরে,	
shaahocharje,	সাহচারা্্ে,	সাহচর্যে,	
pathkramer,	পাঠক্রমের,	পাঠক্রমের,	
elakaatir,	এলাকাটি,	এলাকাটির,	
hoeel,	হোল,	হইল,	
naniir,	নানীর,	নানীর,	
bayshorkarikarone,	বেসরকারিকরণ,	বেসরকারিকরণ,	
mittrer,	মিত্রের,	মিত্রের,	
doshider,	দশিদের,	দোষীদের,	
antarctica,	অন্ান্টটক্ক,	অ্যান্টার্কটিকার,	
itastatoh,	ইতাত্ত,	ইতস্ততঃ,	
hastantar,	হস্তত্ততর,	হস্তান্তর,	
antorvukto,	অন্তর্ভূক্ত,	অন্তর্ভুক্ত,	
dadar,	দাদার,	দাদার,	
corymb,	করিম্ব,	করিম,	
tonu,	টনু,	তনু,	
nischoy,	নিশ্চ,	নিশ্চয়,	
chenza,	চেঞ্জা,	চেঞ্জ,	
ganonatyo,	গণণাত্য,	গণনাট্য,	
ghursen,	ঘুরসন,	ঘুরেছেন,	
poddhotiteyi,	পদ্ধতিতে,	পদ্ধতিতেই,	
zerusalem,	জেরাসালাম,	জেরুসালেম,	
osomorthito,	অসমর্থিত,	অসমর্থিত,	
sollalaho,	সল্লাল্ল,	সল্লাল্লাহু,	
dharavahiker,	ধারাভাহীকের,	ধারাবাহিকের,	
horinner,	হরিনের,	হরিণের,	
parkin,	পার্কিন,	পার্কিং,	
jini,	জিনি,	যিনি,	
alngkoron,	অ্যকগরণ,	অলঙ্করণ,	
naper,	নাপের,	ন্যাপের,	
gatee,	গেি,	গ্যেটে,	
transhapharma,	ট্রান্সফাম্ম,	ট্রান্সফর্ম,	
bloggerra,	ব্লগেরাা,	ব্লগাররা,	
masjidke,	মাজজদদে,	মসজিদকে,	
sushri,	সুশরী,	সুশ্রী,	
jaki,	জাকি,	জকি,	
whole,	ওোল,	হোল,	
gronthotyke,	গ্রন্থটিকে,	গ্রন্থটিকে,	
udbhaboney,	উদ্ভাবন,	উদ্ভাবনে,	
faltir,	ফলটিি,	ফলটির,	
nirabota,	নিরবতা,	নিরবতা,	
turkii,	তুর্কী,	তুর্কি,	
vishnuu,	ভিষ্ণু,	বিষ্ণু,	
gardeen,	গর্ডি,	গার্ডেন,	
concert,	কনসার্ট,	কানসাট,	
preti,	প্রেতি,	প্রিটি,	
visnu,	ভিষ্ণু,	বিষ্ণু,	
agom,	আগম,	আগম,	
maradeha,	মারাদেহ,	মরদেহ,	
robe,	রবে,	রবে,	
armstronz,	আর্মস্টরজ্জ,	আর্মস্ট্রং,	
qaferderkey,	কােরদররকে,	কাফেরদেরকে,	
janacche,	জানাচ্ছে,	জানাচ্ছে,	
durgatsober,	দুর্ঘস্ববের,	দুর্গোৎসবে,	
dower,	ডোভ়়,	ডোভার,	
mitro,	মিত্র,	মিত্রও,	
advoot,	অ্্ভুত,	অদ্ভুত,	
amiratas,	অমেতাাস,	এমিরেটাস,	
kirti,	কীর্ি,	কীর্তি,	
samanno,	সমান্য,	সামান্য,	
drishtir,	দৃষ্টির,	দৃশ্যটির,	
bisshaso,	বিশ্বাস,	বিশ্বাসও,	
eexpreession,	এক্সপ্রেনন,	এক্সপ্রেশন,	
seating,	সেটিটিং,	সিটিং,	
babna,	বাবনা,	বাবনা,	
naditir,	নদীতীর,	নদীটির,	
gej,	গেজ,	গেজ,	
olangkoron,	অলং্করণ,	অলঙ্করণ,	
ayantarketika,	অ্যান্টরেটকক,	অ্যান্টার্কটিকা,	
bisnukey,	বিষ্ণুকে,	বিষ্ণুকে,	
gaaddaafee,	জাদ্দাফি,	গাদ্দাফী,	
asamanno,	অসমা্নয,	অসামান্য,	
eshtoniya,	এস্টননিয়া,	এস্তোনিয়া,	
liceensing,	লিসেননিস,	লাইসেন্সিং,	
chetanagoto,	চেতননগত,	চেতনাগত,	
manushi,	মানুষি,	মানুষী,	
jathartha,	যথার্্থ,	যথার্থ,	
alimpiqa,	আলিম্পিক,	অলিম্পিক,	
bim,	বিম,	বিম,	
tthela,	ঠেলা,	ঠেলা,	
byke,	বিকে,	বাইক,	
sachetanatamulok,	স্বাতানতামূলক,	সচেতনতামূলক,	
aasirbaad,	আশীর্বাদ,	আশির্বাদ,	
amerikar,	অমেরিকার,	আমেরিকার,	
shikshagata,	শিক্ষাগত,	শিক্ষাগত,	
mugdha,	মুগধ,	মুগ্ধ,	
shhipa,	শিপ,	শিপ,	
brake,	ব্র্যাক,	ব্রেক,	
jhalkathy,	ঝালকাঠি,	ঝালকাঠী,	
joubanboti,	যৌববন্তী,	যৌবনবতী,	
majlish,	মজলিস,	মজলিশ,	
shikshakromer,	শিক্ষাক্রমের,	শিক্ষাক্রমের,	
ghumachhilo,	ঘুমাচিল,	ঘুমাচ্ছিল,	
antarvuktimulak,	আন্তর্ভাত্মীকলল,	অন্তর্ভুক্তিমূলক,	
jack,	য্যাক,	জ্যাক,	
protisthasoho,	প্রতিষ্ঠাসহ,	প্রতিষ্ঠাসহ,	
valobasen,	ভালবাসান,	ভালোবাসেন,	
dala,	ডলল,	দলা,	
shikkhakramer,	শিক্ষাক্রমের,	শিক্ষাক্রমের,	
matrirup,	মাতীরীপু,	মাতৃরূপ,	
timoothy,	টিমোথি,	টিমোথি,	
lyaandeeng,	লায্ডিং,	ল্যান্ডিং,	
temani,	টেমনি,	তেমনই,	
neerbahi,	নির্বাহী,	নির্বাহি,	
manhputo,	মানসূপ,	মনঃপুত,	
chotogolpe,	চটটগল্পে,	ছোটগল্পে,	
sommoteete,	সম্মোিতে,	সম্মতিতে,	
amor,	আমর,	আমর,	
nagorik,	নাগরিক,	নাগরিক,	
neptuner,	নেপট্নার,	নেপচুনের,	
jaanaar,	জানার,	জানার,	
buth,	বুথ,	বুথ,	
shartho,	শ্রার্থ,	স্বার্থ,	
chootite,	চুটিতে,	ছুটিতে,	
dara,	দররা,	দারা,	
eoki,	ইককি,	এওকি,	
kachakachi,	কাছকাছি,	কাছাকাছি,	
siropar,	শিরোপার,	শিরোপার,	
jhijhi,	ঝিহিি,	ঝিঝি,	
dharabahikbhabey,	ধারাবাখিকভাবে,	ধারাবাহিকভাবে,	
janachhe,	জননাছেছে,	জানাচ্ছে,	
hurricanee,	হারিকেনি,	হ্যারিকেন,	
machsoho,	মাচসহ,	মাছসহ,	
rajbondi,	রজজন্দি,	রাজবন্দী,	
jeelyaand,	জিল্যান্ড,	জিল্যান্ড,	
pacbar,	পা্্বার,	পাঁচবার,	
shlok,	স্লো,	শ্লোক,	
ceramiksh,	স্রামিক্স,	সিরামিকস,	
barbadoz,	বর্বাাগোজ,	বার্বাডোজ,	
mosjid,	মসজিদ,	মসজিদ,	
peri,	পেরী,	পেরি,	
nariderke,	নারিদেরকে,	নারীদেরকে,	
siddhanter,	সিদ্ধান্তের,	সিদ্ধান্তের,	
chho,	ছো,	ছোঁ,	
kingsh,	কিংস,	কিংস,	
nabom,	নবম,	নবম,	
khaambaa,	খাম্া,	খাম্বা,	
toler,	তলের,	তালের,	
