inapharameshana,	ইনফারসমেশন,	ইনফরমেশন,	
soundorjyo,	সৌন্দর্য্য,	সৌর্ন্দয্য,	
inapharamesana,	ইনফারসমেশন,	ইনফরমেশন,	
vittiow,	ভিট্যুত,	ভিত্তিও,	
huqar,	হুকার,	হুকার,	
dai,	দাই,	ডে,	
bronze,	ব্রঞ্জ,	ব্রোঞ্জ,	
abhishangsan,	অভিসংস্ন,	অভিশংসন,	
notunatva,	নতুনত্ব,	নতুনত্ব,	
moqam,	মোকাম,	মোকাম,	
bishshaasho,	বিশ্বাস,	বিশ্বাসও,	
baghdad,	বাদধাদ,	বাগদাদ,	
strigon,	স্ত্রীগণ,	স্ত্রীগণ,	
sahazlabhbhotar,	সহজলভভাবতার,	সহজলভ্যতার,	
thyachara,	ঠ্যাচার,	থ্যাচার,	
manhputo,	মানপুত,	মনঃপুত,	
unit,	ইউনিট,	ইউনিট,	
aamontrito,	আমন্ত্রিত,	আমন্ত্রিত,	
koyeeri,	কৈরি,	কোয়েরি,	
folokti,	ফলকটি,	ফলকটি,	
chhatroraai,	ছাত্রইেই,	ছাত্ররাই,	
janar,	জানার,	জানার,	
itastatoh,	ইতস্তাত,	ইতস্ততঃ,	
volapuk,	ভলাপাক,	ভোলাপুক,	
bhenasha,	ভেনাস,	ভেনাস,	
firoze,	ফিরোজ,	ফিরোজ,	
monjiley,	মঞ্জিলে,	মঞ্জিলে,	
otiiteo,	অটিতেও,	অতীতেও,	
bondhutto,	বন্ধুত্ব,	বন্ধুত্ত্ব,	
pluck,	প্লক,	প্ল্যাক,	
protijogiira,	প্রতিযোগিহার,	প্রতিযোগীরা,	
konar,	কোণার,	কণার,	
neermolotaa,	নির্মলতা,	নির্মলতা,	
teemothee,	তিমোথী,	টিমোথি,	
shkolashtic,	স্কোলাস্টিক,	স্কলাস্টিক,	
obikol,	অবিকল,	অবিকল,	
gitikabita,	গীতিকাবিত,	গীতিকবিতা,	
aziz,	আজিজ,	আজিজ,	
drishyoke,	দৃশ্যকে,	দৃশ্যকে,	
durgotir,	দুর্গতির,	দুর্গটির,	
faser,	ফেসার,	ফাঁসের,	
rejidensh,	রেজিদেন্স,	রেসিডেন্স,	
jater,	যাতের,	জাতের,	
ganochin,	গণচিন,	গণচীন,	
cholocchitro,	চলচিত্র,	চলচ্চিত্র,	
shreeshree,	শ্রীশ্রী,	শ্রীশ্রী,	
capsul,	ক্যাপুল,	ক্যাপসুল,	
bagey,	বাগে,	বাগে,	
machhder,	মাছদের,	মাছদের,	
cade,	কেড,	কোড,	
eeraner,	ইরানের,	ইরানের,	
korkatkranti,	কক্ষকত্রান্তি,	কর্কটক্রান্তি,	
danckan,	ডাঁকান,	ডানকান,	
ganachin,	গণাছিন,	গণচীন,	
sajanor,	সাজানোর,	সাজানোর,	
nirapattamulak,	নিরপ্ততমূলক,	নিরাপত্তামূলক,	
woter,	ওয়াটার,	ভোটার,	
shrichaitanyadeb,	শ্রীচৈতন্যবাদি,	শ্রীচৈতন্যদেব,	
azan,	আজন,	আজান,	
nirbachaker,	নির্বাচকের,	নির্বাচকের,	
silbhi,	সিলভি,	সিলভি,	
sarboshaktimaan,	সর্বসক্তিমান,	সর্বশক্তিমান,	
jhonkar,	ঝোঁকার,	ঝঙ্কার,	
aqramer,	আকরমের,	আকরামের,	
prodan,	প্রদান,	প্রদাণ,	
abdi,	অব্দি,	অব্দি,	
daktikiter,	দাক্তিকিতের,	ডাকটিকিটের,	
grambashio,	গ্রামবাসিও,	গ্রামবাসীও,	
chaanu,	চানু,	চানু,	
ujobekeestan,	উযোকেবিস্তান,	উজবেকিস্তান,	
bulano,	বুলানো,	বুলান,	
mousumer,	মৌসমের,	মৌসুমের,	
charrjer,	চার্যের,	চার্জের,	
proteesthasoho,	প্রতিষ্ঠাসহ,	প্রতিষ্ঠাসহ,	
hedge,	হেজ,	হেজ,	
cholochchitreo,	চলচিত্রেও,	চলচ্চিত্রেও,	
duma,	ডুম,	দুমা,	
bandra,	বন্দ্র,	বন্দীরা,	
bilati,	বিলাটি,	বিলাতী,	
sukumaree,	সুকুমারী,	সুকুমারী,	
concert,	কনসার্ট,	কানসাট,	
soomita,	সুমিতা,	সুমিতা,	
muktoome,	মুক্তমে,	মাকতুম,	
neutrinoo,	নিউট্রিনু,	নিউট্রিনো,	
rohosyor,	রহহসর,	রহস্যর,	
kathmaandu,	কাঠামন্ডু,	কাঠমান্ডু,	
ganohatyake,	গণহত্যকে,	গণহত্যাকে,	
lumbini,	লুম্বিনী,	লুম্বিনী,	
dharabahikvabe,	ধারাবাবিকভাবে,	ধারাবাহিকভাবে,	
udvaboney,	উদ্ভাবনে,	উদ্ভাবনে,	
euqalyptus,	ইকোল্যাপিসটাস,	ইউক্যালিপ্টাস,	
degreeke,	দেগ্রীকে,	ডিগ্রিকে,	
mojlishpur,	মজলিসপুর,	মজলিশপুর,	
songbadmadhyomer,	সংবাদসমধ্যমের,	সংবাদমাধ্যমের,	
mahibur,	মহিবুর,	মহিবুর,	
niropekkho,	নিরপক্ষ,	নিরপেক্ষ,	
governorer,	গভর্নরের,	গভর্ণরের,	
bajareo,	বাজারেও,	বাজারেও,	
log,	লোগ,	লগ,	
mashjid,	মাশজিদ,	মসজিদ,	
keengdom,	কেনডডাং,	কিংডম,	
akla,	অকলা,	একলা,	
jacksan,	জকস্সান,	জ্যাকসন,	
chhootite,	ছুটিতে,	ছুটিতে,	
sthapanagulo,	শ্থাপানগুলো,	স্থাপনাগুলো,	
dwibidh,	দুবিবিধ,	দ্বিবিধ,	
gootano,	গুটানো,	গুটানো,	
treta,	ট্রেটা,	ত্রেতা,	
deliver,	দেলিভের,	ডেলিভার,	
asociatis,	অসযাকেটিস,	এসোসিয়েটস,	
gujab,	গুজব,	গুজব,	
procharonamulok,	প্রচারণামূলক,	প্রচারণামূলক,	
rajnoitik,	রাজনৈতিক,	রাজনৈতীক,	
neelkamal,	নীলকামল,	নীলকমল,	
melborrone,	মেলবর্নে,	মেলবোর্নে,	
shaajaanor,	সাজানোর,	সাজানোর,	
protizogiita,	প্রতিযোগিতা,	প্রতিযোগীতা,	
jesthatar,	যেষ্ঠতার,	জ্যেষ্ঠতার,	
serup,	সেরুপ,	সেরুপ,	
bisshaso,	বিশ্বাস,	বিশ্বাসও,	
ustaad,	উস্তাদ,	উস্তাদ,	
nagorikke,	নাগরিকে,	নাগরিককে,	
chedropathe,	চেদ্রপ্রথে,	ছিদ্রপথে,	
dana,	ডানা,	ডায়না,	
seektara,	সেক্টর,	সেক্টর,	
bonnypran,	বননির্পাণ,	বন্যপ্রাণ,	
chetona,	চেতনা,	চেতনা,	
devolopar,	ডেভলপাপার,	ডেভলপার,	
taufik,	তৌফিক,	তৌফিক,	
ikbaler,	ইকবলের,	ইকবালের,	
kansater,	কাঁসাতের,	কানসাটের,	
bhittiti,	ভিত্তিটি,	ভিত্তিটি,	
aarmstrong,	আর়ার্সট্রাং,	আর্মস্ট্রং,	
seeramiks,	সিরামিক্স,	সিরামিকস,	
ruplal,	রূপলল,	রূপলাল,	
amiratas,	অমিরাতাস,	এমিরেটাস,	
khelaphate,	খেলাফাতে,	খেলাফতে,	
chiraharit,	চিরাহরিত,	চিরহরিৎ,	
qaferderke,	কফেরদেরকে,	কাফেরদেরকে,	
satjoner,	সতজনের,	সাতজনের,	
apargota,	অপরগত,	অপারগতা,	
chenza,	চেঞ্জা,	চেঞ্জ,	
korim,	করিম,	করিম,	
bukhari,	বুখারী,	বুখারি,	
pet,	পেট,	পেত,	
kantojir,	কাঁটজজির,	কান্তজির,	
abahan,	অবহান,	আবাহন,	
transafarma,	ট্রান্সফার্ম,	ট্রান্সফর্ম,	
sarboporee,	সর্বোপরী,	সর্বোপরী,	
baasaate,	বাসাতে,	বাসাতে,	
gondho,	গন্ধ,	গন্ধে,	
raktaksharaney,	রক্তকারণে,	রক্তক্ষরণে,	
sithilota,	সিথিলতা,	শিথিলতা,	
anciint,	আন্সিন,	এনসিয়েন্ট,	
chhanee,	ছানে,	ছানি,	
cheess,	চেস,	চেস,	
taronee,	তারণী,	তরণী,	
mahasava,	মহাসভা,	মহাসভা,	
tirmiji,	তিরমিযী,	তিরমিজি,	
iling,	আইলিং,	ইলিং,	
phartha,	ফার্থ,	ফার্থ,	
zzonite,	যোনিতে,	যোনীতে,	
ganohatyar,	গণহাত্যার,	গণহত্যার,	
krita,	কৃত,	ক্রীট,	
mumtajer,	মমত্তাজের,	মুমতাজের,	
pachbar,	পাঁশবার,	পাঁচবার,	
aarcia,	আর্সিয়া,	আরসিএ,	
brittakarey,	বৃত্তকারে,	বৃত্তাকারে,	
rca,	আর্ক,	আরসিএ,	
hatodoridra,	হতাদরিদ্র,	হতদরিদ্র,	
rajon,	রজন,	রাজন,	
admiral,	আদ্মীরাল,	এডমিরাল,	
saabyastha,	সাব্যস্থ,	সাব্যস্থ,	
aviyojan,	অভিযোজন,	অভিযোজন,	
holuder,	হলুদের,	হলুদের,	
antarctikar,	আন্টারটিকার,	অ্যান্টার্কটিকার,	
chalachchitra,	চলচিত্র,	চলচ্চিত্র,	
dwipgulote,	দ্বিপগুলোতে,	দ্বীপগুলোতে,	
bishshasho,	বিশ্বাস,	বিশ্বাসও,	
hoomes,	হোমেস,	হোমস,	
udvabon,	উদ্ভাবন,	উদ্ভাবন,	
onkush,	অঙ্কুশ,	অংকুশ,	
akhandota,	আখন্দতা,	অখণ্ডতা,	
sherup,	শেরুপ,	সেরূপ,	
directarate,	ডিরেক্টরেট,	ডিরেক্টরেট,	
jansa,	জাঁস,	জোন্স,	
khorsed,	খর্েসদ,	খোরশেদ,	
nodnodeer,	নদ্দনীর,	নদনদীর,	
turista,	তুরিষ্ট,	টুরিস্ট,	
marekting,	ম্যারেক্টিং,	মার্কেটিং,	
shten,	স্টেন,	স্টেন,	
aparogata,	অপরগত,	অপারগতা,	
nederlander,	নেদারল্যান্ডের,	নেদারল্যান্ডের,	
panctaar,	পাঁচটার,	পাঁচটার,	
darji,	দর্জি,	দরজি,	
chaalaabi,	চালাবাই,	চালাবে,	
uporitaley,	উপরিতালে,	উপরিতলে,	
fevarite,	ফেবারিতে,	ফেভারিট,	
sohopatheekey,	সহপাঠিকে,	সহপাঠীকে,	
hedje,	হেডজ,	হেজ,	
abhishangson,	অভিষংস্বান,	অভিশংসন,	
bager,	ব্যাগের,	বাগের,	
aansarir,	আনসারির,	আনসারীর,	
sushukkhar,	সুসুক্ষর,	সুশিক্ষার,	
bairey,	বেরে,	বাইরে,	
mashtersh,	মাস্টার্স,	মাস্টার্স,	
inafarameshana,	ইনফারমেশন,	ইনফরমেশন,	
tersa,	টার্স,	টেরেসা,	
hepataitisha,	হেপাটাইটিস,	হেপাটাইটিস,	
byaboharkariderkey,	ব্যবহারীদারকে,	ব্যবহারকারীদেরকে,	
abikal,	অবিকাল,	অবিকল,	
obdee,	অব্দি,	অব্দি,	
vittiei,	ভিত্তিই,	ভিত্তিই,	
poorohitra,	পুরোহিত্র,	পুরোহিতরা,	
omarendro,	অমেরেন্দ্র,	অমরেন্দ্র,	
grantho,	গ্রন্থ,	গ্রন্থ,	
bosontokey,	বসন্তকে,	বসন্তকে,	
weelcomee,	ভেলমকেই,	ওয়েলকাম,	
korleyi,	করলেই,	করলেই,	
gotihin,	গতিহীন,	গতিহীন,	
seshardhe,	শেষরর্ধে,	শেষার্ধে,	
dhhalur,	ঢালুর,	ঢালুর,	
daaktikit,	ডাক্তিকিত,	ডাকটিকিট,	
diaraesa,	ডায়রেস,	ডিআরএস,	
cholochchitrake,	চলচিত্রকে,	চলচ্চিত্রকে,	
eenjil,	এঞ্জিল,	ইঞ্জিল,	
bhabatarini,	ভববতরণী,	ভবতারিণী,	
thor,	থোর,	থর,	
vejano,	ভেজানো,	ভেজানো,	
qota,	কোটা,	কোটা,	
upobasher,	উপবাসের,	উপবাসের,	
futonta,	ফুটন্ট,	ফুটন্ত,	
spreedashita,	স্প্রেদিসিত,	স্প্রেডশীট,	
foolkopi,	ফুলকোপি,	ফুলকপি,	
difinishian,	ডিফিনিশন,	ডেফিনেশন,	
byatarii,	ব্যাটারি,	ব্যাটারী,	
koyeri,	কোরি,	কোয়েরি,	
nischitobhave,	নিশ্চিতভাবে,	নিশ্চিতভাবে,	
dee,	দে,	ডে,	
lala,	লালা,	লালা,	
evil,	এভিল,	ইভিল,	
odoore,	অদূরে,	অদুরে,	
koilas,	কৈলাশ,	কৈলাস,	
azaadeer,	আজাদীর,	আজাদীর,	
chidrapathe,	চিদ্রপ্রথে,	ছিদ্রপথে,	
mail,	মেল,	মাইল,	
pleena,	প্লেন,	প্লেন,	
bikretaara,	বিক্রেটার,	বিক্রেতারা,	
