female,	ফেমলে,	ফিমেল,	
korecho,	করেছ,	করেছ,	
taler,	তেলের,	তালের,	
alpai,	আলপাই,	অল্পই,	
grambaasio,	গ্রামবাশিও,	গ্রামবাসীও,	
seelbhee,	সিলভি,	সিলভি,	
dhyanostho,	ধ্যননস্থ,	ধ্যানস্থ,	
avatar,	আভাতার,	অবতার,	
sqora,	স্কোর,	স্কোর,	
satarka,	সার্ক,	সতর্ক,	
niurolaji,	নিউকোলজি,	নিউরোলজি,	
nischitvabe,	নিশ্চিত্ভবে,	নিশ্চিতভাবে,	
phiksim,	ফিক্সিম,	ফিক্সিং,	
dara,	দারা,	দারা,	
eideen,	এইডিন,	এইদিন,	
harano,	হারানো,	হারান,	
pachtar,	পাঁচটার,	পাঁচটার,	
bandhubhabaponno,	বন্ধুভাবপ্ন,	বন্ধুভাবাপন্ন,	
marekting,	মারেক্টিং,	মার্কেটিং,	
miracle,	মাইর্লেল,	মিরাকেল,	
mangalik,	মঙ্গলিক,	মাঙ্গলিক,	
futbolarer,	ফুটবলারের,	ফুটবলারের,	
herisoner,	হেরিশনের,	হ্যারিসনের,	
stoneeheengee,	স্তনেহিঙ্গী,	স্টোনহেঞ্জ,	
anano,	আনানো,	আনানো,	
angurer,	আঙুরের,	আঙ্গুরের,	
manee,	মানী,	মানে,	
keyboarder,	কেবারদের,	কীবোর্ডের,	
bimaataa,	বিমততা,	বিমাতা,	
ghatkey,	ঘাটকে,	ঘাটকে,	
nirdesika,	নির্দেশিকা,	নির্দেশিকা,	
bonoshree,	বনস্রী,	বনশ্রী,	
kolkarkhana,	কল্কার্ণা,	কলকারখানা,	
sohopathike,	সহপাঠিকে,	সহপাঠীকে,	
khijir,	খিজির,	খিজির,	
heerani,	হিরানী,	হিরানি,	
chandrimaa,	চন্দ্রীমা,	চন্দ্রিমা,	
elakate,	এলাকাতে,	এলাকাতে,	
debodebir,	দেবদেবীর,	দেবদেবীর,	
sotorkobhabe,	সতরকভাবে,	সতর্কভাবে,	
kiuti,	কিউটি,	কিউটি,	
tokei,	তোকেই,	ত্বকেই,	
hunayn,	হুনেইন,	হুনাইন,	
sobrakomer,	সব্রকমের,	সবরকমের,	
olpokichudin,	অল্পকিছিদিন,	অল্পকিছুদিন,	
nirbaahi,	নির্বাহী,	নির্বাহি,	
dharabahikeo,	ধারাবাহিক,	ধারাবাহিকেও,	
thakeni,	থাকেনী,	থাকেনি,	
shilpojaat,	শিল্পজজত,	শিল্পজাত,	
sipa,	সিপ,	শিপ,	
muktilav,	মুক্তিলভ,	মুক্তিলাভ,	
holding,	হললিং,	হোল্ডিং,	
kanasarabheshana,	কনসারেশন,	কনসারভেশন,	
ghoorte,	ঘোর্টে,	ঘুরতে,	
kaansaater,	কানসাতের,	কানসাটের,	
dala,	দলা,	দলা,	
byaboharkarikey,	ব্যবহারকরকে,	ব্যবহারকারীকে,	
parijaner,	পরিজনের,	পরিজনের,	
srabosty,	শ্রাবসটি,	শ্রাবস্তী,	
becha,	বেছা,	বেচা,	
mumtaz,	মুতজা,	মুমতাজ,	
charjer,	চার্যের,	চার্জার,	
dorji,	দরজি,	দরজি,	
alexandar,	আলেক্স্যান্ডার,	আলেকজান্ডার,	
basate,	বাসাতে,	বাসাতে,	
ajeem,	আজীম,	আজিম,	
kathmandu,	কাঠমন্ডু,	কাঠমান্ডু,	
siropar,	শিরপার,	শিরোপার,	
istoniya,	ইস্টোনিয়া,	এস্তোনিয়া,	
bonoshri,	বনস্রী,	বনশ্রী,	
prostototo,	প্রস্ততত,	প্রস্ত্তত,	
byaasalt,	ব্যাসলট,	ব্যাসল্ট,	
bonvumite,	বনভূমিতে,	বনভূমিতে,	
haldim,	হললিম,	হোল্ডিং,	
biplobir,	বিপ্লবীর,	বিপ্লবীর,	
metere,	মেটারে,	মিটারে,	
tarokareer,	তারকারীর,	তরকারীর,	
dipei,	দিপেই,	দ্বীপেই,	
culing,	কুলিং,	কুলিং,	
koro,	কোর,	কর,	
chhotto,	ছট্ট,	ছোট্ট,	
hood,	হোড,	হুড,	
danata,	দানাতা,	ডোনাট,	
taunsheep,	টাউন্সিপ,	টাউনশিপ,	
dhrubak,	ধ্রুবক,	ধ্রুবক,	
byepass,	বেযাপস,	বাইপাস,	
dianes,	ডায়েনস,	ডিএনএস,	
pooshti,	পুষ্টি,	পুষ্টি,	
tinhajar,	তিনহাজার,	তিনহাজার,	
madrasakey,	মাদ্রাসকে,	মাদ্রাসাকে,	
residance,	রেসিডেন্স,	রেসিডেন্স,	
bibechya,	বিবেচ্য,	বিবেচ্য,	
roopdan,	রূপদান,	রুপদান,	
holdim,	হললিম,	হোল্ডিং,	
debholapar,	ডেভলপার,	ডেভলপার,	
edaning,	এডআনিং,	ইদানীং,	
asar,	আসার,	আসর,	
kalkarkhana,	কল্কার্ণা,	কলকারখানা,	
engrejer,	ইংরেজের,	ইংরেজের,	
bahal,	বহল,	বহাল,	
ghoomato,	ঘুমাতো,	ঘুমাতো,	
ghatlo,	ঘটল,	ঘটল,	
beekaargrasta,	বিকারগ্রস্ত,	বিকারগ্রস্ত,	
pleeta,	প্লেট,	প্লেট,	
zohns,	জনস,	জন্স,	
bosstonto,	বস্টন্ত,	বসন্ত,	
bujhechhilo,	বুঝেছিল,	বুঝেছিল,	
treevuj,	ত্রিভুজ,	ত্রিভূজ,	
bade,	বডে,	বাদে,	
asamonjoshopurno,	অসমোনযোস্পরণ্র,	অসামঞ্জস্যপূর্ণ,	
jwalbe,	জ্বলবে,	জ্বলবে,	
bhageroi,	ভাগেরই,	ভাগেরই,	
niropekkho,	নিপপেক্ষ,	নিরপেক্ষ,	
horiddare,	হরিদ্যারে,	হরিদ্বারে,	
routine,	রাউটিন,	রুটিন,	
sachetanatamulak,	সচেতানামাতকলক,	সচেতনতামূলক,	
chintai,	চিনতাই,	ছিনতাই,	
niketaner,	নিকিটনের,	নিকেতনের,	
larshon,	লার্সন,	লারসন,	
pathanirdeshana,	পথনির্দেশন,	পথনির্দেশনা,	
hoila,	হইল,	হইল,	
plainey,	প্লেনে,	প্লেনে,	
shhikar,	শিকার,	শিকার,	
miari,	মারি,	ম্যারি,	
bandhubhaabaapanna,	বন্ধুভবাপন্ন,	বন্ধুভাবাপন্ন,	
chomsky,	চমস্কি,	চমস্কি,	
basaake,	বাসাকে,	বাসাকে,	
noitikvabe,	নৈতিকভাবে,	নৈতিকভাবে,	
qibord,	কিবোর্ড,	কীবোর্ড,	
vobanir,	ভবানীর,	ভবানীর,	
onnyorup,	অন্যরূপ,	অন্যরূপ,	
mojlishpur,	মজলিসপুর,	মজলিশপুর,	
messengerer,	মেসেঙ্গের,	মেসেঞ্জারের,	
jwarer,	য্বরের,	জ্বরের,	
aagost,	আগসস,	আগষ্ট,	
nyaper,	ন্যাপের,	ন্যাপের,	
gronthatike,	গ্রন্থাটিকে,	গ্রন্থটিকে,	
beshirvagei,	বেশীরভাগেই,	বেশিরভাগেই,	
noitikota,	নৈতিকতা,	নৈতিকতা,	
krishenta,	ক্রেসেন্ট,	ক্রিসেন্ট,	
tanight,	টানাইট,	টুনাইট,	
gajipur,	গজীপুর,	গাজীপুর,	
jakkho,	যক্ষ,	যক্ষ,	
faad,	ফাঁদ,	ফুড,	
dabarer,	দাবরের,	দাবারের,	
laga,	লাগা,	লগ,	
phiksa,	ফিক্স,	ফিক্স,	
toufiq,	তৌফিক,	তৌফিক,	
sthaponake,	স্থাপনাকে,	স্থাপনাকে,	
horiddar,	হরিদ্যার,	হরিদ্বার,	
mooldoova,	মূলদু,	মলদোভা,	
aidii,	আইডি,	আইডিই,	
neermol,	নির্মল,	নির্মল,	
ancieent,	অন্সিয়ন্ট,	এনসিয়েন্ট,	
uindoo,	উইন্ডো,	উইন্ডো,	
jeshh,	জেস,	জেস,	
adhunikkale,	আধুনিক্লালে,	আধুনিককালে,	
besirbhaagi,	বেশীরভাগই,	বেশিরভাগই,	
minister,	মিনিস্টার,	মিনিস্টার,	
dipgulote,	দিপগুলোতে,	দ্বীপগুলোতে,	
onkeeta,	অংকিত,	অঙ্কিতা,	
noiteekota,	নৈতিকতা,	নৈতিকতা,	
vejaano,	ভেজানো,	ভেজানো,	
archimedes,	আর্কিমেডেস,	আর্কিমিডিস,	
jonee,	জোনি,	জনি,	
parishromi,	পারীশ্রমী,	পরিশ্রমী,	
poscime,	পশ্চিমে,	পশ্চিমে,	
janasangyog,	জনসঙ্গগ,	জনসংযোগ,	
jubokshoho,	যুবকসহ,	যুবকসহ,	
futonto,	ফুটন্ত,	ফুটন্ত,	
definition,	ডেফিনিশন,	ডেফিনেশন,	
geza,	গেজ,	গেজ,	
ganohatyar,	গণহাত্যার,	গণহত্যার,	
blyaka,	ব্ল্যাক,	ব্ল্যাক,	
thailandshoho,	থালল্যাংসহ,	থাইল্যান্ডসহ,	
shilpojat,	শিল্পজজত,	শিল্পজাত,	
pyor,	প্যোর,	পিওর,	
onekerie,	অনেকারী,	অনেকেরই,	
edipass,	এডিপস,	ইডিপাস,	
ongshogrohon,	অংশগ্রহণ,	অংশগ্রহন,	
rajnoitik,	রাজনৈতিক,	রাজনৈতীক,	
ekai,	একাই,	একাই,	
piruzali,	পিরুজালি,	পিরুজালী,	
arina,	আরিন,	এরিনা,	
vandar,	ভান্ডার,	ভাণ্ডার,	
daackticketer,	ডাক্কিকেটের,	ডাকটিকিটের,	
sulke,	সুলকে,	শুল্কে,	
hart,	হার্ট,	হার্ট,	
leder,	লেডের,	লিডার,	
ajij,	আজিজ,	আজিজ,	
postac,	পোস্টাক,	পোস্টকে,	
muhammad,	মুহাম্মদ,	মুহম্মদ,	
sarjur,	সার্যুর,	সরযূর,	
lesens,	লেসেন্স,	লাইসেন্স,	
falak,	ফলক,	ফলক,	
dankan,	দাঙকান,	ডানকান,	
moushumeo,	মৌশুমেও,	মৌসুমেও,	
bifol,	বিফল,	বিফল,	
saainyo,	সৈন্য,	সৈন্য,	
mukhomandol,	মুখমন্ডল,	মুখমণ্ডল,	
neshnosh,	নেশনস,	নেশনস,	
arkimidish,	আর্কিমিডিস,	আর্কিমিডিস,	
mookhomandoler,	মুখমন্ডলের,	মুখমণ্ডলের,	
musalmani,	মুসলমানী,	মুসলমানই,	
shfingtar,	স্ফিংটর,	স্ফিংটার,	
probhritike,	প্রভৃতিকে,	প্রভৃতিকে,	
aziboner,	অজিবনের,	আজীবনের,	
noitikata,	নৈতিকাতা,	নৈতিকতা,	
holdin,	হলদিন,	হোল্ডিং,	
jonoika,	জননিকা,	জনৈকা,	
grootha,	গ্রথ,	গ্রোথ,	
arthonitite,	অর্থনীতিতে,	অর্থনীতিতে,	
ashachetan,	অসচচেতন,	অসচেতন,	
chalochchitroi,	চলচচত্রী,	চলচ্চিত্রই,	
dharabahiktite,	ধারাবাহিকতিতে,	ধারাবাহিকটিতে,	
zzonite,	যোনিতে,	যোনীতে,	
saseja,	সাসেজ,	সসেজ,	
lojic,	লজিক,	লজিক,	
jhijhi,	ঝিঝি,	ঝিঝি,	
parabortee,	পরবর্তী,	পরর্বতী,	
plater,	প্লেটার,	প্লেটের,	
engineers,	ইঞ্জানিন্স,	ইঞ্জিনিয়ার্স,	
timathy,	তিমথি,	টিমোথি,	
baharampurer,	বহরামপুরের,	বহরমপুরের,	
reshidence,	রেসিডেন্স,	রেসিডেন্স,	
bhaibonera,	ভাইবোরেরা,	ভাইবোনেরা,	
mukhomondole,	মুখমন্ডলে,	মুখমণ্ডলে,	
eparjonta,	এপার্জন্ত,	এপর্যন্ত,	
netherlande,	নেথারল্যান্ডে,	নেদারল্যান্ডে,	
patenter,	পটেন্টের,	পেটেন্টের,	
shuperhero,	সুপারেওর,	সুপারহিরো,	
azaan,	আজান,	আজান,	
byapokotor,	ব্যাপকতর,	ব্যাপকতর,	
dephineshana,	ডিফেনেশন,	ডেফিনেশন,	
spashtotai,	স্প্ষটতেই,	স্পষ্টতই,	
lendol,	লেন্ডোল,	লেন্ডল,	
corporation,	কর্পোরেশন,	করপোরেশন,	
somraatder,	সমর্তদের,	সম্রাটদের,	
fimel,	ফাইমেল,	ফিমেল,	
nilabho,	নীলভ,	নীলাভ,	
teennis,	টেনিস,	টেনিস,	
qor,	কোর,	কর,	
bhenis,	ভেনিস,	ভেনিস,	
chhidropothe,	ছিদ্রপপে,	ছিদ্রপথে,	
mosjidkey,	মসজীদকে,	মসজিদকে,	
karmazog,	কর্মযোগ,	কর্মযোগ,	
asamonjoshyopurno,	অসমোনযোস্ার্ণ,	অসামঞ্জস্যপূর্ণ,	
somoshti,	সমস্তি,	সমষ্টি,	
shoriph,	শরীফ,	শরিফ,	
jaistha,	জৈষ্ঠ্য,	জ্যৈষ্ঠ,	
dibbay,	দিব্যে,	দিব্যা,	
barder,	বার্ডের,	বার্ডের,	
choudhooreer,	চৌধুরীর,	চৌধুরীর,	
deraa,	দেরা,	ডেরা,	
sawam,	সভাম,	সাওম,	
segulo,	সেগুলো,	সেগুলো,	
tat,	টা,	তাত,	
opohoronn,	অপহরণ,	অপহরন,	
venice,	ভেনিস,	ভেনিস,	
license,	লিসেন্সে,	লাইসেন্স,	
