armenan,	আর্মেনন,	আর্মেনিয়ান,	
shangkulan,	সংকুলন,	সংকুলান,	
venisey,	ভেনিসে,	ভেনিসে,	
ralafa,	রোলফ,	রালফ,	
onnkita,	অনকিত,	অঙ্কিতা,	
iispredsheet,	এস্প্রেশিট,	স্প্রেডশীট,	
pari,	প্যারি,	পেরি,	
tochhnoch,	তঞ্চচ,	তছনছ,	
bisshaskey,	বিশ্বস্কে,	বিশ্বাসকে,	
meghey,	মেঘে,	মেঘে,	
shashoto,	শাষত,	শাশ্বত,	
qiuti,	কিউটি,	কিউটি,	
nirbachokder,	নির্বাচকদের,	নির্বাচকদের,	
pab,	পব,	পাব,	
falokti,	ফলককতি,	ফলকটি,	
jojyata,	যজ্ঞতা,	যোজ্যতা,	
elakayi,	এলাকই,	এলাকাই,	
daackticketer,	ডাক্কিটেের,	ডাকটিকিটের,	
konorup,	কনারূপ,	কোনরূপ,	
ssumoo,	সুমু,	সুমো,	
obolokon,	অবলোকন,	অবলোকন,	
somratder,	সম্রাতদের,	সম্রাটদের,	
torooner,	তরুণের,	তরুণের,	
baibosthaar,	ব্যবস্থার,	ব্যবস্থার,	
zonsa,	জনসা,	জোন্স,	
horeedwar,	হরিদবার,	হরিদ্বার,	
aholla,	অলল্লা,	অহল্যা,	
bard,	বর্ড,	বার্ড,	
garner,	গ্রানের,	গার্নার,	
sift,	সিফট,	শিফট,	
shithilatar,	সিথিলাতার,	শিথিলতার,	
bronjer,	ব্রঞ্জের,	ব্রোঞ্জের,	
elakaai,	এলাকাই,	এলাকাই,	
siddhanto,	সিদ্বান্ত,	সিদ্ধান্তও,	
atorkitey,	অটারকিতে,	অতর্কিতে,	
attobishwasi,	আত্মবিশ্বাসী,	আত্মবিশ্বাসী,	
unit,	ইউনিত,	ইউনিট,	
abotar,	অবতার,	অবতার,	
airesey,	আই়েরে,	আইরেসে,	
teoyana,	টিওয়ান,	তাইওয়ান,	
moochi,	মুচি,	মুচি,	
shuri,	সুরি,	সুরি,	
shainyara,	সৈন্যার,	সৈন্যরা,	
stonehenje,	স্ট্নেনেঞ্জে,	স্টোনহেঞ্জ,	
tukroke,	তুকরকে,	টুকরোকে,	
path,	পথ,	পাথ,	
dokkhinangsho,	দক্ষিণাংশ,	দক্ষিণাংশ,	
shpreadshhiit,	স্প্রেস্িিত,	স্প্রেডশীট,	
corymb,	করিমব,	করিম,	
daebug,	দাবিগ,	ডিবাগ,	
chyata,	চ্যাত,	চ্যাট,	
kins,	কিন্স,	কিংস,	
abhidhaaneek,	অভিধানিক,	অভিধানিক,	
aminar,	আমিনার,	আমিনার,	
laisensa,	লাইেেন্স,	লাইসেন্স,	
moithili,	মৈথিলি,	মৈথিলি,	
lutheren,	লুথেরেন,	লুথেরান,	
dasha,	দশ,	দোসা,	
rajatwa,	রাজত্ব,	রাজত্ব,	
goojober,	গুজবের,	গুজবের,	
pratool,	প্রতুল,	প্রতুল,	
cheenja,	চিঞ্জ,	চেঞ্জ,	
sikhar,	শিখর,	শিকার,	
bandike,	বন্দিকে,	বন্দীকে,	
footballerder,	ফুটবাল্ডের,	ফুটবলারদের,	
degree,	ডিগ্রী,	ডিগ্রি,	
stonaheenja,	স্টননাহিজ্যা,	স্টোনহেঞ্জ,	
zozyota,	যোজ্যতা,	যোজ্যতা,	
bijepi,	বিজেপি,	বিজেপি,	
cheess,	চেজ,	চেস,	
sooresh,	সুরেশ,	সুরেশ,	
sulfate,	সালফাতে,	সালফেট,	
jolatanko,	জলাটন,	জলাতঙ্ক,	
vumir,	ভূমির,	ভূমির,	
pooshtee,	পুস্তি,	পুষ্টি,	
thakte,	থাকতে,	থাকতে,	
esosiyetasa,	এসেসিয়াস,	এসোসিয়েটস,	
dhalur,	ঢালুর,	ঢালুর,	
jworer,	জোরের,	জ্বরের,	
jackson,	জ্যাকশন,	জ্যাকসন,	
gananatya,	গণনাত্য,	গণনাট্য,	
shreechoitonyodeb,	শ্রীচৈননতাব্দেব,	শ্রীচৈতন্যদেব,	
roktokhorone,	রক্তকর্ণণে,	রক্তক্ষরণে,	
chutite,	চুটিতে,	ছুটিতে,	
soceitytey,	সকিটিতে,	সোসাইটিতে,	
arakaner,	আরকণের,	আরাকানের,	
sausage,	সৌসগে,	সসেজ,	
nischitrupe,	নিশ্চিরপপে,	নিশ্চিতরূপে,	
barbadoz,	বারবোদোজ,	বার্বাডোজ,	
sheekarer,	শিকারের,	শিকারের,	
upobashee,	উপবাষী,	উপবাসী,	
ranangane,	রণাঙ্গনে,	রণাঙ্গনে,	
agenda,	এগেন্ড,	এজেন্ডা,	
madraser,	মাদ্রাসের,	মাদ্রাজের,	
fising,	ফিশিং,	ফিসিং,	
nishad,	নিশদ,	নিষাদ,	
porishromi,	পরিস্রমী,	পরিশ্রমী,	
konrup,	কনরাপ,	কোনরূপ,	
soccar,	সকচার,	সকার,	
chainge,	চেঙে,	চেঞ্জ,	
ghesei,	ঘেসেই,	ঘেঁষেই,	
moreecha,	মরিচা,	মরিচা,	
bhaabaponno,	ভাবপান্ন,	ভাবাপন্ন,	
songbadmadhyomgulote,	সংবাদমাধলগুলে,	সংবাদমাধ্যমগুলোতে,	
nadimatrik,	নদীমাত্রিক,	নদীমাতৃক,	
inphormeshon,	ইনফর্মেশন,	ইনফরমেশন,	
farna,	ফার্ন,	ফার্ন,	
nariderke,	নারীদেরকে,	নারীদেরকে,	
dayitta,	দৈত্য,	দায়িত্ব,	
vedke,	ভেদকে,	বেদকে,	
nagalyand,	নাগল্যান্ড,	নাগাল্যান্ড,	
prostut,	প্রস্তুত,	প্রস্ত্তত,	
plate,	প্লেট,	প্লেট,	
tahalo,	তহলো,	তাহলো,	
sothik,	সথীক,	সঠিক,	
piroojalee,	পিরোুলি,	পিরুজালী,	
janoganonar,	জনগণনার,	জনগণনার,	
udvaboney,	উদ্ভবনে,	উদ্ভাবনে,	
prokolpogulor,	প্রকোলপলগুলোর,	প্রকল্পগুলোর,	
rajtontrey,	রাজনতন্ত্রে,	রাজতন্ত্রে,	
dormetori,	ডরমেটরি,	ডরমিটরি,	
obikol,	অবিকল,	অবিকল,	
mb,	এমবিএব,	এমবি,	
crime,	ক্রিমে,	ক্রাইম,	
conseervation,	কনস্রাভেশন,	কনসারভেশন,	
onnyorup,	অন্যূরূপ,	অন্যরূপ,	
nations,	ন্যাটিস্যান,	নেশনস,	
hugheke,	হুঘেকে,	হিউজকে,	
phix,	ফিক্স,	ফিক্স,	
diphinishion,	ডিফিনশন,	ডেফিনেশন,	
bolkarok,	বলকারক,	বলকারক,	
reesideencee,	রেসিডেন্স,	রেসিডেন্স,	
harta,	হররা,	হার্ট,	
kaansaater,	কাঁসাতের,	কানসাটের,	
chaakti,	চাঁকটি,	চাকতি,	
spashtatai,	স্পষ্টতাই,	স্পষ্টতই,	
torabgonj,	তরবাগঞ্জ,	তোরাবগঞ্জ,	
nirau,	নিরা,	নির,	
manoharpur,	মানহারপুর,	মনোহরপুর,	
mukhabandha,	মুখবন্ধ,	মুখবন্ধ,	
augustine,	অগসসটিন,	অগাস্টিন,	
ja,	যা,	জ্যা,	
mosjidsoho,	মোসিদোহ,	মসজিদসহ,	
uporitaley,	উপরিতালে,	উপরিতলে,	
garnar,	গর্নার,	গার্নার,	
raya,	রয়,	রায়,	
samashti,	সমস্তি,	সমষ্টি,	
chittronatyokar,	চিত্রনাট্যকার,	চিত্রনাট্যকার,	
porichhonnota,	পরিচ্ননাতা,	পরিচ্ছন্নতা,	
hishaber,	হিসাবের,	হিসাবের,	
mahibur,	মহিবুর,	মহিবুর,	
fax,	ফ্যাক্স,	ফক্স,	
subadey,	সুবাদে,	সুবাদে,	
saqara,	সকার,	সাকার,	
hurricanee,	হুরিকানী,	হ্যারিকেন,	
kada,	কদ,	কোডা,	
bonvumite,	বনভূমিতে,	বনভূমিতে,	
orthonitite,	অর্থনিতিতে,	অর্থনীতিতে,	
chalachchitrogulor,	চলিচ্ত্রগুলোর,	চলচ্চিত্রগুলোর,	
nirapekkhotar,	নিরপ্্ষেতার,	নিরপেক্ষতার,	
parishkaron,	পরিষ্কারণ,	পরিষ্করণ,	
taorat,	তারাত,	তওরাত,	
abosan,	অবসান,	অবসান,	
chaalta,	চালতা,	চালতা,	
pharanyata,	ফরণন্যতা,	ফরম্যাট,	
tigar,	তিগার,	টাইগার,	
gosti,	গোসটি,	গোষ্ঠী,	
marketey,	মার্কেটে,	মার্কেটে,	
biswashwo,	বিশ্বস্ব,	বিশ্বাসও,	
odurey,	অদুরে,	অদুরে,	
mirakel,	মিরাকেল,	মিরাকেল,	
attorkite,	আ্যাট্রাকিতে,	অতর্কিতে,	
siddhantoke,	সিদ্ধানকতে,	সিদ্ধান্তকে,	
weelcomee,	উয়েকমে,	ওয়েলকাম,	
uuipokar,	উইপকার,	উইপোকার,	
prokalpagulor,	প্রকালপলগুলোর,	প্রকল্পগুলোর,	
veenom,	ভিনোম,	ভেনম,	
angshogrohon,	অংশগ্রহণ,	অংশগ্রহন,	
choudhoorike,	চৌধুরিকে,	চৌধুরীকে,	
byetasamyan,	ব্যাতসম্যান,	ব্যাটসম্যান,	
dharabhiko,	ধারাবিক,	ধারাবাহিকেও,	
noitikotar,	নৈতিকতার,	নৈতিকতার,	
laisense,	লাইেেন্স,	লাইসেন্স,	
jatak,	যতক,	জাতক,	
puroheetke,	পুরহিতকে,	পুরোহিতকে,	
dephinision,	ডেফিনিশন,	ডেফিনেশন,	
bisshaso,	বিশ্বাস,	বিশ্বাসও,	
sobrakamer,	সবর্কমের,	সবরকমের,	
qings,	কিংস,	কিংস,	
iash,	আয়াশ,	আইএএস,	
abheedhaaneek,	অভিধানিক,	অভিধানিক,	
nickel,	নিকেল,	নিকেল,	
fiksing,	ফিক্সিং,	ফিক্সিং,	
licensing,	লাইসেন্সিং,	লাইসেন্সিং,	
longhaner,	লংঘনের,	লংঘনের,	
kaalengaa,	কালেঙ্গা,	কালেঙ্গা,	
cholchhee,	চলছি,	চলছে,	
parikshateo,	পরীক্ষাতেও,	পরীক্ষাতেও,	
nothivukta,	নথিভুক্ত,	নথিভুক্ত,	
balakarak,	বলকারাক,	বলকারক,	
ponjeekar,	পঞ্জিকার,	পঞ্জিকার,	
drishyagulo,	দৃশ্যগুলো,	দৃশ্যগুলো,	
rapto,	রক্ত,	রপ্ত,	
ateeteo,	অতেতেও,	অতীতেও,	
jamkaalo,	জমকালো,	জমকালো,	
phund,	ফাণ্ড,	ফান্ড,	
prastutkarok,	প্রস্তুতকারক,	প্রস্তুতকারক,	
jonmat,	জন্মাত,	জন্মাত,	
rakhtokkharoner,	রক্তক্ষণারের,	রক্তক্ষরণের,	
madhyastha,	মধ্যস্থ,	মধ্যস্থ,	
teman,	টেমান,	তেমন,	
jadrel,	যাদ্রেল,	জাঁদরেল,	
juktarashtrer,	যুক্তরাস্ট্রের,	যুক্তরাষ্ট্রের,	
vishnu,	ভিষ্ণু,	বিষ্ণু,	
benish,	বেনিস,	ভেনিস,	
archimedes,	আর্মিনেডস,	আর্কিমিডিস,	
bidrup,	বিদ্রুপ,	বিদ্রূপ,	
krisenta,	ক্রিসেন্ট,	ক্রিসেন্ট,	
sanaktakaraner,	সনাক্তকরণের,	সনাক্তকরণের,	
hozot,	হজট,	হজত,	
sazanor,	সাজানোর,	সাজানোর,	
swostir,	স্বস্তির,	স্বস্তির,	
modelti,	মোদলটি,	মডেলটি,	
aarke,	আরকে,	আরকে,	
noiteekvabe,	নৈতিকভাবে,	নৈতিকভাবে,	
fooloo,	ফুলো,	পোলো,	
ganoporibohon,	গণপরিবহন,	গণপরিবহন,	
bhalobase,	ভালবাসে,	ভালোবাসে,	
joubanbotii,	যৌবনবতী,	যৌবনবতী,	
patisapta,	পতিস্পা্ত,	পাটিসাপটা,	
mukhamandal,	মুখমন্ডল,	মুখমণ্ডল,	
cheerontan,	চিরেন্টান,	চিরন্তন,	
cross,	ক্রস,	ক্রুশ,	
edipass,	এদিপাস,	ইডিপাস,	
sahocorrzo,	সহকর্্,	সাহচর্য,	
charrjer,	চার্জের,	চার্জের,	
poscate,	পশ্কতে,	পশ্চাতে,	
dhaleshwari,	ধালেশ্বরী,	ধলেশ্বরী,	
suporichiti,	সুপরিচিতি,	সুপরিচিতি,	
zins,	জিন্স,	জিন্স,	
jonmaat,	জন্মাত,	জন্মাত,	
jerusaleme,	জেরুরামেমে,	জেরুসালেমে,	
dito,	দিত,	দিতো,	
baitsh,	বইটস,	বাইটস,	
utsahomulok,	উৎসামহুলক,	উৎসাহমূলক,	
ispreedshit,	স্প্রেস্ডিত,	স্প্রেডশীট,	
romancho,	রোমাঞ্চ,	রোমাঞ্চ,	
nathibhookto,	নথিভুক্ত,	নথিভুক্ত,	
mahey,	মোহে,	মাহে,	
bollov,	বলল,	বল্লভ,	
bashoborty,	বাসবর্তী,	বশবর্তী,	
