nirmaankaj,	নির্মাঙ্জক,	নির্মাণকাজ,	
dakteekite,	দক্তিকিতে,	ডাকটিকিটে,	
seshardhe,	শেশর্ধে,	শেষার্ধে,	
hocker,	হককের,	হুকার,	
besirbhaagi,	বেশীরভাগী,	বেশিরভাগই,	
konoroop,	কনোরপূপ,	কোনরূপ,	
chai,	চাই,	ছাই,	
besoor,	বেশুর,	বেসুর,	
grambaasee,	গ্রামবাসী,	গ্রামবাসী,	
samanya,	সমম্যা,	সামান্য,	
iispredsheet,	ইস্প্রেপ্টি,	স্প্রেডশীট,	
gootano,	গুটানো,	গুটানো,	
ponera,	পনেরা,	পনের,	
tintikey,	তিন্তিকে,	তিনটিকে,	
dakope,	ডাকপে,	দাকোপ,	
sitting,	সিতিং,	সিটিং,	
akshor,	আক্ষর,	একশোর,	
vaabnake,	ভান্বাকে,	ভাবনাকে,	
neeshanasa,	নিনসাস,	নেশনস,	
transformaarer,	ট্রানসসর্মারের,	ট্রান্সফরমারের,	
ssumoo,	সুমু,	সুমো,	
embed,	এমবেদ,	এম্বেড,	
jackshan,	জাক্ষণ,	জ্যাকসন,	
fud,	ফুদ,	ফুড,	
jamkaalo,	জামকাল,	জমকালো,	
bujhleo,	বুঝলেও,	বুঝলেও,	
parser,	পারসের,	পার্শ্বের,	
ponjjikar,	পন্জিকার,	পঞ্জিকার,	
ispredsiit,	সস্প্রেেটি,	স্প্রেডশীট,	
awatar,	অভতার,	অবতার,	
oopohoron,	উপহরণ,	অপহরন,	
falah,	ফালাহ,	ফালাহ,	
anshograhone,	অংশগ্রহণে,	অংশগ্রহনের,	
aiees,	এইএস,	আইএএস,	
muhurtati,	মুহরতাতি,	মুহুর্তটি,	
bocchoner,	বছচনের,	বচ্চনের,	
karmokerer,	কর্মকেরের,	কর্মকারের,	
chargar,	চারগার,	চার্জার,	
udbhabon,	উদ্ভববণ,	উদ্ভাবন,	
banger,	বাঙ্গের,	ব্যাঙের,	
sherup,	শেরুপ,	সেরুপ,	
somaazeri,	সমাজেরী,	সমাজেরই,	
setitey,	স্টেতি,	সেটিতে,	
prosadhani,	প্রসাধানী,	প্রসাধনী,	
gezeted,	জেজেটেড,	গেজেটেড,	
modele,	মোদেলে,	মডেলে,	
valobasake,	ভাবাাসাকে,	ভালোবাসাকে,	
palestinea,	পালেস্টিনে,	প্যালেস্টাইনে,	
shangsthagulo,	সংস্ঠাগুলো,	সংস্থাগুলো,	
ghurchen,	ঘুর্চেন,	ঘুরেছেন,	
alimpika,	আলিমিপক,	অলিম্পিক,	
esosiyetasa,	এসিিয়েস,	এসোসিয়েটস,	
dakticket,	ডাকতিক্ত,	ডাকটিকিট,	
okritakarja,	অক্তিরকর্যা,	অকৃতকার্য,	
ganakantho,	গণকান্থ,	গণকণ্ঠ,	
hamburge,	হাম্গর্গে,	হামবুর্গে,	
danob,	ডননব,	দানব,	
uddhriti,	উদ্ধৃতি,	উদ্ধৃতি,	
dimbakriti,	ডিমবা্্তি,	ডিম্বাকৃতি,	
pleena,	প্লেন,	প্লেন,	
hurricanee,	হরির্কানি,	হ্যারিকেন,	
skolastik,	সককসাস্তিক,	স্কলাস্টিক,	
noitikatar,	নৈতিকতার,	নৈতিকতার,	
longghoner,	লঙ্ঘনের,	লংঘনের,	
bamna,	বামনা,	বামনা,	
ghatir,	ঘটির,	ঘাটির,	
motion,	মটিন,	মোশন,	
dailee,	ডাইলি,	ডেইলি,	
kisti,	কিস্টি,	কিস্তি,	
mohibur,	মহিবুর,	মহিবুর,	
ghamtaa,	ঘামতা,	ঘোমটা,	
gonesher,	গনেেের,	গণেশের,	
hunine,	হুনিনে,	হুনাইন,	
tophaat,	তফাত,	তফাৎ,	
irish,	এরিশ,	আইরিস,	
dayitwa,	ডাতত্ব,	দায়িত্ব,	
uru,	উরু,	উরু,	
daakteekite,	ডাকতিকিতে,	ডাকটিকিটে,	
karmakandeo,	কর্মকান্দে,	কর্মকাণ্ডেও,	
nir,	নীর,	নির,	
bollov,	বল্ভব,	বল্লভ,	
kaamla,	কামলা,	কামলা,	
phulkapi,	ফুলকাপি,	ফুলকপি,	
jeebonto,	জীবন্ত,	জীবন্ত,	
aairese,	আইরেে,	আইরেসে,	
dasha,	দশা,	দোসা,	
chhatogalper,	ছতাগগ্লের,	ছোটগল্পের,	
manee,	মানী,	মানে,	
jwor,	জ্রোর,	জ্বর,	
abhidhanick,	অভিধানিক্,	অভিধানিক,	
raya,	রোয়া,	রায়,	
labanaktatar,	লবনাকততার,	লবণাক্ততার,	
charrjito,	চার্জিত,	চার্জিত,	
bhogini,	ভগগীনী,	ভগিনী,	
bharadwaja,	ভারাদ্বজাজ,	ভরদ্বাজ,	
iyutha,	ইইয়াথ,	ইয়ুথ,	
bahyo,	বহ্য,	বাহ্য,	
shikkhartheerao,	শিক্ষার্থীরা,	শিক্ষার্থীরাও,	
chaber,	চবের,	চাবির,	
paksenara,	পক্ষেনার,	পাকসেনারা,	
jahns,	জান্স,	জন্স,	
khappor,	খাপপর,	খপ্পর,	
bihare,	বিহাে,	বিহারে,	
pratool,	প্রতুল,	প্রতুল,	
turbiner,	তূরবিনের,	টারবাইনের,	
ponthaar,	পন্থার,	পন্থার,	
vugol,	ভুগল,	ভূগোল,	
streegan,	স্ট্রীগণ,	স্ত্রীগণ,	
rohoshyor,	রহস্যর,	রহস্যর,	
oncholtite,	অন্চলিতে,	অঞ্চলটিতে,	
seebiai,	সিবিই,	সিবিআই,	
tottoraat,	তত্রতা,	তওরাত,	
nirmankaaj,	নির্মাঙ্জ,	নির্মাণকাজ,	
ap,	অপ,	আপ,	
ujobekeestaner,	উজবেকেতস্তেনের,	উজবেকিস্তানের,	
boopon,	বপণ,	বপন,	
mukhabandho,	মুখাবন্ধ,	মুখবন্ধ,	
uponeeshoder,	উপনিষদেের,	উপনিষদের,	
remacry,	রেমার্কি,	রেমাক্রী,	
bhalobasen,	ভাবাবাসেন,	ভালোবাসেন,	
heza,	হেজা,	হেজ,	
santose,	সন্তসে,	সন্তোষে,	
hailo,	হাইল,	হইল,	
faaser,	ফাসের,	ফাঁসের,	
shuter,	সুতের,	শ্যুটার,	
dharabhashyokar,	ধর্ভাস্যকার,	ধারাভাষ্যকার,	
ponchaasjon,	পঞ্চাশন,	পঞ্চাশজন,	
gostike,	গোষ্তিকে,	গোষ্ঠীকে,	
bosontey,	বসন্তে,	বসন্তে,	
muhammader,	মহাম্মদের,	মুহম্মদের,	
golakritir,	গলাকররিতির,	গোলাকৃতির,	
sthapanagulo,	স্থাপানাগুলো,	স্থাপনাগুলো,	
shikarer,	শিকারের,	শিকারের,	
satjaner,	সত্জানের,	সাতজনের,	
neerbahe,	নির্বাহে,	নির্বাহে,	
dibya,	ডিব্য,	দিব্যা,	
teuning,	টেউনিং,	টিউনিং,	
nagorikota,	নগরিকতা,	নাগরিকতা,	
taioyana,	টৈয়ান,	তাইওয়ান,	
sudrissho,	সুদৃশ্ব,	সুদৃশ্য,	
filipiner,	ফিলিপিনের,	ফিলিপাইনের,	
janoganonar,	জনগনননার,	জনগণনার,	
nursery,	নার্সারি,	নার্সারি,	
chalai,	চালাই,	চালাবে,	
dankan,	ডানকান,	ডানকান,	
hertj,	হার্টজ,	হার্জ,	
pratishthanikbhabe,	প্রতিষ্ঠানিক্ষাবে,	প্রাতিষ্ঠানিকভাবে,	
longhoner,	লঙ্ঘেের,	লংঘনের,	
gaddafi,	গাদাাফি,	গাদ্দাফী,	
bhabotarini,	ভাততররীনী,	ভবতারিণী,	
grontho,	গ্রন্থ,	গ্রন্থ,	
metropolitan,	মেত্রপেলটিন,	মেট্রোপলিটন,	
nothibhookta,	নথিভাক্ত,	নথিভুক্ত,	
roza,	রোজা,	রোযা,	
godavari,	গোদাবারী,	গোদাবরী,	
spredsheet,	স্প্রেপ্টি,	স্প্রেডশীট,	
lumbinee,	লুমবিনী,	লুম্বিনী,	
poderthobid,	পদের্থবিদ,	পদার্থবিদ,	
ancholti,	অন্চলিতি,	অঞ্চলটি,	
gandharir,	গান্ধারীর,	গান্ধারীর,	
eshiyatiqa,	এশিয়েটিক,	এশিয়াটিক,	
shtonahenja,	স্টোনেহেঞ্জ,	স্টোনহেঞ্জ,	
rajtantroke,	রাজন্ত্রকে,	রাজতন্ত্রকে,	
asamanno,	অসমন্ন,	অসামান্য,	
cena,	সেন,	সিনা,	
hobu,	হবু,	হবু,	
tarun,	তরুণ,	তরুন,	
jotsna,	জত্নস,	জ্যোৎস্না,	
tat,	তাত,	তাত,	
taunashhipa,	তানাশিস্প,	টাউনশিপ,	
ganosakkharata,	গণসাক্ষরাত,	গণসাক্ষরতা,	
sossa,	সসসা,	শশা,	
injiniyarsa,	ইন্যোনিয়ার্স,	ইঞ্জিনিয়ার্স,	
rohosyer,	রহস্যের,	রহস্যের,	
naubihar,	নৌবিহার,	নৌবিহার,	
loukikotaa,	লৌকিকতা,	লৌকিকতা,	
probhur,	প্রভূর,	প্রভুর,	
delivar,	ডেলিবার,	ডেলিভার,	
gorjon,	গর্জন,	গর্জন,	
addabaaj,	আদ্যাবাজ,	আড্ডাবাজ,	
orthanitike,	অর্থান্তিকে,	অর্থনীতিকে,	
pujit,	পুজিত,	পুজিত,	
parkasa,	পার্কাস,	পার্কস,	
ajuhath,	অজুহা,	অজুহাত,	
carpeet,	কারপেট,	কার্পেট,	
ghotlo,	ঘটল,	ঘটল,	
patterne,	পাত্রেন্ে,	প্যাটার্নে,	
ceramiker,	ক্রামামিকের,	সিরামিকের,	
kanshater,	কনসাতের,	কানসাটের,	
harbare,	হারবারে,	হারবারে,	
hajat,	হাজাত,	হজত,	
bongraam,	বংগার,	বনগ্রাম,	
dhrubok,	ধর্ববক,	ধ্রুবক,	
byaboharkari,	ব্যবহারকারী,	ব্যবহারকারী,	
obiyi,	অবিই,	ওবিই,	
aoki,	আকি,	এওকি,	
informeson,	ইনফররমেশন,	ইনফরমেশন,	
meghke,	মাইকে,	মেঘকে,	
udvabani,	উদ্ভবানী,	উদ্ভাবনী,	
naniir,	নানির,	নানীর,	
jaanalo,	জানালো,	জানালো,	
satarkatar,	সতর্তকার,	সতর্কতার,	
sosa,	সসসা,	শশা,	
atarkitey,	আতর্াকিতে,	অতর্কিতে,	
rushod,	রুশদ,	রুশদ,	
advansed,	অ্যাদান্সেদ,	অ্যাডভান্সড,	
bedanter,	বেদন্তের,	বেদান্তের,	
shomsti,	সমস্তি,	সমষ্টি,	
zerusalem,	জারুসমেলে,	জেরুসালেম,	
niurolazi,	নিউরোজাজি,	নিউরোলজি,	
sikkhartheerao,	শিক্ষার্থীরা,	শিক্ষার্থীরাও,	
phirth,	ফির্থ,	ফার্থ,	
orhan,	অর্হান,	ওরহান,	
seekkhokbrindo,	শিক্ষববন্দ্দ,	শিক্ষকবৃন্দ,	
veda,	ভেড,	বেদ,	
protjogiita,	প্রত্যগিত,	প্রতিযোগীতা,	
sanghitar,	সংঘিতার,	সংহিতার,	
pest,	পেস্ট,	পেষ্ট,	
horinner,	হরিন্যের,	হরিণের,	
chalochchitragulor,	চলিচ্তিগ্রগুলোর,	চলচ্চিত্রগুলোর,	
heelse,	হিলসে,	হিলসে,	
sabyastho,	সব্যস্থ,	সাব্যস্থ,	
hattey,	হাত্ে,	হাঁটতে,	
queery,	কুরি,	কোয়েরি,	
aedipus,	আডিপুদ,	ইডিপাস,	
shektore,	সেকতরে,	সেক্টরে,	
bhogirath,	ভগীরার,	ভগীরথ,	
oddure,	অদ্দুরে,	অদুরে,	
protishta,	প্রতিষ্ট,	প্রতিষ্টা,	
cholocchitroke,	চলচিত্রক্তে,	চলচ্চিত্রকে,	
carzito,	কার্জিত,	চার্জিত,	
jalrong,	জালর্গ,	জলরঙ,	
fanskari,	ফানস্কারী,	ফাঁসকারী,	
iceberg,	এসেবার্গ,	আইসবার্গ,	
labonaaktotaar,	লবনাতকতার,	লবণাক্ততার,	
potkaa,	পতকা,	পটকা,	
hukar,	হুকার,	হুকার,	
byakkhabyatito,	ব্যাক্ষাব্তিত,	ব্যাখ্যাতীত,	
tistaar,	তিস্টার,	তিস্তার,	
ponthar,	পন্থার,	পন্থার,	
heena,	হেন,	হেনা,	
neelabh,	নেলভা,	নীলাভ,	
jwar,	জার,	জ্বর,	
mataram,	মাতামা,	মাতারাম,	
uposhthit,	উপস্থিত,	উপস্থিত,	
lokkheryo,	লক্ষের্য,	লক্ষেরও,	
jonosamaj,	জনসমামজ,	জনসমাজ,	
mukhomaundol,	মুখামন্দ,	মুখমণ্ডল,	
puzito,	পুজিত,	পুজিত,	
dharmee,	ধর্মী,	ধর্মী,	
