bomkesh,	বোমকেশ,	ব্যোমকেশ,	
pirujalee,	পিরুজালী,	পিরুজালী,	
enginiiring,	এন্জিনিরিং,	ইঞ্জিনিয়ারিং,	
samley,	সম্লে,	সামলে,	
cheerokumari,	চিরকামারী,	চিরকুমারী,	
komaanndar,	কমান্ডার,	কমাণ্ডার,	
qode,	কোড,	কোড,	
jeellul,	জিল্লুল,	জিল্লুল,	
akhaate,	আঁাাতে,	একহাতে,	
jack,	জ্যাক,	জ্যাক,	
blacq,	ব্লক,	ব্ল্যাক,	
dharabahikti,	ধারাবাহিক্তি,	ধারাবাহিকটি,	
banijyikvittey,	বানিজ্যিক্তিতে,	বাণিজ্যিকভিত্তিতে,	
amerikar,	আমেরিকার,	আমেরিকার,	
laaishenshh,	লাইনেস,	লাইসেন্স,	
istan,	ইস্টন,	স্টোন,	
upobashee,	উপবাসী,	উপবাসী,	
shahoshikatar,	সহশিকতার,	সাহসিকতার,	
dunkan,	দুঁকান,	ডানকান,	
aedipus,	এদিপুষ,	ইডিপাস,	
chanake,	চানাকে,	ছানাকে,	
musolmanra,	মুসলমান্র,	মুসলমানরা,	
skolaroship,	স্কলারশিপ,	স্কলারশিপ,	
doula,	ডৌলা,	দৌলা,	
pachok,	পাঁচক,	পাচক,	
bisshaso,	বিশ্বাস,	বিশ্বাসও,	
modelke,	মোদেলকে,	মডেলকে,	
angsogrohone,	অংশগ্রহণে,	অংশগ্রহনের,	
saaeda,	সাইড,	সাইদা,	
mosharroph,	মোশাররফ,	মশাররফ,	
ragi,	রাজি,	রাগী,	
nodiiti,	নদীতী,	নদীটি,	
tanteera,	তান্টার,	তাঁতিরা,	
skarrt,	স্কার্ট,	স্কার্ট,	
somabeshti,	সমাবেষ্টি,	সমাবেশটি,	
bondhuderke,	বন্ধুদেরকে,	বন্ধুদেরকে,	
jeshthaa,	জেষ্ঠ্য,	জ্যেষ্ঠা,	
paite,	পাযাট,	পাইতে,	
banduk,	বান্দুক,	বন্দুক,	
isahak,	ইসহাক,	ইসাহাক,	
teknokret,	টেকন্ক্রেট,	টেকনোক্র্যাট,	
jati,	জাতি,	যাতি,	
soras,	সরাশ,	সরস,	
oncholo,	অঞ্চল,	অঞ্চলও,	
mitroder,	মিত্রদের,	মিত্রদের,	
madaul,	মাদুল,	মাদল,	
seeramiker,	সিরামিকের,	সিরামিকের,	
sansthatir,	সংস্থটির,	সংস্থাটির,	
alexanderke,	আলেক্সান্ডকে,	আলেকজান্ডারকে,	
militaryte,	মিলিটারিতে,	মিলিটারিতে,	
phoolkopi,	ফুলকাপি,	ফুলকপি,	
funding,	ফাননিড,	ফান্ডিং,	
drissoi,	ড্রীস্যই,	দৃশ্যই,	
korkatkranti,	কর্ককর্তন্ত্রী,	কর্কটক্রান্তি,	
economics,	ইকোনমিক্স,	ইকোনমিকস,	
itostatoh,	এতস্তত,	ইতস্ততঃ,	
chalachchitrake,	চলচিত্রাককে,	চলচ্চিত্রকে,	
shpreadshheet,	স্প্রেন্সিট,	স্প্রেডশীট,	
crecenter,	ক্রিসেন্টের,	ক্রিসেন্টের,	
taresa,	তরেশ,	টেরেসা,	
paaree,	পারী,	পাড়ে,	
abhinetar,	অভিনেতর,	অভিনেতার,	
phern,	ফার্ন,	ফার্ন,	
konorup,	কনোরুপ,	কোনরূপ,	
shikshakder,	শিক্ষাকদের,	শিক্ষকদের,	
abosane,	অবসানে,	অবসানে,	
jerujalemer,	জেরুজামিলার,	জেরুজালেমের,	
bishshashi,	বিশ্বাসী,	বিশ্বাসই,	
chalachchitrai,	চলচিত্রেই,	চলচ্চিত্রই,	
telakoocha,	টেলাকা,	তেলাকুচা,	
sangbadmadhyame,	সংবদ্যম্্মে,	সংবাদমাধ্যমে,	
ashonka,	আশঙ্কা,	আশঙ্কা,	
biswash,	বিশ্বাস,	বিশ্বাস,	
karater,	কারাতের,	কারাতের,	
vorkendro,	ভররকেন্দ্র,	ভরকেন্দ্র,	
phareqsa,	ফরেক্স,	ফরেক্স,	
aro,	আরো,	আরও,	
songrahak,	সংগ্রহক,	সংগ্রাহক,	
baasaake,	বাসাকে,	বাসাকে,	
qyathaliqa,	ক্যাথলিক,	ক্যাথলিক,	
gunoman,	গুনমান,	গুণমান,	
ralapha,	রলফ,	রালফ,	
ekkoghore,	একগোরে,	একঘরে,	
eeksapreeshana,	এক্সপ্রেশন,	এক্সপ্রেশন,	
byanger,	ব্যাংেজের,	ব্যাঙের,	
eshhiyatika,	এসিসিটিক,	এশিয়াটিক,	
ashshociatesh,	অ্যাসোসিয়েশ,	এসোসিয়েটস,	
fansi,	ফাঁসি,	ফাঁসী,	
summi,	সামি,	সুমি,	
taffsherer,	তফর্সের,	তাফসীরের,	
jalarong,	জলারং,	জলরঙ,	
depooti,	দেপুতি,	ডেপুটি,	
mela,	মেল,	মাইল,	
ummul,	উম্ল,	উম্মুল,	
samoshtike,	সমস্তিকে,	সমষ্টিকে,	
dianes,	ড্যানেস,	ডিএনএস,	
marodeha,	মারোদেহা,	মরদেহ,	
marmaader,	মারমাদের,	মারমাদের,	
dweepgoolotey,	দ্বিপ্লগুলে,	দ্বীপগুলোতে,	
annimated,	অনিমাতিদ,	এনিমেটেড,	
bollov,	বললভ,	বল্লভ,	
jerusalemer,	জিরোসামিলার,	জেরুজালেমের,	
dayra,	দেরা,	ডেরা,	
chalochchitreeo,	চলচিত্রেও,	চলচ্চিত্রেও,	
aamudey,	আমুদে,	আমুদে,	
raagei,	রাগেই,	রাগেই,	
townsip,	টনসাইপ,	টাউনশিপ,	
vaibon,	ভাইবন,	ভাইবোন,	
chirokoomari,	চিরকরামী,	চিরকুমারী,	
bijito,	বিজিত,	বিজিত,	
chittronattokar,	চিত্রনাট্যকর,	চিত্রনাট্যকার,	
soores,	সুরেষ,	সুরেশ,	
sthapanagulo,	স্থাপনাগুলো,	স্থাপনাগুলো,	
abartey,	আবরতে,	আবর্তে,	
kunty,	কান্টি,	কুন্তী,	
konaa,	কোনা,	কোনা,	
nischitabhave,	নিশ্চিতভাবে,	নিশ্চিতভাবে,	
rotheen,	রথিন,	রথীন,	
ganana,	গানানা,	গননা,	
vageryi,	ভ্যাগেরি,	ভাগেরই,	
tet,	তেট,	টেট,	
surakarder,	সুরকারদের,	সুরকারদের,	
bonyopraan,	বন্যপ্রাণ,	বন্যপ্রাণ,	
jonomukhee,	জনমুখি,	জনমুখী,	
juktorashtreo,	যুক্তরাস্ট্রেও,	যুক্তরাষ্ট্রেও,	
shuri,	শুরি,	সুরি,	
debdebeer,	দেবদেবীর,	দেবদেবীর,	
bodhirta,	বদিরতা,	বধিরতা,	
kachhakachhi,	কাছকাছি,	কাছাকাছি,	
diphinishion,	ডিফিনিশন,	ডেফিনেশন,	
mitra,	মিট্রা,	মিত্র,	
shrabastee,	শ্রবস্তি,	শ্রাবস্তী,	
ateetkale,	অতীতকালে,	অতীতকালে,	
itastato,	ইত্ষাতত,	ইতস্তত,	
potchitrer,	পথিচ্রের,	পটচিত্রের,	
adbhanshd,	অ্যানবাং্ড,	অ্যাডভান্সড,	
byabaharkarir,	ব্যবহারকারির,	ব্যবহারকারীর,	
dephinition,	ডেফিনিশন,	ডেফিনেশন,	
sikkhokder,	শিক্ষকদের,	শিক্ষকদের,	
deily,	ডেলি,	ডেইলি,	
vezano,	ভেজানো,	ভেজানো,	
haraten,	হারাতেন,	হারাতেন,	
seekkhokke,	শিক্ষককে,	শিক্ষককে,	
byapokotor,	ব্যাপকতার,	ব্যাপকতর,	
nironjan,	নিরাঞ্জন,	নিরঞ্জন,	
lojic,	লজিক,	লজিক,	
khamba,	খাম্বা,	খাম্বা,	
mukhbondho,	মুক্ষবন্ধ,	মুখবন্ধ,	
jeess,	জেস,	জেস,	
falkser,	ফ্যাক্সের,	ফক্সের,	
tuleche,	তুলেছে,	তুলেছে,	
holdin,	হলদিন,	হোল্ডিং,	
bisnukey,	বিষ্ণুকে,	বিষ্ণুকে,	
mozdur,	মজদুর,	মজদুর,	
herisoner,	হেরিসনের,	হ্যারিসনের,	
gejeted,	গেজেটেড,	গেজেটেড,	
dhormee,	ধর্মী,	ধর্মী,	
teresa,	তেরেসা,	টেরেসা,	
krus,	ক্রাশ,	ক্রুশ,	
inshtant,	ইন্স্টান্ট,	ইনস্ট্যান্ট,	
pancbaar,	পাঁচবার,	পাঁচবার,	
relance,	রেলন্স,	রিলায়েন্স,	
sobche,	সব্চে,	সবচে,	
yeaster,	যেস্টার,	ইস্টের,	
machhti,	ম্যাচটি,	মাছটি,	
ashamarthita,	অসমর্তিত,	অসমর্থিত,	
mit,	মিট,	এমআইটি,	
madrajer,	মাদ্ারজের,	মাদ্রাজের,	
chesha,	চেষ,	চেস,	
roobi,	রুবি,	রুবি,	
pushti,	পুষ্টি,	পুষ্টি,	
nodimatrik,	নদিমাত্রিক,	নদীমাতৃক,	
poner,	পনের,	পনের,	
durgandho,	দুর্ঘন্ধ,	দুর্গন্ধ,	
beeswasi,	বিশ্বাসী,	বিশ্বাসই,	
paira,	পাইরা,	পাইরা,	
aashanka,	আশঙ্ক,	আশংকা,	
prodip,	প্রদীপ,	প্রদীপ,	
up,	উপ,	আপ,	
chet,	চেত,	চ্যাট,	
mojuter,	মজুতের,	মজুতের,	
niuroolaji,	নিউরোলজি,	নিউরোলজি,	
rifleks,	রাইফেল্স,	রিফ্লেক্স,	
ala,	আলা,	আলা,	
ballrum,	বলরাম,	বলরুম,	
ooeepokar,	উপককার,	উইপোকার,	
asommati,	অসমমাতি,	অসম্মতি,	
bishnoo,	বিষ্ণু,	বিষ্ণু,	
mitrata,	মিত্রাট,	মিত্রতা,	
bm,	বিএমি,	বিএম,	
jibonto,	জীবন্ত,	জীবন্ত,	
nadnadir,	নান্দাদির,	নদনদীর,	
bhabnar,	ভবনবার,	ভাবনার,	
shucre,	সাকরি,	সাকার,	
dorji,	দর্জি,	দরজি,	
agomoney,	আগমনে,	আগমনে,	
zess,	জেস,	জেস,	
lokkhero,	লক্ষেরও,	লক্ষেরও,	
dayana,	ডোয়ান,	ডায়না,	
besarkarikaran,	বেসরকারীকরণ,	বেসরকারিকরণ,	
danob,	দানব,	দানব,	
bhagirath,	ভাগীরাথ,	ভগীরথ,	
dayitta,	দৈত্য,	দায়িত্ব,	
suparichita,	সুপারিচিত,	সুপরিচিত,	
hoteeltite,	হটিলটিতে,	হোটেলটিতে,	
masjidtir,	মাসদজিক্তির,	মসজিদটির,	
aieesa,	আইএস,	আইএএস,	
sachetanatamulak,	সচেতাতামূলক,	সচেতনতামূলক,	
muscut,	মাসকাট,	মাস্কাট,	
chidropothe,	চিদ্রপথে,	ছিদ্রপথে,	
chalachchitratike,	চলচ্চিত্রাতিকে,	চলচ্চিত্রটিকে,	
alaol,	আলাল,	আলাওল,	
muhammad,	মুহাম্মাদ,	মুহাম্মদ,	
military,	মিলিটারী,	মিলিটারি,	
sthaponakey,	স্থাপনাকে,	স্থাপনাকে,	
ajibon,	আজিবন,	আজীবন,	
sarbopori,	সর্বোপরি,	সর্বোপরী,	
cholochchitreeo,	চলচিত্রেও,	চলচ্চিত্রেও,	
obhijojon,	অভিযোজন,	অভিযোজন,	
aakkaash,	আককাশ,	আককাস,	
muhamad,	মুহামদ,	মুহাম্মদ,	
torun,	তরুণ,	তরুন,	
porobortii,	পরবর্তী,	পরর্বতী,	
azadir,	আজাদির,	আজাদীর,	
songkulan,	সংকুলন,	সংকুলান,	
bahaati,	বাহাটি,	বাহাতি,	
sumee,	সূমি,	সুমি,	
ostheesandhi,	অস্থিসান্ধী,	অস্থিসন্ধি,	
boudhheer,	বৌধির,	বৌদ্ধের,	
moshan,	মোশন,	মোশন,	
duplex,	ডাপলেক্স,	ডুপ্লে,	
pratool,	প্রতুল,	প্রতুল,	
oitijjer,	ঐতিজ্বের,	ঐতিহ্যের,	
monzhoshtho,	মন্যস্থ,	মঞ্চস্থ,	
chalche,	চলছে,	চলছে,	
gazipore,	গজিিপুরে,	গাজিপুর,	
foster,	ফোস্টার,	ফস্টার,	
monjile,	মঞ্জিলে,	মঞ্জিলে,	
zubokera,	যুবকেরা,	যুবকেরা,	
poriskoron,	পরিষ্করণ,	পরিষ্করণ,	
asovarno,	অসবর্ন,	অসবর্ণ,	
bedkey,	বিডকে,	বেদকে,	
phimela,	ফিমেলা,	ফিমেল,	
postar,	পোস্টার,	পোস্টের,	
nopdnodir,	নপ্দদনীর,	নদনদীর,	
artherer,	অর্থারের,	আর্থারের,	
chalochchitroke,	চলচিত্রকে,	চলচ্চিত্রকে,	
abhidhaneec,	অভিধানিক,	অভিধানিক,	
heza,	হেজা,	হেজ,	
achish,	অচিশ,	আছিস,	
