leta,	লত,	ল্যাটা,	
panni,	পণ্যী,	পন্নী,	
kousholgoto,	কৌশলগত,	কৌশলগত,	
sheramiksh,	সেরামিক্স,	সিরামিকস,	
rights,	রিইটস,	রাইটস,	
proteemake,	প্রতিমাকে,	প্রতিমাকে,	
dormetory,	ডরমেটরি,	ডরমিটরি,	
nesnosh,	নিশ্নস,	নেশনস,	
bhadaka,	ভাদাকা,	ভদকা,	
thechar,	থেচার,	থ্যাচার,	
mela,	মেল,	মাইল,	
nepchooner,	নেচুনের,	নেপচুনের,	
choudhurider,	চৌধুরীদের,	চৌধুরীদের,	
hiper,	হিপার,	হাইপার,	
shrabosti,	শ্রব্যসটি,	শ্রাবস্তী,	
gore,	গোর,	গোর,	
ragei,	রাগেই,	রাগেই,	
pratishta,	প্রতিষ্ট,	প্রতিষ্টা,	
harisher,	হরিশের,	হ্যারিসের,	
jansa,	জানস,	জোন্স,	
abdur,	আবদুর,	আবদুর,	
indro,	ইন্দ্রো,	ইন্দ্র,	
doorger,	দুর্যের,	দুর্গের,	
bishwash,	বিশ্বাস,	বিশ্বাস,	
murrayir,	মুরের,	ম্যারির,	
cholochchitro,	চলচিত্র,	চলচ্চিত্র,	
naubom,	নবম,	নবম,	
laishensha,	লাইসেন্স,	লাইসেন্স,	
rajatta,	রাজাত্তা,	রাজত্ব,	
granthoti,	গ্রন্থটি,	গ্রন্থটি,	
siqh,	শিখ,	শিখ,	
uthaney,	উঠানে,	উঠানে,	
oswastikor,	অস্বস্তিকর,	অস্বস্তিকর,	
noitikbhabe,	নৈতিকভাবে,	নৈতিকভাবে,	
homsher,	হম্সের,	হোমসের,	
lutheeran,	লুথারণ,	লুথেরান,	
betsman,	বেতসম্যান,	ব্যাটসম্যান,	
titlee,	তিটলী,	টাইটেল,	
bagichar,	বাগিচার,	বাগিচার,	
jeelyaand,	জিল্যান্ড,	জিল্যান্ড,	
charrjito,	চার্িিত,	চার্জিত,	
oncholsoho,	অঞ্চলসহ,	অঞ্চলসহ,	
sikkharrtheerao,	শিক্ষার্থীর,	শিক্ষার্থীরাও,	
khude,	খ্ষুদে,	ক্ষুদে,	
vromonkaley,	ভ্রমণকালে,	ভ্রমণকালে,	
ekshotee,	একশোি,	একশোটি,	
jibjantu,	জীবন্যুত,	জীবজন্তু,	
chhatoke,	ছোটকে,	ছাতকে,	
eukalyptus,	একাল্পিৎস,	ইউক্যালিপ্টাস,	
khanonkaj,	খননকাজ,	খননকাজ,	
moshzidti,	মসজিদিতি,	মসজিদটি,	
prottokhobhabe,	প্রত্যকভাবেবে,	প্রত্যক্ষভাবে,	
parq,	পার্ক,	পার্ক,	
aansareer,	আনসারির,	আনসারীর,	
zesh,	জেস,	জেস,	
ekkoghore,	একঘঘরে,	একঘরে,	
rezidence,	রেজিডেন্সে,	রেসিডেন্স,	
eshhiyatika,	এসিটটিক,	এশিয়াটিক,	
toranganj,	তরঙ্গঞ্জ,	তোরাবগঞ্জ,	
mondopey,	মণ্ডপে,	মন্ডপে,	
kindom,	কিন্দম,	কিংডম,	
sompadoner,	সম্পাদনের,	সম্পাদনের,	
asabhyaa,	অসা্যা,	অসভ্য,	
nicqel,	নিকেল,	নিকেল,	
hunine,	হুনিনে,	হুনাইন,	
roialti,	রয়েল্টি,	রয়্যালটি,	
restaurant,	রেস্টুর্ন্ট,	রেষ্টুরেন্ট,	
mesenzarer,	মেশিঞ্জারের,	মেসেঞ্জারের,	
akkaash,	একাশ,	আককাস,	
haipara,	হাইপার,	হাইপার,	
teknokrat,	টেকনোকরাট,	টেকনোক্র্যাট,	
ganokantho,	গণকণ্ঠ,	গণকণ্ঠ,	
natneekey,	নাটনীকে,	নাতনীকে,	
enimeted,	এনিমেটেড,	এনিমেটেড,	
omeettrakkhor,	অমিত্রকর্ষর,	অমিত্রাক্ষর,	
bbiswashe,	বিশ্বাসে,	বিশ্বাসে,	
graambaasee,	গ্রামাবাসি,	গ্রামবাসী,	
olympic,	অল্মিপিক,	অলিম্পিক,	
parqs,	পার্কস,	পার্কস,	
rajan,	রাজন,	রাজন,	
arakan,	অরোকান,	আরাকান,	
jojyota,	যোজ্যতা,	যোজ্যতা,	
hoilo,	হইল,	হইল,	
paikgachha,	পাইকোচাছ,	পাইকগাছা,	
gyandaas,	জ্যান্ডাস,	জ্ঞানদাস,	
abhidhaaner,	অভিধানের,	অভিধানের,	
aalkaatra,	আলকাত্রা,	আলকাতরা,	
arthat,	অর্থাত,	অর্থাৎ,	
deembakriti,	দিম্বকারি,	ডিম্বাকৃতি,	
kooda,	কোড,	কোড,	
shansthagulo,	সংশ্থগুলো,	সংস্থাগুলো,	
opargota,	অপরগগতা,	অপারগতা,	
lutheren,	লুথারেন,	লুথেরান,	
bisheshyer,	বিশেষের,	বিশেষ্যের,	
satarkakaree,	সতারকারী,	সতর্ককারী,	
manob,	মানব,	মানব,	
naditi,	নদীতী,	নদীটি,	
ancholtite,	অঞ্চলটিতে,	অঞ্চলটিতে,	
franco,	ফ্রান্চ,	ফ্রাঙ্কো,	
oshtader,	অস্তাদের,	ওস্তাদের,	
cheere,	চীরে,	চিরে,	
aakaabar,	আকাবার,	আকাবার,	
hafej,	হাফেজ,	হাফেয,	
dorun,	দরুন,	দরুণ,	
dabarer,	দাবারের,	দাবারের,	
ashangka,	আশঙ্ক,	আশংকা,	
tatey,	তাঁতে,	তাতে,	
vittitei,	ভিতিতেই,	ভিত্তিতেই,	
valobase,	ভালবাসে,	ভালোবাসে,	
uponishoder,	উপনিশোদের,	উপনিষদের,	
jathaarthobhaabe,	যথার্থভাবে,	যথার্থভাবে,	
chhatroraai,	ছাত্রাারই,	ছাত্ররাই,	
blyaqa,	ব্ল্যাক,	ব্ল্যাক,	
akhandota,	আখন্দ্বতা,	অখণ্ডতা,	
jwar,	জ্বার,	জ্বর,	
jeebanjapon,	জীবাজাপন,	জীবনযাপন,	
prapokkey,	প্রাপককে,	প্রাপককে,	
korimke,	করিমকে,	করিমকে,	
durgondho,	দুর্গন্ধ,	দুর্গন্ধ,	
deraa,	ডেরা,	ডেরা,	
prasadhani,	প্রসাধানী,	প্রসাধনী,	
aairese,	আইরেশে,	আইরেসে,	
yak,	যক,	ইয়াক,	
ekspression,	এক্সপ্রেশন,	এক্সপ্রেশন,	
bibek,	বিবেক,	বিবেক,	
krok,	ক্র্ক,	ক্রোক,	
meghey,	মেঘে,	মেঘে,	
injil,	ইঞ্জিল,	ইঞ্জিল,	
mangolik,	মাঙ্গোলিক,	মাঙ্গলিক,	
radhanagar,	রাধানগর,	রাধানগর,	
turqi,	তুর্কি,	তুর্কি,	
lutheran,	লুথারন,	লুথেরান,	
degreeke,	দিগ্রীকে,	ডিগ্রিকে,	
doojoo,	দুজ,	ডোজো,	
hijrite,	হিজরিতে,	হিজরীতে,	
tenys,	টেনিস,	টেনিস,	
bosanta,	বসন্ত,	বসন্ত,	
sahopathike,	সহপাথিকে,	সহপাঠীকে,	
fiksing,	ফিক্সিং,	ফিক্সিং,	
chhootir,	ছুটির,	ছুটির,	
militaryr,	মিলিটারির,	মিলিটারির,	
siddhante,	সিদ্ধান্তে,	সিদ্ধান্তে,	
tovnship,	টো্জিস,	টাউনশিপ,	
taiwan,	টাইউন,	তাইওয়ান,	
ovigomon,	অভিগমন,	অভিগমন,	
estaniya,	এস্টানিয়া,	এস্তোনিয়া,	
botgach,	বোটাচ,	বটগাছ,	
dhikrito,	ধিকৃত,	ধিকৃত,	
ganoporibohoner,	গণপরিবহনের,	গণপরিবহনের,	
grambaashee,	গ্রামবাসী,	গ্রামবাসী,	
culing,	কুলিং,	কুলিং,	
simmons,	সিমমন্স,	সিমন্স,	
manab,	মানাব,	মানব,	
soorarop,	সুরারপ,	সুরারোপ,	
hoil,	হইল,	হইল,	
keengdom,	কিনোগম,	কিংডম,	
choudhooreeder,	চৌধুরীদের,	চৌধুরীদের,	
elakaati,	এলাকাটি,	এলাকাটি,	
planee,	প্লেন,	প্লেন,	
saalsa,	সালসা,	সালসা,	
adhuna,	অধুনা,	অধুনা,	
siddhanter,	সিদ্ধানটের,	সিদ্ধান্তের,	
behramporer,	বেহরমপপের,	বহরমপুরের,	
simons,	সিমন্স,	সিমন্স,	
ghoorchen,	ঘুরেছে,	ঘুরেছেন,	
pratisthasaho,	প্রতিষ্ঠাসহ,	প্রতিষ্ঠাসহ,	
superhiro,	সুপিরহির,	সুপারহিরো,	
hazarer,	হাজারের,	হাজারের,	
ganoporibohon,	গণপরিবহন,	গণপরিবহন,	
nagarikra,	নাগরিকরা,	নাগরিকরা,	
eekbaler,	একবালের,	ইকবালের,	
torun,	তরুণ,	তরুন,	
nilphamarir,	নীলফামারীর,	নীলফামারীর,	
aazan,	আজন,	আজান,	
vvejaano,	ভেজানো,	ভেজানো,	
peeri,	পেরী,	পেরি,	
avisongson,	অভিশংক,	অভিশংসন,	
ganjona,	গাঞজনা,	গঞ্জনা,	
tuso,	টুসও,	তুসো,	
suparichiti,	সুপিরাঠি,	সুপরিচিতি,	
bedanter,	বেদান্তের,	বেদান্তের,	
asaciates,	অসয়াসিয়েস,	এসোসিয়েটস,	
homasha,	হোমস,	হোমস,	
saahocorrze,	সাহকর্যে,	সাহচর্যে,	
prakalpoguli,	প্রকামলগুলি,	প্রকল্পগুলি,	
nodiitei,	নদীতেই,	নদীতেই,	
khoor,	ক্ষর,	ক্ষুর,	
bonsho,	বংশ,	বংশ,	
gaphiloti,	গাফলিট,	গাফিলতি,	
jounotar,	যৌনতর,	যৌনতার,	
maahe,	মাহে,	মাহে,	
taresa,	তারেস,	টেরেসা,	
naji,	নাজী,	নাত্সি,	
rutina,	রুটিন,	রুটিন,	
bisringkhola,	বিশৃঙ্খল,	বিশৃঙ্খলা,	
asamonjoshopurno,	অসামন্যপন্ন,	অসামঞ্জস্যপূর্ণ,	
anchalgulote,	অঞ্চলগুলোতে,	অঞ্চলগুলোতে,	
amor,	আমর,	আমর,	
bojhao,	বোঝাও,	বোঝাও,	
jesha,	জেস,	জেস,	
bedey,	বেদে,	বেদে,	
tomader,	তমাদের,	তোমাদের,	
nesnos,	নেশনস,	নেশনস,	
ajeeboner,	আজীবনের,	আজীবনের,	
sakkhatkarer,	সাক্ষাতকারের,	সাক্ষাত্কারের,	
angshogragon,	অংশগ্রণ,	অংশগ্রহন,	
manabmoner,	মানবমমেনের,	মানবমনের,	
letterey,	লেটারে,	লেটারে,	
abheedhaneek,	অভিধানিক,	অভিধানিক,	
nagnyo,	নাগন্য,	নগণ্য,	
dhyanostho,	ধ্যনস্থ,	ধ্যানস্থ,	
adhunik,	আধুনিক,	আধুনিক,	
fasi,	ফেশ,	ফাঁসী,	
yeaster,	ইয়েস্টার,	ইস্টের,	
kakhanyoba,	কক্ষণ্য,	কখনওবা,	
beeswas,	বিশ্বাস,	বিশ্বাস,	
inziniyarsa,	ইনজাইন্র্স,	ইঞ্জিনিয়ার্স,	
samanwitavabe,	সমান্নিতভাবে,	সমন্বিতভাবে,	
spreadsheet,	স্প্রেসিট,	স্প্রেডশীট,	
shringge,	শ্রেঙ্গে,	শৃঙ্গে,	
sachetan,	সচেতন,	সচেতন,	
fanding,	ফ্যান্ডিং,	ফান্ডিং,	
murader,	মুরাদের,	মুরাদের,	
swapod,	স্বাপদ,	শ্বাপদ,	
alankorana,	অলংকরণা,	অলঙ্করণ,	
mausumeo,	মৌসমেও,	মৌসুমেও,	
ghurtey,	ঘুরেতে,	ঘুরতে,	
texuser,	টেক্সসের,	টেক্সাসের,	
neermol,	নির্মল,	নির্মল,	
deelibhara,	ডেলিভর,	ডেলিভার,	
prakalpotike,	প্রকালপ্তিকে,	প্রকল্পটিকে,	
koilaash,	কৈলাশ,	কৈলাস,	
nirorthak,	নিরো্থক,	নিরর্থক,	
protjogiita,	প্রত্যজগিতা,	প্রতিযোগীতা,	
vorkendra,	ভর্কেন্দ্র,	ভরকেন্দ্র,	
noteti,	নোটটি,	নোটটি,	
prakar,	প্রকার,	প্রকার,	
ghatleo,	ঘটলেও,	ঘটলেও,	
rubidiyaam,	রুবিডিয়াম,	রুবিডিয়াম,	
coner,	কোনের,	কনের,	
satyaky,	সত্যাকি,	সাত্যকি,	
bronzer,	ব্রঞ্জের,	ব্রোঞ্জের,	
yucalyptus,	উউকালাৎপ্ল,	ইউক্যালিপ্টাস,	
prabhritir,	প্রভূরিতর,	প্রভৃতির,	
shilabhara,	সিলভার,	সিলভার,	
shiramiksh,	সিরামিক্স,	সিরামিকস,	
phutonto,	ফুটন্ত,	ফুটন্ত,	
bcci,	বিএসি,	বিসিসিআই,	
ghoorte,	ঘুর্তে,	ঘুরতে,	
miitar,	মিটার,	মিত্র,	
kormosongsthaner,	কর্মসংস্থানের,	কর্মসংস্থানের,	
songbadmadhyomgulote,	সংবাদমাগ্যমকোতে,	সংবাদমাধ্যমগুলোতে,	
