estoonia,	এস্টুনিয়া,	এস্তোনিয়া,	
kortonaa,	কর্তনা,	করতনা,	
antarktikar,	অন্তর্কিক্তর,	অ্যান্টার্কটিকার,	
biswashke,	বিশ্বাসকে,	বিশ্বাসকে,	
madaspushto,	মাদসস্পুত্ত,	মদদপুষ্ট,	
bollov,	বললভ,	বল্লভ,	
nischitorupey,	নিশ্চিতূর্পে,	নিশ্চিতরূপে,	
cooling,	কোলিং,	কুলিং,	
licencedhari,	লিসেন্সেমারী,	লাইসেন্সধারী,	
chalachchitrer,	চালচচিত্রের,	চলচ্চিত্রের,	
bai,	বাই,	বাঈ,	
puzito,	পুজিত,	পুজিত,	
hooq,	হোক,	হুক,	
tistar,	টিস্টার,	তিস্তার,	
maaktoome,	মাকতমে,	মাকতুম,	
brake,	ব্রাকে,	ব্রেক,	
logic,	লগিক,	লজিক,	
pathkromer,	পাঠক্রমের,	পাঠক্রমের,	
anisa,	আনিসা,	আনিস,	
miley,	মিলে,	মাইলে,	
gajetted,	গেজেট্যেড,	গেজেটেড,	
bhittiti,	ভিটটিটি,	ভিত্তিটি,	
goojober,	গুবেবর,	গুজবের,	
porijon,	পরিজন,	পরিজন,	
perther,	পার্থের,	পার্থের,	
dibet,	দিবেত,	ডিবেট,	
kushumba,	কুশুম্ব,	কুশুম্বা,	
abheegomon,	অভিযোগন,	অভিগমন,	
diphinision,	ডিফিনিশন,	ডেফিনেশন,	
kaanaai,	কানাই,	কানাই,	
metere,	মেটারে,	মিটারে,	
atwobishvashi,	আত্মবিশাবী,	আত্মবিশ্বাসী,	
chalaabi,	চালাবি,	চালাবে,	
jyakashana,	জ্যাসনা,	জ্যাকসন,	
ase,	আসে,	আসে,	
bhittiteow,	ভিটিতিও,	ভিত্তিতেও,	
moochi,	মুচি,	মুচি,	
horipoor,	হরিপুর,	হরিপুর,	
nagarikata,	নাগরিকাতা,	নাগরিকতা,	
neker,	নেকের,	নেকের,	
seniar,	সেনিয়ার,	সিনিয়র,	
korim,	করিম,	করিম,	
diares,	ডিয়ারেস,	ডিআরএস,	
shtena,	স্টেন,	স্টেন,	
ekoghoore,	একঘুরে,	একঘরে,	
bosante,	বসান্তে,	বসন্তে,	
korimpoor,	করিমপুর,	করিমপুর,	
chase,	চাষে,	চেস,	
barbaadoj,	বারবাদো,	বার্বাডোজ,	
yuqeliptas,	ইউকেলিপেট্প,	ইউক্যালিপ্টাস,	
aipiela,	এপিয়াল,	আইপিএল,	
shithilata,	শীহীতাতা,	শিথিলতা,	
karmopontha,	কর্মপন্থা,	কর্মপন্থা,	
samanyai,	সামান্যই,	সামান্যই,	
homeser,	হোমেশের,	হোমসের,	
oitijhyer,	ঐতিহ্যের,	ঐতিহ্যের,	
chhathke,	ছোঠকে,	ছাতকে,	
paste,	পাস্টে,	পেষ্ট,	
modhumoti,	মধুমতি,	মধুমতী,	
musalmanra,	মুসল্মনার,	মুসলমানরা,	
refleks,	রেফল্যেক্স,	রিফ্লেক্স,	
soource,	সার্স,	সোর্স,	
siddhantai,	সিদ্ধন্তাই,	সিদ্ধান্তই,	
shaantaa,	সান্তা,	সান্তা,	
nirapekkho,	নিরপেক্ষ,	নিরপেক্ষ,	
footballerder,	ফুটবালারদের,	ফুটবলারদের,	
kaande,	কাঁডে,	কাণ্ডে,	
parikhar,	পরিখার,	পরিখার,	
prety,	প্রেতি,	প্রিটি,	
sikar,	সিকার,	শিকার,	
dhhalur,	ঢালুর,	ঢালুর,	
gazetted,	গেজেট্যেড,	গেজেটেড,	
moogdal,	মুগদল,	মুগডাল,	
dorgah,	দরগাহ,	দরগাহ,	
bahal,	বাহাল,	বহাল,	
aksathe,	একসাথে,	একসাথে,	
ekatto,	একাত্ব,	একাত্ব,	
sikkhakke,	শিক্ষককে,	শিক্ষককে,	
koode,	কোডে,	কোড,	
laiseens,	লাইসেন্স,	লাইসেন্স,	
ganakantha,	গণকান্থ,	গণকণ্ঠ,	
primo,	প্রিম,	প্রিমো,	
dharabahikvabey,	ধারাহিবিকভাবে,	ধারাবাহিকটি,	
ekok,	একক,	একক,	
salafeta,	সালাফেট,	সালফেট,	
jarusalem,	জারুসলাম,	জেরুসালেম,	
toranganj,	তররঙঞ্জ,	তোরাবগঞ্জ,	
bbonyopran,	বন্যপ্রাণ,	বন্যপ্রাণ,	
matte,	মাতে,	ম্যাট,	
muktoome,	মুক্তুমে,	মাকতুম,	
hosne,	হোসন,	হোসনে,	
graambaashee,	গ্রামবাসী,	গ্রামবাসী,	
scifi,	স্কিফি,	সাইফাই,	
eksathei,	একসাথেই,	একসাথেই,	
joones,	জুনেশ,	জোন্স,	
booponer,	বুপণের,	বপনের,	
vastuvad,	বস্তুবাদ,	বস্তুবাদ,	
onnoroop,	অন্যরূপ,	অন্যরূপ,	
byatikramdharmi,	ব্যাতির্্রাম্মী,	ব্যতিক্রমধর্মী,	
koreempur,	করিমপুর,	করিমপুর,	
monzeele,	মঞ্জিলে,	মঞ্জিলে,	
aminar,	আমিনার,	আমিনার,	
dhan,	ধ্ন,	ধ্যান,	
ongkush,	অংকুশ,	অংকুশ,	
elakayi,	এলাকাই,	এলাকাই,	
faltu,	ফল্টু,	ফালতু,	
rubidiyaam,	রোবিডিয়াম,	রুবিডিয়াম,	
temonbhabe,	তেমনভাবে,	তেমনভাবে,	
azizer,	আজিজের,	আজিজের,	
pooshtee,	পুশ্টি,	পুষ্টি,	
muzibur,	মুজিবুর,	মুজিবুর,	
bhoolapuka,	ভূলপপুকা,	ভোলাপুক,	
roomantika,	রোমান্তিকা,	রোমান্টিক,	
parpel,	পার্পেল,	পার্পেল,	
abodamoner,	অবদামনের,	অবদমনের,	
dormetori,	ডরমেটরি,	ডরমিটরি,	
ghetu,	ঘেতু,	ঘেটু,	
estoniya,	এস্টনিয়া,	এস্তোনিয়া,	
osontos,	অসন্তস,	অসন্তোষ,	
karpeter,	কারপেটের,	কার্পেটের,	
prokolpogulor,	প্রকল্পগুলোর,	প্রকল্পগুলোর,	
pattern,	প্যাটার্ন,	প্যাটার্ন,	
bojhar,	বোঝার,	বোঝার,	
fostar,	ফোস্টার,	ফস্টার,	
jerakam,	জেরাকম,	যেরকম,	
bibecchyo,	বিবেখ্য,	বিবেচ্য,	
roktokkhon,	রক্তক্ষণ,	রক্তক্ষরণের,	
rezidence,	রেজিডেন্স,	রেসিডেন্স,	
kachhakaachhi,	কাচকাছি,	কাছাকাছি,	
bhittimul,	ভিটিম্ল,	ভিত্তিমূল,	
koota,	কোটা,	কোটা,	
omarendro,	অমরেন্দ্র,	অমরেন্দ্র,	
netarao,	নেতারোও,	নেতারাও,	
bhaibonder,	ভাইবন্ডের,	ভাইবোনদের,	
everest,	ইভারেস্ট,	এভারেস্টে,	
mahasova,	মহাসাব,	মহাসভা,	
score,	স্কোর,	স্কোর,	
rupantarer,	রূপান্তরের,	রুপান্তরের,	
gatee,	গাতি,	গ্যেটে,	
shiter,	শীতের,	শীতের,	
nirgoon,	নির্গুন,	নির্গুণ,	
dunkan,	দুনকান,	ডানকান,	
modelin,	মডেলিন,	মডেলিং,	
nabheela,	নেভেল,	নভেল,	
diyares,	ডিয়ারেস,	ডিআরএস,	
orbeet,	অর্বিত,	অরবিট,	
noveel,	নভেল,	নভেল,	
eidaning,	এইডানিং,	ইদানীং,	
shobnom,	শবনম,	শবনম,	
amiretus,	আমেরিটাস,	এমিরেটাস,	
hijrite,	হিজরিতে,	হিজরীতে,	
obosan,	অবসান,	অবসান,	
korusher,	ক্রুসের,	ক্রুশের,	
farex,	ফরেক্স,	ফরেক্স,	
karaa,	কোরা,	কারো,	
juktorastrosoho,	যুক্তরস্রসর্থ,	যুক্তরাষ্ট্রসহ,	
monjushree,	মন্যস্রী,	মঞ্জুশ্রী,	
dasha,	দশ,	দোসা,	
reeliancee,	রেলিয়েন্স,	রিলায়েন্স,	
sikhra,	শিখ্রা,	শিখরা,	
rekhapat,	রেখাপত,	রেখাপাত,	
armeenian,	আর্মিনিয়ান,	আর্মেনিয়ান,	
shilpojaat,	শিল্পোজাত,	শিল্পজাত,	
sqolastic,	স্কলসটিক্স,	স্কলাস্টিক,	
neurology,	নিউরোলোজি,	নিউরোলজি,	
jonoikaa,	জননিকা,	জনৈকা,	
teamothy,	তিমথি,	টিমোথি,	
prokolpoguli,	প্রকল্পগুলি,	প্রকল্পগুলি,	
forid,	ফরিড,	ফরিদ,	
utsaha,	উৎসাহ,	উৎসাহ,	
basano,	বাসানো,	বসানো,	
steena,	স্টেন,	স্টেন,	
granthatike,	গ্রন্থাটিকে,	গ্রন্থটিকে,	
dabarer,	দাবারের,	দাবারের,	
aboshorer,	অবশরের,	অবসরের,	
noitikatabodh,	নৈতিকাতববধ,	নৈতিকতাবোধ,	
debdebier,	দেবদীবীর,	দেবদেবীর,	
akshor,	অক্ষর,	একশোর,	
oncholgoolir,	অঞ্চলগুলির,	অঞ্চলগুলির,	
khelechen,	খেলেছেন,	খেলেছেন,	
bibade,	বিবাদে,	বিবাদে,	
toruner,	তরুনের,	তরুণের,	
shulke,	সুলকে,	শুল্কে,	
shrabosti,	শ্রবস্তী,	শ্রাবস্তী,	
shukraanoo,	শুক্রাণু,	শুক্রানু,	
bopoon,	বপুন,	বপন,	
paab,	পাব,	পাব,	
noditir,	নদীতীর,	নদীটির,	
assoociates,	অ্যাসোসিসেটেস,	এসোসিয়েটস,	
haitasa,	হাইটাস,	হাইটস,	
aqram,	আকর্ম,	আকরাম,	
veedanta,	ভিদান্ত,	বেদান্ত,	
jyoistho,	যয়েষ্ঠ,	জ্যৈষ্ঠ,	
senabahinike,	সেনাবাহিনীকে,	সেনাবাহিনীকে,	
potthon,	পথ্ন,	পঠন,	
wishnu,	বিষ্নু,	বিষ্ণু,	
railliner,	রেলিলেনের,	রেললাইনের,	
stoonehenge,	স্টোনেহেজ,	স্টোনহেঞ্জ,	
nilphamarir,	নিলফামারীর,	নীলফামারীর,	
sectore,	সেক্টর,	সেক্টরে,	
trivuz,	ত্রিভুজ,	ত্রিভূজ,	
konishtho,	কনিষ্ঠ,	কনিষ্ঠ,	
maladoobha,	মালাদভো,	মলদোভা,	
chalachchitrotike,	চলচ্চিত্রিকে,	চলচ্চিত্রটিকে,	
varson,	ভার্সন,	ভারশন,	
dipke,	ডিপকে,	দ্বীপকে,	
asoociates,	অসযোচিসেটস,	এসোসিয়েটস,	
maddhuri,	মধ্ুরি,	মাধুরী,	
songkoloner,	সংকলনের,	সংকলনের,	
oddure,	আদ্দুরে,	অদুরে,	
manikya,	মনিক্য,	মানিক্য,	
samanya,	সামা্্য,	সামান্য,	
taurat,	তারাট,	তওরাত,	
asovya,	অসভ্য,	অসভ্য,	
peterer,	পিটারের,	পিটারের,	
arina,	এরিন,	এরিনা,	
nirantar,	নিরন্তর,	নিরন্তর,	
herfer,	হেফরের,	হেরফের,	
ajuhath,	অযুহাথ,	অজুহাত,	
deeputy,	দিপূতি,	ডেপুটি,	
mashtarsha,	মাস্তার্শ,	মাস্টার্স,	
karadonde,	কারাদন্ডে,	কারাদণ্ডে,	
dito,	দিত,	দিতো,	
qonflict,	কনফিল্ক্ট,	কনফ্লিক্ট,	
melbourney,	মেলবুর্ণে,	মেলবোর্নে,	
sqarta,	স্কার্ট,	স্কার্ট,	
jaubanbati,	যৌবনবতী,	যৌবনবতী,	
prachurzer,	প্রচুর্যের,	প্রাচুর্যের,	
jaadrel,	জাদ্রেল,	জাঁদরেল,	
alimpika,	আলিম্পিক,	অলিম্পিক,	
karadandey,	কারাদন্ডে,	কারাদণ্ডে,	
senabahinio,	সেনাবাহিনী,	সেনাবাহিনীও,	
jackshan,	জকশন,	জ্যাকসন,	
carlo,	কার্লো,	কার্লো,	
rajatwa,	রাজত্ব,	রাজত্ব,	
siqh,	শিখ,	শিখ,	
blogarra,	ব্লগারা,	ব্লগাররা,	
kaaferder,	কাফারদের,	কাফেরদের,	
laiseensee,	লাইসেন্সি,	লাইসেন্স,	
mitrata,	মিত্রতা,	মিত্রতা,	
rohasyer,	রোহস্যের,	রহস্যের,	
oxforde,	আক্সফোর্ডে,	অক্সফোর্ডে,	
gambasi,	গাম্বাসী,	গ্রামবাসী,	
ancholgoolote,	আঞ্চলগুলোতে,	অঞ্চলগুলোতে,	
jesh,	জেস,	জেস,	
aembed,	আমেবেদ,	এম্বেড,	
jwoluk,	জ্বুলক,	জ্বলুক,	
pratisthasoho,	প্রতিষ্ঠাসহ,	প্রতিষ্ঠাসহ,	
bolechiley,	বলেছিলে,	বলেছিলে,	
