naper,	নাপের,	ন্যাপের,	
wault,	ওয়াল্ট,	ভল্ট,	
graambashio,	গ্রামবাসী,	গ্রামবাসীও,	
bukhari,	বুখারই,	বুখারি,	
satarkotar,	সতর্কটার,	সতর্কতার,	
jonite,	যোনিতে,	যোনীতে,	
shulfate,	শুলফাতে,	সালফেট,	
eling,	এলিং,	ইলিং,	
shift,	সিফট,	শিফট,	
bhagerei,	ভাগেই,	ভাগেরই,	
vromoner,	ভ্রমণের,	ভ্রমণের,	
biqe,	বিকে,	বাইক,	
vageroi,	ভাগেরই,	ভাগেরই,	
machder,	মাছদের,	মাছদের,	
bonbhumite,	বনভূমিতে,	বনভূমিতে,	
cinematographar,	সিনেনফ্রাটফার,	সিনেমাটোগ্রাফার,	
jhankar,	ঝংকার,	ঝঙ্কার,	
sipa,	শিপ,	শিপ,	
baipass,	বাইপস,	বাইপাস,	
chhooti,	ছুটি,	ছুটি,	
nabheela,	নাভেল,	নভেল,	
abheedhaneek,	অভিধানিক,	অভিধানিক,	
hocker,	হকার,	হুকার,	
kabutorer,	কাবতুরের,	কবুতরের,	
ministerer,	মিনিস্টারের,	মিনিস্টারের,	
uindo,	উইন্ড,	উইন্ডো,	
shiqar,	শিকডর,	শিকার,	
iraaner,	ইরানের,	ইরানের,	
miracle,	মিরাকেল,	মিরাকেল,	
badaghat,	বাদাঘাত,	বাদাঘাট,	
jolorong,	জলারং,	জলরঙ,	
bhaider,	ভাইডের,	ভাইদের,	
ssahosikotar,	স্হাসীকতার,	সাহসিকতার,	
ganoporibahoner,	গণপরিবহনের,	গণপরিবহনের,	
emarjenshi,	এমরজেননিসি,	এমার্জেন্সি,	
karpet,	কর্পেট,	কার্পেট,	
uporital,	উপরিতাল,	উপরিতল,	
boshoborti,	বসবর্তী,	বশবর্তী,	
gotibege,	গতিবেগে,	গতিবেগে,	
danut,	দানুত,	ডোনাট,	
log,	লোগ,	লগ,	
jatinke,	জটিংকে,	যতীনকে,	
dankaan,	ডানকান,	ডানকান,	
superheira,	সুপারেহার,	সুপারহিরো,	
falkser,	ফলকসের,	ফক্সের,	
chaalaabi,	চালাবি,	চালাবে,	
naren,	নারেন,	নরেন,	
tovnship,	তওনশিপ,	টাউনশিপ,	
phutonto,	ফুটনন্ত,	ফুটন্ত,	
myakbeth,	ম্যাকবেথ,	ম্যাকবেথ,	
jathartho,	যথার্থ,	যথার্থ,	
gudamjat,	গুদামজাত,	গুদামজাত,	
dighol,	দিঘল,	দীঘল,	
jolatanko,	জলাতনক,	জলাতঙ্ক,	
bbosben,	বসবেন,	বসবেন,	
shhashtra,	শাস্ত্র,	শাস্ত্র,	
milekhaanek,	মিলেখানকে,	মাইলখানেক,	
chire,	চিরে,	চিরে,	
reliance,	রিলিয়েন্স,	রিলায়েন্স,	
grip,	গ্রিপ,	গ্রিপ,	
taitela,	টাইটেল,	টাইটেল,	
pest,	পেস্ট,	পেষ্ট,	
mookhomaundoley,	মুখমন্ডলে,	মুখমণ্ডলে,	
mile,	মিলে,	মাইল,	
kobootorer,	কবোটরের,	কবুতরের,	
daqop,	ডাকোপ,	দাকোপ,	
bbiswash,	বিশ্বাস,	বিশ্বাস,	
haze,	হাজে,	হেজ,	
antarcticar,	অন্টার্কিকের,	অ্যান্টার্কটিকার,	
venus,	ভেনাস,	ভেনাস,	
bbiseshyo,	বিশেষষ্য,	বিশেষ্য,	
keuyi,	কেউই,	কেউই,	
olympiker,	অলিমপিকের,	অলিম্পিকের,	
manushi,	মানুষী,	মানুষী,	
institutioney,	ইন্সটিটিউশনে,	ইনস্টিটিউশনে,	
songbadmadhyome,	সংবাধমধ্যমে,	সংবাদমাধ্যমে,	
graambashi,	গ্রামবাসী,	গ্রামবাসী,	
anchaltike,	অঞ্চলটিকে,	অঞ্চলটিকে,	
skyirt,	স্কীর্ট,	স্কার্ট,	
khaaneker,	খানেকের,	খানেকের,	
dam,	দাম,	ডং,	
daoon,	দাউন,	ডাউন,	
creedit,	ক্রিডিট,	ক্রেডিট,	
holuder,	হলুদের,	হলুদের,	
kark,	কার্ক,	কার্ক,	
vivek,	ভিভেক,	বিবেক,	
grontho,	গ্রন্থ,	গ্রন্থ,	
naraphoqa,	নারাফোক,	নরফোক,	
ashok,	অশোক,	আশোক,	
dhouto,	ধূত,	ধৌত,	
raiialati,	রেলাইট,	রয়্যালটি,	
prakalpatikey,	প্রকল্পিতেকে,	প্রকল্পটিকে,	
sampadan,	সম্পদন,	সম্পাদন,	
sahabah,	সহাবহ,	সাহাবাহ,	
ganana,	গনান,	গননা,	
grambasee,	গ্রামসাসী,	গ্রামবাসী,	
ralof,	রালফ,	রালফ,	
dong,	ডং,	ডং,	
natunatva,	নতুনত্ব,	নতুনত্ব,	
grambaasee,	গ্রামবাসী,	গ্রামবাসী,	
teempaleeta,	টিম্লালেট,	টেম্পলেট,	
sabyastha,	সবস্যাস্থ,	সাব্যস্থ,	
sarbhare,	সর্ভারে,	সার্ভারে,	
heeja,	হিজা,	হেজ,	
udbhabone,	উদ্ভবনে,	উদ্ভাবনে,	
thanvi,	ঠানভী,	থানভী,	
difinision,	ডিফিনিশন,	ডেফিনেশন,	
doojoo,	দুজু,	ডোজো,	
melborner,	মেলবর্নের,	মেলবোর্নের,	
somaazeri,	সমাজেরী,	সমাজেরই,	
oedipus,	এয়িদুপ,	ইডিপাস,	
karo,	কারও,	কারো,	
matthew,	মাঠেও,	ম্যাথিউ,	
nagorik,	নাগরিক,	নাগরিক,	
paab,	পাব,	পাব,	
ancholtike,	অঞ্চলটিকে,	অঞ্চলটিকে,	
ibhaner,	ইভানের,	ইভানের,	
atyachari,	অত্যচারী,	অত্যাচারী,	
veenish,	ভেনিস,	ভেনিস,	
jerusalem,	জারুসামেন,	জেরুসালেম,	
probhritike,	প্রভৃতিকে,	প্রভৃতিকে,	
serup,	শেরুপ,	সেরূপ,	
ruvbla,	রুবলা,	রুবল,	
osthisandhi,	অস্থিসন্ধি,	অস্থিসন্ধি,	
vaibon,	ভাইবন,	ভাইবোন,	
boikalyo,	বৈকল্য,	বৈকল্য,	
difinishion,	ডিফিনিশন,	ডেফিনেশন,	
karmapantha,	কর্মপন্থ,	কর্মপন্থা,	
duburir,	দুবুরির,	ডুবুরির,	
anchalo,	অঞ্চলো,	অঞ্চলও,	
anisa,	অনিষ,	আনিস,	
muhammada,	মুহাম্মা,	মুহাম্মদ,	
deubande,	দীববন্ডে,	দেওবন্দে,	
neemeette,	নিমিটে,	নিমিত্তে,	
khaambaa,	খাম্বা,	খাম্বা,	
dharabahik,	ধারাবিহিক,	ধারাবাহিক,	
gosti,	গোস্টি,	গোষ্ঠী,	
juktorastreo,	যুক্তরাস্ট্রে,	যুক্তরাষ্ট্রেও,	
charchita,	চার্চিট,	চর্চিত,	
goojober,	গুজবের,	গুজবের,	
ghotol,	ঘটল,	ঘটল,	
bhadaqa,	ভাদক,	ভদকা,	
dolguloo,	দলগুলো,	দলগুলোও,	
mitro,	মিত্রো,	মিত্রও,	
modeling,	মোডেলিং,	মডেলিং,	
ddheke,	ঢেঁকে,	ঢেকে,	
siddhantoi,	সিদ্ধান্তই,	সিদ্ধান্তই,	
shookna,	শুকনা,	শুকনা,	
version,	ভার্সন,	ভারশন,	
sunagorik,	সুনাগরিক,	সুনাগরিক,	
darzi,	ডার্জি,	দরজি,	
enamel,	এনামেল,	এনামেল,	
drishyoke,	দৃশ্যকে,	দৃশ্যকে,	
chess,	চেষ,	চেস,	
baikalya,	বৈকল্য,	বৈকল্য,	
anadhikar,	অনাধীকার,	অনধিকার,	
beshorkarikarone,	বেসরকারিকরণে,	বেসরকারিকরণ,	
jonoikaa,	জননইকা,	জনৈকা,	
dorgah,	দরগাহ,	দরগাহ,	
mmesenjar,	মেসেন্জার,	মেসেঞ্জার,	
thyachara,	থ্যাচার,	থ্যাচার,	
nartaki,	নর্তকী,	নর্তকী,	
istoone,	ইস্তনে,	স্টোন,	
ivir,	ইভির,	এভার,	
sampadankaree,	সম্পাদনকারী,	সম্পাদনকারী,	
mukhamandal,	মুখমন্ডল,	মুখমণ্ডল,	
visnu,	বিষ্ণু,	বিষ্ণু,	
sakshatkarer,	সাক্ষতৎকারের,	সাক্ষাৎকারের,	
aajeej,	আজিজ,	আজিজ,	
votarer,	ভোতারের,	ভোটারের,	
inamil,	ইনামিল,	এনামেল,	
pachtar,	পাঁচার,	পাঁচটার,	
maithili,	মাইঠিলী,	মৈথিলি,	
si,	সি,	এসআই,	
debdebier,	দেবদেবীর,	দেবদেবীর,	
paripaker,	পরিপাকের,	পরিপাকের,	
messengar,	মেসেঞ্জার,	মেসেঞ্জার,	
heebhi,	হেভি,	হেভি,	
foshter,	ফোস্টার,	ফস্টার,	
danober,	দানবের,	দানবের,	
ketechila,	কটেছিল,	কেটেছিল,	
jalrang,	জলরান,	জলরঙ,	
edaningkale,	এডানিনকালে,	ইদানীংকালে,	
niro,	নিরো,	নির,	
karpeta,	কর্পট,	কার্পেট,	
chowdhuryke,	চৌধুরিকে,	চৌধুরীকে,	
answereer,	আনসারের,	আনসারীর,	
nischitabhave,	নিশ্চিতভাবে,	নিশ্চিতভাবে,	
sikare,	শিকারে,	শিকারে,	
abhidhaneec,	অভিধানিক,	অভিধানিক,	
kata,	কাটা,	কোটা,	
chalochchitrotike,	চলচ্চিত্রকিতে,	চলচ্চিত্রটিকে,	
oboshore,	অবসরে,	অবসরে,	
deembakriti,	দিম্বকৃতি,	ডিম্বাকৃতি,	
shithilota,	শিঠীলতা,	শিথিলতা,	
lisens,	লিইনেস্স,	লাইসেন্স,	
rabeta,	রাবত,	রাবেতা,	
nirapekkho,	নিরপেক্ষ,	নিরপেক্ষ,	
provritir,	প্রভৃতির,	প্রভৃতির,	
mashajida,	মাসাজীদা,	মসজিদ,	
koreemer,	করিমের,	করিমের,	
alubokhara,	অলুবকরা,	আলুবোখারা,	
eashter,	ইস্টার,	ইস্টার,	
prokalpao,	প্রকল্প,	প্রকল্পও,	
roopdan,	রূপদন,	রুপদান,	
oshthad,	অস্থাদ,	ওস্তাদ,	
bachhayi,	বাঁছইই,	বাছাই,	
semai,	সেমাই,	সেমাই,	
atyacarito,	অত্মাচারিত,	অত্যাচারিত,	
sakara,	সকরা,	সকার,	
manhputo,	মানপুত,	মনঃপুত,	
lyaand,	ল্যান্ড,	ল্যান্ড,	
royalty,	রোয়েলি,	রয়্যালটি,	
mitrata,	মিত্রতা,	মিত্রতা,	
mekong,	মেকন,	মেকং,	
daktikiter,	দাক্তিকেতের,	ডাকটিকিটের,	
deputy,	ডিপুতি,	ডেপুটি,	
snepara,	স্পেইপার,	স্নাইপার,	
fiksa,	ফিক্স,	ফিক্স,	
shodhan,	সোধন,	শোধন,	
arbeet,	অরবিত,	অরবিট,	
dembakriti,	দেম্বকৃতি,	ডিম্বাকৃতি,	
shangsthatikey,	সংস্থাতিকে,	সংস্থাটিকে,	
manushsoho,	মানসহ,	মানুষসহ,	
asirbad,	আশীর্বাদ,	আশির্বাদ,	
satarkata,	সতর্কটা,	সতর্কতা,	
aieesha,	আইএএএস,	আইএএস,	
rohosyoti,	রহজ্যটি,	রহস্যটি,	
lotheeran,	লথিরান,	লুথেরান,	
udvabane,	উদ্ভবনে,	উদ্ভাবনে,	
amshtrong,	এমস্ট্রস,	আর্মস্ট্রং,	
janagananar,	জনগণনার,	জনগণনার,	
temon,	টেমন,	তেমন,	
vagini,	ভাগিনি,	ভগিনী,	
euro,	ইউরো,	ইউরো,	
zesa,	জেস,	জেস,	
inshtol,	ইনস্টল,	ইন্সটল,	
murali,	মুরালী,	মুরলী,	
jaank,	জাঁক,	জাঁক,	
aashok,	আশোক,	আশোক,	
eenjil,	এঞ্জেল,	ইঞ্জিল,	
towbar,	তওবার,	তওবার,	
doulaa,	দৌলা,	দৌলা,	
khelaphatey,	খেলাফাতে,	খেলাফতে,	
duma,	দুমা,	দুমা,	
chetana,	চেতন,	চেতনা,	
onupater,	অনুপতের,	অনুপাতের,	
tukrotey,	তুকরতে,	টুকরোতে,	
jani,	যানি,	জনি,	
qings,	কিংস,	কিংস,	
opohoronn,	অপহর্ন,	অপহরন,	
janapath,	জনপথ,	জনপথ,	
bhushito,	ভূষিত,	ভূষিত,	
hunayn,	হুনাইন,	হুনাইন,	
messengerer,	মেসেন্জারের,	মেসেঞ্জারের,	
vezano,	ভেজানো,	ভেজানো,	
turkmen,	তারকমেন,	তুর্কমেন,	
arbit,	অরবিত,	অরবিট,	
cholochchitroke,	চলচ্চিত্রকে,	চলচ্চিত্রকে,	
darjiling,	ডার্জিলিং,	দার্জিলিং,	
sikarer,	শিকরের,	শিকারের,	
