mukhya,	মূখ্য,	মুখ্য,	
mohibur,	মহিবুর,	মহিবুর,	
chaaktir,	চাকটির,	চাকতির,	
safin,	শফিং,	সাফিন,	
shilpojaat,	শিল্পজাত,	শিল্পজাত,	
mesenjar,	মেশেঞ্জার,	মেসেঞ্জার,	
foloshruti,	ফলস্রুটি,	ফলশ্রুতি,	
suraropito,	সুরারপির্ত,	সুরারোপিত,	
sakshatkarer,	সাক্ষাৎকারের,	সাক্ষাৎকারের,	
cholochchitraeei,	চলচ্তির্বেই,	চলচ্চিত্রেই,	
lajik,	লাজিক,	লজিক,	
dharabahikti,	ধারাবাহিত্তি,	ধারাবাহিকটি,	
naitikatar,	নাতিকাতার,	নৈতিকতার,	
shilpojato,	শিল্পজাত,	শিল্পজাত,	
kaathhaamaandu,	কাঠামুণ্ড,	কাঠমান্ডু,	
omkar,	অম্কার,	ওঙ্কার,	
drishtiheen,	দৃষ্টিহীন,	দৃষ্টিহীন,	
pratisthan,	প্রতিষ্ঠান,	প্রতিষ্টান,	
horinner,	হরিননের,	হরিণের,	
oichchhik,	ঐচ্ছিক,	ঐচ্ছিক,	
bibechya,	বিবেচ্য,	বিবেচ্য,	
hondurus,	হন্দুরুশ,	হন্ডুরাস,	
cholocchitro,	চলচিত্র,	চলচ্চিত্র,	
rajtantrey,	রাজতন্ত্রে,	রাজতন্ত্রে,	
beeswasoo,	বিশ্বাসু,	বিশ্বাসও,	
timathi,	তিমাথি,	টিমোথি,	
shkora,	স্করা,	স্কোর,	
cheess,	চিস,	চেস,	
porichhonnota,	পরিচ্যননতা,	পরিচ্ছন্নতা,	
manushti,	মনুষ্টি,	মানুষটি,	
embaed,	এমবাবেদ,	এম্বেড,	
shikhechi,	শিখেছি,	শিখেছি,	
nagoriker,	নাগরীকের,	নাগরিকের,	
marketing,	মার্কটিং,	মার্কেটিং,	
bibechyo,	বিবেচ্য,	বিবেচ্য,	
konistho,	কনিষ্ঠ,	কনিষ্ঠ,	
karmakarke,	কর্মকারকে,	কর্মকারকে,	
bisringkhola,	বিশ্রিঙ্খলা,	বিশৃঙ্খলা,	
taims,	টাইমস,	টাইমস্,	
langhoner,	লঙ্ঘনের,	লংঘনের,	
thime,	থিম,	থিমে,	
woter,	ওয়াটার,	ভোটার,	
taalgaachh,	তালগাছ,	তালগাছ,	
darjeeling,	ডার্জিলিন,	দার্জিলিং,	
hizritey,	হিজরিতে,	হিজরীতে,	
ralf,	রলফ,	রালফ,	
mulvitti,	মুলভিত্তি,	মূলভিত্তি,	
candy,	ক্যান্ডি,	ক্যান্ডি,	
prachurjer,	প্রাচুর্যের,	প্রাচুর্যের,	
naitikatabodh,	নাতিতাবাধ,	নৈতিকতাবোধ,	
ongkush,	অংকাশ,	অংকুশ,	
badhano,	বাধানো,	বাঁধানো,	
bordhitangso,	বর্ধিতনসং,	বর্ধিতাংশ,	
moddhyekar,	মধ্যেকার,	মধ্যেকার,	
okritakarjo,	অক্রিকার্য,	অকৃতকার্য,	
somaazer,	সমাজের,	সমাজের,	
ammor,	আম্মর,	আমর,	
doula,	ডওলা,	দৌলা,	
ohalyar,	অহল্যার,	অহল্যার,	
mahakabi,	মহাকাবি,	মহাকবি,	
chiraharit,	চিরাহিত,	চিরহরিৎ,	
hoteltite,	হটটিলিতে,	হোটেলটিতে,	
antorbhukta,	অন্তর্ভূক্ত,	অন্তর্ভুক্ত,	
dola,	ডলা,	দলা,	
markeeting,	মার্কিটিং,	মার্কেটিং,	
municipal,	মুনিশিকাল,	মিউনিসিপ্যাল,	
laala,	লালা,	লালা,	
bishad,	বিশদ,	বিষদ,	
nadimatrik,	নাদিমাত্রিক,	নদীমাতৃক,	
baet,	ব্যাট,	বাইট,	
orrgho,	অর্ঘ,	অর্ঘ্য,	
lutharan,	লুঠারন,	লুথেরান,	
shayetana,	সায়ান,	শয়তান,	
sikkhaou,	শিক্ষু,	শিক্ষাও,	
probeshon,	প্রবেশন,	প্রবেশন,	
deputi,	দিপুি,	ডেপুটি,	
madhobeer,	মধবীর,	মাধবীর,	
obe,	ওবি,	ওবিই,	
jater,	জাতের,	জাতের,	
bohudeen,	বহুদিন,	বহুদিন,	
akhandota,	আখন্দ্ততা,	অখণ্ডতা,	
bahati,	বাহাটি,	বাহাতি,	
catholicder,	কাঠালিকদের,	ক্যাথলিকদের,	
chenza,	চেঞ্জা,	চেঞ্জ,	
licenshing,	লাইনসিং,	লাইসেন্সিং,	
ghenshei,	ঘেন্সেই,	ঘেঁষেই,	
gandhikey,	গান্ধিকে,	গান্ধীকে,	
doorotaumo,	দূরততা,	দূরতম,	
vishnuu,	ভিষ্ণু,	বিষ্ণু,	
devolapar,	ডেভেলাপার,	ডেভলপার,	
kormopontha,	কর্মপন্থা,	কর্মপন্থা,	
urur,	উরুর,	উরুর,	
toubar,	তৌবর,	তওবার,	
tafsir,	তাফসির,	তাফসীর,	
bhabotarini,	ভাবতারিণী,	ভবতারিণী,	
aziz,	আজিজ,	আজিজ,	
torunke,	তরুণকে,	তরুণকে,	
nederland,	নেডারল্যান্ড,	নেদারল্যান্ড,	
protijogiitamulok,	প্রতিযোগিতামূলক,	প্রতিযোগীতামূলক,	
chamsky,	চমমক্সি,	চমস্কি,	
antarctica,	অন্টর্া্টিক,	অ্যান্টার্কটিকার,	
nirmol,	নির্মল,	নির্মল,	
probeshkari,	প্রবেশকারী,	প্রবেশকারী,	
geja,	গেজ,	গেজ,	
tenys,	টেনিস,	টেনিস,	
ramonar,	রমনার,	রমনার,	
keyboard,	কেববার্ড,	কীবোর্ড,	
barnish,	বার্নিস,	বার্নিশ,	
ramzaner,	রমজানের,	রমযানের,	
kiiborde,	কিবর্ডে,	কীবোর্ড,	
parqs,	পার্কস,	পার্কস,	
chalochchitreeo,	চলচিত্রেও,	চলচ্চিত্রেও,	
ispredsiit,	ইসপ্রেসদ,	স্প্রেডশীট,	
aksharke,	অক্সার্কে,	অক্ষরকে,	
kormokarer,	কর্মকারের,	কর্মকারের,	
uchchatara,	উচ্চতারা,	উচ্চতর,	
information,	ইনফর্মেশন,	ইনফরমেশন,	
nishad,	নিশাদ,	নিষাদ,	
musalmanderkey,	মুসালমদন্দকে,	মুসলমানদেরকে,	
korimpur,	করিমপুর,	করিমপুর,	
ciima,	সিম,	সীমা,	
laesens,	লাইসেন্স,	লাইসেন্স,	
eebhiem,	এভিয়েম,	ইভিএম,	
kkunti,	কুন্টি,	কুন্তী,	
patthon,	পাঠন,	পঠন,	
dolguloo,	দলগুলো,	দলগুলোও,	
ceramiks,	ক্যারামিক্স,	সিরামিকস,	
ancholsaha,	আঞ্চলসহ,	অঞ্চলসহ,	
gotibege,	গতিবেগে,	গতিবেগে,	
prottokhovabe,	প্রত্যাশভাবে,	প্রত্যক্ষভাবে,	
eder,	এডের,	এদের,	
aidin,	আইডিং,	এইদিন,	
pothnirdeshona,	পথনির্দেশনা,	পথনির্দেশনা,	
korleo,	করলেও,	করলেও,	
dong,	ডং,	ডং,	
abhidhaaneek,	অভিধানিক,	অভিধানিক,	
heelser,	হিলসের,	হিলসের,	
bouddha,	বৌদ্ধ,	বৌদ্ধ,	
geeja,	গিজ,	গেজ,	
balroom,	বলরুম,	বলরুম,	
darada,	ডারাড,	দারদা,	
emerjency,	এমেরজন্সি,	এমার্জেন্সি,	
antarbhukta,	অন্তর্ভূক্ত,	অন্তর্ভুক্ত,	
janosamaj,	জনসমাজ,	জনসমাজ,	
jony,	জনি,	জনি,	
bondhuke,	বন্ধুকে,	বন্ধুকে,	
zojjyota,	যোজ্যতা,	যোজ্যতা,	
dhani,	ধনী,	ধানি,	
dhyanastho,	ধ্যানাস্থ,	ধ্যানস্থ,	
everage,	ইভারেজ,	এভারেজ,	
besinay,	বেশীনে,	বেসিনে,	
shkolashtic,	স্কোলাস্টিক,	স্কলাস্টিক,	
byakhyatito,	ব্যাখ্যািিত,	ব্যাখ্যাতীত,	
parqing,	পার্কিং,	পার্কিং,	
amudey,	আমুদে,	আমুদে,	
chaktir,	চক্তির,	চাকতির,	
jyaqa,	জ্যাকা,	জ্যাক,	
graambaseer,	গ্রামবাসীর,	গ্রামবাসীর,	
siddhantoi,	সিদ্ধান্তই,	সিদ্ধান্তই,	
lompot,	লম্পট,	লম্পট,	
karadanda,	কারাদন্ড,	কারাদণ্ড,	
sbajan,	স্বজন,	স্বজন,	
karir,	কারির,	কারীর,	
jamaanor,	জামানোর,	জমানোর,	
sulphate,	সুলফেট,	সালফেট,	
potocheetrer,	পতচিত্রের,	পটচিত্রের,	
onkita,	অঙ্কিত,	অঙ্কিতা,	
heze,	হেজে,	হেজ,	
dii,	ডি,	দিই,	
shangkulaan,	সংকুলনা,	সংকুলান,	
rigthter,	রিগ্ধের,	রাইটের,	
yuroo,	ইউরু,	ইউরো,	
sangbadmadhyomgulote,	সংবাদযম্্তমতে,	সংবাদমাধ্যমগুলোতে,	
eeksapreeshana,	এক্সপ্রেশন,	এক্সপ্রেশন,	
bedkey,	বেদকে,	বেদকে,	
gandhiyo,	গণ্ধি,	গান্ধীও,	
mousum,	মৌসুম,	মৌসুম,	
masajida,	মাসাজিদা,	মসজিদ,	
anchalsamuho,	অঞ্চুলসমূহ,	অঞ্চলসমূহ,	
desiseyer,	ডেসিসিয়ার,	ডিজিজের,	
natnikey,	নাটনিকে,	নাতনীকে,	
jorury,	জরুরী,	জরূরী,	
ukeliptas,	উকেলিপ্লাটেস,	ইউক্যালিপ্টাস,	
futbolarer,	ফুটবললারের,	ফুটবলারের,	
protistha,	প্রতিষ্ঠা,	প্রতিষ্টা,	
ganaparibahan,	গণপরিবহন,	গণপরিবহন,	
shommotite,	সম্মোতিতে,	সম্মতিতে,	
pingnaa,	পিঙ্গা,	পিংনা,	
chhanake,	ছানাকে,	ছানাকে,	
teteyer,	টেটের,	টেটের,	
niurolazi,	নিউোরোজিি,	নিউরোলজি,	
shiqha,	শিখা,	শিখ,	
engineersh,	এনজেন্সার্স,	ইঞ্জিনিয়ার্স,	
alangkoron,	অলংকরণ,	অলঙ্করণ,	
karo,	কারও,	কারো,	
onker,	অঙ্কের,	ওঙ্কার,	
chhilona,	ছিলন,	ছিলনা,	
chidrapathe,	চিদ্রাপথে,	ছিদ্রপথে,	
elakatikey,	এলাকাতিকে,	এলাকাটিকে,	
prakalpotike,	প্রকা্তিপিকে,	প্রকল্পটিকে,	
carlas,	চার্লাস,	কার্লোস,	
netherlander,	নেদারল্যান্ডের,	নেদারল্যান্ডের,	
vastuvad,	ভস্তুবাদ,	বস্তুবাদ,	
shreemati,	শ্রীমতী,	শ্রীমতি,	
uuipokar,	উইপেকার,	উইপোকার,	
danut,	দানত,	ডোনাট,	
shkolastic,	স্কোলাস্টিক,	স্কলাস্টিক,	
purbancole,	পূর্বাঙ্গলে,	পূর্বাঞ্চলে,	
booponer,	বুপনের,	বপনের,	
iispredsheet,	ইসপ্রেসদিৎ,	স্প্রেডশীট,	
laaz,	লাজ,	লাজ,	
heris,	হেরিশ,	হ্যারিস,	
hedge,	হেজ,	হেজ,	
cooling,	কলিং,	কুলিং,	
parisankhyanbid,	পরিসংখ্যানিখ,	পরিসংখ্যানবিদ,	
bishaashke,	বিশ্বাসকে,	বিশ্বাসকে,	
thailandsaho,	তাইলাস্োহ,	থাইল্যান্ডসহ,	
kod,	কোড,	কোড,	
qonflict,	কনফিল্ট,	কনফ্লিক্ট,	
khelafotey,	খেলাফোতে,	খেলাফতে,	
jati,	জাতি,	যাতি,	
siddhantogulo,	সিদ্ধাননত্বুগো,	সিদ্ধান্তগুলো,	
orthonitite,	অর্থনীতিতে,	অর্থনীতিতে,	
dhorer,	ধরের,	ধরের,	
kathmandu,	কথমনন্দু,	কাঠমান্ডু,	
muhammader,	মুহাম্মদদের,	মুহম্মদের,	
besirbhaagi,	বেশিরভাগই,	বেশিরভাগই,	
shrimati,	শ্রীমতী,	শ্রীমতি,	
charjer,	চর্যের,	চার্জার,	
tarbine,	টারবিন,	টারবাইন,	
purbanchale,	পূর্বাঞ্চলে,	পূর্বাঞ্চলে,	
jaanalo,	জানালো,	জানালো,	
ummul,	উম্মুল,	উম্মুল,	
protijogitar,	প্রতিযোগিতার,	প্রতিযোগীতার,	
vumir,	ভূমির,	ভূমির,	
asommati,	অসম্মাটি,	অসম্মতি,	
faranyata,	ফরন্যাটি,	ফরম্যাট,	
dweepgulo,	দ্বিগুলো,	দ্বীপগুলো,	
baarakpur,	বারাকপুর,	বারাকপুর,	
wodka,	ওডকা,	ভদকা,	
nirmankaj,	নির্মান্ক,	নির্মাণকাজ,	
