vushi,	ভূষি,	ভুষি,	
grambaseeder,	গ্রামবাসীদের,	গ্রামবাসীদের,	
kanshater,	কংসাটের,	কানসাটের,	
deqe,	ডেকে,	ডেকে,	
bibhonno,	বিভন্ন,	বিভন্ন,	
shaattoki,	সাত্তকি,	সাত্যকি,	
scoree,	স্কোর,	স্কোরে,	
bhenama,	ভেনামা,	ভেনম,	
samoshtike,	সমস্তিকে,	সমষ্টিকে,	
skolastic,	স্কোলাস্টিক,	স্কলাস্টিক,	
sten,	স্টেন,	স্টেন,	
chalochchitraeer,	চলচিত্রের,	চলচ্চিত্রের,	
syutara,	স্যুটার,	শ্যুটার,	
byaran,	ব্যারন,	ব্যারন,	
eekbaler,	ইকবলের,	ইকবালের,	
timesh,	টাইমস,	টাইমস্,	
uponisod,	উপনিশদ,	উপনিষদ,	
bboponer,	ববনের,	বপনের,	
sutir,	সুটির,	সুতির,	
jerusalem,	জেরুলাসেম,	জেরুসালেম,	
khodeza,	খোেজা,	খোদেজা,	
bhaskor,	ভাস্কর,	ভাস্কর,	
ottacharito,	অত্যচারিত,	অত্যাচারিত,	
antarvuktimulok,	অন্তর্ভূতিমূলক,	অন্তর্ভুক্তিমূলক,	
internship,	ইন্টার্নশীপ,	ইন্টার্নশিপ,	
potchitra,	পথচিত্র,	পটচিত্র,	
ralf,	রলফ,	রালফ,	
gonosochetonota,	গনশনচিতনাতা,	গণসচেতনতা,	
karkat,	করকাত,	কর্কট,	
ide,	আদে,	আইডিই,	
durgotsob,	দুর্গতস,	দুর্গোৎসব,	
manikya,	মাণিক্য,	মানিক্য,	
afjol,	আফজল,	আফজল,	
naabyota,	নাব্যতা,	নাব্যতা,	
phiqsim,	ফিক্সিম,	ফিক্সিং,	
sommoteete,	সম্মতিতে,	সম্মতিতে,	
jibnagar,	জীবনাগর,	জীবননগর,	
agamaner,	অগামানের,	আগমনের,	
gori,	গরি,	গোরি,	
besoor,	বেসুর,	বেসুর,	
gosthike,	গোষ্ঠী,	গোষ্ঠীকে,	
shikshakke,	শিক্ষাকে,	শিক্ষককে,	
os,	ওস,	অস,	
chaudhurio,	চৌধুরিও,	চৌধুরীও,	
meghnadbodh,	মেখান্দবোধ,	মেঘনাদবধ,	
okkhor,	অক্ষর,	অক্ষর,	
doorotaumo,	দুরোতম,	দূরতম,	
juddhahoto,	যুদ্ধাহত,	যুদ্ধাহত,	
nodimatrik,	নদীমাত্রিক,	নদীমাতৃক,	
otyacharer,	অত্যাচারের,	অত্যাচারের,	
siitei,	সীটেই,	শীতেই,	
krus,	ক্রাশ,	ক্রুশ,	
nadnodir,	নদনোদির,	নদনদীর,	
shikshagato,	শিক্ষাগত,	শিক্ষাগত,	
chaakaa,	চাকা,	চাকা,	
sikkhokbreendo,	শিক্ষাবিন্দ,	শিক্ষকবৃন্দ,	
mirakeela,	মারাকেল,	মিরাকেল,	
vortuki,	ভর্তুকি,	ভর্তুকি,	
boshoborti,	বসবর্তী,	বশবর্তী,	
gobeshana,	গবেষণা,	গবেষনা,	
siddhantai,	সিদ্ধানটি,	সিদ্ধান্তই,	
dharmee,	ধর্মি,	ধর্মী,	
kando,	কান্ড,	কাণ্ড,	
tolemy,	টলেমি,	টলেমির,	
paltechhey,	পললেটে,	পাল্টেছে,	
mukhomandal,	মুখমন্ডল,	মুখমণ্ডল,	
armeenian,	অর্মেনিয়ান,	আর্মেনিয়ান,	
chhatke,	ছাটকে,	ছাতকে,	
devolopar,	ডেভলপার,	ডেভলপার,	
patthon,	পাঠান,	পঠন,	
mohish,	মহিশ,	মহিষ,	
tookroti,	টুকরোতি,	টুকরোটি,	
dharabahiktite,	ধারাবাকিতিকে,	ধারাবাহিকটিতে,	
nagorikera,	নগরিকেরা,	নাগরিকেরা,	
samudrotate,	সমুদ্রতাটে,	সমুদ্রতটে,	
rooby,	রুবি,	রুবি,	
meghachonno,	মেঘাচন্য,	মেঘাচ্ছন্ন,	
fridom,	ফ্রিডম,	ফ্রীডম,	
aieesa,	আইএএস,	আইএএস,	
uthe,	উঠে,	উঠে,	
satjon,	সতজন,	সাতজন,	
deembakriti,	ডিম্বাকৃতি,	ডিম্বাকৃতি,	
pari,	প্যারি,	পেরি,	
bhugole,	ভুগলে,	ভূগোলে,	
enjineers,	এনজিনার্স,	ইঞ্জিনিয়ার্স,	
armastram,	অর্মস্ত্রাম,	আর্মস্ট্রং,	
soomi,	সুমি,	সুমি,	
modeling,	মডযালিং,	মডেলিং,	
tukrokey,	টুকরোকে,	টুকরোকে,	
pacchen,	পাচছেন,	পাচ্ছেন,	
shapod,	সাপদ,	শ্বাপদ,	
biswashwo,	বিশ্বস্ব,	বিশ্বাসও,	
arkimidish,	অর্কিমিডিডিস,	আর্কিমিডিস,	
soomitrar,	সুমিত্রার,	সুমিত্রার,	
langhon,	লঙ্ঘন,	লংঘন,	
khalid,	খলিদ,	খালিদ,	
udbhaboker,	উদ্ভাবকের,	উদ্ভাবকের,	
satarkotar,	সরতকরতার,	সতর্কতার,	
lajek,	লাজেক,	লজিক,	
karecho,	করেচো,	করেছো,	
sabhanetri,	সভভেন্ট্রী,	সভানেত্রী,	
rubi,	রুবি,	রুবি,	
bardhitaanas,	বর্ধিতাসা,	বর্ধিতাংশ,	
paadee,	পাদি,	পাড়ে,	
ezenda,	এজেন্ড,	এজেন্ডা,	
commander,	কমান্ডের,	কমাণ্ডার,	
vvimsenn,	ভিমসেন,	ভীমসেন,	
dayra,	ডেয়ার,	ডেরা,	
gunoman,	গুনমান,	গুণমান,	
udvaboni,	উদ্ভাবনী,	উদ্ভাবনী,	
adhito,	অধিত,	অধীত,	
harja,	হার্জ,	হার্জ,	
pujit,	পুজিত,	পুজিত,	
bondhuke,	বন্ধুকে,	বন্ধুকে,	
gatrey,	গোত্রে,	গাত্রে,	
samratra,	সম্রতত্র,	সম্রাটরা,	
bikretara,	বিক্রেটরা,	বিক্রেতারা,	
horas,	হরাস,	হোরাস,	
pashchatey,	পাশ্চাতে,	পশ্চাতে,	
karecho,	করেচো,	করেছ,	
shiqar,	শিকার,	শিকার,	
chhutite,	ছুটিতে,	ছুটিতে,	
postke,	পোস্টকে,	পোস্টকে,	
modele,	মডেলে,	মডেলে,	
ahollar,	অহল্লার,	অহল্যার,	
shomraatder,	সম্রাতের,	সম্রাটদের,	
skarrt,	স্কার্ট,	স্কার্ট,	
samanwitobhabe,	সমান্বিতভাবে,	সমন্বিতভাবে,	
palta,	পাল্টা,	পালটা,	
ponchashjon,	পঞ্চাশন্,	পঞ্চাশজন,	
kanasarabheshana,	কনসারভেশন,	কনসারভেশন,	
taruner,	তরুণের,	তরুণের,	
conserwation,	কনসারেশন,	কনসারভেশন,	
tonoo,	তনু,	তনু,	
carpeet,	কর্পিট,	কার্পেট,	
aminul,	আমিনুল,	আমিনুল,	
horir,	হরির,	হরির,	
naraphoka,	নারাফাকা,	নরফোক,	
balaruma,	বলরাম,	বলরুম,	
biswashke,	বিশ্বাসকে,	বিশ্বাসকে,	
bhenisa,	ভেনিস,	ভেনিস,	
jackson,	জক্ষণ,	জ্যাকসন,	
buffar,	বাফার,	বাফার,	
parabortee,	পরবর্তী,	পরর্বতী,	
potochitro,	পতচিত্র,	পটচিত্র,	
laisensa,	লাইন্স,	লাইসেন্স,	
nederland,	নেডারল্যান্ড,	নেদারল্যান্ড,	
taunasipa,	টাউন্সিপ,	টাউনশিপ,	
basturyi,	বস্তুরি,	বস্তুরই,	
pisach,	পিসাচ,	পিশাচ,	
shookna,	শুক্না,	শুকনা,	
suparichito,	সুপরিচিত,	সুপরিচিত,	
rabeta,	রাবটা,	রাবেতা,	
nishad,	নিশাদ,	নিষাদ,	
susamo,	সুষামো,	সুসম,	
skyirt,	স্কার্ট,	স্কার্ট,	
sangosthatike,	সংস্থাটিকে,	সংস্থাটিকে,	
nowel,	নোভেল,	নভেল,	
jonmat,	জন্মাত,	জন্মাত,	
sirameeks,	সিরামিক্স,	সিরামিকস,	
dharavahikbhabey,	ধারাভিকভাবে,	ধারাবাহিকভাবে,	
ashangka,	অশঙ্ক,	আশংকা,	
motabolombiira,	মতবালম্বীরা,	মতাবলম্বীরা,	
turqi,	টার্কি,	তুর্কি,	
vandarey,	ভান্ডারে,	ভাণ্ডারে,	
dokaangoolote,	দকানগুলোতে,	দোকানগুলোতে,	
stoonahenja,	স্টোনেহিং,	স্টোনহেঞ্জ,	
phaqsa,	ফক্স,	ফক্স,	
noiteek,	নৈতিক,	নৈতিক,	
brookoleen,	ব্রুকলীন,	ব্রুকলিন,	
enjineerinj,	এনিজারিং,	ইঞ্জিনিয়ারিং,	
jakser,	যক্ষের,	যক্ষের,	
uchhoshito,	উচ্চসিত,	উচ্ছসিত,	
gostheeti,	গস্থীতি,	গোষ্ঠীটি,	
ganosakkhorota,	গণসক্রতা,	গণসাক্ষরতা,	
firth,	ফার্থ,	ফার্থ,	
jokrito,	যকৃত,	যকৃৎ,	
halloween,	হলভাইন,	হ্যালোইন,	
pathkram,	পাঠক্রম,	পাঠক্রম,	
manahputo,	মানাপুট,	মনঃপুত,	
itastato,	ইতাস্তত,	ইতস্ততঃ,	
naaji,	নাজি,	নাত্সি,	
opohoron,	অপহরন,	অপহরন,	
marmaara,	মারমার,	মারমারা,	
zillul,	জিল্লুল,	জিল্লুল,	
chaka,	চাক,	চাকা,	
sikkhakbrinda,	শিক্ষাবৃন্দ,	শিক্ষকবৃন্দ,	
phaltu,	ফলটু,	ফালতু,	
patthkrom,	পাঠ্রক্ম,	পাঠক্রম,	
aajiboner,	আজিবনের,	আজীবনের,	
shoreef,	শরীফ,	শরিফ,	
sakaar,	সককার,	সকার,	
aarekdal,	আরেক্দল,	আরেকদল,	
bhramaner,	ভ্রমণের,	ভ্রমণের,	
gronthati,	গ্রন্থটি,	গ্রন্থটি,	
aalkatra,	আলাকট্র,	আলকাতরা,	
goolen,	গুলেন,	গুলেন,	
aasif,	আসিফ,	আসিফ,	
phutantoa,	ফুটন্টো,	ফুটন্ত,	
instant,	ইন্সট্যান্ট,	ইনস্ট্যান্ট,	
okritakarja,	অকৃতারকয্য,	অকৃতকার্য,	
istoniya,	ইস্তোনিয়া,	এস্তোনিয়া,	
drishyotir,	দৃশ্যটির,	দৃশ্যটির,	
monohorpur,	মনোনরপুর,	মনোহরপুর,	
zacksan,	জক্ষণ,	জ্যাকসন,	
duckten,	ডাকতেন,	ডাকতেন,	
daakten,	ডাকতেন,	ডাকতেন,	
heeli,	হেলি,	হিলি,	
inashtyanta,	ইনস্ট্যান্ট,	ইনস্ট্যান্ট,	
jibjontu,	জীবজন্তু,	জীবজন্তু,	
suraarop,	সুরারাপ,	সুরারোপ,	
nironjan,	নিরঞ্জন,	নিরঞ্জন,	
taphaat,	টাফাট,	তফাৎ,	
bojhe,	বোঝে,	বোঝে,	
bossonte,	বসন্তে,	বসন্তে,	
kleentoner,	ক্লিন্টনের,	ক্লিনটনের,	
janogananar,	জনগণনার,	জনগণনার,	
qaferderkey,	কাফেরেরকে,	কাফেরদেরকে,	
langhoner,	লঙ্ঘনের,	লংঘনের,	
treend,	ট্রেন্ড,	ট্রেন্ড,	
karadonder,	কারাদন্ডের,	কারাদণ্ডের,	
niranjon,	নিরাঞ্জন,	নিরঞ্জন,	
sarbharer,	সারভারের,	সার্ভারের,	
vivek,	ভাইভেক,	বিবেক,	
pravritite,	প্রভৃতিতে,	প্রভৃতিতে,	
salil,	সালিল,	সলিল,	
shuter,	শুটের,	শ্যুটার,	
madhuri,	মাধুরি,	মাধুরী,	
chirata,	চিরত,	চিরতা,	
shchalastik,	স্লালাস্টিক,	স্কলাস্টিক,	
orthonitike,	অর্থনীতিকে,	অর্থনীতিকে,	
janacche,	জনা্চে,	জানাচ্ছে,	
janasamaj,	জনসমাজ,	জনসমাজ,	
jwoluk,	জ্বলুক,	জ্বলুক,	
daltyagi,	দল্্যাগী,	দলত্যাগী,	
sahazlabhbhatar,	সহজ্লভাতার,	সহজলভ্যতার,	
karoo,	কারু,	কারো,	
daackticket,	ডাক্কিটেক,	ডাকটিকিট,	
juktorashtre,	যুক্তরাস্ট্রে,	যুক্তরাষ্ট্রে,	
gronthoo,	গ্রন্থু,	গ্রন্থও,	
mahish,	মহিস,	মহিষ,	
mahindra,	মহিন্দ্র,	মাহিন্দ্রা,	
kul,	কুল,	কুল,	
deenes,	ডিনেস,	দীনেশ,	
noditike,	নদীতিকে,	নদীটিকে,	
samratder,	সমরদ্তের,	সম্রাটদের,	
bhangchur,	ভাঙ্চুর,	ভাংচুর,	
atyacharer,	অত্যাচারের,	অত্যাচারের,	
jyesttha,	জ্যেষ্ঠ্য,	জ্যেষ্ঠা,	
gitikobita,	জীতিকাবিতা,	গীতিকবিতা,	
daja,	ডজ,	ডোজো,	
rajtantro,	রাজতান্ত্র,	রাজতন্ত্র,	
korkot,	করকত,	কর্কট,	
