jini,	জিনি,	যিনি,	
aholya,	অহল্য,	অহল্যা,	
pitthey,	পিঠে,	পীঠে,	
rakshanbhag,	রক্ষণভাগ,	রক্ষণভাগ,	
tirmizi,	তিরমিযী,	তিরমিজি,	
kuarter,	কোর্টের,	কোয়ার্টার,	
ja,	যা,	জ্যা,	
zzonite,	যোনিতে,	যোনীতে,	
amerika,	অ্যামেরিকা,	আমেরিকা,	
nirantar,	নিরন্তর,	নিরন্তর,	
kool,	কূল,	কুল,	
dharati,	ধারতি,	ধারাটি,	
gasthigulo,	গাষ্টিগুলো,	গোষ্ঠীগুলো,	
kobootorer,	কবুতরের,	কবুতরের,	
sovanetree,	সভানেত্রী,	সভানেত্রী,	
bite,	বিতে,	বাইট,	
shikshakrom,	শিক্ষাক্রম,	শিক্ষাক্রম,	
artillery,	আর্টিলির,	আর্টিলারি,	
pushti,	পুষ্টি,	পুষ্টি,	
prakalpoti,	প্রকল্পটি,	প্রকল্পটি,	
okhhunno,	অখ্নুন্ন,	অক্ষুণ্ণ,	
itastato,	ইতাস্তত,	ইতস্তত,	
veenom,	ভিনন,	ভেনম,	
cheere,	চিরে,	চিরে,	
boneo,	বনেও,	বনেও,	
priimo,	প্রিম,	প্রিমো,	
injeel,	এঞ্জেল,	ইঞ্জিল,	
ul,	উল,	উল,	
oitijjher,	ঐতিঝেজের,	ঐতিহ্যের,	
cinematographer,	চিনেনোপ্রফারের,	সিনেমাটোগ্রাফার,	
shikar,	স্বীকার,	শিকার,	
bronjer,	ব্রঞ্জের,	ব্রোঞ্জের,	
sombhobonaao,	সম্ভবনাও,	সম্ভবনাও,	
bhaisaha,	বাইসহ,	ভাইসহ,	
seshardhe,	শেষার্ধে,	শেষার্ধে,	
grawth,	গ্রথ,	গ্রোথ,	
karadander,	কারাদন্দের,	কারাদণ্ডের,	
bashite,	বাঁশিতে,	বাঁশিতে,	
nodnadeer,	নদ্দনীর,	নদনদীর,	
dibating,	ডিব়িং,	ডিবেটিং,	
duburira,	দুবুরীরা,	ডুবুরিরা,	
nischitarupey,	নিশ্চিতারূপে,	নিশ্চিতরূপে,	
chiraharit,	চিরাহির,	চিরহরিৎ,	
pravuder,	প্রভাউডের,	প্রভুদের,	
mosjidsaha,	মস্দিসসহ,	মসজিদসহ,	
babyloney,	বাবিলেনে,	ব্যাবিলনে,	
kalki,	কল্কি,	কালকি,	
madhoboir,	মাধবীর,	মাধবীর,	
pravur,	প্রভূর,	প্রভুর,	
tyap,	ট্যাপ,	ট্যাপ,	
diaraesa,	ডির়েস,	ডিআরএস,	
beeswasi,	বিশ্বাসী,	বিশ্বাসই,	
chaalkee,	চালকি,	চালকে,	
antarvukta,	অন্তর্ভূক্ত,	অন্তর্ভুক্ত,	
qinsa,	কিন্স,	কিংস,	
firoze,	ফিরোজ,	ফিরোজ,	
shefard,	সিফার্ড,	শেফার্ড,	
shhip,	শীপ,	শিপ,	
blyaka,	ব্ল্যক,	ব্ল্যাক,	
patthon,	পাঠান,	পঠন,	
visnu,	ভিষ্ণু,	বিষ্ণু,	
kiiborder,	কিবোরদের,	কীবোর্ডের,	
kyatagorir,	ক্যাতগরির,	ক্যাটাগরির,	
mukhabandho,	মুখবন্ধ,	মুখবন্ধ,	
khalid,	খালিদ,	খালিদ,	
korimkey,	করিমকে,	করিমকে,	
chaktir,	চাকতির,	চাকতির,	
kota,	কোট,	কোটা,	
baipasa,	বাইপাস,	বাইপাস,	
jerushalem,	জেরুসলেন,	জেরুসালেম,	
shaattoki,	সাত্যকি,	সাত্যকি,	
sarollo,	সরল্ল,	সারল্য,	
bisheshyo,	বিশেষ্ব,	বিশেষ্য,	
nabbata,	নব্বতা,	নাব্যতা,	
adhyatmik,	আধ্যাত্মিক,	আধ্যাত্মিক,	
parjotaker,	পর্যটকের,	পর্যটকের,	
attar,	আত্মার,	আত্তার,	
sqora,	স্করর,	স্কোর,	
durgandho,	দুর্গন্ধ,	দুর্গন্ধ,	
gaziipur,	গাজীপুর,	গাজীপুর,	
anurbar,	অনুর্বর,	অনুর্বর,	
khele,	খেলে,	খেলে,	
jwor,	জোর,	জ্বর,	
kanasarabheshana,	কনসারভেশন,	কনসারভেশন,	
abikol,	অবিকল,	অবিকল,	
shtena,	স্টেন,	স্টেন,	
pretty,	প্রেটি,	প্রিটি,	
oitijjer,	ঐতিজ্যের,	ঐতিহ্যের,	
shommoteete,	সম্মতিতে,	সম্মতিতে,	
ashangka,	আশঙ্ক,	আশংকা,	
chakti,	চাকটি,	চাকতি,	
debating,	ডেবটিং,	ডিবেটিং,	
khappar,	খাপপার,	খপ্পর,	
fooloo,	ফুলো,	পোলো,	
janacche,	জাচাছে,	জানাচ্ছে,	
waal,	ওয়াল,	উল,	
bipajjanak,	বিপঞ্জজনক,	বিপজ্জনক,	
torun,	তরুণ,	তরুন,	
proteesthasoho,	প্রতিস্তাসহ,	প্রতিষ্ঠাসহ,	
ivil,	ইভিল,	ইভিল,	
gazipore,	গাজীপারে,	গাজিপুর,	
shatoke,	শতকে,	শতকে,	
bolatkar,	বলাৎকার,	বলাৎকার,	
chilahaati,	চিলাহাটি,	চিলাহাটি,	
unitgulo,	উইনতিগুলো,	ইউনিটগুলো,	
tuneta,	তুনেটা,	টুনাইট,	
siqh,	শিখ,	শিখ,	
bachchan,	বাচ্ছান,	বচ্চন,	
jacqson,	যকচক,	জ্যাকসন,	
samanyoi,	সমান্যই,	সামান্যই,	
meghkey,	মেঘকে,	মেঘকে,	
daankan,	ডাঁকন,	ডানকান,	
filipiner,	ফিলিপিনের,	ফিলিপাইনের,	
arik,	এরিক,	আরিক,	
sahapathike,	সহপথিকে,	সহপাঠীকে,	
codee,	কোডি,	কোডে,	
bbiswashe,	বিশ্বসে,	বিশ্বাসে,	
messengar,	মেসেনগর,	মেসেঞ্জার,	
nirbaahi,	নির্বাহী,	নির্বাহি,	
institutione,	ইন্সটিটিউশনে,	ইনস্টিটিউশনে,	
thechar,	ঠেচর,	থ্যাচার,	
jolaatonko,	জলাতঙ্ক,	জলাতঙ্ক,	
gaje,	গাজ,	গেজ,	
lajikar,	লাজিকার,	লজিকের,	
tistaar,	টিস্তার,	তিস্তার,	
ropto,	রূপত,	রপ্ত,	
totokshon,	ততক্ষণ,	ততক্ষন,	
noitikotabodh,	নানিতকবোধ,	নৈতিকতাবোধ,	
jesthaa,	জেস্থা,	জ্যেষ্ঠা,	
gosthiti,	গোষ্টিতি,	গোষ্ঠীটি,	
phokser,	ফোকসের,	ফক্সের,	
raitasha,	রাটস,	রাইটস,	
hochchilo,	হচ্ছিল,	হচ্ছিলো,	
rikondison,	রককন্ডিশন,	রিকন্ডিশন,	
bamander,	ব্যামান্ডার,	বামনদের,	
norpholk,	নরফুল,	নরফোক,	
umedpoor,	উমেডপুর,	উমেদপুর,	
dhanyi,	ধানই,	ধন্যি,	
shastro,	শাস্ত্র,	শাস্ত্র,	
template,	টেম্পলাইট,	টেম্পলেট,	
madeling,	ম্যাডিলিং,	মডেলিং,	
prokolpow,	প্রকল্পও,	প্রকল্পও,	
netherlandey,	নেথারল্যান্ডে,	নেদারল্যান্ডে,	
rohosyo,	রহস্য,	রহস্য,	
udbodhonee,	উদ্বধনী,	উদ্বোধনী,	
hotochokito,	হতচক্ষিত,	হতচকিত,	
lokkhero,	লক্ষেরও,	লক্ষেরও,	
engineering,	ইন্জিনিং,	ইঞ্জিনিয়ারিং,	
pitthe,	পিঠে,	পীঠে,	
muktume,	মুকতুমে,	মাকতুম,	
chutochuti,	চুতুছুি,	ছুটোছুটি,	
obe,	অবে,	ওবিই,	
durotamo,	দুরতম,	দূরতম,	
silbhee,	সিলভী,	সিলভি,	
kormokandeo,	কর্মকান্ডে,	কর্মকাণ্ডেও,	
harza,	হর্জ,	হার্জ,	
nodigulo,	নুদিগুলো,	নদীগুলো,	
anadhikar,	আনধিকার,	অনধিকার,	
soinyora,	সৈন্যরা,	সৈন্যরা,	
nadnodir,	নদ্দনীর,	নদনদীর,	
diiptii,	দীপ্তই,	ডেপুটি,	
elaakai,	এলাকাই,	এলাকাই,	
ghateer,	ঘটির,	ঘাটির,	
muhommoder,	মুহম্মদের,	মুহম্মদের,	
nirorthok,	নিরর্থক,	নিরর্থক,	
cross,	ক্রস,	ক্রুশ,	
sharif,	শেরিফ,	শরিফ,	
manushtikey,	মনুষ্টিকে,	মানুষটিকে,	
pouchhute,	পৌঁছুতে,	পৌঁছুতে,	
ooipoka,	ঐপ্যকা,	উইপোকা,	
miley,	মিলে,	মিলে,	
methaner,	মেথনের,	মিথেনের,	
meyiler,	মেইলের,	মেইলের,	
nironjon,	নিরঞ্জন,	নিরঞ্জন,	
alpokichudin,	আলপোকিছিদীন,	অল্পকিছুদিন,	
matrirup,	মতৃরূপ্,	মাতৃরূপ,	
jameske,	জামেসকে,	জেমসকে,	
potthon,	পট্থন,	পঠন,	
proshtotto,	প্রস্তত্ত্ব,	প্রস্ত্তত,	
nadnadir,	নদ্দনীর,	নদনদীর,	
manzurul,	মঞ্জুরুল,	মনজুরুল,	
anchaltite,	অঞ্চলতিতে,	অঞ্চলটিতে,	
lazika,	লািকা,	লজিক,	
manabmaner,	মানবমানের,	মানবমনের,	
abarto,	আবর্ত,	আবর্ত,	
gasthii,	গাস্থি,	গোষ্ঠীই,	
changee,	চঙ্গি,	চেঞ্জ,	
pratiyogira,	প্রতিযোগিরা,	প্রতিযোগীরা,	
skart,	স্কার্ট,	স্কার্ট,	
vaibon,	ভইবন,	ভাইবোন,	
udbhabaney,	উদ্ভাবনে,	উদ্ভাবনে,	
toranganj,	তরঙ্গঞ্জ,	তোরাবগঞ্জ,	
dwibidh,	দ্বিধিধ,	দ্বিবিধ,	
lokkheryo,	লক্ষেরও,	লক্ষেরও,	
moldova,	মোলদাভা,	মলদোভা,	
marry,	মেরি,	ম্যারি,	
install,	ইনস্টল,	ইন্সটল,	
soorti,	সূর্তি,	সুরটি,	
komti,	কমটি,	কমতি,	
dhikrita,	ধিকৃত,	ধিকৃত,	
agomoner,	গগমনের,	আগমনের,	
hosney,	হোসেন,	হোসনে,	
alaol,	আলাল,	আলাওল,	
hamasa,	হামাস,	হোমস,	
fansi,	ফাঁসি,	ফাঁসী,	
necker,	নেকের,	নেকের,	
shten,	স্টেন,	স্টেন,	
shikkhao,	শিক্ষা,	শিক্ষাও,	
zubokti,	যুবক্তি,	যুবকটি,	
basa,	বসা,	বাসা,	
chamski,	চাম্ককী,	চমস্কি,	
bhaandar,	ভান্ডার,	ভাণ্ডার,	
aarke,	আরকে,	আরকে,	
charrjar,	চরর্জার,	চার্জার,	
shosha,	সসা,	শশা,	
nikat,	নিকটত,	নিকট,	
shoya,	শ্য,	সোয়া,	
torkareer,	তরকারীর,	তরকারীর,	
footbalarder,	ফুটবালদরের,	ফুটবলারদের,	
tantira,	তানতিরা,	তাঁতিরা,	
themeke,	থেমেকে,	থিমকে,	
sthaponagulo,	স্থাপনগুলো,	স্থাপনাগুলো,	
rahh,	রহ,	রঃ,	
myat,	ম্যাট,	ম্যাট,	
jeansh,	জেন্স,	জিন্স,	
golakrity,	গোলাকৃতি,	গোলাকৃতি,	
grambasir,	গ্রামবাসীর,	গ্রামবাসীর,	
joqy,	জোকি,	জকি,	
suporichiti,	সুপরিচিতি,	সুপরিচিতি,	
vushito,	ভুষিত,	ভূষিত,	
byabostho,	ব্যবস্থ,	ব্যাবস্থা,	
mononiitoder,	মন্নিতাদের,	মনোনীতদের,	
mehnoti,	মেহনটি,	মেহনতি,	
bhogirath,	ভগীরথ,	ভগীরথ,	
dakteekit,	দাকটিকিৎ,	ডাকটিকিট,	
definision,	ডেফিনিশন,	ডেফিনেশন,	
sunagarik,	সুনগারিক,	সুনাগরিক,	
aamontrito,	আমন্ত্রিত,	আমন্ত্রিত,	
farider,	ফরীদের,	ফরিদের,	
sikkhakbrindo,	শিক্ষাবৃদ্ন,	শিক্ষকবৃন্দ,	
kathhmandu,	কঠ্মন্ডু,	কাঠমান্ডু,	
roza,	রোজা,	রোযা,	
aashirbad,	আশীর্বাদ,	আশির্বাদ,	
oshamanno,	অসমান্ন,	অসামান্য,	
dakticket,	ডাকটিকেট,	ডাকটিকিট,	
paikar,	পাইকার,	পাইকার,	
footonto,	ফুটন্ত,	ফুটন্ত,	
esosiyetasa,	এসোভিয়েস,	এসোসিয়েটস,	
maadla,	মাদলা,	মাদলা,	
mulaadee,	মুলাদী,	মুলাদি,	
shoodhooi,	সুধু,	শুধুই,	
upobashee,	উপবাসী,	উপবাসী,	
gara,	গার়,	গোর,	
karaa,	করা,	কারো,	
mmesenjar,	ম্যাসেঞ্জার,	মেসেঞ্জার,	
basate,	বসাতে,	বাসাতে,	
bechaa,	বেচা,	বেচা,	
ongkita,	অংকিত,	অঙ্কিতা,	
jamkalo,	জ্মালা,	জমকালো,	
jyesttha,	জিষ্ঠ্ঠ,	জ্যেষ্ঠা,	
bhortuky,	ভর্তুকী,	ভর্তুকি,	
pooding,	পুদিং,	পুডিং,	
