ahalya,	অহল্য,	অহল্যা,	
khaambaa,	খাম্বা,	খাম্বা,	
doneta,	দোনেট,	ডোনাট,	
site,	সাইটে,	সিটে,	
hiragana,	হিরগন,	হিরাগানা,	
expreshshion,	এক্সপ্রেশন,	এক্সপ্রেশন,	
sainyo,	সৈন্য,	সৈন্য,	
poner,	পোনের,	পনের,	
sipa,	সিপা,	শিপ,	
janasangjog,	জনসঙ্গজ,	জনসংযোগ,	
antarktika,	আন্তর্তিক,	অ্যান্টার্কটিকা,	
gatibege,	গতিবে,	গতিবেগে,	
saahosikotar,	সহসিকতার,	সাহসিকতার,	
gandho,	গন্ধ,	গন্ধ,	
footbalarer,	ফুটবলারের,	ফুটবলারের,	
uthey,	উঠে,	উঠে,	
jhalkatthi,	ঝালকাঠি,	ঝালকাঠী,	
ganoporibohoner,	গণপরিণের,	গণপরিবহনের,	
sachetanvabe,	সচেতনভাবে,	সচেতনভাবে,	
aidin,	আইডিন,	এইদিন,	
turbiner,	তুর্বিনের,	টারবাইনের,	
eshiyatika,	এসিআটিক,	এশিয়াটিক,	
shringey,	শ্রীঙ্গে,	শৃঙ্গে,	
transphorm,	ট্রান্সফার্ম,	ট্রান্সফর্ম,	
tottobar,	তত্ত্বার,	তওবার,	
onekerie,	অনেকেরি,	অনেকেরই,	
talgachh,	তালগচ,	তালগাছ,	
rinatmok,	ঋণাত্মক,	ঋনাত্মক,	
jaruri,	জরুরী,	জরূরী,	
zommu,	জম্মু,	জম্মু,	
abhinetar,	অভিনেতার,	অভিনেতার,	
sikkharrtheerao,	শিক্ষার্থীরা,	শিক্ষার্থীরাও,	
vaisaha,	বৈইসহ,	ভাইসহ,	
ghotol,	ঘটল,	ঘটল,	
neptuner,	নেপটুনের,	নেপচুনের,	
nirupito,	নিরুপিত,	নিরূপিত,	
bidghute,	বিধ্যুতে,	বিদঘুটে,	
laaj,	লাজ,	লাজ,	
ahong,	আহঙ,	অহং,	
rohasyer,	রহস্যের,	রহস্যের,	
bbosonto,	ব্যস্ত,	বসন্ত,	
karlei,	করলেই,	করলেই,	
chidrapathe,	চিদ্রাপথে,	ছিদ্রপথে,	
durotaumo,	দূরতর,	দূরতম,	
jyotsna,	জ্যোতনা,	জ্যোৎস্না,	
grot,	গ্রট,	গ্রোথ,	
shommotir,	সম্মটির,	সম্মতির,	
provura,	প্রভূর,	প্রভুরা,	
maile,	মেলে,	মাইলি,	
vangey,	ভঙ্গে,	ভাঙ্গে,	
sikkharthirao,	শিক্ষার্থীরা,	শিক্ষার্থীরাও,	
dhormee,	ধরমী,	ধর্মী,	
parishrom,	পরিশ্রম,	পরিশ্রম,	
wenish,	ওয়েনিস,	ভেনিস,	
vault,	ভাল্ট,	ভল্ট,	
kurdider,	কুর্দিদের,	কুর্দিদের,	
siqh,	শিখ,	শিখ,	
adwanced,	অ্যাডভোন্সেড,	অ্যাডভান্সড,	
byasalt,	ব্যাসল্ট,	ব্যাসল্ট,	
bhushito,	ভূষিত,	ভূষিত,	
motion,	মতিয়ান,	মোশন,	
pratiyogider,	প্রতিযোগীদের,	প্রতিযোগীদের,	
emeritus,	এমেরিটাস,	এমিরেটাস,	
heejee,	হেজি,	হেজ,	
keram,	কেরাম,	কেরাম,	
grambaashi,	গ্রামবাসী,	গ্রামবাসী,	
bifol,	বিফল,	বিফল,	
danaqana,	ডানাকোনা,	ডানকান,	
jonoika,	জনৈকা,	জনৈকা,	
bachchan,	বাচ্চন,	বচ্চন,	
dijijer,	ডিজিজের,	ডিজিজের,	
shanstha,	সংস্থ,	সংস্থা,	
michhilti,	মিইকিলটি,	মিছিলটি,	
aedipus,	আইডিপ,	ইডিপাস,	
bhangley,	ভাঙলে,	ভাঙলে,	
debete,	দেবেতে,	ডিবেট,	
sorsa,	সর্স,	সোর্স,	
kathmandutey,	কাঠমুদুতে,	কাঠমান্ডুতে,	
gadhaa,	গাধা,	গাধা,	
foxcon,	ফকচন,	ফক্সকন,	
inphormation,	ইনফর্মেশন,	ইনফরমেশন,	
odoore,	অদুরে,	অদুরে,	
marqetim,	মার্কেটিং,	মার্কেটিং,	
bandra,	বান্দ্রা,	বন্দীরা,	
sathikata,	সাথিকতা,	সঠিকতা,	
harbur,	হাববরর,	হারবার,	
chani,	চানী,	ছানি,	
cocaine,	কোকেনে,	কোকেইন,	
vangle,	ভাঙলে,	ভাঙলে,	
saleha,	সালেহ,	সালেহা,	
gabeshanagar,	গবেষণাগার,	গবেষনাগার,	
qoyeri,	কোয়েরি,	কোয়েরি,	
manushgulor,	মানুষগুলোর,	মানুষগুলোর,	
mukhyo,	মুখ্য,	মুখ্য,	
moldova,	মলদ্বা,	মলদোভা,	
jesthatar,	যেস্থাতার,	জ্যেষ্ঠতার,	
agom,	আগম,	আগম,	
dines,	ডাইন্স,	দীনেশ,	
jolbe,	জলবে,	জ্বলবে,	
turishta,	তুরিষ্ট,	টুরিস্ট,	
horippur,	হরিপপুর,	হরিপুর,	
anektayi,	অনেকটাই,	অনেকটাই,	
indrani,	ইন্দ্রাণী,	ইন্দ্রাণী,	
sotorkobhabey,	সতরকভাবে,	সতর্কভাবে,	
jahra,	যাহরা,	যাহরা,	
asamonjoshyopurno,	অসমাস্যপূর্ণ,	অসামঞ্জস্যপূর্ণ,	
pujita,	পুজিত,	পুজিত,	
azaadir,	আযাদির,	আজাদীর,	
sangbadmadhyamer,	সংবাধমাদের,	সংবাদমাধ্যমের,	
masjidsaho,	মাসীমসহ,	মসজিদসহ,	
mashjid,	মাশীদ,	মসজিদ,	
lutharana,	লুথারা,	লুথেরান,	
tottenhamer,	তত্তহামার,	টটেনহামের,	
platey,	প্লাটে,	প্লেটে,	
sqirt,	স্কীট,	স্কার্ট,	
dibate,	দিবতে,	ডিবেট,	
rubidium,	রুবিডিয়াম,	রুবিডিয়াম,	
vugten,	ভাগেটেন,	ভুগতেন,	
enginiirs,	এন্গিনার্স,	ইঞ্জিনিয়ার্স,	
jomjomat,	যম্মমাত,	জমজমাট,	
chhereche,	ছেরেছে,	ছেড়েছে,	
jounatar,	যৌনতার,	যৌনতার,	
bopon,	বপন,	বপন,	
abdi,	আব্দি,	অব্দি,	
ojouno,	অজুন,	অযৌন,	
foksher,	ফক্ষের,	ফক্সের,	
manbe,	মানবে,	মানবে,	
bhittio,	ভিত্তিও,	ভিত্তিও,	
koreempoor,	করিমপুর,	করিমপুর,	
shrichaitanyadev,	শ্রীচৈতনাদ্বে,	শ্রীচৈতন্যদেব,	
shektara,	সেক্টার,	সেক্টর,	
chargar,	চার্গার,	চার্জার,	
grambaasir,	গ্রামবাসীর,	গ্রামবাসীর,	
prodiper,	প্রদিপের,	প্রদীপের,	
krej,	ক্রেজ,	ক্রেজ,	
sollallhoo,	সল্লাল্লাহ্য,	সল্লাল্লাহু,	
chheelona,	ছিলনা,	ছিলনা,	
install,	ইনস্টল,	ইন্সটল,	
baagicar,	বাগিকার,	বাগিচার,	
bhowanipur,	ভবানীপুর,	ভবানীপুর,	
prachandota,	প্রচন্ডতা,	প্রচণ্ডতা,	
mohish,	মহিষ,	মহিষ,	
nirvahi,	নির্বাহী,	নির্বাহি,	
madhobi,	মাধবী,	মাধবীর,	
nirmol,	নির্মল,	নির্মল,	
boron,	বরণ,	বোরন,	
mukhomaundoler,	মুখমন্ডলের,	মুখমণ্ডলের,	
sthapona,	স্থাপনা,	স্থাপনা,	
elakati,	এলাকাটি,	এলাকাটি,	
bhramaner,	ভ্রমাণের,	ভ্রমণের,	
conphlict,	কংফিল্ট,	কনফ্লিক্ট,	
sushikkhar,	সুশিক্ষর,	সুশিক্ষার,	
townsip,	তাউন্সিপ,	টাউনশিপ,	
ovarview,	ওভার্ভিভ,	ওভারভিউ,	
mookhbaundho,	মুখবন্ধ,	মুখবন্ধ,	
abodamaner,	অবদানের,	অবদমনের,	
carymb,	কার্মিব,	করিম,	
domone,	দমনে,	দমনে,	
nobotom,	নবোতম,	নবতম,	
neelkuthir,	নিলকুঠির,	নীলকুঠির,	
santoshe,	সান্তশে,	সন্তোষে,	
amarjito,	অমর্জিত,	অমার্জিত,	
adhyattikotar,	অধ্যা্বিকতার,	আধ্যাত্মিকতার,	
aaeerese,	আইরেশে,	আইরেসে,	
nironjan,	নিরঞ্জন,	নিরঞ্জন,	
chhani,	ছনি,	ছানি,	
sectar,	সেক্টার,	সেক্টর,	
totenhamer,	টোটেনহামের,	টটেনহামের,	
hajirhat,	হাজিরহাট,	হাজিরহাট,	
maudelder,	মডউলের,	মডেলদের,	
shiniyara,	সিনিয়ার,	সিনিয়র,	
godabari,	গদাবরী,	গোদাবরী,	
durg,	দার্,	দুর্গ,	
messanger,	মেশঙ্গের,	মেসেঞ্জার,	
protijogiir,	প্রতিযোগীর,	প্রতিযোগীতার,	
agora,	আগরা,	আগোরা,	
khur,	খুর,	ক্ষুর,	
kyathlikder,	ক্যাথলিকদের,	ক্যাথলিকদের,	
jolrong,	জলর্গ,	জলরঙ,	
zibonto,	জীবন্ত,	জীবন্ত,	
machhe,	মাছে,	মাছে,	
noiteekotabodh,	নৈতিকতাবাধ,	নৈতিকতাবোধ,	
artilery,	আর্টিলারি,	আর্টিলারি,	
khanonkaj,	খননকাজ,	খননকাজ,	
oncholsomuher,	অঞ্চলসমূহের,	অঞ্চলসমূহের,	
fud,	ফুড,	ফুড,	
songhar,	সংঘর,	সংহার,	
bone,	বোনে,	বনে,	
iukyaliptasha,	ইউক্ললিপ্টাস,	ইউক্যালিপ্টাস,	
sahokari,	সহকারী,	সহকারী,	
vabnake,	ভব্নকে,	ভাবনাকে,	
sharifer,	শরীফের,	শরিফের,	
drishyogulo,	দৃশ্যগুলো,	দৃশ্যগুলো,	
fiksim,	ফিক্সিং,	ফিক্সিং,	
sthaponakay,	স্থাপনাকে,	স্থাপনাকে,	
bhartuky,	ভারতুকি,	ভর্তুকি,	
skalarashipa,	স্কলারশিপ,	স্কলারশিপ,	
jackshon,	জক্ষণ,	জ্যাকসন,	
chowdhuryder,	চৌধুরীদের,	চৌধুরীদের,	
oshovyo,	অশ্ভ,	অসভ্য,	
mukhabandho,	মুখবন্ধ,	মুখবন্ধ,	
cinematographer,	সিনেমাত্রাফের,	সিনেমাটোগ্রাফার,	
panchbar,	পাঁচবার,	পাঁচবার,	
uddhrity,	উদ্ধৃতি,	উদ্ধৃতি,	
gaandas,	গান্ডাস,	জ্ঞানদাস,	
futanta,	ফুটান্ট,	ফুটন্ত,	
dokaangulote,	দোকাঙগুলাতে,	দোকানগুলোতে,	
bibader,	বিবদের,	বিবাদের,	
qarima,	করিমা,	করিম,	
hyper,	হাইপের,	হাইপার,	
engrejder,	ইংরেজের,	ইংরেজদের,	
pana,	পানা,	পানা,	
nilabho,	নিলভ,	নীলাভ,	
sulfete,	সালফেট,	সালফেট,	
biswashe,	বিশ্বাসে,	বিশ্বাসে,	
texuser,	টেক্সাসের,	টেক্সাসের,	
korecha,	করেচা,	করেছ,	
lotharan,	লথারন,	লুথেরান,	
jathaarthobhaabe,	যথারথভাবে,	যথার্থভাবে,	
iceberg,	ইইসেবার্গ,	আইসবার্গ,	
pouchute,	পৌঁছুতে,	পৌঁছুতে,	
krisenta,	ক্রিসেন্ট,	ক্রিসেন্ট,	
adhyatmikata,	অধ্যাতিকতা,	আধ্যাত্মিকতা,	
diaraesha,	দায়ারাস,	ডিআরএস,	
dolgulo,	দলগুলো,	দলগুলোও,	
onucheeder,	অনুচিদের,	অনুচ্ছেদের,	
kode,	কোডে,	কোডে,	
anchalsamuha,	অঞ্চলসমূহ,	অঞ্চলসমূহ,	
fimela,	ফাইমেল,	ফিমেল,	
lyata,	ল্যাট,	ল্যাটা,	
shakara,	শাকারা,	সাকার,	
satarkakaree,	সতারকারী,	সতর্ককারী,	
nesnos,	নেশন,	নেশনস,	
tenish,	টেইনিস,	টেনিস,	
ajijur,	অজিরুর,	আজিজুর,	
decke,	ডেকে,	ডেকে,	
ekoirokom,	একইরোক,	একইরকম,	
seekkhagoto,	শিক্ষাগত,	শিক্ষাগত,	
korlei,	করলেই,	করলেই,	
kormokarer,	কর্মকারের,	কর্মকারের,	
hattey,	হাতে,	হাঁটতে,	
sansthaner,	সংস্থানের,	সংস্থানের,	
tennys,	টেনিস,	টেনিস,	
taki,	তাকি,	তকি,	
volte,	ভোল্টে,	ভল্ট,	
gononanatyo,	গণনাত্য,	গণনাট্য,	
obosan,	অবসান,	অবসান,	
hizrite,	হিজরিটে,	হিজরীতে,	
kanaphlikta,	কনফলিক্ট,	কনফ্লিক্ট,	
okritakarja,	অকৃতিরার্য,	অকৃতকার্য,	
gauge,	গৌগে,	গেজ,	
eebhiem,	ইভিএম,	ইভিএম,	
subir,	সুবির,	সুবীর,	
siqhar,	শিখার,	শিকার,	
ghateer,	ঘাটির,	ঘাটির,	
kingsh,	কিংস,	কিংস,	
katbe,	কাটে,	কাটবে,	
soccer,	সস্কের,	সকার,	
