juktarashtrasaha,	যুক্তরাস্ট্রসহ,	যুক্তরাষ্ট্রসহ,	
atmabiswasi,	আত্মবিশ্বাসী,	আত্মবিশ্বাসী,	
weenis,	জৈনিশ,	ভেনিস,	
dinnar,	ডিননার,	ডিনার,	
modelin,	মোডেলিন,	মডেলিং,	
tafsher,	তাফসের,	তাফসীর,	
muhammod,	মুহাম্মদ,	মুহম্মদ,	
rajballav,	রাজবলাল,	রাজবল্লভ,	
laaiseensh,	লাইসেন্স,	লাইসেন্স,	
dhormantor,	ধর্মন্তর,	ধর্মান্তর,	
hoil,	হইল,	হইল,	
bona,	বোনা,	বোনা,	
anchalgulote,	অঞ্চলগুলোতে,	অঞ্চলগুলোতে,	
park,	পার্ক,	পার্ক,	
upobasee,	উপবাসী,	উপবাসী,	
gujob,	গুজব,	গুজব,	
mukkho,	মুক্ষ,	মুখ্য,	
bhabanipur,	ভবানীপুর,	ভবানীপুর,	
mawdel,	ম্যাডেল,	মডেল,	
dhyan,	ধ্যান,	ধ্যান,	
gonna,	গন্যা,	গননা,	
eeraner,	ইরানের,	ইরানের,	
shalsa,	সালস,	সালসা,	
korecho,	করেছ,	করেছো,	
riphleksa,	রাইফেক্স,	রিফ্লেক্স,	
fiks,	ফিক্স,	ফিক্স,	
chalochchitrer,	চলচচিত্রের,	চলচ্চিত্রের,	
provritir,	প্রভূতির,	প্রভৃতির,	
pray,	প্রে,	প্রায়,	
basinay,	বেসিনে,	বেসিনে,	
laisensim,	লাইসননিস,	লাইসেন্সিং,	
pitthe,	পিঠে,	পীঠে,	
vashik,	ভাষিক,	ভাষিক,	
monjushri,	মঞ্জুস্মী,	মঞ্জুশ্রী,	
nirgun,	নির্গুণ,	নির্গুণ,	
avisongson,	অভিশংসন,	অভিশংসন,	
raagei,	রাগেই,	রাগেই,	
abheedhaneec,	অভিধানিক,	অভিধানিক,	
mandope,	ম্যান্ডপে,	মন্ডপে,	
jomkaalo,	জামকাল,	জমকালো,	
phaksa,	ফক্স,	ফক্স,	
siqar,	শিকার,	শিকার,	
firoz,	ফিরোজ,	ফিরোজ,	
steen,	স্টেন,	স্টেন,	
janosangyog,	জনসংস্গ্য,	জনসংযোগ,	
hatochakito,	হতচাকিত,	হতচকিত,	
rahi,	রাহি,	রাহি,	
jeshtha,	জেষ্ঠ্য,	জ্যেষ্ঠা,	
paikgacha,	পাইকগাচা,	পাইকগাছা,	
beshorkarikarone,	বেসরকারীকরণ,	বেসরকারিকরণ,	
meghe,	মেঘে,	মেঘে,	
baarnis,	বার্নিস,	বার্নিশ,	
hert,	হার্ট,	হার্ট,	
ispredsheet,	ইস্প্রেডশিট,	স্প্রেডশীট,	
niropekkho,	নিরপেক্ষ,	নিরপেক্ষ,	
mangoleek,	মাঙ্গলিক,	মাঙ্গলিক,	
nothivuktir,	নথিভুক্তির,	নথিভুক্তির,	
bondi,	বন্দী,	বন্দী,	
chhutite,	ছুটিতে,	ছুটিতে,	
rupdan,	রূপদান,	রুপদান,	
byakkhabyatito,	ব্যক্্যাবিত,	ব্যাখ্যাতীত,	
sqarta,	স্কার্ট,	স্কার্ট,	
franco,	ফ্রাংক,	ফ্রাঙ্কো,	
cilahaati,	চিলাহাতি,	চিলাহাটি,	
grambaashi,	গ্রামাবাসী,	গ্রামবাসী,	
jacksan,	জকক্সন,	জ্যাকসন,	
dinifitian,	ডিনিফিয়েশন,	ডেফিনেশন,	
bechaa,	বেচা,	বেচা,	
pyaleshtainer,	প্যালেস্টাইনের,	প্যালেস্টাইনের,	
hajirhat,	হাজিরহাট,	হাজিরহাট,	
bongobondhu,	বঙ্গবন্ধু,	বঙ্গবন্ধু,	
gabhaskaar,	গভাস্কার,	গাভাস্কার,	
meghnadbadh,	মেঘন্দবাদ,	মেঘনাদবধ,	
proman,	প্রমাণ,	প্রমান,	
stanehenge,	স্ট্যানেনহেগে,	স্টোনহেঞ্জ,	
homeske,	হোমেস্কে,	হোমসকে,	
oichchhik,	ঐচ্ছিক,	ঐচ্ছিক,	
pudim,	পুডিং,	পুডিং,	
shainyader,	সৈন্যদের,	সৈন্যদের,	
monzhostho,	মনযোখস্থ,	মঞ্চস্থ,	
rajotwa,	রাজত্ব,	রাজত্ব,	
canflict,	কনফিলিক্ট,	কনফ্লিক্ট,	
omanisa,	অমনিসা,	অমানিশা,	
hartz,	হার্ট,	হার্জ,	
nagorikke,	নাগরিকে,	নাগরিককে,	
wenish,	বৈনিশ,	ভেনিস,	
scholarship,	স্কলারশিপ,	স্কলারশিপ,	
pratijogitamulak,	প্রতিযোগিতামূলক,	প্রতিযোগীতামূলক,	
akshoti,	একশটি,	একশোটি,	
teknokryat,	টেকনিক্রাযা,	টেকনোক্র্যাট,	
zhalkatthi,	ঝালকাঠি,	ঝালকাঠী,	
boneo,	বনিও,	বনেও,	
protizogiir,	প্রতিযোগীর,	প্রতিযোগীতার,	
chiranton,	চিরন্তন,	চিরন্তন,	
netarao,	নাতারাও,	নেতারাও,	
tottenhamer,	তোত্তিহামের,	টটেনহামের,	
moshjidtike,	মস্যিত্তিকে,	মসজিদটিকে,	
haripur,	হরিপুর,	হরিপুর,	
banijyikvittey,	বানিজ্যিত্বিতে,	বাণিজ্যিকভিত্তিতে,	
otyacharer,	অত্যাচারের,	অত্যাচারের,	
sthaponagulo,	স্থাপানগুলো,	স্থাপনাগুলো,	
sasharire,	সশশীরে,	সশরীরে,	
abhidhaaneeck,	অভিধানকিক,	অভিধানিক,	
primoo,	প্রিমো,	প্রিমো,	
graambashio,	গ্রামবশশী,	গ্রামবাসীও,	
dighal,	দিঘাল,	দীঘল,	
manzurul,	মঞ্জুরুল,	মনজুরুল,	
okritakarjo,	অকৃতকার্য,	অকৃতকার্য,	
udbodhony,	উদ্বধ্বনি,	উদ্বোধনী,	
kanooner,	কানুনের,	কানুনের,	
uzobekeestaan,	যযোবেকিস্তান,	উজবেকিস্তান,	
iyaka,	ইয়াক,	ইয়াক,	
postay,	পোস্টে,	পোস্টে,	
chalachchitragulor,	চলচ্চিত্রগুলের,	চলচ্চিত্রগুলোর,	
nafisa,	নাফিস,	নাফিসা,	
chamski,	চামসি,	চমস্কি,	
madrasar,	মাদরাসার,	মাদ্রাসার,	
hool,	হুল,	হুল,	
si,	সি,	এসআই,	
dheke,	ঢেকে,	ঢেকে,	
feroz,	ফেরজ,	ফিরোজ,	
enashiyenta,	এননিয়েন্ট,	এনসিয়েন্ট,	
shoti,	শতী,	শোটি,	
nariikei,	নারীকেই,	নারীকেই,	
concert,	কনসার্ট,	কানসাট,	
drissoi,	দৃশ্যই,	দৃশ্যই,	
cholochchitroi,	চলচচিত্রই,	চলচ্চিত্রই,	
deares,	ডারেশ,	ডিআরএস,	
plainey,	প্লাইনে,	প্লেনে,	
grambasee,	গ্রামবাসী,	গ্রামবাসী,	
akpaase,	একপাশে,	একপাশে,	
vagno,	ভাগন,	ভগ্ন,	
akkharkey,	আকহারকে,	অক্ষরকে,	
inphormeshon,	ইনফর্মেশন,	ইনফরমেশন,	
charban,	চারবান,	চর্বন,	
chaalabi,	চালাবি,	চালাবে,	
sampadon,	সম্পাদন,	সম্পাদন,	
venkotesh,	ভেনকোটেস,	ভেঙ্কটেশ,	
se,	সে,	সে,	
arakan,	আরকান,	আরাকান,	
kortaa,	করতা,	করতা,	
natneekey,	নাটনীকে,	নাতনীকে,	
tookrote,	টুকরোতে,	টুকরোতে,	
estania,	এস্টেনিয়া,	এস্তোনিয়া,	
bapokotor,	ব্যাপকতর,	ব্যাপকতর,	
ghoomachhe,	ঘুমাচে,	ঘুমাচ্ছে,	
dharavahikti,	ধররাভিক্তি,	ধারাবাহিকটি,	
bi,	বি,	বি,	
orhan,	ওরহান,	ওরহান,	
rabe,	রবে,	রবে,	
phixing,	ফিকিন্স,	ফিক্সিং,	
cholochchitreei,	চলচচিত্রেই,	চলচ্চিত্রেই,	
kodguli,	কাদগুলি,	কোডগুলি,	
minishtarer,	মিনিস্টারের,	মিনিস্টারের,	
prokolpotike,	প্রকলপতিকে,	প্রকল্পটিকে,	
panera,	পানেরা,	পনের,	
darjiling,	ডার্জিলিং,	দার্জিলিং,	
barbadoj,	বারবাদপ,	বার্বাডোজ,	
shombhobonao,	সম্ভবনও,	সম্ভবনাও,	
zeebonjaapon,	জীবনজাপন,	জীবনযাপন,	
abdune,	আবদুনে,	আবদুন,	
manob,	মানব,	মানব,	
kaathhmaandute,	কাঠঠানুদ্তে,	কাঠমান্ডুতে,	
domonmulok,	ডমনমূলক,	দমনমূলক,	
bhittie,	ভিত্তিই,	ভিত্তিই,	
shikshakram,	শিক্ষাক্রম,	শিক্ষাক্রম,	
kandey,	কাঁডে,	কাণ্ডে,	
amorendro,	অমরেন্দ্র,	অমরেন্দ্র,	
karpeeta,	কার্পেট,	কার্পেট,	
keengdom,	কিং্ডম,	কিংডম,	
shudhui,	সুধুই,	শুধুই,	
vaskor,	বাসকোর,	ভাস্কর,	
buffer,	বাফফর,	বাফার,	
ropto,	রোপ্ত,	রপ্ত,	
dharatir,	ধারাতির,	ধারাটির,	
kkunti,	কুনটি,	কুন্তী,	
sikkhokder,	শিক্ষাদের,	শিক্ষকদের,	
potchitro,	পত্চিত্র,	পটচিত্র,	
tochhnochh,	তচ্ছন,	তছনছ,	
scorey,	স্কোরে,	স্কোরে,	
byabaharkareer,	ব্যবহারকারির,	ব্যবহারকারীর,	
bekey,	বেকে,	বেঁকে,	
catholic,	চাঠলিিক,	ক্যাথলিক,	
mache,	মাযাচ,	মাছে,	
osthishondhi,	অস্থিসন্ধি,	অস্থিসন্ধি,	
cholocchitro,	চলচচিত্র,	চলচ্চিত্র,	
mahajote,	মহাজতে,	মহাজোট,	
goreeb,	গরিব,	গরিব,	
onekerie,	অনেকেরই,	অনেকেরই,	
adhyattik,	আধ্যাত্বিক,	আধ্যাত্মিক,	
jaak,	যাক,	জাঁক,	
progreess,	প্রগ্রেস,	প্রগ্রেস,	
mesenzarer,	মেসেনারের,	মেসেঞ্জারের,	
sobrakomer,	সব্রকমের,	সবরকমের,	
falasrutite,	ফলাস্টুরিতে,	ফলশ্রুতিতে,	
chanu,	চানু,	চানু,	
purbancoler,	পূর্বানকুলের,	পূর্বাঞ্চলের,	
prosadhoni,	প্রসাধানী,	প্রসাধনী,	
songkoloney,	সংকলনে,	সংকলনে,	
tigar,	তিগার,	টাইগার,	
nathibhuktir,	নথিভুক্তির,	নথিভুক্তির,	
sikar,	শিকার,	শিকার,	
pletoo,	প্লাটো,	প্লেটো,	
mosjidsaho,	মসজিসদহও,	মসজিদসহ,	
tawnship,	তাংসিপ,	টাউনশিপ,	
grambaasheeo,	গ্রামবাসীও,	গ্রামবাসীও,	
bhabna,	ভব্ন,	ভাবনা,	
ingreziteo,	ইংরেজিতেও,	ইংরেজিতেও,	
abosore,	অবসরে,	অবসরে,	
tiger,	তিগের,	টাইগার,	
lokhindare,	লখিন্দ্দরে,	লখিন্দরের,	
vabotarini,	ভবতারীনী,	ভবতারিণী,	
kathhmandu,	কাঠমন্ডু,	কাঠমান্ডু,	
shkarta,	স্কার্ট,	স্কার্ট,	
quarter,	কোয়ার্টার,	কোয়ার্টার,	
drishyagulote,	দৃশ্যগুলোতে,	দৃশ্যগুলোতে,	
udbhabaney,	উদ্ভাবনে,	উদ্ভাবনে,	
rananganey,	রণাঙ্গনে,	রণাঙ্গনে,	
moshjid,	মসজিদ,	মসজিদ,	
bedanter,	বেদনটের,	বেদান্তের,	
utsahi,	উৎসাহী,	উৎসাহী,	
capsule,	ক্যাসপুল,	ক্যাপসুল,	
bibechya,	বিবেচ্যা,	বিবেচ্য,	
wenom,	ইইনন,	ভেনম,	
gelo,	গেল,	গেলো,	
krita,	কৃত,	ক্রীট,	
attar,	আত্মার,	আত্তার,	
valobasey,	ভালবাসে,	ভালোবাসে,	
ghumachche,	ঘুমাচ্চে,	ঘুমাচ্ছে,	
aarik,	আরিক,	আরিক,	
pooroheetke,	পুরহীতকে,	পুরোহিতকে,	
haitasa,	হাইটাস,	হাইটস,	
cholochchitrei,	চলচচিত্রেই,	চলচ্চিত্রেই,	
depp,	ডেপ,	ডেপ,	
zuktorastroshoho,	যুক্তরাস্ত্রসহ,	যুক্তরাষ্ট্রসহ,	
aaziz,	আজিজ,	আজিজ,	
kaalniir,	কালনির,	কালনীর,	
emergency,	এমের্জেন্স,	এমার্জেন্সি,	
scholastic,	স্কোলাস্টিক,	স্কলাস্টিক,	
gronthe,	গ্রন্থে,	গ্রন্থে,	
baasate,	বাসাতে,	বাসাতে,	
hajeerhatt,	হাজিরহাট,	হাজিরহাট,	
daaktikit,	ডাকততিক,	ডাকটিকিট,	
fand,	ফ্যান্ড,	ফান্ড,	
joubankale,	যৌবনকালে,	যৌবনকাল,	
